|6.6.6
Archiving\03_Data\fracLP/QFM/ALH/ALH_1.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1952.38        500.000        99.5458       0.454199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        99.5458       0.454197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.5458       0.454195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.5458       0.454193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.5458       0.454188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.5458       0.454188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.5458       0.454186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.5458       0.454183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.5458       0.454181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.5458       0.454179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.5458       0.454176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.5458       0.454174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.5458       0.454171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.5458       0.454169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.5458       0.454166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.5458       0.454164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.5458       0.454161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.5458       0.454159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.5458       0.454156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.5458       0.454154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.5458       0.454151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.5459       0.454148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.5459       0.454146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.5459       0.454143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.5459       0.454140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.5459       0.454138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.5459       0.454135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.5459       0.454132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.5459       0.454130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.5459       0.454127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5459       0.454124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.5459       0.454121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.5459       0.454118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.5459       0.454115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.5381       0.454113       0.778215E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3979                 NaN  0.602074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4107                 NaN  0.589265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4087                 NaN  0.591332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4104                 NaN  0.589601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4146                 NaN  0.585385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4158                 NaN  0.584214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4176                 NaN  0.582435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4212                 NaN  0.578810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4224                 NaN  0.577618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4208                 NaN  0.575306       0.386726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4161                 NaN  0.570212       0.136903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4172                 NaN  0.569085       0.136671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4188                 NaN  0.567500       0.136516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4203                 NaN  0.566117       0.136046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4225                 NaN  0.563976       0.135683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4240                 NaN  0.562495       0.135422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4243                 NaN  0.562209       0.135217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4254                 NaN  0.561109       0.135020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3116                 NaN  0.672150       0.162242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.7378                 NaN  0.256027       0.620281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.2359                 NaN  0.746262       0.178379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4291                 NaN  0.557462       0.134133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4305                 NaN  0.556189       0.133599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.6134                 NaN  0.377576       0.906530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.2473                 NaN  0.735122       0.175674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4299                 NaN  0.556746       0.133075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4310                 NaN  0.555745       0.132740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4335                 NaN  0.553331       0.131842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4310                 NaN  0.555761       0.132308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4313                 NaN  0.555543       0.132021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4254                 NaN  0.561258       0.133237E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4374                 NaN  0.549617       0.129552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4309                 NaN  0.555948       0.131188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4293                 NaN  0.557571       0.131289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3441                 NaN  0.640559       0.153546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5133                 NaN  0.475986       0.107598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4280                 NaN  0.558903       0.130482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4261                 NaN  0.560825       0.130400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4266                 NaN  0.560386       0.130103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4249                 NaN  0.562123       0.129796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4227                 NaN  0.564321       0.129464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4247                 NaN  0.562382       0.129395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4216                 NaN  0.565448       0.129218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4200                 NaN  0.567074       0.128982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4161                 NaN  0.570993       0.129373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4196                 NaN  0.567563       0.128057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4132                 NaN  0.573956       0.128935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4149                 NaN  0.572312       0.127965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4086                 NaN  0.578448       0.129112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4140                 NaN  0.573288       0.126969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4084                 NaN  0.578844       0.127634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4053                 NaN  0.581897       0.127828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4030                 NaN  0.584247       0.127580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4022                 NaN  0.585113       0.127191E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3984                 NaN  0.588853       0.127270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4179                 NaN  0.571042       0.111018E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3613                 NaN  0.624337       0.143973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3913                 NaN  0.596010       0.126754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3896                 NaN  0.597746       0.126344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4124                 NaN  0.575085       0.125602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3561                 NaN  0.631231       0.127152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3805                 NaN  0.606854       0.126152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3791                 NaN  0.608302       0.125809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3748                 NaN  0.612609       0.125819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3728                 NaN  0.614648       0.125429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3676                 NaN  0.619819       0.125871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3635                 NaN  0.623983       0.125578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3671                 NaN  0.620468       0.124588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3617                 NaN  0.625772       0.124996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3579                 NaN  0.629558       0.124956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3555                 NaN  0.632061       0.124573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3535                 NaN  0.634040       0.124612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3487                 NaN  0.638821       0.124528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3475                 NaN  0.640085       0.124027E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3418                 NaN  0.645773       0.124364E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3428                 NaN  0.644818       0.123571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3389                 NaN  0.648775       0.123600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3351                 NaN  0.652583       0.123660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3330                 NaN  0.654679       0.123426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3323                 NaN  0.655413       0.122918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3279                 NaN  0.659777       0.123044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3214                 NaN  0.666238       0.123583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3291                 NaN  0.658782       0.121588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3212                 NaN  0.666534       0.122361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3199                 NaN  0.667887       0.121987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3170                 NaN  0.670759       0.121989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3164                 NaN  0.671417       0.121614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3138                 NaN  0.674034       0.121314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3134                 NaN  0.674526       0.121125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3104                 NaN  0.677490       0.120921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3066                 NaN  0.681347       0.121026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2746                 NaN  0.712795       0.126223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.5907                 NaN  0.402250       0.709255E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.0502                 NaN  0.933324       0.164319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3097                 NaN  0.678418       0.118603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3093                 NaN  0.678837       0.118609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3063                 NaN  0.681884       0.118644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3013                 NaN  0.686827       0.119108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3080                 NaN  0.680263       0.117412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3037                 NaN  0.684530       0.117891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3006                 NaN  0.687572       0.117892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3072                 NaN  0.681106       0.116635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.0251                 NaN  0.958424       0.165215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.5635                 NaN  0.429335       0.717894E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3192                 NaN  0.669452       0.113570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3084                 NaN  0.680083       0.115370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3097                 NaN  0.678751       0.115369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2911                 NaN  0.697144       0.117616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3308                 NaN  0.658137       0.110750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.1354                 NaN  0.852997       0.116148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4982                 NaN  0.490835       0.110017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3165                 NaN  0.672236       0.112633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3195                 NaN  0.669286       0.112231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3155                 NaN  0.673221       0.112453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3325                 NaN  0.656467       0.109870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3266                 NaN  0.662366       0.110518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3288                 NaN  0.660200       0.110074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3319                 NaN  0.657156       0.109469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3319                 NaN  0.657202       0.109224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3392                 NaN  0.650032       0.108122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.5707                 NaN  0.422284       0.697978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.1131                 NaN  0.872437       0.144712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.3477                 NaN  0.641621       0.106401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3500                 NaN  0.639430       0.106028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.3534                 NaN  0.636072       0.105521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.3578                 NaN  0.631743       0.104802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.3618                 NaN  0.627817       0.103962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.1224                 NaN  0.863224       0.143605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.6050                 NaN  0.388580       0.637071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.3732                 NaN  0.616606       0.102047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.1236                 NaN  0.862152       0.142724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.6335                 NaN  0.360579       0.595739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.3785                 NaN  0.611356       0.101169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.3925                 NaN  0.597574       0.989275E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.3929                 NaN  0.597239       0.987508E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.3968                 NaN  0.593357       0.981671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.3997                 NaN  0.588857       0.971725E-002            NaN  0.176859E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9394                 NaN  0.975475E-001            NaN            NaN  0.963006                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9110                 NaN  0.532184E-001            NaN            NaN   1.03576                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9197                 NaN  0.470273E-001            NaN            NaN   1.03330                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1115                 NaN  0.437818E-001            NaN            NaN  0.844699                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.7734                 NaN  0.538870E-001            NaN            NaN   1.17276                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9597                 NaN  0.434526E-001            NaN            NaN  0.996808                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9721                 NaN  0.425735E-001            NaN            NaN  0.985371                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9821                 NaN  0.348937E-001            NaN            NaN  0.983048                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9945                 NaN  0.386765E-001            NaN            NaN  0.966865                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0052                 NaN  0.384584E-001            NaN            NaN  0.956361                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0157                 NaN  0.361609E-001            NaN            NaN  0.948155                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0249                 NaN  0.330901E-001            NaN            NaN  0.942015                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0340                 NaN  0.301097E-001            NaN            NaN  0.935883                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0454                 NaN  0.303963E-001            NaN            NaN  0.924252                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0525                 NaN  0.236929E-001            NaN            NaN  0.923814                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0573                 NaN  0.217637E-001            NaN            NaN  0.920941                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0727                 NaN  0.215504E-001            NaN            NaN  0.905761                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0770                 NaN  0.181784E-001            NaN            NaN  0.904827                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0867                 NaN  0.170362E-001            NaN            NaN  0.896249                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0950                 NaN  0.166228E-001            NaN            NaN  0.888416                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1009                 NaN  0.106480E-001            NaN            NaN  0.888430                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1085                 NaN  0.981095E-002            NaN            NaN  0.881738                 NaN            NaN            NaN            NaN            NaN            NaN
