|6.6.6
Archiving\03_Data\fracLP/QFM/ALH/ALH_3.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1922.31        500.000        99.7295       0.270455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.7295       0.270471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.7295       0.270487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.7295       0.270502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.7295       0.270518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.7295       0.270534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.7295       0.270549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.7294       0.270565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.7294       0.270580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.7294       0.270596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.7294       0.270612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.7294       0.270627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.7294       0.270643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.7293       0.270659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.7293       0.270674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.7293       0.270690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.7293       0.270705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.7293       0.270721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.7293       0.270737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.7292       0.270752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.7292       0.270768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.7292       0.270783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.7219       0.270800       0.729825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4364                 NaN  0.563588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4486                 NaN  0.551418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4469                 NaN  0.553118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4486                 NaN  0.551370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4528                 NaN  0.547197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4541                 NaN  0.545867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4560                 NaN  0.544002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4595                 NaN  0.540461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4609                 NaN  0.539060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4607                 NaN  0.536695       0.264119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4589                 NaN  0.531731       0.934618E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4602                 NaN  0.530480       0.932797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4619                 NaN  0.528779       0.931441E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4634                 NaN  0.527304       0.927865E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4657                 NaN  0.525014       0.924903E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4674                 NaN  0.523412       0.922694E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4680                 NaN  0.522833       0.920819E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4692                 NaN  0.521602       0.919144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3643                 NaN  0.624621       0.110377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.7580                 NaN  0.237816       0.421329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.2949                 NaN  0.692944       0.121319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4737                 NaN  0.517226       0.911843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4751                 NaN  0.515838       0.907467E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.6439                 NaN  0.349955       0.615333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3070                 NaN  0.681126       0.119220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4755                 NaN  0.515446       0.902462E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4767                 NaN  0.514339       0.899772E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4792                 NaN  0.511839       0.893379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4773                 NaN  0.513765       0.895945E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4778                 NaN  0.513262       0.893786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4726                 NaN  0.518390       0.901755E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4840                 NaN  0.507244       0.876144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4783                 NaN  0.512831       0.886831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4771                 NaN  0.514017       0.887111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3996                 NaN  0.589985       0.103669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5545                 NaN  0.438259       0.726242E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4768                 NaN  0.514403       0.880412E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4755                 NaN  0.515723       0.879269E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4761                 NaN  0.515171       0.877131E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4749                 NaN  0.516344       0.874271E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4732                 NaN  0.518110       0.871642E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4753                 NaN  0.516010       0.870677E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4728                 NaN  0.518493       0.869155E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4717                 NaN  0.519640       0.867091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4684                 NaN  0.522888       0.869080E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4719                 NaN  0.519458       0.860003E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4664                 NaN  0.524936       0.865389E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4683                 NaN  0.523094       0.858530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4629                 NaN  0.528462       0.865691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4681                 NaN  0.523382       0.850920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4635                 NaN  0.527945       0.854859E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4610                 NaN  0.530475       0.855914E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4593                 NaN  0.532175       0.853612E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4588                 NaN  0.532676       0.850570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4558                 NaN  0.535672       0.850673E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4751                 NaN  0.517465       0.740934E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4232                 NaN  0.567137       0.961382E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4506                 NaN  0.540934       0.845666E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4495                 NaN  0.542059       0.842450E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4707                 NaN  0.520968       0.837156E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4198                 NaN  0.571712       0.847095E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4425                 NaN  0.549093       0.839835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4416                 NaN  0.550053       0.837086E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4382                 NaN  0.553425       0.836536E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4369                 NaN  0.554793       0.833507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4326                 NaN  0.559007       0.836151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4296                 NaN  0.562066       0.833444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4330                 NaN  0.558764       0.826588E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4286                 NaN  0.563087       0.828843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4257                 NaN  0.565982       0.828015E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4240                 NaN  0.567775       0.825092E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4226                 NaN  0.569169       0.825018E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4190                 NaN  0.572797       0.823698E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4184                 NaN  0.573421       0.819794E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4138                 NaN  0.577985       0.821430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4152                 NaN  0.576615       0.815666E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4122                 NaN  0.579654       0.815365E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4093                 NaN  0.582562       0.815353E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4080                 NaN  0.583873       0.813521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4079                 NaN  0.583973       0.809478E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4046                 NaN  0.587350       0.809803E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3993                 NaN  0.592546       0.812821E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4067                 NaN  0.585352       0.799216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4004                 NaN  0.591573       0.803736E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3998                 NaN  0.592187       0.800705E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3977                 NaN  0.594249       0.800375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3978                 NaN  0.594275       0.797334E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3961                 NaN  0.595960       0.794852E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3962                 NaN  0.595908       0.793217E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3944                 NaN  0.597729       0.791161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3917                 NaN  0.600356       0.791223E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3643                 NaN  0.627434       0.824460E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.6416                 NaN  0.353730       0.463171E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1690                 NaN  0.820243       0.107272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3966                 NaN  0.595664       0.773332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3970                 NaN  0.595319       0.772892E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3949                 NaN  0.597327       0.772852E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3913                 NaN  0.600971       0.775278E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3979                 NaN  0.594448       0.763346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3949                 NaN  0.597467       0.765970E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3929                 NaN  0.599402       0.765369E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3992                 NaN  0.593274       0.756911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.1576                 NaN  0.831690       0.106807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.6224                 NaN  0.372996       0.464961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4116                 NaN  0.581049       0.735308E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4027                 NaN  0.589821       0.746300E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4043                 NaN  0.588247       0.746107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3894                 NaN  0.603001       0.759789E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4244                 NaN  0.568493       0.714737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.2560                 NaN  0.736523       0.749478E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.5699                 NaN  0.423047       0.709066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4140                 NaN  0.578710       0.725519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4170                 NaN  0.575768       0.722422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4143                 NaN  0.578438       0.723145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4297                 NaN  0.563212       0.706329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4253                 NaN  0.567590       0.709821E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4279                 NaN  0.565029       0.706530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4312                 NaN  0.561751       0.702064E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4321                 NaN  0.560935       0.699952E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4388                 NaN  0.554307       0.692373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.6360                 NaN  0.359495       0.446548E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.2484                 NaN  0.742322       0.925483E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4481                 NaN  0.545072       0.679773E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4508                 NaN  0.542477       0.676822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.4542                 NaN  0.539064       0.673276E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4585                 NaN  0.534777       0.668288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4626                 NaN  0.530768       0.662209E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.2635                 NaN  0.727358       0.912928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.6685                 NaN  0.327404       0.404921E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4743                 NaN  0.519250       0.648523E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.2660                 NaN  0.724895       0.906592E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.6935                 NaN  0.302692       0.377885E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.4810                 NaN  0.512606       0.641560E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.4931                 NaN  0.500592       0.626878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4940                 NaN  0.499719       0.625254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.4980                 NaN  0.495835       0.621091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5010                 NaN  0.491306       0.614262E-002            NaN  0.154861E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0755                 NaN  0.813522E-001            NaN            NaN  0.843133                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0493                 NaN  0.443481E-001            NaN            NaN  0.906348                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0572                 NaN  0.391458E-001            NaN            NaN  0.903662                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2256                 NaN  0.363932E-001            NaN            NaN  0.738032                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9304                 NaN  0.447844E-001            NaN            NaN   1.02480                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0936                 NaN  0.360596E-001            NaN            NaN  0.870386                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1048                 NaN  0.352757E-001            NaN            NaN  0.859879                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1137                 NaN  0.289023E-001            NaN            NaN  0.857366                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1252                 NaN  0.320054E-001            NaN            NaN  0.842836                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1350                 NaN  0.317930E-001            NaN            NaN  0.833215                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1446                 NaN  0.298577E-001            NaN            NaN  0.825545                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1530                 NaN  0.272955E-001            NaN            NaN  0.819720                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1612                 NaN  0.248113E-001            NaN            NaN  0.813970                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1714                 NaN  0.250303E-001            NaN            NaN  0.803540                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1779                 NaN  0.194845E-001            NaN            NaN  0.802659                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1826                 NaN  0.178863E-001            NaN            NaN  0.799561                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1963                 NaN  0.176844E-001            NaN            NaN  0.786039                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2002                 NaN  0.149048E-001            NaN            NaN  0.784867                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2091                 NaN  0.139514E-001            NaN            NaN  0.776935                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2167                 NaN  0.135955E-001            NaN            NaN  0.769706                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2220                 NaN  0.870161E-002            NaN            NaN  0.769337                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2289                 NaN  0.800836E-002            NaN            NaN  0.763088                 NaN            NaN            NaN            NaN            NaN            NaN
