|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/EETA/EETA_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q              hed           
  1199.35        500.000        88.9825        1.39442                 NaN            NaN            NaN            NaN  0.943474        4.29666       0.337706E-001   4.34917                 NaN
  1198.29        500.000        93.2944       0.369356       0.408049                 NaN            NaN            NaN  0.541644        2.66108       0.268415E-001   2.69860                 NaN
  1197.23        500.000        93.0710       0.836552                 NaN            NaN            NaN            NaN  0.591509        2.72727       0.203842E-001   2.75324                 NaN
  1196.16        500.000        93.1555       0.783929                 NaN            NaN  0.305905E-002            NaN  0.565531        2.70027       0.232925E-001   2.76838                 NaN
  1195.10        500.000        87.3283       0.546357       0.968382                 NaN            NaN            NaN   1.04180        5.05372       0.420546E-001   5.01935                 NaN
  1194.04        500.000        87.8436        1.38610                 NaN            NaN            NaN            NaN  0.983897        4.86986       0.430058E-001   4.87350                 NaN
  1192.98        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1191.92        500.000        99.9997       0.331458E-004            NaN            NaN  0.129484E-005            NaN  0.255674E-004  0.128259E-003  0.106169E-005  0.126880E-003            NaN
  1190.86        500.000        99.9989                 NaN            NaN            NaN  0.313030E-004            NaN  0.721214E-004  0.511482E-003  0.645665E-005  0.467632E-003  0.380707E-004
  1189.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1188.74        500.000        28.8981        3.21745        3.54580                 NaN            NaN            NaN   5.31628        30.0449       0.234558        28.7429                 NaN
  1187.68        500.000                 NaN   4.05555        4.76964                 NaN            NaN            NaN   7.23273        42.9741       0.333366        40.6346                 NaN
  1186.62        500.000                 NaN   3.55092        5.28864                 NaN            NaN            NaN   7.22875        42.9646       0.328909        40.6382                 NaN
  1185.56        500.000                 NaN   6.07647                 NaN            NaN   1.59392                 NaN   7.00565        43.5772       0.439899        41.3069                 NaN
  1184.50        500.000                 NaN   2.46304        6.35183       0.155981E-004            NaN            NaN   7.21198        43.0004       0.334658        40.6380                 NaN
  1183.44        500.000                 NaN   2.35043        6.46515       0.657620E-004            NaN            NaN   7.22155        42.9905       0.334260        40.6380                 NaN
  1182.38        500.000                 NaN   8.85217                 NaN            NaN            NaN            NaN   7.22653        42.9534       0.324920        40.6430                 NaN
  1181.32        500.000                 NaN   2.54479        6.31080                 NaN            NaN            NaN   7.24813        42.9246       0.326186        40.6455                 NaN
  1180.26        500.000                 NaN   4.43618        4.40829                 NaN            NaN            NaN   7.23853        42.9465       0.327236        40.6432                 NaN
  1179.20        500.000                 NaN   6.34742                 NaN            NaN   1.43461                 NaN   6.98814        43.5486       0.431039        41.2502                 NaN
  1178.14        500.000                 NaN   1.67086        7.16366       0.639695E-003            NaN            NaN   7.26416        42.9308       0.328108        40.6418                 NaN
  1177.08        500.000                 NaN   5.95050                 NaN            NaN   1.67099                 NaN   6.99785        43.5899       0.443437        41.3473                 NaN
  1176.02        500.000                 NaN   2.07615        6.74618                 NaN            NaN            NaN   7.22922        42.9722       0.331971        40.6443                 NaN
  1174.96        500.000                 NaN   5.38814        3.46113                 NaN            NaN            NaN   7.24666        42.9307       0.325696        40.6477                 NaN
  1173.90        500.000                 NaN   1.98817        6.83763                 NaN            NaN            NaN   7.23422        42.9630       0.330926        40.6461                 NaN
  1172.84        500.000                 NaN   5.57254        3.27780                 NaN            NaN            NaN   7.25027        42.9249       0.325204        40.6493                 NaN
  1171.78        500.000                 NaN   5.66580        3.18532                 NaN            NaN            NaN   7.25208        42.9218       0.324916        40.6501                 NaN
  1170.72        500.000                 NaN   5.78180        3.07041                 NaN            NaN            NaN   7.25397        42.9183       0.324559        40.6510                 NaN
  1169.66        500.000                 NaN   1.81170        7.02120                 NaN            NaN            NaN   7.24432        42.9442       0.328766        40.6498                 NaN
  1168.60        500.000                 NaN   6.47716        2.37964                 NaN            NaN            NaN   7.25992        42.9073       0.323165        40.6528                 NaN
  1167.54        500.000                 NaN   8.85677                 NaN            NaN            NaN            NaN   7.26650        42.9027       0.322670        40.6513                 NaN
  1166.48        500.000                 NaN   1.67387        7.15674       0.804394E-002            NaN            NaN   7.25202        42.9297       0.327061        40.6525                 NaN
  1165.41        500.000                 NaN   1.62928        7.20393       0.737740E-002            NaN            NaN   7.25460        42.9249       0.326485        40.6535                 NaN
  1164.35        500.000                 NaN   1.58447        7.25204       0.599524E-002            NaN            NaN   7.25717        42.9200       0.325903        40.6544                 NaN
  1163.29        500.000                 NaN   1.54014        7.29960       0.480062E-002            NaN            NaN   7.25977        42.9150       0.325312        40.6553                 NaN
  1162.23        500.000                 NaN   1.49545        7.34755       0.356559E-002            NaN            NaN   7.26235        42.9101       0.324713        40.6563                 NaN
  1161.17        500.000                 NaN   1.38733        7.35762       0.104298                 NaN            NaN   7.26563        42.9039       0.323995        40.6572                 NaN
  1160.11        500.000                 NaN   1.40280        7.44572       0.214518E-002            NaN            NaN   7.26760        42.9001       0.323492        40.6582                 NaN
  1159.05        500.000                 NaN   1.35692        7.49476       0.117213E-002            NaN            NaN   7.27024        42.8949       0.322866        40.6591                 NaN
  1157.99        500.000                 NaN   1.30046        7.55938       0.691410E-003            NaN            NaN   7.27774        42.8804       0.320637        40.6607                 NaN
  1156.93        500.000                 NaN   1.24840        7.60727       0.408683E-003            NaN            NaN   7.27862        42.8831       0.321350        40.6608                 NaN
  1155.87        500.000                 NaN   8.87395                 NaN            NaN            NaN            NaN   7.28973        42.8574       0.317347        40.6615                 NaN
  1154.81        500.000                 NaN   1.15289        7.70843       0.552762E-003            NaN            NaN   7.28090        42.8740       0.320243        40.6630                 NaN
  1153.75        500.000                 NaN   1.10782        7.75590       0.424914E-003            NaN            NaN   7.28364        42.8688       0.319580        40.6639                 NaN
  1152.69        500.000                 NaN   1.05438        7.81173       0.474442E-003            NaN            NaN   7.28642        42.8632       0.318894        40.6649                 NaN
  1151.63        500.000                 NaN  0.999135        7.86976       0.190828E-003            NaN            NaN   7.28910        42.8578       0.318184        40.6659                 NaN
  1150.57        500.000                 NaN   6.24906       0.842282E-005            NaN   1.52620                 NaN   7.02268        43.4394       0.437241        41.3254                 NaN
  1149.51        500.000                 NaN   6.60796        2.28560                 NaN            NaN            NaN   7.28833        42.8313       0.313699        40.6731                 NaN
  1148.45        500.000                 NaN   7.52651        1.35943                 NaN            NaN            NaN   7.30407        42.8294       0.312019        40.6686                 NaN
  1147.39        500.000                 NaN  0.513495E-003   7.82456        1.06169                 NaN            NaN   7.30358        42.8253       0.313719        40.6706                 NaN
  1146.33        500.000                 NaN  0.690195       0.220401E-003   8.19207                 NaN            NaN   7.30339        42.8290       0.314392        40.6708                 NaN
  1145.27        500.000                 NaN  0.618069       0.127529E-003   8.26727                 NaN            NaN   7.30638        42.8228       0.313562        40.6718                 NaN
  1144.21        500.000                 NaN   7.98330       0.904943                 NaN            NaN            NaN   7.31067        42.8155       0.312951        40.6726                 NaN
  1143.15        500.000                 NaN   5.55840                 NaN            NaN   1.90805                 NaN   6.98257        43.6158       0.455389        41.4798                 NaN
  1142.09        500.000                 NaN   8.23991       0.657543                 NaN            NaN            NaN   7.31956        42.8001       0.308922        40.6740                 NaN
  1141.03        500.000                 NaN   8.53505       0.365875                 NaN            NaN            NaN   7.32001        42.7938       0.309339        40.6759                 NaN
  1139.97        500.000                 NaN   5.53063       0.691699E-005            NaN   1.92498                 NaN   6.98180        43.6164       0.456195        41.4900                 NaN
  1138.91        500.000                 NaN   5.52130                 NaN            NaN   1.93079                 NaN   6.98151        43.6165       0.456446        41.4935                 NaN
  1137.85        500.000                 NaN   5.51208       0.295830E-005            NaN   1.93643                 NaN   6.98128        43.6166       0.456705        41.4969                 NaN
  1136.79        500.000                 NaN   5.50303       0.289942E-005            NaN   1.94198                 NaN   6.98102        43.6167       0.456965        41.5003                 NaN
  1135.72        500.000                 NaN   5.49285       0.759767E-005            NaN   1.94813                 NaN   6.98060        43.6172       0.457284        41.5039                 NaN
  1134.66        500.000                 NaN   5.48501                 NaN            NaN   1.95300                 NaN   6.98051        43.6170       0.457494        41.5070                 NaN
  1133.60        500.000                 NaN   5.47651                 NaN            NaN   1.95826                 NaN   6.98025        43.6170       0.457722        41.5102                 NaN
  1132.54        500.000                 NaN   5.46608       0.990669E-006            NaN   1.96453                 NaN   6.97983        43.6176       0.458055        41.5139                 NaN
  1131.48        500.000                 NaN   5.45921                 NaN            NaN   1.96889                 NaN   6.97982        43.6171       0.458209        41.5168                 NaN
  1130.42        500.000                 NaN   5.45074                 NaN            NaN   1.97411                 NaN   6.97959        43.6171       0.458445        41.5200                 NaN
  1129.36        500.000                 NaN   5.44230       0.974277E-006            NaN   1.97930                 NaN   6.97940        43.6171       0.458679        41.5232                 NaN
  1128.30        500.000                 NaN   5.43404                 NaN            NaN   1.98439                 NaN   6.97918        43.6170       0.458916        41.5264                 NaN
  1127.24        500.000                 NaN   5.42573                 NaN            NaN   1.98950                 NaN   6.97897        43.6170       0.459150        41.5296                 NaN
  1126.18        500.000                 NaN   5.41755                 NaN            NaN   1.99457                 NaN   6.97880        43.6169       0.459399        41.5328                 NaN
  1125.12        500.000                 NaN   5.40955                 NaN            NaN   1.99953                 NaN   6.97861        43.6168       0.459610        41.5359                 NaN
  1124.06        500.000                 NaN   5.40155                 NaN            NaN   2.00447                 NaN   6.97843        43.6167       0.459823        41.5390                 NaN
  1123.00        500.000                 NaN   5.39348                 NaN            NaN   2.00944                 NaN   6.97825        43.6166       0.460043        41.5422                 NaN
  1121.94        500.000                 NaN   5.37044                 NaN            NaN   2.03045                 NaN   6.98203        43.6043       0.458368        41.5544                 NaN
  1120.88        500.000                 NaN   5.37776                 NaN            NaN   2.01910                 NaN   6.97784        43.6165       0.460489        41.5483                 NaN
  1119.82        500.000                 NaN   5.36984                 NaN            NaN   2.02398                 NaN   6.97766        43.6164       0.460712        41.5514                 NaN
  1118.76        500.000                 NaN   5.36303                 NaN            NaN   2.02827                 NaN   6.97757        43.6159       0.460884        41.5543                 NaN
  1117.70        500.000                 NaN   5.35630                 NaN            NaN   2.03324                 NaN   6.97767        43.6144       0.461040        41.5573                 NaN
  1116.64        500.000                 NaN   5.34772                 NaN            NaN   2.03773                 NaN   6.97726        43.6156       0.461305        41.5604                 NaN
  1115.58        500.000                 NaN   5.34018                 NaN            NaN   2.04244                 NaN   6.97711        43.6153       0.461526        41.5634                 NaN
  1114.52        500.000                 NaN   5.33277                 NaN            NaN   2.04700                 NaN   6.97697        43.6152       0.461719        41.5664                 NaN
  1113.46        500.000                 NaN   5.32558                 NaN            NaN   2.05149                 NaN   6.97685        43.6148       0.461915        41.5693                 NaN
  1112.40        500.000                 NaN   5.31846                 NaN            NaN   2.05589                 NaN   6.97674        43.6146       0.462100        41.5722                 NaN
  1111.34        500.000                 NaN   5.34180                 NaN            NaN   2.04436                 NaN   6.98019        43.6042       0.460694        41.5687                 NaN
  1110.28        500.000                 NaN   5.30459                 NaN            NaN   2.06455                 NaN   6.97655        43.6139       0.462463        41.5779                 NaN
  1109.22        500.000                 NaN   5.29847                 NaN            NaN   2.06845                 NaN   6.97655        43.6133       0.462606        41.5806                 NaN
  1108.16        500.000                 NaN   5.29114                 NaN            NaN   2.07298                 NaN   6.97641        43.6131       0.462810        41.5836                 NaN
  1107.10        500.000                 NaN   5.28447                 NaN            NaN   2.07717                 NaN   6.97633        43.6126       0.462984        41.5864                 NaN
  1106.04        500.000                 NaN   5.27843                 NaN            NaN   2.08102                 NaN   6.97633        43.6120       0.463125        41.5891                 NaN
  1104.97        500.000                 NaN   5.27210                 NaN            NaN   2.08502                 NaN   6.97629        43.6114       0.463281        41.5919                 NaN
  1103.91        500.000                 NaN   5.26547                 NaN            NaN   2.08903                 NaN   6.97655        43.6110       0.463472        41.5945                 NaN
  1102.85        500.000                 NaN   5.25885                 NaN            NaN   2.09315                 NaN   6.97643        43.6106       0.463657        41.5973                 NaN
  1101.79        500.000                 NaN   5.25243                 NaN            NaN   2.09718                 NaN   6.97634        43.6102       0.463829        41.6000                 NaN
  1100.73        500.000                 NaN   5.24609                 NaN            NaN   2.10118                 NaN   6.97627        43.6097       0.463995        41.6028                 NaN
  1099.67        500.000                 NaN   5.23977                 NaN            NaN   2.10533                 NaN   6.97601        43.6091       0.464115        41.6057                 NaN
  1098.61        500.000                 NaN   5.23346                 NaN            NaN   2.10921                 NaN   6.97623        43.6085       0.464288        41.6083                 NaN
  1097.55        500.000                 NaN   5.22723                 NaN            NaN   2.11314                 NaN   6.97618        43.6080       0.464447        41.6110                 NaN
  1096.49        500.000                 NaN   5.22136                 NaN            NaN   2.11689                 NaN   6.97617        43.6073       0.464587        41.6137                 NaN
  1095.43        500.000                 NaN   5.21528                 NaN            NaN   2.12074                 NaN   6.97613        43.6067       0.464739        41.6164                 NaN
  1094.37        500.000                 NaN   5.20885                 NaN            NaN   2.12461                 NaN   6.97603        43.6066       0.464954        41.6189                 NaN
  1093.31        500.000                 NaN   5.20321                 NaN            NaN   2.12851                 NaN   6.97622        43.6052       0.465008        41.6218                 NaN
  1092.25        500.000                 NaN   5.19662                 NaN            NaN   2.13258                 NaN   6.97616        43.6049       0.465177        41.6246                 NaN
  1091.19        500.000                 NaN   5.19226                 NaN            NaN   2.13548                 NaN   6.97596        43.6041       0.465274        41.6269                 NaN
  1090.13        500.000                 NaN   5.18720                 NaN            NaN   2.13878                 NaN   6.97606        43.6032       0.465375        41.6293                 NaN
  1089.07        500.000                 NaN   5.18160                 NaN            NaN   2.14237                 NaN   6.97608        43.6025       0.465507        41.6319                 NaN
  1088.01        500.000                 NaN   5.17490                 NaN            NaN   2.14651                 NaN   6.97597        43.6022       0.465700        41.6347                 NaN
  1086.95        500.000                 NaN   5.16988                 NaN            NaN   2.14981                 NaN   6.97627        43.6010       0.465806        41.6372                 NaN
  1085.89        500.000                 NaN   5.16369                 NaN            NaN   2.15366                 NaN   6.97615        43.6006       0.465972        41.6399                 NaN
  1084.83        500.000                 NaN   5.17902                 NaN            NaN   2.14659                 NaN   6.97865        43.5925       0.464941        41.6383                 NaN
  1083.77        500.000                 NaN   5.15365                 NaN            NaN   2.16021                 NaN   6.97625        43.5989       0.466175        41.6448                 NaN
  1082.71        500.000                 NaN   5.14797                 NaN            NaN   2.16382                 NaN   6.97623        43.5983       0.466315        41.6474                 NaN
  1081.65        500.000                 NaN   5.14352                 NaN            NaN   2.16680                 NaN   6.97638        43.5972       0.466390        41.6497                 NaN
  1080.59        500.000                 NaN   5.13763                 NaN            NaN   2.17051                 NaN   6.97637        43.5966       0.466544        41.6523                 NaN
  1079.53        500.000                 NaN   5.13352                 NaN            NaN   2.17331                 NaN   6.97658        43.5954       0.466601        41.6546                 NaN
  1078.47        500.000                 NaN   5.12712                 NaN            NaN   2.17727                 NaN   6.97648        43.5950       0.466787        41.6573                 NaN
  1077.41        500.000                 NaN   5.12238                 NaN            NaN   2.18039                 NaN   6.97661        43.5940       0.466878        41.6597                 NaN
  1076.35        500.000                 NaN   5.11763                 NaN            NaN   2.18331                 NaN   6.97699        43.5931       0.467035        41.6619                 NaN
  1075.28        500.000                 NaN   5.11244                 NaN            NaN   2.18690                 NaN   6.97688        43.5921       0.467068        41.6647                 NaN
  1074.22        500.000                 NaN   5.10693                 NaN            NaN   2.19036                 NaN   6.97681        43.5915       0.467232        41.6672                 NaN
  1073.16        500.000                 NaN   5.09917                 NaN            NaN   2.19518                 NaN   6.97721        43.5908       0.467418        41.6702                 NaN
  1072.10        500.000                 NaN   5.09675                 NaN            NaN   2.19674                 NaN   6.97727        43.5898       0.467506        41.6719                 NaN
  1071.04        500.000                 NaN   5.09194                 NaN            NaN   2.19991                 NaN   6.97736        43.5888       0.467596        41.6744                 NaN
  1069.98        500.000                 NaN   5.08675                 NaN            NaN   2.20336                 NaN   6.97746        43.5878       0.467690        41.6769                 NaN
  1068.92        500.000                 NaN   5.08249                 NaN            NaN   2.20623                 NaN   6.97759        43.5867       0.467763        41.6792                 NaN
  1067.86        500.000                 NaN   5.07834                 NaN            NaN   2.20908                 NaN   6.97751        43.5857       0.467824        41.6816                 NaN
  1066.80        500.000                 NaN   5.07349                 NaN            NaN   2.21219                 NaN   6.97781        43.5846       0.467936        41.6839                 NaN
  1065.74        500.000                 NaN   5.06902                 NaN            NaN   2.21516                 NaN   6.97792        43.5836       0.468021        41.6863                 NaN
  1064.68        500.000                 NaN   5.06456                 NaN            NaN   2.21812                 NaN   6.97804        43.5825       0.468107        41.6886                 NaN
  1063.62        500.000                 NaN   5.06004                 NaN            NaN   2.22111                 NaN   6.97815        43.5815       0.468196        41.6910                 NaN
  1062.56        500.000                 NaN   5.02916                 NaN            NaN   2.24655                 NaN   6.98090        43.5713       0.466989        41.7051                 NaN
  1061.50        500.000                 NaN   5.05011                 NaN            NaN   2.22751                 NaN   6.97824        43.5799       0.468433        41.6958                 NaN
  1060.44        500.000                 NaN   5.06191                 NaN            NaN   2.22245                 NaN   6.98054        43.5723       0.467574        41.6952                 NaN
  1059.38        500.000                 NaN   5.05650                 NaN            NaN   2.22589                 NaN   6.98053        43.5717       0.467717        41.6977                 NaN
  1058.32        500.000                 NaN   5.03827                 NaN            NaN   2.23561                 NaN   6.97880        43.5761       0.468612        41.7026                 NaN
  1057.26        500.000                 NaN   5.03456                 NaN            NaN   2.23819                 NaN   6.97902        43.5748       0.468660        41.7048                 NaN
  1056.20        500.000                 NaN   5.02879                 NaN            NaN   2.24178                 NaN   6.97896        43.5743       0.468829        41.7074                 NaN
  1055.14        500.000                 NaN   5.02475                 NaN            NaN   2.24450                 NaN   6.97925        43.5730       0.468899        41.7096                 NaN
  1054.08        500.000                 NaN   5.02064                 NaN            NaN   2.24727                 NaN   6.97945        43.5718       0.468971        41.7119                 NaN
  1053.02        500.000                 NaN   4.98872                 NaN            NaN   2.27300                 NaN   6.98213        43.5622       0.467829        41.7262                 NaN
  1051.96        500.000                 NaN   5.02416                 NaN            NaN   2.24531                 NaN   6.98107        43.5673       0.468420        41.7138                 NaN
  1050.90        500.000                 NaN   5.00928                 NaN            NaN   2.25509                 NaN   6.98015        43.5678       0.469132        41.7185                 NaN
  1049.84        500.000                 NaN   5.00463                 NaN            NaN   2.25810                 NaN   6.98026        43.5669       0.469245        41.7209                 NaN
  1048.78        500.000                 NaN   5.00107                 NaN            NaN   2.26060                 NaN   6.98032        43.5657       0.469254        41.7230                 NaN
  1047.72        500.000                 NaN   4.99108                 NaN            NaN   2.26454                 NaN   6.97933        43.5695       0.469701        41.7259                 NaN
  1046.66        500.000                 NaN   4.98774                 NaN            NaN   2.26698                 NaN   6.97977        43.5677       0.469684        41.7281                 NaN
  1045.60        500.000                 NaN   4.98788                 NaN            NaN   2.26927                 NaN   6.98061        43.5625       0.469596        41.7301                 NaN
  1044.53        500.000                 NaN   4.98564                 NaN            NaN   2.27117                 NaN   6.98117        43.5606       0.469489        41.7319                 NaN
  1043.47        500.000                 NaN   4.21218                 NaN            NaN   2.60732                 NaN   6.85996        43.9834       0.515247        41.8219                 NaN
  1042.41        500.000                 NaN   4.94961                 NaN            NaN   2.29991                 NaN   6.98436        43.5490       0.468481        41.7486                 NaN
  1041.35        500.000                 NaN   4.97122                 NaN            NaN   2.27868                 NaN   6.98089        43.5609       0.469884        41.7384                 NaN
  1040.29        500.000                 NaN   4.20796                 NaN            NaN   2.60874                 NaN   6.86023        43.9841       0.515095        41.8239                 NaN
  1039.23        500.000                 NaN   4.20600                 NaN            NaN   2.60947                 NaN   6.86057        43.9841       0.515029        41.8248                 NaN
  1038.17        500.000                 NaN   4.20512                 NaN            NaN   2.61019                 NaN   6.86090        43.9827       0.515002        41.8261                 NaN
  1037.11        500.000                 NaN   4.95474                 NaN            NaN   2.28974                 NaN   6.98210        43.5556       0.470239        41.7476                 NaN
  1036.05        500.000                 NaN   4.95105                 NaN            NaN   2.29228                 NaN   6.98235        43.5542       0.470299        41.7498                 NaN
  1034.99        500.000                 NaN   4.94936                 NaN            NaN   2.29396                 NaN   6.98198        43.5525       0.470378        41.7519                 NaN
  1033.93        500.000                 NaN   4.94358                 NaN            NaN   2.29747                 NaN   6.98296        43.5514       0.470390        41.7542                 NaN
  1032.87        500.000                 NaN   4.93875                 NaN            NaN   2.30033                 NaN   6.98258        43.5510       0.470583        41.7567                 NaN
  1031.81        500.000                 NaN   4.90910                 NaN            NaN   2.32684                 NaN   6.98628        43.5374       0.469289        41.7711                 NaN
  1030.75        500.000                 NaN   4.90562                 NaN            NaN   2.32928                 NaN   6.98655        43.5360       0.469337        41.7732                 NaN
  1029.69        500.000                 NaN   4.90218                 NaN            NaN   2.33170                 NaN   6.98684        43.5345       0.469385        41.7754                 NaN
  1028.63        500.000                 NaN   4.89877                 NaN            NaN   2.33410                 NaN   6.98712        43.5331       0.469430        41.7775                 NaN
  1027.57        500.000                 NaN   4.89539                 NaN            NaN   2.33648                 NaN   6.98741        43.5316       0.469475        41.7797                 NaN
  1026.51        500.000                 NaN   4.89205                 NaN            NaN   2.33885                 NaN   6.98771        43.5301       0.469518        41.7818                 NaN
  1025.45        500.000                 NaN   4.88873                 NaN            NaN   2.34120                 NaN   6.98801        43.5286       0.469560        41.7839                 NaN
  1024.39        500.000                 NaN   4.88545                 NaN            NaN   2.34354                 NaN   6.98832        43.5271       0.469600        41.7860                 NaN
  1023.33        500.000                 NaN   4.88220                 NaN            NaN   2.34586                 NaN   6.98863        43.5255       0.469639        41.7882                 NaN
  1022.27        500.000                 NaN   4.88152                 NaN            NaN   2.34682                 NaN   6.98816        43.5241       0.469539        41.7899                 NaN
  1021.21        500.000                 NaN   4.87561                 NaN            NaN   2.35054                 NaN   6.98924        43.5225       0.469724        41.7924                 NaN
  1020.15        500.000                 NaN   4.91596                 NaN            NaN   2.32085                 NaN   6.98897        43.5249       0.469984        41.7793                 NaN
  1019.09        500.000                 NaN   4.91271                 NaN            NaN   2.32317                 NaN   6.98929        43.5234       0.470024        41.7814                 NaN
  1018.03        500.000                 NaN   4.90951                 NaN            NaN   2.32548                 NaN   6.98961        43.5218       0.470062        41.7835                 NaN
  1016.97        500.000                 NaN   4.90635                 NaN            NaN   2.32776                 NaN   6.98994        43.5202       0.470097        41.7856                 NaN
  1015.91        500.000                 NaN   4.90321                 NaN            NaN   2.33003                 NaN   6.99028        43.5186       0.470131        41.7877                 NaN
  1014.84        500.000                 NaN   4.88612                 NaN            NaN   2.33875                 NaN   6.98856        43.5235       0.471049        41.7920                 NaN
  1013.78        500.000                 NaN   4.86446                 NaN            NaN   2.36153                 NaN   6.99327        43.5060       0.469252        41.8055                 NaN
  1012.72        500.000                 NaN   4.86120                 NaN            NaN   2.36384                 NaN   6.99349        43.5046       0.469319        41.8076                 NaN
  1011.66        500.000                 NaN   4.85799                 NaN            NaN   2.36613                 NaN   6.99381        43.5030       0.469361        41.8097                 NaN
  1010.60        500.000                 NaN   4.85151                 NaN            NaN   2.36981                 NaN   6.99364        43.5032       0.469608        41.8123                 NaN
  1009.54        500.000                 NaN   4.84846                 NaN            NaN   2.37203                 NaN   6.99399        43.5015       0.469640        41.8144                 NaN
  1008.48        500.000                 NaN   4.84542                 NaN            NaN   2.37424                 NaN   6.99434        43.4999       0.469672        41.8164                 NaN
  1007.42        500.000                 NaN   4.84241                 NaN            NaN   2.37644                 NaN   6.99470        43.4982       0.469703        41.8185                 NaN
  1006.36        500.000                 NaN   4.86369                 NaN            NaN   2.35557                 NaN   6.99161        43.5096       0.471193        41.8084                 NaN
  1005.30        500.000                 NaN   4.83647                 NaN            NaN   2.38080                 NaN   6.99542        43.4949       0.469761        41.8227                 NaN
  1004.24        500.000                 NaN   4.83353                 NaN            NaN   2.38296                 NaN   6.99579        43.4932       0.469789        41.8247                 NaN
  1003.18        500.000                 NaN   4.83061                 NaN            NaN   2.38512                 NaN   6.99616        43.4915       0.469816        41.8268                 NaN
  1002.12        500.000                 NaN   4.82770                 NaN            NaN   2.38726                 NaN   6.99654        43.4898       0.469842        41.8289                 NaN
  1001.06        500.000                 NaN   4.82483                 NaN            NaN   2.38939                 NaN   6.99692        43.4880       0.469867        41.8309                 NaN
