|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q              O(HP)         
  1199.79        500.000                 NaN   93.4140       0.798123                 NaN            NaN            NaN  0.536186        2.60448       0.211229E-001   2.62605                 NaN
  1198.72        500.000                 NaN   91.1484       0.970788                 NaN            NaN            NaN  0.704140        3.54793       0.311683E-001   3.59756                 NaN
  1197.65        500.000                 NaN   97.7978       0.237091                 NaN            NaN            NaN  0.161096       0.891202       0.106119E-001  0.902243                 NaN
  1196.58        500.000                 NaN   90.6755       0.965454                 NaN            NaN            NaN  0.713657        3.77113       0.325761E-001   3.84169                 NaN
  1195.51        500.000                 NaN   93.6390       0.690025                 NaN            NaN            NaN  0.495438        2.58722       0.216018E-001   2.56675                 NaN
  1194.44        500.000                 NaN   92.1692       0.801291       0.128135E-004            NaN            NaN  0.601192        3.20604       0.267526E-001   3.19550                 NaN
  1193.38        500.000                 NaN   91.2772       0.243855       0.573688                 NaN            NaN  0.639091        3.54451       0.349224E-001   3.68671                 NaN
  1192.31        500.000                 NaN   98.0878       0.118924       0.758265E-001            NaN            NaN  0.136382       0.825193       0.599382E-002  0.749831                 NaN
  1191.24        500.000                 NaN   39.4931        5.30113                 NaN            NaN            NaN   4.33204        25.8859       0.195913        24.7919                 NaN
  1190.17        500.000                 NaN            NaN   8.25623                 NaN            NaN            NaN   6.96675        43.1489       0.333276        41.2948                 NaN
  1189.10        500.000                 NaN            NaN   8.25767                 NaN            NaN            NaN   6.97389        43.1405       0.332008        41.2959                 NaN
  1188.03        500.000                 NaN            NaN   8.25638                 NaN            NaN            NaN   6.96751        43.1467       0.333104        41.2963                 NaN
  1186.96        500.000                 NaN            NaN   8.28547                 NaN            NaN            NaN   6.97750        43.1053       0.328882        41.3028                 NaN
  1185.90        500.000                 NaN            NaN   8.25840                 NaN            NaN            NaN   6.96883        43.1420       0.332711        41.2981                 NaN
  1184.83        500.000                 NaN            NaN   8.25906                 NaN            NaN            NaN   6.96947        43.1400       0.332534        41.2989                 NaN
  1183.76        500.000                 NaN            NaN   8.25977                 NaN            NaN            NaN   6.97014        43.1379       0.332346        41.2998                 NaN
  1182.69        500.000                 NaN            NaN   8.26054                 NaN            NaN            NaN   6.97085        43.1357       0.332146        41.3008                 NaN
  1181.62        500.000                 NaN            NaN   8.26138                 NaN            NaN            NaN   6.97161        43.1334       0.331933        41.3017                 NaN
  1180.55        500.000                 NaN            NaN   8.29248                 NaN            NaN            NaN   6.98654        43.0855       0.326860        41.3086                 NaN
  1179.49        500.000                 NaN            NaN   8.26470                 NaN            NaN            NaN   6.97402        43.1262       0.331224        41.3038                 NaN
  1178.42        500.000                 NaN            NaN   8.26601                 NaN            NaN            NaN   6.97508        43.1232       0.330923        41.3048                 NaN
  1177.35        500.000                 NaN            NaN   8.26757                 NaN            NaN            NaN   6.97630        43.1197       0.330578        41.3059                 NaN
  1176.28        500.000                 NaN            NaN   8.26943                 NaN            NaN            NaN   6.97771        43.1157       0.330176        41.3070                 NaN
  1175.21        500.000                 NaN            NaN   8.27170                 NaN            NaN            NaN   6.97937        43.1111       0.329700        41.3081                 NaN
  1174.14        500.000                 NaN            NaN   8.27456                 NaN            NaN            NaN   6.98140        43.1055       0.329116        41.3094                 NaN
  1173.08        500.000                 NaN            NaN   8.27827                 NaN            NaN            NaN   6.98396        43.0985       0.328378        41.3109                 NaN
  1172.01        500.000                 NaN            NaN  0.248122        8.05616                 NaN            NaN   6.99975        43.0559       0.323642        41.3164                 NaN
  1170.94        500.000                 NaN            NaN  0.146992        8.15829                 NaN            NaN   7.00091        43.0532       0.323368        41.3173                 NaN
  1169.87        500.000                 NaN            NaN  0.366274E-001   8.26968                 NaN            NaN   7.00205        43.0503       0.323093        41.3182                 NaN
  1168.80        500.000                 NaN            NaN   8.30488                 NaN            NaN            NaN   7.00180        43.0514       0.323394        41.3186                 NaN
  1167.73        500.000                 NaN            NaN   8.30746                 NaN            NaN            NaN   7.00482        43.0449       0.322418        41.3204                 NaN
  1166.67        500.000                 NaN            NaN   8.30979                 NaN            NaN            NaN   7.00645        43.0406       0.322010        41.3212                 NaN
  1165.60        500.000                 NaN            NaN   8.31109                 NaN            NaN            NaN   7.00790        43.0372       0.321647        41.3222                 NaN
  1164.53        500.000                 NaN            NaN   8.31214                 NaN            NaN            NaN   7.00931        43.0341       0.321315        41.3231                 NaN
  1163.46        500.000                 NaN            NaN   8.30787                 NaN            NaN            NaN   7.00727        43.0397       0.322310        41.3228                 NaN
  1162.39        500.000                 NaN            NaN   8.30448                 NaN            NaN            NaN   7.00578        43.0439       0.323087        41.3227                 NaN
  1161.32        500.000                 NaN            NaN   8.30623                 NaN            NaN            NaN   7.00756        43.0398       0.322581        41.3238                 NaN
  1160.26        500.000                 NaN            NaN   8.30805                 NaN            NaN            NaN   7.00938        43.0355       0.322060        41.3250                 NaN
  1159.19        500.000                 NaN            NaN   8.30988                 NaN            NaN            NaN   7.01123        43.0312       0.321535        41.3261                 NaN
  1158.12        500.000                 NaN            NaN   8.31339                 NaN            NaN            NaN   7.01423        43.0241       0.320582        41.3277                 NaN
  1157.05        500.000                 NaN            NaN   8.31345                 NaN            NaN            NaN   7.01508        43.0225       0.320462        41.3285                 NaN
  1155.98        500.000                 NaN            NaN   8.32201                 NaN            NaN            NaN   7.02159        43.0069       0.318207        41.3313                 NaN
  1154.91        500.000                 NaN            NaN   8.32329                 NaN            NaN            NaN   7.02321        43.0034       0.317792        41.3323                 NaN
  1153.85        500.000                 NaN            NaN   8.31739                 NaN            NaN            NaN   7.01781        43.0144       0.319828        41.3306                 NaN
  1152.78        500.000                 NaN            NaN   8.32300                 NaN            NaN            NaN   7.02396        43.0017       0.317806        41.3336                 NaN
  1151.71        500.000                 NaN            NaN   8.32563                 NaN            NaN            NaN   7.02644        42.9960       0.317067        41.3349                 NaN
  1150.64        500.000                 NaN            NaN   8.32823                 NaN            NaN            NaN   7.02890        42.9903       0.316338        41.3362                 NaN
  1149.57        500.000                 NaN            NaN   8.32576                 NaN            NaN            NaN   7.02791        42.9931       0.316889        41.3364                 NaN
  1148.50        500.000                 NaN            NaN   8.33117                 NaN            NaN            NaN   7.03208        42.9830       0.315505        41.3383                 NaN
  1147.44        500.000                 NaN            NaN   8.33260                 NaN            NaN            NaN   7.03367        42.9793       0.315092        41.3393                 NaN
  1146.37        500.000                 NaN            NaN   8.33410                 NaN            NaN            NaN   7.03529        42.9756       0.314669        41.3403                 NaN
  1145.30        500.000                 NaN            NaN   8.33563                 NaN            NaN            NaN   7.03694        42.9719       0.314237        41.3413                 NaN
  1144.23        500.000                 NaN            NaN   8.33658                 NaN            NaN            NaN   7.03816        42.9691       0.313968        41.3422                 NaN
  1143.16        500.000                 NaN            NaN   8.33876                 NaN            NaN            NaN   7.04030        42.9642       0.313359        41.3434                 NaN
  1142.09        500.000                 NaN            NaN   8.33501                 NaN            NaN            NaN   7.03841        42.9691       0.314233        41.3433                 NaN
  1141.02        500.000                 NaN            NaN   8.32700                 NaN            NaN            NaN   7.03358        42.9811       0.316185        41.3421                 NaN
  1139.96        500.000                 NaN            NaN   8.34296                 NaN            NaN            NaN   7.04477        42.9537       0.312179        41.3464                 NaN
  1138.89        500.000                 NaN            NaN  0.423503        7.92278                 NaN            NaN   7.04669        42.9485       0.311674        41.3468                 NaN
  1137.82        500.000                 NaN            NaN  0.294662        8.05373                 NaN            NaN   7.04848        42.9441       0.311183        41.3479                 NaN
  1136.75        500.000                 NaN            NaN  0.149089        8.20154                 NaN            NaN   7.05032        42.9394       0.310674        41.3490                 NaN
  1135.68        500.000                 NaN            NaN   8.35237                 NaN            NaN            NaN   7.05185        42.9355       0.310284        41.3500                 NaN
  1134.61        500.000                 NaN            NaN   8.35389                 NaN            NaN            NaN   7.05367        42.9315       0.309762        41.3512                 NaN
  1133.55        500.000                 NaN            NaN   8.35486                 NaN            NaN            NaN   7.05514        42.9284       0.309371        41.3523                 NaN
  1132.48        500.000                 NaN            NaN   8.34224                 NaN            NaN            NaN   7.04666        42.9486       0.312629        41.3498                 NaN
  1131.41        500.000                 NaN            NaN   8.34434                 NaN            NaN            NaN   7.04843        42.9442       0.312116        41.3509                 NaN
  1130.34        500.000                 NaN            NaN  0.177471        8.18353                 NaN            NaN   7.05980        42.9163       0.308111        41.3548                 NaN
  1129.27        500.000                 NaN            NaN  0.261380        8.10094                 NaN            NaN   7.06129        42.9129       0.307717        41.3557                 NaN
  1128.20        500.000                 NaN            NaN  0.341008        8.02261                 NaN            NaN   7.06275        42.9096       0.307327        41.3567                 NaN
  1127.14        500.000                 NaN            NaN  0.417573        7.94735                 NaN            NaN   7.06422        42.9063       0.306937        41.3576                 NaN
  1126.07        500.000                 NaN            NaN  0.508204        7.85792                 NaN            NaN   7.06563        42.9031       0.306561        41.3586                 NaN
  1125.00        500.000                 NaN            NaN  0.520904        7.84685                 NaN            NaN   7.06725        42.8993       0.306118        41.3596                 NaN
  1123.93        500.000                 NaN            NaN  0.514111        7.85539                 NaN            NaN   7.06893        42.8952       0.305652        41.3607                 NaN
  1122.86        500.000                 NaN            NaN  0.504769        7.86655                 NaN            NaN   7.07065        42.8911       0.305173        41.3618                 NaN
  1121.79        500.000                 NaN            NaN  0.493322        7.87979                 NaN            NaN   7.07237        42.8870       0.304693        41.3628                 NaN
  1120.73        500.000                 NaN            NaN  0.478633        7.89635                 NaN            NaN   7.07415        42.8827       0.304197        41.3639                 NaN
  1119.66        500.000                 NaN            NaN  0.411709        7.96549                 NaN            NaN   7.07611        42.8780       0.303644        41.3651                 NaN
  1118.59        500.000                 NaN            NaN  0.322994        8.05640                 NaN            NaN   7.07805        42.8732       0.303094        41.3662                 NaN
  1117.52        500.000                 NaN            NaN  0.270070        8.11126                 NaN            NaN   7.07986        42.8689       0.302584        41.3673                 NaN
  1116.45        500.000                 NaN            NaN  0.411198E-001   8.18179       0.160618                 NaN   7.08182        42.8641       0.302028        41.3685                 NaN
  1115.38        500.000                 NaN            NaN  0.210335        8.17457                 NaN            NaN   7.08338        42.8606       0.301599        41.3695                 NaN
  1114.32        500.000                 NaN            NaN  0.458088        7.92762                 NaN            NaN   7.08452        42.8579       0.301287        41.3705                 NaN
  1113.25        500.000                 NaN            NaN   8.38297                 NaN            NaN            NaN   7.08293        42.8616       0.302034        41.3704                 NaN
  1112.18        500.000                 NaN            NaN   8.37972                 NaN            NaN            NaN   7.08127        42.8657       0.302746        41.3705                 NaN
  1111.11        500.000                 NaN            NaN  0.195293        8.18110                 NaN            NaN   7.07921        42.8704       0.303566        41.3705                 NaN
  1110.04        500.000                 NaN            NaN  0.277462        8.10052                 NaN            NaN   7.08073        42.8666       0.303131        41.3715                 NaN
  1108.97        500.000                 NaN            NaN  0.364588        8.01526                 NaN            NaN   7.08245        42.8624       0.302630        41.3726                 NaN
  1107.91        500.000                 NaN            NaN  0.979571E-001   8.28408                 NaN            NaN   7.08438        42.8578       0.302103        41.3737                 NaN
  1106.84        500.000                 NaN            NaN  0.360424        8.02324                 NaN            NaN   7.08575        42.8542       0.301683        41.3747                 NaN
  1105.77        500.000                 NaN            NaN  0.622966        7.76232                 NaN            NaN   7.08711        42.8506       0.301261        41.3758                 NaN
  1104.70        500.000                 NaN            NaN  0.886132        7.50079                 NaN            NaN   7.08849        42.8469       0.300839        41.3768                 NaN
  1103.63        500.000                 NaN            NaN   8.38936                 NaN            NaN            NaN   7.09164        42.8407       0.299944        41.3784                 NaN
  1102.56        500.000                 NaN            NaN   1.51848        6.87260                 NaN            NaN   7.09335        42.8366       0.299420        41.3796                 NaN
  1101.50        500.000                 NaN            NaN   1.90223        6.49055                 NaN            NaN   7.09506        42.8325       0.298896        41.3807                 NaN
  1100.43        500.000                 NaN            NaN   1.32152        7.07259                 NaN            NaN   7.09443        42.8315       0.299086        41.3809                 NaN
  1099.36        500.000                 NaN            NaN   1.56474        6.83103                 NaN            NaN   7.09585        42.8277       0.298656        41.3820                 NaN
  1098.29        500.000                 NaN            NaN   1.80381        6.59365                 NaN            NaN   7.09728        42.8240       0.298225        41.3830                 NaN
  1097.22        500.000                 NaN            NaN   8.40110                 NaN            NaN            NaN   7.10311        42.8138       0.296575        41.3854                 NaN
  1096.15        500.000                 NaN            NaN   8.39940                 NaN            NaN            NaN   7.10237        42.8155       0.296936        41.3858                 NaN
  1095.09        500.000                 NaN            NaN   2.86290        5.53709                 NaN            NaN   7.10325        42.8134       0.296709        41.3867                 NaN
  1094.02        500.000                 NaN            NaN   3.21291        5.18827                 NaN            NaN   7.10459        42.8102       0.296316        41.3877                 NaN
  1092.95        500.000                 NaN            NaN   3.55683        4.84557                 NaN            NaN   7.10592        42.8070       0.295923        41.3888                 NaN
  1091.88        500.000                 NaN            NaN   8.41174                 NaN            NaN            NaN   7.11326        42.7900       0.293516        41.3915                 NaN
  1090.81        500.000                 NaN            NaN   2.48654        5.92399                 NaN            NaN   7.10951        42.7949       0.294213        41.3909                 NaN
  1089.74        500.000                 NaN            NaN   4.33162        4.08400                 NaN            NaN   7.11704        42.7811       0.292364        41.3939                 NaN
  1088.67        500.000                 NaN            NaN   3.93406        4.49142                 NaN            NaN   7.12461        42.7634       0.289766        41.3967                 NaN
  1087.61        500.000                 NaN            NaN   3.63610        4.79135                 NaN            NaN   7.12723        42.7583       0.289151        41.3979                 NaN
  1086.54        500.000                 NaN            NaN   5.21217        3.17136                 NaN            NaN   7.09221        42.8355       0.299579        41.3891                 NaN
  1085.47        500.000                 NaN            NaN   2.38656        6.03208                 NaN            NaN   7.11853        42.7742       0.292028        41.3966                 NaN
  1084.40        500.000                 NaN            NaN   8.43167                 NaN            NaN            NaN   7.13234        42.7467       0.287596        41.4017                 NaN
  1083.33        500.000                 NaN            NaN   8.43255                 NaN            NaN            NaN   7.13343        42.7442       0.287294        41.4025                 NaN
  1082.26        500.000                 NaN            NaN   2.50492        5.92770                 NaN            NaN   7.13066        42.7466       0.288137        41.4020                 NaN
  1081.20        500.000                 NaN            NaN   8.43644                 NaN            NaN            NaN   7.13702        42.7355       0.286240        41.4048                 NaN
  1080.13        500.000                 NaN            NaN   2.80352        5.63445                 NaN            NaN   7.13497        42.7358       0.286820        41.4044                 NaN
  1079.06        500.000                 NaN            NaN   8.44034                 NaN            NaN            NaN   7.14056        42.7269       0.285199        41.4070                 NaN
  1077.99        500.000                 NaN            NaN   3.02939        5.41256                 NaN            NaN   7.13838        42.7273       0.285822        41.4065                 NaN
  1076.92        500.000                 NaN            NaN   3.19626        5.24760                 NaN            NaN   7.13994        42.7233       0.285365        41.4076                 NaN
  1075.85        500.000                 NaN            NaN   2.71130        5.73420                 NaN            NaN   7.14536        42.7152       0.283793        41.4102                 NaN
  1074.79        500.000                 NaN            NaN   3.39708        5.05089                 NaN            NaN   7.14348        42.7145       0.284325        41.4097                 NaN
  1073.72        500.000                 NaN            NaN   3.57785        4.87200                 NaN            NaN   7.14500        42.7105       0.283883        41.4108                 NaN
  1072.65        500.000                 NaN            NaN   1.13262        4.09873        3.20237                 NaN   7.13442        42.7366       0.287146        41.4081                 NaN
  1071.58        500.000                 NaN            NaN   4.24256        1.17941        3.01272                 NaN   7.13542        42.7341       0.286862        41.4089                 NaN
  1070.51        500.000                 NaN            NaN   4.37791        1.19957        2.86053                 NaN   7.13829        42.7274       0.286045        41.4102                 NaN
  1069.44        500.000                 NaN            NaN   4.51361        1.25569        2.66961                 NaN   7.13926        42.7250       0.285769        41.4111                 NaN
  1068.38        500.000                 NaN            NaN   1.31393        4.64600        2.47983                 NaN   7.14021        42.7226       0.285500        41.4119                 NaN
  1067.31        500.000                 NaN            NaN   4.77445        1.37435        2.29178                 NaN   7.14114        42.7203       0.285238        41.4127                 NaN
  1066.24        500.000                 NaN            NaN   1.69245        5.09869        1.64496                 NaN   7.13777        42.7277       0.286413        41.4121                 NaN
  1065.17        500.000                 NaN            NaN   1.74590        5.19586        1.49544                 NaN   7.13901        42.7248       0.286047        41.4130                 NaN
  1064.10        500.000                 NaN            NaN   1.80003        5.28889        1.34936                 NaN   7.14025        42.7219       0.285681        41.4139                 NaN
  1063.03        500.000                 NaN            NaN   1.80562        5.41520        1.22066                 NaN   7.14302        42.7154       0.284872        41.4152                 NaN
  1061.97        500.000                 NaN            NaN   5.50039        1.86192        1.08025                 NaN   7.14427        42.7125       0.284503        41.4162                 NaN
  1060.90        500.000                 NaN            NaN   1.91780        5.58077       0.945073                 NaN   7.14553        42.7096       0.284133        41.4171                 NaN
  1059.83        500.000                 NaN            NaN   5.70110        1.92128       0.824600                 NaN   7.14839        42.7029       0.283294        41.4184                 NaN
  1058.76        500.000                 NaN            NaN   5.77214        1.97696       0.698977                 NaN   7.14967        42.7000       0.282915        41.4194                 NaN
  1057.69        500.000                 NaN            NaN   5.83719        2.02852       0.583528                 NaN   7.15098        42.6969       0.282526        41.4203                 NaN
  1056.62        500.000                 NaN            NaN   5.93484        1.98731       0.531095                 NaN   7.15425        42.6892       0.281563        41.4218                 NaN
  1055.56        500.000                 NaN            NaN   5.69854        2.77020                 NaN            NaN   7.16491        42.6623       0.278210        41.4259                 NaN
  1054.49        500.000                 NaN            NaN   5.80993        2.67761                 NaN            NaN   7.17859        42.6288       0.273926        41.4311                 NaN
  1053.42        500.000                 NaN            NaN   5.88723        2.58121                 NaN            NaN   7.16577        42.6606       0.278001        41.4271                 NaN
  1052.35        500.000                 NaN            NaN   5.94053        2.52487                 NaN            NaN   7.16417        42.6646       0.278568        41.4272                 NaN
  1051.28        500.000                 NaN            NaN   2.30864        6.15230                 NaN            NaN   7.16209        42.6709       0.279193        41.4269                 NaN
  1050.21        500.000                 NaN            NaN   2.25679        6.20786                 NaN            NaN   7.16506        42.6636       0.278296        41.4284                 NaN
  1049.15        500.000                 NaN            NaN   1.93761        6.04906       0.482453                 NaN   7.16877        42.6550       0.277142        41.4300                 NaN
  1048.08        500.000                 NaN            NaN   5.61308        1.43589        1.43161                 NaN   7.17710        42.6346       0.274527        41.4331                 NaN
  1047.01        500.000                 NaN            NaN   4.69838        3.25570       0.554190                 NaN   7.19602        42.5874       0.268578        41.4398                 NaN
  1045.94        500.000                 NaN            NaN   4.52813        3.97392                 NaN            NaN   7.19163        42.5969       0.270128        41.4392                 NaN
  1044.87        500.000                 NaN            NaN   4.78020        3.73203                 NaN            NaN   7.20027        42.5778       0.267272        41.4424                 NaN
  1043.80        500.000                 NaN            NaN   3.60043        4.62659                 NaN            NaN   7.15811        42.6662       0.281318        41.5076       0.159679     
  1042.73        500.000                 NaN            NaN   4.95422        3.55672                 NaN            NaN   7.20157        42.5758       0.266941        41.4447                 NaN
  1041.67        500.000                 NaN            NaN   4.95883        3.55130                 NaN            NaN   7.20204        42.5752       0.266833        41.4458                 NaN
  1040.60        500.000                 NaN            NaN   4.92184        3.59136                 NaN            NaN   7.20497        42.5685       0.265920        41.4474                 NaN
  1039.53        500.000                 NaN            NaN   5.08866        2.86110                 NaN            NaN   7.12630        42.7320       0.291960        41.5794       0.320562     
  1038.46        500.000                 NaN            NaN   5.90311        1.71653                 NaN            NaN   7.08112        42.8254       0.306921        41.6577       0.509227     
  1037.39        500.000                 NaN            NaN   7.13560                 NaN            NaN            NaN   7.01328        42.9653       0.329358        41.7714       0.785110     
  1036.32        500.000                 NaN            NaN   7.00053       0.250014E-003            NaN            NaN   6.99451        43.0042       0.335598        41.8036       0.861286     
  1035.26        500.000                 NaN            NaN   6.95332                 NaN            NaN            NaN   6.98829        43.0164       0.337679        41.8157       0.888606     
  1034.19        500.000                 NaN            NaN   6.88334       0.138100E-003            NaN            NaN   6.97844        43.0363       0.340973        41.8327       0.928186     
  1033.12        500.000                 NaN            NaN   6.73776                 NaN            NaN            NaN   6.94088        43.1249       0.352986        41.8522       0.991214     
  1032.05        500.000                 NaN            NaN   6.70506                 NaN            NaN            NaN   6.93622        43.1341       0.354534        41.8605        1.00961     
  1030.98        500.000                 NaN            NaN   6.67609                 NaN            NaN            NaN   6.93234        43.1415       0.355830        41.8681        1.02617     
  1029.91        500.000                 NaN            NaN   6.64896                 NaN            NaN            NaN   6.92874        43.1483       0.357033        41.8753        1.04172     
  1028.85        500.000                 NaN            NaN   6.62346                 NaN            NaN            NaN   6.92540        43.1545       0.358150        41.8821        1.05638     
  1027.78        500.000                 NaN            NaN   6.59939                 NaN            NaN            NaN   6.92230        43.1602       0.359190        41.8886        1.07026     
  1026.71        500.000                 NaN            NaN   6.57659                 NaN            NaN            NaN   6.91940        43.1655       0.360161        41.8949        1.08345     
  1025.64        500.000                 NaN            NaN   6.55482                 NaN            NaN            NaN   6.91667        43.1704       0.361078        41.9010        1.09609     
  1024.57        500.000                 NaN            NaN   6.53409                 NaN            NaN            NaN   6.91412        43.1749       0.361939        41.9068        1.10817     
  1023.50        500.000                 NaN            NaN   6.51453                 NaN            NaN            NaN   6.91194        43.1785       0.362681        41.9126        1.11982     
  1022.44        500.000                 NaN            NaN   6.50116                 NaN            NaN            NaN   6.91343        43.1726       0.362286        41.9193        1.13115     
  1021.37        500.000                 NaN            NaN   6.47773                 NaN            NaN            NaN   6.90822        43.1841       0.363961        41.9238        1.14217     
  1020.30        500.000                 NaN            NaN   6.46348                 NaN            NaN            NaN   6.92499        43.1365       0.358994        41.9444        1.17165     
  1019.23        500.000                 NaN            NaN   6.49198                 NaN            NaN            NaN   6.93097        43.1225       0.357021        41.9401        1.15748     
  1018.16        500.000                 NaN            NaN   6.43559                 NaN            NaN            NaN   6.92254        43.1397       0.359840        41.9535        1.18887     
  1017.09        500.000                 NaN            NaN   6.55093                 NaN            NaN            NaN   6.94338        43.0933       0.352925        41.9312        1.12828     
  1016.03        500.000                 NaN            NaN   6.39142                 NaN            NaN            NaN   6.91723        43.1488       0.361645        41.9661        1.21484     
  1014.96        500.000                 NaN            NaN   6.35099                 NaN            NaN            NaN   6.91141        43.1596       0.363627        41.9765        1.23789     
  1013.89        500.000                 NaN            NaN   6.38791                 NaN            NaN            NaN   6.91922        43.1400       0.361020        41.9708        1.22112     
  1012.82        500.000                 NaN            NaN   6.31001                 NaN            NaN            NaN   6.90651        43.1688       0.365275        41.9878        1.26158     
  1011.75        500.000                 NaN            NaN   6.43185                 NaN            NaN            NaN   6.92889        43.1191       0.357848        41.9644        1.19794     
  1010.68        500.000                 NaN            NaN   6.40642                 NaN            NaN            NaN   6.92573        43.1244       0.358862        41.9716        1.21300     
  1009.62        500.000                 NaN            NaN   6.34014                 NaN            NaN            NaN   6.91500        43.1451       0.362319        41.9870        1.25047     
  1008.55        500.000                 NaN            NaN   6.37127                 NaN            NaN            NaN   6.92177        43.1306       0.360264        41.9822        1.23389     
  1007.48        500.000                 NaN            NaN   6.33484                 NaN            NaN            NaN   6.91664        43.1400       0.361979        41.9915        1.25502     
  1006.41        500.000                 NaN            NaN   6.34556                 NaN            NaN            NaN   6.91960        43.1330       0.361024        41.9909        1.24996     
  1005.34        500.000                 NaN            NaN   6.22586                 NaN            NaN            NaN   6.89974        43.1732       0.367676        42.0173        1.31618     
  1004.27        500.000                 NaN            NaN   6.17235                 NaN            NaN            NaN   6.89061        43.1947       0.370613        42.0286        1.34311     
  1003.21        500.000                 NaN            NaN   6.19230                 NaN            NaN            NaN   6.89570        43.1798       0.369064        42.0272        1.33592     
  1002.14        500.000                 NaN            NaN   6.13282                 NaN            NaN            NaN   6.88613        43.2021       0.372277        42.0403        1.36640     
  1001.07        500.000                 NaN            NaN   6.17220                 NaN            NaN            NaN   6.89245        43.1847       0.370190        42.0332        1.34728     
