|6.6.6
Archiving\03_Data\frac/QFM_m1/KHA22/KHA22_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              Gt(TH)         ab            
  1556.39        2500.00        98.9702                 NaN            NaN  0.965617E-001            NaN  0.933238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9796                 NaN            NaN  0.905049E-001            NaN  0.929937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9926                 NaN            NaN  0.908528E-001            NaN  0.916564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0030                 NaN            NaN  0.870889E-001            NaN  0.909906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8788                 NaN            NaN  0.992164E-001            NaN   1.02196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1635                 NaN            NaN  0.691618E-001            NaN  0.767383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0425                 NaN            NaN  0.792599E-001            NaN  0.878228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0534                 NaN            NaN  0.803480E-001            NaN  0.866290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0637                 NaN            NaN  0.755724E-001            NaN  0.860683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0722                 NaN            NaN  0.708258E-001            NaN  0.857001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0838                 NaN            NaN  0.694111E-001            NaN  0.846816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0930                 NaN            NaN  0.662886E-001            NaN  0.840748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1035                 NaN            NaN  0.636880E-001            NaN  0.832850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1148                 NaN            NaN  0.627917E-001            NaN  0.822401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1230                 NaN            NaN  0.584711E-001            NaN  0.818490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1293                 NaN            NaN  0.374836E-001            NaN  0.833179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1409                 NaN            NaN  0.731950E-001            NaN  0.785865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1510                 NaN            NaN  0.509370E-001            NaN  0.798051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1577                 NaN            NaN  0.490521E-001            NaN  0.793282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1655                 NaN            NaN  0.456018E-001            NaN  0.788927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1712                 NaN            NaN  0.409501E-001            NaN  0.787803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.4080                 NaN            NaN  0.328566E-001            NaN  0.559193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9612                 NaN            NaN  0.472513E-001            NaN  0.991527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1161                 NaN            NaN  0.363582E-001            NaN  0.847561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2921                 NaN            NaN  0.350031E-001            NaN  0.672938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2103                 NaN            NaN  0.312597E-001            NaN  0.758416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2151                 NaN            NaN  0.269407E-001            NaN  0.757994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2235                 NaN            NaN  0.259431E-001            NaN  0.750537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1297                 NaN            NaN  0.581992E-002            NaN  0.279423       0.585080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0471                 NaN            NaN  0.130359E-005            NaN            NaN  0.952936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0485                 NaN            NaN            NaN            NaN            NaN  0.951476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0481                 NaN            NaN            NaN            NaN            NaN  0.951852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0467                 NaN            NaN            NaN            NaN            NaN  0.953309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0435                 NaN            NaN            NaN            NaN            NaN  0.956542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0357                 NaN            NaN            NaN            NaN            NaN  0.964267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0296                 NaN            NaN            NaN            NaN            NaN  0.970447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.0128                 NaN            NaN            NaN            NaN            NaN  0.987209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6551                 NaN            NaN            NaN            NaN            NaN  0.728879       0.616055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5910                 NaN            NaN            NaN            NaN            NaN  0.880581       0.528384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6084                 NaN            NaN            NaN            NaN            NaN  0.869624       0.522017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6251                 NaN            NaN            NaN            NaN            NaN  0.515686       0.859164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6417                 NaN            NaN            NaN            NaN            NaN  0.849099       0.509164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6554                 NaN            NaN  0.129893E-005            NaN            NaN  0.843091       0.501530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6756                 NaN            NaN            NaN            NaN            NaN  0.496517       0.827913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6873                 NaN            NaN            NaN            NaN            NaN  0.821638       0.491052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7025                 NaN            NaN            NaN            NaN            NaN  0.485600       0.811900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7164                 NaN            NaN            NaN            NaN            NaN  0.803644       0.479924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7299                 NaN            NaN            NaN            NaN            NaN  0.474096       0.796053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7431                 NaN            NaN            NaN            NaN            NaN  0.788263       0.468683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7562                 NaN            NaN  0.726964E-005            NaN            NaN  0.780163       0.463604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7685                 NaN            NaN            NaN            NaN            NaN  0.458218       0.773303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7817                 NaN            NaN  0.730199E-002            NaN            NaN  0.768402       0.442602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7972                 NaN            NaN  0.269222E-001            NaN            NaN  0.767679       0.408192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.8102                 NaN            NaN  0.262454E-001            NaN  0.686590E-001  0.326963       0.767982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.8216                 NaN            NaN  0.289602E-001            NaN            NaN  0.394792       0.754640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.8307                 NaN            NaN  0.271682E-001            NaN            NaN  0.394489       0.747672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        97.3821                 NaN            NaN  0.332479                 NaN            NaN  0.702810       0.809252                 NaN  0.773393                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.3753                 NaN            NaN  0.345499                 NaN            NaN  0.794550       0.691490                 NaN  0.793174                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4363                 NaN            NaN  0.345269                 NaN            NaN  0.666055       0.777039                 NaN  0.775326                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.5161                 NaN            NaN  0.338655                 NaN            NaN  0.640021       0.755283                 NaN  0.749910                 NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        97.5706                 NaN            NaN  0.338681                 NaN            NaN  0.616560       0.739824                 NaN  0.734297                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        97.6307                 NaN            NaN  0.336253                 NaN            NaN  0.723598       0.593170                 NaN  0.716307                 NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        97.6731                 NaN            NaN  0.336829                 NaN            NaN  0.572992       0.711006                 NaN  0.706053                 NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        97.7607                 NaN            NaN  0.329168                 NaN            NaN  0.688055       0.546665                 NaN  0.675425                 NaN            NaN            NaN            NaN            NaN
  1395.99        2500.00        97.7923                 NaN            NaN  0.330719                 NaN            NaN  0.679766       0.529858                 NaN  0.667377                 NaN            NaN            NaN            NaN            NaN
  1393.48        2500.00        97.8420                 NaN            NaN  0.329004                 NaN            NaN  0.509986       0.666795                 NaN  0.652200                 NaN            NaN            NaN            NaN            NaN
  1390.98        2500.00        97.8925                 NaN            NaN  0.326916                 NaN            NaN  0.651285       0.492326                 NaN  0.636936                 NaN            NaN            NaN            NaN            NaN
  1388.47        2500.00        97.9380                 NaN            NaN  0.325117                 NaN            NaN  0.474135       0.639752                 NaN  0.622956                 NaN            NaN            NaN            NaN            NaN
  1385.96        2500.00        97.9801                 NaN            NaN  0.324269                 NaN            NaN  0.456959       0.628535                 NaN  0.610178                 NaN            NaN            NaN            NaN            NaN
  1383.46        2500.00        98.0269                 NaN            NaN  0.320455                 NaN            NaN  0.441792       0.615186                 NaN  0.595660                 NaN            NaN            NaN            NaN            NaN
  1380.95        2500.00        98.0673                 NaN            NaN  0.319436                 NaN            NaN  0.604458       0.425463                 NaN  0.583351                 NaN            NaN            NaN            NaN            NaN
  1378.45        2500.00        98.1075                 NaN            NaN  0.317532                 NaN            NaN  0.593677       0.410307                 NaN  0.571008                 NaN            NaN            NaN            NaN            NaN
  1375.94        2500.00        98.1464                 NaN            NaN  0.315537                 NaN            NaN  0.396224       0.582868                 NaN  0.558942                 NaN            NaN            NaN            NaN            NaN
  1373.43        2500.00        98.1825                 NaN            NaN  0.313481                 NaN            NaN  0.383102       0.573195                 NaN  0.547679                 NaN            NaN            NaN            NaN            NaN
  1370.93        2500.00        98.2194                 NaN            NaN  0.311719                 NaN            NaN  0.562956       0.369558                 NaN  0.536388                 NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        98.2547                 NaN            NaN  0.308823                 NaN            NaN  0.357860       0.553517                 NaN  0.525118                 NaN            NaN            NaN            NaN            NaN
  1365.91        2500.00        98.2884                 NaN            NaN  0.307113                 NaN            NaN  0.544651       0.345119                 NaN  0.514750                 NaN            NaN            NaN            NaN            NaN
  1363.41        2500.00        98.3207                 NaN            NaN  0.304631                 NaN            NaN  0.535639       0.334535                 NaN  0.504497                 NaN            NaN            NaN            NaN            NaN
  1360.90        2500.00        98.3528                 NaN            NaN  0.302186                 NaN            NaN  0.526415       0.324187                 NaN  0.494369                 NaN            NaN            NaN            NaN            NaN
  1358.40        2500.00        98.3824                 NaN            NaN  0.299743                 NaN            NaN  0.518130       0.314669                 NaN  0.485065                 NaN            NaN            NaN            NaN            NaN
  1355.89        2500.00        98.4132                 NaN            NaN  0.296950                 NaN            NaN  0.509334       0.305345                 NaN  0.475204                 NaN            NaN            NaN            NaN            NaN
  1353.38        2500.00        98.4414                 NaN            NaN  0.294221                 NaN            NaN  0.501553       0.296472                 NaN  0.466372                 NaN            NaN            NaN            NaN            NaN
  1350.88        2500.00        98.4701                 NaN            NaN  0.291291                 NaN            NaN  0.493148       0.288386                 NaN  0.457040                 NaN            NaN            NaN            NaN            NaN
  1348.37        2500.00        98.4972                 NaN            NaN  0.288330                 NaN            NaN  0.485469       0.280576                 NaN  0.448454                 NaN            NaN            NaN            NaN            NaN
  1345.86        2500.00        98.5233                 NaN            NaN  0.285364                 NaN            NaN  0.273278       0.478030                 NaN  0.440054                 NaN            NaN            NaN            NaN            NaN
  1343.36        2500.00        98.5495                 NaN            NaN  0.281852                 NaN            NaN  0.470123       0.266939                 NaN  0.431594                 NaN            NaN            NaN            NaN            NaN
  1340.85        2500.00        98.5735                 NaN            NaN  0.278520                 NaN            NaN  0.463217       0.261065                 NaN  0.423714                 NaN            NaN            NaN            NaN            NaN
  1338.35        2500.00        98.5981                 NaN            NaN  0.275348                 NaN            NaN  0.255351       0.455343                 NaN  0.415900                 NaN            NaN            NaN            NaN            NaN
  1335.84        2500.00        98.6171                 NaN            NaN  0.275731                 NaN            NaN  0.451153       0.245989                 NaN  0.410058                 NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        98.6479                 NaN            NaN  0.263394                 NaN            NaN  0.440101       0.250087                 NaN  0.398483                 NaN            NaN            NaN            NaN            NaN
  1330.83        2500.00        98.6650                 NaN            NaN  0.263171                 NaN            NaN  0.435958       0.242302                 NaN  0.393558                 NaN            NaN            NaN            NaN            NaN
  1328.32        2500.00        98.6873                 NaN            NaN  0.261144                 NaN            NaN  0.235157       0.429566                 NaN  0.386844                 NaN            NaN            NaN            NaN            NaN
  1325.81        2500.00        98.7063                 NaN            NaN  0.254297                 NaN            NaN  0.423600       0.236016                 NaN  0.379771                 NaN            NaN            NaN            NaN            NaN
  1323.31        2500.00        98.7328                 NaN            NaN  0.248568                 NaN            NaN  0.413218       0.234191                 NaN  0.371232                 NaN            NaN            NaN            NaN            NaN
  1320.80        2500.00        98.7463                 NaN            NaN  0.244874                 NaN            NaN  0.408812       0.233741                 NaN  0.366253                 NaN            NaN            NaN            NaN            NaN
  1318.30        2500.00        98.7671                 NaN            NaN  0.240141                 NaN            NaN  0.402058       0.231264                 NaN  0.359485                 NaN            NaN            NaN            NaN            NaN
  1315.79        2500.00        98.7856                 NaN            NaN  0.235813                 NaN            NaN  0.395929       0.229435                 NaN  0.353257                 NaN            NaN            NaN            NaN            NaN
  1313.28        2500.00        98.8036                 NaN            NaN  0.230479                 NaN            NaN  0.229228       0.389606                 NaN  0.347123                 NaN            NaN            NaN            NaN            NaN
  1310.78        2500.00        98.8212                 NaN            NaN  0.225485                 NaN            NaN  0.383378       0.228748                 NaN  0.341161                 NaN            NaN            NaN            NaN            NaN
  1308.27        2500.00        86.6958                 NaN            NaN   1.59835                 NaN            NaN   1.98571       0.546817                 NaN   1.83029        7.34303                 NaN            NaN            NaN            NaN
  1305.76        2500.00        74.3166                 NaN            NaN   3.01241                 NaN            NaN   3.72076       0.792887                 NaN   3.34748        14.8099                 NaN            NaN            NaN            NaN
  1303.26        2500.00        77.7912                 NaN            NaN   2.68411                 NaN            NaN  0.503194        3.39275                 NaN   2.91943        12.7093                 NaN            NaN            NaN            NaN
  1300.75        2500.00        80.5144                 NaN            NaN   2.42770                 NaN            NaN   3.14464       0.255034                 NaN   2.58188        11.0764                 NaN            NaN            NaN            NaN
  1298.25        2500.00        82.6721                 NaN            NaN   2.22030                 NaN            NaN   2.95491       0.535668E-001            NaN   2.31350        9.78567                 NaN            NaN            NaN            NaN
  1295.74        2500.00        84.3910                 NaN            NaN   2.00767                 NaN            NaN   2.75898                 NaN            NaN   2.09735        8.74505                 NaN            NaN            NaN            NaN
  1293.23        2500.00        83.1198                 NaN            NaN   1.86880       0.295589                 NaN   3.12295                 NaN            NaN   2.23793        9.35489                 NaN            NaN            NaN            NaN
  1290.73        2500.00        59.9805                 NaN            NaN   1.98745        3.14307                 NaN   7.99864                 NaN            NaN   4.94867        21.9417                 NaN            NaN            NaN            NaN
  1288.22        2500.00        66.3156                 NaN            NaN   1.68622        2.61278                 NaN   6.71172                 NaN            NaN   4.16113        18.5125                 NaN            NaN            NaN            NaN
  1285.71        2500.00        68.0695                 NaN            NaN   1.36507        2.44919                 NaN   6.55427                 NaN            NaN   3.92880        17.6332                 NaN            NaN            NaN            NaN
  1283.21        2500.00        72.5950                 NaN            NaN   1.45047        2.09494                 NaN   5.27743                 NaN            NaN   3.34128        15.2409                 NaN            NaN            NaN            NaN
  1280.70        2500.00        66.5934                 NaN            NaN   1.64315        2.48594                 NaN   6.39932                 NaN            NaN   4.02368        18.8545                 NaN            NaN            NaN            NaN
  1278.20        2500.00        30.0192                 NaN            NaN   3.12084        4.93860                 NaN   13.2771                 NaN            NaN   8.22019        40.4241                 NaN            NaN            NaN            NaN
  1275.69        2500.00        3.99510                 NaN            NaN   2.49654        5.66466                 NaN   9.80842        11.2637                 NaN   11.5076        55.2640                 NaN            NaN            NaN            NaN
  1273.18        2500.00        96.5658                 NaN            NaN            NaN            NaN            NaN   3.28068                 NaN            NaN  0.153570                 NaN            NaN            NaN            NaN            NaN
  1270.68        2500.00        92.4468                 NaN            NaN            NaN            NaN            NaN   2.02220       0.533990                 NaN   1.03060        3.96642                 NaN            NaN            NaN            NaN
  1268.17        2500.00        90.5924                 NaN            NaN            NaN            NaN            NaN   2.56415                 NaN            NaN   1.16114        5.51026       0.172080                 NaN            NaN            NaN
  1265.66        2500.00        87.6602                 NaN            NaN            NaN            NaN            NaN   3.51136                 NaN            NaN   1.50233        6.90545       0.420610                 NaN            NaN            NaN
  1263.16        2500.00        85.7302                 NaN            NaN            NaN            NaN            NaN   1.07833        2.60139                 NaN   1.58657        8.40421       0.599262                 NaN            NaN            NaN
  1260.65        2500.00        90.5167                 NaN            NaN            NaN            NaN            NaN  0.105580E-001   2.83566                 NaN   1.29873        5.09346       0.244933                 NaN            NaN            NaN
  1258.15        2500.00        92.1369                 NaN            NaN            NaN            NaN            NaN   1.62325       0.645020                 NaN   1.20138        4.10137       0.292036                 NaN            NaN            NaN
  1255.64        2500.00        90.2225                 NaN            NaN            NaN            NaN            NaN   3.24946                 NaN            NaN   1.08706        5.11439       0.326576                 NaN            NaN            NaN
  1253.13        2500.00        92.6628                 NaN            NaN            NaN            NaN            NaN   2.05688                 NaN            NaN  0.919206        4.08722       0.273908                 NaN            NaN            NaN
  1250.63        2500.00        94.6276                 NaN            NaN            NaN            NaN            NaN  0.702843       0.364114                 NaN  0.644363        3.39704       0.264062                 NaN            NaN            NaN
  1248.12        2500.00        92.2509                 NaN            NaN            NaN            NaN            NaN  0.432287        1.97389                 NaN  0.976687        4.12497       0.241254                 NaN            NaN            NaN
  1245.61        2500.00        85.5979                 NaN            NaN            NaN            NaN            NaN   1.95155       0.649543                 NaN   1.35305        9.69255       0.755439                 NaN            NaN            NaN
  1243.11        2500.00        96.3163                 NaN            NaN            NaN            NaN            NaN   1.09613        1.36445                 NaN  0.840528       0.314548       0.680389E-001            NaN            NaN            NaN
  1240.60        2500.00        99.9750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.226099E-001            NaN  0.242755E-002            NaN            NaN            NaN
  1238.10        2500.00        97.2496                 NaN            NaN            NaN            NaN            NaN  0.856837                 NaN            NaN  0.107570        1.75107       0.349530E-001            NaN            NaN            NaN
  1235.59        2500.00        96.6176                 NaN            NaN            NaN            NaN            NaN   1.30654                 NaN            NaN  0.572342        1.50355                 NaN            NaN            NaN            NaN
  1233.08        2500.00        96.0613                 NaN            NaN            NaN            NaN            NaN   1.12031                 NaN            NaN  0.505565        2.21404       0.988082E-001            NaN            NaN            NaN
  1230.58        2500.00        94.8875                 NaN            NaN            NaN            NaN            NaN  0.144304E-001            NaN            NaN   1.00767        3.89174       0.198641                 NaN            NaN            NaN
  1228.07        2500.00        97.5027                 NaN            NaN            NaN            NaN            NaN   1.43408       0.671665                 NaN  0.283184E-001  0.323726       0.395258E-001            NaN            NaN            NaN
  1225.56        2500.00        3.34707                 NaN            NaN            NaN            NaN            NaN  0.938833        14.6411       0.183870E-005   8.30213        42.4640        1.18365        29.1232                 NaN            NaN
  1223.06        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1220.55        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1218.05        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1215.54        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1213.03        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1210.53        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1208.02        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1205.51        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1203.01        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1200.50        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1197.99        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1195.49        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1192.98        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1190.48        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1187.97        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1185.46        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1182.96        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1180.45        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1177.94        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1175.44        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1172.93        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1170.43        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1167.92        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1165.41        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1162.91        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1160.40        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1157.89        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1155.39        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1152.88        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1150.38        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1147.87        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1145.36        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1142.86        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678        27.0218                 NaN   44.7153        9.01812                 NaN
  1140.35        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1137.84        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1135.34        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1132.83        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1130.33        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1127.82        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
  1125.31        2500.00                 NaN            NaN            NaN   5.27701                 NaN            NaN            NaN            NaN            NaN   13.9678                 NaN            NaN   44.7153        9.01812        27.0218     
