|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/TIS/TIS_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1461.54        2500.00       0.105883E-001   99.9594       0.299983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00       0.698826E-003   99.5176       0.419442                 NaN            NaN  0.622899E-001            NaN            NaN            NaN            NaN
  1459.23        2500.00       0.503272E-003   99.3768       0.483827       0.937908E-001            NaN  0.450703E-001            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.545507E-003   99.3656       0.465843       0.122383                 NaN  0.456168E-001            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.604658E-003   99.3684       0.177657       0.440583                 NaN  0.127255E-001            NaN            NaN            NaN            NaN
  1455.76        2500.00       0.541339E-003   99.3736       0.149541       0.448003                 NaN  0.282850E-001            NaN            NaN            NaN            NaN
  1454.60        2500.00       0.717372E-003   99.0687       0.225186       0.664922                 NaN  0.404942E-001            NaN            NaN            NaN            NaN
  1453.44        2500.00       0.299098E-003   99.6858       0.224955       0.744551E-001            NaN  0.145238E-001            NaN            NaN            NaN            NaN
  1452.29        2500.00       0.492942E-003   99.3585       0.458015       0.155353                 NaN  0.276621E-001            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.433697E-003   99.4085       0.144321       0.421673                 NaN  0.250769E-001            NaN            NaN            NaN            NaN
  1449.97        2500.00       0.431765E-003   99.3880       0.150316       0.435873                 NaN  0.253959E-001            NaN            NaN            NaN            NaN
  1448.82        2500.00       0.761670E-003   98.7587       0.889677       0.300597                 NaN  0.503069E-001            NaN            NaN            NaN            NaN
  1447.66        2500.00       0.893384E-005   99.9857       0.291862E-002  0.104554E-001            NaN  0.929700E-003            NaN            NaN            NaN            NaN
  1446.50        2500.00       0.337867E-003   99.4492       0.390826       0.137809                 NaN  0.217782E-001            NaN            NaN            NaN            NaN
