|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             Sp(TH)         lc            
  1285.26        2500.00        94.7497                 NaN  0.420422                 NaN  0.897358                 NaN  0.661190        3.00650       0.264801                 NaN            NaN            NaN
  1283.78        2500.00        95.5153                 NaN  0.441675                 NaN  0.723182                 NaN  0.574027        2.53286       0.212916                 NaN            NaN            NaN
  1282.31        2500.00        95.5762                 NaN  0.393724                 NaN  0.742981                 NaN  0.561447        2.50801       0.217628                 NaN            NaN            NaN
  1280.83        2500.00        95.8264                 NaN  0.373121                 NaN  0.705801                 NaN  0.529671        2.35976       0.205246                 NaN            NaN            NaN
  1279.35        2500.00        95.7618                 NaN  0.370236                 NaN  0.714942                 NaN  0.538613        2.40368       0.210757                 NaN            NaN            NaN
  1277.87        2500.00        92.4232                 NaN   1.08205                 NaN  0.988792                 NaN   1.04580        4.14397       0.316147                 NaN            NaN            NaN
  1276.39        2500.00        98.8497                 NaN            NaN            NaN            NaN            NaN  0.985913E-001  0.934490       0.117213                 NaN            NaN            NaN
  1274.92        2500.00        97.3067                 NaN  0.240528                 NaN  0.756859                 NaN  0.344202        1.26787       0.838636E-001            NaN            NaN            NaN
  1273.44        2500.00        96.6217                 NaN            NaN            NaN  0.814981                 NaN  0.417626        1.90545       0.240294                 NaN            NaN            NaN
  1271.96        2500.00        95.2801                 NaN  0.229104                 NaN   1.13177                 NaN  0.534521        2.62336       0.201137                 NaN            NaN            NaN
  1270.48        2500.00        97.3309                 NaN  0.283856                 NaN  0.327658                 NaN  0.356201        1.55338       0.147959                 NaN            NaN            NaN
  1269.00        2500.00        98.1357                 NaN  0.237245                 NaN  0.187630                 NaN  0.253759        1.09336       0.923571E-001            NaN            NaN            NaN
  1267.53        2500.00        92.0216                 NaN  0.365990       0.419257E-005   1.78007                 NaN  0.777281        3.45040       0.277254        1.32736                 NaN            NaN
  1266.05        2500.00        94.2951                 NaN  0.441307                 NaN   1.19947                 NaN  0.569313        2.42556       0.150027       0.919256                 NaN            NaN
  1264.57        2500.00        90.8865                 NaN  0.529950                 NaN   1.90363                 NaN  0.900858        3.99700       0.285485        1.49655                 NaN            NaN
  1263.09        2500.00        90.7329                 NaN  0.472903                 NaN   1.96744                 NaN  0.906850        4.08430       0.292888        1.54275                 NaN            NaN
  1261.61        2500.00        90.4603                 NaN  0.570837                 NaN   1.96089                 NaN  0.941513        4.21719       0.287502        1.56174                 NaN            NaN
  1260.14        2500.00        90.8502                 NaN  0.487110                 NaN   1.91226                 NaN  0.884245        4.08179       0.278988        1.50542                 NaN            NaN
  1258.66        2500.00        89.5052                 NaN  0.555764                 NaN   2.12827                 NaN   1.00647        4.76315       0.315574        1.72558                 NaN            NaN
  1257.18        2500.00        85.1787                 NaN  0.758288                 NaN   2.95266                 NaN   1.39407        6.83959       0.445687        2.43104                 NaN            NaN
  1255.70        2500.00        87.8844                 NaN  0.381997                 NaN   2.48229                 NaN   1.05217        5.77417                 NaN   1.92031       0.504714                 NaN
  1254.22        2500.00                 NaN            NaN   2.71247                 NaN   19.4857                 NaN   8.23212        45.2004                 NaN   15.3997        4.11060        4.85896     
  1252.75        2500.00                 NaN            NaN   3.38213                 NaN   18.9621                 NaN   8.56457        44.8126       0.799851        15.6004        2.94784        4.93059     
  1251.27        2500.00                 NaN            NaN   2.71549                 NaN   19.5650                 NaN   8.26356        45.1910                 NaN   15.4255        4.08040        4.75909     
  1249.79        2500.00                 NaN            NaN   3.39790                 NaN   18.9650                 NaN   8.56235        44.8570       0.828591        15.6338        2.90866        4.84671     
  1248.31        2500.00                 NaN            NaN   3.44422                 NaN   18.9418                 NaN   8.58002        44.8511       0.857790        15.6626        2.84664        4.81586     
  1246.83        2500.00                 NaN            NaN   3.40571                 NaN   18.9619                 NaN   8.56480        44.9111       0.829530        15.6653        2.90206        4.75956     
  1245.36        2500.00                 NaN            NaN   3.44411                 NaN   18.9419                 NaN   8.57994        44.9119       0.857829        15.6918        2.84669        4.72587     
  1243.88        2500.00                 NaN            NaN   3.34442                 NaN   18.9939                 NaN   8.54083        45.0204       0.745731        15.6763        3.02781        4.65065     
  1242.40        2500.00                 NaN            NaN   3.44400                 NaN   18.9420                 NaN   8.57985        44.9736       0.857869        15.7215        2.84673        4.63446     
  1240.92        2500.00                 NaN            NaN   3.37790                 NaN   18.9807                 NaN   8.55063        45.0551       0.801769        15.7164        2.94924        4.56833     
  1239.44        2500.00                 NaN            NaN   3.44389                 NaN   18.9421                 NaN   8.57977        45.0362       0.857918        15.7516        2.84676        4.54170     
  1237.97        2500.00                 NaN            NaN   3.37670                 NaN   18.9902                 NaN   8.54350        45.1167       0.808813        15.7463        2.94339        4.47444     
  1236.49        2500.00                 NaN            NaN   3.44378                 NaN   18.9422                 NaN   8.57969        45.0996       0.857968        15.7822        2.84679        4.44776     
  1235.01        2500.00                 NaN            NaN   3.61023                 NaN   19.2381                 NaN   8.56457        44.8845        1.03705        15.7936        2.46350        4.40851     
  1233.53        2500.00                 NaN            NaN   3.44367                 NaN   18.9423                 NaN   8.57961        45.1639       0.858020        15.8131        2.84682        4.35260     
  1232.05        2500.00                 NaN            NaN   3.70636                 NaN   19.1975                 NaN   8.60991        44.8758        1.13748        15.8436        2.30284        4.32646     
  1230.58        2500.00                 NaN            NaN   3.44356                 NaN   18.9424                 NaN   8.57952        45.2291       0.858070        15.8445        2.84686        4.25592     
  1229.10        2500.00                 NaN            NaN   3.87392                 NaN   19.1537                 NaN   8.66885        44.7966        1.34631        15.9192        1.97381        4.26758     
  1227.62        2500.00                 NaN            NaN   4.78585                 NaN   19.0635                 NaN   8.88027        43.9504        2.62122        16.1748                 NaN   4.52397     
  1226.14        2500.00                 NaN            NaN   4.08026                 NaN   19.0962                 NaN   8.72937        44.6983        1.60203        16.0021        1.57643        4.21540     
  1224.66        2500.00                 NaN            NaN   2.59944        2.30603        18.8780                 NaN   8.89710        44.0848        2.59985        16.2431                 NaN   4.39170     
  1223.18        2500.00                 NaN            NaN   2.59179        2.32003        18.8728                 NaN   8.90423        44.1175        2.60005        16.2566                 NaN   4.33704     
  1221.71        2500.00                 NaN            NaN   2.60053        2.31755        18.8587                 NaN   8.91026        44.1553        2.60080        16.2735                 NaN   4.28342     
  1220.23        2500.00                 NaN            NaN   2.59542        2.32794        18.8565                 NaN   8.91807        44.1844        2.60034        16.2866                 NaN   4.23077     
  1218.75        2500.00                 NaN            NaN   2.56960        2.35985        18.8434                 NaN   8.92637        44.2216        2.60140        16.3045                 NaN   4.17330     
  1217.27        2500.00                 NaN            NaN   2.58340        2.35433        18.8322                 NaN   8.93259        44.2599        2.60181        16.3195                 NaN   4.11633     
  1215.79        2500.00                 NaN            NaN   4.19724       0.635897        18.9399                 NaN   8.91757        44.1852        2.59774        16.4012                 NaN   4.12525     
  1214.32        2500.00                 NaN            NaN   3.54401        1.44338        18.7226                 NaN   8.93982        44.3681        2.60726        16.3619                 NaN   4.01298     
  1212.84        2500.00                 NaN            NaN   4.01509       0.824446        18.9288                 NaN   8.93296        44.2539        2.59996        16.4318                 NaN   4.01312     
  1211.36        2500.00                 NaN            NaN   3.90597       0.939089        18.9270                 NaN   8.94349        44.2857        2.59890        16.4454                 NaN   3.95451     
  1209.88        2500.00                 NaN            NaN   3.79196        1.05665        18.9217                 NaN   8.95203        44.3211        2.59988        16.4607                 NaN   3.89595     
  1208.40        2500.00                 NaN            NaN   4.98364                 NaN   18.7631                 NaN   8.97923        44.4849        2.60508        16.4134                 NaN   3.77060     
  1206.93        2500.00                 NaN            NaN   4.85536                 NaN   18.7972                 NaN   9.11948        44.3823        2.63696        16.4407                 NaN   3.76805     
  1205.45        2500.00                 NaN            NaN   4.85827                 NaN   18.8100                 NaN   9.11639        44.4188        2.63443        16.4543                 NaN   3.70788     
  1203.97        2500.00                 NaN            NaN   4.99499                 NaN   18.7652                 NaN   9.00029        44.5837        2.60264        16.4609                 NaN   3.59230     
  1202.49        2500.00                 NaN            NaN   4.87297                 NaN   18.8266                 NaN   9.15938        44.4699        2.61692        16.4934                 NaN   3.56087     
  1201.01        2500.00                 NaN            NaN   4.85687                 NaN   18.8441                 NaN   9.15884        44.4988        2.62093        16.5195                 NaN   3.50103     
  1199.54        2500.00                 NaN            NaN   3.99393        1.04399        18.6851                 NaN   9.00381        44.7098        2.60262        16.5305                 NaN   3.43016     
  1198.06        2500.00                 NaN            NaN   3.31021        1.58742        18.8456                 NaN   9.01776        44.6294        2.60613        16.5907                 NaN   3.41287     
  1196.58        2500.00                 NaN            NaN   4.89552                 NaN   18.8260                 NaN   9.08291        44.7018        2.63361        16.5488                 NaN   3.31141     
  1195.10        2500.00                 NaN            NaN   4.90297                 NaN   18.8080                 NaN   9.09724        44.7466        2.63149        16.5676                 NaN   3.24617     
  1193.62        2500.00                 NaN            NaN   3.79573        1.26180        18.6754                 NaN   9.03554        44.8591        2.60035        16.5975                 NaN   3.17466     
  1192.15        2500.00                 NaN            NaN   3.55536        1.50404        18.6660                 NaN   9.03541        44.9055        2.60586        16.6099                 NaN   3.11803     
  1190.67        2500.00                 NaN            NaN   3.52135        1.54135        18.6690                 NaN   9.04508        44.9408        2.60358        16.6275                 NaN   3.05142     
  1189.19        2500.00                 NaN            NaN   4.92537                 NaN   18.7230                 NaN   9.16927        44.8786        2.63863        16.6511                 NaN   3.01404     
  1187.71        2500.00                 NaN            NaN   4.94046                 NaN   18.7069                 NaN   9.18483        44.9140        2.64116        16.6722                 NaN   2.94042     
  1186.23        2500.00                 NaN            NaN   4.92032                 NaN   18.7957                 NaN   9.12883        44.9638        2.62763        16.6744                 NaN   2.88924     
  1184.76        2500.00                 NaN            NaN   4.94486                 NaN   18.7175                 NaN   9.19173        44.9891        2.63731        16.7078                 NaN   2.81173     
  1183.28        2500.00                 NaN            NaN   5.07138                 NaN   18.6837                 NaN   9.10084        45.1236        2.60283        16.7058                 NaN   2.71188     
  1181.80        2500.00                 NaN            NaN   4.93665                 NaN   18.7641                 NaN   9.12097        45.1127        2.63457        16.7391                 NaN   2.69201     
  1180.32        2500.00                 NaN            NaN   4.94002                 NaN   18.7764                 NaN   9.13352        45.1409        2.63208        16.7544                 NaN   2.62261     
  1178.84        2500.00                 NaN            NaN   4.99932                 NaN   18.7477                 NaN   9.19900        45.1815        2.62452        16.7590                 NaN   2.48896     
  1177.37        2500.00                 NaN            NaN   5.00367                 NaN   18.7416                 NaN   9.20728        45.2206        2.62443        16.7790                 NaN   2.42345     
  1175.89        2500.00                 NaN            NaN   5.00801                 NaN   18.7395                 NaN   9.21350        45.2614        2.62396        16.7980                 NaN   2.35568     
  1174.41        2500.00                 NaN            NaN   5.01233                 NaN   18.7374                 NaN   9.21969        45.3026        2.62348        16.8172                 NaN   2.28731     
  1172.93        2500.00                 NaN            NaN   5.01662                 NaN   18.7354                 NaN   9.22583        45.3441        2.62300        16.8366                 NaN   2.21848     
  1171.45        2500.00                 NaN            NaN   5.02089                 NaN   18.7334                 NaN   9.23193        45.3859        2.62250        16.8561                 NaN   2.14921     
  1169.98        2500.00                 NaN            NaN   5.02514                 NaN   18.7316                 NaN   9.23808        45.4279        2.62199        16.8757                 NaN   2.07950     
  1168.50        2500.00                 NaN            NaN   5.02936                 NaN   18.7299                 NaN   9.24417        45.4704        2.62147        16.8955                 NaN   2.00918     
  1167.02        2500.00                 NaN            NaN   5.03357                 NaN   18.7282                 NaN   9.25022        45.5132        2.62096        16.9155                 NaN   1.93838     
  1165.54        2500.00                 NaN            NaN   5.03774                 NaN   18.7266                 NaN   9.25625        45.5562        2.62042        16.9356                 NaN   1.86713     
  1164.06        2500.00                 NaN            NaN   5.03896                 NaN   18.7292                 NaN   9.26073        45.5976        2.61987        16.9563                 NaN   1.79734     
  1162.58        2500.00                 NaN            NaN   5.03814                 NaN   18.7348                 NaN   9.26424        45.6379        2.61929        16.9775                 NaN   1.72813     
  1161.11        2500.00                 NaN            NaN   5.03730                 NaN   18.7406                 NaN   9.26787        45.6784        2.61870        16.9989                 NaN   1.65829     
  1159.63        2500.00                 NaN            NaN   5.03640                 NaN   18.7466                 NaN   9.27165        45.7190        2.61808        17.0204                 NaN   1.58789     
  1158.15        2500.00                 NaN            NaN   5.03547                 NaN   18.7529                 NaN   9.27558        45.7598        2.61742        17.0420                 NaN   1.51690     
  1156.67        2500.00                 NaN            NaN   5.03444                 NaN   18.7595                 NaN   9.27964        45.8007        2.61675        17.0638                 NaN   1.44511     
  1155.19        2500.00                 NaN            NaN   5.03337                 NaN   18.7664                 NaN   9.28389        45.8418        2.61604        17.0858                 NaN   1.37265     
  1153.72        2500.00                 NaN            NaN   5.03222                 NaN   18.7737                 NaN   9.28830        45.8829        2.61528        17.1079                 NaN   1.29958     
  1152.24        2500.00                 NaN            NaN  0.776863E-001   4.95756        18.7758                 NaN   9.29325        45.9264        2.61419        17.1304                 NaN   1.22471     
  1150.76        2500.00                 NaN            NaN  0.197019        4.84349        18.7751                 NaN   9.29837        45.9713        2.61293        17.1532                 NaN   1.14856     
  1149.28        2500.00                 NaN            NaN  0.316844        4.72893        18.7743                 NaN   9.30349        46.0167        2.61166        17.1762                 NaN   1.07189     
  1147.80        2500.00                 NaN            NaN  0.436924        4.61412        18.7736                 NaN   9.30862        46.0623        2.61039        17.1993                 NaN  0.994724     
  1146.33        2500.00                 NaN            NaN  0.557123        4.49918        18.7729                 NaN   9.31375        46.1083        2.60910        17.2226                 NaN  0.917044     
  1144.85        2500.00                 NaN            NaN  0.678071        4.38348        18.7722                 NaN   9.31887        46.1547        2.60781        17.2462                 NaN  0.838693     
  1143.37        2500.00                 NaN            NaN  0.799446        4.26737        18.7716                 NaN   9.32399        46.2014        2.60651        17.2699                 NaN  0.759771     
  1141.89        2500.00                 NaN            NaN  0.921123        4.15096        18.7710                 NaN   9.32912        46.2485        2.60520        17.2938                 NaN  0.680364     
  1140.41        2500.00                 NaN            NaN   1.04326        4.03409        18.7703                 NaN   9.33423        46.2960        2.60390        17.3178                 NaN  0.600446     
  1138.94        2500.00                 NaN            NaN   1.16588        3.91675        18.7697                 NaN   9.33934        46.3439        2.60258        17.3421                 NaN  0.519820     
  1137.46        2500.00                 NaN            NaN   1.28892        3.79898        18.7691                 NaN   9.34445        46.3921        2.60126        17.3665                 NaN  0.438596     
  1135.98        2500.00                 NaN            NaN   1.41234        3.68083        18.7686                 NaN   9.34956        46.4407        2.59993        17.3912                 NaN  0.356869     
  1134.50        2500.00                 NaN            NaN   1.53614        3.56230        18.7680                 NaN   9.35467        46.4897        2.59859        17.4160                 NaN  0.274642     
  1133.02        2500.00                 NaN            NaN   1.66027        3.44344        18.7675                 NaN   9.35980        46.5389        2.59724        17.4409                 NaN  0.191904     
  1131.55        2500.00                 NaN            NaN   1.78477        3.32421        18.7671                 NaN   9.36493        46.5884        2.59588        17.4661                 NaN  0.108655     
  1130.07        2500.00                 NaN            NaN   1.90962        3.20462        18.7666                 NaN   9.37007        46.6383        2.59452        17.4913                 NaN  0.248896E-001
  1128.59        2500.00                 NaN            NaN   5.15623                 NaN   18.7004                 NaN   9.36470        46.6844        2.59312        17.5012                 NaN            NaN
  1127.11        2500.00                 NaN            NaN   5.15411                 NaN   18.7120                 NaN   9.37101        46.6721        2.59194        17.4988                 NaN            NaN
  1125.63        2500.00                 NaN            NaN   5.26871                 NaN   18.5563                 NaN   9.36004        46.7628        2.58635        17.4658                 NaN            NaN
  1124.16        2500.00                 NaN            NaN   5.27296                 NaN   18.5536                 NaN   9.36654        46.7579        2.58593        17.4631                 NaN            NaN
  1122.68        2500.00                 NaN            NaN   5.27698                 NaN   18.5502                 NaN   9.37303        46.7535        2.58561        17.4607                 NaN            NaN
  1121.20        2500.00                 NaN            NaN   5.28586                 NaN   18.5322                 NaN   9.37699        46.7590        2.58738        17.4585                 NaN            NaN
  1119.72        2500.00                 NaN            NaN   5.19357                 NaN   18.6855                 NaN   9.39841        46.6587        2.58772        17.4761                 NaN            NaN
  1118.24        2500.00                 NaN            NaN   5.22694                 NaN   18.6328                 NaN   9.39863        46.6858        2.58839        17.4675                 NaN            NaN
  1116.77        2500.00                 NaN            NaN   5.26022                 NaN   18.5802                 NaN   9.39882        46.7128        2.58906        17.4589                 NaN            NaN
  1115.29        2500.00                 NaN            NaN   5.31115                 NaN   18.4945                 NaN   9.39629        46.7614        2.59120        17.4455                 NaN            NaN
  1113.81        2500.00                 NaN            NaN   5.31485                 NaN   18.5001                 NaN   9.40236        46.7507        2.58898        17.4429                 NaN            NaN
  1112.33        2500.00                 NaN            NaN   5.31933                 NaN   18.5002                 NaN   9.40887        46.7444        2.58812        17.4391                 NaN            NaN
  1110.85        2500.00                 NaN            NaN   5.32380                 NaN   18.5003                 NaN   9.41537        46.7380        2.58726        17.4353                 NaN            NaN
  1109.38        2500.00                 NaN            NaN   5.32823                 NaN   18.5007                 NaN   9.42191        46.7314        2.58636        17.4314                 NaN            NaN
  1107.90        2500.00                 NaN            NaN   5.33208                 NaN   18.5032                 NaN   9.42888        46.7235        2.58521        17.4271                 NaN            NaN
  1106.42        2500.00                 NaN            NaN   5.33597                 NaN   18.5057                 NaN   9.43588        46.7155        2.58405        17.4228                 NaN            NaN
  1104.94        2500.00                 NaN            NaN   5.33982                 NaN   18.5085                 NaN   9.44289        46.7075        2.58286        17.4185                 NaN            NaN
  1103.46        2500.00                 NaN            NaN   5.34366                 NaN   18.5113                 NaN   9.44992        46.6993        2.58165        17.4142                 NaN            NaN
  1101.99        2500.00                 NaN            NaN   5.34747                 NaN   18.5143                 NaN   9.45695        46.6911        2.58041        17.4098                 NaN            NaN
  1100.51        2500.00                 NaN            NaN   5.31871                 NaN   18.5990                 NaN   9.48462        46.6254        2.56762        17.4047                 NaN            NaN
  1099.03        2500.00                 NaN            NaN   5.32443                 NaN   18.5936                 NaN   9.48917        46.6215        2.56656        17.4047                 NaN            NaN
  1097.55        2500.00                 NaN            NaN   5.35856                 NaN   18.5230                 NaN   9.47857        46.6658        2.57680        17.3973                 NaN            NaN
  1096.07        2500.00                 NaN            NaN   2.03955        3.29482        18.6322                 NaN   9.50927        46.5880        2.56315        17.3730                 NaN            NaN
  1094.59        2500.00                 NaN            NaN   5.36556                 NaN   18.5308                 NaN   9.49356        46.6483        2.57393        17.3879                 NaN            NaN
  1093.12        2500.00                 NaN            NaN   5.33744                 NaN   18.6032                 NaN   9.51722        46.5902        2.56185        17.3902                 NaN            NaN
  1091.64        2500.00                 NaN            NaN   5.37212                 NaN   18.5354                 NaN   9.50728        46.6325        2.57210        17.3805                 NaN            NaN
  1090.16        2500.00                 NaN            NaN   5.34377                 NaN   18.6092                 NaN   9.53132        46.5738        2.55931        17.3826                 NaN            NaN
  1088.68        2500.00                 NaN            NaN   5.34695                 NaN   18.6124                 NaN   9.53840        46.5654        2.55800        17.3788                 NaN            NaN
  1087.20        2500.00                 NaN            NaN   5.35004                 NaN   18.6158                 NaN   9.54547        46.5571        2.55668        17.3750                 NaN            NaN
  1085.73        2500.00                 NaN            NaN   5.35313                 NaN   18.6195                 NaN   9.55259        46.5485        2.55532        17.3710                 NaN            NaN
  1084.25        2500.00                 NaN            NaN   5.35621                 NaN   18.6230                 NaN   9.55967        46.5400        2.55394        17.3672                 NaN            NaN
  1082.77        2500.00                 NaN            NaN   5.35929                 NaN   18.6270                 NaN   9.56680        46.5312        2.55252        17.3632                 NaN            NaN
  1081.29        2500.00                 NaN            NaN   5.36236                 NaN   18.6310                 NaN   9.57393        46.5224        2.55109        17.3591                 NaN            NaN
  1079.81        2500.00                 NaN            NaN   5.36535                 NaN   18.6352                 NaN   9.58108        46.5136        2.54963        17.3552                 NaN            NaN
  1078.34        2500.00                 NaN            NaN   5.36838                 NaN   18.6396                 NaN   9.58825        46.5046        2.54813        17.3511                 NaN            NaN
  1076.86        2500.00                 NaN            NaN   5.37129                 NaN   18.6442                 NaN   9.59547        46.4955        2.54663        17.3470                 NaN            NaN
  1075.38        2500.00                 NaN            NaN   5.37459                 NaN   18.6509                 NaN   9.60284        46.4849        2.54478        17.3420                 NaN            NaN
  1073.90        2500.00                 NaN            NaN   5.38267                 NaN   18.6431                 NaN   9.60500        46.4821        2.54316        17.3440                 NaN            NaN
  1072.42        2500.00                 NaN            NaN   5.39387                 NaN   18.5888                 NaN   9.59972        46.5186        2.55304        17.3460                 NaN            NaN
  1070.95        2500.00                 NaN            NaN   5.39675                 NaN   18.5941                 NaN   9.60692        46.5091        2.55142        17.3417                 NaN            NaN
  1069.47        2500.00                 NaN            NaN   5.39962                 NaN   18.5995                 NaN   9.61416        46.4995        2.54977        17.3374                 NaN            NaN
  1067.99        2500.00                 NaN            NaN   5.38896                 NaN   18.6778                 NaN   9.63947        46.4369        2.53661        17.3202                 NaN            NaN
  1066.51        2500.00                 NaN            NaN   5.40376                 NaN   18.6076                 NaN   9.62975        46.4806        2.54691        17.3314                 NaN            NaN
  1065.03        2500.00                 NaN            NaN   5.39630                 NaN   18.6842                 NaN   9.65237        46.4199        2.53322        17.3140                 NaN            NaN
  1063.56        2500.00                 NaN            NaN   5.40915                 NaN   18.6204                 NaN   9.64300        46.4619        2.54317        17.3224                 NaN            NaN
  1062.08        2500.00                 NaN            NaN   5.41194                 NaN   18.6267                 NaN   9.65034        46.4517        2.54138        17.3179                 NaN            NaN
  1060.60        2500.00                 NaN            NaN   5.41470                 NaN   18.6332                 NaN   9.65771        46.4415        2.53955        17.3134                 NaN            NaN
  1059.12        2500.00                 NaN            NaN   5.40567                 NaN   18.7147                 NaN   9.68387        46.3763        2.52588        17.2936                 NaN            NaN
  1057.64        2500.00                 NaN            NaN   5.41559                 NaN   18.7025                 NaN   9.68473        46.3758        2.52425        17.2971                 NaN            NaN
  1056.17        2500.00                 NaN            NaN   5.42447                 NaN   18.6563                 NaN   9.68045        46.4082        2.53355        17.2970                 NaN            NaN
  1054.69        2500.00                 NaN            NaN   5.42713                 NaN   18.6636                 NaN   9.68796        46.3974        2.53159        17.2923                 NaN            NaN
  1053.21        2500.00                 NaN            NaN   5.42977                 NaN   18.6710                 NaN   9.69552        46.3866        2.52960        17.2876                 NaN            NaN
  1051.73        2500.00                 NaN            NaN   5.43239                 NaN   18.6786                 NaN   9.70311        46.3755        2.52757        17.2828                 NaN            NaN
  1050.25        2500.00                 NaN            NaN   5.42538                 NaN   18.7496                 NaN   9.72633        46.3158        2.51406        17.2689                 NaN            NaN
  1048.78        2500.00                 NaN            NaN   5.42467                 NaN   18.7645                 NaN   9.73696        46.3013        2.51226        17.2603                 NaN            NaN
  1047.30        2500.00                 NaN            NaN   1.65534        3.79864        18.8610                 NaN   9.83626        46.1658        2.48892        17.1940                 NaN            NaN
  1045.82        2500.00                 NaN            NaN   5.43648                 NaN   18.7559                 NaN   9.74791        46.2907        2.50835        17.2606                 NaN            NaN
  1044.34        2500.00                 NaN            NaN   5.43969                 NaN   18.7700                 NaN   9.75332        46.2770        2.50606        17.2539                 NaN            NaN
  1042.86        2500.00                 NaN            NaN   5.45398                 NaN   18.8610                 NaN   9.83626        46.1658        2.48892        17.1940                 NaN            NaN
  1041.39        2500.00                 NaN            NaN   5.44457                 NaN   18.7890                 NaN   9.76934        46.2524        2.50135        17.2434                 NaN            NaN
  1039.91        2500.00                 NaN            NaN   5.44707                 NaN   18.7982                 NaN   9.77731        46.2401        2.49905        17.2383                 NaN            NaN
  1038.43        2500.00                 NaN            NaN   5.44942                 NaN   18.8079                 NaN   9.78545        46.2275        2.49666        17.2330                 NaN            NaN
  1036.95        2500.00                 NaN            NaN   5.45182                 NaN   18.8179                 NaN   9.79358        46.2148        2.49424        17.2276                 NaN            NaN
  1035.47        2500.00                 NaN            NaN   5.45420                 NaN   18.8281                 NaN   9.80175        46.2020        2.49177        17.2222                 NaN            NaN
  1034.00        2500.00                 NaN            NaN   5.45657                 NaN   18.8384                 NaN   9.80997        46.1890        2.48927        17.2167                 NaN            NaN
  1032.52        2500.00                 NaN            NaN   5.45872                 NaN   18.8498                 NaN   9.81812        46.1756        2.48658        17.2111                 NaN            NaN
  1031.04        2500.00                 NaN            NaN   5.46125                 NaN   18.8596                 NaN   9.82654        46.1627        2.48418        17.2057                 NaN            NaN
  1029.56        2500.00                 NaN            NaN   5.46358                 NaN   18.8705                 NaN   9.83491        46.1493        2.48157        17.2001                 NaN            NaN
  1028.08        2500.00                 NaN            NaN   5.46590                 NaN   18.8817                 NaN   9.84333        46.1358        2.47892        17.1944                 NaN            NaN
  1026.60        2500.00                 NaN            NaN   5.46778                 NaN   18.8943                 NaN   9.85206        46.1211        2.47604        17.1887                 NaN            NaN
  1025.13        2500.00                 NaN            NaN   5.47052                 NaN   18.9046                 NaN   9.86034        46.1082        2.47350        17.1829                 NaN            NaN
  1023.65        2500.00                 NaN            NaN   5.47279                 NaN   18.9163                 NaN   9.86892        46.0942        2.47074        17.1770                 NaN            NaN
  1022.17        2500.00                 NaN            NaN   5.47499                 NaN   18.9281                 NaN   9.87750        46.0802        2.46797        17.1713                 NaN            NaN
  1020.69        2500.00                 NaN            NaN   5.47559                 NaN   18.9451                 NaN   9.88773        46.0630        2.46488        17.1636                 NaN            NaN
  1019.21        2500.00                 NaN            NaN   5.48695                 NaN   18.9083                 NaN   9.88378        46.0889        2.47247        17.1596                 NaN            NaN
  1017.74        2500.00                 NaN            NaN   5.48096                 NaN   18.9680                 NaN   9.90436        46.0347        2.45890        17.1530                 NaN            NaN
  1016.26        2500.00                 NaN            NaN   5.49592                 NaN   18.9517                 NaN   9.90628        46.0450        2.46412        17.1369                 NaN            NaN
  1014.78        2500.00                 NaN            NaN   5.48513                 NaN   18.9920                 NaN   9.92175        46.0063        2.45317        17.1416                 NaN            NaN
  1013.30        2500.00                 NaN            NaN   5.48518                 NaN   19.0143                 NaN   9.93363        45.9857        2.44957        17.1316                 NaN            NaN
  1011.82        2500.00                 NaN            NaN   5.49019                 NaN   19.0182                 NaN   9.93944        45.9757        2.44684        17.1295                 NaN            NaN
  1010.35        2500.00                 NaN            NaN   5.49226                 NaN   19.0325                 NaN   9.94863        45.9598        2.44360        17.1231                 NaN            NaN
  1008.87        2500.00                 NaN            NaN   5.49318                 NaN   19.0514                 NaN   9.95930        45.9410        2.43998        17.1152                 NaN            NaN
  1007.39        2500.00                 NaN            NaN   5.49105                 NaN   19.0793                 NaN   9.97319        45.9173        2.43623        17.1029                 NaN            NaN
  1005.91        2500.00                 NaN            NaN   5.50018                 NaN   19.0188                 NaN   9.96151        45.9588        2.44464        17.1161                 NaN            NaN
  1004.43        2500.00                 NaN            NaN   5.50079                 NaN   19.0240                 NaN   9.96858        45.9520        2.44399        17.1107                 NaN            NaN
  1002.96        2500.00                 NaN            NaN   5.50275                 NaN   19.0399                 NaN   9.97823        45.9348        2.44048        17.1038                 NaN            NaN
  1001.48        2500.00                 NaN            NaN   5.50468                 NaN   19.0561                 NaN   9.98797        45.9175        2.43690        17.0968                 NaN            NaN
  1000.00        2500.00                 NaN            NaN   5.50658                 NaN   19.0727                 NaN   9.99782        45.8998        2.43327        17.0898                 NaN            NaN
