|6.6.6
Archiving\03_Data\frac/QFM_m1.75/TAY13/TAY13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1558.90        2500.00        98.9807                 NaN            NaN            NaN  0.131719                 NaN  0.887535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.2104                 NaN            NaN            NaN  0.107939                 NaN  0.681662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1159                 NaN            NaN            NaN  0.120438                 NaN  0.763674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1253                 NaN            NaN            NaN  0.115541                 NaN  0.759197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1353                 NaN            NaN            NaN  0.120321                 NaN  0.744387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1566                 NaN            NaN            NaN  0.111363                 NaN  0.732071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1588                 NaN            NaN            NaN  0.108894                 NaN  0.732336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1700                 NaN            NaN            NaN  0.107231                 NaN  0.722756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1804                 NaN            NaN            NaN  0.105319                 NaN  0.714293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1913                 NaN            NaN            NaN  0.103736                 NaN  0.704980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2011                 NaN            NaN            NaN  0.100238                 NaN  0.698650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2096                 NaN            NaN            NaN  0.978735E-001            NaN  0.692518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2196                 NaN            NaN            NaN  0.958126E-001            NaN  0.684609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2298                 NaN            NaN            NaN  0.942036E-001            NaN  0.675991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2361                 NaN            NaN            NaN  0.897694E-001            NaN  0.674153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2469                 NaN            NaN            NaN  0.906770E-001            NaN  0.662421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2548                 NaN            NaN            NaN  0.884840E-001            NaN  0.656736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2640                 NaN            NaN            NaN  0.895051E-001            NaN  0.646489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2733                 NaN            NaN            NaN  0.828171E-001            NaN  0.643877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2722                 NaN            NaN            NaN  0.769717E-001            NaN  0.650799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2876                 NaN            NaN            NaN  0.768859E-001            NaN  0.635529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2867                 NaN            NaN            NaN  0.704407E-001            NaN  0.642817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.3009                 NaN            NaN            NaN  0.782464E-001            NaN  0.620869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.3099                 NaN            NaN            NaN  0.693117E-001            NaN  0.620762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2952                 NaN            NaN            NaN  0.761444E-001            NaN  0.628627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.3444                 NaN            NaN            NaN  0.647564E-001            NaN  0.590803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.3283                 NaN            NaN            NaN  0.672740E-001            NaN  0.604417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.3345                 NaN            NaN            NaN  0.651641E-001            NaN  0.600350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.3384                 NaN            NaN            NaN  0.610281E-001            NaN  0.600523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.3061                 NaN            NaN            NaN  0.668505E-001            NaN  0.627042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2932                 NaN            NaN            NaN  0.203178E-002            NaN  0.152373       0.552427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1939                 NaN            NaN            NaN            NaN            NaN  0.501256E-001  0.755931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1949                 NaN            NaN            NaN            NaN            NaN  0.756572E-002  0.797574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1965                 NaN            NaN            NaN            NaN            NaN            NaN  0.803534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1970                 NaN            NaN            NaN            NaN            NaN            NaN  0.803015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1944                 NaN            NaN            NaN            NaN            NaN            NaN  0.805569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1963                 NaN            NaN            NaN            NaN            NaN            NaN  0.803708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.1950                 NaN            NaN            NaN            NaN            NaN            NaN  0.805024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.1919                 NaN            NaN            NaN            NaN            NaN            NaN  0.808144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.1841                 NaN            NaN            NaN            NaN            NaN            NaN  0.815948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.1867                 NaN            NaN            NaN            NaN            NaN            NaN  0.813277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.1736                 NaN            NaN            NaN            NaN            NaN            NaN  0.826423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.1600                 NaN            NaN            NaN            NaN            NaN            NaN  0.840049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        99.1366                 NaN            NaN            NaN            NaN            NaN            NaN  0.863443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        99.1240                 NaN            NaN            NaN            NaN            NaN            NaN  0.876048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.9541                 NaN            NaN            NaN            NaN            NaN            NaN  0.448326       0.597558                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8179                 NaN            NaN            NaN            NaN            NaN            NaN  0.284320       0.897802                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.8296                 NaN            NaN            NaN            NaN            NaN            NaN  0.890247       0.280111                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8427                 NaN            NaN            NaN            NaN            NaN            NaN  0.878943       0.278335                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8551                 NaN            NaN            NaN            NaN            NaN            NaN  0.276474       0.868420                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8657                 NaN            NaN            NaN            NaN            NaN            NaN  0.859604       0.274734                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8781                 NaN            NaN            NaN            NaN            NaN            NaN  0.272665       0.849264                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8884                 NaN            NaN            NaN            NaN            NaN            NaN  0.842178       0.269461                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8973                 NaN            NaN            NaN            NaN            NaN            NaN  0.267876       0.834852                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.9069                 NaN            NaN            NaN            NaN            NaN            NaN  0.827726       0.265398                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.9177                 NaN            NaN            NaN            NaN            NaN            NaN  0.818409       0.263939                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.9259                 NaN            NaN            NaN            NaN            NaN            NaN  0.261628       0.812497                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.9341                 NaN            NaN            NaN            NaN            NaN            NaN  0.806469       0.259471                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.9432                 NaN            NaN            NaN  0.129948E-005            NaN            NaN  0.799291       0.257525                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.4311                 NaN            NaN            NaN  0.704670E-001            NaN            NaN  0.805052       0.398953                 NaN            NaN  0.294429                 NaN            NaN            NaN
  1408.52        2500.00        97.3172                 NaN            NaN            NaN  0.432033                 NaN            NaN  0.327478       0.952403                 NaN            NaN  0.970920                 NaN            NaN            NaN
  1406.02        2500.00        97.3890                 NaN            NaN            NaN  0.429672                 NaN            NaN  0.937590       0.297739                 NaN            NaN  0.945979                 NaN            NaN            NaN
  1403.51        2500.00        97.4559                 NaN            NaN            NaN  0.428393                 NaN            NaN  0.924147       0.268591                 NaN            NaN  0.923004                 NaN            NaN            NaN
  1401.00        2500.00        97.5194                 NaN            NaN            NaN  0.426506                 NaN            NaN  0.912654       0.240436                 NaN            NaN  0.900995                 NaN            NaN            NaN
  1398.50        2500.00        97.5823                 NaN            NaN            NaN  0.424008                 NaN            NaN  0.901811       0.212828                 NaN            NaN  0.879085                 NaN            NaN            NaN
  1395.99        2500.00        97.6426                 NaN            NaN            NaN  0.421968                 NaN            NaN  0.889768       0.187563                 NaN            NaN  0.858097                 NaN            NaN            NaN
  1393.48        2500.00        97.7006                 NaN            NaN            NaN  0.419791                 NaN            NaN  0.162522       0.879359                 NaN            NaN  0.837707                 NaN            NaN            NaN
  1390.98        2500.00        97.7585                 NaN            NaN            NaN  0.417704                 NaN            NaN  0.865038       0.141105                 NaN            NaN  0.817697                 NaN            NaN            NaN
  1388.47        2500.00        97.8125                 NaN            NaN            NaN  0.414568                 NaN            NaN  0.855995       0.118428                 NaN            NaN  0.798524                 NaN            NaN            NaN
  1385.96        2500.00        97.8635                 NaN            NaN            NaN  0.412255                 NaN            NaN  0.847086       0.965769E-001            NaN            NaN  0.780627                 NaN            NaN            NaN
  1383.46        2500.00        97.9143                 NaN            NaN            NaN  0.409401                 NaN            NaN  0.773826E-001  0.836499                 NaN            NaN  0.762464                 NaN            NaN            NaN
  1380.95        2500.00        97.9610                 NaN            NaN            NaN  0.406405                 NaN            NaN  0.826652       0.600348E-001            NaN            NaN  0.745887                 NaN            NaN            NaN
  1378.45        2500.00        98.0032                 NaN            NaN            NaN  0.406936                 NaN            NaN  0.820387       0.368204E-001            NaN            NaN  0.732660                 NaN            NaN            NaN
  1375.94        2500.00        98.0675                 NaN            NaN            NaN  0.395938                 NaN            NaN  0.803851       0.263307E-001            NaN            NaN  0.706376                 NaN            NaN            NaN
  1373.43        2500.00        98.0986                 NaN            NaN            NaN  0.396556                 NaN            NaN  0.106882E-001  0.797774                 NaN            NaN  0.696410                 NaN            NaN            NaN
  1370.93        2500.00        98.1411                 NaN            NaN            NaN  0.391173                 NaN            NaN  0.787276                 NaN            NaN            NaN  0.680491                 NaN            NaN            NaN
  1368.42        2500.00        98.1751                 NaN            NaN            NaN  0.380396                 NaN            NaN  0.767831       0.987217E-002            NaN            NaN  0.666768                 NaN            NaN            NaN
  1365.91        2500.00        98.2186                 NaN            NaN            NaN  0.372441                 NaN            NaN  0.752116       0.674275E-002            NaN            NaN  0.650095                 NaN            NaN            NaN
  1363.41        2500.00        98.2554                 NaN            NaN            NaN  0.367447                 NaN            NaN  0.740751                 NaN            NaN            NaN  0.636385                 NaN            NaN            NaN
  1360.90        2500.00        98.2927                 NaN            NaN            NaN  0.362270                 NaN            NaN  0.722584                 NaN            NaN            NaN  0.622462                 NaN            NaN            NaN
  1358.40        2500.00        98.3279                 NaN            NaN            NaN  0.355680                 NaN            NaN  0.707527                 NaN            NaN            NaN  0.608903                 NaN            NaN            NaN
  1355.89        2500.00        98.3623                 NaN            NaN            NaN  0.348452                 NaN            NaN  0.693766                 NaN            NaN            NaN  0.595483                 NaN            NaN            NaN
  1353.38        2500.00        98.3945                 NaN            NaN            NaN  0.340981                 NaN            NaN  0.681855                 NaN            NaN            NaN  0.582669                 NaN            NaN            NaN
  1350.88        2500.00        98.4278                 NaN            NaN            NaN  0.333331                 NaN            NaN  0.669154                 NaN            NaN            NaN  0.569720                 NaN            NaN            NaN
  1348.37        2500.00        98.4479                 NaN            NaN            NaN  0.338118                 NaN            NaN  0.650566                 NaN            NaN            NaN  0.563445                 NaN            NaN            NaN
  1345.86        2500.00        98.5000                 NaN            NaN            NaN  0.320082                 NaN            NaN  0.638765                 NaN            NaN            NaN  0.541176                 NaN            NaN            NaN
  1343.36        2500.00        98.4619                 NaN            NaN            NaN  0.341533                 NaN            NaN  0.621310                 NaN            NaN            NaN  0.575241                 NaN            NaN            NaN
  1340.85        2500.00        98.5909                 NaN            NaN            NaN  0.272759                 NaN            NaN  0.652757                 NaN            NaN            NaN  0.483608                 NaN            NaN            NaN
  1338.35        2500.00        98.5789                 NaN            NaN            NaN  0.303037                 NaN            NaN  0.607335                 NaN            NaN            NaN  0.510758                 NaN            NaN            NaN
  1335.84        2500.00        98.6045                 NaN            NaN            NaN  0.295342                 NaN            NaN  0.600015                 NaN            NaN            NaN  0.500169                 NaN            NaN            NaN
  1333.33        2500.00        98.6318                 NaN            NaN            NaN  0.287531                 NaN            NaN  0.591348                 NaN            NaN            NaN  0.489297                 NaN            NaN            NaN
  1330.83        2500.00        98.6607                 NaN            NaN            NaN  0.284497                 NaN            NaN  0.576239                 NaN            NaN            NaN  0.478554                 NaN            NaN            NaN
  1328.32        2500.00        98.6818                 NaN            NaN            NaN  0.281963                 NaN            NaN  0.565430                 NaN            NaN            NaN  0.470838                 NaN            NaN            NaN
  1325.81        2500.00        98.7139                 NaN            NaN            NaN  0.268175                 NaN            NaN  0.561240                 NaN            NaN            NaN  0.456695                 NaN            NaN            NaN
  1323.31        2500.00        98.7343                 NaN            NaN            NaN  0.264360                 NaN            NaN  0.552375                 NaN            NaN            NaN  0.448942                 NaN            NaN            NaN
  1320.80        2500.00        98.7574                 NaN            NaN            NaN  0.255822                 NaN            NaN  0.547483                 NaN            NaN            NaN  0.439290                 NaN            NaN            NaN
  1318.30        2500.00        98.7829                 NaN            NaN            NaN  0.252259                 NaN            NaN  0.535007                 NaN            NaN            NaN  0.429787                 NaN            NaN            NaN
  1315.79        2500.00        98.8039                 NaN            NaN            NaN  0.244532                 NaN            NaN  0.530492                 NaN            NaN            NaN  0.421028                 NaN            NaN            NaN
  1313.28        2500.00        98.8269                 NaN            NaN            NaN  0.239086                 NaN            NaN  0.521896                 NaN            NaN            NaN  0.412073                 NaN            NaN            NaN
  1310.78        2500.00        98.8456                 NaN            NaN            NaN  0.229700                 NaN            NaN  0.520978                 NaN            NaN            NaN  0.403770                 NaN            NaN            NaN
  1308.27        2500.00        98.8679                 NaN            NaN            NaN  0.225188                 NaN            NaN  0.511859                 NaN            NaN            NaN  0.395069                 NaN            NaN            NaN
  1305.76        2500.00        98.8880                 NaN            NaN            NaN  0.217754                 NaN            NaN  0.507193                 NaN            NaN            NaN  0.387015                 NaN            NaN            NaN
  1303.26        2500.00        98.9090                 NaN            NaN            NaN  0.213302                 NaN            NaN  0.498864                 NaN            NaN            NaN  0.378815                 NaN            NaN            NaN
  1300.75        2500.00        84.5631                 NaN            NaN            NaN  0.926613                 NaN            NaN  0.371182        2.72121                 NaN            NaN   2.20695        9.21091                 NaN            NaN
  1298.25        2500.00        82.4492                 NaN            NaN            NaN  0.637300                 NaN            NaN   2.15510        1.88552                 NaN            NaN   2.46447        10.4084                 NaN            NaN
  1295.74        2500.00        83.8985                 NaN            NaN            NaN  0.494291                 NaN            NaN   3.90313                 NaN            NaN            NaN   2.28159        9.42248                 NaN            NaN
  1293.23        2500.00        85.2970                 NaN            NaN            NaN  0.401457                 NaN            NaN   3.69273                 NaN            NaN            NaN   2.09841        8.51037                 NaN            NaN
  1290.73        2500.00        86.4104                 NaN            NaN            NaN  0.304584                 NaN            NaN   3.56029                 NaN            NaN            NaN   1.95231        7.77243                 NaN            NaN
  1288.22        2500.00        87.3390                 NaN            NaN            NaN  0.214913                 NaN            NaN   3.46514                 NaN            NaN            NaN   1.82888        7.15204                 NaN            NaN
  1285.71        2500.00        88.1093                 NaN            NaN            NaN  0.119990                 NaN            NaN   3.41723                 NaN            NaN            NaN   1.72433        6.62912                 NaN            NaN
  1283.21        2500.00        86.3186                 NaN            NaN            NaN  0.174723                 NaN            NaN   3.71040                 NaN            NaN            NaN   1.99595        7.63577       0.164545                 NaN
  1280.70        2500.00        86.2073                 NaN            NaN            NaN  0.220358                 NaN            NaN   3.63914                 NaN            NaN            NaN   2.02189        7.67621       0.235114                 NaN
  1278.20        2500.00        87.4764                 NaN            NaN            NaN  0.163226                 NaN            NaN   3.39968                 NaN            NaN            NaN   1.84052        6.91213       0.208005                 NaN
  1275.69        2500.00        87.5188                 NaN            NaN            NaN  0.660270                 NaN            NaN   2.62801                 NaN            NaN            NaN   1.90782        7.05018       0.234956                 NaN
  1273.18        2500.00        86.7627                 NaN            NaN            NaN  0.609713                 NaN            NaN   2.87939       0.209437                 NaN            NaN   2.01994        7.29248       0.226382                 NaN
  1270.68        2500.00        92.5715                 NaN            NaN            NaN  0.214971E-005            NaN            NaN   2.26529                 NaN            NaN            NaN   1.08768        3.96134       0.114201                 NaN
  1268.17        2500.00        87.3995                 NaN            NaN            NaN            NaN            NaN            NaN   1.47810        2.35837                 NaN            NaN   1.95041        6.63100       0.182636                 NaN
  1265.66        2500.00        97.8592                 NaN            NaN            NaN            NaN            NaN            NaN  0.256278                 NaN            NaN            NaN  0.134287        1.68653       0.637037E-001            NaN
  1263.16        2500.00        92.7504                 NaN            NaN            NaN            NaN            NaN            NaN   1.71846       0.824521                 NaN            NaN   1.14431        3.48687       0.754676E-001            NaN
  1260.65        2500.00        93.5177                 NaN            NaN            NaN            NaN            NaN            NaN   1.60364       0.272957                 NaN            NaN  0.927512        3.54973       0.128460                 NaN
  1258.15        2500.00        91.7273                 NaN            NaN            NaN            NaN            NaN            NaN   2.38000                 NaN            NaN            NaN   1.12673        4.62158       0.144348                 NaN
  1255.64        2500.00        95.9605                 NaN            NaN            NaN            NaN            NaN            NaN   1.30592                 NaN            NaN            NaN  0.675252        2.03874       0.196028E-001            NaN
  1253.13        2500.00        94.7212                 NaN            NaN            NaN            NaN            NaN            NaN   1.54158                 NaN            NaN            NaN  0.788053        2.87609       0.730611E-001            NaN
  1250.63        2500.00        94.9444                 NaN            NaN            NaN            NaN            NaN            NaN   1.37274                 NaN            NaN            NaN  0.703994        2.89404       0.848094E-001            NaN
  1248.12        2500.00        92.3996                 NaN            NaN            NaN            NaN            NaN            NaN   2.18452                 NaN            NaN            NaN   1.20531        4.09318       0.117440                 NaN
  1245.61        2500.00        99.0624                 NaN            NaN            NaN            NaN            NaN            NaN  0.202292                 NaN            NaN            NaN  0.107902       0.627448                 NaN            NaN
  1243.11        2500.00        95.6468                 NaN            NaN            NaN            NaN            NaN            NaN   1.34911                 NaN            NaN            NaN  0.635017        2.32098       0.481396E-001            NaN
  1240.60        2500.00        96.0092                 NaN            NaN            NaN            NaN            NaN            NaN   1.14127                 NaN            NaN            NaN  0.583094        2.21419       0.522607E-001            NaN
  1238.10        2500.00        95.8612                 NaN            NaN            NaN            NaN            NaN            NaN  0.698649       0.370257                 NaN            NaN  0.518418        2.47443       0.770843E-001            NaN
  1235.59        2500.00        96.9929                 NaN            NaN            NaN            NaN            NaN            NaN  0.943218                 NaN            NaN            NaN  0.489678        1.54822       0.259757E-001            NaN
  1233.08        2500.00        96.6926                 NaN            NaN            NaN            NaN            NaN            NaN  0.899594                 NaN            NaN            NaN  0.475897        1.89049       0.414714E-001            NaN
  1230.58        2500.00        85.7377                 NaN            NaN            NaN            NaN            NaN            NaN   1.24124       0.893408                 NaN            NaN   1.42252        6.44010       0.952786E-001   4.16975     
  1228.07        2500.00        46.8954                 NaN            NaN            NaN            NaN            NaN            NaN   2.50142        4.31578                 NaN            NaN   4.69970        24.2038       0.336235        17.0477     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.2927        1.72121                 NaN            NaN   8.49440        46.3380       0.629832        32.5239     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.52042        7.05797       0.436123                 NaN   8.48472        46.3409       0.632152        32.5277     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.52698        7.00683       0.482822                 NaN   8.49216        46.3307       0.631278        32.5293     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.94087        4.53771       0.540154                 NaN   8.49953        46.3205       0.630408        32.5309     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.86314        4.55687       0.600143                 NaN   8.50797        46.3101       0.629589        32.5322     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.57154        6.76693       0.684416                 NaN   8.51405        46.3003       0.628685        32.5341     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.51923        7.50884                 NaN            NaN   8.51587        46.2895       0.629064        32.5375     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.59198        2.46481       0.192026E-004            NaN   8.52847        46.2195       0.628260        32.5670     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.59365        2.46445                 NaN            NaN   8.53458        46.2113       0.627579        32.5685     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.59504        2.46437       0.205117E-004            NaN   8.54069        46.2030       0.626890        32.5700     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.71406        6.11015        1.20901                 NaN   8.54921        46.2507       0.624429        32.5424     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.85608        3.21822                 NaN            NaN   8.57248        46.1854       0.614573        32.5533     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.84078        8.20829                 NaN            NaN   8.57820        46.2134       0.616764        32.5426     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1011                 NaN            NaN            NaN   8.60504        46.1266       0.608189        32.5591     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.85986        5.72607        1.46564                 NaN   8.57895        46.1998       0.618418        32.5512     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1065                 NaN            NaN            NaN   8.62095        46.1040       0.606113        32.5624     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0944                 NaN            NaN            NaN   8.62319        46.1134       0.608408        32.5606     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1123                 NaN            NaN            NaN   8.63679        46.0814       0.603880        32.5656     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1151                 NaN            NaN            NaN   8.64467        46.0702       0.602771        32.5673     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1025                 NaN            NaN            NaN   8.64770        46.0792       0.605229        32.5654     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1211                 NaN            NaN            NaN   8.66065        46.0471       0.600481        32.5707     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.15785        3.02238       0.845864       0.184158E-003   8.59203        46.1988       0.622459        32.5605     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.06627        3.02605       0.931068                 NaN   8.60203        46.1911       0.622586        32.5609     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.47052        3.28599       0.265489       0.112986E-003   8.60044        46.1919       0.622929        32.5626     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.66112        3.36196       0.121277E-004            NaN   8.60678        46.1833       0.622331        32.5645     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.91215        7.18166                 NaN            NaN   8.67298        46.0574       0.604766        32.5711     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.64498        3.38437       0.533171E-003            NaN   8.62133        46.1599       0.620386        32.5685     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.77083        8.33216                 NaN            NaN   8.69000        46.0296       0.602175        32.5752     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.63118        3.40955                 NaN            NaN   8.63282        46.1348       0.617303        32.5743     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1401                 NaN            NaN            NaN   8.72237        45.9596       0.592696        32.5852     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.50575        9.21666        1.35811                 NaN   8.67228        46.0428       0.611159        32.5933     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.23632        7.88398                 NaN            NaN   8.71728        45.9818       0.596593        32.5840     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.79041        9.30109        1.00110                 NaN   8.69055        46.0085       0.608397        32.6000     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.90046        9.32990       0.867892                 NaN   8.69775        45.9937       0.607038        32.6033     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.00645        9.33769       0.757437                 NaN   8.70629        45.9802       0.606139        32.6058     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.09378        9.35919       0.652971                 NaN   8.71305        45.9674       0.605019        32.6086     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.16561        9.37606       0.568391                 NaN   8.72056        45.9544       0.603876        32.6112     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.23198        9.38998       0.492086                 NaN   8.72791        45.9416       0.602754        32.6137     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.30848        2.77819                 NaN            NaN   8.71685        45.9966       0.603304        32.5965     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.14757        2.93957                 NaN            NaN   8.72058        45.9907       0.603034        32.5986     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.25215        2.84069                 NaN            NaN   8.72974        45.9748       0.601520        32.6011     
