|6.6.6
Archiving\03_Data\frac/QFM_m1.75/TAY13/TAY13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5048        3.76186                 NaN            NaN   8.86075        42.9898        1.04464        30.8381     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.539213        15.8492                 NaN            NaN   8.94327        42.8246       0.998107        30.8456     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4636        5.78090                 NaN            NaN   8.81986        43.0287        1.06074        30.8462     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.38974        13.9691                 NaN            NaN   8.93537        42.8514        1.00828        30.8461     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.02882        4.19948        4.05616                 NaN   8.86307        42.9665        1.04187        30.8441     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.95206        4.14532        4.18922                 NaN   8.86934        42.9585        1.04075        30.8448     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.691749        10.4891        5.08803       0.781388E-005   8.84231        42.9847        1.05298        30.8511     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4487       0.965052                 NaN            NaN   8.99202        42.7615       0.984561        30.8481     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.58333        4.71939        3.99783                 NaN   8.88558        42.9302        1.03573        30.8479     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.01051        3.50260        4.79396                 NaN   8.89056        42.9190        1.03354        30.8498     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0203        3.52285        1.74935                 NaN   8.87988        42.9123        1.04874        30.8665     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4700        1.95072                 NaN            NaN   9.00673        42.7375       0.982328        30.8527     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1838        3.18733                 NaN            NaN   8.91933        42.8279        1.02550        30.8561     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5289        1.89789                 NaN            NaN   9.02093        42.7196       0.978917        30.8538     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5566        1.87855                 NaN            NaN   9.02855        42.7049       0.975751        30.8557     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3083        4.00977                 NaN            NaN   8.97793        42.8360        1.02125        30.8467     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9379        3.45221                 NaN            NaN   8.93307        42.7926        1.02170        30.8625     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.24238        13.1829                 NaN            NaN   8.93927        42.7343        1.01868        30.8824     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1998        4.14546                 NaN            NaN   8.97710        42.8115        1.01188        30.8543     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1963        4.15344                 NaN            NaN   8.98333        42.8016        1.01003        30.8553     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4667        3.88139                 NaN            NaN   9.03337        42.7621        1.00524        30.8512     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1835        4.17454                 NaN            NaN   8.99549        42.7827        1.00646        30.8573     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1448        4.21740                 NaN            NaN   9.00107        42.7734        1.00494        30.8584     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98607        13.4678                 NaN            NaN   9.06740        42.6455       0.967844        30.8654     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1235        4.24628                 NaN            NaN   9.01474        42.7544        1.00081        30.8603     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.82483        12.5730                 NaN            NaN   9.03441        42.6997       0.994660        30.8734     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.92155        12.4688                 NaN            NaN   9.03854        42.7010       0.996388        30.8737     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.93617        12.4625                 NaN            NaN   9.04391        42.6895       0.992972        30.8750     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.95700        12.4459                 NaN            NaN   9.04967        42.6807       0.991015        30.8757     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.98093        12.4255                 NaN            NaN   9.05647        42.6715       0.989291        30.8764     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.00073        12.4095                 NaN            NaN   9.06239        42.6629       0.987486        30.8770     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2476        4.32659                 NaN            NaN   9.13591        42.4526       0.935471        30.9018     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3075        4.26758                 NaN            NaN   9.13694        42.4499       0.935383        30.9027     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3606        4.21540                 NaN            NaN   9.13796        42.4472       0.935263        30.9035     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4094        4.16761                 NaN            NaN   9.13900        42.4445       0.935126        30.9043     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4541        4.12389                 NaN            NaN   9.14003        42.4418       0.934973        30.9051     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4960        4.08307                 NaN            NaN   9.14108        42.4391       0.934813        30.9059     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5348        4.04540                 NaN            NaN   9.14211        42.4364       0.934641        30.9067     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5712        4.01006                 NaN            NaN   9.14316        42.4337       0.934460        30.9075     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6058        3.97651                 NaN            NaN   9.14421        42.4310       0.934266        30.9082     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9240        3.59392                 NaN            NaN   9.16355        42.4897       0.941961        30.8868     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9270        3.59846                 NaN            NaN   9.17039        42.4771       0.938617        30.8885     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.62349        12.9065                 NaN            NaN   9.17630        42.4670       0.936839        30.8899     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7273        3.85973                 NaN            NaN   9.14847        42.4199       0.933439        30.9112     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6680        3.85965                 NaN            NaN   9.17832        42.4641       0.938297        30.8916     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7615        3.77627                 NaN            NaN   9.18965        42.4447       0.933979        30.8939     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.89029        12.6485                 NaN            NaN   9.19184        42.4391       0.934193        30.8960     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8300        3.76180                 NaN            NaN   9.15263        42.4088       0.932612        30.9141     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8530        3.73985                 NaN            NaN   9.15369        42.4063       0.932393        30.9148     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.83207        12.7281                 NaN            NaN   9.21568        42.3986       0.925418        30.9002     
