|6.6.6
Archiving\03_Data\DeqLP/QFM_m4.5/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1673.08        500.000        52.1514                 NaN   47.2968       0.551813                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        51.6730                 NaN   47.7703       0.556781                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        51.1944                 NaN   48.2439       0.561751                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        50.7371                 NaN   48.6940       0.568864                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        50.2797                 NaN   49.1443       0.575980                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        49.8222                 NaN   49.5947       0.583098                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        49.3645                 NaN   50.0453       0.590220                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        48.9068                 NaN   50.4959       0.597343                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        48.4489                 NaN   50.9466       0.604470                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        47.9910                 NaN   51.3974       0.611598                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        47.5329                 NaN   51.8484       0.618730                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        47.0713                 NaN   52.3012       0.627441                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        46.6097                 NaN   52.7542       0.636156                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        46.1479                 NaN   53.2072       0.644874                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        45.6861                 NaN   53.6603       0.653596                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        45.3970                 NaN   53.9472       0.655817                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        45.1078                 NaN   54.2342       0.658038                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        44.4051                 NaN   54.4948       0.660192       0.439877                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        43.2519                 NaN   54.5779       0.658259        1.51195                 NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        42.3493                 NaN   54.6408       0.653312        2.35658                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        41.4447                 NaN   54.7039       0.648353        3.20300                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        40.5384                 NaN   54.7670       0.643383        4.05123                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        39.6302                 NaN   54.8302       0.638401        4.90126                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        38.7201                 NaN   54.8934       0.633408        5.75310                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        37.8081                 NaN   54.9567       0.628403        6.60675                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        36.8944                 NaN   55.0200       0.623387        7.46221                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        35.9787                 NaN   55.0834       0.618359        8.31949                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        35.2783                 NaN   55.1188       0.612687        8.99020                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        34.5768                 NaN   55.1541       0.607005        9.66203                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        33.8742                 NaN   55.1895       0.601313        10.3350                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        33.1705                 NaN   55.2249       0.595611        11.0090                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        32.4656                 NaN   55.2603       0.589898        11.6842                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        31.7597                 NaN   55.2957       0.584176        12.3605                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        31.0526                 NaN   55.3310       0.578443        13.0379                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        30.3444                 NaN   55.3664       0.572701        13.7165                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        29.7756                 NaN   55.3871       0.566031        14.2713                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        29.2060                 NaN   55.4077       0.559353        14.8270                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        28.6357                 NaN   55.4283       0.552664        15.3834                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        28.0647                 NaN   55.4489       0.545966        15.9405                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        27.4929                 NaN   55.4695       0.539258        16.4984                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        26.9204                 NaN   55.4900       0.532541        17.0570                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        26.3471                 NaN   55.5106       0.525814        17.6164                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        25.7732                 NaN   55.5312       0.519077        18.1766                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        25.2865                 NaN   55.5457       0.511086        18.6567                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        24.7993                 NaN   55.5601       0.503085        19.1374                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        24.3116                 NaN   55.5746       0.495074        19.6187                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        23.8234                 NaN   55.5891       0.487053        20.1005                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        23.3346                 NaN   55.6035       0.479022        20.5829                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        22.8453                 NaN   55.6179       0.470981        21.0658                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        22.3554                 NaN   55.6324       0.462930        21.5493                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        21.8650                 NaN   55.6468       0.454870        22.0334                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        21.4372                 NaN   55.6596       0.445842        22.4574                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        21.0089                 NaN   55.6724       0.436804        22.8819                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        20.5803                 NaN   55.6852       0.427756        23.3068                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        20.1513                 NaN   55.6980       0.418699        23.7321                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        19.7218                 NaN   55.7107       0.409631        24.1578                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        19.2920                 NaN   55.7235       0.400554        24.5840                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        18.8617                 NaN   55.7363       0.391468        25.0106                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        18.4310                 NaN   55.7490       0.382371        25.4376                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        18.0251                 NaN   55.7636       0.371974        25.8394                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        17.6187                 NaN   55.7782       0.361565        26.2415                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        17.2121                 NaN   55.7927       0.351146        26.6441                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        16.8050                 NaN   55.8073       0.340716        27.0470                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        16.4137                 NaN   55.8233       0.330179        27.4328                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        16.0220                 NaN   55.8393       0.319631        27.8190                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        15.4268                 NaN   55.8598       0.317791        28.0273       0.368301                 NaN            NaN            NaN            NaN
  1461.54        500.000        14.8162                 NaN   55.8809       0.319688        28.1690       0.814198                 NaN            NaN            NaN            NaN
  1458.33        500.000        14.2331                 NaN   55.8923       0.323828        28.3037        1.24704                 NaN            NaN            NaN            NaN
  1455.13        500.000        13.6492                 NaN   55.9037       0.327977        28.4386        1.68058                 NaN            NaN            NaN            NaN
  1451.92        500.000        13.0644                 NaN   55.9150       0.332134        28.5737        2.11482                 NaN            NaN            NaN            NaN
  1448.72        500.000        12.4786                 NaN   55.9263       0.336299        28.7090        2.54975                 NaN            NaN            NaN            NaN
  1445.51        500.000        11.9796                 NaN   55.9293       0.342854        28.8083       0.155946E-001   2.92441                 NaN            NaN            NaN
  1442.31        500.000        11.4523                 NaN   55.9061       0.360404        28.6504        3.27508       0.355650                 NaN            NaN            NaN
  1439.10        500.000        10.8501                 NaN   55.8995       0.375705        28.5158       0.686173        3.63533       0.373674E-001            NaN            NaN
  1435.90        500.000        9.90485                 NaN   55.9738       0.385125        28.3138        3.92757        1.16662       0.328276                 NaN            NaN
  1432.69        500.000        9.90437                 NaN   55.9740       0.385139        28.3139        3.92759        1.16663       0.328298                 NaN            NaN
  1429.49        500.000        9.90390                 NaN   55.9743       0.385152        28.3141        3.92761        1.16664       0.328320                 NaN            NaN
  1426.28        500.000        9.90343                 NaN   55.9745       0.385166        28.3143        3.92762        1.16665       0.328341                 NaN            NaN
  1423.08        500.000        9.90295                 NaN   55.9748       0.385179        28.3144        3.92764        1.16666       0.328363                 NaN            NaN
  1419.87        500.000        9.90248                 NaN   55.9750       0.385193        28.3146        3.92766        1.16667       0.328385                 NaN            NaN
  1416.67        500.000        9.90200                 NaN   55.9753       0.385206        28.3148        3.92768        1.16668       0.328407                 NaN            NaN
  1413.46        500.000        9.90153                 NaN   55.9755       0.385219        28.3149        3.92769        1.16669       0.328428                 NaN            NaN
  1410.26        500.000        5.70239                 NaN   56.2849       0.442378        27.2476        5.23283        3.38437        1.70552                 NaN            NaN
  1407.05        500.000        5.70217                 NaN   56.2850       0.442391        27.2476        5.23283        3.38438        1.70562                 NaN            NaN
  1403.85        500.000        5.70195                 NaN   56.2850       0.442405        27.2477        5.23284        3.38440        1.70573                 NaN            NaN
  1400.64        500.000        5.70172                 NaN   56.2850       0.442418        27.2478        5.23284        3.38442        1.70583                 NaN            NaN
  1397.44        500.000        5.70150                 NaN   56.2850       0.442432        27.2478        5.23284        3.38444        1.70594                 NaN            NaN
  1394.23        500.000        5.70127                 NaN   56.2851       0.442445        27.2479        5.23285        3.38446        1.70605                 NaN            NaN
  1391.03        500.000        5.70105                 NaN   56.2851       0.442459        27.2479        5.23285        3.38447        1.70615                 NaN            NaN
  1387.82        500.000        5.70082                 NaN   56.2851       0.442472        27.2480        5.23286        3.38449        1.70626                 NaN            NaN
  1384.62        500.000        3.79504                 NaN   56.4011       0.485368        26.6044        5.81252        4.46672        2.43484                 NaN            NaN
  1381.41        500.000        3.79492                 NaN   56.4010       0.485382        26.6045        5.81252        4.46674        2.43499                 NaN            NaN
  1378.21        500.000        3.79480                 NaN   56.4009       0.485396        26.6045        5.81251        4.46676        2.43514                 NaN            NaN
  1375.00        500.000        3.79469                 NaN   56.4008       0.485410        26.6045        5.81251        4.46677        2.43528                 NaN            NaN
  1371.79        500.000        3.79457                 NaN   56.4008       0.485424        26.6045        5.81250        4.46679        2.43543                 NaN            NaN
  1368.59        500.000        3.79445                 NaN   56.4007       0.485438        26.6045        5.81250        4.46681        2.43558                 NaN            NaN
  1365.38        500.000        3.79433                 NaN   56.4006       0.485452        26.6046        5.81250        4.46683        2.43572                 NaN            NaN
  1362.18        500.000        3.79421                 NaN   56.4005       0.485466        26.6046        5.81249        4.46685        2.43587                 NaN            NaN
  1358.97        500.000        2.62815                 NaN   56.4506       0.522035        26.1494        5.15694        6.14170        2.95119                 NaN            NaN
  1355.77        500.000        2.62809                 NaN   56.4504       0.522049        26.1494        5.15695        6.14169        2.95136                 NaN            NaN
  1352.56        500.000        2.62803                 NaN   56.4503       0.522064        26.1494        5.15697        6.14168        2.95154                 NaN            NaN
  1349.36        500.000        2.62796                 NaN   56.4502       0.522078        26.1494        5.15699        6.14167        2.95171                 NaN            NaN
  1346.15        500.000        2.62790                 NaN   56.4500       0.522093        26.1494        5.15701        6.14166        2.95189                 NaN            NaN
  1342.95        500.000        2.62784                 NaN   56.4499       0.522107        26.1494        5.15702        6.14165        2.95206                 NaN            NaN
  1339.74        500.000        2.62777                 NaN   56.4497       0.522121        26.1495        5.15704        6.14164        2.95224                 NaN            NaN
  1336.54        500.000        2.62771                 NaN   56.4496       0.522135        26.1495        5.15706        6.14163        2.95241                 NaN            NaN
  1333.33        500.000        1.79068                 NaN   56.4602       0.557018        25.7981        6.35196        5.67807        3.36396                 NaN            NaN
  1330.13        500.000        1.79065                 NaN   56.4600       0.557033        25.7981        6.35195        5.67809        3.36416                 NaN            NaN
  1326.92        500.000        1.79062                 NaN   56.4598       0.557048        25.7981        6.35194        5.67810        3.36436                 NaN            NaN
  1323.72        500.000        1.79059                 NaN   56.4596       0.557063        25.7981        6.35193        5.67812        3.36455                 NaN            NaN
  1320.51        500.000        1.79055                 NaN   56.4595       0.557077        25.7981        6.35191        5.67814        3.36475                 NaN            NaN
  1317.31        500.000        1.79052                 NaN   56.4593       0.557092        25.7981        6.35190        5.67815        3.36495                 NaN            NaN
  1314.10        500.000        1.79049                 NaN   56.4591       0.557107        25.7981        6.35189        5.67817        3.36514                 NaN            NaN
  1310.90        500.000        1.79045                 NaN   56.4589       0.557122        25.7981        6.35188        5.67819        3.36534                 NaN            NaN
  1307.69        500.000        1.12929                 NaN   56.4626       0.582625        25.5880        6.50122        6.02347        3.71276                 NaN            NaN
  1304.49        500.000        1.12928                 NaN   56.4624       0.582640        25.5880        6.50121        6.02349        3.71297                 NaN            NaN
  1301.28        500.000       0.981389                 NaN   56.4538       0.591165        25.5305        6.53409        6.11883        3.79028                 NaN            NaN
  1298.08        500.000                 NaN            NaN   56.5079       0.593910        25.5507        6.22665        6.61458        3.90123       0.605034                 NaN
  1294.87        500.000                 NaN            NaN   56.5107       0.596016        25.5718        6.17900        6.62446        3.91054       0.607488                 NaN
  1291.67        500.000                 NaN            NaN   56.5104       0.596031        25.5718        6.17902        6.62444        3.91076       0.607499                 NaN
  1288.46        500.000                 NaN            NaN   56.5102       0.596046        25.5718        6.17904        6.62443        3.91099       0.607510                 NaN
  1285.26        500.000                 NaN            NaN   56.5100       0.596061        25.5718        6.17905        6.62441        3.91121       0.607520                 NaN
  1282.05        500.000                 NaN            NaN   56.5176       0.606393        25.6496        6.65491        6.00848        3.94516       0.617851                 NaN
  1278.85        500.000                 NaN            NaN   56.5174       0.606409        25.6496        6.65489        6.00850        3.94538       0.617862                 NaN
  1275.64        500.000                 NaN            NaN   56.5171       0.606424        25.6496        6.65487        6.00852        3.94561       0.617873                 NaN
  1272.44        500.000                 NaN            NaN   56.5169       0.606439        25.6495        6.65486        6.00854        3.94584       0.617883                 NaN
  1269.23        500.000                 NaN            NaN   56.5167       0.606455        25.6495        6.65484        6.00855        3.94606       0.617894                 NaN
  1266.03        500.000                 NaN            NaN   56.5164       0.606470        25.6495        6.65483        6.00857        3.94629       0.617905                 NaN
  1262.82        500.000                 NaN            NaN   56.5162       0.606485        25.6495        6.65481        6.00859        3.94652       0.617916                 NaN
  1259.62        500.000                 NaN            NaN   56.5159       0.606500        25.6495        6.65479        6.00861        3.94674       0.617927                 NaN
  1256.41        500.000                 NaN            NaN   56.5198       0.631456        25.7700        6.71157        5.72091        4.01131       0.634967                 NaN
  1253.21        500.000                 NaN            NaN   56.5195       0.631472        25.7700        6.71155        5.72093        4.01154       0.634978                 NaN
  1250.00        500.000                 NaN            NaN   56.5193       0.631488        25.7700        6.71154        5.72095        4.01177       0.634989                 NaN
  1246.79        500.000                 NaN            NaN   56.5190       0.631504        25.7700        6.71152        5.72096        4.01200       0.635000                 NaN
  1243.59        500.000                 NaN            NaN   56.5188       0.631519        25.7700        6.71150        5.72098        4.01223       0.635011                 NaN
  1240.38        500.000                 NaN            NaN   56.5185       0.631535        25.7700        6.71149        5.72100        4.01246       0.635022                 NaN
  1237.18        500.000                 NaN            NaN   56.5183       0.631551        25.7700        6.71147        5.72102        4.01269       0.635033                 NaN
  1233.97        500.000                 NaN            NaN   56.5180       0.631566        25.7700        6.71145        5.72104        4.01292       0.635043                 NaN
  1230.77        500.000                 NaN            NaN   56.5238       0.656274        25.8827        6.75829        5.45197        4.07543       0.651523                 NaN
  1227.56        500.000                 NaN            NaN   56.5235       0.656290        25.8827        6.75827        5.45199        4.07566       0.651534                 NaN
