|6.6.6
Archiving\03_Data\DeqLP/QFM_m4.5/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1846.15        500.000        83.1660       0.568012        16.1969       0.691478E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        82.4410       0.515160        16.9570       0.868461E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        81.7162       0.462325        17.7170       0.104539                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        80.9916       0.409505        18.4767       0.122227                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        80.2672       0.356701        19.2362       0.139909                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        79.5430       0.303912        19.9955       0.157586                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        78.8191       0.251140        20.7545       0.175258                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        78.0954       0.198383        21.5133       0.192924                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        77.3719       0.145642        22.2719       0.210586                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        76.6484       0.826306E-001   23.0412       0.227752                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        75.9252       0.196413E-001   23.8102       0.244913                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        75.2271                 NaN   24.5123       0.260556                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        74.5339                 NaN   25.1909       0.275151                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        73.8569                 NaN   25.8535       0.289536                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        73.1799                 NaN   26.5162       0.303921                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        72.5029                 NaN   27.1788       0.318307                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        71.8259                 NaN   27.8414       0.332692                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        71.1636                 NaN   28.4902       0.346280                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        70.5012                 NaN   29.1389       0.359867                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        69.8389                 NaN   29.7876       0.373455                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        69.1766                 NaN   30.4364       0.387043                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        68.5143                 NaN   31.0851       0.400630                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        67.8520                 NaN   31.7338       0.414218                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        67.1896                 NaN   32.3826       0.427806                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        66.5273                 NaN   33.0313       0.441394                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        65.8919                 NaN   33.6541       0.454034                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        65.2564                 NaN   34.2769       0.466675                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        64.6210                 NaN   34.8997       0.479315                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        63.9855                 NaN   35.5225       0.491956                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        63.3501                 NaN   36.1453       0.504597                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        62.7146                 NaN   36.7681       0.517238                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        62.0792                 NaN   37.3909       0.529878                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        61.4437                 NaN   38.0137       0.542519                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        60.8335                 NaN   38.6122       0.554336                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        60.2232                 NaN   39.2107       0.566152                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        59.6129                 NaN   39.8092       0.577969                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        59.0026                 NaN   40.4076       0.589786                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        58.3923                 NaN   41.0061       0.601602                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        57.7820                 NaN   41.6046       0.613419                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        57.1717                 NaN   42.2031       0.625236                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        56.5614                 NaN   42.8016       0.637053                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        55.9608                 NaN   43.3883       0.650901                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        55.3603                 NaN   43.9749       0.664749                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        54.7598                 NaN   44.5616       0.678598                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        54.1593                 NaN   45.1483       0.692446                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        53.5587                 NaN   45.7350       0.706295                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        52.9582                 NaN   46.3217       0.720144                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        52.3576                 NaN   46.9084       0.733992                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        51.7571                 NaN   47.4951       0.747841                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        51.2472                 NaN   47.9976       0.755182                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        50.7374                 NaN   48.5001       0.762523                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        50.2275                 NaN   49.0026       0.769864                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        49.7177                 NaN   49.5051       0.777206                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        49.2078                 NaN   50.0077       0.784547                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        48.6979                 NaN   50.5102       0.791888                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        48.1881                 NaN   51.0127       0.799230                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        47.6782                 NaN   51.5152       0.806571                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        47.1906                 NaN   51.9930       0.816410                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        46.7031                 NaN   52.4707       0.826249                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        46.2155                 NaN   52.9484       0.836088                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        45.7279                 NaN   53.4261       0.845928                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        45.2404                 NaN   53.9039       0.855767                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        44.7528                 NaN   54.3816       0.865606                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        44.2652                 NaN   54.8594       0.875446                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        43.7776                 NaN   55.3371       0.885285                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        43.2860                 NaN   55.8169       0.897009                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        42.7945                 NaN   56.2968       0.908733                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        42.3029                 NaN   56.7766       0.920457                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        41.8113                 NaN   57.2565       0.932180                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        41.5070                 NaN   57.5573       0.935783                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        41.2026                 NaN   57.8580       0.939385                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        40.4950                 NaN   58.1087       0.941440       0.454901                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        39.3726                 NaN   58.1288       0.936480        1.56205                 NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        38.4940                 NaN   58.1450       0.928038        2.43297                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        37.6153                 NaN   58.1612       0.919595        3.30389                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        36.7366                 NaN   58.1774       0.911152        4.17481                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        35.8579                 NaN   58.1936       0.902710        5.04574                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        34.9793                 NaN   58.2098       0.894267        5.91667                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        34.1006                 NaN   58.2260       0.885825        6.78760                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        33.2219                 NaN   58.2422       0.877382        7.65853                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        32.3432                 NaN   58.2584       0.868939        8.52947                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        31.6733                 NaN   58.2560       0.859788        9.21085                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        31.0035                 NaN   58.2537       0.850636        9.89223                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        30.3336                 NaN   58.2513       0.841485        10.5736                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        29.6637                 NaN   58.2489       0.832333        11.2550                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        28.9938                 NaN   58.2466       0.823182        11.9364                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        28.3240                 NaN   58.2442       0.814030        12.6178                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        27.6541                 NaN   58.2419       0.804879        13.2992                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        26.9842                 NaN   58.2395       0.795727        13.9806                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        26.4478                 NaN   58.2292       0.785444        14.5376                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        25.9113                 NaN   58.2189       0.775162        15.0946                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        25.3748                 NaN   58.2087       0.764879        15.6516                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        24.8384                 NaN   58.1984       0.754596        16.2087                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        24.3019                 NaN   58.1881       0.744313        16.7657                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        23.7654                 NaN   58.1778       0.734030        17.3227                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        23.2290                 NaN   58.1675       0.723747        17.8798                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        22.6925                 NaN   58.1572       0.713464        18.4368                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        22.2391                 NaN   58.1457       0.701579        18.9136                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        21.7858                 NaN   58.1341       0.689694        19.3905                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        21.3324                 NaN   58.1225       0.677809        19.8673                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        20.8790                 NaN   58.1109       0.665924        20.3441                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        20.4257                 NaN   58.0993       0.654038        20.8210                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        19.9723                 NaN   58.0878       0.642153        21.2978                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        19.5189                 NaN   58.0762       0.630268        21.7746                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        19.0655                 NaN   58.0646       0.618383        22.2515                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        18.6723                 NaN   58.0525       0.605309        22.6698                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        18.2791                 NaN   58.0404       0.592234        23.0882                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        17.8859                 NaN   58.0283       0.579160        23.5066                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        17.4927                 NaN   58.0163       0.566085        23.9249                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        17.0995                 NaN   58.0042       0.553011        24.3433                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        16.7063                 NaN   57.9921       0.539936        24.7617                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        16.3131                 NaN   57.9800       0.526862        25.1800                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        15.9199                 NaN   57.9679       0.513787        25.5984                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        15.5499                 NaN   57.9597       0.499062        25.9914                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        15.1799                 NaN   57.9515       0.484336        26.3843                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        14.8099                 NaN   57.9432       0.469610        26.7773                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        14.4399                 NaN   57.9350       0.454885        27.1703                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        14.0850                 NaN   57.9289       0.440078        27.5460                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        13.7302                 NaN   57.9227       0.425271        27.9218                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        13.1928                 NaN   57.9061       0.421731        28.1146       0.364792                 NaN            NaN            NaN            NaN
  1461.54        500.000        12.6433                 NaN   57.8890       0.423049        28.2388       0.805884                 NaN            NaN            NaN            NaN
  1458.33        500.000        12.1197                 NaN   57.8626       0.427297        28.3568        1.23362                 NaN            NaN            NaN            NaN
  1455.13        500.000        11.5961                 NaN   57.8363       0.431546        28.4747        1.66137                 NaN            NaN            NaN            NaN
  1451.92        500.000        11.0726                 NaN   57.8099       0.435795        28.5926        2.08911                 NaN            NaN            NaN            NaN
  1448.72        500.000        10.5490                 NaN   57.7836       0.440043        28.7105        2.51685                 NaN            NaN            NaN            NaN
  1445.51        500.000        10.1035                 NaN   57.7537       0.447588        28.7948       0.154997E-001   2.88491                 NaN            NaN            NaN
  1442.31        500.000        9.63608                 NaN   57.6831       0.469468        28.6287        3.22927       0.353375                 NaN            NaN            NaN
  1439.10        500.000        9.10196                 NaN   57.6414       0.488162        28.4747       0.681283        3.58166       0.307747E-001            NaN            NaN
  1435.90        500.000        8.27258                 NaN   57.6852       0.499959        28.2492        3.86577        1.15715       0.270115                 NaN            NaN
  1432.69        500.000        8.27258                 NaN   57.6852       0.499959        28.2492        3.86577        1.15715       0.270115                 NaN            NaN
  1429.49        500.000        8.27258                 NaN   57.6852       0.499959        28.2492        3.86577        1.15715       0.270115                 NaN            NaN
  1426.28        500.000        8.27258                 NaN   57.6852       0.499959        28.2492        3.86577        1.15715       0.270115                 NaN            NaN
  1423.08        500.000        8.27258                 NaN   57.6852       0.499959        28.2492        3.86577        1.15715       0.270115                 NaN            NaN
  1419.87        500.000        8.27258                 NaN   57.6852       0.499959        28.2492        3.86577        1.15715       0.270115                 NaN            NaN
  1416.67        500.000        8.27258                 NaN   57.6852       0.499959        28.2492        3.86577        1.15715       0.270115                 NaN            NaN
  1413.46        500.000        8.27258                 NaN   57.6852       0.499959        28.2492        3.86577        1.15715       0.270115                 NaN            NaN
  1410.26        500.000        4.62447                 NaN   57.8559       0.571920        27.0845        5.12562        3.34019        1.39745                 NaN            NaN
  1407.05        500.000        4.62447                 NaN   57.8559       0.571920        27.0845        5.12562        3.34019        1.39745                 NaN            NaN
  1403.85        500.000        4.62447                 NaN   57.8559       0.571920        27.0845        5.12562        3.34019        1.39745                 NaN            NaN
  1400.64        500.000        4.62447                 NaN   57.8559       0.571920        27.0845        5.12562        3.34019        1.39745                 NaN            NaN
  1397.44        500.000        4.62447                 NaN   57.8559       0.571920        27.0845        5.12562        3.34019        1.39745                 NaN            NaN
  1394.23        500.000        4.62447                 NaN   57.8559       0.571920        27.0845        5.12562        3.34019        1.39745                 NaN            NaN
  1391.03        500.000        4.62447                 NaN   57.8559       0.571920        27.0845        5.12562        3.34019        1.39745                 NaN            NaN
  1387.82        500.000        4.62447                 NaN   57.8559       0.571920        27.0845        5.12562        3.34019        1.39745                 NaN            NaN
  1384.62        500.000        3.00723                 NaN   57.9025       0.626146        26.4002        5.67810        4.39509        1.99068                 NaN            NaN
  1381.41        500.000        3.00723                 NaN   57.9025       0.626146        26.4002        5.67810        4.39509        1.99068                 NaN            NaN
  1378.21        500.000        3.00723                 NaN   57.9025       0.626146        26.4002        5.67810        4.39509        1.99068                 NaN            NaN
  1375.00        500.000        3.00723                 NaN   57.9025       0.626146        26.4002        5.67810        4.39509        1.99068                 NaN            NaN
  1371.79        500.000        3.00723                 NaN   57.9025       0.626146        26.4002        5.67810        4.39509        1.99068                 NaN            NaN
  1368.59        500.000        3.00723                 NaN   57.9025       0.626146        26.4002        5.67810        4.39509        1.99068                 NaN            NaN
  1365.38        500.000        3.00723                 NaN   57.9025       0.626146        26.4002        5.67810        4.39509        1.99068                 NaN            NaN
  1362.18        500.000        3.00723                 NaN   57.9025       0.626146        26.4002        5.67810        4.39509        1.99068                 NaN            NaN
  1358.97        500.000        2.04358                 NaN   57.9033       0.672342        25.9215        5.06196        5.98827        2.40909                 NaN            NaN
  1355.77        500.000        2.04358                 NaN   57.9033       0.672342        25.9215        5.06196        5.98827        2.40909                 NaN            NaN
  1352.56        500.000        2.04358                 NaN   57.9033       0.672342        25.9215        5.06196        5.98827        2.40909                 NaN            NaN
  1349.36        500.000        2.04358                 NaN   57.9033       0.672342        25.9215        5.06196        5.98827        2.40909                 NaN            NaN
  1346.15        500.000        2.04358                 NaN   57.9033       0.672342        25.9215        5.06196        5.98827        2.40909                 NaN            NaN
  1342.95        500.000        2.04358                 NaN   57.9033       0.672342        25.9215        5.06196        5.98827        2.40909                 NaN            NaN
  1339.74        500.000        2.04358                 NaN   57.9033       0.672342        25.9215        5.06196        5.98827        2.40909                 NaN            NaN
  1336.54        500.000        2.04358                 NaN   57.9033       0.672342        25.9215        5.06196        5.98827        2.40909                 NaN            NaN
  1333.33        500.000        1.37109                 NaN   57.8523       0.716800        25.5664        6.18639        5.56450        2.74254                 NaN            NaN
  1330.13        500.000        1.37109                 NaN   57.8523       0.716800        25.5664        6.18639        5.56450        2.74254                 NaN            NaN
  1326.92        500.000        1.37109                 NaN   57.8523       0.716800        25.5664        6.18639        5.56450        2.74254                 NaN            NaN
  1323.72        500.000        1.37109                 NaN   57.8523       0.716800        25.5664        6.18639        5.56450        2.74254                 NaN            NaN
  1320.51        500.000        1.37109                 NaN   57.8523       0.716800        25.5664        6.18639        5.56450        2.74254                 NaN            NaN
  1317.31        500.000        1.37109                 NaN   57.8523       0.716800        25.5664        6.18639        5.56450        2.74254                 NaN            NaN
  1314.10        500.000        1.37109                 NaN   57.8523       0.716800        25.5664        6.18639        5.56450        2.74254                 NaN            NaN
  1310.90        500.000        1.37109                 NaN   57.8523       0.716800        25.5664        6.18639        5.56450        2.74254                 NaN            NaN
  1307.69        500.000       0.853336                 NaN   57.8306       0.748385        25.3325        6.32300        5.88885        3.02333                 NaN            NaN
  1304.49        500.000       0.853336                 NaN   57.8306       0.748385        25.3325        6.32300        5.88885        3.02333                 NaN            NaN
  1301.28        500.000       0.739483                 NaN   57.7990       0.759391        25.2803        6.35486        5.98134        3.08560                 NaN            NaN
  1298.08        500.000                 NaN            NaN   57.8201       0.762313        25.2814        6.07962        6.42599        3.17359       0.457006                 NaN
  1294.87        500.000                 NaN            NaN   57.8271       0.764985        25.3000        6.03271        6.43527        3.18102       0.458861                 NaN
  1291.67        500.000                 NaN            NaN   57.8271       0.764985        25.3000        6.03271        6.43527        3.18102       0.458861                 NaN
  1288.46        500.000                 NaN            NaN   57.8271       0.764985        25.3000        6.03271        6.43527        3.18102       0.458861                 NaN
  1285.26        500.000                 NaN            NaN   57.8271       0.764985        25.3000        6.03271        6.43527        3.18102       0.458861                 NaN
  1282.05        500.000                 NaN            NaN   57.8444       0.778379        25.3749        6.46266        5.86436        3.20863       0.466682                 NaN
  1278.85        500.000                 NaN            NaN   57.8444       0.778379        25.3749        6.46266        5.86436        3.20863       0.466682                 NaN
  1275.64        500.000                 NaN            NaN   57.8444       0.778379        25.3749        6.46266        5.86436        3.20863       0.466682                 NaN
  1272.44        500.000                 NaN            NaN   57.8444       0.778379        25.3749        6.46266        5.86436        3.20863       0.466682                 NaN
  1269.23        500.000                 NaN            NaN   57.8444       0.778379        25.3749        6.46266        5.86436        3.20863       0.466682                 NaN
  1266.03        500.000                 NaN            NaN   57.8444       0.778379        25.3749        6.46266        5.86436        3.20863       0.466682                 NaN
  1262.82        500.000                 NaN            NaN   57.8444       0.778379        25.3749        6.46266        5.86436        3.20863       0.466682                 NaN
  1259.62        500.000                 NaN            NaN   57.8444       0.778379        25.3749        6.46266        5.86436        3.20863       0.466682                 NaN
  1256.41        500.000                 NaN            NaN   57.8458       0.811174        25.5034        6.51548        5.58319        3.26132       0.479607                 NaN
  1253.21        500.000                 NaN            NaN   57.8458       0.811174        25.5034        6.51548        5.58319        3.26132       0.479607                 NaN
  1250.00        500.000                 NaN            NaN   57.8458       0.811174        25.5034        6.51548        5.58319        3.26132       0.479607                 NaN
  1246.79        500.000                 NaN            NaN   57.8458       0.811174        25.5034        6.51548        5.58319        3.26132       0.479607                 NaN
  1243.59        500.000                 NaN            NaN   57.8458       0.811174        25.5034        6.51548        5.58319        3.26132       0.479607                 NaN
  1240.38        500.000                 NaN            NaN   57.8458       0.811174        25.5034        6.51548        5.58319        3.26132       0.479607                 NaN
  1237.18        500.000                 NaN            NaN   57.8458       0.811174        25.5034        6.51548        5.58319        3.26132       0.479607                 NaN
  1233.97        500.000                 NaN            NaN   57.8458       0.811174        25.5034        6.51548        5.58319        3.26132       0.479607                 NaN
  1230.77        500.000                 NaN            NaN   57.8602       0.843372        25.6166        6.55722        5.31831        3.31228       0.492110                 NaN
  1227.56        500.000                 NaN            NaN   57.8602       0.843372        25.6166        6.55722        5.31831        3.31228       0.492110                 NaN
  1224.36        500.000                 NaN            NaN   57.8602       0.843372        25.6166        6.55722        5.31831        3.31228       0.492110                 NaN
