|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.75/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1628.21        2500.00       0.129562E-002   99.2421                 NaN  0.742365       0.142753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.64        2500.00                 NaN   99.0596                 NaN  0.829502       0.110929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.06        2500.00                 NaN   99.0584                 NaN  0.821066       0.120540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00                 NaN   99.0925                 NaN  0.789928       0.117614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.91        2500.00                 NaN   99.0694                 NaN  0.811881       0.118709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.34        2500.00                 NaN   99.1198                 NaN  0.767875       0.112297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.76        2500.00                 NaN   99.0031                 NaN  0.671543       0.325327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.19        2500.00                 NaN   99.1947                 NaN  0.712656       0.926600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.61        2500.00                 NaN   99.1420                 NaN  0.858021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00                 NaN   99.1558                 NaN  0.820055       0.241694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.47        2500.00                 NaN   99.1470                 NaN  0.745876       0.107147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.89        2500.00                 NaN   99.1508                 NaN  0.743460       0.105748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.32        2500.00                 NaN   99.1680                 NaN  0.728720       0.103324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.74        2500.00                 NaN   99.1741                 NaN  0.723106       0.102822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.17        2500.00                 NaN   99.1814                 NaN  0.717014       0.101565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.59        2500.00                 NaN   99.1903                 NaN  0.709796       0.999408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1603.02        2500.00                 NaN   99.1972                 NaN  0.704211       0.986255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.44        2500.00                 NaN   99.2068                 NaN  0.694985       0.982415E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.87        2500.00                 NaN   99.2149                 NaN  0.689114       0.959882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.30        2500.00                 NaN   99.2221                 NaN  0.682695       0.951676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.72        2500.00                 NaN   99.1962                 NaN  0.706805       0.970216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.15        2500.00                 NaN   99.2669                 NaN  0.645847       0.872601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.57        2500.00                 NaN   99.2459                 NaN  0.662820       0.912995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.00        2500.00                 NaN   99.2510                 NaN  0.659965       0.889936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.42        2500.00                 NaN   99.2588                 NaN  0.652863       0.883513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.85        2500.00                 NaN   99.2649                 NaN  0.648556       0.865076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.27        2500.00                 NaN   99.2720                 NaN  0.642304       0.857358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.70        2500.00                 NaN   99.2802                 NaN  0.634874       0.849441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.13        2500.00                 NaN   99.2851                 NaN  0.631845       0.830206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.55        2500.00                 NaN   99.2918                 NaN  0.626099       0.821192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.98        2500.00                 NaN   99.2576                 NaN  0.678632       0.637472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.40        2500.00                 NaN   99.3428                 NaN  0.563077       0.941648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.83        2500.00                 NaN   99.3101                 NaN  0.610787       0.791044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.25        2500.00                 NaN   99.6422                 NaN  0.322242       0.355656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.68        2500.00                 NaN   98.9995                 NaN  0.882484       0.117973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        2500.00                 NaN   99.3302                 NaN  0.594528       0.753184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.53        2500.00                 NaN   99.3355                 NaN  0.590028       0.744844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00                 NaN   99.3408                 NaN  0.585258       0.738956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.38        2500.00                 NaN   99.3459                 NaN  0.582066       0.720113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.81        2500.00                 NaN   99.3499                 NaN  0.581791       0.682797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.23        2500.00                 NaN   99.1957                 NaN  0.718571       0.857659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.66        2500.00                 NaN   99.7010                 NaN  0.267084       0.319529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.08        2500.00                 NaN   99.1831                 NaN  0.651283       0.165607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.51        2500.00                 NaN   99.3775                 NaN  0.591123       0.314066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.93        2500.00                 NaN   99.3788                 NaN  0.603006       0.182129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        2500.00                 NaN   99.3825                 NaN  0.553003       0.644973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.78        2500.00                 NaN   99.3883                 NaN  0.548264       0.634787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
