|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1061.07        2500.00        6.29085                 NaN            NaN            NaN            NaN            NaN            NaN   31.3362                 NaN   3.12324        45.2172       0.985993        13.0465                 NaN
  1059.61        2500.00        6.33654                 NaN            NaN            NaN            NaN            NaN            NaN   31.6431                 NaN   3.11271        45.0613       0.932282        12.9140                 NaN
  1058.16        2500.00        6.33808                 NaN            NaN            NaN            NaN            NaN            NaN   31.6649                 NaN   3.12606        45.0373       0.930128        12.9036                 NaN
  1056.70        2500.00        6.33266                 NaN            NaN            NaN            NaN            NaN            NaN   31.7348                 NaN   3.12670        44.9976       0.930080        12.8782                 NaN
  1055.25        2500.00        6.34648                 NaN            NaN            NaN            NaN            NaN            NaN   31.7016                 NaN   3.14553        44.9994       0.925497        12.8814                 NaN
  1053.80        2500.00        6.35011                 NaN            NaN            NaN            NaN            NaN            NaN   31.7509                 NaN   3.14285        44.9735       0.922965        12.8597                 NaN
  1052.34        2500.00        6.35082                 NaN            NaN            NaN            NaN            NaN            NaN   31.7850                 NaN   3.15067        44.9473       0.921284        12.8449                 NaN
  1050.89        2500.00        6.34992                 NaN            NaN            NaN            NaN            NaN            NaN   31.8378                 NaN   3.15421        44.9150       0.920160        12.8229                 NaN
  1049.43        2500.00        6.35498                 NaN            NaN            NaN            NaN            NaN            NaN   31.8506                 NaN   3.16771        44.8955       0.916444        12.8148                 NaN
  1047.98        2500.00        6.35736                 NaN            NaN            NaN            NaN            NaN            NaN   31.8798                 NaN   3.17734        44.8709       0.913946        12.8007                 NaN
  1046.53        2500.00        6.35925                 NaN            NaN            NaN            NaN            NaN            NaN   31.9135                 NaN   3.18559        44.8445       0.911398        12.7857                 NaN
  1045.07        2500.00        6.36682                 NaN            NaN            NaN            NaN            NaN            NaN   31.9078                 NaN   3.18565        44.8488       0.913969        12.7769                 NaN
  1043.62        2500.00        6.37033                 NaN            NaN            NaN            NaN            NaN            NaN   31.9208                 NaN   3.19131        44.8367       0.913773        12.7670                 NaN
  1042.16        2500.00        6.37546                 NaN            NaN            NaN            NaN            NaN            NaN   31.9410                 NaN   3.19584        44.8221       0.912755        12.7529                 NaN
  1040.71        2500.00        6.38054                 NaN            NaN            NaN            NaN            NaN            NaN   31.9617                 NaN   3.20053        44.8070       0.911639        12.7386                 NaN
  1039.26        2500.00        6.38556                 NaN            NaN            NaN            NaN            NaN            NaN   31.9829                 NaN   3.20540        44.7915       0.910414        12.7242                 NaN
  1037.80        2500.00        6.39049                 NaN            NaN            NaN            NaN            NaN            NaN   32.0049                 NaN   3.21053        44.7754       0.909050        12.7097                 NaN
  1036.35        2500.00        6.39557                 NaN            NaN            NaN            NaN            NaN            NaN   32.0263                 NaN   3.21548        44.7598       0.907723        12.6951                 NaN
  1034.90        2500.00        6.14890                 NaN            NaN            NaN            NaN            NaN            NaN   32.1747                 NaN   3.64489        44.3137       0.918180        12.7996                 NaN
  1033.44        2500.00        6.40601                 NaN            NaN            NaN            NaN            NaN            NaN   32.0694                 NaN   3.22554        44.7287       0.904415        12.6659                 NaN
  1031.99        2500.00        6.38182                 NaN            NaN            NaN            NaN            NaN            NaN   32.2405                 NaN   3.27828        44.5833       0.883683        12.6325                 NaN
  1030.53        2500.00        6.40514                 NaN            NaN            NaN            NaN            NaN            NaN   32.1668                 NaN   3.25360        44.6495       0.894712        12.6302                 NaN
  1029.08        2500.00        6.40691                 NaN            NaN            NaN            NaN            NaN            NaN   32.1856                 NaN   3.26938        44.6361       0.896017        12.6060                 NaN
  1027.63        2500.00        6.40857                 NaN            NaN            NaN            NaN            NaN            NaN   32.2184                 NaN   3.28476        44.6053       0.890613        12.5924                 NaN
  1026.17        2500.00        6.41144                 NaN            NaN            NaN            NaN            NaN            NaN   32.2728                 NaN   3.27991        44.5791       0.886818        12.5700                 NaN
  1024.72        2500.00        6.38704                 NaN            NaN            NaN            NaN            NaN            NaN   32.4580                 NaN   3.33090        44.4187       0.864439        12.5409                 NaN
  1023.26        2500.00        6.39018                 NaN            NaN            NaN            NaN            NaN            NaN   32.4935                 NaN   3.34238        44.3895       0.860170        12.5243                 NaN
  1021.81        2500.00        6.42925                 NaN            NaN            NaN            NaN            NaN            NaN   32.4098                 NaN   3.37527        44.4118       0.853992        12.5198                 NaN
  1020.36        2500.00        6.42295                 NaN            NaN            NaN            NaN            NaN            NaN   32.4196                 NaN   3.33555        44.4467       0.859288        12.5159                 NaN
  1018.90        2500.00        6.42097                 NaN            NaN            NaN            NaN            NaN            NaN   32.4015                 NaN   3.40804        44.3945       0.851908        12.5231                 NaN
  1017.45        2500.00        6.14602                 NaN            NaN            NaN            NaN            NaN            NaN   32.7418                 NaN   3.75311        43.9144       0.882974        12.5617                 NaN
  1015.99        2500.00        6.14893                 NaN            NaN            NaN            NaN            NaN            NaN   32.7864                 NaN   3.75852        43.8846       0.879408        12.5422                 NaN
  1014.54        2500.00        6.15756                 NaN            NaN            NaN            NaN            NaN            NaN   32.8123                 NaN   3.76503        43.8656       0.874206        12.5253                 NaN
  1013.09        2500.00        6.43154                 NaN            NaN            NaN            NaN            NaN            NaN   32.5609                 NaN   3.46082        44.2610       0.830717        12.4550                 NaN
  1011.63        2500.00        6.17455                 NaN            NaN            NaN            NaN            NaN            NaN   32.8665                 NaN   3.77608        43.8274       0.864856        12.4906                 NaN
  1010.18        2500.00        6.41336                 NaN            NaN            NaN            NaN            NaN            NaN   32.8381                 NaN   3.44722        44.1131       0.820490        12.3678                 NaN
  1008.72        2500.00        6.41662                 NaN            NaN            NaN            NaN            NaN            NaN   32.8792                 NaN   3.46048        44.0795       0.815121        12.3490                 NaN
  1007.27        2500.00        6.41967                 NaN            NaN            NaN            NaN            NaN            NaN   32.9230                 NaN   3.46508        44.0520       0.810966        12.3293                 NaN
  1005.82        2500.00        6.21132                 NaN            NaN            NaN            NaN            NaN            NaN   32.8852                 NaN   3.88745        43.7561       0.824414        12.4356                 NaN
  1004.36        2500.00        6.18908                 NaN            NaN            NaN            NaN            NaN            NaN   33.0786                 NaN   3.83157        43.6669       0.835986        12.3979                 NaN
  1002.91        2500.00        6.45221                 NaN            NaN            NaN            NaN            NaN            NaN   32.8301                 NaN   3.54583        44.0424       0.797302        12.3321                 NaN
  1001.45        2500.00        6.46811                 NaN            NaN            NaN            NaN            NaN            NaN   32.8655                 NaN   3.49768        44.0665       0.797808        12.3043                 NaN
  1000.00        2500.00        6.45208                 NaN            NaN            NaN            NaN            NaN            NaN   33.0390                 NaN   3.49261        43.9738       0.800990        12.2415                 NaN
