|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1634.62        2500.00        99.5758       0.286651       0.137541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1633.03        2500.00        99.0224       0.854335       0.123217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.44        2500.00        99.0293       0.846712       0.124023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.85        2500.00        99.0494       0.830256       0.120311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.26        2500.00        99.0562       0.825090       0.118717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.67        2500.00        99.0654       0.816816       0.117761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.08        2500.00        99.0733       0.809549       0.117111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00        99.0876       0.799469       0.112946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.90        2500.00        99.0651       0.818103       0.116815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.31        2500.00        99.1417       0.751791       0.106463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.71        2500.00        99.1164       0.774434       0.109139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.12        2500.00        98.4353        1.37178       0.192960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.53        2500.00        99.8272       0.151385       0.214430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1613.94        2500.00        99.1437       0.751110       0.105194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.35        2500.00        99.8729                 NaN  0.127056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.76        2500.00        98.4472        1.47567       0.770849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.17        2500.00        99.1711       0.727345       0.101565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.58        2500.00        99.1817       0.718873       0.994377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.99        2500.00        99.1892       0.713117       0.976365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.40        2500.00        99.1759       0.723723       0.100342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
