|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1634.62        2500.00        99.5216       0.320115       0.158267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1633.03        2500.00        98.9046       0.953663       0.141742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.44        2500.00        98.9116       0.945670       0.142753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.85        2500.00        98.9340       0.927466       0.138562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.26        2500.00        98.9413       0.921916       0.136769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.67        2500.00        98.9514       0.912862       0.135715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.08        2500.00        98.9597       0.905237       0.135092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00        98.9757       0.893977       0.130307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.90        2500.00        98.9500       0.915144       0.134807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.31        2500.00        99.0359       0.841157       0.122926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.71        2500.00        99.0072       0.866702       0.126066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.12        2500.00        98.2409        1.53590       0.223168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.53        2500.00        99.8055       0.169671       0.248121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1613.94        2500.00        99.0368       0.841484       0.121676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.35        2500.00        99.8534                 NaN  0.146612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.76        2500.00        98.2584        1.65241       0.891655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.17        2500.00        99.0669       0.815419       0.117647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.58        2500.00        99.0786       0.806152       0.115220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.99        2500.00        99.0869       0.799896       0.113171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.40        2500.00        99.0714       0.812169       0.116395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.81        2500.00        99.1288       0.762083       0.109143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.22        2500.00        99.1126       0.778982       0.108417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.63        2500.00        99.1220       0.770923       0.107111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.04        2500.00        99.1284       0.765903       0.105727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.45        2500.00        99.1390       0.756957       0.104021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.86        2500.00        99.1436       0.753175       0.103242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.27        2500.00        99.1568       0.741989       0.101168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.68        2500.00        99.1622       0.737936       0.998351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.09        2500.00        99.1692       0.732763       0.980034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.49        2500.00        99.1735       0.731492       0.949834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.90        2500.00        99.1866       0.717613       0.957968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.31        2500.00        99.1926       0.713278       0.940971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.72        2500.00        99.1969       0.709383       0.936832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.13        2500.00        99.2094       0.699364       0.912271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.54        2500.00        99.2137       0.695524       0.907575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.2208       0.689933       0.892183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.36        2500.00        99.2220       0.689921       0.880619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        2500.00        99.2399       0.674374       0.856876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.18        2500.00        99.2407       0.674297       0.849744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.59        2500.00        99.2441       0.672226       0.837023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.00        2500.00        99.2550       0.663467       0.815029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.41        2500.00        99.2590       0.659002       0.819884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.82        2500.00        99.2671       0.652056       0.808679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.23        2500.00        99.2720       0.649411       0.786097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.64        2500.00        99.2769       0.645879       0.772612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.05        2500.00        99.2825       0.640832       0.766725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.46        2500.00        99.2911       0.632255       0.766126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.87        2500.00        99.2954       0.630316       0.742560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.27        2500.00        99.2996       0.626721       0.736602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.68        2500.00        99.3066       0.622117       0.712760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.09        2500.00        99.3121       0.616919       0.710271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.50        2500.00        99.3159       0.614887       0.691734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.91        2500.00        99.3209       0.611440       0.676672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.32        2500.00        99.3267       0.606656       0.666808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.73        2500.00        99.3306       0.603745       0.656897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.14        2500.00        99.3367       0.606116       0.571902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.55        2500.00        99.3397       0.591772       0.685513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.96        2500.00        99.3441       0.594520       0.614106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.37        2500.00        99.3507       0.588458       0.608260E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        2500.00        99.3552       0.584378       0.604054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.19        2500.00        99.1419       0.760098       0.980478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.60        2500.00        99.5913       0.374399       0.343437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.01        2500.00        99.5979       0.293504       0.108604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.42        2500.00        99.1368       0.846752       0.164585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.83        2500.00        99.3814       0.579311       0.393213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.24        2500.00        99.3779       0.570663       0.514462E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.65        2500.00        99.3882       0.558955       0.528827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.05        2500.00        99.3895       0.558266       0.522300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.46        2500.00        99.3922       0.556193       0.516062E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        2500.00        99.3976       0.554188       0.481940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.28        2500.00        99.4007       0.550761       0.484974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00        99.4026       0.572862       0.245382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.10        2500.00        99.4084       0.522585       0.689936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.51        2500.00        99.4115       0.543640       0.449039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00        99.2882       0.751168E-001  0.329351E-003  0.636387                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.33        2500.00        99.2470       0.374909E-001            NaN  0.715552                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00        99.2459                 NaN            NaN  0.754113                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.15        2500.00        99.2466       0.145561E-001            NaN  0.738880                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.56        2500.00        99.2461                 NaN  0.107356E-001  0.743190                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.97        2500.00        99.2371                 NaN            NaN  0.762869                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.38        2500.00        99.2473                 NaN            NaN  0.752693                 NaN            NaN            NaN            NaN            NaN            NaN
  1505.79        2500.00        99.2370                 NaN            NaN  0.762989                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.20        2500.00        99.2317                 NaN            NaN  0.768329                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.61        2500.00        99.2249                 NaN  0.679304E-003  0.774408                 NaN            NaN            NaN            NaN            NaN            NaN
