|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.75/YM20/YM20_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1283.62        500.000                 NaN   99.3402                 NaN            NaN  0.102288       0.976006E-001  0.275957                 NaN  0.183947                 NaN            NaN            NaN
  1282.16        500.000                 NaN   99.3451                 NaN            NaN  0.985403E-001  0.103883       0.270200                 NaN  0.182285                 NaN            NaN            NaN
  1280.70        500.000                 NaN   92.2352                 NaN            NaN            NaN   1.69957       0.815641                 NaN  0.950702        4.29894                 NaN            NaN
  1279.24        500.000                 NaN   91.8851                 NaN            NaN            NaN  0.829221        1.78020                 NaN  0.987485        4.51803                 NaN            NaN
  1277.78        500.000                 NaN   92.4317                 NaN            NaN            NaN  0.757963        1.69088                 NaN  0.926906        4.19251                 NaN            NaN
  1276.31        500.000                 NaN   92.9245                 NaN            NaN  0.796333E-005   1.61413       0.688299                 NaN  0.871847        3.90122                 NaN            NaN
  1274.85        500.000                 NaN   93.3608                 NaN            NaN            NaN  0.616954        1.55552                 NaN  0.822977        3.64371                 NaN            NaN
  1273.39        500.000                 NaN   93.7335                 NaN            NaN  0.123686E-005   1.52686       0.536193                 NaN  0.781484        3.42195                 NaN            NaN
  1271.93        500.000                 NaN   94.0868                 NaN            NaN            NaN  0.441686        1.51576                 NaN  0.741519        3.21425                 NaN            NaN
  1270.47        500.000                 NaN   94.4061                 NaN            NaN            NaN   1.55810       0.302929                 NaN  0.705280        3.02759                 NaN            NaN
  1269.00        500.000                 NaN   94.6885                 NaN            NaN            NaN   1.77626                 NaN            NaN  0.673137        2.86214                 NaN            NaN
  1267.54        500.000                 NaN   94.9568                 NaN            NaN            NaN   1.69463                 NaN            NaN  0.640884        2.70765                 NaN            NaN
  1266.08        500.000                 NaN   95.2029                 NaN            NaN            NaN   1.61925                 NaN            NaN  0.611571        2.56626                 NaN            NaN
  1264.62        500.000                 NaN   95.4210                 NaN            NaN            NaN   1.55248                 NaN            NaN  0.586045        2.44046                 NaN            NaN
  1263.16        500.000                 NaN   95.6277                 NaN            NaN            NaN   1.48794                 NaN            NaN  0.561967        2.32237                 NaN            NaN
  1261.69        500.000                 NaN   95.8157                 NaN            NaN            NaN   1.43047                 NaN            NaN  0.538730        2.21514                 NaN            NaN
  1260.23        500.000                 NaN   95.4885                 NaN            NaN            NaN   1.47046                 NaN            NaN  0.579029        2.38946       0.725647E-001            NaN
  1258.77        500.000                 NaN   95.1920                 NaN            NaN            NaN   1.50048                 NaN            NaN  0.611685        2.55156       0.144259                 NaN
  1257.31        500.000                 NaN   95.4179                 NaN            NaN            NaN   1.43457                 NaN            NaN  0.582184        2.42812       0.137189                 NaN
  1255.85        500.000                 NaN   95.6372                 NaN            NaN            NaN   1.36899                 NaN            NaN  0.554439        2.30947       0.129898                 NaN
  1254.38        500.000                 NaN   95.8325                 NaN            NaN            NaN   1.31143                 NaN            NaN  0.529528        2.20326       0.123261                 NaN
  1252.92        500.000                 NaN   96.0093                 NaN            NaN            NaN   1.26035                 NaN            NaN  0.508209        2.10594       0.116246                 NaN
  1251.46        500.000                 NaN   96.1756                 NaN            NaN            NaN   1.21094                 NaN            NaN  0.486916        2.01612       0.110458                 NaN
  1250.00        500.000                 NaN   96.3372                 NaN            NaN            NaN   1.16116                 NaN            NaN  0.466386        1.93037       0.104878                 NaN
  1248.54        500.000                 NaN   96.4690                 NaN            NaN            NaN   1.12421                 NaN            NaN  0.448725        1.85791       0.100149                 NaN
  1247.07        500.000                 NaN   96.6134                 NaN            NaN            NaN   1.07947                 NaN            NaN  0.431201        1.78133       0.946306E-001            NaN
  1245.61        500.000                 NaN   96.7363                 NaN            NaN            NaN   1.04227                 NaN            NaN  0.413772        1.71664       0.910124E-001            NaN
  1244.15        500.000                 NaN   96.8501                 NaN            NaN            NaN   1.00984                 NaN            NaN  0.400988        1.65365       0.854434E-001            NaN
  1242.69        500.000                 NaN   96.9620                 NaN            NaN            NaN  0.975906                 NaN            NaN  0.386199        1.59433       0.815353E-001            NaN
  1241.23        500.000                 NaN   97.0647                 NaN            NaN            NaN  0.944750                 NaN            NaN  0.371895        1.54056       0.781157E-001            NaN
  1239.76        500.000                 NaN   97.1638                 NaN            NaN            NaN  0.914864                 NaN            NaN  0.358596        1.48822       0.745715E-001            NaN
  1238.30        500.000                 NaN   97.2556                 NaN            NaN            NaN  0.887454                 NaN            NaN  0.347442        1.43884       0.706463E-001            NaN
  1236.84        500.000                 NaN   97.3436                 NaN            NaN            NaN  0.861353                 NaN            NaN  0.336889        1.39151       0.666698E-001            NaN
  1235.38        500.000                 NaN   97.4526                 NaN            NaN            NaN  0.808952                 NaN            NaN  0.314590        1.35513       0.687774E-001            NaN
  1233.92        500.000                 NaN   97.5646                 NaN            NaN            NaN  0.782922                 NaN            NaN  0.298243        1.28946       0.647991E-001            NaN
  1232.45        500.000                 NaN   96.6741                 NaN            NaN  0.369099       0.359636                 NaN            NaN  0.476280        2.03698       0.838630E-001            NaN
  1230.99        500.000                 NaN   98.8757                 NaN            NaN            NaN  0.289697                 NaN            NaN  0.893563E-002  0.733421       0.922116E-001            NaN
  1229.53        500.000                 NaN   97.2195                 NaN            NaN            NaN   1.32570                 NaN            NaN  0.452401        1.00236                 NaN            NaN
  1228.07        500.000                 NaN   96.5245                 NaN            NaN  0.615979       0.192873       0.305500                 NaN  0.531001        1.73179       0.983234E-001            NaN
  1226.61        500.000                 NaN   98.3762                 NaN            NaN            NaN  0.541999                 NaN            NaN  0.152693       0.903256       0.258496E-001            NaN
  1225.14        500.000                 NaN   97.6761                 NaN            NaN            NaN  0.799940                 NaN            NaN  0.233498        1.23805       0.524468E-001            NaN
  1223.68        500.000                 NaN   99.1111                 NaN            NaN            NaN  0.171576                 NaN            NaN  0.983622E-001  0.585734       0.332263E-001            NaN
  1222.22        500.000                 NaN   98.1321                 NaN            NaN            NaN  0.587656                 NaN            NaN  0.220704        1.01260       0.469563E-001            NaN
  1220.76        500.000                 NaN   98.2983                 NaN            NaN            NaN  0.487740                 NaN            NaN  0.184463       0.975703       0.537586E-001            NaN
  1219.30        500.000                 NaN   96.9273                 NaN            NaN  0.377565E-001  0.625170                 NaN            NaN  0.426139        1.85460       0.129038                 NaN
  1217.84        500.000                 NaN   98.9082                 NaN            NaN            NaN  0.418324                 NaN            NaN  0.106460       0.558885       0.810303E-002            NaN
  1216.37        500.000                 NaN   98.5804                 NaN            NaN            NaN  0.361251E-001  0.705706                 NaN  0.136713       0.541008                 NaN            NaN
  1214.91        500.000                 NaN   97.6875                 NaN            NaN            NaN  0.655088                 NaN            NaN  0.303815        1.31849       0.350591E-001            NaN
  1213.45        500.000                 NaN   97.9763                 NaN            NaN            NaN  0.296413       0.200286                 NaN  0.239186        1.23513       0.526618E-001            NaN
  1211.99        500.000                 NaN   99.4974                 NaN            NaN            NaN  0.450391                 NaN            NaN  0.283372E-001  0.210910E-001  0.273973E-002            NaN
  1210.53        500.000                 NaN   97.9546                 NaN            NaN            NaN  0.664962                 NaN            NaN  0.256905        1.10517       0.183376E-001            NaN
  1209.06        500.000                 NaN   97.3239                 NaN            NaN            NaN  0.875953                 NaN            NaN  0.316521        1.43224       0.513857E-001            NaN
  1207.60        500.000                 NaN   99.1773                 NaN            NaN            NaN  0.282072       0.662054E-002            NaN  0.876871E-001  0.429626       0.167299E-001            NaN
  1206.14        500.000                 NaN   96.1099                 NaN            NaN  0.134319       0.396164                 NaN            NaN  0.336434        1.51554       0.347796E-001   1.47281     
  1204.68        500.000                 NaN   98.1437                 NaN            NaN            NaN  0.241641       0.405976E-001            NaN  0.139846       0.646040       0.142513E-001  0.773895     
  1203.22        500.000                 NaN   82.0669                 NaN            NaN            NaN   2.66522                 NaN            NaN   1.46753        6.77986       0.145421        6.87509     
  1201.75        500.000                 NaN   85.1403                 NaN            NaN            NaN   2.20155                 NaN            NaN   1.24154        5.59081       0.104822        5.72093     
  1200.29        500.000                 NaN   95.4355                 NaN            NaN            NaN  0.780529                 NaN            NaN  0.384161        1.67924       0.255647E-001   1.69503     
  1198.83        500.000                 NaN   93.3406                 NaN            NaN            NaN  0.524863       0.407368                 NaN  0.539267        2.50082       0.482298E-001   2.63882     
  1197.37        500.000                 NaN   86.1396                 NaN            NaN            NaN   1.16585       0.920907                 NaN   1.13240        5.22038       0.947229E-001   5.32618     
  1195.91        500.000                 NaN   89.9116                 NaN            NaN            NaN   1.62417                 NaN            NaN  0.839971        3.79957       0.528945E-001   3.77177     
  1194.44        500.000                 NaN   90.3998                 NaN            NaN            NaN  0.585851       0.784988                 NaN  0.787605        3.67528       0.574591E-001   3.70898     
  1192.98        500.000                 NaN   87.4395                 NaN            NaN            NaN  0.512740        1.33368                 NaN   1.00735        4.80795       0.727397E-001   4.82599     
  1191.52        500.000                 NaN   84.2031                 NaN            NaN            NaN  0.759783        1.38078                 NaN   1.24235        6.15232       0.945876E-001   6.16706     
  1190.06        500.000                 NaN   69.6792                 NaN            NaN            NaN  0.451591        3.38861                 NaN   2.30214        12.2145       0.173240        11.7907     
  1188.60        500.000                 NaN            NaN            NaN            NaN            NaN   1.23127        10.5426                 NaN   7.37757        40.8613       0.580278        39.4070     
  1187.13        500.000                 NaN            NaN            NaN            NaN            NaN   1.12401        10.6524                 NaN   7.38035        40.8568       0.579227        39.4073     
  1185.67        500.000                 NaN            NaN            NaN            NaN            NaN   1.00903        10.7700                 NaN   7.38319        40.8521       0.578137        39.4076     
  1184.21        500.000                 NaN            NaN            NaN            NaN            NaN  0.885465        10.8963                 NaN   7.38611        40.8472       0.577004        39.4080     
  1182.75        500.000                 NaN            NaN            NaN            NaN            NaN  0.752312        11.0323                 NaN   7.38911        40.8421       0.575823        39.4083     
  1181.29        500.000                 NaN            NaN            NaN            NaN            NaN  0.608435        11.1792                 NaN   7.39220        40.8368       0.574591        39.4087     
  1179.82        500.000                 NaN            NaN            NaN            NaN            NaN  0.452428        11.3384                 NaN   7.39540        40.8313       0.573301        39.4091     
  1178.36        500.000                 NaN            NaN            NaN            NaN            NaN  0.282688        11.5115                 NaN   7.39872        40.8255       0.571947        39.4096     
  1176.90        500.000                 NaN            NaN            NaN            NaN            NaN  0.972459E-001   11.7006                 NaN   7.40217        40.8194       0.570519        39.4101     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   11.7995                 NaN            NaN   7.40460        40.8158       0.569763        39.4103     
  1173.98        500.000                 NaN            NaN            NaN            NaN            NaN   11.8019                 NaN            NaN   7.40705        40.8116       0.568765        39.4106     
  1172.51        500.000                 NaN            NaN            NaN            NaN            NaN   11.8044                 NaN            NaN   7.40960        40.8072       0.567703        39.4111     
  1171.05        500.000                 NaN            NaN            NaN            NaN            NaN   11.8073                 NaN            NaN   7.41272        40.8021       0.566465        39.4114     
  1169.59        500.000                 NaN            NaN            NaN            NaN            NaN   1.16636        10.6408                 NaN   7.41306        40.8018       0.566447        39.4115     
  1168.13        500.000                 NaN            NaN            NaN            NaN            NaN   1.29520        10.5132                 NaN   7.41467        40.7993       0.565874        39.4117     
  1166.67        500.000                 NaN            NaN            NaN            NaN            NaN  0.254790        1.70071        9.85133        7.41430        40.8010       0.566301        39.4116     
  1165.20        500.000                 NaN            NaN            NaN            NaN            NaN  0.722968        2.31735        8.76254        7.41227        40.8062       0.567576        39.4111     
  1163.74        500.000                 NaN            NaN            NaN            NaN            NaN   11.8188                 NaN            NaN   7.42550        40.7812       0.561571        39.4130     
  1162.28        500.000                 NaN            NaN            NaN            NaN            NaN  0.551136        11.2519                 NaN   7.41735        40.8029       0.567182        39.4095     
  1160.82        500.000                 NaN            NaN            NaN            NaN            NaN   1.39905        10.4161                 NaN   7.41826        40.7901       0.564031        39.4125     
  1159.36        500.000                 NaN            NaN            NaN            NaN            NaN   2.25604        3.51991        6.00570        7.39895        40.8355       0.575627        39.4083     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   2.28360        9.53175                 NaN   7.42699        40.7825       0.562374        39.4128     
  1156.43        500.000                 NaN            NaN            NaN            NaN            NaN   11.8286                 NaN            NaN   7.43750        40.7626       0.556971        39.4143     
  1154.97        500.000                 NaN            NaN            NaN            NaN            NaN   11.8299                 NaN            NaN   7.43939        40.7598       0.556459        39.4145     
  1153.51        500.000                 NaN            NaN            NaN            NaN            NaN   6.15156        5.63157                 NaN   7.40526        40.8296       0.573396        39.4086     
  1152.05        500.000                 NaN            NaN            NaN            NaN            NaN   5.91972        5.86278                 NaN   7.40581        40.8298       0.573390        39.4085     
  1150.58        500.000                 NaN            NaN            NaN            NaN            NaN   11.8300                 NaN            NaN   7.44352        40.7561       0.555957        39.4144     
  1149.12        500.000                 NaN            NaN            NaN            NaN            NaN   5.79392        6.02814                 NaN   7.44022        40.7655       0.558923        39.4133     
  1147.66        500.000                 NaN            NaN            NaN            NaN            NaN   6.61823        5.21219                 NaN   7.44217        40.7558       0.555949        39.4157     
  1146.20        500.000                 NaN            NaN            NaN            NaN            NaN   6.26755        5.56512                 NaN   7.44482        40.7514       0.554950        39.4161     
  1144.74        500.000                 NaN            NaN            NaN            NaN            NaN   5.89781        5.93709                 NaN   7.44746        40.7471       0.553956        39.4166     
  1143.27        500.000                 NaN            NaN            NaN            NaN            NaN   6.20932        5.62780                 NaN   7.45010        40.7429       0.552959        39.4170     
  1141.81        500.000                 NaN            NaN            NaN            NaN            NaN   6.49924        5.34010                 NaN   7.45276        40.7386       0.551951        39.4174     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   6.76777        5.07383                 NaN   7.45545        40.7343       0.550927        39.4177     
  1138.89        500.000                 NaN            NaN            NaN            NaN            NaN   4.82817        7.01574                 NaN   7.45818        40.7299       0.549879        39.4181     
  1137.43        500.000                 NaN            NaN            NaN            NaN            NaN   4.60168        7.24460                 NaN   7.46094        40.7255       0.548803        39.4185     
  1135.96        500.000                 NaN            NaN            NaN            NaN            NaN   4.40648        7.44225                 NaN   7.46377        40.7210       0.547682        39.4189     
  1134.50        500.000                 NaN            NaN            NaN            NaN            NaN   1.80142        8.67587        1.35741        7.45882        40.7367       0.551880        39.4179     
  1133.04        500.000                 NaN            NaN            NaN            NaN            NaN   4.13499        7.71933                 NaN   7.46978        40.7111       0.545189        39.4196     
  1131.58        500.000                 NaN            NaN            NaN            NaN            NaN   7.86229        3.99488                 NaN   7.47281        40.7062       0.543915        39.4199     
  1130.12        500.000                 NaN            NaN            NaN            NaN            NaN   8.00931        3.85076                 NaN   7.47586        40.7012       0.542620        39.4203     
  1128.65        500.000                 NaN            NaN            NaN            NaN            NaN   8.16153        3.70151                 NaN   7.47894        40.6961       0.541300        39.4206     
  1127.19        500.000                 NaN            NaN            NaN            NaN            NaN   8.32023        3.54583                 NaN   7.48204        40.6910       0.539952        39.4210     
  1125.73        500.000                 NaN            NaN            NaN            NaN            NaN   8.48704        3.38212                 NaN   7.48519        40.6858       0.538570        39.4213     
  1124.27        500.000                 NaN            NaN            NaN            NaN            NaN  0.945711        1.84368        9.07394        7.48587        40.6899       0.540086        39.4209     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN  0.521389       0.640544        10.7073        7.51166        40.6653       0.535049        39.4187     
  1121.34        500.000                 NaN            NaN            NaN            NaN            NaN  0.934587        10.9500                 NaN   7.50074        40.6576       0.532716        39.4244     
  1119.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.78943        9.09427                 NaN   7.49864        40.6624       0.532485        39.4228     
  1118.42        500.000                 NaN            NaN            NaN            NaN            NaN   2.37488        9.51322                 NaN   7.50257        40.6555       0.530549        39.4233     
  1116.96        500.000                 NaN            NaN            NaN            NaN            NaN   1.89060        10.0011                 NaN   7.50572        40.6499       0.529024        39.4236     
  1115.50        500.000                 NaN            NaN            NaN            NaN            NaN   1.81846        10.0759                 NaN   7.50823        40.6456       0.527897        39.4239     
  1114.03        500.000                 NaN            NaN            NaN            NaN            NaN   1.65788        10.2391                 NaN   7.51070        40.6413       0.526766        39.4243     
  1112.57        500.000                 NaN            NaN            NaN            NaN            NaN   1.39624        10.5040                 NaN   7.51357        40.6361       0.525408        39.4246     
  1111.11        500.000                 NaN            NaN            NaN            NaN            NaN   1.08307        10.8207                 NaN   7.51658        40.6306       0.523966        39.4251     
  1109.65        500.000                 NaN            NaN            NaN            NaN            NaN  0.690120        11.2175                 NaN   7.51977        40.6247       0.522418        39.4255     
  1108.19        500.000                 NaN            NaN            NaN            NaN            NaN   11.9126       0.638436E-005            NaN   7.52369        40.6170       0.520596        39.4261     
  1106.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.25024        9.66313                 NaN   7.52551        40.6146       0.520065        39.4265     
  1105.26        500.000                 NaN            NaN            NaN            NaN   2.36523        2.06064        6.23314                 NaN   7.20180        41.3568       0.734750        40.0476     
  1103.80        500.000                 NaN            NaN            NaN            NaN            NaN   1.64243        10.2750                 NaN   7.52912        40.6073       0.518643        39.4275     
  1102.34        500.000                 NaN            NaN            NaN            NaN   1.17606        6.81187        3.34571                 NaN   7.38814        40.9241       0.612746        39.7414     
  1100.88        500.000                 NaN            NaN            NaN            NaN   1.31286        6.84747        3.10619                 NaN   7.37289        40.9590       0.623359        39.7783     
  1099.41        500.000                 NaN            NaN            NaN            NaN   1.67866        9.41269                 NaN            NaN   7.33237        41.0496       0.650326        39.8764     
  1097.95        500.000                 NaN            NaN            NaN            NaN   1.92812        9.03354                 NaN            NaN   7.29980        41.1230       0.672539        39.9430     
  1096.49        500.000                 NaN            NaN            NaN            NaN   1.95583        8.99417                 NaN            NaN   7.29794        41.1270       0.674077        39.9509     
  1095.03        500.000                 NaN            NaN            NaN            NaN   2.05698        8.84133                 NaN            NaN   7.28547        41.1552       0.682768        39.9782     
  1093.57        500.000                 NaN            NaN            NaN            NaN   2.13990        8.71606                 NaN            NaN   7.27536        41.1782       0.689870        40.0006     
  1092.10        500.000                 NaN            NaN            NaN            NaN   2.23794        8.56714                 NaN            NaN   7.26295        41.2063       0.698561        40.0271     
  1090.64        500.000                 NaN            NaN            NaN            NaN   2.28033        8.50403                 NaN            NaN   7.25849        41.2165       0.701874        40.0387     
  1089.18        500.000                 NaN            NaN            NaN            NaN   2.31444        8.45366                 NaN            NaN   7.25518        41.2241       0.704400        40.0482     
  1087.72        500.000                 NaN            NaN            NaN            NaN   2.36033        8.38492                 NaN            NaN   7.25011        41.2357       0.708140        40.0608     
  1086.26        500.000                 NaN            NaN            NaN            NaN   2.39595        8.33203                 NaN            NaN   7.24649        41.2439       0.710885        40.0707     
  1084.79        500.000                 NaN            NaN            NaN            NaN   2.42946        8.28235                 NaN            NaN   7.24315        41.2516       0.713446        40.0800     
  1083.33        500.000                 NaN            NaN            NaN            NaN   2.46137        8.23508                 NaN            NaN   7.24000        41.2588       0.715871        40.0889     
  1081.87        500.000                 NaN            NaN            NaN            NaN   2.49183        8.19000                 NaN            NaN   7.23704        41.2655       0.718175        40.0974     
  1080.41        500.000                 NaN            NaN            NaN            NaN   2.52098        8.14690                 NaN            NaN   7.23424        41.2719       0.720368        40.1056     
  1078.95        500.000                 NaN            NaN            NaN            NaN   2.51973        8.15149                 NaN            NaN   7.23617        41.2675       0.719351        40.1058     
  1077.48        500.000                 NaN            NaN            NaN            NaN   2.57719        8.06330                 NaN            NaN   7.22923        41.2842       0.724782        40.1213     
  1076.02        500.000                 NaN            NaN            NaN            NaN   2.57343        8.07245                 NaN            NaN   7.23117        41.2787       0.723330        40.1209     
  1074.56        500.000                 NaN            NaN            NaN            NaN   2.59981        8.03180                 NaN            NaN   7.22720        41.2877       0.725762        40.1277     
  1073.10        500.000                 NaN            NaN            NaN            NaN   2.62837        7.99109                 NaN            NaN   7.22583        41.2908       0.727530        40.1364     
  1071.64        500.000                 NaN            NaN            NaN            NaN   2.67161        7.92519                 NaN            NaN   7.22060        41.3031       0.731411        40.1481     
  1070.18        500.000                 NaN            NaN            NaN            NaN   2.69385        7.89257                 NaN            NaN   7.21868        41.3074       0.732998        40.1545     
  1068.71        500.000                 NaN            NaN            NaN            NaN   2.71269        7.86532                 NaN            NaN   7.21727        41.3105       0.734250        40.1599     
  1067.25        500.000                 NaN            NaN            NaN            NaN   2.71904        7.85800                 NaN            NaN   7.21792        41.3087       0.734093        40.1622     
  1065.79        500.000                 NaN            NaN            NaN            NaN   2.75459        7.80394                 NaN            NaN   7.21391        41.3185       0.737233        40.1719     
  1064.33        500.000                 NaN            NaN            NaN            NaN   2.77441        7.77486                 NaN            NaN   7.21243        41.3222       0.738586        40.1775     
  1062.87        500.000                 NaN            NaN            NaN            NaN   2.78311        7.76373                 NaN            NaN   7.21265        41.3218       0.738346        40.1804     
  1061.40        500.000                 NaN            NaN            NaN            NaN   2.79812        7.74179                 NaN            NaN   7.21165        41.3238       0.739861        40.1848     
  1059.94        500.000                 NaN            NaN            NaN            NaN   2.81657        7.71576                 NaN            NaN   7.21010        41.3264       0.740902        40.1903     
  1058.48        500.000                 NaN            NaN            NaN            NaN   2.83570        7.68738                 NaN            NaN   7.20793        41.3311       0.742411        40.1955     
  1057.02        500.000                 NaN            NaN            NaN            NaN   2.86874        7.63659                 NaN            NaN   7.20425        41.3403       0.745431        40.2047     
  1055.56        500.000                 NaN            NaN            NaN            NaN   2.88441        7.61411                 NaN            NaN   7.20328        41.3425       0.746411        40.2093     
  1054.09        500.000                 NaN            NaN            NaN            NaN   2.89409        7.60142                 NaN            NaN   7.20333        41.3421       0.746676        40.2124     
  1052.63        500.000                 NaN            NaN            NaN            NaN   2.91411        7.57171                 NaN            NaN   7.20150        41.3463       0.748229        40.2181     
  1051.17        500.000                 NaN            NaN            NaN            NaN   2.92118        7.56330                 NaN            NaN   7.20202        41.3447       0.748181        40.2206     
  1049.71        500.000                 NaN            NaN            NaN            NaN   2.93437        7.54478                 NaN            NaN   7.20141        41.3460       0.748904        40.2246     
  1048.25        500.000                 NaN            NaN            NaN            NaN   2.95599        7.51272                 NaN            NaN   7.19945        41.3503       0.750623        40.2309     
  1046.78        500.000                 NaN            NaN            NaN            NaN   2.97174        7.48989                 NaN            NaN   7.19833        41.3528       0.751697        40.2355     
  1045.32        500.000                 NaN            NaN            NaN            NaN   2.97417        7.48866                 NaN            NaN   7.19946        41.3500       0.751163        40.2366     
  1043.86        500.000                 NaN            NaN            NaN            NaN   3.10796        7.23978                 NaN            NaN   7.16085        41.4515       0.775384        40.2645     
  1042.40        500.000                 NaN            NaN            NaN            NaN   3.12749        7.22358                 NaN            NaN   7.16584        41.4371       0.773364        40.2727     
  1040.94        500.000                 NaN            NaN            NaN            NaN   3.13286        7.21560                 NaN            NaN   7.16537        41.4382       0.773781        40.2742     
  1039.47        500.000                 NaN            NaN            NaN            NaN   3.03574        7.39936                 NaN            NaN   7.19514        41.3596       0.755402        40.2548     
  1038.01        500.000                 NaN            NaN            NaN            NaN   3.04427        7.38842                 NaN            NaN   7.19520        41.3588       0.755646        40.2576     
  1036.55        500.000                 NaN            NaN            NaN            NaN   3.14777        7.19338                 NaN            NaN   7.16403        41.4414       0.774960        40.2785     
  1035.09        500.000                 NaN            NaN            NaN            NaN   3.07106        7.34953                 NaN            NaN   7.19352        41.3630       0.757392        40.2655     
  1033.63        500.000                 NaN            NaN            NaN            NaN   3.08371        7.33185                 NaN            NaN   7.19303        41.3639       0.758089        40.2694     
  1032.16        500.000                 NaN            NaN            NaN            NaN   3.09239        7.32047                 NaN            NaN   7.19309        41.3634       0.758360        40.2723     
  1030.70        500.000                 NaN            NaN            NaN            NaN   3.16484        7.16796                 NaN            NaN   7.16252        41.4450       0.776312        40.2834     
  1029.24        500.000                 NaN            NaN            NaN            NaN   3.11736        7.28453                 NaN            NaN   7.19160        41.3669       0.759974        40.2797     
  1027.78        500.000                 NaN            NaN            NaN            NaN   3.12934        7.26775                 NaN            NaN   7.19114        41.3677       0.760654        40.2834     
  1026.32        500.000                 NaN            NaN            NaN            NaN   3.14033        7.25239                 NaN            NaN   7.19074        41.3684       0.761252        40.2868     
  1024.85        500.000                 NaN            NaN            NaN            NaN   3.15118        7.23725                 NaN            NaN   7.19036        41.3692       0.761838        40.2902     
  1023.39        500.000                 NaN            NaN            NaN            NaN   3.16108        7.22345                 NaN            NaN   7.19003        41.3699       0.762344        40.2932     
  1021.93        500.000                 NaN            NaN            NaN            NaN   3.17244        7.20762                 NaN            NaN   7.18965        41.3705       0.762973        40.2968     
  1020.47        500.000                 NaN            NaN            NaN            NaN   3.18287        7.19313                 NaN            NaN   7.18933        41.3711       0.763523        40.3001     
  1019.01        500.000                 NaN            NaN            NaN            NaN   3.19321        7.17875                 NaN            NaN   7.18902        41.3716       0.764068        40.3033     
  1017.54        500.000                 NaN            NaN            NaN            NaN   3.20342        7.16458                 NaN            NaN   7.18873        41.3721       0.764603        40.3066     
  1016.08        500.000                 NaN            NaN            NaN            NaN   3.21260        7.15188                 NaN            NaN   7.18848        41.3726       0.765049        40.3094     
  1014.62        500.000                 NaN            NaN            NaN            NaN   3.22245        7.13824                 NaN            NaN   7.18823        41.3730       0.765553        40.3125     
  1013.16        500.000                 NaN            NaN            NaN            NaN   3.22452        7.13760                 NaN            NaN   7.18927        41.3699       0.765109        40.3136     
  1011.70        500.000                 NaN            NaN            NaN            NaN   3.24330        7.10939                 NaN            NaN   7.18773        41.3737       0.766649        40.3192     
  1010.23        500.000                 NaN            NaN            NaN            NaN   3.24286        7.11299                 NaN            NaN   7.18934        41.3694       0.765778        40.3196     
  1008.77        500.000                 NaN            NaN            NaN            NaN   3.25150        7.10139                 NaN            NaN   7.18930        41.3693       0.766120        40.3224     
  1007.31        500.000                 NaN            NaN            NaN            NaN   3.27291        7.06893                 NaN            NaN   7.18750        41.3739       0.768010        40.3288     
  1005.85        500.000                 NaN            NaN            NaN            NaN   3.27141        7.07402                 NaN            NaN   7.18896        41.3696       0.767140        40.3289     
  1004.39        500.000                 NaN            NaN            NaN            NaN   3.28991        7.04544                 NaN            NaN   7.18693        41.3746       0.768939        40.3342     
  1002.92        500.000                 NaN            NaN            NaN            NaN   3.29895        7.03306                 NaN            NaN   7.18681        41.3747       0.769374        40.3371     
  1001.46        500.000                 NaN            NaN            NaN            NaN   3.30789        7.02085                 NaN            NaN   7.18670        41.3748       0.769799        40.3400     
  1000.00        500.000                 NaN            NaN            NaN            NaN   3.31672        7.00880                 NaN            NaN   7.18661        41.3748       0.770216        40.3429     
