|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1328.49        500.000                 NaN   99.3388       0.263575       0.349245E-001  0.222723       0.139964                 NaN            NaN            NaN
  1327.45        500.000                 NaN   99.3433       0.262466       0.336082E-001  0.221147       0.139503                 NaN            NaN            NaN
  1326.42        500.000                 NaN   99.3487       0.313913E-001  0.261480       0.219390       0.139084                 NaN            NaN            NaN
  1325.38        500.000       0.229715E-001   99.3126       0.413119E-001  0.277269       0.226365       0.119482                 NaN            NaN            NaN
  1324.34        500.000       0.525435E-001   99.2625       0.524175E-001  0.301614       0.236334       0.945709E-001            NaN            NaN            NaN
  1323.31        500.000       0.552262E-001   99.2636       0.505163E-001  0.303410       0.235404       0.918661E-001            NaN            NaN            NaN
  1322.27        500.000       0.589088E-001   99.2605       0.487977E-001  0.308402       0.235278       0.881313E-001            NaN            NaN            NaN
  1321.23        500.000       0.619264E-001   99.2600       0.458780E-001  0.312390       0.234565       0.852171E-001            NaN            NaN            NaN
  1320.20        500.000       0.629543E-001   99.2637       0.311644       0.446788E-001  0.233332       0.836896E-001            NaN            NaN            NaN
  1319.16        500.000       0.634983E-001   99.2702       0.311590       0.420813E-001  0.230689       0.819113E-001            NaN            NaN            NaN
  1318.13        500.000       0.643763E-001   99.2733       0.311304       0.411110E-001  0.229589       0.803312E-001            NaN            NaN            NaN
  1317.09        500.000       0.645295E-001   99.2798       0.386012E-001  0.309653       0.227654       0.797455E-001            NaN            NaN            NaN
  1316.05        500.000       0.644862E-001   99.2866       0.378673E-001  0.307329       0.225453       0.782592E-001            NaN            NaN            NaN
  1315.02        500.000       0.653893E-001   99.2892       0.309287       0.353126E-001  0.224044       0.767761E-001            NaN            NaN            NaN
  1313.98        500.000       0.653917E-001   99.2946       0.334518E-001  0.308135       0.222378       0.759955E-001            NaN            NaN            NaN
  1312.94        500.000       0.649227E-001   99.3025       0.304814       0.330967E-001  0.219891       0.747621E-001            NaN            NaN            NaN
  1311.91        500.000       0.647419E-001   99.3085       0.318365E-001  0.303453       0.217872       0.736283E-001            NaN            NaN            NaN
  1310.87        500.000       0.642500E-001   99.3155       0.299781E-001  0.301144       0.215842       0.732935E-001            NaN            NaN            NaN
  1309.84        500.000       0.637044E-001   99.3220       0.298718       0.295375E-001  0.213733       0.722820E-001            NaN            NaN            NaN
  1308.80        500.000       0.630936E-001   99.3292       0.296107       0.281974E-001  0.211638       0.717806E-001            NaN            NaN            NaN
  1307.76        500.000       0.622810E-001   99.3368       0.292486       0.284323E-001  0.209268       0.707741E-001            NaN            NaN            NaN
  1306.73        500.000       0.619737E-001   99.3417       0.293491       0.210426E-001  0.208331       0.734525E-001            NaN            NaN            NaN
  1305.69        500.000       0.612014E-001   99.3506       0.326665E-001  0.285590       0.204267       0.656701E-001            NaN            NaN            NaN
  1304.65        500.000       0.605792E-001   99.3569       0.285450       0.251289E-001  0.203109       0.688080E-001            NaN            NaN            NaN
  1303.62        500.000       0.596584E-001   99.3642       0.281794       0.252730E-001  0.200939       0.681056E-001            NaN            NaN            NaN
  1302.58        500.000       0.595901E-001   99.3671       0.266221E-001  0.280403       0.199889       0.664070E-001            NaN            NaN            NaN
  1301.55        500.000       0.589575E-001   99.3750       0.277700       0.268610E-001  0.197105       0.644129E-001            NaN            NaN            NaN
  1300.51        500.000       0.572032E-001   99.3859       0.210761E-001  0.274187       0.194286       0.673264E-001            NaN            NaN            NaN
  1299.47        500.000       0.568369E-001   99.3919       0.241360E-001  0.270074       0.192313       0.647555E-001            NaN            NaN            NaN
  1298.44        500.000       0.557024E-001   99.4002       0.184273E-001  0.267193       0.190972       0.675376E-001            NaN            NaN            NaN
  1297.40        500.000       0.561884E-001   99.4025       0.265253       0.272213E-001  0.188250       0.606305E-001            NaN            NaN            NaN
  1296.36        500.000       0.549484E-001   99.4100       0.262520       0.230699E-001  0.186800       0.626397E-001            NaN            NaN            NaN
  1295.33        500.000       0.542068E-001   99.4169       0.259249       0.231522E-001  0.184705       0.618199E-001            NaN            NaN            NaN
  1294.29        500.000       0.534621E-001   99.4225       0.256005       0.246817E-001  0.182843       0.604954E-001            NaN            NaN            NaN
  1293.26        500.000       0.527922E-001   99.4287       0.253487       0.241543E-001  0.180922       0.598955E-001            NaN            NaN            NaN
  1292.22        500.000       0.520423E-001   99.4349       0.252380E-001  0.250001       0.179039       0.588068E-001            NaN            NaN            NaN
  1291.18        500.000       0.513747E-001   99.4408       0.252441E-001  0.247430       0.177171       0.579921E-001            NaN            NaN            NaN
  1290.15        500.000       0.507553E-001   99.4467       0.244727       0.254609E-001  0.175304       0.570882E-001            NaN            NaN            NaN
  1289.11        500.000       0.500476E-001   99.4525       0.260821E-001  0.241702       0.173510       0.561932E-001            NaN            NaN            NaN
  1288.07        500.000       0.493551E-001   99.4580       0.238704       0.270594E-001  0.171770       0.551366E-001            NaN            NaN            NaN
  1287.04        500.000       0.487181E-001   99.4637       0.236043       0.273536E-001  0.169952       0.542520E-001            NaN            NaN            NaN
  1286.00        500.000       0.480759E-001   99.4692       0.233106       0.284631E-001  0.168138       0.530196E-001            NaN            NaN            NaN
  1284.97        500.000       0.474430E-001   99.4746       0.230411       0.289619E-001  0.166449       0.521787E-001            NaN            NaN            NaN
  1283.93        500.000       0.467603E-001   99.4801       0.300132E-001  0.227357       0.164701       0.511052E-001            NaN            NaN            NaN
  1282.89        500.000       0.461475E-001   99.4855       0.304039E-001  0.224636       0.162988       0.503022E-001            NaN            NaN            NaN
  1281.86        500.000       0.455237E-001   99.4908       0.312131E-001  0.221777       0.161351       0.493229E-001            NaN            NaN            NaN
  1280.82        500.000       0.449908E-001   99.4952       0.348290E-001  0.218363       0.159737       0.469079E-001            NaN            NaN            NaN
  1279.78        500.000       0.440695E-001   99.4998       0.216776       0.328722E-001  0.158491       0.479960E-001            NaN            NaN            NaN
  1278.75        500.000       0.436818E-001   99.5070       0.213279       0.339796E-001  0.156033       0.460379E-001            NaN            NaN            NaN
  1277.71        500.000       0.431075E-001   99.5108       0.211087       0.343021E-001  0.155010       0.456505E-001            NaN            NaN            NaN
  1276.68        500.000       0.424847E-001   99.5161       0.207695       0.369239E-001  0.153100       0.437429E-001            NaN            NaN            NaN
  1275.64        500.000       0.413142E-001   99.5236       0.178663E-001  0.211448       0.152424       0.533067E-001            NaN            NaN            NaN
  1274.60        500.000       0.418351E-001   99.5222       0.196119       0.583327E-001  0.149586       0.318849E-001            NaN            NaN            NaN
  1273.57        500.000       0.406982E-001   99.5300       0.199290       0.407331E-001  0.148650       0.406554E-001            NaN            NaN            NaN
  1272.53        500.000       0.401194E-001   99.5348       0.197095       0.407500E-001  0.147171       0.400599E-001            NaN            NaN            NaN
  1271.50        500.000       0.395365E-001   99.5393       0.428954E-001  0.193784       0.145738       0.387934E-001            NaN            NaN            NaN
  1270.46        500.000       0.389938E-001   99.5434       0.191539       0.440710E-001  0.144291       0.376709E-001            NaN            NaN            NaN
  1269.42        500.000       0.118968        97.4220       0.403103       0.325808       0.388156       0.485352E-004   1.34190                 NaN            NaN
  1268.39        500.000       0.282724        92.8849       0.903312       0.779478       0.915746       0.156618E-004   4.23387                 NaN            NaN
  1267.35        500.000       0.258462        93.4876       0.716048       0.828358       0.842519       0.795498E-005   3.86698                 NaN            NaN
  1266.31        500.000       0.238434        93.9873       0.663051       0.766916       0.781740       0.473659E-005   3.56253                 NaN            NaN
  1265.28        500.000       0.221222        94.4193       0.616420       0.713783       0.728823       0.428371E-005   3.30045                 NaN            NaN
  1264.24        500.000       0.206469        94.7943       0.667549       0.575342       0.682786                 NaN   3.07356                 NaN            NaN
  1263.21        500.000       0.193648        95.1225       0.627796       0.538461       0.642200                 NaN   2.87536                 NaN            NaN
  1262.17        500.000       0.182472        95.4117       0.504824       0.592792       0.606207       0.225314E-005   2.70198                 NaN            NaN
  1261.13        500.000       0.172144        95.6709       0.477157       0.560728       0.573997                 NaN   2.54508                 NaN            NaN
  1260.10        500.000       0.163447        95.8972       0.450307       0.533506       0.545722                 NaN   2.40984                 NaN            NaN
  1259.06        500.000       0.155243        96.1059       0.426813       0.507976       0.519367                 NaN   2.28470                 NaN            NaN
  1258.02        500.000       0.148261        96.2894       0.485835       0.405062       0.496232                 NaN   2.17524                 NaN            NaN
  1256.99        500.000       0.141726        96.4664       0.383066       0.463839       0.473668                 NaN   2.07133                 NaN            NaN
  1255.95        500.000       0.135305        96.6211       0.446813       0.365343       0.453873                 NaN   1.97761                 NaN            NaN
  1254.92        500.000       0.129779        96.7631       0.349129       0.428437       0.435592       0.716358E-006   1.89395                 NaN            NaN
  1253.88        500.000       0.124744        96.8941       0.333152       0.412513       0.418700                 NaN   1.81681                 NaN            NaN
  1252.84        500.000       0.119707        97.0161       0.319215       0.397740       0.402930                 NaN   1.74426                 NaN            NaN
  1251.81        500.000       0.115288        97.1285       0.383221       0.306215       0.388295                 NaN   1.67852                 NaN            NaN
  1250.77        500.000       0.111066        97.2379       0.370261       0.292401       0.373769                 NaN   1.61461                 NaN            NaN
  1249.73        500.000       0.107111        97.3334       0.281998       0.358085       0.361352                 NaN   1.55810                 NaN            NaN
  1248.70        500.000       0.103347        97.4273       0.270215       0.346612       0.348791                 NaN   1.50373                 NaN            NaN
  1247.66        500.000       0.998386E-001   97.5140       0.260430       0.335463       0.337288                 NaN   1.45302                 NaN            NaN
  1246.63        500.000       0.964125E-001   97.5941       0.325042       0.251439       0.326497                 NaN   1.40650                 NaN            NaN
  1245.59        500.000       0.931319E-001   97.6733       0.315211       0.242113       0.315825                 NaN   1.36039                 NaN            NaN
  1244.55        500.000       0.799809E-001   97.7361       0.298595       0.249305       0.306692                 NaN   1.32389       0.548431E-002            NaN
  1243.52        500.000       0.371290E-001   97.7686       0.260893       0.302633       0.300080                 NaN   1.30387       0.268175E-001            NaN
  1242.48        500.000       0.342508E-001   97.8309       0.297151       0.252301       0.291327                 NaN   1.26754       0.265689E-001            NaN
  1241.44        500.000       0.321926E-001   97.8934       0.242460       0.292388       0.283369                 NaN   1.23019       0.259550E-001            NaN
  1240.41        500.000       0.295091E-001   97.9486       0.234691       0.288685       0.275673                 NaN   1.19718       0.256954E-001            NaN
  1239.37        500.000       0.269128E-001   98.0026       0.225504       0.285592       0.268364                 NaN   1.16545       0.255531E-001            NaN
  1238.34        500.000       0.244363E-001   98.0554       0.217165       0.282331       0.261270                 NaN   1.13413       0.252362E-001            NaN
  1237.30        500.000       0.205690E-001   98.1024       0.207964       0.282095       0.254698                 NaN   1.10644       0.258205E-001            NaN
  1236.26        500.000       0.196726E-001   98.1505       0.201637       0.277482       0.248142                 NaN   1.07777       0.248400E-001            NaN
  1235.23        500.000       0.161337E-001   98.1960       0.192642       0.277316       0.241833                 NaN   1.05086       0.252390E-001            NaN
  1234.19        500.000       0.134417E-001   98.2373       0.185175       0.276293       0.236157                 NaN   1.02632       0.253198E-001            NaN
  1233.15        500.000       0.102683E-001   98.2768       0.277236       0.177010       0.230617                 NaN   1.00246       0.256386E-001            NaN
  1232.12        500.000       0.646873E-002   98.3158       0.167874       0.279199       0.225077                 NaN  0.979392       0.262314E-001            NaN
  1231.08        500.000       0.369765E-002   98.3526       0.160749       0.279442       0.219935                 NaN  0.957216       0.263896E-001            NaN
  1230.05        500.000                 NaN   98.3843       0.280300       0.153763       0.215224                 NaN  0.938704       0.277102E-001            NaN
  1229.01        500.000                 NaN   98.4274       0.278727       0.146816       0.209441                 NaN  0.912184       0.253836E-001            NaN
  1227.97        500.000       0.971033E-001   98.0732       0.268421E-001  0.328584       0.257684                 NaN   1.21663                 NaN            NaN
  1226.94        500.000       0.793566E-001   98.5609       0.197635                 NaN  0.204382       0.603988E-001  0.897354                 NaN            NaN
  1225.90        500.000                 NaN   98.8877       0.198140       0.251127       0.139572                 NaN  0.522264       0.123264E-002            NaN
  1224.86        500.000                 NaN   98.7378       0.249378       0.686806E-001  0.154352                 NaN  0.764891       0.248542E-001            NaN
  1223.83        500.000                 NaN   97.5066       0.529765       0.877222E-001  0.344426                 NaN   1.50185       0.296600E-001            NaN
  1222.79        500.000                 NaN   99.4240       0.468229E-001            NaN  0.877683E-001  0.108975       0.310237       0.222220E-001            NaN
  1221.76        500.000                 NaN   98.3126       0.260593       0.199539       0.221575                 NaN  0.986832       0.188355E-001            NaN
  1220.72        500.000                 NaN   95.6274       0.809125       0.408922       0.569197                 NaN   2.52126       0.641246E-001            NaN
  1219.68        500.000                 NaN   98.9636       0.582227E-001  0.929705E-001  0.113647                 NaN  0.539603       0.125452E-001  0.219438     
  1218.65        500.000                 NaN   99.8921       0.754707E-001            NaN            NaN            NaN  0.324450E-001            NaN            NaN
  1217.61        500.000                 NaN   99.8906                 NaN            NaN  0.203171E-001            NaN  0.483151E-001  0.101002E-002  0.397499E-001
  1216.57        500.000                 NaN   99.8023       0.673544E-001  0.962518E-002  0.263755E-001            NaN  0.936230E-001  0.695992E-003            NaN
  1215.54        500.000                 NaN   99.8877       0.154836E-001            NaN  0.134905E-001            NaN  0.806363E-001  0.273353E-002            NaN
  1214.50        500.000                 NaN   95.6848       0.846249       0.330925       0.562361                 NaN   2.51799       0.576351E-001            NaN
  1213.47        500.000                 NaN   99.7939       0.416613E-001  0.115768E-001  0.256209E-001            NaN  0.123461       0.373970E-002            NaN
  1212.43        500.000                 NaN   99.7990       0.269221E-001  0.967312E-002  0.191893E-001            NaN  0.791312E-001  0.886543E-003  0.652418E-001
  1211.39        500.000                 NaN   98.0533       0.137216       0.982040E-001  0.166028                 NaN  0.786746       0.114567E-001  0.747071     
  1210.36        500.000                 NaN   77.5131        1.83301                 NaN   1.98677       0.809081        9.14570       0.155689        8.55667     
  1209.32        500.000                 NaN   73.5546        2.09754                 NaN   2.28938       0.905243        10.4059       0.162986        10.5843     
  1208.28        500.000                 NaN  100.0000       0.291071E-005            NaN  0.265709E-005  0.116121E-005  0.117601E-004            NaN  0.120374E-004
  1207.25        500.000                 NaN   77.2358        1.66988                 NaN   1.94756       0.798225        9.02035       0.145441        9.18273     
  1206.21        500.000                 NaN   75.5991        1.91646                 NaN   2.10630       0.852172        9.66414       0.150886        9.71090     
  1205.18        500.000                 NaN   99.9999       0.100799E-004            NaN  0.101240E-004  0.516690E-005  0.433565E-004            NaN  0.431222E-004
  1204.14        500.000                 NaN   99.9998       0.193742E-004  0.733825E-005  0.191582E-004            NaN  0.897130E-004  0.174821E-005  0.869443E-004
  1203.10        500.000                 NaN  100.0000       0.382083E-005            NaN  0.422222E-005  0.158407E-005  0.199814E-004            NaN  0.187858E-004
  1202.07        500.000                 NaN   67.4610        2.49197                 NaN   2.78405        1.10367        12.9142       0.197379        13.0477     
  1201.03        500.000                 NaN  100.0000       0.221880E-005            NaN  0.134666E-005            NaN  0.144349E-005            NaN  0.731131E-005
  1199.99        500.000       0.548965E-005   99.9998       0.188443E-004            NaN  0.172911E-004  0.142641E-005  0.946812E-004            NaN  0.918661E-004
  1198.96        500.000                 NaN   99.9992       0.447600E-004            NaN  0.666691E-004  0.291861E-004  0.305923E-003  0.402253E-005  0.310799E-003
  1197.92        500.000                 NaN   76.3866        1.45286                 NaN   2.00665       0.877021        9.51827       0.146157        9.61242     
  1196.89        500.000                 NaN   99.9996       0.270379E-004            NaN  0.344660E-004  0.276866E-004  0.136476E-003  0.138570E-005  0.136698E-003
  1195.85        500.000                 NaN   99.9987       0.118177E-003            NaN  0.107274E-003  0.249486E-004  0.538636E-003  0.842301E-005  0.539925E-003
  1194.81        500.000                 NaN   72.6718        2.34998                 NaN   2.27974       0.814807        10.8677       0.154263        10.8617     
  1193.78        500.000                 NaN  100.0000       0.191919E-005            NaN  0.308240E-005  0.219263E-005  0.142176E-004            NaN  0.156571E-004
  1192.74        500.000                 NaN   99.9999                 NaN            NaN  0.117740E-004  0.133297E-004  0.433504E-004            NaN  0.413665E-004
  1191.70        500.000                 NaN   99.9999       0.139077E-004            NaN  0.104973E-004            NaN  0.584418E-004  0.144783E-005  0.596508E-004
  1190.67        500.000                 NaN   86.3287       0.781303                 NaN   1.22271       0.492248        5.53168       0.795365E-001   5.56385     
  1189.63        500.000                 NaN   97.6426       0.350612                 NaN  0.981941E-001            NaN  0.999992       0.120972E-001  0.896460     
  1188.60        500.000                 NaN   80.0160        1.47721                 NaN   1.64676       0.539190        7.52660       0.106222        8.68803     
  1187.56        500.000                 NaN   60.4723                 NaN            NaN   2.16078        1.37595        18.8194       0.199452        16.9721     
  1186.52        500.000                 NaN   93.5318        3.31320                 NaN   1.60423                 NaN   1.51221       0.385450E-001            NaN
  1185.49        500.000                 NaN   92.8665       0.639787                 NaN  0.518379                 NaN   2.77304       0.546072E-001   3.14773     
  1184.45        500.000                 NaN   44.9456        2.92734                 NaN   3.93504        1.36445        24.5727       0.273403        21.9815     
  1183.41        500.000                 NaN            NaN   4.84606                 NaN   7.15832        2.67186        43.8201       0.516829        40.9868     
  1182.38        500.000                 NaN            NaN   4.83945                 NaN   7.15861        2.67585        43.8195       0.517001        40.9895     
  1181.34        500.000                 NaN            NaN   4.83298                 NaN   7.15891        2.67980        43.8189       0.517173        40.9922     
  1180.31        500.000                 NaN            NaN   4.82658                 NaN   7.15922        2.68371        43.8182       0.517338        40.9949     
  1179.27        500.000                 NaN            NaN   4.82025                 NaN   7.15952        2.68759        43.8175       0.517510        40.9976     
  1178.23        500.000                 NaN            NaN   4.81415                 NaN   7.15984        2.69138        43.8167       0.517670        41.0002     
  1177.20        500.000                 NaN            NaN   4.79780                 NaN   7.15592        2.69728        43.8233       0.518250        41.0074     
  1176.16        500.000                 NaN            NaN   4.81212                 NaN   7.16044        2.69203        43.8152       0.517966        41.0023     
  1175.12        500.000                 NaN            NaN   4.84774                 NaN   7.17493        2.67323        43.7874       0.518224        40.9985     
  1174.09        500.000                 NaN            NaN   4.84015                 NaN   7.17765        2.67718        43.7853       0.517838        41.0019     
  1173.05        500.000                 NaN            NaN   4.83868                 NaN   7.17829        2.67827        43.7829       0.518004        41.0039     
  1172.02        500.000                 NaN            NaN   4.84182                 NaN   7.17829        2.67710        43.7779       0.518793        41.0061     
  1170.98        500.000                 NaN            NaN   4.82735                 NaN   7.17744        2.68467        43.7830       0.518655        41.0089     
  1169.94        500.000                 NaN            NaN   4.82145                 NaN   7.17261        2.69053        43.7917       0.516190        41.0075     
  1168.91        500.000                 NaN            NaN   4.81241                 NaN   7.17732        2.69326        43.7829       0.519305        41.0148     
