|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1164.76        500.000                 NaN            NaN   6.25202                 NaN   7.38711        4.43889        41.5485       0.919583        39.4539     
  1163.73        500.000                 NaN            NaN   6.24431                 NaN   7.38751        4.44440        41.5482       0.919840        39.4558     
  1162.69        500.000                 NaN            NaN   6.23656                 NaN   7.38789        4.44988        41.5480       0.920098        39.4576     
  1161.65        500.000                 NaN            NaN   5.14954       0.247552E-004   7.30077        5.06463        41.9131       0.986837        39.5851     
  1160.62        500.000                 NaN            NaN   5.14818       0.233254E-004   7.30112        5.06576        41.9125       0.986837        39.5856     
  1159.58        500.000                 NaN            NaN   5.14678       0.651412E-004   7.30147        5.06688        41.9119       0.986835        39.5861     
  1158.54        500.000                 NaN            NaN   5.16387       0.156406E-004   7.30295        5.06101        41.9026       0.984552        39.5850     
  1157.51        500.000                 NaN            NaN   5.14408       0.650919E-004   7.30218        5.06912        41.9106       0.986833        39.5871     
  1156.47        500.000                 NaN            NaN   5.14274       0.496872E-004   7.30253        5.07023        41.9100       0.986832        39.5876     
  1155.44        500.000                 NaN            NaN   5.14143       0.182715E-004   7.30289        5.07135        41.9093       0.986831        39.5881     
  1154.40        500.000                 NaN            NaN   4.89448       0.325418        7.30946        5.02974        41.8811       0.980237        39.5796     
  1153.36        500.000                 NaN            NaN   5.13874       0.499881E-004   7.30360        5.07355        41.9081       0.986827        39.5892     
  1152.33        500.000                 NaN            NaN   5.67272       0.187001E-004   7.36583        4.78066        41.6844       0.955080        39.5413     
  1151.29        500.000                 NaN            NaN   5.13613       0.140822E-004   7.30432        5.07576        41.9068       0.986823        39.5902     
  1150.25        500.000                 NaN            NaN   6.14984                 NaN   7.39274        4.51183        41.5443       0.922901        39.4784     
  1149.22        500.000                 NaN            NaN   5.13351       0.130781E-004   7.30504        5.07794        41.9055       0.986817        39.5912     
  1148.18        500.000                 NaN            NaN   6.13679                 NaN   7.39362        4.52126        41.5434       0.923299        39.4816     
  1147.15        500.000                 NaN            NaN   6.13010                 NaN   7.39411        4.52619        41.5428       0.923486        39.4833     
  1146.11        500.000                 NaN            NaN   5.12963       0.121054E-004   7.30612        5.08119        41.9035       0.986808        39.5927     
  1145.07        500.000                 NaN            NaN   5.12834       0.109504E-004   7.30649        5.08227        41.9028       0.986805        39.5932     
  1144.04        500.000                 NaN            NaN   5.09421                 NaN   7.30589        5.10900        41.9026       0.986764        39.6015     
  1143.00        500.000                 NaN            NaN   6.16523                 NaN   7.40223        4.49419        41.5328       0.927768        39.4778     
  1141.96        500.000                 NaN            NaN   6.21225                 NaN   7.40106        4.46404        41.5329       0.922104        39.4677     
  1140.93        500.000                 NaN            NaN   6.19933                 NaN   7.40316        4.47416        41.5313       0.921412        39.4707     
  1139.89        500.000                 NaN            NaN   6.29918                 NaN   7.40935        4.42935        41.4900       0.911380        39.4607     
  1138.86        500.000                 NaN            NaN   6.12612                 NaN   7.39710        4.52360        41.5424       0.926333        39.4844     
  1137.82        500.000                 NaN            NaN   6.16401                 NaN   7.39850        4.50185        41.5343       0.923264        39.4781     
  1136.78        500.000                 NaN            NaN   6.12912                 NaN   7.40314        4.52387        41.5334       0.925265        39.4852     
  1135.75        500.000                 NaN            NaN   6.26231                 NaN   7.41069        4.45506        41.4899       0.912825        39.4692     
  1134.71        500.000                 NaN            NaN   6.25304                 NaN   7.41088        4.46159        41.4900       0.913187        39.4713     
  1133.68        500.000                 NaN            NaN   6.12838                 NaN   7.40439        4.52885        41.5286       0.922591        39.4871     
  1132.64        500.000                 NaN            NaN   6.16370                 NaN   7.40697        4.50160        41.5245       0.922014        39.4812     
  1131.60        500.000                 NaN            NaN   6.14694                 NaN   7.40434        4.51212        41.5295       0.923796        39.4833     
  1130.57        500.000                 NaN            NaN   6.15366                 NaN   7.40559        4.50648        41.5281       0.923879        39.4823     
  1129.53        500.000                 NaN            NaN   6.09445                 NaN   7.40970        4.55184        41.5192       0.926708        39.4981     
  1128.49        500.000                 NaN            NaN   6.03576                 NaN   7.40590        4.58768        41.5357       0.929234        39.5057     
  1127.46        500.000                 NaN            NaN   6.12993                 NaN   7.40576        4.52375        41.5274       0.924986        39.4882     
  1126.42        500.000                 NaN            NaN   6.04249                 NaN   7.40934        4.58532        41.5287       0.928031        39.5061     
  1125.39        500.000                 NaN            NaN  0.572311        5.33044        7.39268        4.67270        41.5728       0.933850        39.5252     
  1124.35        500.000                 NaN            NaN   6.06112                 NaN   7.41314        4.57774        41.5158       0.925985        39.5062     
  1123.31        500.000                 NaN            NaN   6.03553                 NaN   7.41162        4.59025        41.5264       0.927977        39.5082     
  1122.28        500.000                 NaN            NaN   6.02959                 NaN   7.41075        4.59427        41.5237       0.929998        39.5117     
  1121.24        500.000                 NaN            NaN   6.03285                 NaN   7.41333        4.59400        41.5211       0.928016        39.5107     
  1120.20        500.000                 NaN            NaN   6.04565                 NaN   7.41673        4.58892        41.5105       0.926643        39.5116     
  1119.17        500.000                 NaN            NaN   5.96508                 NaN   7.40104        4.62879        41.5597       0.931372        39.5141     
  1118.13        500.000                 NaN            NaN   6.04733                 NaN   7.40704        4.58641        41.5241       0.926894        39.5082     
  1117.10        500.000                 NaN            NaN   6.01768                 NaN   7.41532        4.60640        41.5167       0.928143        39.5158     
  1116.06        500.000                 NaN            NaN   6.01681                 NaN   7.41637        4.60798        41.5135       0.928100        39.5172     
  1115.02        500.000                 NaN            NaN   6.01836                 NaN   7.41819        4.60908        41.5085       0.927274        39.5186     
  1113.99        500.000                 NaN            NaN   6.01989                 NaN   7.41923        4.60919        41.5049       0.927138        39.5197     
  1112.95        500.000                 NaN            NaN   6.01673                 NaN   7.41973        4.61190        41.5034       0.927205        39.5210     
  1111.91        500.000                 NaN            NaN   5.98735                 NaN   7.42087        4.63510        41.5039       0.924652        39.5281     
  1110.88        500.000                 NaN            NaN   6.02106                 NaN   7.41959        4.61014        41.5000       0.927532        39.5217     
  1109.84        500.000                 NaN            NaN   6.00828                 NaN   7.41097        4.61589        41.5178       0.927798        39.5192     
  1108.81        500.000                 NaN            NaN   6.00729                 NaN   7.41306        4.61076        41.5283       0.926532        39.5140     
  1107.77        500.000                 NaN            NaN   5.98696                 NaN   7.42076        4.63316        41.5031       0.928054        39.5280     
  1106.73        500.000                 NaN            NaN   6.04686                 NaN   7.42130        4.60790        41.4815       0.920703        39.5217     
  1105.70        500.000                 NaN            NaN   5.90032                 NaN   7.41860        4.69310        41.5151       0.930383        39.5425     
  1104.66        500.000                 NaN            NaN   5.97619                 NaN   7.41936        4.63906        41.5045       0.930171        39.5308     
  1103.62        500.000                 NaN            NaN   5.97059                 NaN   7.42011        4.64377        41.5038       0.929793        39.5319     
  1102.59        500.000                 NaN            NaN   6.02172                 NaN   7.42300        4.62608        41.4794       0.921543        39.5282     
  1101.55        500.000                 NaN            NaN   5.92767                 NaN   7.41025        4.66639        41.5241       0.934900        39.5367     
  1100.52        500.000                 NaN            NaN   5.95657                 NaN   7.42100        4.65650        41.5015       0.928657        39.5358     
  1099.48        500.000                 NaN            NaN   5.94496                 NaN   7.42248        4.66307        41.5021       0.929446        39.5379     
  1098.44        500.000                 NaN            NaN   5.06967       0.751363E-002   7.32407        5.12685        41.8695       0.986382        39.6160     
  1097.41        500.000                 NaN            NaN   5.86944                 NaN   7.41670        4.71846        41.5110       0.930852        39.5535     
  1096.37        500.000                 NaN            NaN   5.86504                 NaN   7.41723        4.72181        41.5101       0.930958        39.5549     
  1095.33        500.000                 NaN            NaN   3.90664        1.30260        7.34273        5.07155        41.7883       0.974168        39.6140     
  1094.30        500.000                 NaN            NaN   5.06881       0.373359E-002   7.32569        5.13082        41.8665       0.986368        39.6180     
  1093.26        500.000                 NaN            NaN   5.06863       0.282063E-002   7.32610        5.13178        41.8658       0.986364        39.6186     
  1092.23        500.000                 NaN            NaN   5.06818       0.212715E-002   7.32651        5.13277        41.8650       0.986356        39.6191     
  1091.19        500.000                 NaN            NaN   5.06897       0.480261E-004   7.32689        5.13382        41.8643       0.986361        39.6196     
  1090.15        500.000                 NaN            NaN   5.06755       0.548633E-003   7.32733        5.13469        41.8634       0.986343        39.6201     
  1089.12        500.000                 NaN            NaN   5.06699       0.314418E-004   7.32775        5.13563        41.8626       0.986334        39.6206     
  1088.08        500.000                 NaN            NaN   5.88145                 NaN   7.42366        4.70608        41.5016       0.933474        39.5537     
  1087.04        500.000                 NaN            NaN   5.82694                 NaN   7.42211        4.75104        41.5015       0.931840        39.5665     
  1086.01        500.000                 NaN            NaN   5.82288                 NaN   7.42266        4.75417        41.5005       0.931935        39.5678     
  1084.97        500.000                 NaN            NaN   5.87888                 NaN   7.42003        4.70847        41.5031       0.934664        39.5549     
  1083.94        500.000                 NaN            NaN   5.86765                 NaN   7.42571        4.71735        41.4971       0.933687        39.5585     
  1082.90        500.000                 NaN            NaN   5.06024       0.107680E-002   7.33035        5.14092        41.8575       0.986236        39.6237     
  1081.86        500.000                 NaN            NaN   5.05998       0.262437E-003   7.33077        5.14186        41.8567       0.986227        39.6242     
  1080.83        500.000                 NaN            NaN   5.05925                 NaN   7.33121        5.14276        41.8559       0.986214        39.6247     
  1079.79        500.000                 NaN            NaN   5.84497                 NaN   7.42610        4.73220        41.5002       0.934114        39.5624     
  1078.75        500.000                 NaN            NaN   5.05713       0.269562E-003   7.33209        5.14449        41.8541       0.986179        39.6257     
  1077.72        500.000                 NaN            NaN   5.78401                 NaN   7.42721        4.78305        41.4945       0.932650        39.5785     
  1076.68        500.000                 NaN            NaN   5.05550                 NaN   7.33297        5.14625        41.8524       0.986149        39.6267     
  1075.65        500.000                 NaN            NaN   5.01975                 NaN   7.33342        5.17401        41.8515       0.986132        39.6352     
  1074.61        500.000                 NaN            NaN   5.05299       0.773538E-003   7.33388        5.14792        41.8506       0.986108        39.6277     
  1073.57        500.000                 NaN            NaN   5.01876                 NaN   7.33564        5.17485        41.8477       0.986304        39.6368     
  1072.54        500.000                 NaN            NaN   5.05182                 NaN   7.33477        5.14969        41.8489       0.986080        39.6288     
  1071.50        500.000                 NaN            NaN   5.76909                 NaN   7.43073        4.79623        41.4855       0.933045        39.5854     
  1070.46        500.000                 NaN            NaN   5.05002                 NaN   7.33567        5.15139        41.8471       0.986044        39.6298     
  1069.43        500.000                 NaN            NaN   5.76220                 NaN   7.43209        4.80175        41.4831       0.933105        39.5877     
  1068.39        500.000                 NaN            NaN   5.04824                 NaN   7.33658        5.15308        41.8453       0.986007        39.6308     
  1067.36        500.000                 NaN            NaN   5.84750                 NaN   7.44073        4.75607        41.4506       0.926625        39.5784     
  1066.32        500.000                 NaN            NaN   5.84315                 NaN   7.44131        4.75941        41.4496       0.926735        39.5798     
  1065.28        500.000                 NaN            NaN   5.04560                 NaN   7.33796        5.15560        41.8426       0.985951        39.6323     
  1064.25        500.000                 NaN            NaN   5.04473                 NaN   7.33842        5.15643        41.8417       0.985932        39.6328     
  1063.21        500.000                 NaN            NaN   5.80133                 NaN   7.43656        4.77158        41.4759       0.933637        39.5810     
  1062.17        500.000                 NaN            NaN   5.74025                 NaN   7.43717        4.81884        41.4744       0.933881        39.5955     
  1061.14        500.000                 NaN            NaN   5.73691                 NaN   7.43776        4.82155        41.4732       0.933920        39.5967     
  1060.10        500.000                 NaN            NaN   5.73080                 NaN   7.43749        4.82680        41.4725       0.933730        39.5987     
  1059.07        500.000                 NaN            NaN   5.72753                 NaN   7.43809        4.82945        41.4713       0.933767        39.5998     
  1058.03        500.000                 NaN            NaN   5.77498                 NaN   7.43843        4.78975        41.4739       0.934941        39.5880     
  1056.99        500.000                 NaN            NaN   5.03747       0.151162E-002   7.34173        5.16208        41.8350       0.985776        39.6364     
  1055.96        500.000                 NaN            NaN   5.03652       0.165442E-002   7.34221        5.16288        41.8341       0.985753        39.6369     
  1054.92        500.000                 NaN            NaN   5.03571       0.164665E-002   7.34269        5.16369        41.8331       0.985732        39.6374     
  1053.88        500.000                 NaN            NaN   5.03529       0.119869E-002   7.34316        5.16452        41.8322       0.985714        39.6379     
  1052.85        500.000                 NaN            NaN   5.03409       0.163165E-002   7.34365        5.16529        41.8312       0.985688        39.6385     
  1051.81        500.000                 NaN            NaN   5.03329       0.162455E-002   7.34413        5.16609        41.8302       0.985666        39.6390     
  1050.78        500.000                 NaN            NaN   5.03250       0.161764E-002   7.34462        5.16688        41.8293       0.985644        39.6395     
  1049.74        500.000                 NaN            NaN   5.76372                 NaN   7.44481        4.80308        41.4582       0.934183        39.5960     
  1048.70        500.000                 NaN            NaN   5.03126       0.122397E-002   7.34559        5.16848        41.8273       0.985602        39.6405     
  1047.67        500.000                 NaN            NaN   5.69230                 NaN   7.44503        4.85816        41.4573       0.934359        39.6128     
  1046.63        500.000                 NaN            NaN   5.68913                 NaN   7.44627        4.86073        41.4555       0.934364        39.6140     
  1045.59        500.000                 NaN            NaN   5.75181                 NaN   7.44753        4.81318        41.4525       0.934250        39.6008     
  1044.56        500.000                 NaN            NaN   5.02784       0.158105E-002   7.34756        5.17159        41.8233       0.985505        39.6426     
  1043.52        500.000                 NaN            NaN   5.02708       0.157578E-002   7.34806        5.17236        41.8224       0.985481        39.6431     
  1042.49        500.000                 NaN            NaN   5.02633       0.157062E-002   7.34856        5.17313        41.8213       0.985456        39.6436     
  1041.45        500.000                 NaN            NaN   5.02227       0.220098E-001   7.35017        5.16792        41.8066       0.984753        39.6462     
  1040.41        500.000                 NaN            NaN   5.67172                 NaN   7.45018        4.87538        41.4471       0.934550        39.6210     
  1039.38        500.000                 NaN            NaN   5.66889                 NaN   7.45084        4.87778        41.4457       0.934582        39.6222     
  1038.34        500.000                 NaN            NaN   5.66613                 NaN   7.45153        4.88012        41.4443       0.934599        39.6233     
  1037.30        500.000                 NaN            NaN   5.66340                 NaN   7.45220        4.88246        41.4428       0.934628        39.6245     
  1036.27        500.000                 NaN            NaN   5.66057                 NaN   7.45288        4.88486        41.4414       0.934650        39.6257     
  1035.23        500.000                 NaN            NaN   5.71373                 NaN   7.45724        4.84495        41.4333       0.934504        39.6162     
  1034.20        500.000                 NaN            NaN   4.99969       0.249743E-001   7.35303        5.17800        41.8116       0.985045        39.6477     
  1033.16        500.000                 NaN            NaN   4.99898       0.249729E-001   7.35355        5.17875        41.8105       0.985018        39.6482     
  1032.12        500.000                 NaN            NaN   4.99826       0.249759E-001   7.35407        5.17950        41.8095       0.984991        39.6487     
  1031.09        500.000                 NaN            NaN   5.64798                 NaN   7.45639        4.89604        41.4336       0.934698        39.6313     
  1030.05        500.000                 NaN            NaN   5.64545                 NaN   7.45710        4.89827        41.4320       0.934708        39.6325     
  1029.01        500.000                 NaN            NaN   5.00394       0.241360E-001   7.35658        5.17557        41.8028       0.985884        39.6511     
  1027.98        500.000                 NaN            NaN   5.63933                 NaN   7.45842        4.90321        41.4294       0.934820        39.6348     
  1026.94        500.000                 NaN            NaN   5.01561       0.156631E-002   7.35627        5.18433        41.8058       0.985060        39.6514     
  1025.91        500.000                 NaN            NaN   5.01627       0.631738E-004   7.35678        5.18513        41.8048       0.985045        39.6519     
  1024.87        500.000                 NaN            NaN   4.98740       0.293885E-001   7.36316        5.18918        41.7896       0.983886        39.6574     
  1023.83        500.000                 NaN            NaN   4.96978                 NaN   7.35784        5.22149        41.8026       0.984988        39.6633     
  1022.80        500.000                 NaN            NaN   5.02482                 NaN   7.36818        5.18778        41.7796       0.981804        39.6578     
  1021.76        500.000                 NaN            NaN   5.01364       0.615721E-004   7.35892        5.18800        41.8005       0.984928        39.6540     
  1020.72        500.000                 NaN            NaN   5.01167       0.153827E-002   7.35949        5.18864        41.7993       0.984885        39.6545     
  1019.69        500.000                 NaN            NaN   5.01235       0.608152E-004   7.36000        5.18941        41.7983       0.984868        39.6551     
  1018.65        500.000                 NaN            NaN   5.01172       0.604534E-004   7.36054        5.19012        41.7971       0.984838        39.6556     
  1017.62        500.000                 NaN            NaN   5.01109       0.601048E-004   7.36109        5.19082        41.7960       0.984807        39.6561     
  1016.58        500.000                 NaN            NaN   5.01046       0.597701E-004   7.36164        5.19152        41.7949       0.984776        39.6566     
  1015.54        500.000                 NaN            NaN   4.96605                 NaN   7.36081        5.22438        41.7962       0.985862        39.6667     
  1014.51        500.000                 NaN            NaN   5.01570       0.228958E-003   7.36570        5.19026        41.7833       0.984610        39.6602     
  1013.47        500.000                 NaN            NaN   5.00868                 NaN   7.36330        5.19359        41.7915       0.984682        39.6582     
  1012.43        500.000                 NaN            NaN   4.99977                 NaN   7.36448        5.20119        41.7892       0.984164        39.6612     
  1011.40        500.000                 NaN            NaN   5.00748                 NaN   7.36441        5.19496        41.7893       0.984617        39.6593     
  1010.36        500.000                 NaN            NaN   5.00689                 NaN   7.36498        5.19564        41.7881       0.984584        39.6598     
  1009.33        500.000                 NaN            NaN   5.00630                 NaN   7.36554        5.19632        41.7870       0.984551        39.6603     
  1008.29        500.000                 NaN            NaN   5.00572                 NaN   7.36611        5.19700        41.7858       0.984518        39.6608     
  1007.25        500.000                 NaN            NaN   5.00514                 NaN   7.36667        5.19767        41.7847       0.984484        39.6614     
  1006.22        500.000                 NaN            NaN   5.00457                 NaN   7.36725        5.19834        41.7835       0.984450        39.6619     
  1005.18        500.000                 NaN            NaN   5.00401                 NaN   7.36782        5.19900        41.7823       0.984416        39.6624     
  1004.14        500.000                 NaN            NaN   5.00340       0.562859E-004   7.36839        5.19967        41.7811       0.984381        39.6630     
  1003.11        500.000                 NaN            NaN   5.00285       0.560805E-004   7.36897        5.20033        41.7800       0.984347        39.6635     
  1002.07        500.000                 NaN            NaN   5.00230       0.559245E-004   7.36955        5.20098        41.7788       0.984311        39.6640     
  1001.04        500.000                 NaN            NaN   5.00176       0.556881E-004   7.37013        5.20164        41.7776       0.984276        39.6646     
  1000.00        500.000                 NaN            NaN   4.97831       0.256092E-001   7.37120        5.20120        41.7746       0.984016        39.6651     
