|6.6.6
Archiving\03_Data\eq/QFM_m0.25/WD94/WD94_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           Sp(TH)         O(HP)          pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5406       0.459414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5406       0.459413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5406       0.459412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5406       0.459410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5406       0.459409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5406       0.459408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5406       0.459406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5406       0.459405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5406       0.459404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5406       0.459401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5406       0.459398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5406       0.459395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5406       0.459392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5406       0.459390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5406       0.459387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5406       0.459384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5406       0.459381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5406       0.459379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5406       0.459376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5406       0.459374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5406       0.459372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5406       0.459369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5406       0.459367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.5406       0.459364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.5406       0.459362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.5406       0.459360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.5406       0.459357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.5406       0.459355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.5406       0.459352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.5407       0.459349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.5407       0.459347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.5407       0.459344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.5407       0.459342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.5407       0.459339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.5407       0.459336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.0109       0.452007                 NaN  0.523574       0.135441E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        96.3882                 NaN  0.175454E-001   2.74587       0.848427                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        95.6319                 NaN  0.351229E-001   3.48454       0.848440                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        94.8756                 NaN  0.527010E-001   4.22324       0.848453                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        94.1193                 NaN  0.702796E-001   4.96196       0.848466                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        93.3630                 NaN  0.878587E-001   5.70070       0.848480                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        92.6426                 NaN  0.104355        6.40458       0.848493                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        91.9222                 NaN  0.120851        7.10848       0.848507                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        91.2017                 NaN  0.137348        7.81240       0.848521                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        90.4813                 NaN  0.153846        8.51635       0.848535                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        89.7608                 NaN  0.170344        9.22032       0.848549                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        89.0403                 NaN  0.186843        9.92431       0.848562                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        88.3198                 NaN  0.203342        10.6283       0.848576                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        87.5992                 NaN  0.219842        11.3324       0.848590                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        86.9156                 NaN  0.235034        12.0008       0.848605                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        86.2320                 NaN  0.250227        12.6692       0.848620                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        85.5483                 NaN  0.265421        13.3376       0.848635                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        84.8646                 NaN  0.280615        14.0061       0.848649                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        84.1809                 NaN  0.295809        14.6746       0.848664                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        83.4972                 NaN  0.311004        15.3431       0.848679                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        82.8134                 NaN  0.326200        16.0117       0.848694                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        82.1297                 NaN  0.341396        16.6802       0.848709                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        81.4692                 NaN  0.355440        17.3266       0.848725                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        80.8087                 NaN  0.369485        17.9730       0.848741                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        80.1482                 NaN  0.383530        18.6195       0.848757                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        79.4877                 NaN  0.397576        19.2659       0.848773                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        78.8272                 NaN  0.411622        19.9124       0.848789                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        78.1666                 NaN  0.425669        20.5589       0.848804                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        77.5060                 NaN  0.439717        21.2055       0.848820                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        76.8454                 NaN  0.453764        21.8520       0.848836                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        76.2060                 NaN  0.466693        22.4784       0.848853                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        75.5666                 NaN  0.479622        23.1049       0.848870                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        74.9272                 NaN  0.492552        23.7314       0.848887                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        74.2877                 NaN  0.505482        24.3579       0.848903                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        73.6483                 NaN  0.518413        24.9844       0.848920                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        73.0088                 NaN  0.531344        25.6109       0.848937                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        72.3693                 NaN  0.544276        26.2375       0.848954                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        71.7297                 NaN  0.557208        26.8641       0.848970                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        71.1133                 NaN  0.568913        27.4688       0.848988                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        70.4969                 NaN  0.580619        28.0734       0.849005                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        69.8805                 NaN  0.592326        28.6781       0.849022                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        69.2641                 NaN  0.604033        29.2829       0.849039                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        68.6476                 NaN  0.615740        29.8876       0.849056                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        68.0311                 NaN  0.627448        30.4924       0.849073                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        67.4145                 NaN  0.639157        31.0972       0.849090                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        66.7980                 NaN  0.650865        31.7020       0.849107                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        66.1987                 NaN  0.661935        32.2903       0.849125                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        65.5993                 NaN  0.673004        32.8785       0.849143                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        64.9999                 NaN  0.684075        33.4668       0.849161                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        64.4005                 NaN  0.695145        34.0552       0.849178                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        63.8011                 NaN  0.706217        34.6435       0.849196                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        63.2016                 NaN  0.717288        35.2319       0.849214                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        62.6021                 NaN  0.728360        35.8203       0.849231                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        62.0026                 NaN  0.739433        36.4087       0.849249                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        61.4346                 NaN  0.749483        36.9666       0.849266                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        60.8666                 NaN  0.759533        37.5246       0.849284                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        60.2985                 NaN  0.769584        38.0826       0.849301                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        59.7304                 NaN  0.779635        38.6406       0.849318                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        59.1623                 NaN  0.789686        39.1987       0.849335                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        58.5942                 NaN  0.799738        39.7567       0.849353                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        58.0260                 NaN  0.809791        40.3148       0.849370                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        57.4578                 NaN  0.819843        40.8729       0.849387                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        56.9257                 NaN  0.829139        41.3957       0.849404                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        56.3936                 NaN  0.838436        41.9186       0.849421                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        55.8614                 NaN  0.847733        42.4414       0.849437                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        55.3292                 NaN  0.857030        42.9643       0.849454                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        54.7971                 NaN  0.866327        43.4871       0.849471                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        54.2648                 NaN  0.875625        44.0101       0.849487                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        53.7326                 NaN  0.884923        44.5330       0.849504                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        53.2003                 NaN  0.894222        45.0559       0.849520                 NaN            NaN            NaN            NaN            NaN            NaN
