|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/K22/K22_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1511.28        2500.00        97.9433                 NaN            NaN            NaN            NaN            NaN   1.20680       0.849929                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.9782                 NaN            NaN            NaN            NaN            NaN   1.18922       0.832543                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.0134                 NaN            NaN            NaN            NaN            NaN   1.16812       0.818531                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.0468                 NaN            NaN            NaN            NaN            NaN   1.14873       0.804434                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.0784                 NaN            NaN            NaN            NaN            NaN   1.13317       0.788470                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.1114                 NaN            NaN            NaN            NaN            NaN   1.11382       0.774756                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1421                 NaN            NaN            NaN            NaN            NaN   1.09820       0.759663                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1709                 NaN            NaN            NaN            NaN            NaN   1.08235       0.746731                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2018                 NaN            NaN            NaN            NaN            NaN  0.732635        1.06560                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2275                 NaN            NaN            NaN            NaN            NaN  0.720144        1.05238                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2567                 NaN            NaN            NaN            NaN            NaN  0.706851        1.03643                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2812                 NaN            NaN            NaN            NaN            NaN  0.694238        1.02454                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3068                 NaN            NaN            NaN            NaN            NaN   1.01084       0.682408                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3305                 NaN            NaN            NaN            NaN            NaN  0.998041       0.671438                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3548                 NaN            NaN            NaN            NaN            NaN  0.984401       0.660791                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3783                 NaN            NaN            NaN            NaN            NaN  0.648764       0.972939                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4001                 NaN            NaN            NaN            NaN            NaN  0.961492       0.638434                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4224                 NaN            NaN            NaN            NaN            NaN  0.949530       0.628105                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4415                 NaN            NaN            NaN            NaN            NaN  0.941259       0.617204                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        96.6467                 NaN            NaN            NaN            NaN            NaN   1.13953        1.42498       0.788805                 NaN            NaN            NaN            NaN
  1461.15        2500.00        95.5604                 NaN            NaN            NaN            NaN            NaN   1.23483        1.91766        1.28707                 NaN            NaN            NaN            NaN
  1458.65        2500.00        95.7154                 NaN            NaN  0.934059E-001            NaN            NaN   1.72479        1.20930        1.25708                 NaN            NaN            NaN            NaN
  1456.14        2500.00        95.8162                 NaN            NaN  0.330798                 NaN            NaN   1.22662        1.35999        1.26643                 NaN            NaN            NaN            NaN
  1453.63        2500.00        95.9745                 NaN            NaN  0.360465                 NaN            NaN   1.18697        1.25372        1.22429                 NaN            NaN            NaN            NaN
  1451.13        2500.00        96.1252                 NaN            NaN  0.335440                 NaN            NaN   1.21818        1.14401        1.17712                 NaN            NaN            NaN            NaN
  1448.62        2500.00        96.2712                 NaN            NaN  0.328615                 NaN            NaN   1.10123        1.16502        1.13397                 NaN            NaN            NaN            NaN
  1446.12        2500.00        96.4028                 NaN            NaN  0.322756                 NaN            NaN   1.11472        1.06481        1.09496                 NaN            NaN            NaN            NaN
  1443.61        2500.00        96.5284                 NaN            NaN  0.317114                 NaN            NaN   1.06824        1.02888        1.05732                 NaN            NaN            NaN            NaN
  1441.10        2500.00        96.1695       0.108302                 NaN  0.746343E-001            NaN            NaN   1.13082        1.36214        1.15457                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.0613       0.163968                 NaN            NaN            NaN            NaN   1.41177        1.17215        1.19081                 NaN            NaN            NaN            NaN
  1436.09        2500.00        96.2463       0.154550                 NaN            NaN            NaN            NaN   1.34982        1.11416        1.13514                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.4170       0.145925                 NaN            NaN            NaN            NaN   1.05965        1.29355        1.08390                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.5736       0.138024                 NaN            NaN            NaN            NaN   1.01200        1.23986        1.03652                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.7211       0.130605                 NaN            NaN            NaN            NaN  0.964071        1.19257       0.991696                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.8554       0.123956                 NaN            NaN            NaN            NaN   1.14753       0.922061       0.951021                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.9806       0.117681                 NaN            NaN            NaN            NaN   1.10509       0.883744       0.912884                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.0985       0.111584                 NaN            NaN            NaN            NaN   1.06753       0.845278       0.877071                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.2081       0.106124                 NaN            NaN            NaN            NaN  0.810171        1.03176       0.843835                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.3101       0.100784                 NaN            NaN            NaN            NaN  0.997963       0.778287       0.812912                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.4071       0.958423E-001            NaN            NaN            NaN            NaN  0.747193       0.966890       0.782956                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4973       0.912485E-001            NaN            NaN            NaN            NaN  0.938013       0.718072       0.755397                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.5811       0.868490E-001            NaN            NaN            NaN            NaN  0.691773       0.910759       0.729532                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.6635       0.826914E-001            NaN            NaN            NaN            NaN  0.665258       0.884237       0.704332                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.7388       0.787553E-001            NaN            NaN            NaN            NaN  0.640777       0.860577       0.681051                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.8098       0.750003E-001            NaN            NaN            NaN            NaN  0.617402       0.838400       0.659351                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.8782       0.714650E-001            NaN            NaN            NaN            NaN  0.596187       0.816035       0.638124                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.9426       0.679642E-001            NaN            NaN            NaN            NaN  0.796177       0.575071       0.618232                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.0035       0.647856E-001            NaN            NaN            NaN            NaN  0.555375       0.776877       0.599432                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.0614       0.619149E-001            NaN            NaN            NaN            NaN  0.536910       0.758205       0.581537                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.1172       0.588805E-001            NaN            NaN            NaN            NaN  0.518539       0.741189       0.564225                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.1697       0.559981E-001            NaN            NaN            NaN            NaN  0.501537       0.724976       0.547814                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.2195       0.533002E-001            NaN            NaN            NaN            NaN  0.484921       0.709862       0.532412                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.2675       0.507112E-001            NaN            NaN            NaN            NaN  0.469525       0.694900       0.517349                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.3127       0.480967E-001            NaN            NaN            NaN            NaN  0.681370       0.454605       0.503227                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.3552       0.459159E-001            NaN            NaN            NaN            NaN  0.668279       0.440569       0.490063                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.4003       0.434193E-001            NaN            NaN            NaN            NaN  0.654869       0.425642       0.475795                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.4373       0.411064E-001            NaN            NaN            NaN            NaN  0.643900       0.413354       0.464361                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4772       0.391852E-001            NaN            NaN            NaN            NaN  0.631537       0.400397       0.451682                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.5134       0.369315E-001            NaN            NaN            NaN            NaN  0.387916       0.621471       0.440249                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.5485       0.351905E-001            NaN            NaN            NaN            NaN  0.610399       0.376589       0.429284                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5826       0.328819E-001            NaN  0.557694E-003            NaN            NaN  0.364840       0.600561       0.418563                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.6145       0.310435E-001            NaN            NaN            NaN            NaN  0.353868       0.592073       0.408490                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6454       0.292223E-001            NaN            NaN            NaN            NaN  0.582996       0.343699       0.398658                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6848       0.240571E-001            NaN  0.313894E-001            NaN            NaN  0.530205       0.340429       0.389111                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.7237       0.187573E-001            NaN  0.616783E-001            NaN            NaN  0.479564       0.336673       0.379604                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7528       0.157363E-001            NaN  0.790233E-001            NaN            NaN  0.331599       0.447900       0.372893                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7988       0.549745E-002            NaN  0.143547                 NaN            NaN  0.336835       0.352048       0.363231                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.8223       0.170647E-001            NaN  0.280533E-001            NaN            NaN  0.299869       0.488522       0.344181                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7958       0.149715E-001            NaN  0.399833E-001            NaN            NaN  0.302824       0.492794       0.353652                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8505       0.107944E-001            NaN  0.589644E-001            NaN            NaN  0.448412       0.292668       0.338664                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8864       0.426924E-002            NaN  0.101961                 NaN            NaN  0.295766       0.380977       0.330661                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.9029       0.489248E-002            NaN  0.841573E-001            NaN            NaN  0.283906       0.400378       0.323802                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.9246       0.334929E-002            NaN  0.841769E-001            NaN            NaN  0.394440       0.276811       0.316650                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9461       0.141225E-002            NaN  0.882639E-001            NaN            NaN  0.270767       0.383472       0.309951                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9659                 NaN            NaN  0.901972E-001            NaN            NaN  0.374782       0.265421       0.303669                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9794                 NaN            NaN  0.870562E-001            NaN            NaN  0.374827       0.259592       0.299112                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.8134       0.966387E-002            NaN            NaN            NaN            NaN  0.488917E-001  0.700812E-001  0.579939E-001            NaN            NaN            NaN            NaN
  1318.30        2500.00        98.1989                 NaN            NaN  0.133953                 NaN            NaN  0.693940       0.449985       0.523252                 NaN            NaN            NaN            NaN
  1315.79        2500.00        99.0340                 NaN            NaN  0.780544E-001            NaN            NaN  0.241448       0.364914       0.281585                 NaN            NaN            NaN            NaN
  1313.28        2500.00        99.0502                 NaN            NaN  0.755735E-001            NaN            NaN  0.235348       0.362373       0.276463                 NaN            NaN            NaN            NaN
  1310.78        2500.00        99.0643                 NaN            NaN  0.718481E-001            NaN            NaN  0.361486       0.230663       0.271672                 NaN            NaN            NaN            NaN
  1308.27        2500.00        99.0797                 NaN            NaN  0.693382E-001            NaN            NaN  0.358782       0.225512       0.266654                 NaN            NaN            NaN            NaN
  1305.76        2500.00        99.0946                 NaN            NaN  0.664609E-001            NaN            NaN  0.219853       0.357132       0.261921                 NaN            NaN            NaN            NaN
  1303.26        2500.00        99.0822                 NaN            NaN  0.661370E-001            NaN            NaN  0.364339       0.222227       0.265139                 NaN            NaN            NaN            NaN
  1300.75        2500.00        76.8688       0.107127                 NaN   1.90933                 NaN            NaN   2.83572       0.797064        2.64729        14.8347                 NaN            NaN            NaN
  1298.25        2500.00        58.1341       0.398326                 NaN   3.10707                 NaN            NaN   1.23312        5.04179        4.66230        27.4233                 NaN            NaN            NaN
  1295.74        2500.00        69.0557       0.294907                 NaN   2.62188                 NaN            NaN  0.288718        3.89503        3.43700        20.4068                 NaN            NaN            NaN
  1293.23        2500.00        78.1098       0.212299                 NaN   1.98006                 NaN            NaN   2.81862                 NaN   2.44248        14.4368                 NaN            NaN            NaN
  1290.73        2500.00        83.4777       0.165581                 NaN   1.51346                 NaN            NaN   2.13697                 NaN   1.85728        10.8490                 NaN            NaN            NaN
  1288.22        2500.00        86.8371       0.135153                 NaN   1.21922                 NaN            NaN   1.71627                 NaN   1.48930        8.60291                 NaN            NaN            NaN
  1285.71        2500.00        89.0947       0.113572                 NaN   1.02099                 NaN            NaN   1.43565                 NaN   1.24071        7.09439                 NaN            NaN            NaN
  1283.21        2500.00        90.6904       0.979202E-001            NaN  0.874788                 NaN            NaN   1.24830                 NaN   1.06437        6.02421                 NaN            NaN            NaN
  1280.70        2500.00        91.8552       0.853125E-001            NaN  0.767014                 NaN            NaN   1.11373                 NaN  0.937163        5.24157                 NaN            NaN            NaN
  1278.20        2500.00        92.6833       0.786337E-001            NaN  0.695252                 NaN            NaN   1.00618                 NaN  0.840526        4.69610                 NaN            NaN            NaN
  1275.69        2500.00        93.7200       0.684202E-001            NaN  0.640747                 NaN            NaN  0.938925                 NaN  0.775919        3.85603                 NaN            NaN            NaN
  1273.18        2500.00        93.7097       0.676516E-001            NaN  0.540452                 NaN            NaN  0.833950                 NaN  0.667877        4.18033                 NaN            NaN            NaN
  1270.68        2500.00        95.9740       0.594201E-001            NaN  0.473106                 NaN            NaN  0.764205                 NaN  0.590817        2.13842                 NaN            NaN            NaN
  1268.17        2500.00        93.7004       0.449989E-001            NaN  0.500187                 NaN            NaN  0.787509                 NaN  0.599212        4.36767                 NaN            NaN            NaN
  1265.66        2500.00        94.8847       0.578812E-001            NaN  0.537011                 NaN            NaN  0.797414                 NaN  0.653173        3.06986                 NaN            NaN            NaN
  1263.16        2500.00        96.1959       0.347640E-001            NaN  0.267270                 NaN            NaN  0.644391                 NaN  0.377514        2.48012                 NaN            NaN            NaN
  1260.65        2500.00        95.4074       0.432839E-001            NaN  0.373966                 NaN            NaN  0.793261                 NaN  0.509992        2.87213                 NaN            NaN            NaN
  1258.15        2500.00        96.5952       0.334718E-001            NaN  0.348346                 NaN            NaN  0.240195                 NaN  0.491064        2.19593       0.958181E-001            NaN            NaN
  1255.64        2500.00        94.5118                 NaN            NaN  0.342350                 NaN            NaN   1.14428                 NaN  0.532321        3.21068       0.258624                 NaN            NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN   1.44174        10.4604        12.0411        7.96000        44.3026        2.63782        15.5938        5.56266     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN   1.54429        9.29103        13.2025        8.01052        44.2795        2.59127        15.6052        5.47562     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN   1.29656        10.7509        11.8346        8.04316        44.3442        2.66489        15.6544        5.41128     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN   1.00221        10.9776        11.7776        8.20826        44.2803        2.72037        15.7046        5.32902     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN  0.907083        11.1484        11.6656        8.25633        44.2975        2.73708        15.7365        5.25143     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN  0.830373        11.2922        11.5663        8.29906        44.3195        2.75148        15.7680        5.17308     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN  0.758051        11.4254        11.4752        8.34029        44.3429        2.76496        15.7993        5.09389     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN  0.466809        11.6099        11.4634        8.51243        44.2728        2.81781        15.8499        5.00703     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN  0.418834        11.6352        11.4725        8.55366        44.2925        2.82338        15.8792        4.92471     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN  0.370887        11.6604        11.4819        8.59500        44.3126        2.82889        15.9088        4.84157     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN  0.217183        11.7076        11.5444        8.69314        44.2890        2.85095        15.9449        4.75272     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN  0.120629        11.6669        11.6427        8.76163        44.2940        2.86691        15.9806        4.66666     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN  0.231913E-001   11.6361        11.7322        8.83075        44.2989        2.88282        16.0165        4.57954     
  1220.55        2500.00                 NaN            NaN            NaN  0.405407E-001            NaN            NaN   11.7289        11.5646        8.86598        44.3820        2.89670        16.0406        4.48073     
  1218.05        2500.00                 NaN            NaN            NaN  0.735944E-001            NaN            NaN   11.7676        11.4578        8.89427        44.4576        2.90202        16.0651        4.38198     
  1215.54        2500.00                 NaN            NaN            NaN  0.698379E-001            NaN            NaN   11.8935        11.3332        8.92609        44.4892        2.90098        16.0972        4.29004     
  1213.03        2500.00                 NaN            NaN            NaN  0.369268E-005            NaN            NaN   11.7427        11.6515        8.94114        44.4332        2.87520        16.1341        4.22228     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.5873        10.7811        8.98356        44.4708        2.87990        16.1737        4.12361     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4987        12.9091        9.07525        44.4396        2.85793        16.2000        4.01954     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4555        12.9517        9.10509        44.4775        2.85602        16.2326        3.92157     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.5369        11.8832        9.44698        44.2649        2.82643        16.2949        3.74675     
  1200.50        2500.00                 NaN            NaN            NaN  0.898902E-001            NaN            NaN   11.5525        11.6689        9.45199        44.4447        2.85355        16.3113        3.62717     
  1197.99        2500.00                 NaN            NaN            NaN  0.898906E-001            NaN            NaN   11.5525        11.6689        9.45199        44.5074        2.85355        16.3415        3.53426     
  1195.49        2500.00                 NaN            NaN            NaN  0.898907E-001            NaN            NaN   11.5525        11.6689        9.45199        44.5710        2.85355        16.3722        3.44001     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3346        13.0608        9.65505        44.3814        2.82430        16.4492        3.29463     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3346        13.0608        9.65505        44.4462        2.82430        16.4805        3.19857     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2041        13.1893        9.67775        44.4968        2.82388        16.5156        3.09261     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2041        13.1893        9.67775        44.5632        2.82388        16.5477        2.99411     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.3880        10.0165        9.37524        44.8489        2.83737        16.5408        2.99316     
  1180.45        2500.00                 NaN            NaN            NaN  0.421264E-001            NaN            NaN   10.2672        12.9944        9.37689        44.9962        2.85512        16.5826        2.88547     
  1177.94        2500.00                 NaN            NaN            NaN  0.134143                 NaN            NaN   10.3121        12.7537        9.38714        45.1811        2.87945        16.6021        2.75016     
  1175.44        2500.00                 NaN            NaN            NaN  0.514409E-005            NaN            NaN   10.2000        13.1359        9.60992        44.9068        2.83449        16.6852        2.62767     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1302        13.2115        9.64296        44.9520        2.83266        16.7222        2.50842     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.87176        13.4986        9.52439        45.0972        2.82993        16.7356        2.44255     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.95958        13.4358        9.68513        45.0490        2.82279        16.7847        2.26297     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.95971        13.4360        9.69045        45.1182        2.82237        16.8207        2.15265     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.95958        13.4363        9.69486        45.1892        2.82199        16.8570        2.04101     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.95919        13.4370        9.69864        45.2615        2.82164        16.8937        1.92831     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.96152        13.4065        9.69504        45.3509        2.82735        16.9372        1.82152     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.95225        13.4169        9.69777        45.4260        2.82711        16.9746        1.70543     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.94422        13.4259        9.70015        45.5024        2.82689        17.0126        1.58783     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.93723        13.4338        9.70226        45.5800        2.82670        17.0509        1.46908     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.93113        13.4407        9.70413        45.6587        2.82652        17.0897        1.34914     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.92575        13.4468        9.70579        45.7386        2.82635        17.1290        1.22766     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.92101        13.4523        9.70728        45.8199        2.82620        17.1689        1.10447     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.60892        13.7524        9.77122        45.8503        2.82602        17.2132       0.977932     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.60193        13.7600        9.77325        45.9329        2.82586        17.2539       0.852151     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.8301        9.55420        9.80500        45.9808        2.81848        17.2903       0.721088     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.28635        14.1022        10.1251        45.7614        2.78423        17.3382       0.602472     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.27781        14.1114        10.1275        45.8464        2.78400        17.3803       0.472555     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.26947        14.1205        10.1299        45.9329        2.78376        17.4232       0.340278     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.26133        14.1294        10.1323        46.0202        2.78351        17.4664       0.206776     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.15234        14.2753        10.2518        45.9821        2.76420        17.5019       0.723649E-001
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.14947        14.2791        10.2549        46.0276        2.76363        17.5253                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.09022        14.3600        10.2632        46.0094        2.75673        17.5204                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.03975        14.4392        10.2727        45.9883        2.74514        17.5150                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4276        9.06289        10.2783        45.9773        2.73825        17.5157                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4731        9.02238        10.3015        45.9533        2.73473        17.5149                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5253        8.97766        10.3265        45.9266        2.73027        17.5137                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0285        8.59174        10.4420        45.7643        2.68687        17.4865                 NaN
  1102.76        2500.00                 NaN            NaN            NaN  0.218840E-001            NaN            NaN   8.73468        14.8219        10.4572        45.7838        2.69214        17.4885                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.60886        15.0265        10.5118        45.6932        2.67395        17.4857                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.57982        15.0519        10.5512        45.6581        2.66867        17.4904                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.48451        15.1722        10.5998        45.6021        2.65776        17.4837                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.42816        15.2428        10.6426        45.5553        2.64883        17.4823                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.26999        15.4205        10.6887        45.5030        2.63996        17.4779                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5913        8.15861        10.8262        45.3475        2.61140        17.4650                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5234        8.19560        10.8254        45.3643        2.61659        17.4747                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5223        8.20032        10.8231        45.3646        2.61542        17.4742                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5440        8.17953        10.8387        45.3497        2.61375        17.4744                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5589        8.16387        10.8451        45.3439        2.61351        17.4746                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5705        8.15099        10.8473        45.3423        2.61393        17.4749                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.5886        8.13586        10.8513        45.3369        2.61322        17.4740                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7267        8.03460        10.8831        45.2886        2.60366        17.4632                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.8912        7.92117        10.9288        45.2208        2.58919        17.4488                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.32169        16.7314        11.4195        44.6555        2.46718        17.4047                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.31625        16.7390        11.4240        44.6504        2.46606        17.4043                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.31183        16.7452        11.4276        44.6463        2.46515        17.4040                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.30810        16.7504        11.4306        44.6428        2.46437        17.4037                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.30487        16.7550        11.4333        44.6397        2.46369        17.4034                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.30199        16.7591        11.4357        44.6369        2.46307        17.4032                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.29936        16.7629        11.4378        44.6344        2.46250        17.4030                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.9849        7.14503        11.5038        44.5382        2.44248        17.3855                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.9860        7.14434        11.5041        44.5377        2.44238        17.3854                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.9867        7.14388        11.5043        44.5374        2.44232        17.3854                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.9871        7.14360        11.5044        44.5372        2.44227        17.3853                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.9901        7.14191        11.5054        44.5357        2.44190        17.3850                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   17.4238        6.85601        11.7567        44.2380        2.36406        17.3614                 NaN
