|6.6.6
Archiving\03_Data\Dfrac/QFM_m5/K22/K22_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1511.28        2500.00        98.2027                 NaN            NaN            NaN            NaN            NaN   1.05575       0.741586                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.2346                 NaN            NaN            NaN            NaN            NaN   1.03966       0.725697                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.2667                 NaN            NaN            NaN            NaN            NaN   1.02042       0.712880                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.2971                 NaN            NaN            NaN            NaN            NaN   1.00283       0.700066                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.3261                 NaN            NaN            NaN            NaN            NaN  0.988458       0.685463                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.3562                 NaN            NaN            NaN            NaN            NaN  0.970834       0.672934                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.3842                 NaN            NaN            NaN            NaN            NaN  0.956578       0.659214                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.4106                 NaN            NaN            NaN            NaN            NaN  0.941988       0.647385                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.4387                 NaN            NaN            NaN            NaN            NaN  0.634593       0.926745                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4622                 NaN            NaN            NaN            NaN            NaN  0.623196       0.914592                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4889                 NaN            NaN            NaN            NaN            NaN  0.611084       0.899975                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.5114                 NaN            NaN            NaN            NaN            NaN  0.599585       0.888988                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.5348                 NaN            NaN            NaN            NaN            NaN  0.876370       0.588801                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.5566                 NaN            NaN            NaN            NaN            NaN  0.864594       0.578770                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5788                 NaN            NaN            NaN            NaN            NaN  0.852118       0.569100                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.6004                 NaN            NaN            NaN            NaN            NaN  0.558117       0.841525                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6203                 NaN            NaN            NaN            NaN            NaN  0.831017       0.548708                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6408                 NaN            NaN            NaN            NaN            NaN  0.819909       0.539275                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6586                 NaN            NaN            NaN            NaN            NaN  0.812071       0.529337                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        96.9831                 NaN            NaN            NaN            NaN            NaN  0.983428        1.22212       0.811303                 NaN            NaN            NaN            NaN
  1461.15        2500.00        95.9674                 NaN            NaN            NaN            NaN            NaN   1.06520        1.64340        1.32395                 NaN            NaN            NaN            NaN
  1458.65        2500.00        96.1137                 NaN            NaN  0.770519E-001            NaN            NaN   1.47565        1.04164        1.29200                 NaN            NaN            NaN            NaN
  1456.14        2500.00        96.2114                 NaN            NaN  0.272119                 NaN            NaN   1.05484        1.16136        1.30027                 NaN            NaN            NaN            NaN
  1453.63        2500.00        96.3614                 NaN            NaN  0.295567                 NaN            NaN   1.01920        1.06827        1.25556                 NaN            NaN            NaN            NaN
  1451.13        2500.00        96.5036                 NaN            NaN  0.274174                 NaN            NaN   1.03588       0.980518        1.20579                 NaN            NaN            NaN            NaN
  1448.62        2500.00        96.6411                 NaN            NaN  0.267708                 NaN            NaN  0.942276       0.988712        1.16021                 NaN            NaN            NaN            NaN
  1446.12        2500.00        96.7653                 NaN            NaN  0.262101                 NaN            NaN  0.944100       0.909544        1.11897                 NaN            NaN            NaN            NaN
  1443.61        2500.00        96.8839                 NaN            NaN  0.256722                 NaN            NaN  0.902857       0.877336        1.07920                 NaN            NaN            NaN            NaN
  1441.10        2500.00        96.6091       0.398729E-001            NaN  0.602979E-001            NaN            NaN  0.963284        1.14992        1.17756                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.5406       0.602677E-001            NaN            NaN            NaN            NaN   1.18966       0.996828        1.21259                 NaN            NaN            NaN            NaN
  1436.09        2500.00        96.7098       0.566803E-001            NaN            NaN            NaN            NaN   1.13471       0.945362        1.15344                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.8656       0.534010E-001            NaN            NaN            NaN            NaN  0.897103        1.08486        1.09905                 NaN            NaN            NaN            NaN
  1431.08        2500.00        97.0085       0.504021E-001            NaN            NaN            NaN            NaN  0.854839        1.03746        1.04884                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.1427       0.475926E-001            NaN            NaN            NaN            NaN  0.812690       0.995589        1.00145                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.2649       0.450768E-001            NaN            NaN            NaN            NaN  0.955867       0.775671       0.958461                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.3786       0.427083E-001            NaN            NaN            NaN            NaN  0.918505       0.741916       0.918225                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.4856       0.404148E-001            NaN            NaN            NaN            NaN  0.885356       0.708148       0.880504                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.5848       0.383619E-001            NaN            NaN            NaN            NaN  0.677386       0.853898       0.845536                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6770       0.363613E-001            NaN            NaN            NaN            NaN  0.824197       0.649394       0.813036                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7647       0.345127E-001            NaN            NaN            NaN            NaN  0.622278       0.796841       0.781641                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8461       0.327970E-001            NaN            NaN            NaN            NaN  0.771491       0.596883       0.752771                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.9217       0.311583E-001            NaN            NaN            NaN            NaN  0.573947       0.747509       0.725707                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9957       0.296128E-001            NaN            NaN            NaN            NaN  0.550908       0.724360       0.699415                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0635       0.281529E-001            NaN            NaN            NaN            NaN  0.529654       0.703594       0.675136                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.1272       0.267634E-001            NaN            NaN            NaN            NaN  0.509417       0.684132       0.652519                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1884       0.254576E-001            NaN            NaN            NaN            NaN  0.491024       0.664625       0.630459                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.2461       0.241692E-001            NaN            NaN            NaN            NaN  0.647195       0.472768       0.609805                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.3005       0.230000E-001            NaN            NaN            NaN            NaN  0.455789       0.630355       0.590306                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.3523       0.219443E-001            NaN            NaN            NaN            NaN  0.439892       0.614115       0.571772                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.4019       0.208347E-001            NaN            NaN            NaN            NaN  0.424110       0.599238       0.553880                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.4487       0.197828E-001            NaN            NaN            NaN            NaN  0.409508       0.585074       0.536939                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.4930       0.187998E-001            NaN            NaN            NaN            NaN  0.395281       0.571860       0.521049                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.5356       0.178585E-001            NaN            NaN            NaN            NaN  0.382104       0.558841       0.505548                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.5757       0.169116E-001            NaN            NaN            NaN            NaN  0.546994       0.369343       0.491021                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.6134       0.161202E-001            NaN            NaN            NaN            NaN  0.535603       0.357375       0.477480                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.6532       0.152207E-001            NaN            NaN            NaN            NaN  0.523964       0.344716       0.462911                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.6860       0.143886E-001            NaN            NaN            NaN            NaN  0.514294       0.334212       0.451148                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.7212       0.136960E-001            NaN            NaN            NaN            NaN  0.503639       0.323261       0.438216                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.7531       0.128896E-001            NaN            NaN            NaN            NaN  0.312685       0.494773       0.426536                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.7840       0.122645E-001            NaN            NaN            NaN            NaN  0.485231       0.303117       0.415349                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.8139       0.114438E-001            NaN  0.414714E-003            NaN            NaN  0.293184       0.476588       0.404434                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.8420       0.107890E-001            NaN            NaN            NaN            NaN  0.283943       0.469114       0.394181                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.8691       0.101421E-001            NaN            NaN            NaN            NaN  0.461204       0.275376       0.384193                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.9028       0.833797E-002            NaN  0.231835E-001            NaN            NaN  0.418809       0.272358       0.374502                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.9360       0.649225E-002            NaN  0.454450E-001            NaN            NaN  0.378206       0.268949       0.364879                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.9611       0.543935E-002            NaN  0.580907E-001            NaN            NaN  0.264584       0.352800       0.357974                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.9997       0.189764E-002            NaN  0.105251                 NaN            NaN  0.268208       0.276686       0.348248                 NaN            NaN            NaN            NaN
  1343.36        2500.00        99.0219       0.588322E-002            NaN  0.205272E-001            NaN            NaN  0.238527       0.383529       0.329598                 NaN            NaN            NaN            NaN
  1340.85        2500.00        99.0006       0.515532E-002            NaN  0.291839E-001            NaN            NaN  0.240505       0.386294       0.338281                 NaN            NaN            NaN            NaN
  1338.35        2500.00        99.0468       0.371208E-002            NaN  0.429351E-001            NaN            NaN  0.350951       0.232095       0.323541                 NaN            NaN            NaN            NaN
  1335.84        2500.00        99.0770       0.146628E-002            NaN  0.740653E-001            NaN            NaN  0.234216       0.297724       0.315514                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0918       0.167828E-002            NaN  0.609910E-001            NaN            NaN  0.224517       0.312446       0.308613                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.1106       0.114752E-002            NaN  0.608607E-001            NaN            NaN  0.307347       0.218588       0.301451                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.1292       0.483280E-003            NaN  0.636644E-001            NaN            NaN  0.213521       0.298374       0.294739                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.1464                 NaN            NaN  0.649095E-001            NaN            NaN  0.291208       0.209005       0.288443                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.1587                 NaN            NaN  0.625004E-001            NaN            NaN  0.290814       0.204143       0.283801                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.8491       0.329366E-002            NaN            NaN            NaN            NaN  0.383608E-001  0.542808E-001  0.549360E-001            NaN            NaN            NaN            NaN
  1318.30        2500.00        98.5170                 NaN            NaN  0.958671E-001            NaN            NaN  0.537670       0.353410       0.496096                 NaN            NaN            NaN            NaN
  1315.79        2500.00        99.2070                 NaN            NaN  0.556565E-001            NaN            NaN  0.189107       0.281956       0.266292                 NaN            NaN            NaN            NaN
  1313.28        2500.00        99.2213                 NaN            NaN  0.537731E-001            NaN            NaN  0.184126       0.279601       0.261169                 NaN            NaN            NaN            NaN
  1310.78        2500.00        99.2340                 NaN            NaN  0.509838E-001            NaN            NaN  0.278529       0.180153       0.256371                 NaN            NaN            NaN            NaN
  1308.27        2500.00        99.2475                 NaN            NaN  0.490987E-001            NaN            NaN  0.276094       0.175938       0.251371                 NaN            NaN            NaN            NaN
  1305.76        2500.00        99.2606                 NaN            NaN  0.469636E-001            NaN            NaN  0.171299       0.274463       0.246652                 NaN            NaN            NaN            NaN
  1303.26        2500.00        99.2514                 NaN            NaN  0.466323E-001            NaN            NaN  0.279679       0.172889       0.249428                 NaN            NaN            NaN            NaN
  1300.75        2500.00        77.9540       0.366721E-001            NaN   1.36084                 NaN            NaN   2.23449       0.619743        2.52010        15.2742                 NaN            NaN            NaN
  1298.25        2500.00        59.5725       0.137754                 NaN   2.24328                 NaN            NaN  0.972314        4.02421        4.48413        28.5658                 NaN            NaN            NaN
  1295.74        2500.00        70.2855       0.101287                 NaN   1.88492                 NaN            NaN  0.226826        3.09409        3.28314        21.1243                 NaN            NaN            NaN
  1293.23        2500.00        79.0888       0.725220E-001            NaN   1.41895                 NaN            NaN   2.23071                 NaN   2.32071        14.8683                 NaN            NaN            NaN
  1290.73        2500.00        84.2748       0.563782E-001            NaN   1.08299                 NaN            NaN   1.68802                 NaN   1.75905        11.1388                 NaN            NaN            NaN
  1288.22        2500.00        87.5061       0.459159E-001            NaN  0.871915                 NaN            NaN   1.35433                 NaN   1.40750        8.81427                 NaN            NaN            NaN
  1285.71        2500.00        89.6713       0.385202E-001            NaN  0.729920                 NaN            NaN   1.13223                 NaN   1.17070        7.25731                 NaN            NaN            NaN
  1283.21        2500.00        91.1995       0.331674E-001            NaN  0.625325                 NaN            NaN  0.984024                 NaN   1.00304        6.15495                 NaN            NaN            NaN
  1280.70        2500.00        92.3140       0.288645E-001            NaN  0.548149                 NaN            NaN  0.877639                 NaN  0.882231        5.34911                 NaN            NaN            NaN
  1278.20        2500.00        93.1047       0.265791E-001            NaN  0.496927                 NaN            NaN  0.793204                 NaN  0.790545        4.78800                 NaN            NaN            NaN
  1275.69        2500.00        94.1204       0.231019E-001            NaN  0.457913                 NaN            NaN  0.739420                 NaN  0.729043        3.93012                 NaN            NaN            NaN
  1273.18        2500.00        94.0510       0.228234E-001            NaN  0.386216                 NaN            NaN  0.656860                 NaN  0.627049        4.25602                 NaN            NaN            NaN
  1270.68        2500.00        96.3140       0.200178E-001            NaN  0.337851                 NaN            NaN  0.601336                 NaN  0.553947        2.17281                 NaN            NaN            NaN
  1268.17        2500.00        94.0042       0.151587E-001            NaN  0.357295                 NaN            NaN  0.619662                 NaN  0.561825        4.44184                 NaN            NaN            NaN
  1265.66        2500.00        95.2372       0.194901E-001            NaN  0.383968                 NaN            NaN  0.627081                 NaN  0.612202        3.12008                 NaN            NaN            NaN
  1263.16        2500.00        96.4218       0.116877E-001            NaN  0.190762                 NaN            NaN  0.506540                 NaN  0.353306        2.51594                 NaN            NaN            NaN
  1260.65        2500.00        95.7002       0.145559E-001            NaN  0.267053                 NaN            NaN  0.625465                 NaN  0.477445        2.91523                 NaN            NaN            NaN
  1258.15        2500.00        96.8132       0.112399E-001            NaN  0.248401                 NaN            NaN  0.189118                 NaN  0.459090        2.22664       0.523064E-001            NaN            NaN
  1255.64        2500.00        94.9574                 NaN            NaN  0.245023                 NaN            NaN  0.901186                 NaN  0.498147        3.25691       0.141315                 NaN            NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN   1.15968        8.72342        10.0293        7.86034        47.4766        1.52087        16.9600        6.26986     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN   1.24217        7.75043        11.0008        7.91113        47.4575        1.49415        16.9723        6.17149     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN   1.04289        8.96583        9.86479        7.94313        47.5257        1.53650        17.0233        6.09784     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN  0.806054        9.16501        9.82023        8.10581        47.4554        1.56838        17.0752        6.00394     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN  0.729759        9.30764        9.73070        8.15360        47.4759        1.57802        17.1085        5.91584     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN  0.668104        9.42777        9.65163        8.19613        47.5017        1.58633        17.1414        5.82693     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN  0.609969        9.53901        9.57935        8.23719        47.5290        1.59412        17.1742        5.73709     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN  0.375620        9.70387        9.57237        8.40686        47.4522        1.62447        17.2264        5.63816     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN  0.337047        9.72519        9.58377        8.44802        47.4761        1.62771        17.2572        5.54493     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN  0.298489        9.74642        9.59539        8.48929        47.5005        1.63092        17.2882        5.45077     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN  0.174799        9.79096        9.65123        8.58646        47.4769        1.64363        17.3260        5.35008     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN  0.970937E-001   9.75929        9.73706        8.65433        47.4837        1.65282        17.3631        5.25256     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN  0.186678E-001   9.73598        9.81566        8.72282        47.4905        1.66198        17.4005        5.15386     
  1220.55        2500.00                 NaN            NaN            NaN  0.308295E-001            NaN            NaN   9.81646        9.67834        8.75766        47.5800        1.66993        17.4248        5.04193     
  1218.05        2500.00                 NaN            NaN            NaN  0.549291E-001            NaN            NaN   9.85262        9.59126        8.78579        47.6625        1.67298        17.4498        4.93019     
  1215.54        2500.00                 NaN            NaN            NaN  0.531387E-001            NaN            NaN   9.95993        9.48809        8.81766        47.6991        1.67241        17.4834        4.82629     
  1213.03        2500.00                 NaN            NaN            NaN  0.280958E-005            NaN            NaN   9.82726        9.75904        8.83401        47.6473        1.65777        17.5244        4.75015     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5428        9.02819        8.87601        47.6885        1.66045        17.5656        4.63851     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.79273        10.8202        8.96711        47.6580        1.64782        17.5931        4.52104     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.75795        10.8588        8.99706        47.7016        1.64675        17.6274        4.41045     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.65811        10.0085        9.33359        47.4672        1.62940        17.6905        4.21264     
  1200.50        2500.00                 NaN            NaN            NaN  0.685081E-001            NaN            NaN   9.67827        9.82754        9.33829        47.6591        1.64494        17.7058        4.07750     
  1197.99        2500.00                 NaN            NaN            NaN  0.685102E-001            NaN            NaN   9.67865        9.82800        9.33898        47.7302        1.64501        17.7379        3.97277     
  1195.49        2500.00                 NaN            NaN            NaN  0.685121E-001            NaN            NaN   9.67902        9.82847        9.33966        47.8023        1.64508        17.7704        3.86657     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.67783        11.0004        9.54024        47.5989        1.62815        17.8518        3.70260     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.67817        11.0010        9.54094        47.6723        1.62822        17.8850        3.59441     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.57202        11.1095        9.56389        47.7295        1.62801        17.9220        3.47504     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.57235        11.1101        9.56460        47.8047        1.62808        17.9561        3.36414     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2479        8.40533        9.26846        48.1263        1.63631        17.9521        3.36363     
  1180.45        2500.00                 NaN            NaN            NaN  0.317103E-001            NaN            NaN   8.61027        10.9239        9.26956        48.2819        1.64639        17.9943        3.24198     
  1177.94        2500.00                 NaN            NaN            NaN  0.101697                 NaN            NaN   8.65018        10.7265        9.27945        48.4795        1.66032        18.0129        3.08944     
  1175.44        2500.00                 NaN            NaN            NaN  0.391450E-005            NaN            NaN   8.55893        11.0659        9.50005        48.1874        1.63441        18.1017        2.95156     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.50477        11.1309        9.53331        48.2393        1.63341        18.1409        2.81739     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.29040        11.3535        9.41801        48.4053        1.63211        18.1571        2.74359     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.36974        11.3222        9.57688        48.3536        1.62793        18.2081        2.54151     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.37016        11.3236        9.58283        48.4318        1.62775        18.2464        2.41747     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.37039        11.3250        9.58791        48.5120        1.62760        18.2851        2.29196     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.37040        11.3267        9.59237        48.5937        1.62747        18.3242        2.16527     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.37404        11.2986        9.58923        48.6921        1.63078        18.3700        2.04518     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.36708        11.3080        9.59267        48.7769        1.63072        18.4099        1.91473     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.36111        11.3162        9.59578        48.8632        1.63067        18.4505        1.78260     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.35597        11.3234        9.59862        48.9508        1.63063        18.4914        1.64920     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.35154        11.3298        9.60123        49.0395        1.63060        18.5328        1.51448     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.34769        11.3356        9.60365        49.1296        1.63059        18.5748        1.37804     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.34435        11.3408        9.60589        49.2212        1.63058        18.6174        1.23970     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.08841        11.5939        9.66951        49.2561        1.63048        18.6640        1.09756     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.08322        11.6010        9.67230        49.3491        1.63047        18.7076       0.956348     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6669        8.04084        9.70461        49.4055        1.62631        18.7466       0.809230     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.82140        11.9160        10.0204        49.1653        1.60633        18.7946       0.675962     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.81498        11.9245        10.0236        49.2609        1.60628        18.8396       0.530173     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80874        11.9328        10.0268        49.3582        1.60622        18.8855       0.381751     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80266        11.9410        10.0300        49.4564        1.60616        18.9318       0.231968     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.70621        12.0806        10.1490        49.4188        1.59506        18.9692       0.811760E-001
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.70398        12.0846        10.1526        49.4704        1.59478        18.9936                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.65414        12.1548        10.1613        49.4521        1.59081        18.9869                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.61158        12.2242        10.1709        49.4298        1.58412        18.9794                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2160        7.63405        10.1762        49.4160        1.58005        18.9776                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2558        7.60038        10.1996        49.3910        1.57802        18.9752                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.3015        7.56309        10.2247        49.3630        1.57545        18.9723                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7395        7.23982        10.3394        49.1893        1.55041        18.9416                 NaN
  1102.76        2500.00                 NaN            NaN            NaN  0.164186E-001            NaN            NaN   7.35842        12.5681        10.3542        49.2083        1.55337        18.9411                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.25112        12.7464        10.4090        49.1135        1.54293        18.9371                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.22959        12.7677        10.4479        49.0748        1.53983        18.9401                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.14822        12.8737        10.4965        49.0163        1.53356        18.9317                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.10245        12.9363        10.5391        48.9656        1.52837        18.9282                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.97739        13.0837        10.5848        48.9093        1.52323        18.9216                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2368        6.88215        10.7218        48.7455        1.50682        18.9070                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1789        6.91169        10.7211        48.7631        1.50977        18.9154                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1818        6.91303        10.7191        48.7637        1.50909        18.9132                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1995        6.89690        10.7349        48.7487        1.50813        18.9119                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2112        6.88505        10.7416        48.7434        1.50799        18.9107                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2199        6.87548        10.7442        48.7426        1.50824        18.9096                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2349        6.86370        10.7486        48.7378        1.50784        18.9072                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.3526        6.78128        10.7808        48.6883        1.50237        18.8947                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4956        6.68737        10.8267        48.6179        1.49407        18.8783                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.18099        14.2454        11.3128        48.0089        1.42361        18.8283                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.17640        14.2523        11.3176        48.0043        1.42297        18.8264                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.17267        14.2580        11.3216        48.0007        1.42245        18.8246                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.16952        14.2628        11.3250        47.9978        1.42200        18.8228                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.16678        14.2671        11.3280        47.9954        1.42161        18.8211                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.16434        14.2709        11.3307        47.9933        1.42126        18.8194                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.16213        14.2744        11.3332        47.9915        1.42093        18.8178                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4625        6.04061        11.3994        47.8901        1.40943        18.7980                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4635        6.04005        11.4001        47.8905        1.40938        18.7964                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4643        6.03968        11.4006        47.8911        1.40934        18.7949                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4648        6.03946        11.4011        47.8918        1.40932        18.7935                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4676        6.03804        11.4025        47.8911        1.40911        18.7917                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8600        5.79563        11.6508        47.5666        1.36406        18.7629                 NaN
