|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1538.65        500.000                 NaN   99.1041                 NaN            NaN            NaN  0.895857                 NaN            NaN            NaN            NaN            NaN            NaN
  1537.24        500.000                 NaN   99.0973                 NaN            NaN            NaN  0.902746                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.82        500.000       0.270167E-002   99.0668                 NaN            NaN            NaN  0.930490                 NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        500.000       0.678930E-002   99.0283                 NaN            NaN            NaN  0.964900                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.00        500.000       0.680164E-002   98.9992                 NaN            NaN            NaN  0.993997                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000       0.681095E-002   98.9605                 NaN            NaN            NaN   1.03271                 NaN            NaN            NaN            NaN            NaN            NaN
  1530.17        500.000       0.680619E-002   98.5210                 NaN            NaN            NaN  0.633407       0.838759                 NaN            NaN            NaN            NaN            NaN
  1528.76        500.000       0.668110E-002   98.3999                 NaN            NaN            NaN  0.473287        1.12012                 NaN            NaN            NaN            NaN            NaN
  1527.34        500.000       0.653254E-002   98.4250                 NaN            NaN            NaN  0.463980        1.10451                 NaN            NaN            NaN            NaN            NaN
  1525.93        500.000       0.640322E-002   98.4507                 NaN            NaN            NaN  0.455456        1.08749                 NaN            NaN            NaN            NaN            NaN
  1524.51        500.000       0.625752E-002   98.4757                 NaN            NaN            NaN   1.07079       0.447205                 NaN            NaN            NaN            NaN            NaN
  1523.10        500.000       0.609159E-002   98.4994                 NaN            NaN            NaN   1.05623       0.438323                 NaN            NaN            NaN            NaN            NaN
  1521.69        500.000       0.597534E-002   98.5241                 NaN            NaN            NaN  0.431043        1.03886                 NaN            NaN            NaN            NaN            NaN
  1520.27        500.000       0.583808E-002   98.5441                 NaN            NaN            NaN  0.423290        1.02674                 NaN            NaN            NaN            NaN            NaN
  1518.86        500.000       0.570511E-002   98.5693                 NaN            NaN            NaN   1.00853       0.416434                 NaN            NaN            NaN            NaN            NaN
  1517.45        500.000       0.556685E-002   98.5909                 NaN            NaN            NaN  0.409177       0.994380                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000       0.737624E-003   98.6067                 NaN  0.309729                 NaN   1.08279                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        500.000       0.414232E-003   98.6236                 NaN  0.318536                 NaN   1.05748                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.20        500.000       0.266907E-003   98.6456                 NaN  0.314903                 NaN   1.03919                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        500.000       0.234877E-003   98.6670                 NaN  0.305740                 NaN   1.02705                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.38        500.000       0.351493E-004   98.6830                 NaN  0.305118                 NaN   1.01187                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        500.000       0.370921E-003   98.7177                 NaN  0.291779                 NaN  0.990193                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        500.000                 NaN   98.7295                 NaN  0.290450                 NaN  0.980009                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.13        500.000       0.733773E-004   98.7501                 NaN  0.284320                 NaN  0.965491                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000       0.729869E-003   98.7705                 NaN  0.271320                 NaN  0.957455                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        500.000       0.739306E-004   98.7872                 NaN  0.271451                 NaN  0.941289                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        500.000                 NaN   98.8070                 NaN  0.266067                 NaN  0.926980                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        500.000                 NaN   98.8237                 NaN  0.259575                 NaN  0.916753                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        500.000                 NaN   98.8402                 NaN  0.251118                 NaN  0.908685                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        500.000                 NaN   98.8580                 NaN  0.244539                 NaN  0.897431                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000                 NaN   98.8635                 NaN  0.168284                 NaN  0.854404       0.113822                 NaN            NaN            NaN            NaN            NaN
  1494.82        500.000                 NaN   98.8918                 NaN  0.234303                 NaN  0.873897                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.41        500.000                 NaN   98.8992                 NaN  0.200653                 NaN  0.857010       0.431802E-001            NaN            NaN            NaN            NaN            NaN
  1492.00        500.000                 NaN   98.9109                 NaN  0.142403                 NaN  0.816473       0.130195                 NaN            NaN            NaN            NaN            NaN
  1490.58        500.000                 NaN   98.7484                 NaN  0.155195                 NaN  0.937093       0.159277                 NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN   99.1119                 NaN  0.102944                 NaN  0.661781       0.123361                 NaN            NaN            NaN            NaN            NaN
  1487.76        500.000                 NaN   98.8007                 NaN  0.215944                 NaN  0.142492       0.840843                 NaN            NaN            NaN            NaN            NaN
  1486.34        500.000       0.152585E-002   99.1096                 NaN            NaN            NaN  0.182799       0.706083                 NaN            NaN            NaN            NaN            NaN
  1484.93        500.000       0.312344E-002   98.9682                 NaN            NaN            NaN  0.731495       0.297208                 NaN            NaN            NaN            NaN            NaN
  1483.51        500.000       0.204876E-002   99.3082                 NaN            NaN            NaN  0.199068       0.490687                 NaN            NaN            NaN            NaN            NaN
  1482.10        500.000       0.391551E-002   98.6621                 NaN            NaN            NaN  0.385298       0.948675                 NaN            NaN            NaN            NaN            NaN
  1480.69        500.000       0.287470E-002   99.0068                 NaN            NaN            NaN  0.702738       0.287542                 NaN            NaN            NaN            NaN            NaN
  1479.27        500.000       0.280170E-002   99.0162                 NaN            NaN            NaN  0.696375       0.284613                 NaN            NaN            NaN            NaN            NaN
  1477.86        500.000       0.272276E-002   99.0276                 NaN            NaN            NaN  0.688403       0.281319                 NaN            NaN            NaN            NaN            NaN
  1476.45        500.000       0.265100E-002   99.0381                 NaN            NaN            NaN  0.278535       0.680675                 NaN            NaN            NaN            NaN            NaN
  1475.03        500.000       0.257844E-002   99.0452                 NaN            NaN            NaN  0.676161       0.276104                 NaN            NaN            NaN            NaN            NaN
  1473.62        500.000       0.250082E-002   99.0636                 NaN            NaN            NaN  0.271425       0.662487                 NaN            NaN            NaN            NaN            NaN
  1472.20        500.000       0.242774E-002   99.0691                 NaN            NaN            NaN  0.270075       0.658369                 NaN            NaN            NaN            NaN            NaN
  1470.79        500.000       0.235508E-002   99.0823                 NaN            NaN            NaN  0.266492       0.648845                 NaN            NaN            NaN            NaN            NaN
  1469.38        500.000       0.228852E-002   99.0911                 NaN            NaN            NaN  0.642549       0.264100                 NaN            NaN            NaN            NaN            NaN
  1467.96        500.000       0.223064E-002   99.0999                 NaN            NaN            NaN  0.261865       0.635973                 NaN            NaN            NaN            NaN            NaN
  1466.55        500.000       0.216284E-002   99.1096                 NaN            NaN            NaN  0.629570       0.258707                 NaN            NaN            NaN            NaN            NaN
  1465.14        500.000       0.208732E-002   99.1203                 NaN            NaN            NaN  0.256111       0.621472                 NaN            NaN            NaN            NaN            NaN
  1463.72        500.000       0.203351E-002   99.1288                 NaN            NaN            NaN  0.253902       0.615225                 NaN            NaN            NaN            NaN            NaN
  1462.31        500.000       0.196538E-002   99.1386                 NaN            NaN            NaN  0.607970       0.251477                 NaN            NaN            NaN            NaN            NaN
  1460.89        500.000       0.189955E-002   99.1473                 NaN            NaN            NaN  0.602278       0.248495                 NaN            NaN            NaN            NaN            NaN
  1459.48        500.000       0.184405E-002   99.1562                 NaN            NaN            NaN  0.246899       0.595083                 NaN            NaN            NaN            NaN            NaN
  1458.07        500.000       0.179236E-002   99.1628                 NaN            NaN            NaN  0.244424       0.590990                 NaN            NaN            NaN            NaN            NaN
  1456.65        500.000       0.173290E-002   99.1745                 NaN            NaN            NaN  0.582182       0.241561                 NaN            NaN            NaN            NaN            NaN
  1455.24        500.000       0.167221E-002   99.1818                 NaN            NaN            NaN  0.239109       0.577440                 NaN            NaN            NaN            NaN            NaN
  1453.82        500.000       0.161261E-002   99.1901                 NaN            NaN            NaN  0.237394       0.570853                 NaN            NaN            NaN            NaN            NaN
  1452.41        500.000       0.156177E-002   99.1978                 NaN            NaN            NaN  0.565439       0.235241                 NaN            NaN            NaN            NaN            NaN
  1451.00        500.000       0.150885E-002   99.2053                 NaN            NaN            NaN  0.233365       0.559791                 NaN            NaN            NaN            NaN            NaN
  1449.58        500.000       0.145241E-002   99.2135                 NaN            NaN            NaN  0.231007       0.554021                 NaN            NaN            NaN            NaN            NaN
  1448.17        500.000       0.140792E-002   99.2142                 NaN            NaN            NaN  0.556385       0.227990                 NaN            NaN            NaN            NaN            NaN
  1446.76        500.000       0.134882E-002   99.2356                 NaN            NaN            NaN  0.536223       0.226781                 NaN            NaN            NaN            NaN            NaN
  1445.34        500.000       0.130244E-002   99.2361                 NaN            NaN            NaN  0.537544       0.225031                 NaN            NaN            NaN            NaN            NaN
  1443.93        500.000       0.125631E-002   99.2414                 NaN            NaN            NaN  0.223565       0.533757                 NaN            NaN            NaN            NaN            NaN
  1442.51        500.000       0.120575E-002   99.2515                 NaN            NaN            NaN  0.526274       0.220991                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000       0.115775E-002   99.2571                 NaN            NaN            NaN  0.219099       0.522660                 NaN            NaN            NaN            NaN            NaN
  1439.69        500.000       0.111037E-002   99.2640                 NaN            NaN            NaN  0.517567       0.217307                 NaN            NaN            NaN            NaN            NaN
  1438.27        500.000       0.107426E-002   99.2689                 NaN            NaN            NaN  0.215878       0.514144                 NaN            NaN            NaN            NaN            NaN
  1436.86        500.000       0.100625E-002   99.2713                 NaN            NaN            NaN  0.512924       0.214814                 NaN            NaN            NaN            NaN            NaN
  1435.45        500.000       0.979025E-003   99.2924                 NaN            NaN            NaN  0.210583       0.496009                 NaN            NaN            NaN            NaN            NaN
  1434.03        500.000       0.930210E-003   99.2889                 NaN            NaN            NaN  0.500990       0.209176                 NaN            NaN            NaN            NaN            NaN
  1432.62        500.000       0.894663E-003   99.2976                 NaN            NaN            NaN  0.493279       0.208201                 NaN            NaN            NaN            NaN            NaN
  1431.20        500.000       0.854026E-003   99.2956                 NaN            NaN            NaN  0.207282       0.496231                 NaN            NaN            NaN            NaN            NaN
  1429.79        500.000       0.808343E-003   99.3163                 NaN            NaN            NaN  0.477930       0.204993                 NaN            NaN            NaN            NaN            NaN
  1428.38        500.000       0.775547E-003   99.3135                 NaN            NaN            NaN  0.482192       0.203579                 NaN            NaN            NaN            NaN            NaN
  1426.96        500.000       0.670285E-003   99.3793                 NaN            NaN            NaN  0.183694       0.436328                 NaN            NaN            NaN            NaN            NaN
  1425.55        500.000       0.765083E-003   99.2656                 NaN            NaN            NaN  0.515660       0.217992                 NaN            NaN            NaN            NaN            NaN
  1424.14        500.000       0.652326E-003   99.3320                 NaN            NaN            NaN  0.469149       0.198189                 NaN            NaN            NaN            NaN            NaN
  1422.72        500.000       0.119591E-002   98.9560                 NaN            NaN            NaN  0.284061       0.758704                 NaN            NaN            NaN            NaN            NaN
  1421.31        500.000                 NaN   99.7175                 NaN            NaN            NaN  0.176673       0.105786                 NaN            NaN            NaN            NaN            NaN
  1419.89        500.000       0.543892E-003   99.3486                 NaN            NaN            NaN  0.193891       0.456933                 NaN            NaN            NaN            NaN            NaN
  1418.48        500.000       0.511582E-003   99.3533                 NaN            NaN            NaN  0.192280       0.453875                 NaN            NaN            NaN            NaN            NaN
  1417.07        500.000       0.465587E-003   99.3565                 NaN            NaN            NaN  0.451077       0.191915                 NaN            NaN            NaN            NaN            NaN
  1415.65        500.000       0.448841E-003   99.3665                 NaN            NaN            NaN  0.188845       0.444229                 NaN            NaN            NaN            NaN            NaN
  1414.24        500.000       0.407672E-003   99.3682                 NaN            NaN            NaN  0.443567       0.187837                 NaN            NaN            NaN            NaN            NaN
  1412.83        500.000       0.372234E-003   99.3740                 NaN            NaN            NaN  0.439049       0.186541                 NaN            NaN            NaN            NaN            NaN
  1411.41        500.000       0.342870E-003   99.3777                 NaN            NaN            NaN  0.436769       0.185147                 NaN            NaN            NaN            NaN            NaN
  1410.00        500.000       0.314343E-003   99.3834                 NaN            NaN            NaN  0.432546       0.183708                 NaN            NaN            NaN            NaN            NaN
  1408.58        500.000       0.280467E-003   99.3875                 NaN            NaN            NaN  0.182562       0.429663                 NaN            NaN            NaN            NaN            NaN
  1407.17        500.000       0.241823E-003   99.3914                 NaN            NaN            NaN  0.426555       0.181783                 NaN            NaN            NaN            NaN            NaN
  1405.76        500.000       0.416056E-003   99.1265                 NaN            NaN            NaN  0.289955       0.445244                 NaN  0.137929                 NaN            NaN            NaN
  1404.34        500.000                 NaN   98.3276                 NaN            NaN            NaN  0.514195       0.611511                 NaN  0.546658                 NaN            NaN            NaN
  1402.93        500.000                 NaN   98.3638                 NaN            NaN            NaN  0.502662       0.599043                 NaN  0.534476                 NaN            NaN            NaN
  1401.51        500.000       0.113058E-002   98.3869                 NaN            NaN            NaN  0.492428       0.592618                 NaN  0.526878                 NaN            NaN            NaN
  1400.10        500.000                 NaN   98.4117                 NaN            NaN            NaN  0.489877       0.579348                 NaN  0.519067                 NaN            NaN            NaN
  1398.69        500.000                 NaN   98.4447                 NaN            NaN            NaN  0.567554       0.479450                 NaN  0.508311                 NaN            NaN            NaN
  1397.27        500.000                 NaN   98.4660                 NaN            NaN            NaN  0.558965       0.473605                 NaN  0.501443                 NaN            NaN            NaN
  1395.86        500.000                 NaN   98.4877                 NaN            NaN            NaN  0.466727       0.551299                 NaN  0.494322                 NaN            NaN            NaN
  1394.45        500.000                 NaN   98.5145                 NaN            NaN            NaN  0.459093       0.541023                 NaN  0.485361                 NaN            NaN            NaN
  1393.03        500.000                 NaN   98.5372                 NaN            NaN            NaN  0.452711       0.532074                 NaN  0.477982                 NaN            NaN            NaN
  1391.62        500.000                 NaN   98.5604                 NaN            NaN            NaN  0.523238       0.445774                 NaN  0.470570                 NaN            NaN            NaN
  1390.20        500.000                 NaN   98.5817                 NaN            NaN            NaN  0.439261       0.515477                 NaN  0.463554                 NaN            NaN            NaN
  1388.79        500.000                 NaN   98.6035                 NaN            NaN            NaN  0.507066       0.433060                 NaN  0.456368                 NaN            NaN            NaN
  1387.38        500.000                 NaN   98.6236                 NaN            NaN            NaN  0.499876       0.426852                 NaN  0.449702                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.6451                 NaN            NaN            NaN  0.491891       0.420318                 NaN  0.442687                 NaN            NaN            NaN
  1384.55        500.000                 NaN   98.6652                 NaN            NaN            NaN  0.414570       0.484284                 NaN  0.435974                 NaN            NaN            NaN
  1383.14        500.000                 NaN   98.6823                 NaN            NaN            NaN  0.478098       0.409517                 NaN  0.430117                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.7017                 NaN            NaN            NaN  0.403108       0.471273                 NaN  0.423914                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.7220                 NaN            NaN            NaN  0.397658       0.463354                 NaN  0.417036                 NaN            NaN            NaN
  1378.89        500.000                 NaN   98.7379                 NaN            NaN            NaN  0.393370       0.456973                 NaN  0.411800                 NaN            NaN            NaN
  1377.48        500.000                 NaN   98.7548                 NaN            NaN            NaN  0.388059       0.450970                 NaN  0.406177                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.7733                 NaN            NaN            NaN  0.382276       0.444557                 NaN  0.399878                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.7886                 NaN            NaN            NaN  0.377740       0.438728                 NaN  0.394931                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.8050                 NaN            NaN            NaN  0.372535       0.433141                 NaN  0.389309                 NaN            NaN            NaN
  1371.83        500.000                 NaN   98.8197                 NaN            NaN            NaN  0.368272       0.427691                 NaN  0.384315                 NaN            NaN            NaN
  1370.41        500.000                 NaN   98.8352                 NaN            NaN            NaN  0.422126       0.363592                 NaN  0.379091                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.8511                 NaN            NaN            NaN  0.416876       0.358293                 NaN  0.373760                 NaN            NaN            NaN
  1367.58        500.000                 NaN   98.8647                 NaN            NaN            NaN  0.354407       0.411684                 NaN  0.369208                 NaN            NaN            NaN
  1366.17        500.000                 NaN   98.8806                 NaN            NaN            NaN  0.349501       0.406071                 NaN  0.363866                 NaN            NaN            NaN
  1364.76        500.000                 NaN   98.8935                 NaN            NaN            NaN  0.401810       0.345227                 NaN  0.359449                 NaN            NaN            NaN
  1363.34        500.000                 NaN   98.9062                 NaN            NaN            NaN  0.341345       0.397409                 NaN  0.355093                 NaN            NaN            NaN
  1361.93        500.000                 NaN   98.9204                 NaN            NaN            NaN  0.336643       0.392605                 NaN  0.350340                 NaN            NaN            NaN
  1360.52        500.000                 NaN   98.9319                 NaN            NaN            NaN  0.388480       0.333270                 NaN  0.346341                 NaN            NaN            NaN
  1359.10        500.000                 NaN   98.9468                 NaN            NaN            NaN  0.328780       0.382917                 NaN  0.341491                 NaN            NaN            NaN
  1357.69        500.000                 NaN   98.9576                 NaN            NaN            NaN  0.379708       0.325119                 NaN  0.337536                 NaN            NaN            NaN
  1356.27        500.000                 NaN   98.9699                 NaN            NaN            NaN  0.321310       0.375383                 NaN  0.333416                 NaN            NaN            NaN
  1354.86        500.000                 NaN   98.9813                 NaN            NaN            NaN  0.317953       0.371241                 NaN  0.329477                 NaN            NaN            NaN
  1353.45        500.000                 NaN   98.9924                 NaN            NaN            NaN  0.367768       0.314175                 NaN  0.325658                 NaN            NaN            NaN
  1352.03        500.000                 NaN   99.0028                 NaN            NaN            NaN  0.364289       0.310963                 NaN  0.321956                 NaN            NaN            NaN
  1350.62        500.000                 NaN  0.392698        98.5713                 NaN            NaN  0.366905       0.329663                 NaN  0.339407                 NaN            NaN            NaN
  1349.20        500.000                 NaN  0.989897        97.9679                 NaN            NaN  0.364561       0.333863                 NaN  0.343792                 NaN            NaN            NaN
  1347.79        500.000                 NaN   1.51180        97.4742                 NaN            NaN  0.357573       0.323356                 NaN  0.333073                 NaN            NaN            NaN
  1346.38        500.000                 NaN   1.96055        97.0528                 NaN            NaN  0.313233       0.350432                 NaN  0.322965                 NaN            NaN            NaN
  1344.96        500.000                 NaN   2.34632        96.6891                 NaN            NaN  0.345433       0.304547                 NaN  0.314644                 NaN            NaN            NaN
  1343.55        500.000                 NaN   2.65630        96.4028                 NaN            NaN  0.295310       0.339971                 NaN  0.305624                 NaN            NaN            NaN
  1342.14        500.000                 NaN   2.90529        96.1713                 NaN            NaN  0.335766       0.288810                 NaN  0.298790                 NaN            NaN            NaN
  1340.72        500.000                 NaN   3.09176        96.0026                 NaN            NaN  0.331159       0.282402                 NaN  0.292087                 NaN            NaN            NaN
  1339.31        500.000                 NaN   3.21546        95.8952                 NaN            NaN  0.275046       0.328460                 NaN  0.285822                 NaN            NaN            NaN
  1337.89        500.000                 NaN   3.27732        95.8464                 NaN            NaN  0.270056       0.325643                 NaN  0.280542                 NaN            NaN            NaN
  1336.48        500.000                 NaN   99.2983                 NaN            NaN            NaN  0.348716       0.169045                 NaN  0.183927                 NaN            NaN            NaN
  1335.07        500.000                 NaN   99.1195                 NaN            NaN            NaN  0.272177       0.326751                 NaN  0.281586                 NaN            NaN            NaN
  1333.65        500.000                 NaN   99.1271                 NaN            NaN            NaN  0.269309       0.324772                 NaN  0.278792                 NaN            NaN            NaN
  1332.24        500.000                 NaN   2.89034        96.1632                 NaN            NaN  0.330055       0.280289                 NaN  0.336069                 NaN            NaN            NaN
  1330.83        500.000                 NaN   2.63661        96.5322                 NaN            NaN  0.249677       0.320278                 NaN  0.261254                 NaN            NaN            NaN
  1329.41        500.000                 NaN   2.31239        96.8612                 NaN            NaN  0.320648       0.246962                 NaN  0.258819                 NaN            NaN            NaN
  1328.00        500.000                 NaN   1.92205        97.2547                 NaN            NaN  0.244215       0.322070                 NaN  0.256958                 NaN            NaN            NaN
  1326.58        500.000                 NaN   1.45070        97.7283                 NaN            NaN  0.323242       0.242546                 NaN  0.255195                 NaN            NaN            NaN
  1325.17        500.000                 NaN  0.919287        98.2594                 NaN            NaN  0.241715       0.324894                 NaN  0.254753                 NaN            NaN            NaN
  1323.76        500.000                 NaN   99.1788                 NaN            NaN            NaN  0.328115       0.240000                 NaN  0.253127                 NaN            NaN            NaN
  1322.34        500.000                 NaN   99.1833                 NaN            NaN            NaN  0.242904       0.317934                 NaN  0.255896                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.1939                 NaN            NaN            NaN  0.242088       0.308679                 NaN  0.255305                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.1986                 NaN            NaN            NaN  0.240016       0.307822                 NaN  0.253543                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.2015                 NaN            NaN            NaN  0.309662       0.235990                 NaN  0.252829                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.2196                 NaN            NaN            NaN  0.229947       0.304274                 NaN  0.246144                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.2195                 NaN            NaN            NaN  0.304971       0.229188                 NaN  0.246325                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.2253                 NaN            NaN            NaN  0.304005       0.226418                 NaN  0.244252                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.2324                 NaN            NaN            NaN  0.303762       0.221971                 NaN  0.241916                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.2370                 NaN            NaN            NaN  0.214628       0.308208                 NaN  0.240193                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.2433                 NaN            NaN            NaN  0.304382       0.214282                 NaN  0.238037                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.2479                 NaN            NaN            NaN  0.207135       0.308399                 NaN  0.236521                 NaN            NaN            NaN
  1306.79        500.000                 NaN   99.2554                 NaN            NaN            NaN  0.317437       0.193512                 NaN  0.233679                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.2605                 NaN            NaN            NaN  0.287014       0.220514                 NaN  0.231923                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.2786                 NaN            NaN  0.490543E-001  0.437839                 NaN            NaN  0.234471                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.2899                 NaN            NaN  0.765592E-001  0.397476                 NaN            NaN  0.236075                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.2954                 NaN            NaN  0.716935E-001  0.399620                 NaN            NaN  0.233317                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.3040                 NaN            NaN  0.756190E-001  0.389603                 NaN            NaN  0.230730                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.3117                 NaN            NaN  0.753836E-001  0.384869                 NaN            NaN  0.228006                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.3172                 NaN            NaN  0.690706E-001  0.388602                 NaN            NaN  0.225165                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.3246                 NaN            NaN  0.699417E-001  0.382756                 NaN            NaN  0.222695                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.3311                 NaN            NaN  0.683545E-001  0.380503                 NaN            NaN  0.220044                 NaN            NaN            NaN
  1292.65        500.000                 NaN   99.3178                 NaN            NaN  0.293009E-001  0.431232                 NaN            NaN  0.219881       0.179958E-002            NaN            NaN
  1291.24        500.000                 NaN   99.2907                 NaN            NaN  0.620008E-001  0.389786                 NaN            NaN  0.231679       0.258543E-001            NaN            NaN
  1289.83        500.000                 NaN   99.3012                 NaN            NaN  0.636694E-001  0.380830                 NaN            NaN  0.228807       0.255053E-001            NaN            NaN
  1288.41        500.000                 NaN   99.3117                 NaN            NaN  0.638454E-001  0.373950                 NaN            NaN  0.225345       0.251186E-001            NaN            NaN
  1287.00        500.000                 NaN   99.3207                 NaN            NaN  0.614779E-001  0.371442                 NaN            NaN  0.221922       0.244736E-001            NaN            NaN
  1285.58        500.000                 NaN   99.3310                 NaN            NaN  0.633053E-001  0.362848                 NaN            NaN  0.218722       0.241091E-001            NaN            NaN
  1284.17        500.000                 NaN   99.3400                 NaN            NaN  0.628300E-001  0.357857                 NaN            NaN  0.215636       0.236487E-001            NaN            NaN
  1282.76        500.000                 NaN   99.3511                 NaN            NaN  0.629319E-001  0.350392                 NaN            NaN  0.212341       0.232076E-001            NaN            NaN
  1281.34        500.000                 NaN   99.3580                 NaN            NaN  0.603259E-001  0.349775                 NaN            NaN  0.209252       0.226498E-001            NaN            NaN
  1279.93        500.000                 NaN   99.3678                 NaN            NaN  0.616842E-001  0.342200                 NaN            NaN  0.206031       0.222698E-001            NaN            NaN
  1278.52        500.000                 NaN   99.3760                 NaN            NaN  0.605434E-001  0.338446                 NaN            NaN  0.203190       0.217949E-001            NaN            NaN
  1277.10        500.000                 NaN   99.3847                 NaN            NaN  0.586349E-001  0.335153                 NaN            NaN  0.200222       0.212909E-001            NaN            NaN
