|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/GRV/GRV_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1490.58        500.000                 NaN   98.5552                 NaN  0.181078                 NaN   1.07893       0.184831                 NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN   98.9737                 NaN  0.120249                 NaN  0.762689       0.143316                 NaN            NaN            NaN            NaN            NaN
  1487.76        500.000                 NaN   98.6129                 NaN  0.252300                 NaN  0.165589       0.969199                 NaN            NaN            NaN            NaN            NaN
  1486.34        500.000       0.244032E-002   98.9703                 NaN            NaN            NaN  0.212653       0.814605                 NaN            NaN            NaN            NaN            NaN
  1484.93        500.000       0.499370E-002   98.8050                 NaN            NaN            NaN  0.844145       0.345892                 NaN            NaN            NaN            NaN            NaN
  1483.51        500.000       0.327790E-002   99.1980                 NaN            NaN            NaN  0.231984       0.566753                 NaN            NaN            NaN            NaN            NaN
  1482.10        500.000       0.625660E-002   98.4495                 NaN            NaN            NaN  0.448840        1.09542                 NaN            NaN            NaN            NaN            NaN
  1480.69        500.000       0.459368E-002   98.8479                 NaN            NaN            NaN  0.812210       0.335304                 NaN            NaN            NaN            NaN            NaN
  1479.27        500.000       0.447636E-002   98.8581                 NaN            NaN            NaN  0.805296       0.332119                 NaN            NaN            NaN            NaN            NaN
  1477.86        500.000       0.434992E-002   98.8706                 NaN            NaN            NaN  0.796544       0.328521                 NaN            NaN            NaN            NaN            NaN
  1476.45        500.000       0.423470E-002   98.8823                 NaN            NaN            NaN  0.325493       0.788020                 NaN            NaN            NaN            NaN            NaN
  1475.03        500.000       0.411885E-002   98.8897                 NaN            NaN            NaN  0.783241       0.322914                 NaN            NaN            NaN            NaN            NaN
  1473.62        500.000       0.399374E-002   98.9105                 NaN            NaN            NaN  0.317650       0.767853                 NaN            NaN            NaN            NaN            NaN
  1472.20        500.000       0.387577E-002   98.9164                 NaN            NaN            NaN  0.316258       0.763424                 NaN            NaN            NaN            NaN            NaN
  1470.79        500.000       0.375994E-002   98.9311                 NaN            NaN            NaN  0.312313       0.752859                 NaN            NaN            NaN            NaN            NaN
  1469.38        500.000       0.365305E-002   98.9407                 NaN            NaN            NaN  0.745942       0.309715                 NaN            NaN            NaN            NaN            NaN
  1467.96        500.000       0.356008E-002   98.9504                 NaN            NaN            NaN  0.307333       0.738746                 NaN            NaN            NaN            NaN            NaN
  1466.55        500.000       0.345172E-002   98.9609                 NaN            NaN            NaN  0.731781       0.303847                 NaN            NaN            NaN            NaN            NaN
  1465.14        500.000       0.333064E-002   98.9730                 NaN            NaN            NaN  0.301004       0.722711                 NaN            NaN            NaN            NaN            NaN
  1463.72        500.000       0.324425E-002   98.9823                 NaN            NaN            NaN  0.298636       0.715868                 NaN            NaN            NaN            NaN            NaN
  1462.31        500.000       0.313482E-002   98.9931                 NaN            NaN            NaN  0.707777       0.295975                 NaN            NaN            NaN            NaN            NaN
  1460.89        500.000       0.303013E-002   99.0026                 NaN            NaN            NaN  0.701625       0.292705                 NaN            NaN            NaN            NaN            NaN
  1459.48        500.000       0.294087E-002   99.0124                 NaN            NaN            NaN  0.291035       0.693587                 NaN            NaN            NaN            NaN            NaN
  1458.07        500.000       0.285833E-002   99.0195                 NaN            NaN            NaN  0.288341       0.689275                 NaN            NaN            NaN            NaN            NaN
  1456.65        500.000       0.276287E-002   99.0327                 NaN            NaN            NaN  0.679384       0.285146                 NaN            NaN            NaN            NaN            NaN
  1455.24        500.000       0.266591E-002   99.0406                 NaN            NaN            NaN  0.282483       0.674259                 NaN            NaN            NaN            NaN            NaN
  1453.82        500.000       0.257047E-002   99.0499                 NaN            NaN            NaN  0.280656       0.666917                 NaN            NaN            NaN            NaN            NaN
  1452.41        500.000       0.248918E-002   99.0582                 NaN            NaN            NaN  0.660968       0.278307                 NaN            NaN            NaN            NaN            NaN
  1451.00        500.000       0.240440E-002   99.0666                 NaN            NaN            NaN  0.276283       0.654756                 NaN            NaN            NaN            NaN            NaN
  1449.58        500.000       0.231421E-002   99.0755                 NaN            NaN            NaN  0.273744       0.648419                 NaN            NaN            NaN            NaN            NaN
  1448.17        500.000       0.224200E-002   99.0759                 NaN            NaN            NaN  0.651552       0.270327                 NaN            NaN            NaN            NaN            NaN
  1446.76        500.000       0.214856E-002   99.1003                 NaN            NaN            NaN  0.628368       0.269139                 NaN            NaN            NaN            NaN            NaN
  1445.34        500.000       0.207444E-002   99.1004                 NaN            NaN            NaN  0.630266       0.267245                 NaN            NaN            NaN            NaN            NaN
  1443.93        500.000       0.200066E-002   99.1061                 NaN            NaN            NaN  0.265733       0.626199                 NaN            NaN            NaN            NaN            NaN
  1442.51        500.000       0.192011E-002   99.1174                 NaN            NaN            NaN  0.617825       0.262864                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000       0.184340E-002   99.1234                 NaN            NaN            NaN  0.260812       0.613949                 NaN            NaN            NaN            NaN            NaN
  1439.69        500.000       0.176772E-002   99.1310                 NaN            NaN            NaN  0.608327       0.258873                 NaN            NaN            NaN            NaN            NaN
  1438.27        500.000       0.170997E-002   99.1363                 NaN            NaN            NaN  0.257361       0.604652                 NaN            NaN            NaN            NaN            NaN
  1436.86        500.000       0.160157E-002   99.1386                 NaN            NaN            NaN  0.603531       0.256263                 NaN            NaN            NaN            NaN            NaN
  1435.45        500.000       0.155790E-002   99.1629                 NaN            NaN            NaN  0.251440       0.584058                 NaN            NaN            NaN            NaN            NaN
  1434.03        500.000       0.148031E-002   99.1582                 NaN            NaN            NaN  0.590349       0.249985                 NaN            NaN            NaN            NaN            NaN
  1432.62        500.000       0.142354E-002   99.1679                 NaN            NaN            NaN  0.581622       0.249013                 NaN            NaN            NaN            NaN            NaN
  1431.20        500.000       0.135827E-002   99.1652                 NaN            NaN            NaN  0.248065       0.585372                 NaN            NaN            NaN            NaN            NaN
  1429.79        500.000       0.128577E-002   99.1890                 NaN            NaN            NaN  0.564193       0.245556                 NaN            NaN            NaN            NaN            NaN
  1428.38        500.000       0.123354E-002   99.1850                 NaN            NaN            NaN  0.569649       0.244075                 NaN            NaN            NaN            NaN            NaN
  1426.96        500.000       0.106607E-002   99.2627                 NaN            NaN            NaN  0.220426       0.515826                 NaN            NaN            NaN            NaN            NaN
  1425.55        500.000       0.121644E-002   99.1271                 NaN            NaN            NaN  0.609942       0.261752                 NaN            NaN            NaN            NaN            NaN
  1424.14        500.000       0.103718E-002   99.2054                 NaN            NaN            NaN  0.555374       0.238206                 NaN            NaN            NaN            NaN            NaN
  1422.72        500.000       0.190053E-002   98.7570                 NaN            NaN            NaN  0.341898       0.899160                 NaN            NaN            NaN            NaN            NaN
  1421.31        500.000                 NaN   99.6630                 NaN            NaN            NaN  0.209535       0.127426                 NaN            NaN            NaN            NaN            NaN
  1419.89        500.000       0.864400E-003   99.2236                 NaN            NaN            NaN  0.233579       0.541908                 NaN            NaN            NaN            NaN            NaN
  1418.48        500.000       0.812972E-003   99.2287                 NaN            NaN            NaN  0.231825       0.538653                 NaN            NaN            NaN            NaN            NaN
  1417.07        500.000       0.740082E-003   99.2322                 NaN            NaN            NaN  0.535588       0.231518                 NaN            NaN            NaN            NaN            NaN
  1415.65        500.000       0.713139E-003   99.2433                 NaN            NaN            NaN  0.228076       0.527931                 NaN            NaN            NaN            NaN            NaN
  1414.24        500.000       0.647696E-003   99.2448                 NaN            NaN            NaN  0.527534       0.227060                 NaN            NaN            NaN            NaN            NaN
  1412.83        500.000       0.591301E-003   99.2513                 NaN            NaN            NaN  0.522441       0.225647                 NaN            NaN            NaN            NaN            NaN
  1411.41        500.000       0.544657E-003   99.2551                 NaN            NaN            NaN  0.520180       0.224187                 NaN            NaN            NaN            NaN            NaN
  1410.00        500.000       0.499230E-003   99.2614                 NaN            NaN            NaN  0.515443       0.222609                 NaN            NaN            NaN            NaN            NaN
  1408.58        500.000       0.445389E-003   99.2658                 NaN            NaN            NaN  0.221411       0.512368                 NaN            NaN            NaN            NaN            NaN
  1407.17        500.000       0.383970E-003   99.2700                 NaN            NaN            NaN  0.508959       0.220637                 NaN            NaN            NaN            NaN            NaN
  1405.76        500.000       0.660568E-003   98.9817                 NaN            NaN            NaN  0.352217       0.531630                 NaN  0.133831                 NaN            NaN            NaN
  1404.34        500.000                 NaN   98.1125                 NaN            NaN            NaN  0.614120       0.743125                 NaN  0.530301                 NaN            NaN            NaN
  1402.93        500.000                 NaN   98.1510                 NaN            NaN            NaN  0.601161       0.729049                 NaN  0.518768                 NaN            NaN            NaN
  1401.51        500.000       0.179888E-002   98.1746                 NaN            NaN            NaN  0.589685       0.722252                 NaN  0.511673                 NaN            NaN            NaN
  1400.10        500.000                 NaN   98.2014                 NaN            NaN            NaN  0.587257       0.706923                 NaN  0.504371                 NaN            NaN            NaN
  1398.69        500.000                 NaN   98.2368                 NaN            NaN            NaN  0.693465       0.575483                 NaN  0.494203                 NaN            NaN            NaN
  1397.27        500.000                 NaN   98.2592                 NaN            NaN            NaN  0.683838       0.569138                 NaN  0.487803                 NaN            NaN            NaN
  1395.86        500.000                 NaN   98.2817                 NaN            NaN            NaN  0.561637       0.675468                 NaN  0.481153                 NaN            NaN            NaN
  1394.45        500.000                 NaN   98.3104                 NaN            NaN            NaN  0.553105       0.663749                 NaN  0.472710                 NaN            NaN            NaN
  1393.03        500.000                 NaN   98.3345                 NaN            NaN            NaN  0.546101       0.653630                 NaN  0.465801                 NaN            NaN            NaN
  1391.62        500.000                 NaN   98.3592                 NaN            NaN            NaN  0.643600       0.538353                 NaN  0.458855                 NaN            NaN            NaN
  1390.20        500.000                 NaN   98.3816                 NaN            NaN            NaN  0.531218       0.634944                 NaN  0.452287                 NaN            NaN            NaN
  1388.79        500.000                 NaN   98.4047                 NaN            NaN            NaN  0.625408       0.524364                 NaN  0.445551                 NaN            NaN            NaN
  1387.38        500.000                 NaN   98.4258                 NaN            NaN            NaN  0.617396       0.517529                 NaN  0.439315                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.4487                 NaN            NaN            NaN  0.608331       0.510223                 NaN  0.432735                 NaN            NaN            NaN
  1384.55        500.000                 NaN   98.4700                 NaN            NaN            NaN  0.503888       0.599715                 NaN  0.426444                 NaN            NaN            NaN
  1383.14        500.000                 NaN   98.4876                 NaN            NaN            NaN  0.592933       0.498458                 NaN  0.420982                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.5083                 NaN            NaN            NaN  0.491279       0.585230                 NaN  0.415182                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.5299                 NaN            NaN            NaN  0.485235       0.576171                 NaN  0.408713                 NaN            NaN            NaN
  1378.89        500.000                 NaN   98.5465                 NaN            NaN            NaN  0.480660       0.569005                 NaN  0.403847                 NaN            NaN            NaN
  1377.48        500.000                 NaN   98.5643                 NaN            NaN            NaN  0.474823       0.562296                 NaN  0.398597                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.5839                 NaN            NaN            NaN  0.468345       0.555060                 NaN  0.392680                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.6000                 NaN            NaN            NaN  0.463423       0.548539                 NaN  0.388084                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.6172                 NaN            NaN            NaN  0.457644       0.542293                 NaN  0.382821                 NaN            NaN            NaN
  1371.83        500.000                 NaN   98.6325                 NaN            NaN            NaN  0.453052       0.536232                 NaN  0.378171                 NaN            NaN            NaN
  1370.41        500.000                 NaN   98.6488                 NaN            NaN            NaN  0.529973       0.447891                 NaN  0.373290                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.6656                 NaN            NaN            NaN  0.524103       0.441969                 NaN  0.368299                 NaN            NaN            NaN
  1367.58        500.000                 NaN   98.6799                 NaN            NaN            NaN  0.437771       0.518277                 NaN  0.364071                 NaN            NaN            NaN
  1366.17        500.000                 NaN   98.6968                 NaN            NaN            NaN  0.432282       0.511894                 NaN  0.359059                 NaN            NaN            NaN
  1364.76        500.000                 NaN   98.7102                 NaN            NaN            NaN  0.507233       0.427602                 NaN  0.354954                 NaN            NaN            NaN
  1363.34        500.000                 NaN   98.7233                 NaN            NaN            NaN  0.423414       0.502396                 NaN  0.350905                 NaN            NaN            NaN
  1361.93        500.000                 NaN   98.7384                 NaN            NaN            NaN  0.418134       0.496986                 NaN  0.346461                 NaN            NaN            NaN
  1360.52        500.000                 NaN   98.7502                 NaN            NaN            NaN  0.492478       0.414574                 NaN  0.342757                 NaN            NaN            NaN
  1359.10        500.000                 NaN   98.7663                 NaN            NaN            NaN  0.409492       0.486018                 NaN  0.338208                 NaN            NaN            NaN
  1357.69        500.000                 NaN   98.7772                 NaN            NaN            NaN  0.482679       0.405569                 NaN  0.334539                 NaN            NaN            NaN
  1356.27        500.000                 NaN   98.7901                 NaN            NaN            NaN  0.401381       0.477821                 NaN  0.330703                 NaN            NaN            NaN
  1354.86        500.000                 NaN   98.8020                 NaN            NaN            NaN  0.397760       0.473198                 NaN  0.327042                 NaN            NaN            NaN
  1353.45        500.000                 NaN   98.8135                 NaN            NaN            NaN  0.469435       0.393617                 NaN  0.323497                 NaN            NaN            NaN
  1352.03        500.000                 NaN   98.8241                 NaN            NaN            NaN  0.465680       0.390186                 NaN  0.320065                 NaN            NaN            NaN
  1350.62        500.000                 NaN  0.378449        98.4000                 NaN            NaN  0.469609       0.414233                 NaN  0.337658                 NaN            NaN            NaN
  1349.20        500.000                 NaN  0.954765        97.8156                 NaN            NaN  0.467246       0.420098                 NaN  0.342292                 NaN            NaN            NaN
  1347.79        500.000                 NaN   1.45941        97.3422                 NaN            NaN  0.458975       0.407531                 NaN  0.331898                 NaN            NaN            NaN
  1346.38        500.000                 NaN   1.89424        96.9379                 NaN            NaN  0.395355       0.450428                 NaN  0.322093                 NaN            NaN            NaN
  1344.96        500.000                 NaN   2.26888        96.5874                 NaN            NaN  0.444626       0.385021                 NaN  0.314052                 NaN            NaN            NaN
  1343.55        500.000                 NaN   2.57080        96.3118                 NaN            NaN  0.373874       0.438218                 NaN  0.305299                 NaN            NaN            NaN
  1342.14        500.000                 NaN   2.81414        96.0875                 NaN            NaN  0.433417       0.366227                 NaN  0.298713                 NaN            NaN            NaN
  1340.72        500.000                 NaN   2.99727        95.9238                 NaN            NaN  0.428038       0.358648                 NaN  0.292248                 NaN            NaN            NaN
  1339.31        500.000                 NaN   3.11978        95.8191                 NaN            NaN  0.349791       0.425116                 NaN  0.286210                 NaN            NaN            NaN
  1337.89        500.000                 NaN   3.18245        95.7704                 NaN            NaN  0.343984       0.422049                 NaN  0.281147                 NaN            NaN            NaN
  1336.48        500.000                 NaN   99.1472                 NaN            NaN            NaN  0.452627       0.215669                 NaN  0.184495                 NaN            NaN            NaN
  1335.07        500.000                 NaN   98.9451                 NaN            NaN            NaN  0.347711       0.424578                 NaN  0.282620                 NaN            NaN            NaN
  1333.65        500.000                 NaN   98.9528                 NaN            NaN            NaN  0.344594       0.422596                 NaN  0.280048                 NaN            NaN            NaN
  1332.24        500.000                 NaN   2.81578        96.0582                 NaN            NaN  0.422976       0.365195                 NaN  0.337849                 NaN            NaN            NaN
  1330.83        500.000                 NaN   2.57102        96.4277                 NaN            NaN  0.320494       0.417885                 NaN  0.262878                 NaN            NaN            NaN
  1329.41        500.000                 NaN   2.25679        96.7462                 NaN            NaN  0.418916       0.317493                 NaN  0.260644                 NaN            NaN            NaN
  1328.00        500.000                 NaN   1.87745        97.1278                 NaN            NaN  0.314452       0.421348                 NaN  0.258984                 NaN            NaN            NaN
  1326.58        500.000                 NaN   1.41827        97.5881                 NaN            NaN  0.423419       0.312803                 NaN  0.257423                 NaN            NaN            NaN
  1325.17        500.000                 NaN  0.899525        98.1049                 NaN            NaN  0.312229       0.426146                 NaN  0.257196                 NaN            NaN            NaN
  1323.76        500.000                 NaN   99.0028                 NaN            NaN            NaN  0.430915       0.310514                 NaN  0.255775                 NaN            NaN            NaN
  1322.34        500.000                 NaN   99.0083                 NaN            NaN            NaN  0.314814       0.418131                 NaN  0.258803                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.0208                 NaN            NaN            NaN  0.314280       0.406491                 NaN  0.258436                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.0251                 NaN            NaN            NaN  0.312153       0.405879                 NaN  0.256877                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.0274                 NaN            NaN            NaN  0.408881       0.307381                 NaN  0.256380                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.0479                 NaN            NaN            NaN  0.300029       0.402215                 NaN  0.249828                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.0466                 NaN            NaN            NaN  0.403618       0.299564                 NaN  0.250231                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.0523                 NaN            NaN            NaN  0.402841       0.296494                 NaN  0.248348                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.0597                 NaN            NaN            NaN  0.403010       0.291116                 NaN  0.246196                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.0639                 NaN            NaN            NaN  0.282053       0.409405                 NaN  0.244664                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.0705                 NaN            NaN            NaN  0.404750       0.282109                 NaN  0.242690                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.0748                 NaN            NaN            NaN  0.273079       0.410750                 NaN  0.241365                 NaN            NaN            NaN
  1306.79        500.000                 NaN   99.0826                 NaN            NaN            NaN  0.423024       0.255717                 NaN  0.238686                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.0878                 NaN            NaN            NaN  0.383106       0.291999                 NaN  0.237112                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.1038                 NaN            NaN  0.753226E-001  0.580966                 NaN            NaN  0.239953                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.1132                 NaN            NaN  0.117782       0.527183                 NaN            NaN  0.241847                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.1191                 NaN            NaN  0.110507       0.531085                 NaN            NaN  0.239276                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.1282                 NaN            NaN  0.116792       0.518125                 NaN            NaN  0.236876                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.1366                 NaN            NaN  0.116652       0.512448                 NaN            NaN  0.234330                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.1426                 NaN            NaN  0.107073       0.518629                 NaN            NaN  0.231658                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.1506                 NaN            NaN  0.108633       0.511382                 NaN            NaN  0.229360                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.1576                 NaN            NaN  0.106369       0.509149                 NaN            NaN  0.226872                 NaN            NaN            NaN
  1292.65        500.000                 NaN   99.1435                 NaN            NaN  0.456610E-001  0.580731                 NaN            NaN  0.226936       0.318253E-002            NaN            NaN
  1291.24        500.000                 NaN   99.0954                 NaN            NaN  0.968330E-001  0.522637                 NaN            NaN  0.239364       0.457720E-001            NaN            NaN
  1289.83        500.000                 NaN   99.1071                 NaN            NaN  0.996464E-001  0.511299                 NaN            NaN  0.236700       0.452128E-001            NaN            NaN
  1288.41        500.000                 NaN   99.1193                 NaN            NaN  0.100110       0.502608                 NaN            NaN  0.233417       0.445850E-001            NaN            NaN
  1287.00        500.000                 NaN   99.1295                 NaN            NaN  0.965869E-001  0.500229                 NaN            NaN  0.230162       0.434961E-001            NaN            NaN
  1285.58        500.000                 NaN   99.1411                 NaN            NaN  0.996685E-001  0.489178                 NaN            NaN  0.227130       0.429033E-001            NaN            NaN
  1284.17        500.000                 NaN   99.1514                 NaN            NaN  0.991170E-001  0.483140                 NaN            NaN  0.224208       0.421379E-001            NaN            NaN
  1282.76        500.000                 NaN   99.1644                 NaN            NaN  0.994548E-001  0.473695                 NaN            NaN  0.221060       0.414047E-001            NaN            NaN
  1281.34        500.000                 NaN   99.1722                 NaN            NaN  0.955299E-001  0.473699                 NaN            NaN  0.218115       0.404605E-001            NaN            NaN
  1279.93        500.000                 NaN   99.1833                 NaN            NaN  0.978700E-001  0.463990                 NaN            NaN  0.215024       0.398320E-001            NaN            NaN
  1278.52        500.000                 NaN   99.1928                 NaN            NaN  0.962386E-001  0.459651                 NaN            NaN  0.212322       0.390315E-001            NaN            NaN
  1277.10        500.000                 NaN   99.2030                 NaN            NaN  0.933837E-001  0.455920                 NaN            NaN  0.209477       0.381765E-001            NaN            NaN
