|6.6.6
Archiving\03_Data\frac/QFM_m1.25/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1578.95        2500.00        98.8374                 NaN            NaN  0.119128                 NaN            NaN            NaN            NaN   1.04349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.6426                 NaN            NaN  0.136720                 NaN            NaN            NaN            NaN   1.22067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0771                 NaN            NaN  0.921358E-001            NaN            NaN            NaN            NaN  0.830777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8858                 NaN            NaN  0.112274                 NaN            NaN            NaN            NaN   1.00196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8935                 NaN            NaN  0.103904                 NaN            NaN            NaN            NaN   1.00255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9197                 NaN            NaN  0.105119                 NaN            NaN            NaN            NaN  0.975135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9289                 NaN            NaN  0.101783                 NaN            NaN            NaN            NaN  0.969280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9444                 NaN            NaN  0.996523E-001            NaN            NaN            NaN            NaN  0.955918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9559                 NaN            NaN  0.975443E-001            NaN            NaN            NaN            NaN  0.946590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9750                 NaN            NaN  0.960485E-001            NaN            NaN            NaN            NaN  0.928998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9865                 NaN            NaN  0.922103E-001            NaN            NaN            NaN            NaN  0.921264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9974                 NaN            NaN  0.881249E-001            NaN            NaN            NaN            NaN  0.914514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0084                 NaN            NaN  0.839929E-001            NaN            NaN            NaN            NaN  0.907573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0205                 NaN            NaN  0.824321E-001            NaN            NaN            NaN            NaN  0.897036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0343                 NaN            NaN  0.796698E-001            NaN            NaN            NaN            NaN  0.886028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0455                 NaN            NaN  0.781121E-001            NaN            NaN            NaN            NaN  0.876383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0569                 NaN            NaN  0.799617E-001            NaN            NaN            NaN            NaN  0.863105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9610                 NaN            NaN  0.733475E-001            NaN            NaN            NaN            NaN  0.965622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1821                 NaN            NaN  0.615228E-001            NaN            NaN            NaN            NaN  0.756358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0915                 NaN            NaN  0.684812E-001            NaN            NaN            NaN            NaN  0.840019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0961                 NaN            NaN  0.648987E-001            NaN            NaN            NaN            NaN  0.838992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1112                 NaN            NaN  0.599983E-001            NaN            NaN            NaN            NaN  0.828796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1169                 NaN            NaN  0.575643E-001            NaN            NaN            NaN            NaN  0.825490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1268                 NaN            NaN  0.560845E-001            NaN            NaN            NaN            NaN  0.817088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1359                 NaN            NaN  0.537088E-001            NaN            NaN            NaN            NaN  0.810375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1461                 NaN            NaN  0.518568E-001            NaN            NaN            NaN            NaN  0.802085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1534                 NaN            NaN  0.486698E-001            NaN            NaN            NaN            NaN  0.797955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1639                 NaN            NaN  0.478066E-001            NaN            NaN            NaN            NaN  0.788338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1721                 NaN            NaN  0.453877E-001            NaN            NaN            NaN            NaN  0.782474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1795                 NaN            NaN  0.426750E-001            NaN            NaN            NaN            NaN  0.777850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1851                 NaN            NaN  0.380107E-001            NaN            NaN            NaN            NaN  0.776896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1903                 NaN            NaN  0.335793E-001            NaN            NaN            NaN            NaN  0.776092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2028                 NaN            NaN  0.346022E-001            NaN            NaN            NaN            NaN  0.762636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2083                 NaN            NaN  0.319022E-001            NaN            NaN            NaN            NaN  0.759813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2177                 NaN            NaN  0.318721E-001            NaN            NaN            NaN            NaN  0.750455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1336                 NaN            NaN  0.137911E-002            NaN            NaN            NaN            NaN  0.348569       0.516464                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.952315                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.948817                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.947870                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.947228                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.947618                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.945247                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.951939                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.961343                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.967807                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.0220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.977998                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.753439       0.596616                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.519488       0.881359                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.870709       0.512221                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.860486       0.506145                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.499751       0.849921                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.840538       0.494224                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.830304       0.488412                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.481680       0.820555                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.812750       0.475480                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.470753       0.803829                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.465076       0.796728                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.460130       0.786897                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.454810       0.782446                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.448910       0.771655                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.444635       0.766180                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.758887       0.439761                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.8122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.752689       0.435160                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.8224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.747456       0.430181                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        97.8227                 NaN            NaN  0.879544E-001            NaN            NaN            NaN            NaN            NaN  0.811809       0.758782       0.518775                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.3188                 NaN            NaN  0.345810                 NaN            NaN            NaN            NaN            NaN  0.811405       0.709865       0.814072                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.3897                 NaN            NaN  0.343076                 NaN            NaN            NaN            NaN            NaN  0.791891       0.682656       0.792628                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4289                 NaN            NaN  0.345005                 NaN            NaN            NaN            NaN            NaN  0.772009       0.670930       0.783190                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.5392                 NaN            NaN  0.336450                 NaN            NaN            NaN            NaN            NaN  0.752943       0.625262       0.746125                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.5850                 NaN            NaN  0.335039                 NaN            NaN            NaN            NaN            NaN  0.608045       0.738412       0.733519                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.6426                 NaN            NaN  0.333632                 NaN            NaN            NaN            NaN            NaN  0.584368       0.723187       0.716194                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.6995                 NaN            NaN  0.331565                 NaN            NaN            NaN            NaN            NaN  0.708006       0.561891       0.699066                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.6932                 NaN            NaN  0.317806                 NaN            NaN            NaN            NaN            NaN  0.687196       0.599336       0.702431                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.8659                 NaN            NaN  0.340894                 NaN            NaN            NaN            NaN            NaN  0.684703       0.461493       0.647011                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.8546                 NaN            NaN  0.325524                 NaN            NaN            NaN            NaN            NaN  0.666163       0.502163       0.651594                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.9047                 NaN            NaN  0.323150                 NaN            NaN            NaN            NaN            NaN  0.651909       0.483901       0.636385                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.9514                 NaN            NaN  0.321162                 NaN            NaN            NaN            NaN            NaN  0.466348       0.638977       0.622104                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.9950                 NaN            NaN  0.319596                 NaN            NaN            NaN            NaN            NaN  0.627744       0.449093       0.608613                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.0396                 NaN            NaN  0.316777                 NaN            NaN            NaN            NaN            NaN  0.614890       0.433775       0.594908                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.0662                 NaN            NaN  0.314298                 NaN            NaN            NaN            NaN            NaN  0.602212       0.429111       0.588188                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.1397                 NaN            NaN  0.313521                 NaN            NaN            NaN            NaN            NaN  0.590231       0.393560       0.562954                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.1585                 NaN            NaN  0.312577                 NaN            NaN            NaN            NaN            NaN  0.386700       0.584016       0.558221                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.1872                 NaN            NaN  0.310713                 NaN            NaN            NaN            NaN            NaN  0.374726       0.578656       0.548731                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.2349                 NaN            NaN  0.302875                 NaN            NaN            NaN            NaN            NaN  0.560379       0.368436       0.533441                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.2702                 NaN            NaN  0.303601                 NaN            NaN            NaN            NaN            NaN  0.551627       0.351528       0.523029                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.3021                 NaN            NaN  0.301266                 NaN            NaN            NaN            NaN            NaN  0.543227       0.340502       0.512891                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.3346                 NaN            NaN  0.299018                 NaN            NaN            NaN            NaN            NaN  0.534256       0.329444       0.502637                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.3627                 NaN            NaN  0.298352                 NaN            NaN            NaN            NaN            NaN  0.319501       0.525135       0.494272                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.4005                 NaN            NaN  0.291500                 NaN            NaN            NaN            NaN            NaN  0.516077       0.310577       0.481298                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.4279                 NaN            NaN  0.290569                 NaN            NaN            NaN            NaN            NaN  0.508453       0.299978       0.473111                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.4569                 NaN            NaN  0.287647                 NaN            NaN            NaN            NaN            NaN  0.499760       0.291854       0.463808                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.4848                 NaN            NaN  0.284617                 NaN            NaN            NaN            NaN            NaN  0.492254       0.283470       0.454815                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.5113                 NaN            NaN  0.281685                 NaN            NaN            NaN            NaN            NaN  0.276616       0.484226       0.446206                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.5385                 NaN            NaN  0.278432                 NaN            NaN            NaN            NaN            NaN  0.269095       0.476420       0.437506                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.5155                 NaN            NaN  0.301271                 NaN            NaN            NaN            NaN            NaN  0.499828       0.234076       0.449293                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.6331                 NaN            NaN  0.243148                 NaN            NaN            NaN            NaN            NaN  0.283261       0.438434       0.402087                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.6130                 NaN            NaN  0.266825                 NaN            NaN            NaN            NaN            NaN  0.252484       0.454569       0.413077                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.6361                 NaN            NaN  0.262775                 NaN            NaN            NaN            NaN            NaN  0.248556       0.447117       0.405472                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.6587                 NaN            NaN  0.259609                 NaN            NaN            NaN            NaN            NaN  0.440178       0.243457       0.398012                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.6812                 NaN            NaN  0.254133                 NaN            NaN            NaN            NaN            NaN  0.241412       0.432895       0.390377                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.7026                 NaN            NaN  0.250374                 NaN            NaN            NaN            NaN            NaN  0.237470       0.426201       0.383379                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.7229                 NaN            NaN  0.245548                 NaN            NaN            NaN            NaN            NaN  0.419500       0.235636       0.376450                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.7418                 NaN            NaN  0.241661                 NaN            NaN            NaN            NaN            NaN  0.413196       0.233223       0.370137                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.7649                 NaN            NaN  0.235738                 NaN            NaN            NaN            NaN            NaN  0.404674       0.232247       0.362479                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.7828                 NaN            NaN  0.230970                 NaN            NaN            NaN            NaN            NaN  0.230505       0.399426       0.356298                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.8017                 NaN            NaN  0.225840                 NaN            NaN            NaN            NaN            NaN  0.392378       0.230148       0.349950                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.8194                 NaN            NaN  0.220941                 NaN            NaN            NaN            NaN            NaN  0.386469       0.229306       0.343855                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.8369                 NaN            NaN  0.217715                 NaN            NaN            NaN            NaN            NaN  0.225427       0.381641       0.338306                 NaN            NaN            NaN            NaN
  1308.27        2500.00        71.7183                 NaN            NaN   3.11281                 NaN            NaN            NaN            NaN            NaN   1.03516        4.07371        3.66041        16.3996                 NaN            NaN            NaN
  1305.76        2500.00        75.3882                 NaN            NaN   2.79503                 NaN            NaN            NaN            NaN            NaN   3.75315       0.675515        3.20891        14.1792                 NaN            NaN            NaN
  1303.26        2500.00        78.6462                 NaN            NaN   2.49976                 NaN            NaN            NaN            NaN            NaN  0.379166        3.45128        2.80652        12.2170                 NaN            NaN            NaN
  1300.75        2500.00        81.1725                 NaN            NaN   2.26485                 NaN            NaN            NaN            NaN            NaN   3.23019       0.140458        2.49339        10.6986                 NaN            NaN            NaN
  1298.25        2500.00        83.1620                 NaN            NaN   2.05680                 NaN            NaN            NaN            NaN            NaN   3.03695                 NaN   2.24568        9.49854                 NaN            NaN            NaN
  1295.74        2500.00        84.8250                 NaN            NaN   1.83909                 NaN            NaN            NaN            NaN            NaN   2.80966                 NaN   2.03609        8.49016                 NaN            NaN            NaN
  1293.23        2500.00        85.9843                 NaN            NaN   1.67479       0.212656E-001            NaN            NaN            NaN            NaN   2.65480                 NaN   1.88908        7.77573                 NaN            NaN            NaN
  1290.73        2500.00        62.2024                 NaN            NaN   1.89301        2.84766                 NaN            NaN            NaN            NaN   7.58696                 NaN   4.69651        20.7735                 NaN            NaN            NaN
  1288.22        2500.00        67.5072                 NaN            NaN   1.70692        2.42252                 NaN            NaN            NaN            NaN   6.41530                 NaN   4.02941        17.9187                 NaN            NaN            NaN
  1285.71        2500.00        70.1918                 NaN            NaN   1.59857        2.20118                 NaN            NaN            NaN            NaN   5.80908                 NaN   3.67847        16.5209                 NaN            NaN            NaN
  1283.21        2500.00        70.3871                 NaN            NaN   1.62618        2.18879                 NaN            NaN            NaN            NaN   5.56394                 NaN   3.61294        16.6210                 NaN            NaN            NaN
  1280.70        2500.00        63.3950                 NaN            NaN   1.96774        2.68953                 NaN            NaN            NaN            NaN   6.70477                 NaN   4.36971        20.8733                 NaN            NaN            NaN
  1278.20        2500.00        4.22943                 NaN            NaN   5.11089        7.23414                 NaN            NaN            NaN            NaN   16.1689                 NaN   10.9141        56.3425                 NaN            NaN            NaN
  1275.69        2500.00        34.4331                 NaN            NaN   2.79940        5.57342                 NaN            NaN            NaN            NaN   11.1773                 NaN   7.16773        38.8490                 NaN            NaN            NaN
  1273.18        2500.00        65.0991                 NaN            NaN   1.71803        3.11007                 NaN            NaN            NaN            NaN   5.98825                 NaN   3.79628        20.2883                 NaN            NaN            NaN
  1270.68        2500.00        75.3503                 NaN            NaN  0.580946        2.56115                 NaN            NaN            NaN            NaN   4.59526                 NaN   2.52513        14.3872                 NaN            NaN            NaN
  1268.17        2500.00        80.2479                 NaN            NaN  0.775010E-001   2.31688                 NaN            NaN            NaN            NaN   4.03626                 NaN   1.86687        11.4546                 NaN            NaN            NaN
  1265.66        2500.00        83.9151                 NaN            NaN            NaN   1.95963                 NaN            NaN            NaN            NaN   3.39860                 NaN   1.44615        9.28055                 NaN            NaN            NaN
  1263.16        2500.00        86.1564                 NaN            NaN            NaN   1.72234                 NaN            NaN            NaN            NaN   3.03480                 NaN   1.16095        7.92553                 NaN            NaN            NaN
  1260.65        2500.00        87.3551                 NaN            NaN            NaN   1.53299                 NaN            NaN            NaN            NaN   2.90007                 NaN   1.15508        7.05672                 NaN            NaN            NaN
  1258.15        2500.00        89.9915                 NaN            NaN            NaN   1.24953                 NaN            NaN            NaN            NaN   2.40248                 NaN  0.547306        5.80917                 NaN            NaN            NaN
  1255.64        2500.00        89.4503                 NaN            NaN            NaN   1.28890       0.687010E-001            NaN            NaN            NaN   3.29866                 NaN  0.495020E-001   5.84398                 NaN            NaN            NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN   3.70108        3.72012       0.560943E-001            NaN            NaN   25.6226                 NaN   3.75434        47.5371        13.0066        2.60206                 NaN
  1250.63        2500.00                 NaN            NaN            NaN            NaN   2.57500        5.03898                 NaN            NaN            NaN   24.0778                 NaN   4.63737        48.0382        13.0810        2.55160                 NaN
  1248.12        2500.00                 NaN            NaN            NaN            NaN  0.316623        2.81541        4.51637                 NaN            NaN   24.1389                 NaN   4.54360        48.1250        13.0948        2.44928                 NaN
  1245.61        2500.00                 NaN            NaN            NaN            NaN   2.70467        4.92163                 NaN            NaN            NaN   24.1470                 NaN   4.62571        48.1313        13.1168        2.35288                 NaN
  1243.11        2500.00                 NaN            NaN            NaN            NaN   1.72885        1.91986        3.98753                 NaN            NaN   24.2835                 NaN   4.55953        48.1633        13.1196        2.23777                 NaN
  1240.60        2500.00                 NaN            NaN            NaN            NaN   3.07763        4.58085                 NaN            NaN            NaN   24.3999                 NaN   4.45602        48.2434        13.1220        2.12015                 NaN
  1238.10        2500.00                 NaN            NaN            NaN            NaN   2.87059        4.77128                 NaN            NaN            NaN   24.2359                 NaN   4.62528        48.2717        13.1758        2.04938                 NaN
  1235.59        2500.00                 NaN            NaN            NaN            NaN  0.524825        3.54824        3.55466                 NaN            NaN   24.7258                 NaN   4.19428        48.4777        13.1123        1.86213                 NaN
  1233.08        2500.00                 NaN            NaN            NaN            NaN   2.98256        4.67007                 NaN            NaN            NaN   24.3054                 NaN   4.61842        48.3684        13.2152        1.84000                 NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN  0.121418        3.43472        4.08719                 NaN            NaN   24.6893                 NaN   4.25405        48.5870        13.1644        1.66195                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN   3.11348        4.55156                 NaN            NaN            NaN   24.3981                 NaN   4.59410        48.4681        13.2522        1.62236                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN   3.17353        4.48282                 NaN            NaN            NaN   24.4853                 NaN   4.57961        48.4975        13.2705        1.51071                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN  0.283643        3.66442        3.71127                 NaN            NaN   24.8402                 NaN   4.21356        48.7347        13.2231        1.32913                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN  0.338506        3.73542        3.59044                 NaN            NaN   24.8921                 NaN   4.20003        48.7845        13.2428        1.21629                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN  0.745870        3.99049        2.93329       0.154532E-004            NaN   25.0324                 NaN   4.12413        48.8245        13.2554        1.09382                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN  0.891671        4.10447        2.67909       0.405717E-004            NaN   25.1062                 NaN   4.09634        48.8735        13.2743       0.974434                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN   1.31355        3.93765        2.48766       0.104955E-004            NaN   24.7355                 NaN   4.37780        48.8310        13.3750       0.941924                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN  0.542455        4.00344        3.13817                 NaN            NaN   25.1018                 NaN   4.14749        48.9906        13.3266       0.749443                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN  0.920278        4.22838        2.54015       0.379519E-004            NaN   25.2394                 NaN   4.07677        49.0323        13.3404       0.622276                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN  0.973164        4.29042        2.42987       0.374123E-004            NaN   25.2986                 NaN   4.05982        49.0839        13.3612       0.502936                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN  0.832842        4.31476        2.55011                 NaN            NaN   25.3348                 NaN   4.05783        49.1457        13.3869       0.377057                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN   3.73393        3.98951                 NaN            NaN            NaN   24.9527                 NaN   4.46733        49.0478        13.4780       0.330713                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN   4.01498        3.73099                 NaN            NaN            NaN   25.2430                 NaN   4.26950        49.1116        13.4632       0.166805                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN   4.13821        3.45094                 NaN            NaN            NaN  0.817412        25.3601        3.87306        48.7675        13.5240       0.688441E-001            NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN   4.12563        3.62817                 NaN            NaN            NaN   25.3749                 NaN   4.23510        49.1584        13.4778                 NaN            NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN   4.24038        3.47541                 NaN            NaN            NaN   25.5393                 NaN   4.25695        49.0296        13.4584                 NaN            NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN   4.26117        3.45633                 NaN            NaN            NaN   25.5878                 NaN   4.25529        48.9962        13.4433                 NaN            NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN   3.47300        4.24757                 NaN            NaN            NaN   25.6007                 NaN   4.27401        48.9720        13.4327                 NaN            NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN   4.12808        3.62653                 NaN            NaN            NaN   25.4294                 NaN   4.33735        49.0352        13.4435                 NaN            NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN   3.48108        4.28092                 NaN            NaN            NaN   25.5004                 NaN   4.30978        49.0044        13.4235                 NaN            NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN   3.33570        4.43160                 NaN            NaN            NaN   25.6316                 NaN   4.24245        48.9630        13.3956                 NaN            NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN   3.31435        4.44610                 NaN            NaN            NaN   25.6845                 NaN   4.26104        48.9135        13.3805                 NaN            NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN   3.29040        4.46292                 NaN            NaN            NaN   25.7412                 NaN   4.27820        48.8625        13.3648                 NaN            NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN   3.26564        4.48067                 NaN            NaN            NaN   25.7980                 NaN   4.29469        48.8114        13.3495                 NaN            NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN   3.22765        4.53141                 NaN            NaN            NaN   25.8615                 NaN   4.25564        48.7937        13.3301                 NaN            NaN
