|6.6.6
Archiving\03_Data\frac/QFM_m1.25/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1578.95        2500.00        98.9888                 NaN            NaN  0.100862                 NaN            NaN            NaN            NaN  0.910383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8202                 NaN            NaN  0.115624                 NaN            NaN            NaN            NaN   1.06413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.1984                 NaN            NaN  0.778536E-001            NaN            NaN            NaN            NaN  0.723700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0327                 NaN            NaN  0.948384E-001            NaN            NaN            NaN            NaN  0.872497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0396                 NaN            NaN  0.877063E-001            NaN            NaN            NaN            NaN  0.872703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0632                 NaN            NaN  0.886404E-001            NaN            NaN            NaN            NaN  0.848163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0717                 NaN            NaN  0.857682E-001            NaN            NaN            NaN            NaN  0.842582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0857                 NaN            NaN  0.839066E-001            NaN            NaN            NaN            NaN  0.830438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0960                 NaN            NaN  0.820390E-001            NaN            NaN            NaN            NaN  0.821911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1132                 NaN            NaN  0.807136E-001            NaN            NaN            NaN            NaN  0.806102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1237                 NaN            NaN  0.774311E-001            NaN            NaN            NaN            NaN  0.798867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1335                 NaN            NaN  0.739415E-001            NaN            NaN            NaN            NaN  0.792608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1434                 NaN            NaN  0.704131E-001            NaN            NaN            NaN            NaN  0.786150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1544                 NaN            NaN  0.690407E-001            NaN            NaN            NaN            NaN  0.776531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1667                 NaN            NaN  0.666790E-001            NaN            NaN            NaN            NaN  0.766573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1769                 NaN            NaN  0.653129E-001            NaN            NaN            NaN            NaN  0.757766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1874                 NaN            NaN  0.668047E-001            NaN            NaN            NaN            NaN  0.745845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1046                 NaN            NaN  0.612558E-001            NaN            NaN            NaN            NaN  0.834192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2959                 NaN            NaN  0.513172E-001            NaN            NaN            NaN            NaN  0.652788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2183                 NaN            NaN  0.570735E-001            NaN            NaN            NaN            NaN  0.724624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2225                 NaN            NaN  0.540683E-001            NaN            NaN            NaN            NaN  0.723382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2358                 NaN            NaN  0.499271E-001            NaN            NaN            NaN            NaN  0.714266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2412                 NaN            NaN  0.478526E-001            NaN            NaN            NaN            NaN  0.710932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2502                 NaN            NaN  0.465865E-001            NaN            NaN            NaN            NaN  0.703248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2584                 NaN            NaN  0.445698E-001            NaN            NaN            NaN            NaN  0.697054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2674                 NaN            NaN  0.430055E-001            NaN            NaN            NaN            NaN  0.689561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2740                 NaN            NaN  0.403300E-001            NaN            NaN            NaN            NaN  0.685658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2835                 NaN            NaN  0.395814E-001            NaN            NaN            NaN            NaN  0.676915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2909                 NaN            NaN  0.375409E-001            NaN            NaN            NaN            NaN  0.671546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2976                 NaN            NaN  0.352670E-001            NaN            NaN            NaN            NaN  0.667178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.3026                 NaN            NaN  0.313849E-001            NaN            NaN            NaN            NaN  0.666032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.3074                 NaN            NaN  0.276969E-001            NaN            NaN            NaN            NaN  0.664926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.3185                 NaN            NaN  0.285244E-001            NaN            NaN            NaN            NaN  0.653003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.3235                 NaN            NaN  0.262726E-001            NaN            NaN            NaN            NaN  0.650231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.3319                 NaN            NaN  0.262303E-001            NaN            NaN            NaN            NaN  0.641861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2570                 NaN            NaN  0.113379E-002            NaN            NaN            NaN            NaN  0.297949       0.443903                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.818120                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.814409                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.812962                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.811872                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.811692                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.809061                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.814163                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.821409                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.826541                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.1654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.834552                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647387       0.508826                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.8006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.442660       0.756753                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.747023       0.436024                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.737571       0.430352                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.424512       0.727922                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.719258       0.419347                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.709895       0.413935                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.407895       0.700970                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.9042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.693646       0.402146                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.9168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.397746       0.685438                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.9289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.392460       0.678669                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.9423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.387903       0.669756                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.9517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.382975       0.665326                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.9670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.377560       0.655479                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.9761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.373577       0.650309                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.9875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643441       0.369021                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.9977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.637585       0.364742                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        99.0074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.632498       0.360130                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.0785                 NaN            NaN  0.696777E-001            NaN            NaN            NaN            NaN            NaN  0.679092       0.641733       0.531046                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6158                 NaN            NaN  0.273169                 NaN            NaN            NaN            NaN            NaN  0.685305       0.592904       0.832782                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.6833                 NaN            NaN  0.270159                 NaN            NaN            NaN            NaN            NaN  0.667649       0.568985       0.809915                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.7227                 NaN            NaN  0.270676                 NaN            NaN            NaN            NaN            NaN  0.649545       0.557725       0.799355                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.8250                 NaN            NaN  0.263119                 NaN            NaN            NaN            NaN            NaN  0.632444       0.518891       0.760592                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.8691                 NaN            NaN  0.261248                 NaN            NaN            NaN            NaN            NaN  0.503619       0.619168       0.746861                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.9240                 NaN            NaN  0.259350                 NaN            NaN            NaN            NaN            NaN  0.483011       0.605284       0.728343                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.9780                 NaN            NaN  0.256922                 NaN            NaN            NaN            NaN            NaN  0.591498       0.463484       0.710056                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.9753                 NaN            NaN  0.245549                 NaN            NaN            NaN            NaN            NaN  0.573057       0.493428       0.712630                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1332                 NaN            NaN  0.262416                 NaN            NaN            NaN            NaN            NaN  0.569878       0.379033       0.655512                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.1259                 NaN            NaN  0.249800                 NaN            NaN            NaN            NaN            NaN  0.553422       0.411545       0.659369                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.1733                 NaN            NaN  0.247154                 NaN            NaN            NaN            NaN            NaN  0.540593       0.395795       0.643160                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.2177                 NaN            NaN  0.244859                 NaN            NaN            NaN            NaN            NaN  0.380626       0.528856       0.627923                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.2593                 NaN            NaN  0.242840                 NaN            NaN            NaN            NaN            NaN  0.518591       0.365770       0.613515                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.3016                 NaN            NaN  0.239958                 NaN            NaN            NaN            NaN            NaN  0.506998       0.352551       0.598920                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.3275                 NaN            NaN  0.237483                 NaN            NaN            NaN            NaN            NaN  0.495580       0.348075       0.591385                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.3955                 NaN            NaN  0.235927                 NaN            NaN            NaN            NaN            NaN  0.484805       0.318466       0.565253                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.4147                 NaN            NaN  0.234445                 NaN            NaN            NaN            NaN            NaN  0.312309       0.478815       0.559771                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.4432                 NaN            NaN  0.232091                 NaN            NaN            NaN            NaN            NaN  0.301808       0.473334       0.549526                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.4868                 NaN            NaN  0.225716                 NaN            NaN            NaN            NaN            NaN  0.457640       0.296312       0.533488                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.5202                 NaN            NaN  0.225622                 NaN            NaN            NaN            NaN            NaN  0.449660       0.282115       0.522372                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.5507                 NaN            NaN  0.223104                 NaN            NaN            NaN            NaN            NaN  0.441930       0.272666       0.511557                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.5816                 NaN            NaN  0.220735                 NaN            NaN            NaN            NaN            NaN  0.433791       0.263254       0.500650                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.6086                 NaN            NaN  0.219388                 NaN            NaN            NaN            NaN            NaN  0.254746       0.425645       0.491649                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.6435                 NaN            NaN  0.213844                 NaN            NaN            NaN            NaN            NaN  0.417442       0.247158       0.478086                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6695                 NaN            NaN  0.212501                 NaN            NaN            NaN            NaN            NaN  0.410473       0.238225       0.469313                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6969                 NaN            NaN  0.209696                 NaN            NaN            NaN            NaN            NaN  0.402694       0.231288       0.459454                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.7232                 NaN            NaN  0.206847                 NaN            NaN            NaN            NaN            NaN  0.395879       0.224182       0.449927                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7482                 NaN            NaN  0.204056                 NaN            NaN            NaN            NaN            NaN  0.218298       0.388656       0.440804                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7737                 NaN            NaN  0.201105                 NaN            NaN            NaN            NaN            NaN  0.211935       0.381668       0.431613                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7572                 NaN            NaN  0.216866                 NaN            NaN            NaN            NaN            NaN  0.399400       0.183920       0.442639                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.8579                 NaN            NaN  0.174495                 NaN            NaN            NaN            NaN            NaN  0.222160       0.349870       0.395548                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8435                 NaN            NaN  0.190966                 NaN            NaN            NaN            NaN            NaN  0.197632       0.362049       0.405828                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8651                 NaN            NaN  0.187462                 NaN            NaN            NaN            NaN            NaN  0.194165       0.355444       0.397808                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.8864                 NaN            NaN  0.184644                 NaN            NaN            NaN            NaN            NaN  0.349257       0.189795       0.389952                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.9072                 NaN            NaN  0.180204                 NaN            NaN            NaN            NaN            NaN  0.187829       0.342830       0.381945                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9271                 NaN            NaN  0.177005                 NaN            NaN            NaN            NaN            NaN  0.184398       0.336899       0.374584                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9461                 NaN            NaN  0.173059                 NaN            NaN            NaN            NaN            NaN  0.330941       0.182612       0.367310                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9638                 NaN            NaN  0.169794                 NaN            NaN            NaN            NaN            NaN  0.325349       0.180367       0.360656                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.9847                 NaN            NaN  0.165224                 NaN            NaN            NaN            NaN            NaN  0.318096       0.179276       0.352710                 NaN            NaN            NaN            NaN
  1318.30        2500.00        99.0014                 NaN            NaN  0.161395                 NaN            NaN            NaN            NaN            NaN  0.177590       0.313347       0.346225                 NaN            NaN            NaN            NaN
  1315.79        2500.00        99.0188                 NaN            NaN  0.157349                 NaN            NaN            NaN            NaN            NaN  0.307245       0.176977       0.339595                 NaN            NaN            NaN            NaN
  1313.28        2500.00        99.0352                 NaN            NaN  0.153497                 NaN            NaN            NaN            NaN            NaN  0.302043       0.175998       0.333229                 NaN            NaN            NaN            NaN
  1310.78        2500.00        99.0514                 NaN            NaN  0.150800                 NaN            NaN            NaN            NaN            NaN  0.172705       0.297679       0.327411                 NaN            NaN            NaN            NaN
  1308.27        2500.00        72.8629                 NaN            NaN   2.17263                 NaN            NaN            NaN            NaN            NaN  0.803257        3.22028        3.60068        17.3403                 NaN            NaN            NaN
  1305.76        2500.00        76.4256                 NaN            NaN   1.93628                 NaN            NaN            NaN            NaN            NaN   2.95978       0.522916        3.15748        14.9980                 NaN            NaN            NaN
  1303.26        2500.00        79.5788                 NaN            NaN   1.72084                 NaN            NaN            NaN            NaN            NaN  0.292969        2.71634        2.76258        12.9285                 NaN            NaN            NaN
  1300.75        2500.00        82.0164                 NaN            NaN   1.55093                 NaN            NaN            NaN            NaN            NaN   2.53846       0.108403        2.45592        11.3299                 NaN            NaN            NaN
  1298.25        2500.00        83.9320                 NaN            NaN   1.40217                 NaN            NaN            NaN            NaN            NaN   2.38395                 NaN   2.21376        10.0681                 NaN            NaN            NaN
  1295.74        2500.00        85.5292                 NaN            NaN   1.24931                 NaN            NaN            NaN            NaN            NaN   2.20413                 NaN   2.00899        9.00832                 NaN            NaN            NaN
  1293.23        2500.00        86.6447                 NaN            NaN   1.13390       0.124928E-001            NaN            NaN            NaN            NaN   2.08247                 NaN   1.86604        8.26041                 NaN            NaN            NaN
  1290.73        2500.00        63.7899                 NaN            NaN   1.29809        1.69805                 NaN            NaN            NaN            NaN   6.05906                 NaN   4.71514        22.4398                 NaN            NaN            NaN
  1288.22        2500.00        68.9976                 NaN            NaN   1.16155        1.43580                 NaN            NaN            NaN            NaN   5.10569                 NaN   4.02588        19.2735                 NaN            NaN            NaN
  1285.71        2500.00        71.6203                 NaN            NaN   1.08126        1.29878                 NaN            NaN            NaN            NaN   4.61256                 NaN   3.66313        17.7240                 NaN            NaN            NaN
  1283.21        2500.00        71.7898                 NaN            NaN   1.09607        1.28737                 NaN            NaN            NaN            NaN   4.42216                 NaN   3.59075        17.8139                 NaN            NaN            NaN
  1280.70        2500.00        64.9204                 NaN            NaN   1.32714        1.58427                 NaN            NaN            NaN            NaN   5.35239                 NaN   4.35364        22.4621                 NaN            NaN            NaN
  1278.20        2500.00        4.48500                 NaN            NaN   3.55225        4.39106                 NaN            NaN            NaN            NaN   13.4183                 NaN   11.2491        62.9043                 NaN            NaN            NaN
  1275.69        2500.00        35.8435                 NaN            NaN   1.90960        3.30620                 NaN            NaN            NaN            NaN   9.13015                 NaN   7.24457        42.5660                 NaN            NaN            NaN
  1273.18        2500.00        66.6705                 NaN            NaN   1.15143        1.80078                 NaN            NaN            NaN            NaN   4.81021                 NaN   3.76294        21.8041                 NaN            NaN            NaN
  1270.68        2500.00        76.6759                 NaN            NaN  0.386863        1.46769                 NaN            NaN            NaN            NaN   3.66699                 NaN   2.48028        15.3222                 NaN            NaN            NaN
  1268.17        2500.00        81.4634                 NaN            NaN  0.515320E-001   1.31751                 NaN            NaN            NaN            NaN   3.20742                 NaN   1.82399        12.1362                 NaN            NaN            NaN
  1265.66        2500.00        85.0085                 NaN            NaN            NaN   1.10990                 NaN            NaN            NaN            NaN   2.69266                 NaN   1.40582        9.78310                 NaN            NaN            NaN
  1263.16        2500.00        87.1857                 NaN            NaN            NaN  0.973970                 NaN            NaN            NaN            NaN   2.39796                 NaN   1.12384        8.31852                 NaN            NaN            NaN
  1260.65        2500.00        88.3544                 NaN            NaN            NaN  0.861547                 NaN            NaN            NaN            NaN   2.28416                 NaN   1.11396        7.38594                 NaN            NaN            NaN
  1258.15        2500.00        90.8357                 NaN            NaN            NaN  0.709881                 NaN            NaN            NaN            NaN   1.88603                 NaN  0.525338        6.04303                 NaN            NaN            NaN
  1255.64        2500.00        90.4764                 NaN            NaN            NaN  0.772984       0.390767E-001            NaN            NaN            NaN   2.59199                 NaN  0.474686E-001   6.07213                 NaN            NaN            NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN   2.48675        2.22228       0.333432E-001            NaN            NaN   21.3651                 NaN   3.81915        52.4793        14.5728        3.02132                 NaN
  1250.63        2500.00                 NaN            NaN            NaN            NaN   1.66146        3.03501                 NaN            NaN            NaN   20.1066                 NaN   4.70678        52.9131        14.6214        2.95559                 NaN
  1248.12        2500.00                 NaN            NaN            NaN            NaN  0.188735        1.81365        2.72113                 NaN            NaN   20.1656                 NaN   4.61275        53.0222        14.6387        2.83732                 NaN
  1245.61        2500.00                 NaN            NaN            NaN            NaN   1.74730        2.96206                 NaN            NaN            NaN   20.1761                 NaN   4.69626        53.0310        14.6621        2.72531                 NaN
  1243.11        2500.00                 NaN            NaN            NaN            NaN   1.09128        1.23673        2.39253                 NaN            NaN   20.3036                 NaN   4.63062        53.0844        14.6684        2.59245                 NaN
  1240.60        2500.00                 NaN            NaN            NaN            NaN   1.99454        2.75661                 NaN            NaN            NaN   20.4022                 NaN   4.52689        53.1893        14.6739        2.45657                 NaN
  1238.10        2500.00                 NaN            NaN            NaN            NaN   1.85720        2.86804                 NaN            NaN            NaN   20.2680                 NaN   4.69762        53.2071        14.7284        2.37360                 NaN
  1235.59        2500.00                 NaN            NaN            NaN            NaN  0.313154        2.28795        2.13818                 NaN            NaN   20.6865                 NaN   4.26375        53.4830        14.6691        2.15834                 NaN
  1233.08        2500.00                 NaN            NaN            NaN            NaN   1.93166        2.80517                 NaN            NaN            NaN   20.3382                 NaN   4.69194        53.3289        14.7731        2.13102                 NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN  0.724456E-001   2.21974        2.45531                 NaN            NaN   20.6667                 NaN   4.32493        53.6096        14.7254        1.92593                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN   2.01907        2.73239                 NaN            NaN            NaN   20.4285                 NaN   4.66872        53.4566        14.8157        1.87899                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN   2.05879        2.69046                 NaN            NaN            NaN   20.5086                 NaN   4.65492        53.5001        14.8374        1.74977                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN  0.169290        2.37160        2.22711                 NaN            NaN   20.8126                 NaN   4.28588        53.8001        14.7932        1.54032                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN  0.202055        2.41886        2.15387                 NaN            NaN   20.8625                 NaN   4.27283        53.8644        14.8159        1.40957                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN  0.445326        2.58363        1.75889       0.926880E-005            NaN   20.9879                 NaN   4.19696        53.9263        14.8331        1.26786                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN  0.532451        2.65817        1.60602       0.243302E-004            NaN   21.0570                 NaN   4.16953        53.9917        14.8555        1.12954                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN  0.783954        2.55138        1.49113       0.628970E-005            NaN   20.7488                 NaN   4.45394        53.9201        14.9595        1.09119                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN  0.323925        2.59734        1.88022                 NaN            NaN   21.0653                 NaN   4.22220        54.1297        14.9127       0.868609                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN  0.549678        2.74309        1.52124       0.227464E-004            NaN   21.1888                 NaN   4.15151        54.1932        14.9311       0.721344                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN  0.581334        2.78472        1.45487       0.224191E-004            NaN   21.2451                 NaN   4.13500        54.2605        14.9554       0.583026                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN  0.497545        2.80200        1.52660                 NaN            NaN   21.2823                 NaN   4.13353        54.3365        14.9844       0.437096                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN   2.43797        2.38910                 NaN            NaN            NaN   20.9674                 NaN   4.54811        54.1982        15.0761       0.383104                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN   2.62926        2.23652                 NaN            NaN            NaN   21.2215                 NaN   4.34940        54.3027        15.0672       0.193322                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN   2.78633        2.06390                 NaN            NaN            NaN  0.689960        21.2872        3.95047        53.9899        15.1524       0.798764E-001            NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN   2.70541        2.17444                 NaN            NaN            NaN   21.3455                 NaN   4.31587        54.3733        15.0854                 NaN            NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN   2.77315        2.07954                 NaN            NaN            NaN   21.4993                 NaN   4.33922        54.2431        15.0656                 NaN            NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN   2.78925        2.06768                 NaN            NaN            NaN   21.5446                 NaN   4.33804        54.2116        15.0488                 NaN            NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN   2.07687        2.78270                 NaN            NaN            NaN   21.5600                 NaN   4.35738        54.1869        15.0361                 NaN            NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN   2.70499        2.17025                 NaN            NaN            NaN   21.4153                 NaN   4.42106        54.2450        15.0434                 NaN            NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN   2.08268        2.80044                 NaN            NaN            NaN   21.4818                 NaN   4.39374        54.2194        15.0219                 NaN            NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN   1.99442        2.90472                 NaN            NaN            NaN   21.5947                 NaN   4.32625        54.1869        14.9930                 NaN            NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN   1.98103        2.91466                 NaN            NaN            NaN   21.6459                 NaN   4.34567        54.1368        14.9760                 NaN            NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN   1.96611        2.92619                 NaN            NaN            NaN   21.7004                 NaN   4.36366        54.0853        14.9584                 NaN            NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN   1.95074        2.93840                 NaN            NaN            NaN   21.7546                 NaN   4.38099        54.0340        14.9413                 NaN            NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN   1.92861        2.97589                 NaN            NaN            NaN   21.8109                 NaN   4.34188        54.0224        14.9203                 NaN            NaN
