|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          iron           an             San(TH)        San(TH)        ilm            ne             lc            
  1223.96        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.4905                 NaN   3.12052        15.9118        5.75188     
  1222.87        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.5157                 NaN   3.12052        15.9239        5.71451     
  1221.77        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.5410                 NaN   3.12052        15.9362        5.67695     
  1220.68        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.5665                 NaN   3.12052        15.9485        5.63921     
  1219.59        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.5921                 NaN   3.12052        15.9608        5.60129     
  1218.50        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.6178                 NaN   3.12052        15.9732        5.56319     
  1217.40        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.6436                 NaN   3.12052        15.9857        5.52491     
  1216.31        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.6695                 NaN   3.12052        15.9982        5.48644     
  1215.22        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.6957                 NaN   3.12052        16.0108        5.44771     
  1214.13        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.7220                 NaN   3.12052        16.0235        5.40871     
  1213.03        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.7484                 NaN   3.12052        16.0362        5.36951     
  1211.94        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.7750                 NaN   3.12052        16.0490        5.33012     
  1210.85        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.8017                 NaN   3.12052        16.0619        5.29054     
  1209.76        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.8285                 NaN   3.12052        16.0749        5.25077     
  1208.66        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.8555                 NaN   3.12052        16.0879        5.21080     
  1207.57        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.8825                 NaN   3.12052        16.1009        5.17065     
  1206.48        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.9098                 NaN   3.12052        16.1141        5.13022     
  1205.39        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.9373                 NaN   3.12052        16.1274        5.08949     
  1204.29        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.9649                 NaN   3.12052        16.1407        5.04856     
  1203.20        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        45.9926                 NaN   3.12052        16.1541        5.00743     
  1202.11        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.0205                 NaN   3.12052        16.1675        4.96610     
  1201.02        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.0485                 NaN   3.12052        16.1810        4.92457     
  1199.92        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.0767                 NaN   3.12052        16.1946        4.88283     
  1198.83        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.1050                 NaN   3.12052        16.2083        4.84089     
  1197.74        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.1335                 NaN   3.12052        16.2220        4.79868     
  1196.65        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.1622                 NaN   3.12052        16.2358        4.75614     
  1195.55        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.1910                 NaN   3.12052        16.2498        4.71338     
  1194.46        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.2200                 NaN   3.12052        16.2637        4.67042     
  1193.37        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.2491                 NaN   3.12052        16.2778        4.62724     
  1192.28        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.2784                 NaN   3.12052        16.2919        4.58385     
  1191.18        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.3078                 NaN   3.12052        16.3061        4.54026     
  1190.09        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.3373                 NaN   3.12052        16.3204        4.49644     
  1189.00        2500.00                 NaN            NaN   16.9466                 NaN   4.31786                 NaN   8.46089        46.3671                 NaN   3.12052        16.3347        4.45236     
  1187.91        2500.00                 NaN            NaN   16.9022                 NaN   4.39982                 NaN   8.59521        46.3734                 NaN   3.11772        16.3208        4.29086     
  1186.81        2500.00                 NaN            NaN   16.8462                 NaN   4.41768                 NaN   8.59364        46.4340                 NaN   3.12498        16.3384        4.24507     
  1185.72        2500.00                 NaN            NaN   16.8833                 NaN   4.41059                 NaN   8.60374        46.4404                 NaN   3.11925        16.3491        4.19367     
  1184.63        2500.00                 NaN            NaN   16.8759                 NaN   4.41519                 NaN   8.60808        46.4731                 NaN   3.11983        16.3633        4.14466     
  1183.54        2500.00                 NaN            NaN   16.8711                 NaN   4.41723                 NaN   8.61294        46.5068                 NaN   3.12157        16.3763        4.09410     
  1182.44        2500.00                 NaN            NaN   16.8613                 NaN   4.42429                 NaN   8.61673        46.5390                 NaN   3.12102        16.3918        4.04584     
  1181.35        2500.00                 NaN            NaN   16.8541                 NaN   4.42882                 NaN   8.62103        46.5722                 NaN   3.12164        16.4061        3.99603     
  1180.26        2500.00                 NaN            NaN   16.6857                 NaN   4.45280                 NaN   8.57600        46.7342                 NaN   3.15648        16.4242        3.97057     
  1179.17        2500.00                 NaN            NaN   16.8402                 NaN   4.43762                 NaN   8.62963        46.6392                 NaN   3.12285        16.4351        3.89543     
  1178.07        2500.00                 NaN            NaN   16.8332                 NaN   4.44200                 NaN   8.63392        46.6730                 NaN   3.12345        16.4497        3.84466     
  1176.98        2500.00                 NaN            NaN   16.8265                 NaN   4.44630                 NaN   8.63827        46.7069                 NaN   3.12406        16.4644        3.79361     
  1175.89        2500.00                 NaN            NaN   16.8194                 NaN   4.45056                 NaN   8.64257        46.7411                 NaN   3.12477        16.4792        3.74240     
  1174.80        2500.00                 NaN            NaN   16.8131                 NaN   4.45492                 NaN   8.64677        46.7753                 NaN   3.12526        16.4939        3.69074     
  1173.70        2500.00                 NaN            NaN   16.8004                 NaN   4.46300                 NaN   8.64992        46.8134                 NaN   3.12563        16.5092        3.63842     
  1172.61        2500.00                 NaN            NaN   16.8040                 NaN   4.46370                 NaN   8.65508        46.8397                 NaN   3.12448        16.5249        3.58823     
  1171.52        2500.00                 NaN            NaN   16.7976                 NaN   4.46785                 NaN   8.65933        46.8743                 NaN   3.12507        16.5399        3.53587     
  1170.43        2500.00                 NaN            NaN   16.7914                 NaN   4.47195                 NaN   8.66358        46.9093                 NaN   3.12566        16.5551        3.48302     
  1169.33        2500.00                 NaN            NaN   16.7840                 NaN   4.47768                 NaN   8.66748        46.9434                 NaN   3.12531        16.5712        3.43092     
  1168.24        2500.00                 NaN            NaN   16.7404                 NaN   4.49252                 NaN   8.65232        46.9972                 NaN   3.12592        16.5951        3.39657     
  1167.15        2500.00                 NaN            NaN   16.7689                 NaN   4.48423                 NaN   8.67628        47.0188                 NaN   3.12886        16.6006        3.32228     
  1166.06        2500.00                 NaN            NaN   16.7270                 NaN   4.48161                 NaN   8.67707        47.0932                 NaN   3.14604        16.6105        3.26455     
  1164.96        2500.00                 NaN            NaN   16.7270                 NaN   4.48161                 NaN   8.67707        47.1268                 NaN   3.14604        16.6267        3.21472     
  1163.87        2500.00                 NaN            NaN   16.7270                 NaN   4.48161                 NaN   8.67707        47.1606                 NaN   3.14604        16.6430        3.16465     
  1162.78        2500.00                 NaN            NaN   16.7270                 NaN   4.48161                 NaN   8.67707        47.1946                 NaN   3.14604        16.6594        3.11432     
  1161.69        2500.00                 NaN            NaN   16.7270                 NaN   4.48161                 NaN   8.67707        47.2289                 NaN   3.14604        16.6760        3.06349     
  1160.59        2500.00                 NaN            NaN   16.7270                 NaN   4.48161                 NaN   8.67707        47.2633                 NaN   3.14604        16.6926        3.01242     
  1159.50        2500.00                 NaN            NaN   16.7270                 NaN   4.48161                 NaN   8.67707        47.2979                 NaN   3.14604        16.7093        2.96109     
  1158.41        2500.00                 NaN            NaN   16.7270                 NaN   4.48161                 NaN   8.67707        47.3327                 NaN   3.14604        16.7261        2.90951     
  1157.32        2500.00                 NaN            NaN   16.6772                 NaN   4.53837                 NaN   8.73140        47.3413                 NaN   3.13262        16.7550        2.82411     
  1156.22        2500.00                 NaN            NaN   16.6733                 NaN   4.54165                 NaN   8.73446        47.3778                 NaN   3.13275        16.7714        2.76867     
  1155.13        2500.00                 NaN            NaN   16.6694                 NaN   4.54493                 NaN   8.73752        47.4144                 NaN   3.13288        16.7880        2.71292     
  1154.04        2500.00                 NaN            NaN   16.6655                 NaN   4.54823                 NaN   8.74059        47.4512                 NaN   3.13300        16.8046        2.65688     
  1152.95        2500.00                 NaN            NaN   16.6617                 NaN   4.55154                 NaN   8.74368        47.4883                 NaN   3.13312        16.8214        2.60026     
  1151.85        2500.00                 NaN            NaN   16.6579                 NaN   4.55486                 NaN   8.74679        47.5257                 NaN   3.13322        16.8382        2.54334     
  1150.76        2500.00                 NaN            NaN   16.6541                 NaN   4.55820                 NaN   8.74991        47.5632                 NaN   3.13333        16.8552        2.48611     
  1149.67        2500.00                 NaN            NaN   16.6503                 NaN   4.56155                 NaN   8.75304        47.6009                 NaN   3.13343        16.8722        2.42859     
  1148.58        2500.00                 NaN            NaN   16.6465                 NaN   4.56492                 NaN   8.75619        47.6388                 NaN   3.13352        16.8893        2.37076     
  1147.48        2500.00                 NaN            NaN   16.6428                 NaN   4.56830                 NaN   8.75936        47.6768                 NaN   3.13360        16.9065        2.31263     
  1146.39        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        47.7814                 NaN   3.18819        16.9530        2.26113     
  1145.30        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        47.8186                 NaN   3.18819        16.9709        2.20610     
  1144.21        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        47.8560                 NaN   3.18819        16.9890        2.15052     
  1143.12        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        47.8937                 NaN   3.18819        17.0072        2.09467     
  1142.02        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        47.9316                 NaN   3.18819        17.0254        2.03854     
  1140.93        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        47.9696                 NaN   3.18819        17.0438        1.98214     
  1139.84        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.0079                 NaN   3.18819        17.0622        1.92547     
  1138.75        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.0463                 NaN   3.18819        17.0808        1.86854     
  1137.65        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.0849                 NaN   3.18819        17.0994        1.81120     
  1136.56        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.1238                 NaN   3.18819        17.1182        1.75352     
  1135.47        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.1629                 NaN   3.18819        17.1371        1.69557     
  1134.38        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.2022                 NaN   3.18819        17.1560        1.63735     
  1133.28        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.2417                 NaN   3.18819        17.1750        1.57886     
  1132.19        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.2813                 NaN   3.18819        17.1942        1.52007     
  1131.10        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.3212                 NaN   3.18819        17.2134        1.46102     
  1130.01        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.3612                 NaN   3.18819        17.2327        1.40169     
  1128.91        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.4020                 NaN   3.18819        17.2524        1.34119     
  1127.82        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.4426                 NaN   3.18819        17.2720        1.28098     
  1126.73        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.4834                 NaN   3.18819        17.2917        1.22046     
  1125.64        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.5245                 NaN   3.18819        17.3115        1.15960     
  1124.54        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.5658                 NaN   3.18819        17.3314        1.09841     
  1123.45        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.6073                 NaN   3.18819        17.3514        1.03688     
  1122.36        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.6490                 NaN   3.18819        17.3716       0.975024     
  1121.27        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.6909                 NaN   3.18819        17.3918       0.912829     
  1120.17        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.7331                 NaN   3.18819        17.4121       0.850299     
  1119.08        2500.00                 NaN            NaN   16.3628                 NaN   4.62329                 NaN   8.83011        48.7755                 NaN   3.18819        17.4326       0.787426     
  1117.99        2500.00                 NaN            NaN   16.5744                 NaN   4.65950                 NaN   8.85611        48.7804                 NaN   3.13338        17.3984       0.597850     
  1116.90        2500.00                 NaN            NaN   16.5739                 NaN   4.66153                 NaN   8.86033        48.8284                 NaN   3.13374        17.4198       0.522288     
  1115.80        2500.00                 NaN            NaN   16.5705                 NaN   4.66557                 NaN   8.86410        48.8724                 NaN   3.13343        17.4403       0.453660     
  1114.71        2500.00                 NaN            NaN   16.5656                 NaN   4.66893                 NaN   8.86741        48.9190                 NaN   3.13428        17.4606       0.384179     
  1113.62        2500.00                 NaN            NaN   16.5634                 NaN   4.67262                 NaN   8.87151        48.9639                 NaN   3.13393        17.4807       0.313842     
  1112.53        2500.00                 NaN            NaN   16.5611                 NaN   4.67605                 NaN   8.87538        49.0086                 NaN   3.13377        17.5013       0.243752     
  1111.43        2500.00                 NaN            NaN   16.5590                 NaN   4.67946                 NaN   8.87925        49.0536                 NaN   3.13359        17.5219       0.173229     
  1110.34        2500.00                 NaN            NaN   16.5569                 NaN   4.68271                 NaN   8.88322        49.0985                 NaN   3.13346        17.5427       0.102438     
  1109.25        2500.00                 NaN            NaN   16.5552                 NaN   4.68708                 NaN   8.88717        49.1412                 NaN   3.13221        17.5645       0.325617E-001
  1108.16        2500.00                 NaN            NaN   16.5503                 NaN   4.68951                 NaN   8.88959        49.1638                 NaN   3.13417        17.5726                 NaN
  1107.06        2500.00                 NaN            NaN   16.5514                 NaN   4.69167                 NaN   8.89537        49.1589                 NaN   3.13302        17.5697                 NaN
  1105.97        2500.00                 NaN            NaN   16.5495                 NaN   4.69429                 NaN   8.89953        49.1559                 NaN   3.13284        17.5680                 NaN
  1104.88        2500.00                 NaN            NaN   16.5478                 NaN   4.69687                 NaN   8.90369        49.1528                 NaN   3.13265        17.5662                 NaN
  1103.79        2500.00                 NaN            NaN   16.5460                 NaN   4.70051                 NaN   8.90784        49.1483                 NaN   3.13130        17.5660                 NaN
  1102.69        2500.00                 NaN            NaN   16.5459                 NaN   4.70221                 NaN   8.91313        49.1450                 NaN   3.13154        17.5622                 NaN
  1101.60        2500.00                 NaN            NaN   16.5426                 NaN   4.70489                 NaN   8.91601        49.1437                 NaN   3.13187        17.5610                 NaN
  1100.51        2500.00                 NaN            NaN   16.5390                 NaN   4.70370                 NaN   8.94535        49.1223                 NaN   3.13320        17.5564                 NaN
  1099.42        2500.00                 NaN            NaN   16.5390                 NaN   4.71132                 NaN   8.92428        49.1360                 NaN   3.13022        17.5592                 NaN
  1098.32        2500.00                 NaN            NaN   16.5379                 NaN   4.71305                 NaN   8.92840        49.1341                 NaN   3.13097        17.5557                 NaN
  1097.23        2500.00                 NaN            NaN   16.5361                 NaN   4.71653                 NaN   8.93252        49.1296                 NaN   3.12964        17.5557                 NaN
  1096.14        2500.00                 NaN            NaN   16.5334                 NaN   4.71859                 NaN   8.93728        49.1279                 NaN   3.13020        17.5526                 NaN
  1095.05        2500.00                 NaN            NaN   16.5341                 NaN   4.72044                 NaN   8.94078        49.1241                 NaN   3.13006        17.5506                 NaN
  1093.95        2500.00                 NaN            NaN   16.5331                 NaN   4.72339                 NaN   8.94467        49.1208                 NaN   3.12985        17.5482                 NaN
  1092.86        2500.00                 NaN            NaN   16.5292                 NaN   4.72639                 NaN   8.95023        49.1180                 NaN   3.12934        17.5468                 NaN
  1091.77        2500.00                 NaN            NaN   16.5311                 NaN   4.72796                 NaN   8.95312        49.1138                 NaN   3.12914        17.5449                 NaN
  1090.68        2500.00                 NaN            NaN   16.5265                 NaN   4.73165                 NaN   8.95916        49.1111                 NaN   3.12859        17.5430                 NaN
  1089.58        2500.00                 NaN            NaN   16.5299                 NaN   4.73347                 NaN   8.96144        49.1056                 NaN   3.12749        17.5421                 NaN
  1088.49        2500.00                 NaN            NaN   16.5311                 NaN   4.73480                 NaN   8.96595        49.1019                 NaN   3.12791        17.5383                 NaN
  1087.40        2500.00                 NaN            NaN   16.5291                 NaN   4.73711                 NaN   8.96978        49.0995                 NaN   3.12773        17.5368                 NaN
  1086.31        2500.00                 NaN            NaN   16.5282                 NaN   4.73974                 NaN   8.97383        49.0960                 NaN   3.12727        17.5350                 NaN
  1085.21        2500.00                 NaN            NaN   16.5284                 NaN   4.74208                 NaN   8.97796        49.0918                 NaN   3.12673        17.5331                 NaN
  1084.12        2500.00                 NaN            NaN   16.5218                 NaN   4.74792                 NaN   8.98121        49.0898                 NaN   3.12554        17.5338                 NaN
  1083.03        2500.00                 NaN            NaN   16.5272                 NaN   4.74720                 NaN   8.98612        49.0844                 NaN   3.12576        17.5293                 NaN
  1081.94        2500.00                 NaN            NaN   16.5273                 NaN   4.75012                 NaN   8.99039        49.0795                 NaN   3.12460        17.5281                 NaN
  1080.84        2500.00                 NaN            NaN   16.5255                 NaN   4.75270                 NaN   8.99429        49.0769                 NaN   3.12449        17.5261                 NaN
  1079.75        2500.00                 NaN            NaN   16.5256                 NaN   4.75487                 NaN   8.99840        49.0734                 NaN   3.12429        17.5234                 NaN
  1078.66        2500.00                 NaN            NaN   16.5300                 NaN   4.74749                 NaN   9.01465        49.0601                 NaN   3.12548        17.5222                 NaN
  1077.57        2500.00                 NaN            NaN   16.5241                 NaN   4.76002                 NaN   9.00652        49.0665                 NaN   3.12339        17.5195                 NaN
  1076.47        2500.00                 NaN            NaN   16.5206                 NaN   4.76203                 NaN   9.00992        49.0651                 NaN   3.12346        17.5189                 NaN
  1075.38        2500.00                 NaN            NaN   16.5228                 NaN   4.76406                 NaN   9.01421        49.0598                 NaN   3.12263        17.5165                 NaN
  1074.29        2500.00                 NaN            NaN   16.5236                 NaN   4.76811                 NaN   9.01853        49.0542                 NaN   3.12135        17.5142                 NaN
  1073.20        2500.00                 NaN            NaN   16.5261                 NaN   4.76881                 NaN   9.02308        49.0498                 NaN   3.12119        17.5110                 NaN
  1072.10        2500.00                 NaN            NaN   16.5276                 NaN   4.76552                 NaN   9.02869        49.0428                 NaN   3.12034        17.5151                 NaN
  1071.01        2500.00                 NaN            NaN   16.5285                 NaN   4.77240                 NaN   9.03166        49.0404                 NaN   3.11989        17.5071                 NaN
  1069.92        2500.00                 NaN            NaN   16.5285                 NaN   4.77481                 NaN   9.03574        49.0364                 NaN   3.11936        17.5052                 NaN
  1068.83        2500.00                 NaN            NaN   16.5293                 NaN   4.77726                 NaN   9.03987        49.0320                 NaN   3.11863        17.5030                 NaN
  1067.73        2500.00                 NaN            NaN   16.5305                 NaN   4.77926                 NaN   9.04412        49.0272                 NaN   3.11794        17.5010                 NaN
  1066.64        2500.00                 NaN            NaN   16.5365                 NaN   4.77555                 NaN   9.06213        49.0110                 NaN   3.11803        17.4968                 NaN
  1065.55        2500.00                 NaN            NaN   16.5322                 NaN   4.78383                 NaN   9.05243        49.0183                 NaN   3.11657        17.4967                 NaN
  1064.46        2500.00                 NaN            NaN   16.5332                 NaN   4.78605                 NaN   9.05661        49.0138                 NaN   3.11587        17.4945                 NaN
  1063.36        2500.00                 NaN            NaN   16.5621                 NaN   4.76101                 NaN   9.07236        48.9958                 NaN   3.11969        17.4890                 NaN
  1062.27        2500.00                 NaN            NaN   16.5317                 NaN   4.79227                 NaN   9.06442        49.0061                 NaN   3.11425        17.4912                 NaN
  1061.18        2500.00                 NaN            NaN   16.5354                 NaN   4.79437                 NaN   9.06905        48.9995                 NaN   3.11291        17.4888                 NaN
  1060.09        2500.00                 NaN            NaN   16.5370                 NaN   4.79641                 NaN   9.07328        48.9947                 NaN   3.11219        17.4864                 NaN
  1058.99        2500.00                 NaN            NaN   16.5287                 NaN   4.80685                 NaN   9.09143        48.9807                 NaN   3.10982        17.4825                 NaN
  1057.90        2500.00                 NaN            NaN   16.5380                 NaN   4.79990                 NaN   9.08082        48.9884                 NaN   3.11214        17.4808                 NaN
  1056.81        2500.00                 NaN            NaN   16.5418                 NaN   4.80163                 NaN   9.08557        48.9819                 NaN   3.11098        17.4782                 NaN
  1055.72        2500.00                 NaN            NaN   16.5542                 NaN   4.80100                 NaN   9.10903        48.9566                 NaN   3.10881        17.4703                 NaN
  1054.62        2500.00                 NaN            NaN   16.5453                 NaN   4.80690                 NaN   9.09451        48.9702                 NaN   3.10822        17.4749                 NaN
  1053.53        2500.00                 NaN            NaN   16.5490                 NaN   4.80887                 NaN   9.09942        48.9649                 NaN   3.10765        17.4701                 NaN
  1052.44        2500.00                 NaN            NaN   16.5493                 NaN   4.81102                 NaN   9.10309        48.9599                 NaN   3.10648        17.4702                 NaN
  1051.35        2500.00                 NaN            NaN   16.5510                 NaN   4.81324                 NaN   9.10733        48.9549                 NaN   3.10558        17.4679                 NaN
  1050.25        2500.00                 NaN            NaN   16.5494                 NaN   4.81600                 NaN   9.11205        48.9524                 NaN   3.10653        17.4636                 NaN
  1049.16        2500.00                 NaN            NaN   16.5538                 NaN   4.81759                 NaN   9.11548        48.9461                 NaN   3.10436        17.4627                 NaN
  1048.07        2500.00                 NaN            NaN   16.5538                 NaN   4.82124                 NaN   9.11968        48.9406                 NaN   3.10260        17.4621                 NaN
  1046.98        2500.00                 NaN            NaN   16.5600                 NaN   4.82160                 NaN   9.12456        48.9337                 NaN   3.10185        17.4583                 NaN
  1045.88        2500.00                 NaN            NaN   16.5568                 NaN   4.82355                 NaN   9.12698        48.9343                 NaN   3.10298        17.4554                 NaN
  1044.79        2500.00                 NaN            NaN   16.5507                 NaN   4.83432                 NaN   9.13893        48.9222                 NaN   3.09875        17.4550                 NaN
  1043.70        2500.00                 NaN            NaN   16.5639                 NaN   4.82891                 NaN   9.13683        48.9198                 NaN   3.09943        17.4511                 NaN
  1042.61        2500.00                 NaN            NaN   16.5719                 NaN   4.82885                 NaN   9.14220        48.9112                 NaN   3.09810        17.4478                 NaN
  1041.51        2500.00                 NaN            NaN   16.6253                 NaN   4.81030                 NaN   9.17648        48.8641                 NaN   3.09639        17.4275                 NaN
  1040.42        2500.00                 NaN            NaN   16.5712                 NaN   4.83510                 NaN   9.14986        48.9033                 NaN   3.09632        17.4442                 NaN
  1039.33        2500.00                 NaN            NaN   16.5743                 NaN   4.83707                 NaN   9.15430        48.8975                 NaN   3.09523        17.4417                 NaN
  1038.24        2500.00                 NaN            NaN   16.5775                 NaN   4.83900                 NaN   9.15875        48.8915                 NaN   3.09413        17.4390                 NaN
  1037.14        2500.00                 NaN            NaN   16.5923                 NaN   4.82942                 NaN   9.16845        48.8796                 NaN   3.09470        17.4355                 NaN
  1036.05        2500.00                 NaN            NaN   16.5893                 NaN   4.84072                 NaN   9.16850        48.8773                 NaN   3.09203        17.4321                 NaN
  1034.96        2500.00                 NaN            NaN   16.5932                 NaN   4.84252                 NaN   9.17303        48.8710                 NaN   3.09087        17.4294                 NaN
  1033.87        2500.00                 NaN            NaN   16.5979                 NaN   4.84409                 NaN   9.17773        48.8642                 NaN   3.08963        17.4264                 NaN
  1032.77        2500.00                 NaN            NaN   16.6014                 NaN   4.84605                 NaN   9.18208        48.8582                 NaN   3.08845        17.4238                 NaN
  1031.68        2500.00                 NaN            NaN   16.6029                 NaN   4.84942                 NaN   9.18676        48.8515                 NaN   3.08646        17.4229                 NaN
  1030.59        2500.00                 NaN            NaN   16.6204                 NaN   4.84440                 NaN   9.20200        48.8328                 NaN   3.08550        17.4150                 NaN
  1029.50        2500.00                 NaN            NaN   16.6096                 NaN   4.84853                 NaN   9.19378        48.8418                 NaN   3.08398        17.4223                 NaN
  1028.40        2500.00                 NaN            NaN   16.6232                 NaN   4.84583                 NaN   9.20541        48.8280                 NaN   3.08457        17.4129                 NaN
  1027.31        2500.00                 NaN            NaN   16.6225                 NaN   4.85521                 NaN   9.20546        48.8249                 NaN   3.08209        17.4098                 NaN
  1026.22        2500.00                 NaN            NaN   16.6272                 NaN   4.85690                 NaN   9.21019        48.8180                 NaN   3.08076        17.4069                 NaN
  1025.13        2500.00                 NaN            NaN   16.6306                 NaN   4.85934                 NaN   9.21504        48.8107                 NaN   3.07877        17.4056                 NaN
  1024.03        2500.00                 NaN            NaN   16.6347                 NaN   4.86133                 NaN   9.21959        48.8043                 NaN   3.07760        17.4025                 NaN
  1022.94        2500.00                 NaN            NaN   16.6420                 NaN   4.86190                 NaN   9.22456        48.7968                 NaN   3.07663        17.3981                 NaN
  1021.85        2500.00                 NaN            NaN   16.6461                 NaN   4.86316                 NaN   9.22930        48.7902                 NaN   3.07528        17.3960                 NaN
  1020.76        2500.00                 NaN            NaN   16.6512                 NaN   4.86486                 NaN   9.23412        48.7829                 NaN   3.07385        17.3930                 NaN
  1019.66        2500.00                 NaN            NaN   16.6530                 NaN   4.86712                 NaN   9.23804        48.7784                 NaN   3.07300        17.3905                 NaN
  1018.57        2500.00                 NaN            NaN   16.6622                 NaN   4.86802                 NaN   9.24393        48.7680                 NaN   3.07092        17.3869                 NaN
  1017.48        2500.00                 NaN            NaN   16.6678                 NaN   4.87043                 NaN   9.24927        48.7599                 NaN   3.06895        17.3837                 NaN
  1016.39        2500.00                 NaN            NaN   16.6717                 NaN   4.87292                 NaN   9.25387        48.7524                 NaN   3.06710        17.3820                 NaN
  1015.29        2500.00                 NaN            NaN   16.6736                 NaN   4.87610                 NaN   9.25827        48.7464                 NaN   3.06541        17.3803                 NaN
  1014.20        2500.00                 NaN            NaN   16.6795                 NaN   4.87770                 NaN   9.26333        48.7385                 NaN   3.06381        17.3771                 NaN
  1013.11        2500.00                 NaN            NaN   16.6912                 NaN   4.87618                 NaN   9.26894        48.7292                 NaN   3.06302        17.3714                 NaN
  1012.02        2500.00                 NaN            NaN   16.6956                 NaN   4.87899                 NaN   9.27396        48.7213                 NaN   3.06089        17.3693                 NaN
  1010.92        2500.00                 NaN            NaN   16.7019                 NaN   4.88067                 NaN   9.27913        48.7130                 NaN   3.05913        17.3662                 NaN
