|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/EETA/EETA_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         Sp(TH)         an             San(TH)        ilm            q             
  1416.81        2500.00        99.3535       0.241524       0.404985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.68        2500.00        99.3328       0.419092       0.248080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1414.54        2500.00        99.3772       0.232513       0.390308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.41        2500.00        99.3554       0.240609       0.404017                 NaN  0.167455E-004            NaN            NaN            NaN            NaN            NaN
  1412.28        2500.00        99.3608       0.400415       0.238683                 NaN  0.518449E-004            NaN            NaN            NaN            NaN            NaN
  1411.15        2500.00        98.8894       0.405245       0.461736       0.290604E-002            NaN            NaN  0.240694                 NaN            NaN            NaN
  1410.01        2500.00        98.6421       0.260755       0.464149       0.239470                 NaN            NaN  0.393571                 NaN            NaN            NaN
  1408.88        2500.00        98.6595       0.458326       0.254954       0.238668                 NaN            NaN  0.388534                 NaN            NaN            NaN
  1407.75        2500.00        98.6713       0.455316       0.248971       0.239331                 NaN            NaN  0.385047                 NaN            NaN            NaN
  1406.61        2500.00        98.6836       0.452343       0.242638       0.239831                 NaN            NaN  0.381574                 NaN            NaN            NaN
  1405.48        2500.00        98.6974       0.448349       0.236737       0.239911                 NaN            NaN  0.377603                 NaN            NaN            NaN
  1404.35        2500.00        98.7100       0.445116       0.230543       0.240265                 NaN            NaN  0.374036                 NaN            NaN            NaN
  1403.22        2500.00        98.7219       0.225282       0.441990       0.240405                 NaN            NaN  0.370465                 NaN            NaN            NaN
  1402.08        2500.00        98.7335       0.219278       0.439274       0.240866                 NaN            NaN  0.367038                 NaN            NaN            NaN
  1400.95        2500.00        98.7460       0.435903       0.213657       0.240926                 NaN            NaN  0.363487                 NaN            NaN            NaN
  1399.82        2500.00        98.7557       0.208256       0.433701       0.241633                 NaN            NaN  0.360752                 NaN            NaN            NaN
  1398.69        2500.00        98.7716       0.202171       0.428927       0.241137                 NaN            NaN  0.356159                 NaN            NaN            NaN
  1397.55        2500.00        98.7806       0.427069       0.197144       0.241707                 NaN            NaN  0.353501                 NaN            NaN            NaN
  1396.42        2500.00        98.7884       0.425810       0.192216       0.242382                 NaN            NaN  0.351188                 NaN            NaN            NaN
  1395.29        2500.00        98.8033       0.421580       0.186584       0.241959                 NaN            NaN  0.346565                 NaN            NaN            NaN
  1394.16        2500.00        98.8113       0.419054       0.182233       0.243000                 NaN            NaN  0.344456                 NaN            NaN            NaN
  1393.02        2500.00        98.8239       0.176967       0.415667       0.242573                 NaN            NaN  0.340848                 NaN            NaN            NaN
  1391.89        2500.00        98.8334       0.172124       0.413356       0.243148                 NaN            NaN  0.337959                 NaN            NaN            NaN
  1390.76        2500.00        98.8430       0.167324       0.411175       0.243339                 NaN            NaN  0.335151                 NaN            NaN            NaN
  1389.63        2500.00        98.8511       0.162935       0.409259       0.244008                 NaN            NaN  0.332700                 NaN            NaN            NaN
  1388.49        2500.00        98.8624       0.406311       0.157774       0.243980                 NaN            NaN  0.329497                 NaN            NaN            NaN
  1387.36        2500.00        98.8713       0.404234       0.153498       0.244125                 NaN            NaN  0.326819                 NaN            NaN            NaN
  1386.23        2500.00        98.8790       0.148307       0.402689       0.245208                 NaN            NaN  0.324819                 NaN            NaN            NaN
  1385.09        2500.00        98.8929       0.144276       0.398922       0.243655                 NaN            NaN  0.320240                 NaN            NaN            NaN
  1383.96        2500.00        98.8996       0.396259       0.140017       0.245329                 NaN            NaN  0.318795                 NaN            NaN            NaN
  1382.83        2500.00        98.9084       0.135685       0.395589       0.244716                 NaN            NaN  0.315626                 NaN            NaN            NaN
  1381.70        2500.00        98.9182       0.132575       0.392206       0.244306                 NaN            NaN  0.312747                 NaN            NaN            NaN
  1380.56        2500.00        98.9224       0.392118       0.127172       0.246427                 NaN            NaN  0.311893                 NaN            NaN            NaN
  1379.43        2500.00        98.9361       0.387619       0.124498       0.244316                 NaN            NaN  0.307417                 NaN            NaN            NaN
  1378.30        2500.00        98.9408       0.386709       0.119859       0.246438                 NaN            NaN  0.306154                 NaN            NaN            NaN
  1377.17        2500.00        98.9514       0.117149       0.384152       0.244593                 NaN            NaN  0.302736                 NaN            NaN            NaN
  1376.03        2500.00        98.9572       0.383358       0.112491       0.245810                 NaN            NaN  0.301169                 NaN            NaN            NaN
  1374.90        2500.00        98.9651       0.108845       0.381647       0.245701                 NaN            NaN  0.298738                 NaN            NaN            NaN
  1373.77        2500.00        98.9733       0.105558       0.379453       0.245474                 NaN            NaN  0.296178                 NaN            NaN            NaN
  1372.64        2500.00        98.9810       0.377461       0.102087       0.245674                 NaN            NaN  0.293792                 NaN            NaN            NaN
  1371.50        2500.00        98.9874       0.376178       0.988455E-001  0.245800                 NaN            NaN  0.291799                 NaN            NaN            NaN
  1370.37        2500.00        98.5677       0.534918       0.142000       0.345721                 NaN            NaN  0.409689                 NaN            NaN            NaN
  1369.24        2500.00        99.4244       0.482745E-001  0.216963       0.144823                 NaN            NaN  0.165582                 NaN            NaN            NaN
  1368.11        2500.00        99.0105       0.370259       0.894566E-001  0.245132                 NaN            NaN  0.284701                 NaN            NaN            NaN
  1366.97        2500.00        99.0176       0.368307       0.850734E-001  0.246046                 NaN            NaN  0.282976                 NaN            NaN            NaN
  1365.84        2500.00        99.0240       0.835700E-001  0.366689       0.245151                 NaN            NaN  0.280556                 NaN            NaN            NaN
  1364.71        2500.00        99.0314       0.365258       0.815522E-001  0.243837                 NaN            NaN  0.277925                 NaN            NaN            NaN
  1363.57        2500.00        99.0377       0.777855E-001  0.363965       0.244441                 NaN            NaN  0.276150                 NaN            NaN            NaN
  1362.44        2500.00        99.0431       0.751657E-001  0.362711       0.244523                 NaN            NaN  0.274479                 NaN            NaN            NaN
  1361.31        2500.00        99.0471       0.362293       0.724662E-001  0.245053                 NaN            NaN  0.273105                 NaN            NaN            NaN
  1360.18        2500.00        99.0579       0.715127E-001  0.358540       0.242536                 NaN            NaN  0.269500                 NaN            NaN            NaN
  1359.04        2500.00        99.0629       0.358059       0.681921E-001  0.242843                 NaN            NaN  0.267979                 NaN            NaN            NaN
  1357.91        2500.00        99.0693       0.356354       0.651573E-001  0.242981                 NaN            NaN  0.266227                 NaN            NaN            NaN
  1356.78        2500.00        99.0742       0.635634E-001  0.355567       0.242309                 NaN            NaN  0.264390                 NaN            NaN            NaN
  1355.65        2500.00        99.0811       0.353662       0.615973E-001  0.241498                 NaN            NaN  0.262126                 NaN            NaN            NaN
  1354.51        2500.00        99.0795       0.353460       0.572201E-001  0.245529                 NaN            NaN  0.264269                 NaN            NaN            NaN
  1353.38        2500.00        99.1053       0.348019       0.565712E-001  0.236574                 NaN            NaN  0.253564                 NaN            NaN            NaN
  1352.25        2500.00        99.0986       0.554470E-001  0.349513       0.239978                 NaN            NaN  0.256457                 NaN            NaN            NaN
  1351.12        2500.00        99.1037       0.541832E-001  0.348183       0.239260                 NaN            NaN  0.254706                 NaN            NaN            NaN
  1349.98        2500.00        99.1039       0.185430       0.320307       0.149232                 NaN            NaN  0.241161                 NaN            NaN            NaN
  1348.85        2500.00        99.0588       0.349257       0.490093E-001  0.249280       0.304956E-001            NaN  0.263197                 NaN            NaN            NaN
  1347.72        2500.00        98.9655       0.437423       0.542882E-001  0.164712       0.111171                 NaN  0.266913                 NaN            NaN            NaN
  1346.59        2500.00        98.9261       0.409755       0.175076       0.977126E-001  0.127349                 NaN  0.263995                 NaN            NaN            NaN
  1345.45        2500.00        98.9103       0.183273       0.420471       0.821405E-001  0.140113                 NaN  0.263721                 NaN            NaN            NaN
  1344.32        2500.00        98.9038       0.425465       0.189114       0.710750E-001  0.147861                 NaN  0.262677                 NaN            NaN            NaN
  1343.19        2500.00        98.9003       0.429267       0.193919       0.609098E-001  0.154557                 NaN  0.261049                 NaN            NaN            NaN
  1342.05        2500.00        98.9007       0.430950       0.196592       0.537992E-001  0.158571                 NaN  0.259415                 NaN            NaN            NaN
  1340.92        2500.00        98.9045       0.430071       0.199378       0.478338E-001  0.160772                 NaN  0.257401                 NaN            NaN            NaN
  1339.79        2500.00        98.9106       0.428498       0.199620       0.438451E-001  0.162185                 NaN  0.255256                 NaN            NaN            NaN
  1338.66        2500.00        98.9170       0.426211       0.200996       0.396354E-001  0.163023                 NaN  0.253114                 NaN            NaN            NaN
  1337.52        2500.00        98.9228       0.201125       0.425687       0.351891E-001  0.164381                 NaN  0.250818                 NaN            NaN            NaN
  1336.39        2500.00        98.9282       0.423472       0.203103       0.312148E-001  0.164868                 NaN  0.249100                 NaN            NaN            NaN
  1335.26        2500.00        98.9424       0.417102       0.202005       0.297752E-001  0.163047                 NaN  0.245639                 NaN            NaN            NaN
  1334.13        2500.00        98.9495       0.202424       0.414492       0.268844E-001  0.162962                 NaN  0.243777                 NaN            NaN            NaN
  1332.99        2500.00        98.9588       0.202330       0.410547       0.247500E-001  0.162084                 NaN  0.241445                 NaN            NaN            NaN
  1331.86        2500.00        98.9686       0.202922       0.405749       0.226494E-001  0.160966                 NaN  0.239132                 NaN            NaN            NaN
  1330.73        2500.00        98.9790       0.401426       0.202557       0.207175E-001  0.159714                 NaN  0.236550                 NaN            NaN            NaN
  1329.60        2500.00        98.9887       0.203283       0.396494       0.187699E-001  0.158490                 NaN  0.234305                 NaN            NaN            NaN
  1328.46        2500.00        98.9986       0.392263       0.202870       0.169167E-001  0.157372                 NaN  0.231970                 NaN            NaN            NaN
  1327.33        2500.00        99.0011       0.230493       0.378490       0.307810E-002  0.157078                 NaN  0.229749                 NaN            NaN            NaN
  1326.20        2500.00        99.0253       0.390881       0.177888       0.251900E-001  0.153431                 NaN  0.227285                 NaN            NaN            NaN
  1325.07        2500.00        99.0272       0.204330       0.378397       0.112036E-001  0.153667                 NaN  0.225192                 NaN            NaN            NaN
  1323.93        2500.00        99.0034       0.270983       0.327994       0.206453E-001  0.143160                 NaN  0.233843                 NaN            NaN            NaN
  1322.80        2500.00        99.0798       0.416511       0.132795                 NaN  0.160494                 NaN  0.210399                 NaN            NaN            NaN
  1321.67        2500.00        99.0550       0.362089       0.214476       0.938581E-004  0.150437                 NaN  0.217926                 NaN            NaN            NaN
  1320.53        2500.00        99.0650       0.208349       0.358564       0.337608E-002  0.148374                 NaN  0.216386                 NaN            NaN            NaN
  1319.40        2500.00        99.0737       0.353547       0.211503       0.820276E-005  0.147134                 NaN  0.214148                 NaN            NaN            NaN
  1318.27        2500.00        99.0834       0.350801       0.206015       0.189654E-002  0.145627                 NaN  0.212216                 NaN            NaN            NaN
  1317.14        2500.00        99.0928       0.345289       0.207554       0.319204E-005  0.144181                 NaN  0.210189                 NaN            NaN            NaN
  1316.00        2500.00        99.1022       0.341323       0.205920                 NaN  0.142374                 NaN  0.208219                 NaN            NaN            NaN
  1314.87        2500.00        99.1109       0.204058       0.337543                 NaN  0.141086                 NaN  0.206405                 NaN            NaN            NaN
  1313.74        2500.00        99.1197       0.202319       0.333270       0.514337E-003  0.139387                 NaN  0.204770                 NaN            NaN            NaN
  1312.61        2500.00        99.1292       0.201348       0.328997                 NaN  0.137793                 NaN  0.202677                 NaN            NaN            NaN
  1311.47        2500.00        99.1366       0.200112       0.325674                 NaN  0.136408                 NaN  0.201238                 NaN            NaN            NaN
  1310.34        2500.00        99.1461       0.321453       0.198414                 NaN  0.134769                 NaN  0.199281                 NaN            NaN            NaN
  1309.21        2500.00        99.1548       0.317342       0.197288                 NaN  0.133071                 NaN  0.197513                 NaN            NaN            NaN
  1308.08        2500.00        99.1630       0.195708       0.313795                 NaN  0.131657                 NaN  0.195834                 NaN            NaN            NaN
  1306.94        2500.00        99.1714       0.309989       0.194291                 NaN  0.130213                 NaN  0.194071                 NaN            NaN            NaN
  1305.81        2500.00        99.1798       0.193527       0.305818                 NaN  0.128400                 NaN  0.192418                 NaN            NaN            NaN
  1304.68        2500.00        99.1878       0.302625       0.191677                 NaN  0.127172                 NaN  0.190679                 NaN            NaN            NaN
  1303.55        2500.00        99.1955       0.298519       0.191295                 NaN  0.125400                 NaN  0.189253                 NaN            NaN            NaN
  1302.41        2500.00        99.2059       0.299542       0.169755       0.141510E-001  0.121784                 NaN  0.188898                 NaN            NaN            NaN
  1301.28        2500.00        99.2123       0.291065       0.188518                 NaN  0.122446                 NaN  0.185686                 NaN            NaN            NaN
  1300.15        2500.00        99.2199       0.187323       0.287562                 NaN  0.121006                 NaN  0.184168                 NaN            NaN            NaN
  1299.01        2500.00        99.2267       0.284102       0.186854                 NaN  0.119403                 NaN  0.182957                 NaN            NaN            NaN
  1297.88        2500.00        99.2352       0.185255       0.280527                 NaN  0.118054                 NaN  0.180995                 NaN            NaN            NaN
  1296.75        2500.00        99.2428       0.276954       0.184178                 NaN  0.116506                 NaN  0.179605                 NaN            NaN            NaN
  1295.62        2500.00        84.2423        2.55801        1.81041                 NaN   1.38388                 NaN   1.96524        8.04013                 NaN            NaN
  1294.48        2500.00        74.2179        3.97191        3.04208                 NaN   2.16286                 NaN   3.16601        13.4392                 NaN            NaN
  1293.35        2500.00        79.0964        3.16386        2.58476                 NaN   1.71502                 NaN   2.58792        10.8520                 NaN            NaN
  1292.22        2500.00        82.4680        2.25982        2.60782                 NaN   1.40935                 NaN   2.18687        9.06816                 NaN            NaN
  1291.09        2500.00        84.9089        2.20752        2.02043                 NaN   1.18928                 NaN   1.89549        7.77834                 NaN            NaN
  1289.95        2500.00        86.7758        1.90321        1.83028                 NaN   1.02403                 NaN   1.67150        6.79520                 NaN            NaN
  1288.82        2500.00        77.2621        3.39719        3.15418                 NaN   1.68156                 NaN   2.94818        11.5568                 NaN            NaN
  1287.69        2500.00        89.4401        1.48586        1.49045                 NaN  0.843551                 NaN   1.36757        5.37249                 NaN            NaN
  1286.56        2500.00        99.6654                 NaN            NaN            NaN  0.231554E-001            NaN  0.122505       0.188933                 NaN            NaN
  1285.42        2500.00        94.6397       0.935933       0.586031                 NaN  0.411775                 NaN  0.553364        2.87320                 NaN            NaN
  1284.29        2500.00        90.8085        1.35651        1.30942                 NaN  0.650584       0.476790E-001   1.19692        4.63035                 NaN            NaN
  1283.16        2500.00        88.8124        2.09730        1.20903                 NaN  0.438672                 NaN   1.41248        6.03016                 NaN            NaN
  1282.03        2500.00        95.7522       0.298014       0.997049                 NaN  0.197115                 NaN  0.567030        2.18862                 NaN            NaN
  1280.89        2500.00        94.5001       0.572428       0.934936                 NaN  0.919959                 NaN  0.775051        2.29757                 NaN            NaN
  1279.76        2500.00        94.8708       0.539702        1.07398                 NaN  0.315346                 NaN  0.675062        2.52515                 NaN            NaN
  1278.63        2500.00        93.8885       0.757658        1.02917                 NaN  0.427321                 NaN  0.808709        3.08863                 NaN            NaN
  1277.49        2500.00        94.8484       0.637083       0.903378                 NaN  0.352581                 NaN  0.682387        2.57613                 NaN            NaN
  1276.36        2500.00        94.6186       0.795502       0.698895                 NaN  0.417418                 NaN  0.717955        2.75159                 NaN            NaN
  1275.23        2500.00        92.7735       0.746281        1.51043                 NaN  0.465817                 NaN  0.989011        3.51497                 NaN            NaN
  1274.10        2500.00        97.2799       0.345436       0.458402                 NaN  0.160505                 NaN  0.340679        1.41510                 NaN            NaN
  1272.96        2500.00        94.9557       0.222776       0.963700                 NaN  0.500761       0.151721E-003  0.679692        2.67720                 NaN            NaN
  1271.83        2500.00        96.0180       0.902031E-001   1.45076                 NaN  0.886159E-001            NaN  0.532869        1.81956                 NaN            NaN
  1270.70        2500.00        96.1419       0.853903                 NaN            NaN  0.435679                 NaN  0.540188        2.02832                 NaN            NaN
  1269.57        2500.00        91.2853       0.752977        2.13871                 NaN  0.489414                 NaN   1.20774        4.12590                 NaN            NaN
  1268.43        2500.00        99.8468       0.151333E-001  0.237410E-001            NaN            NaN            NaN  0.192120E-001  0.951194E-001            NaN            NaN
  1267.30        2500.00        96.6388       0.257084       0.781842                 NaN  0.136818                 NaN  0.398471        1.78699                 NaN            NaN
  1266.17        2500.00        96.3702       0.660840       0.417181                 NaN  0.245641                 NaN  0.492235        1.81390                 NaN            NaN
  1265.04        2500.00        99.8383       0.461316E-001            NaN            NaN  0.427520E-001            NaN  0.728258E-001            NaN            NaN            NaN
  1263.90        2500.00        93.8229       0.284087        1.87040                 NaN  0.202165E-001            NaN  0.777256        3.22512                 NaN            NaN
  1262.77        2500.00        95.0717        1.08488                 NaN            NaN  0.688379                 NaN  0.671964        2.48303                 NaN            NaN
  1261.64        2500.00        97.5050       0.784764       0.576423E-001            NaN  0.174496                 NaN  0.345046        1.13304                 NaN            NaN
  1260.51        2500.00        96.9451       0.129658       0.788237                 NaN  0.179848                 NaN  0.424210        1.53290                 NaN            NaN
  1259.37        2500.00        97.4974       0.384784       0.226209                 NaN  0.210221                 NaN  0.340970        1.34045                 NaN            NaN
  1258.24        2500.00        96.5148       0.862039       0.276748                 NaN  0.204978                 NaN  0.474392        1.66706                 NaN            NaN
  1257.11        2500.00        97.0392       0.612655       0.260006                 NaN  0.189899                 NaN  0.405207        1.49303                 NaN            NaN
  1255.97        2500.00        95.0203       0.490636       0.799004                 NaN  0.479620                 NaN  0.718604        2.49180                 NaN            NaN
  1254.84        2500.00        99.1953       0.328237                 NaN            NaN            NaN            NaN  0.612001E-001  0.415244                 NaN            NaN
  1253.71        2500.00        97.1756       0.211979       0.751569                 NaN  0.722410E-001            NaN  0.418292        1.37035                 NaN            NaN
  1252.58        2500.00        97.9040       0.573707                 NaN            NaN  0.157649                 NaN  0.246871        1.11782                 NaN            NaN
  1251.44        2500.00        96.4617       0.225861E-001   1.02101                 NaN            NaN            NaN  0.482378        1.86771       0.144639                 NaN
  1250.31        2500.00        99.7671       0.191290E-001  0.400280E-001            NaN            NaN            NaN  0.310690E-001  0.134133       0.858685E-002            NaN
  1249.18        2500.00        99.9013       0.165506E-001            NaN            NaN            NaN            NaN  0.123787E-001  0.656243E-001  0.417876E-002            NaN
  1248.05        2500.00        90.8414        1.52694        1.11806                 NaN  0.598738                 NaN   1.24388        4.67094                 NaN            NaN
  1246.91        2500.00        99.1315       0.230808       0.630860E-001            NaN  0.324879E-001            NaN  0.118250       0.416452       0.737192E-002            NaN
  1245.78        2500.00        99.9999       0.506080E-004            NaN            NaN  0.872215E-005            NaN  0.159124E-004  0.413535E-004  0.528950E-005            NaN
  1244.65        2500.00        99.9998       0.346540E-004            NaN            NaN            NaN            NaN  0.230440E-004  0.112602E-003  0.130844E-005            NaN
  1243.52        2500.00        93.3041        1.60629       0.567603                 NaN  0.215560E-001            NaN  0.888392        3.39061       0.221490                 NaN
  1242.38        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1241.25        2500.00        99.9994       0.149861E-003  0.533509E-004            NaN            NaN            NaN  0.847933E-004  0.306710E-003  0.242955E-004            NaN
  1240.12        2500.00        97.6172       0.187102       0.449414                 NaN  0.132830                 NaN  0.327483        1.22725       0.587227E-001            NaN
  1238.99        2500.00       100.0000       0.216034E-005            NaN            NaN            NaN            NaN  0.123444E-005  0.457323E-005            NaN            NaN
  1237.85        2500.00        93.1712        2.32371                 NaN            NaN  0.103123                 NaN  0.914311        3.35281       0.134881                 NaN
  1236.72        2500.00        98.0224       0.648889       0.112142E-001            NaN            NaN            NaN  0.262574       0.998451       0.564412E-001            NaN
  1235.59        2500.00        97.8115       0.685017       0.248132E-001            NaN            NaN            NaN  0.294914        1.12202       0.616906E-001            NaN
  1234.45        2500.00        95.6455        1.02896       0.296036                 NaN  0.122973                 NaN  0.569087        2.24995       0.874475E-001            NaN
  1233.32        2500.00        99.8292       0.386122E-001            NaN            NaN            NaN            NaN  0.135211E-001  0.101017       0.176620E-001            NaN
  1232.19        2500.00        99.8766       0.615494E-001            NaN            NaN            NaN            NaN  0.211401E-001  0.369760E-001  0.375535E-002            NaN
  1231.06        2500.00        96.1807       0.582469       0.600269                 NaN            NaN            NaN  0.477021        2.05319       0.106378                 NaN
  1229.92        2500.00        97.2312       0.783236                 NaN            NaN            NaN            NaN  0.323436        1.53179       0.130380                 NaN
  1228.79        2500.00        99.4414       0.674353E-001  0.131855                 NaN            NaN            NaN  0.100129       0.259138                 NaN            NaN
  1227.66        2500.00        99.1395       0.362654       0.141472E-005            NaN            NaN            NaN  0.936274E-001  0.361326       0.428451E-001            NaN
  1226.53        2500.00        92.3449        1.08749                 NaN            NaN            NaN            NaN  0.766648        3.44455       0.758936E-001   2.28046     
  1225.39        2500.00        96.8581       0.756566       0.441425                 NaN            NaN            NaN  0.312222        1.34333       0.569392E-001  0.231426     
  1224.26        2500.00        83.7205       0.105816        2.71186                 NaN            NaN            NaN   1.48140        6.99934       0.216730        4.76432     
  1223.13        2500.00        62.9219        5.69185       0.638008                 NaN            NaN            NaN   3.28298        16.0558       0.461425        10.9481     
  1222.00        2500.00                 NaN   5.87035        6.54130                 NaN   4.00648                 NaN   8.53216        43.6159                 NaN   31.4338     
  1220.86        2500.00                 NaN   5.92881        6.50954                 NaN   3.99103                 NaN   8.53769        43.6074                 NaN   31.4255     
  1219.73        2500.00                 NaN   6.32883        6.13087                 NaN   3.97891                 NaN   8.54131        43.6030                 NaN   31.4171     
  1218.60        2500.00                 NaN   6.02074        6.43810                 NaN   3.97803                 NaN   8.54643        43.6001                 NaN   31.4166     
  1217.47        2500.00                 NaN   6.08766        6.40998                 NaN   3.95601                 NaN   8.55072        43.5902                 NaN   31.4054     
  1216.33        2500.00                 NaN   6.35847        6.20963                 NaN   3.90557                 NaN   8.57408        43.5829                 NaN   31.3693     
  1215.20        2500.00                 NaN   5.63569        6.96047                 NaN   3.90077                 NaN   8.56477        43.5677                 NaN   31.3706     
  1214.07        2500.00                 NaN   6.59728        6.00918                 NaN   3.88729                 NaN   8.57888        43.5644                 NaN   31.3629     
  1212.93        2500.00                 NaN   7.82651        5.21739                 NaN   3.53452                 NaN   8.59525        43.5174       0.111702        31.1972     
  1211.80        2500.00                 NaN   16.9507       0.221188                 NaN  0.258915                 NaN   8.83921        43.0790        1.04679        29.6041     
  1210.67        2500.00                 NaN   17.2620                 NaN            NaN  0.185531                 NaN   8.85136        43.0666        1.06762        29.5668     
  1209.54        2500.00                 NaN   17.4854                 NaN            NaN  0.238434E-002            NaN   8.86557        43.0473        1.12208        29.4773     
  1208.40        2500.00                 NaN   17.3443       0.149683                 NaN            NaN            NaN   8.86780        43.0397        1.12084        29.4777     
  1207.27        2500.00                 NaN   17.2169       0.276052                 NaN            NaN            NaN   8.87040        43.0377        1.12096        29.4779     
  1206.14        2500.00                 NaN   17.1557       0.337201                 NaN            NaN            NaN   8.87410        43.0344        1.12064        29.4779     
  1205.01        2500.00                 NaN   17.0791       0.412004                 NaN            NaN            NaN   8.87759        43.0327        1.12086        29.4777     
  1203.87        2500.00                 NaN   16.9809       0.506513                 NaN            NaN            NaN   8.88068        43.0329        1.12177        29.4773     
  1202.74        2500.00                 NaN   16.8843       0.642102                 NaN            NaN            NaN   8.84513        43.0399        1.10518        29.4833     
  1201.61        2500.00                 NaN   15.9821        1.54005                 NaN            NaN            NaN   8.87991        43.0228        1.09499        29.4801     
  1200.48        2500.00                 NaN   15.9212        1.60270                 NaN            NaN            NaN   8.88055        43.0217        1.09351        29.4803     
  1199.34        2500.00                 NaN   15.8800        1.64504                 NaN            NaN            NaN   8.88115        43.0209        1.09244        29.4805     
  1198.21        2500.00                 NaN   15.8528        1.67317                 NaN            NaN            NaN   8.88175        43.0200        1.09167        29.4806     
  1197.08        2500.00                 NaN   15.8321        1.69448                 NaN            NaN            NaN   8.88233        43.0193        1.09107        29.4807     
  1195.95        2500.00                 NaN   15.8086        1.71850                 NaN            NaN            NaN   8.88278        43.0186        1.09061        29.4808     
  1194.81        2500.00                 NaN   15.7904        1.73721                 NaN            NaN            NaN   8.88324        43.0180        1.09022        29.4810     
