|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/LAR/LAR_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1400.64        500.000        99.9222       0.104539E-003            NaN            NaN  0.325756E-001  0.450726E-001            NaN            NaN            NaN
  1399.64        500.000        99.0523       0.293514       0.219805                 NaN  0.100893       0.333526                 NaN            NaN            NaN
  1398.63        500.000        98.9939       0.314233       0.278335                 NaN  0.730669E-001  0.340430                 NaN            NaN            NaN
  1397.63        500.000        99.0075       0.272915       0.310190                 NaN  0.732674E-001  0.336081                 NaN            NaN            NaN
  1396.62        500.000        98.9957       0.272149       0.315748                 NaN  0.758771E-001  0.340562                 NaN            NaN            NaN
  1395.62        500.000        99.0545       0.254740       0.297136                 NaN  0.726835E-001  0.320903                 NaN            NaN            NaN
  1394.62        500.000        99.0456       0.300201       0.256732                 NaN  0.736327E-001  0.323874                 NaN            NaN            NaN
  1393.61        500.000        99.0550       0.250979       0.298271                 NaN  0.746347E-001  0.321151                 NaN            NaN            NaN
  1392.61        500.000        99.0652       0.295639       0.246234                 NaN  0.749993E-001  0.317912                 NaN            NaN            NaN
  1391.60        500.000        99.0768       0.241197       0.292714                 NaN  0.751655E-001  0.314080                 NaN            NaN            NaN
  1390.60        500.000        99.0880       0.289615       0.236242                 NaN  0.753701E-001  0.310765                 NaN            NaN            NaN
  1389.59        500.000        99.1006       0.230577       0.286785                 NaN  0.755351E-001  0.306517                 NaN            NaN            NaN
  1388.59        500.000        99.1084       0.226950       0.284787                 NaN  0.756924E-001  0.304206                 NaN            NaN            NaN
  1387.59        500.000        99.1146       0.282876       0.221936                 NaN  0.778166E-001  0.302797                 NaN            NaN            NaN
  1386.58        500.000        99.1346       0.276996       0.218885                 NaN  0.744091E-001  0.295071                 NaN            NaN            NaN
  1385.58        500.000        99.1388       0.277483       0.212565                 NaN  0.766947E-001  0.294500                 NaN            NaN            NaN
  1384.57        500.000        99.1509       0.207818       0.274278                 NaN  0.765968E-001  0.290396                 NaN            NaN            NaN
  1383.57        500.000        99.1588       0.272199       0.204376                 NaN  0.767072E-001  0.287917                 NaN            NaN            NaN
  1382.57        500.000        99.1685       0.269821       0.200022                 NaN  0.768363E-001  0.284828                 NaN            NaN            NaN
  1381.56        500.000        99.1768       0.268140       0.195575                 NaN  0.773249E-001  0.282203                 NaN            NaN            NaN
  1380.56        500.000        99.1867       0.192353       0.264960                 NaN  0.770653E-001  0.278922                 NaN            NaN            NaN
  1379.55        500.000        99.1960       0.187608       0.262949                 NaN  0.774365E-001  0.276030                 NaN            NaN            NaN
  1378.55        500.000        99.2048       0.260796       0.183716                 NaN  0.775304E-001  0.273150                 NaN            NaN            NaN
  1377.55        500.000        99.2107       0.259426       0.179946                 NaN  0.784636E-001  0.271457                 NaN            NaN            NaN
  1376.54        500.000        99.1855       0.268266       0.185235                 NaN  0.810922E-001  0.279882                 NaN            NaN            NaN
  1375.54        500.000        99.2691       0.164508       0.241181                 NaN  0.736884E-001  0.251488                 NaN            NaN            NaN
  1374.53        500.000        99.2387       0.252216       0.169109                 NaN  0.778289E-001  0.262104                 NaN            NaN            NaN
  1373.53        500.000        99.2459       0.165400       0.250728                 NaN  0.781352E-001  0.259857                 NaN            NaN            NaN
  1372.52        500.000        99.1340       0.186195       0.289804                 NaN  0.912565E-001  0.298726                 NaN            NaN            NaN
  1371.52        500.000        99.3838       0.132888       0.205860                 NaN  0.649963E-001  0.212428                 NaN            NaN            NaN
  1370.52        500.000        99.2703       0.155093       0.244704                 NaN  0.780972E-001  0.251785                 NaN            NaN            NaN
  1369.51        500.000        99.2775       0.242721       0.151062                 NaN  0.789680E-001  0.249798                 NaN            NaN            NaN
  1368.51        500.000        99.2863       0.239854       0.150267                 NaN  0.772821E-001  0.246247                 NaN            NaN            NaN
  1367.50        500.000        99.2930       0.240183       0.140639                 NaN  0.812485E-001  0.244942                 NaN            NaN            NaN
  1366.50        500.000        99.2976       0.148468       0.235727                 NaN  0.757071E-001  0.242512                 NaN            NaN            NaN
  1365.50        500.000        99.3091       0.140586       0.234506                 NaN  0.771806E-001  0.238627                 NaN            NaN            NaN
  1364.49        500.000        99.3145       0.233622       0.136130                 NaN  0.784777E-001  0.237299                 NaN            NaN            NaN
  1363.49        500.000        99.3218       0.231725       0.133305                 NaN  0.782775E-001  0.234891                 NaN            NaN            NaN
  1362.48        500.000        99.3282       0.230083       0.130914                 NaN  0.780781E-001  0.232691                 NaN            NaN            NaN
  1361.48        500.000        99.3334       0.229022       0.128450                 NaN  0.781287E-001  0.231027                 NaN            NaN            NaN
  1360.48        500.000        99.3434       0.125237       0.226209                 NaN  0.776591E-001  0.227471                 NaN            NaN            NaN
  1359.47        500.000        99.3476       0.121784       0.225608                 NaN  0.786017E-001  0.226453                 NaN            NaN            NaN
  1358.47        500.000        99.3556       0.222375       0.121754                 NaN  0.769466E-001  0.223288                 NaN            NaN            NaN
  1357.46        500.000        99.3605       0.222026       0.117962                 NaN  0.776177E-001  0.221897                 NaN            NaN            NaN
  1356.46        500.000        99.3675       0.115883       0.219797                 NaN  0.773423E-001  0.219525                 NaN            NaN            NaN
  1355.46        500.000        99.3734       0.113040       0.218685                 NaN  0.773376E-001  0.217537                 NaN            NaN            NaN
  1354.45        500.000        99.3798       0.216921       0.111238                 NaN  0.767916E-001  0.215248                 NaN            NaN            NaN
  1353.45        500.000        99.3852       0.215686       0.108797                 NaN  0.768254E-001  0.213482                 NaN            NaN            NaN
  1352.44        500.000        99.3918       0.214081       0.106189                 NaN  0.766708E-001  0.211236                 NaN            NaN            NaN
  1351.44        500.000        99.3973       0.212471       0.104587                 NaN  0.762872E-001  0.209324                 NaN            NaN            NaN
  1350.43        500.000        99.4034       0.210911       0.102227                 NaN  0.761672E-001  0.207292                 NaN            NaN            NaN
  1349.43        500.000        99.4030       0.209221       0.108496                 NaN  0.723100E-001  0.206930                 NaN            NaN            NaN
  1348.43        500.000        99.4191       0.208778       0.908571E-001            NaN  0.789435E-001  0.202312                 NaN            NaN            NaN
  1347.42        500.000        99.4200       0.206165       0.972612E-001            NaN  0.750628E-001  0.201529                 NaN            NaN            NaN
  1346.42        500.000        99.4253       0.204964       0.946830E-001            NaN  0.751719E-001  0.199836                 NaN            NaN            NaN
  1345.41        500.000        99.4311       0.918322E-001  0.203398                 NaN  0.755518E-001  0.198083                 NaN            NaN            NaN
  1344.41        500.000        99.4372       0.201615       0.920396E-001            NaN  0.737648E-001  0.195343                 NaN            NaN            NaN
  1343.41        500.000        99.4412       0.883940E-001  0.201641                 NaN  0.744199E-001  0.194295                 NaN            NaN            NaN
  1342.40        500.000        99.4468       0.199141       0.884125E-001            NaN  0.734716E-001  0.192222                 NaN            NaN            NaN
  1341.40        500.000        99.4516       0.864352E-001  0.198086                 NaN  0.732900E-001  0.190556                 NaN            NaN            NaN
  1340.39        500.000        99.4561       0.853833E-001  0.196733                 NaN  0.728546E-001  0.188935                 NaN            NaN            NaN
  1339.39        500.000        99.5518       0.163552       0.664998E-001            NaN  0.619878E-001  0.156131                 NaN            NaN            NaN
  1338.39        500.000        99.3757       0.999234E-001  0.225232                 NaN  0.827221E-001  0.216394                 NaN            NaN            NaN
  1337.38        500.000        99.4703       0.799985E-001  0.193211                 NaN  0.723873E-001  0.184122                 NaN            NaN            NaN
  1336.38        500.000        99.4770       0.190605       0.799786E-001            NaN  0.709050E-001  0.181540                 NaN            NaN            NaN
  1335.37        500.000        99.4804       0.786186E-001  0.190094                 NaN  0.706187E-001  0.180308                 NaN            NaN            NaN
  1334.37        500.000        99.4852       0.188534       0.771170E-001            NaN  0.704552E-001  0.178678                 NaN            NaN            NaN
  1333.36        500.000        99.4891       0.760351E-001  0.187733                 NaN  0.699028E-001  0.177216                 NaN            NaN            NaN
  1332.36        500.000        99.4947       0.185589       0.749971E-001            NaN  0.694214E-001  0.175286                 NaN            NaN            NaN
  1331.36        500.000        99.4988       0.184627       0.738758E-001            NaN  0.688956E-001  0.173805                 NaN            NaN            NaN
  1330.35        500.000        99.5029       0.183652       0.726109E-001            NaN  0.685014E-001  0.172302                 NaN            NaN            NaN
  1329.35        500.000        99.5081       0.695372E-001  0.182716                 NaN  0.689124E-001  0.170756                 NaN            NaN            NaN
  1328.34        500.000        99.5119       0.180366       0.723008E-001            NaN  0.665907E-001  0.168808                 NaN            NaN            NaN
  1327.34        500.000        99.5159       0.700585E-001  0.179579                 NaN  0.668316E-001  0.167640                 NaN            NaN            NaN
  1326.34        500.000        99.5201       0.177185       0.710746E-001            NaN  0.656506E-001  0.165975                 NaN            NaN            NaN
  1325.33        500.000        99.5239       0.176698       0.694875E-001            NaN  0.653139E-001  0.164619                 NaN            NaN            NaN
  1324.33        500.000        99.5281       0.175016       0.687980E-001            NaN  0.649225E-001  0.163190                 NaN            NaN            NaN
  1323.32        500.000        99.5323       0.679647E-001  0.173996                 NaN  0.641698E-001  0.161546                 NaN            NaN            NaN
  1322.32        500.000        99.5358       0.679474E-001  0.172620                 NaN  0.633886E-001  0.160251                 NaN            NaN            NaN
  1321.32        500.000        99.5395       0.677169E-001  0.171337                 NaN  0.625993E-001  0.158818                 NaN            NaN            NaN
  1320.31        500.000        99.5437       0.169836       0.669097E-001            NaN  0.621809E-001  0.157355                 NaN            NaN            NaN
  1319.31        500.000        99.5473       0.168861       0.664220E-001            NaN  0.614758E-001  0.155959                 NaN            NaN            NaN
  1318.30        500.000        99.5492       0.666844E-001  0.168195                 NaN  0.606712E-001  0.155269                 NaN            NaN            NaN
  1317.30        500.000        99.5548       0.165861       0.668693E-001            NaN  0.595010E-001  0.152943                 NaN            NaN            NaN
  1316.29        500.000        99.5584       0.164743       0.658697E-001            NaN  0.591894E-001  0.151772                 NaN            NaN            NaN
  1315.29        500.000        99.5760       0.192655                 NaN            NaN  0.817896E-001  0.149592                 NaN            NaN            NaN
  1314.29        500.000        99.5494       0.133601       0.132078                 NaN  0.341765E-001  0.150791                 NaN            NaN            NaN
  1313.28        500.000        99.5696       0.160606       0.653681E-001            NaN  0.569679E-001  0.147466                 NaN            NaN            NaN
  1312.28        500.000        99.5714       0.637034E-001  0.161129                 NaN  0.567643E-001  0.146990                 NaN            NaN            NaN
  1311.27        500.000        99.5762       0.157668       0.657877E-001            NaN  0.553632E-001  0.144940                 NaN            NaN            NaN
  1310.27        500.000        99.5783       0.156372       0.668986E-001            NaN  0.542763E-001  0.144187                 NaN            NaN            NaN
  1309.27        500.000        99.5817       0.665121E-001  0.155181                 NaN  0.536868E-001  0.142921                 NaN            NaN            NaN
  1308.26        500.000        99.5846       0.667972E-001  0.154092                 NaN  0.527798E-001  0.141766                 NaN            NaN            NaN
  1307.26        500.000        99.5878       0.152651       0.671435E-001            NaN  0.518819E-001  0.140524                 NaN            NaN            NaN
  1306.25        500.000        99.5910       0.151224       0.674124E-001            NaN  0.510307E-001  0.139288                 NaN            NaN            NaN
  1305.25        500.000        99.5941       0.149958       0.676748E-001            NaN  0.502040E-001  0.138090                 NaN            NaN            NaN
  1304.25        500.000        99.5964       0.667760E-001  0.149383                 NaN  0.500569E-001  0.137353                 NaN            NaN            NaN
  1303.24        500.000        99.6005       0.145842       0.704318E-001            NaN  0.477571E-001  0.135469                 NaN            NaN            NaN
  1302.24        500.000        99.6012       0.715137E-001  0.144921                 NaN  0.471161E-001  0.135280                 NaN            NaN            NaN
  1301.23        500.000        99.6064       0.143076       0.708959E-001            NaN  0.463664E-001  0.133278                 NaN            NaN            NaN
  1300.23        500.000        99.6079       0.143180       0.707726E-001            NaN  0.455745E-001  0.132610                 NaN            NaN            NaN
  1299.22        500.000        99.6111       0.141746       0.711123E-001            NaN  0.446633E-001  0.131374                 NaN            NaN            NaN
  1298.22        500.000        99.6140       0.718202E-001  0.139967                 NaN  0.439096E-001  0.130302                 NaN            NaN            NaN
  1297.22        500.000        99.6166       0.138165       0.733690E-001            NaN  0.426737E-001  0.129223                 NaN            NaN            NaN
  1296.21        500.000        99.6294       0.299815E-002  0.166816                 NaN  0.714414E-001  0.129305                 NaN            NaN            NaN
  1295.21        500.000        99.6114       0.104772       0.146274                 NaN  0.113386E-001  0.126264                 NaN            NaN            NaN
  1294.20        500.000        99.6243       0.133668       0.758770E-001            NaN  0.399405E-001  0.126212                 NaN            NaN            NaN
  1293.20        500.000        99.6268       0.132072       0.769809E-001            NaN  0.389117E-001  0.125209                 NaN            NaN            NaN
  1292.20        500.000        99.6294       0.130905       0.774766E-001            NaN  0.380668E-001  0.124197                 NaN            NaN            NaN
  1291.19        500.000        99.6316       0.129227       0.789097E-001            NaN  0.369748E-001  0.123287                 NaN            NaN            NaN
  1290.19        500.000        99.6343       0.127664       0.790183E-001            NaN  0.365929E-001  0.122412                 NaN            NaN            NaN
  1289.18        500.000        99.6365       0.125041       0.825905E-001            NaN  0.345672E-001  0.121268                 NaN            NaN            NaN
  1288.18        500.000        99.6386       0.815248E-001  0.125175                 NaN  0.342094E-001  0.120517                 NaN            NaN            NaN
  1287.18        500.000        99.6409       0.122072       0.848008E-001            NaN  0.327007E-001  0.119527                 NaN            NaN            NaN
  1286.17        500.000        99.6430       0.853452E-001  0.120916                 NaN  0.319872E-001  0.118758                 NaN            NaN            NaN
  1285.17        500.000        99.6451       0.880693E-001  0.118357                 NaN  0.306236E-001  0.117834                 NaN            NaN            NaN
  1284.16        500.000        95.0167       0.435853       0.849313                 NaN            NaN  0.627442        3.07073                 NaN            NaN
  1283.16        500.000        93.6440        1.05582       0.536169                 NaN            NaN  0.779475        3.98456                 NaN            NaN
  1282.15        500.000        93.9682       0.503950        1.01277                 NaN            NaN  0.743786        3.77133                 NaN            NaN
  1281.15        500.000        94.2658       0.973199       0.474035                 NaN            NaN  0.710872        3.57606                 NaN            NaN
  1280.15        500.000        94.5352       0.945926       0.439185                 NaN            NaN  0.681231        3.39842                 NaN            NaN
  1279.14        500.000        94.7921       0.918705       0.405744                 NaN            NaN  0.652579        3.23083                 NaN            NaN
  1278.14        500.000        95.0203       0.903073       0.368236                 NaN            NaN  0.627307        3.08110                 NaN            NaN
