|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1065.16        500.000                 NaN            NaN            NaN            NaN   3.14305                 NaN            NaN   6.79461                 NaN            NaN   6.82264        41.7476        40.6426       0.849520     
  1062.66        500.000                 NaN            NaN            NaN            NaN   1.35845                 NaN            NaN   9.71456       0.168434E-005            NaN   7.16034        40.8917        40.2247       0.650253     
  1060.15        500.000                 NaN            NaN            NaN            NaN   3.15376                 NaN            NaN   6.78205                 NaN            NaN   6.82364        41.7451        40.6462       0.849205     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.99564        5.79439                 NaN   7.35720        40.4451        39.8773       0.530361     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.848320        2.89065        8.10470        7.40505        40.3605        39.8840       0.506776     
  1052.63        500.000                 NaN            NaN            NaN            NaN   1.73940                 NaN            NaN   9.16364                 NaN            NaN   7.12217        40.9789        40.3260       0.669937     
  1050.13        500.000                 NaN            NaN            NaN            NaN   1.91901                 NaN            NaN  0.629605        8.21909                 NaN   7.06404        41.0964        40.3667       0.705141     
  1047.62        500.000                 NaN            NaN            NaN            NaN   2.09623                 NaN            NaN   1.22402        7.34475                 NaN   7.04268        41.1612        40.4106       0.720578     
  1045.11        500.000                 NaN            NaN            NaN            NaN   1.75281                 NaN            NaN   9.14782                 NaN            NaN   7.10779        40.9828        40.3321       0.676600     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.27121        5.59000                 NaN   7.41856        40.3320        39.8875       0.500721     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.95755        3.91744                 NaN   7.42797        40.3117        39.8899       0.495468     
  1037.59        500.000                 NaN            NaN            NaN            NaN  0.258546                 NaN            NaN   8.52015        2.96223                 NaN   7.38763        40.3952        39.9570       0.519234     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.79947        5.08793                 NaN   7.43695        40.2926        39.8922       0.490831     
  1032.58        500.000                 NaN            NaN            NaN            NaN  0.343083                 NaN            NaN   7.66620        3.69595                 NaN   7.38087        40.4096        39.9805       0.523764     
  1030.08        500.000                 NaN            NaN            NaN            NaN  0.378545                 NaN            NaN   7.47577        3.83640                 NaN   7.37829        40.4149        39.9905       0.525551     
  1027.57        500.000                 NaN            NaN            NaN            NaN   2.07015                 NaN            NaN   8.68326       0.219651E-003            NaN   7.08123        41.0470        40.4191       0.698973     
  1025.06        500.000                 NaN            NaN            NaN            NaN   2.23629                 NaN            NaN  0.973912        7.42092                 NaN   7.04390        41.1485        40.4551       0.721445     
  1022.56        500.000                 NaN            NaN            NaN            NaN   2.25076                 NaN            NaN  0.948068        7.42912                 NaN   7.04419        41.1467        40.4598       0.721451     
  1020.05        500.000                 NaN            NaN            NaN            NaN   2.26508                 NaN            NaN  0.922818        7.43697                 NaN   7.04450        41.1448        40.4644       0.721446     
  1017.54        500.000                 NaN            NaN            NaN            NaN   2.33984                 NaN            NaN  0.897739        7.36644                 NaN   7.04485        41.1428        40.4869       0.721419     
  1015.04        500.000                 NaN            NaN            NaN            NaN   2.21212                 NaN            NaN   8.50068                 NaN            NaN   7.08092        41.0438        40.4624       0.700126     
  1012.53        500.000                 NaN            NaN            NaN            NaN   2.23152                 NaN            NaN   8.47487                 NaN            NaN   7.08025        41.0444        40.4682       0.700715     
  1010.03        500.000                 NaN            NaN            NaN            NaN   2.25053                 NaN            NaN   8.44965                 NaN            NaN   7.07963        41.0450        40.4740       0.701269     
  1007.52        500.000                 NaN            NaN            NaN            NaN   2.34528                 NaN            NaN  0.757696        7.50296                 NaN   7.04485        41.1369        40.4902       0.722159     
  1005.01        500.000                 NaN            NaN            NaN            NaN   2.28746                 NaN            NaN   8.40094                 NaN            NaN   7.07859        41.0456        40.4852       0.702277     
  1002.51        500.000                 NaN            NaN            NaN            NaN   2.30539                 NaN            NaN   8.37742       0.602196E-005            NaN   7.07815        41.0456        40.4907       0.702732     
  1000.00        500.000                 NaN            NaN            NaN            NaN   2.32299                 NaN            NaN   8.35444                 NaN            NaN   7.07777        41.0456        40.4961       0.703155     
