|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1533.83        500.000        99.1453                 NaN            NaN            NaN  0.160246E-001            NaN  0.838638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1606                 NaN            NaN            NaN  0.197220E-001            NaN  0.819673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1696                 NaN            NaN            NaN  0.752959E-002            NaN  0.822916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1802                 NaN            NaN            NaN  0.971463E-003            NaN  0.818863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1923                 NaN            NaN            NaN  0.133648E-001            NaN  0.794336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.2010                 NaN            NaN            NaN  0.193576E-003            NaN  0.798795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.2141                 NaN            NaN            NaN            NaN            NaN  0.785866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2208                 NaN            NaN            NaN            NaN            NaN  0.779189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2368                 NaN            NaN            NaN  0.166021E-001            NaN  0.746574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.2423                 NaN            NaN            NaN            NaN            NaN  0.757659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2526                 NaN            NaN            NaN            NaN            NaN  0.747373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2613                 NaN            NaN            NaN            NaN            NaN  0.738749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2725                 NaN            NaN            NaN            NaN            NaN  0.727488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2770                 NaN            NaN            NaN            NaN            NaN  0.723030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2883                 NaN            NaN            NaN            NaN            NaN  0.711674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2950                 NaN            NaN            NaN            NaN            NaN  0.704954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.3047                 NaN            NaN            NaN            NaN            NaN  0.695282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.3100                 NaN            NaN            NaN            NaN            NaN  0.690037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2848                 NaN            NaN            NaN            NaN            NaN  0.503595       0.211584                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2103                 NaN            NaN            NaN            NaN            NaN  0.777183E-001  0.712030                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2181                 NaN            NaN            NaN            NaN            NaN  0.718237E-001  0.710123                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2245                 NaN            NaN            NaN            NaN            NaN  0.640616E-001  0.711485                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2314                 NaN            NaN            NaN            NaN            NaN  0.570566E-001  0.711574                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2378                 NaN            NaN            NaN            NaN            NaN  0.510834E-001  0.711090                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2432                 NaN            NaN            NaN            NaN            NaN  0.420393E-001  0.714749                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2491                 NaN            NaN            NaN            NaN            NaN  0.347328E-001  0.716169                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2550                 NaN            NaN            NaN            NaN            NaN  0.280183E-001  0.716975                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2580                 NaN            NaN            NaN            NaN            NaN  0.197394E-001  0.722305                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2636                 NaN            NaN            NaN            NaN            NaN  0.112510E-001  0.725178                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2631                 NaN            NaN            NaN            NaN            NaN            NaN  0.736895                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2731                 NaN            NaN            NaN            NaN            NaN  0.208597E-001  0.706053                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2731                 NaN            NaN            NaN            NaN            NaN            NaN  0.726907                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2760                 NaN            NaN            NaN            NaN            NaN  0.100402E-001  0.713931                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2743                 NaN            NaN            NaN            NaN            NaN            NaN  0.725683                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2778                 NaN            NaN            NaN            NaN            NaN            NaN  0.722227                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2738                 NaN            NaN            NaN            NaN            NaN            NaN  0.726171                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2724                 NaN            NaN            NaN            NaN            NaN            NaN  0.727561                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0945                 NaN            NaN            NaN            NaN            NaN            NaN  0.594536       0.310935                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.9977                 NaN            NaN            NaN            NaN            NaN  0.228819       0.773456                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.8163                 NaN            NaN            NaN            NaN            NaN            NaN  0.601516       0.582172                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.9307                 NaN            NaN            NaN            NaN            NaN            NaN  0.661660       0.407664                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.9476                 NaN            NaN            NaN            NaN            NaN            NaN  0.400696       0.651723                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.9659                 NaN            NaN            NaN            NaN            NaN            NaN  0.393060       0.641037                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.9821                 NaN            NaN            NaN            NaN            NaN            NaN  0.631501       0.386357                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.9985                 NaN            NaN            NaN            NaN            NaN            NaN  0.379641       0.621867                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        99.0146                 NaN            NaN            NaN            NaN            NaN            NaN  0.373108       0.612285                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        99.0297                 NaN            NaN            NaN            NaN            NaN            NaN  0.366569       0.603764                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        97.3960                 NaN            NaN            NaN            NaN            NaN            NaN  0.728193        1.04470                 NaN  0.831142                 NaN            NaN            NaN
  1413.53        500.000        97.3345                 NaN            NaN            NaN            NaN            NaN            NaN   1.07140       0.714131                 NaN  0.880005                 NaN            NaN            NaN
  1411.03        500.000        97.4196                 NaN            NaN            NaN            NaN            NaN            NaN   1.03648       0.690990                 NaN  0.852929                 NaN            NaN            NaN
  1408.52        500.000        97.5210                 NaN            NaN            NaN            NaN            NaN            NaN  0.996119       0.663251                 NaN  0.819590                 NaN            NaN            NaN
  1406.02        500.000        97.5992                 NaN            NaN            NaN            NaN            NaN            NaN  0.641740       0.964186                 NaN  0.794880                 NaN            NaN            NaN
  1403.51        500.000        97.6768                 NaN            NaN            NaN            NaN            NaN            NaN  0.932840       0.620556                 NaN  0.769805                 NaN            NaN            NaN
  1401.00        500.000        97.7511                 NaN            NaN            NaN            NaN            NaN            NaN  0.903147       0.600046                 NaN  0.745703                 NaN            NaN            NaN
  1398.50        500.000        97.8227                 NaN            NaN            NaN            NaN            NaN            NaN  0.579883       0.874898                 NaN  0.722504                 NaN            NaN            NaN
  1395.99        500.000        97.8894                 NaN            NaN            NaN            NaN            NaN            NaN  0.561616       0.848040                 NaN  0.700905                 NaN            NaN            NaN
  1393.48        500.000        97.9540                 NaN            NaN            NaN            NaN            NaN            NaN  0.543724       0.822428                 NaN  0.679898                 NaN            NaN            NaN
  1390.98        500.000        98.0145                 NaN            NaN            NaN            NaN            NaN            NaN  0.798362       0.527186                 NaN  0.659949                 NaN            NaN            NaN
  1388.47        500.000        98.0743                 NaN            NaN            NaN            NaN            NaN            NaN  0.775060       0.510157                 NaN  0.640484                 NaN            NaN            NaN
  1385.96        500.000        98.1257                 NaN            NaN            NaN            NaN            NaN            NaN  0.755027       0.495273                 NaN  0.624003                 NaN            NaN            NaN
  1383.46        500.000        98.1857                 NaN            NaN            NaN            NaN            NaN            NaN  0.479119       0.731453                 NaN  0.603770                 NaN            NaN            NaN
  1380.95        500.000        98.2347                 NaN            NaN            NaN            NaN            NaN            NaN  0.711748       0.465700                 NaN  0.587856                 NaN            NaN            NaN
  1378.45        500.000        98.2838                 NaN            NaN            NaN            NaN            NaN            NaN  0.451400       0.693216                 NaN  0.571624                 NaN            NaN            NaN
  1375.94        500.000        98.3295                 NaN            NaN            NaN            NaN            NaN            NaN  0.675047       0.438901                 NaN  0.556585                 NaN            NaN            NaN
  1373.43        500.000        98.3750                 NaN            NaN            NaN            NaN            NaN            NaN  0.426002       0.657419                 NaN  0.541575                 NaN            NaN            NaN
  1370.93        500.000        98.4189                 NaN            NaN            NaN            NaN            NaN            NaN  0.413660       0.640578                 NaN  0.526905                 NaN            NaN            NaN
  1368.42        500.000        98.4604                 NaN            NaN            NaN            NaN            NaN            NaN  0.624599       0.401997                 NaN  0.513017                 NaN            NaN            NaN
  1365.91        500.000        98.5003                 NaN            NaN            NaN            NaN            NaN            NaN  0.390771       0.609147                 NaN  0.499767                 NaN            NaN            NaN
  1363.41        500.000        98.5388                 NaN            NaN            NaN            NaN            NaN            NaN  0.379882       0.594371                 NaN  0.486958                 NaN            NaN            NaN
  1360.90        500.000        98.5759                 NaN            NaN            NaN            NaN            NaN            NaN  0.369390       0.580148                 NaN  0.474550                 NaN            NaN            NaN
  1358.40        500.000        98.6114                 NaN            NaN            NaN            NaN            NaN            NaN  0.359317       0.566612                 NaN  0.462659                 NaN            NaN            NaN
  1355.89        500.000        98.6467                 NaN            NaN            NaN            NaN            NaN            NaN  0.349656       0.552725                 NaN  0.450908                 NaN            NaN            NaN
  1353.38        500.000        98.6792                 NaN            NaN            NaN            NaN            NaN            NaN  0.340478       0.540382                 NaN  0.439909                 NaN            NaN            NaN
  1350.88        500.000        98.7112                 NaN            NaN            NaN            NaN            NaN            NaN  0.528381       0.331243                 NaN  0.429193                 NaN            NaN            NaN
  1348.37        500.000        98.7421                 NaN            NaN            NaN            NaN            NaN            NaN  0.322460       0.516670                 NaN  0.418812                 NaN            NaN            NaN
  1345.86        500.000        98.7719                 NaN            NaN            NaN            NaN            NaN            NaN  0.314159       0.505247                 NaN  0.408693                 NaN            NaN            NaN
  1343.36        500.000        98.8013                 NaN            NaN            NaN            NaN            NaN            NaN  0.494132       0.305725                 NaN  0.398812                 NaN            NaN            NaN
  1340.85        500.000        98.8285                 NaN            NaN            NaN            NaN            NaN            NaN  0.298229       0.483685                 NaN  0.389583                 NaN            NaN            NaN
  1338.35        500.000        98.8560                 NaN            NaN            NaN            NaN            NaN            NaN  0.473551       0.290171                 NaN  0.380275                 NaN            NaN            NaN
  1335.84        500.000        98.8818                 NaN            NaN            NaN            NaN            NaN            NaN  0.464106       0.282474                 NaN  0.371589                 NaN            NaN            NaN
  1333.33        500.000        98.9073                 NaN            NaN            NaN            NaN            NaN            NaN  0.275733       0.454116                 NaN  0.362880                 NaN            NaN            NaN
  1330.83        500.000        98.9312                 NaN            NaN            NaN            NaN            NaN            NaN  0.268810       0.445186                 NaN  0.354826                 NaN            NaN            NaN
  1328.32        500.000        98.9553                 NaN            NaN            NaN            NaN            NaN            NaN  0.262121       0.436058                 NaN  0.346561                 NaN            NaN            NaN
  1325.81        500.000        98.9782                 NaN            NaN            NaN            NaN            NaN            NaN  0.427820       0.255073                 NaN  0.338937                 NaN            NaN            NaN
  1323.31        500.000        99.0007                 NaN            NaN            NaN            NaN            NaN            NaN  0.248830       0.419284                 NaN  0.331174                 NaN            NaN            NaN
  1320.80        500.000        99.0221                 NaN            NaN            NaN            NaN            NaN            NaN  0.411264       0.242716                 NaN  0.323905                 NaN            NaN            NaN
  1318.30        500.000        99.0427                 NaN            NaN            NaN            NaN            NaN            NaN  0.236903       0.403570                 NaN  0.316831                 NaN            NaN            NaN
  1315.79        500.000        99.0641                 NaN            NaN            NaN            NaN            NaN            NaN  0.230783       0.395597                 NaN  0.309567                 NaN            NaN            NaN
  1313.28        500.000        99.0835                 NaN            NaN            NaN            NaN            NaN            NaN  0.388125       0.225446                 NaN  0.302954                 NaN            NaN            NaN
  1310.78        500.000        99.1028                 NaN            NaN            NaN            NaN            NaN            NaN  0.220024       0.380836                 NaN  0.296342                 NaN            NaN            NaN
  1308.27        500.000        99.1216                 NaN            NaN            NaN            NaN            NaN            NaN  0.373810       0.214671                 NaN  0.289953                 NaN            NaN            NaN
  1305.76        500.000        99.1396                 NaN            NaN            NaN            NaN            NaN            NaN  0.366963       0.209671                 NaN  0.283797                 NaN            NaN            NaN
  1303.26        500.000        99.1574                 NaN            NaN            NaN            NaN            NaN            NaN  0.360385       0.204520                 NaN  0.277684                 NaN            NaN            NaN
  1300.75        500.000        99.1748                 NaN            NaN            NaN            NaN            NaN            NaN  0.354123       0.199199                 NaN  0.271859                 NaN            NaN            NaN
  1298.25        500.000        99.1914                 NaN            NaN            NaN            NaN            NaN            NaN  0.347544       0.195061                 NaN  0.266029                 NaN            NaN            NaN
  1295.74        500.000        99.2077                 NaN            NaN            NaN            NaN            NaN            NaN  0.190437       0.341339                 NaN  0.260479                 NaN            NaN            NaN
  1293.23        500.000        81.7317                 NaN            NaN            NaN            NaN            NaN            NaN   1.56526        2.84899                 NaN   2.14107        11.7130                 NaN            NaN
  1290.73        500.000        80.6210                 NaN            NaN            NaN            NaN            NaN            NaN   1.65784        2.94135                 NaN   2.24568        12.5341                 NaN            NaN
  1288.22        500.000        84.4294                 NaN            NaN            NaN            NaN            NaN            NaN   1.35843        2.34254                 NaN   1.82121        10.0485                 NaN            NaN
  1285.71        500.000        87.0396                 NaN            NaN            NaN            NaN            NaN            NaN   1.93100        1.15219                 NaN   1.52838        8.34885                 NaN            NaN
  1283.21        500.000        88.9468                 NaN            NaN            NaN            NaN            NaN            NaN   1.63127       0.998101                 NaN   1.31256        7.11123                 NaN            NaN
  1280.70        500.000        90.3844                 NaN            NaN            NaN            NaN            NaN            NaN  0.882596        1.40423                 NaN   1.14884        6.17991                 NaN            NaN
  1278.20        500.000        91.5139                 NaN            NaN            NaN            NaN            NaN            NaN   1.22502       0.790842                 NaN   1.01871        5.45152                 NaN            NaN
  1275.69        500.000        92.4147                 NaN            NaN            NaN            NaN            NaN            NaN   1.08200       0.717987                 NaN  0.914314        4.87097                 NaN            NaN
  1273.18        500.000        93.1550                 NaN            NaN            NaN            NaN            NaN            NaN  0.964112       0.657549                 NaN  0.827702        4.39562                 NaN            NaN
  1270.68        500.000        93.7758                 NaN            NaN            NaN            NaN            NaN            NaN  0.866477       0.605217                 NaN  0.754526        3.99796                 NaN            NaN
  1268.17        500.000        94.2992                 NaN            NaN            NaN            NaN            NaN            NaN  0.780044       0.564457                 NaN  0.692028        3.66426                 NaN            NaN
  1265.66        500.000        94.7475                 NaN            NaN            NaN            NaN            NaN            NaN  0.712487       0.524924                 NaN  0.638453        3.37663                 NaN            NaN
  1263.16        500.000        95.1355                 NaN            NaN            NaN            NaN            NaN            NaN  0.491686       0.651576                 NaN  0.591591        3.12969                 NaN            NaN
  1260.65        500.000        95.4754                 NaN            NaN            NaN            NaN            NaN            NaN  0.597156       0.463758                 NaN  0.550224        2.91348                 NaN            NaN
  1258.15        500.000        95.7774                 NaN            NaN            NaN            NaN            NaN            NaN  0.549747       0.437940                 NaN  0.513269        2.72160                 NaN            NaN
  1255.64        500.000        96.0440                 NaN            NaN            NaN            NaN            NaN            NaN  0.416514       0.507077                 NaN  0.480411        2.55202                 NaN            NaN
  1253.13        500.000        96.2850                 NaN            NaN            NaN            NaN            NaN            NaN  0.394788       0.470123                 NaN  0.450282        2.39981                 NaN            NaN
  1250.63        500.000        96.5035                 NaN            NaN            NaN            NaN            NaN            NaN  0.436536       0.375386                 NaN  0.423100        2.26143                 NaN            NaN
  1248.12        500.000        96.6946                 NaN            NaN            NaN            NaN            NaN            NaN  0.360412       0.406024                 NaN  0.399139        2.13982                 NaN            NaN
  1245.61        500.000        96.8707                 NaN            NaN            NaN            NaN            NaN            NaN  0.379569       0.344866                 NaN  0.377034        2.02783                 NaN            NaN
  1243.11        500.000        97.0346                 NaN            NaN            NaN            NaN            NaN            NaN  0.332664       0.352022                 NaN  0.356219        1.92446                 NaN            NaN
  1240.60        500.000        97.1848                 NaN            NaN            NaN            NaN            NaN            NaN  0.648510                 NaN            NaN  0.337299        1.82940                 NaN            NaN
  1238.10        500.000        97.3205                 NaN            NaN            NaN            NaN            NaN            NaN  0.616230                 NaN            NaN  0.319823        1.74349                 NaN            NaN
  1235.59        500.000        97.4443                 NaN            NaN            NaN            NaN            NaN            NaN  0.587110                 NaN            NaN  0.303953        1.66462                 NaN            NaN
  1233.08        500.000        97.5634                 NaN            NaN            NaN            NaN            NaN            NaN  0.558174                 NaN            NaN  0.288586        1.58983                 NaN            NaN
  1230.58        500.000        97.6726                 NaN            NaN            NaN            NaN            NaN            NaN  0.532631                 NaN            NaN  0.273455        1.52136                 NaN            NaN
  1228.07        500.000        97.7723                 NaN            NaN            NaN            NaN            NaN            NaN  0.508999                 NaN            NaN  0.261159        1.45753                 NaN            NaN
  1225.56        500.000        97.8642                 NaN            NaN            NaN            NaN            NaN            NaN  0.487566                 NaN            NaN  0.249482        1.39874                 NaN            NaN
  1223.06        500.000        97.9533                 NaN            NaN            NaN            NaN            NaN            NaN  0.466190                 NaN            NaN  0.237588        1.34288                 NaN            NaN
  1220.55        500.000        98.0325                 NaN            NaN            NaN            NaN            NaN            NaN  0.448462                 NaN            NaN  0.227090        1.29196                 NaN            NaN
  1218.05        500.000        98.1078                 NaN            NaN            NaN            NaN            NaN            NaN  0.431573                 NaN            NaN  0.216744        1.24386                 NaN            NaN
  1215.54        500.000        98.1810                 NaN            NaN            NaN            NaN            NaN            NaN  0.413634                 NaN            NaN  0.208268        1.19710                 NaN            NaN
  1213.03        500.000        98.2464                 NaN            NaN            NaN            NaN            NaN            NaN  0.399173                 NaN            NaN  0.199182        1.15520                 NaN            NaN
  1210.53        500.000        89.7168                 NaN            NaN            NaN            NaN            NaN            NaN   1.03120                 NaN            NaN  0.803969        4.31076        4.13728                 NaN
  1208.02        500.000        87.7907                 NaN            NaN            NaN            NaN            NaN            NaN   1.20632                 NaN            NaN  0.944087        4.98213        5.07672                 NaN
  1205.51        500.000        87.9345                 NaN            NaN            NaN            NaN            NaN            NaN   1.22544                 NaN            NaN  0.938770        4.89312        5.00818                 NaN
  1203.01        500.000        83.4196                 NaN            NaN            NaN            NaN            NaN            NaN   1.44228                 NaN            NaN   1.25862        6.97300        6.86391       0.425843E-001
  1200.50        500.000        89.8326                 NaN            NaN            NaN            NaN            NaN            NaN   1.17996                 NaN            NaN  0.839191        3.85078        4.26750       0.299731E-001
  1197.99        500.000        86.4818                 NaN            NaN            NaN            NaN            NaN            NaN   1.38564                 NaN            NaN   1.04422        5.54183        5.48834       0.581976E-001
  1195.49        500.000        85.4420                 NaN            NaN            NaN            NaN            NaN            NaN   1.31316                 NaN            NaN   1.16480        5.61723        6.40164       0.612021E-001
  1192.98        500.000        74.7050                 NaN            NaN            NaN            NaN            NaN            NaN   2.42277                 NaN            NaN   1.84464        11.2184        9.72223       0.869286E-001
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.53866                 NaN            NaN   6.94626        42.8669        41.3030       0.345204     
  1187.97        500.000                 NaN            NaN            NaN            NaN  0.616771                 NaN            NaN   2.71181        4.65520                 NaN   6.78974        43.2995        41.5257       0.401297     
  1185.46        500.000                 NaN            NaN            NaN            NaN  0.391428                 NaN            NaN   2.72093        5.05054                 NaN   6.83419        43.1765        41.4418       0.384614     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.98235       0.580703                 NaN   6.90961        42.8811        41.3128       0.333441     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.14151       0.425788                 NaN   6.91328        42.8718        41.3154       0.332269     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.34666       0.225322                 NaN   6.91683        42.8622        41.3181       0.330973     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.50266       0.737260E-001            NaN   6.92036        42.8528        41.3207       0.329758     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.41042       0.168757                 NaN   6.92420        42.8445        41.3231       0.329091     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.19593       0.385369                 NaN   6.92847        42.8363        41.3253       0.328630     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.92525       0.658004                 NaN   6.93322        42.8278        41.3275       0.328225     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.53790       0.217059E-001            NaN   6.94564        42.8277        41.3248       0.342211     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.77168       0.814600                 NaN   6.93702        42.8175        41.3317       0.327484     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60049       0.987547                 NaN   6.94052        42.8105        41.3338       0.327073     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42202        1.16780                 NaN   6.94408        42.8035        41.3360       0.326672     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.27530        1.31673                 NaN   6.94782        42.7958        41.3382       0.326155     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.77897       0.771241                 NaN   6.97781        42.8045        41.3290       0.338527     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.95250        1.64361                 NaN   6.95537        42.7808        41.3425       0.325199     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.15670        1.40866                 NaN   6.98825        42.7755        41.3361       0.334806     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.97702        1.59147                 NaN   6.99109        42.7679        41.3385       0.333992     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.83492        1.73675                 NaN   6.99420        42.7600        41.3411       0.333124     
  1140.35        500.000                 NaN            NaN            NaN            NaN  0.341519                 NaN            NaN   7.98054                 NaN            NaN   6.93214        42.9071        41.4819       0.356749     
  1137.84        500.000                 NaN            NaN            NaN            NaN   1.30475                 NaN            NaN   3.39782        2.81084                 NaN   6.70122        43.5001        41.8483       0.436921     
  1135.34        500.000                 NaN            NaN            NaN            NaN  0.405253                 NaN            NaN   7.87701                 NaN            NaN   6.92532        42.9199        41.5131       0.359499     
  1132.83        500.000                 NaN            NaN            NaN            NaN  0.437376                 NaN            NaN   7.82470                 NaN            NaN   6.92169        42.9266        41.5287       0.360928     
  1130.33        500.000                 NaN            NaN            NaN            NaN  0.469886                 NaN            NaN   7.77168                 NaN            NaN   6.91789        42.9336        41.5445       0.362407     
  1127.82        500.000                 NaN            NaN            NaN            NaN  0.500038                 NaN            NaN   7.72268                 NaN            NaN   6.91449        42.9397        41.5594       0.363734     
  1125.31        500.000                 NaN            NaN            NaN            NaN  0.560531                 NaN            NaN   7.62265       0.147070E-004            NaN   6.90539        42.9574        41.5870       0.366990     
  1122.81        500.000                 NaN            NaN            NaN            NaN  0.588037                 NaN            NaN   7.57810       0.139504E-004            NaN   6.90233        42.9626        41.6008       0.368178     
  1120.30        500.000                 NaN            NaN            NaN            NaN  0.616072                 NaN            NaN   7.53256       0.132379E-004            NaN   6.89907        42.9681        41.6148       0.369428     
  1117.79        500.000                 NaN            NaN            NaN            NaN  0.260953                 NaN            NaN   2.10492        6.02095                 NaN   6.95045        42.8383        41.4708       0.353703     
  1115.29        500.000                 NaN            NaN            NaN            NaN  0.271364                 NaN            NaN   2.06043        6.05225                 NaN   6.95278        42.8325        41.4776       0.353067     
  1112.78        500.000                 NaN            NaN            NaN            NaN  0.691725                 NaN            NaN   7.41013       0.133469E-004            NaN   6.89037        42.9817        41.6533       0.372790     
  1110.28        500.000                 NaN            NaN            NaN            NaN  0.722669                 NaN            NaN   7.35933       0.105533E-004            NaN   6.88642        42.9891        41.6683       0.374205     
  1107.77        500.000                 NaN            NaN            NaN            NaN  0.743360                 NaN            NaN   7.32637       0.117897E-004            NaN   6.88415        42.9916        41.6794       0.375121     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.67244                 NaN            NaN   7.07912        42.5506        41.3892       0.308622     
  1102.76        500.000                 NaN            NaN            NaN            NaN   1.87438                 NaN            NaN   5.18885                 NaN            NaN   6.57902        43.7827        42.0965       0.478530     
  1100.25        500.000                 NaN            NaN            NaN            NaN   1.87782                 NaN            NaN   5.18400                 NaN            NaN   6.57929        43.7804        42.1000       0.478465     
  1097.74        500.000                 NaN            NaN            NaN            NaN   1.88125                 NaN            NaN   5.17919                 NaN            NaN   6.57956        43.7780        42.1036       0.478399     
  1095.24        500.000                 NaN            NaN            NaN            NaN   1.88467                 NaN            NaN   5.17441                 NaN            NaN   6.57984        43.7756        42.1071       0.478332     
  1092.73        500.000                 NaN            NaN            NaN            NaN   1.89242                 NaN            NaN   5.16452                 NaN            NaN   6.58315        43.7674        42.1144       0.478116     
  1090.23        500.000                 NaN            NaN            NaN            NaN   1.89293                 NaN            NaN   5.16309                 NaN            NaN   6.58152        43.7697        42.1149       0.477879     
  1087.72        500.000                 NaN            NaN            NaN            NaN   1.89630                 NaN            NaN   5.15843                 NaN            NaN   6.58182        43.7672        42.1184       0.477797     
  1085.21        500.000                 NaN            NaN            NaN            NaN   1.89959                 NaN            NaN   5.15410                 NaN            NaN   6.58177        43.7647        42.1221       0.477824     
  1082.71        500.000                 NaN            NaN            NaN            NaN   1.90292                 NaN            NaN   5.14948                 NaN            NaN   6.58213        43.7622        42.1255       0.477726     
  1080.20        500.000                 NaN            NaN            NaN            NaN  0.970821                 NaN            NaN   6.95946                 NaN            NaN   6.85846        43.0280        41.7987       0.384637     
  1077.69        500.000                 NaN            NaN            NaN            NaN   1.90953                 NaN            NaN   5.14037                 NaN            NaN   6.58288        43.7572        42.1325       0.477517     
  1075.19        500.000                 NaN            NaN            NaN            NaN   1.91280                 NaN            NaN   5.13588                 NaN            NaN   6.58328        43.7547        42.1359       0.477407     
  1072.68        500.000                 NaN            NaN            NaN            NaN   1.91604                 NaN            NaN   5.13142                 NaN            NaN   6.58370        43.7522        42.1394       0.477291     
  1070.18        500.000                 NaN            NaN            NaN            NaN   1.91925                 NaN            NaN   5.12701                 NaN            NaN   6.58414        43.7496        42.1428       0.477172     
  1067.67        500.000                 NaN            NaN            NaN            NaN   1.92277                 NaN            NaN   5.12272                 NaN            NaN   6.58425        43.7465        42.1466       0.477165     
