|6.6.6
Archiving\03_Data\eq/QFM_m0.25/GRV/GRV_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  2000.00        2500.00        99.3224       0.677584                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.3223       0.677655                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.3223       0.677726                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.3222       0.677798                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.3221       0.677869                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.3221       0.677941                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.3220       0.678012                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.3219       0.678084                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.3218       0.678156                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.3218       0.678227                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.3217       0.678299                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3216       0.678370                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3216       0.678442                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3215       0.678513                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.3214       0.678585                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.3213       0.678657                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.3213       0.678729                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.3212       0.678800                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.3211       0.678872                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.3211       0.678944                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.3210       0.679015                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3209       0.679087                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.3208       0.679159                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3208       0.679231                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3207       0.679303                 NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.3206       0.679375                 NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.3206       0.679446                 NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.3205       0.679518                 NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.3204       0.679590                 NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.3203       0.679662                 NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.3203       0.679734                 NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.3202       0.679806                 NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.3201       0.679878                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.3201       0.679950                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.3200       0.680022                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.3199       0.680094                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.3198       0.680165                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.3198       0.680238                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.3197       0.680310                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.3196       0.680382                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.3195       0.680454                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.3195       0.680526                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.3194       0.680598                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.3193       0.680669                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.3193       0.680741                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.3192       0.680813                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.3191       0.680886                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.3190       0.680958                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.3190       0.681030                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.3189       0.681102                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.3188       0.681174                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.3185       0.681247       0.261167E-003            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.3032       0.681338       0.154130E-001            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.2883       0.681429       0.302648E-001            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.2734       0.681520       0.451205E-001            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.2584       0.681611       0.599801E-001            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.2435       0.681701       0.748437E-001            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.2292       0.681791       0.890133E-001            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.2149       0.681880       0.103187                 NaN            NaN            NaN            NaN
  1810.90        2500.00        99.2007       0.681970       0.117364                 NaN            NaN            NaN            NaN
  1807.69        2500.00        99.1864       0.682059       0.131544                 NaN            NaN            NaN            NaN
  1804.49        2500.00        99.1721       0.682149       0.145729                 NaN            NaN            NaN            NaN
  1801.28        2500.00        99.1578       0.682239       0.159917                 NaN            NaN            NaN            NaN
  1798.08        2500.00        99.1436       0.682328       0.174108                 NaN            NaN            NaN            NaN
