|6.6.6
Archiving\03_Data\fracLP/QFM_m5/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1832.08        500.000        99.5520                 NaN            NaN            NaN            NaN  0.444235       0.378130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.5524                 NaN            NaN            NaN            NaN  0.436963       0.106113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5508                 NaN            NaN            NaN            NaN  0.438500       0.106801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.5517                 NaN            NaN            NaN            NaN  0.437679       0.106647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5536                 NaN            NaN            NaN            NaN  0.435766       0.106035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5555                 NaN            NaN            NaN            NaN  0.433977       0.105433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.6297                 NaN            NaN            NaN            NaN  0.361543       0.879984E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4828                 NaN            NaN            NaN            NaN  0.504952       0.122370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5572                 NaN            NaN            NaN            NaN  0.432283       0.104806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4596                 NaN            NaN            NaN            NaN  0.527550       0.128041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.6591                 NaN            NaN            NaN            NaN  0.332877       0.802891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5599                 NaN            NaN            NaN            NaN  0.429768       0.103645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5575                 NaN            NaN            NaN            NaN  0.432072       0.104444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5645                 NaN            NaN            NaN            NaN  0.425344       0.101849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5615                 NaN            NaN            NaN            NaN  0.428214       0.102690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5619                 NaN            NaN            NaN            NaN  0.427833       0.102229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5624                 NaN            NaN            NaN            NaN  0.427427       0.101797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5626                 NaN            NaN            NaN            NaN  0.427270       0.101643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5626                 NaN            NaN            NaN            NaN  0.427296       0.101299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5624                 NaN            NaN            NaN            NaN  0.427449       0.101100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5621                 NaN            NaN            NaN            NaN  0.427867       0.100717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5633                 NaN            NaN            NaN            NaN  0.426636       0.100174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5621                 NaN            NaN            NaN            NaN  0.427877       0.100167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5622                 NaN            NaN            NaN            NaN  0.427805       0.997205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5600                 NaN            NaN            NaN            NaN  0.430046       0.999711E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5643                 NaN            NaN            NaN            NaN  0.425826       0.985268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5615                 NaN            NaN            NaN            NaN  0.428636       0.989616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5608                 NaN            NaN            NaN            NaN  0.429282       0.986826E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5603                 NaN            NaN            NaN            NaN  0.429840       0.983590E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.5595                 NaN            NaN            NaN            NaN  0.430735       0.981252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5595                 NaN            NaN            NaN            NaN  0.430704       0.975947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.5584                 NaN            NaN            NaN            NaN  0.431884       0.974487E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.5576                 NaN            NaN            NaN            NaN  0.432714       0.971946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.5569                 NaN            NaN            NaN            NaN  0.433390       0.969587E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5556                 NaN            NaN            NaN            NaN  0.434728       0.968367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.5547                 NaN            NaN            NaN            NaN  0.435683       0.964060E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.5371                 NaN            NaN            NaN            NaN  0.452687       0.101947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.5679                 NaN            NaN            NaN            NaN  0.423047       0.907234E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5529                 NaN            NaN            NaN            NaN  0.437516       0.954648E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.5510                 NaN            NaN            NaN            NaN  0.439461       0.953526E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.5490                 NaN            NaN            NaN            NaN  0.441463       0.953213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.5486                 NaN            NaN            NaN            NaN  0.441879       0.949690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.5468                 NaN            NaN            NaN            NaN  0.443700       0.948171E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        98.4985                 NaN            NaN            NaN            NaN   1.47095       0.305256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.6843                 NaN            NaN            NaN            NaN  0.309080       0.659185E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.9247                 NaN            NaN            NaN            NaN  0.737609E-001  0.156828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.1546                 NaN            NaN            NaN            NaN  0.828232       0.171344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.5359                 NaN            NaN            NaN            NaN  0.454756       0.937052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.5380                 NaN            NaN            NaN            NaN  0.452735       0.925073E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.5340                 NaN            NaN            NaN            NaN  0.456733       0.927556E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.5328                 NaN            NaN            NaN            NaN  0.457965       0.926044E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.5302                 NaN            NaN            NaN            NaN  0.460546       0.924669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.5300                 NaN            NaN            NaN            NaN  0.460753       0.920702E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.5260                 NaN            NaN            NaN            NaN  0.464785       0.925014E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.5281                 NaN            NaN            NaN            NaN  0.462728       0.913589E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.5246                 NaN            NaN            NaN            NaN  0.466281       0.916758E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.5233                 NaN            NaN            NaN            NaN  0.467587       0.914830E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.5218                 NaN            NaN            NaN            NaN  0.469083       0.911763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.5185                 NaN            NaN            NaN            NaN  0.472326       0.913559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.5203                 NaN            NaN            NaN            NaN  0.470700       0.904947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.5172                 NaN            NaN            NaN            NaN  0.473715       0.906167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.5154                 NaN            NaN            NaN            NaN  0.475516       0.905386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.5148                 NaN            NaN            NaN            NaN  0.476151       0.902333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3146                 NaN            NaN            NaN            NaN  0.670898       0.145168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.7013                 NaN            NaN            NaN            NaN  0.295054       0.361862E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.5181                 NaN            NaN            NaN            NaN  0.473040       0.882839E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.5019                 NaN            NaN            NaN            NaN  0.488946       0.914965E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.5149                 NaN            NaN            NaN            NaN  0.476309       0.881420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.5060                 NaN            NaN            NaN            NaN  0.485059       0.893589E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.7356                 NaN            NaN            NaN            NaN  0.259705       0.474228E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2762                 NaN            NaN            NaN            NaN  0.710834       0.129990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.5042                 NaN            NaN            NaN            NaN  0.486966       0.885571E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4910                 NaN            NaN            NaN            NaN  0.499918       0.903597E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.5122                 NaN            NaN            NaN            NaN  0.479149       0.864555E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.5028                 NaN            NaN            NaN            NaN  0.488429       0.879332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.5001                 NaN            NaN            NaN            NaN  0.491120       0.881707E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.5001                 NaN            NaN            NaN            NaN  0.491082       0.877171E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.5004                 NaN            NaN            NaN            NaN  0.490890       0.875247E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4993                 NaN            NaN            NaN            NaN  0.491945       0.874810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4992                 NaN            NaN            NaN            NaN  0.492090       0.872326E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4742                 NaN            NaN            NaN            NaN  0.516660       0.913550E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.5232                 NaN            NaN            NaN            NaN  0.468501       0.826692E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4983                 NaN            NaN            NaN            NaN  0.492992       0.866066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4205                 NaN            NaN            NaN            NaN  0.460715       0.705844E-002  0.111719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.4376                 NaN            NaN            NaN            NaN  0.585154E-001            NaN   1.50386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.4651                 NaN            NaN            NaN            NaN  0.559727E-001            NaN   1.47898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.4985                 NaN            NaN            NaN            NaN  0.507303E-001            NaN   1.45074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.5128                 NaN            NaN            NaN            NaN  0.545424E-001            NaN   1.43263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.5792                 NaN            NaN            NaN            NaN  0.475469E-001            NaN   1.37323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.5771                 NaN            NaN            NaN            NaN  0.451577E-001            NaN   1.37770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.6183                 NaN            NaN            NaN            NaN  0.451875E-001            NaN   1.33655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.6257                 NaN            NaN            NaN            NaN  0.428205E-001            NaN   1.33143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.6730                 NaN            NaN            NaN            NaN  0.398070E-001            NaN   1.28716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6863                 NaN            NaN            NaN            NaN  0.374045E-001            NaN   1.27629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.7106                 NaN            NaN            NaN            NaN  0.359010E-001            NaN   1.25348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7226                 NaN            NaN            NaN            NaN  0.281680E-001            NaN   1.24923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.7597                 NaN            NaN            NaN            NaN  0.313354E-001            NaN   1.20892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7742                 NaN            NaN            NaN            NaN  0.281261E-001            NaN   1.19772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7991                 NaN            NaN            NaN            NaN  0.285997E-001            NaN   1.17231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8169                 NaN            NaN            NaN            NaN  0.249685E-001            NaN   1.15818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8408                 NaN            NaN            NaN            NaN  0.252041E-001            NaN   1.13398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8548                 NaN            NaN            NaN            NaN  0.206450E-001            NaN   1.12452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8734                 NaN            NaN            NaN            NaN  0.173012E-001            NaN   1.10927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8941                 NaN            NaN            NaN            NaN  0.179845E-001            NaN   1.08787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9122                 NaN            NaN            NaN            NaN  0.175116E-001            NaN   1.07028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9285                 NaN            NaN            NaN            NaN  0.144853E-001            NaN   1.05706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
