|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.75/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1322.47        2500.00        99.0915                 NaN            NaN  0.166885                 NaN  0.420164       0.617789E-001            NaN  0.259661                 NaN            NaN            NaN            NaN
  1320.92        2500.00        99.0990                 NaN            NaN  0.162677                 NaN  0.641168E-001  0.417375                 NaN  0.256811                 NaN            NaN            NaN            NaN
  1319.37        2500.00        99.1067                 NaN            NaN  0.158290                 NaN  0.679484E-001  0.413063                 NaN  0.253996                 NaN            NaN            NaN            NaN
  1317.82        2500.00        99.1122                 NaN            NaN  0.154005                 NaN  0.410893       0.710967E-001            NaN  0.251774                 NaN            NaN            NaN            NaN
  1316.27        2500.00        99.1188                 NaN            NaN  0.149090                 NaN  0.747718E-001  0.408265                 NaN  0.249055                 NaN            NaN            NaN            NaN
  1314.72        2500.00        99.1261                 NaN            NaN  0.145662                 NaN  0.405572       0.760541E-001            NaN  0.246564                 NaN            NaN            NaN            NaN
  1313.17        2500.00        99.1328                 NaN            NaN  0.140849                 NaN  0.401612       0.807441E-001            NaN  0.243962                 NaN            NaN            NaN            NaN
  1311.62        2500.00        99.1358                 NaN            NaN  0.136807                 NaN  0.859945E-001  0.398523                 NaN  0.242891                 NaN            NaN            NaN            NaN
  1310.07        2500.00        99.1462                 NaN            NaN  0.130328                 NaN  0.908879E-001  0.394051                 NaN  0.238561                 NaN            NaN            NaN            NaN
  1308.52        2500.00        99.1498                 NaN            NaN  0.126888                 NaN  0.953892E-001  0.390442                 NaN  0.237526                 NaN            NaN            NaN            NaN
  1306.97        2500.00        99.1595                 NaN            NaN  0.131757                 NaN  0.312403E-001  0.443007                 NaN  0.234514                 NaN            NaN            NaN            NaN
  1305.42        2500.00        92.4279                 NaN            NaN  0.628155                 NaN   1.88455                 NaN            NaN   1.06209        3.99729                 NaN            NaN            NaN
  1303.87        2500.00        87.1120                 NaN            NaN   1.00928                 NaN   3.02365                 NaN            NaN   1.71459        7.14050                 NaN            NaN            NaN
  1302.32        2500.00        87.9660                 NaN            NaN  0.935798                 NaN   2.86650                 NaN            NaN   1.60880        6.62293                 NaN            NaN            NaN
  1300.77        2500.00        88.7197                 NaN            NaN  0.900362                 NaN   2.68876                 NaN            NaN   1.51510        6.17604                 NaN            NaN            NaN
  1299.22        2500.00        89.3683                 NaN            NaN  0.838908                 NaN   2.57592                 NaN            NaN   1.43459        5.78227                 NaN            NaN            NaN
  1297.67        2500.00        80.0449                 NaN            NaN   1.50235                 NaN   4.33331                 NaN            NaN   2.64133        10.8513       0.626877                 NaN            NaN
  1296.12        2500.00        78.1361                 NaN            NaN   1.74186                 NaN   4.59771                 NaN            NaN   2.88308        11.8607       0.780576                 NaN            NaN
  1294.57        2500.00        80.1680                 NaN            NaN   1.61061                 NaN   4.19822                 NaN            NaN   2.61430        10.7135       0.695365                 NaN            NaN
  1293.02        2500.00        80.8028                 NaN            NaN   1.63308                 NaN   4.00180                 NaN            NaN   2.52678        10.3669       0.668718                 NaN            NaN
  1291.47        2500.00        82.8075                 NaN            NaN   1.49501                 NaN   3.62004                 NaN            NaN   2.26557        9.22914       0.582694                 NaN            NaN
  1289.92        2500.00        81.1759                 NaN            NaN   1.65245                 NaN   4.22793                 NaN            NaN   2.52488        9.78238       0.636429                 NaN            NaN
  1288.37        2500.00        84.0948                 NaN            NaN   1.49859                 NaN   2.89826                 NaN            NaN   2.11870        8.83361       0.556009                 NaN            NaN
  1286.81        2500.00        84.3727                 NaN            NaN   1.30057                 NaN   3.54953                 NaN            NaN   1.94752        8.37572       0.453983                 NaN            NaN
  1285.26        2500.00        84.0797                 NaN            NaN   1.41727                 NaN   3.37317                 NaN            NaN   2.07252        8.54859       0.508743                 NaN            NaN
  1283.71        2500.00        82.4655                 NaN            NaN   1.51740                 NaN   3.75569                 NaN            NaN   2.27169        9.44033       0.549399                 NaN            NaN
  1282.16        2500.00        79.7394                 NaN            NaN   1.71293                 NaN   4.39741                 NaN            NaN   2.67854        10.8169       0.654749                 NaN            NaN
  1280.61        2500.00        81.3318                 NaN            NaN   1.62135                 NaN   3.78160                 NaN            NaN   2.24347        10.4886       0.533096                 NaN            NaN
  1279.06        2500.00                 NaN            NaN            NaN   8.69255                 NaN   3.82008        13.5130        2.53932        12.0662        56.3513        3.01766                 NaN            NaN
  1277.51        2500.00        7.53459                 NaN            NaN   7.84981                 NaN   19.3718                 NaN            NaN   11.3383        51.2414        2.66407                 NaN            NaN
  1275.96        2500.00        54.9866                 NaN            NaN   3.77415                 NaN   9.52338                 NaN            NaN   5.50413        24.9249        1.28687                 NaN            NaN
  1274.41        2500.00        68.8405                 NaN            NaN   2.50765                 NaN   6.88486                 NaN            NaN   3.82594        17.0653       0.875761                 NaN            NaN
  1272.86        2500.00        77.0644                 NaN            NaN   1.76713                 NaN   5.21468                 NaN            NaN   2.83057        12.4791       0.644101                 NaN            NaN
  1271.31        2500.00        52.7386                 NaN            NaN   2.88980                 NaN   11.5995                 NaN            NaN   6.00661        25.3967        1.36883                 NaN            NaN
  1269.76        2500.00        99.7527                 NaN            NaN  0.247325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1268.21        2500.00        96.3840                 NaN            NaN            NaN            NaN   1.22607                 NaN            NaN  0.321913        2.06801                 NaN            NaN            NaN
  1266.66        2500.00        85.0431                 NaN            NaN   1.10490                 NaN   3.25232                 NaN            NaN   1.97191        8.16402       0.463793                 NaN            NaN
  1265.11        2500.00        57.3450                 NaN            NaN   5.08876                 NaN   5.47602                 NaN            NaN   4.96318        25.6637        1.46336                 NaN            NaN
  1263.56        2500.00        97.7353       0.956960                 NaN  0.261369                 NaN  0.413237E-003            NaN            NaN  0.999359                 NaN  0.465905E-001            NaN            NaN
  1262.01        2500.00        99.9439                 NaN            NaN            NaN            NaN  0.491858E-001            NaN            NaN            NaN            NaN  0.693834E-002            NaN            NaN
  1260.46        2500.00        97.0197                 NaN            NaN            NaN            NaN  0.593493        2.38678                 NaN            NaN            NaN            NaN            NaN            NaN
  1258.91        2500.00        99.0682       0.197241E-004            NaN  0.664738E-002            NaN            NaN            NaN            NaN  0.484253       0.440911                 NaN            NaN            NaN
  1257.36        2500.00        99.8730                 NaN            NaN            NaN            NaN  0.422996E-001            NaN            NaN            NaN            NaN  0.846837E-001            NaN            NaN
  1255.81        2500.00        98.9067                 NaN            NaN            NaN            NaN   1.08430                 NaN            NaN  0.895863E-002            NaN            NaN            NaN            NaN
  1254.26        2500.00        99.4481                 NaN            NaN            NaN            NaN  0.550325       0.155247E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1252.71        2500.00        96.7085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.283671        3.00788                 NaN            NaN            NaN
  1251.16        2500.00        98.8399                 NaN            NaN            NaN            NaN  0.248870E-002   1.15766                 NaN            NaN            NaN            NaN            NaN            NaN
  1249.61        2500.00        98.7125                 NaN            NaN            NaN            NaN   1.18815                 NaN            NaN  0.993210E-001            NaN            NaN            NaN            NaN
  1248.06        2500.00        99.8053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.194722                 NaN            NaN            NaN            NaN
  1246.51        2500.00        98.1913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.127455        1.59335       0.774167E-001  0.105249E-001            NaN
  1244.96        2500.00        97.4722        2.38119                 NaN  0.886744E-001            NaN            NaN            NaN            NaN  0.579105E-001            NaN            NaN            NaN            NaN
  1243.41        2500.00        97.6326                 NaN            NaN            NaN            NaN  0.648695        1.43796                 NaN  0.280754                 NaN            NaN            NaN            NaN
  1241.85        2500.00        99.5679                 NaN            NaN            NaN            NaN  0.362030                 NaN            NaN  0.700219E-001            NaN            NaN            NaN            NaN
  1240.30        2500.00        96.8104                 NaN            NaN            NaN            NaN   1.53995                 NaN            NaN  0.151965        1.24543                 NaN  0.252287                 NaN
  1238.75        2500.00        99.3208                 NaN            NaN            NaN            NaN  0.600269                 NaN            NaN  0.789627E-001            NaN            NaN            NaN            NaN
  1237.20        2500.00        99.7353                 NaN            NaN  0.173107E-005            NaN  0.767456E-001            NaN            NaN  0.187976                 NaN            NaN            NaN            NaN
  1235.65        2500.00        98.8318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.161372E-001   1.07169       0.803832E-001            NaN            NaN
  1234.10        2500.00        98.0938                 NaN            NaN            NaN            NaN  0.477562                 NaN            NaN  0.230280        1.14058       0.577796E-001            NaN            NaN
  1232.55        2500.00        99.4515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.153018       0.358698       0.368311E-001            NaN            NaN
  1231.00        2500.00        99.2572                 NaN            NaN            NaN            NaN  0.162082       0.958220E-005            NaN  0.169761       0.399500       0.114803E-001            NaN            NaN
  1229.45        2500.00        81.4420                 NaN            NaN            NaN            NaN   3.04040                 NaN            NaN   1.71803        8.48593       0.181645        5.13197                 NaN
  1227.90        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9574                 NaN            NaN   8.60619        42.4057       0.922862        31.1079                 NaN
  1226.35        2500.00                 NaN            NaN            NaN   5.96326                 NaN   7.77009       0.114412E-003            NaN   8.16634        44.0988        1.37777        32.6236                 NaN
  1224.80        2500.00                 NaN            NaN            NaN            NaN            NaN   2.91313        13.8389                 NaN   8.47953        42.7086       0.978104        31.0817                 NaN
  1223.25        2500.00                 NaN            NaN            NaN   5.97295                 NaN   7.75735                 NaN            NaN   8.16682        44.0982        1.37796        32.6267                 NaN
  1221.70        2500.00                 NaN            NaN            NaN   6.97225                 NaN  0.178682E-005            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1220.15        2500.00                 NaN            NaN            NaN   6.97225                 NaN  0.181492E-005            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1218.60        2500.00                 NaN            NaN            NaN   6.97199                 NaN  0.204889E-002            NaN            NaN   7.70670        45.5672        1.52398        32.6094        5.61863     
  1217.05        2500.00                 NaN            NaN            NaN   6.97199                 NaN  0.206851E-002            NaN            NaN   7.70670        45.5672        1.52398        32.6094        5.61862     
  1215.50        2500.00                 NaN            NaN            NaN   6.97225                 NaN  0.190234E-005            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1213.95        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3804        5.60349                 NaN   8.61864        42.3430       0.932661        31.1218                 NaN
  1212.40        2500.00                 NaN            NaN            NaN   6.97225                 NaN  0.196337E-005            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1210.85        2500.00                 NaN            NaN            NaN   6.00528                 NaN   7.72000                 NaN            NaN   8.17524        44.0832        1.37740        32.6389                 NaN
  1209.30        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5417        4.33735                 NaN   8.56952        42.5050       0.945053        31.1014                 NaN
  1207.75        2500.00                 NaN            NaN            NaN   6.97199                 NaN  0.211200E-002            NaN            NaN   7.70671        45.5672        1.52398        32.6094        5.61858     
  1206.20        2500.00                 NaN            NaN            NaN   6.01983                 NaN   7.70032                 NaN            NaN   8.17530        44.0835        1.37776        32.6433                 NaN
  1204.65        2500.00                 NaN            NaN            NaN   6.02119                 NaN   7.69886                 NaN            NaN   8.17442        44.0833        1.37827        32.6440                 NaN
  1203.10        2500.00                 NaN            NaN            NaN   5.96162                 NaN   7.77740                 NaN            NaN   8.17596        44.0800        1.37790        32.6271                 NaN
  1201.55        2500.00                 NaN            NaN            NaN   6.97190                 NaN  0.284802E-002            NaN            NaN   7.70675        45.5671        1.52396        32.6094        5.61803     
  1200.00        2500.00                 NaN            NaN            NaN   6.04266                 NaN   7.66552       0.132996E-005            NaN   8.17048        44.0931        1.37919        32.6490                 NaN
  1198.44        2500.00                 NaN            NaN            NaN   6.04716                 NaN   7.65963       0.133883E-005            NaN   8.17073        44.0927        1.37926        32.6505                 NaN
  1196.89        2500.00                 NaN            NaN            NaN   6.05164                 NaN   7.65376                 NaN            NaN   8.17098        44.0924        1.37933        32.6519                 NaN
  1195.34        2500.00                 NaN            NaN            NaN   6.97225                 NaN            NaN            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1193.79        2500.00                 NaN            NaN            NaN   6.06072                 NaN   7.64184       0.133167E-005            NaN   8.17152        44.0916        1.37949        32.6549                 NaN
  1192.24        2500.00                 NaN            NaN            NaN   6.06515                 NaN   7.63605       0.132964E-005            NaN   8.17178        44.0911        1.37956        32.6563                 NaN
  1190.69        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9659        3.92980                 NaN   8.64218        42.4253       0.934470        31.1023                 NaN
  1189.14        2500.00                 NaN            NaN            NaN   6.97225                 NaN            NaN            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1187.59        2500.00                 NaN            NaN            NaN            NaN            NaN   2.44033        14.3672                 NaN   8.61718        42.5392       0.949701        31.0864                 NaN
  1186.04        2500.00                 NaN            NaN            NaN   6.97225                 NaN            NaN            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1184.49        2500.00                 NaN            NaN            NaN   6.08457                 NaN   7.61155                 NaN            NaN   8.17243        44.0888        1.37971        32.6629                 NaN
  1182.94        2500.00                 NaN            NaN            NaN   6.97225                 NaN            NaN            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1181.39        2500.00                 NaN            NaN            NaN            NaN            NaN   2.38890        14.4304       0.196196E-005   8.63774        42.5104       0.944665        31.0879                 NaN
  1179.84        2500.00                 NaN            NaN            NaN            NaN            NaN   2.37910        14.4430       0.212094E-005   8.64254        42.5037       0.943380        31.0883                 NaN
  1178.29        2500.00                 NaN            NaN            NaN   6.97225                 NaN            NaN            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1176.74        2500.00                 NaN            NaN            NaN   6.97225                 NaN            NaN            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1175.19        2500.00                 NaN            NaN            NaN            NaN            NaN   1.81389        15.1315       0.103495E-002   8.60034        42.3955       0.940370        31.1174                 NaN
  1173.64        2500.00                 NaN            NaN            NaN            NaN            NaN   1.80305        15.1407       0.701962E-002   8.60467        42.3880       0.938464        31.1180                 NaN
  1172.09        2500.00                 NaN            NaN            NaN   6.12109                 NaN   7.56333       0.758980E-004            NaN   8.17516        44.0852        1.38039        32.6747                 NaN
  1170.54        2500.00                 NaN            NaN            NaN   6.12527                 NaN   7.55794       0.765273E-004            NaN   8.17542        44.0847        1.38044        32.6761                 NaN
  1168.99        2500.00                 NaN            NaN            NaN   6.12944                 NaN   7.55257       0.788270E-004            NaN   8.17569        44.0842        1.38050        32.6775                 NaN
  1167.44        2500.00                 NaN            NaN            NaN   6.13357                 NaN   7.54725       0.771641E-004            NaN   8.17597        44.0837        1.38055        32.6789                 NaN
  1165.89        2500.00                 NaN            NaN            NaN   6.13772                 NaN   7.54191       0.770338E-004            NaN   8.17624        44.0832        1.38061        32.6803                 NaN
  1164.34        2500.00                 NaN            NaN            NaN   6.14183                 NaN   7.53662       0.763694E-004            NaN   8.17651        44.0826        1.38066        32.6817                 NaN
  1162.79        2500.00                 NaN            NaN            NaN   6.14593                 NaN   7.53135       0.757791E-004            NaN   8.17679        44.0821        1.38071        32.6831                 NaN
  1161.24        2500.00                 NaN            NaN            NaN   6.15001                 NaN   7.52612       0.735790E-004            NaN   8.17706        44.0815        1.38076        32.6844                 NaN
  1159.69        2500.00                 NaN            NaN            NaN   6.97225                 NaN  0.125243E-005            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1158.14        2500.00                 NaN            NaN            NaN   6.15811                 NaN   7.51573       0.693809E-004            NaN   8.17762        44.0804        1.38086        32.6872                 NaN
  1156.59        2500.00                 NaN            NaN            NaN   6.16214                 NaN   7.51057       0.671422E-004            NaN   8.17790        44.0799        1.38091        32.6885                 NaN
  1155.04        2500.00                 NaN            NaN            NaN   6.16615                 NaN   7.50544       0.651040E-004            NaN   8.17818        44.0793        1.38096        32.6899                 NaN
  1153.48        2500.00                 NaN            NaN            NaN   6.17015                 NaN   7.50033       0.643513E-004            NaN   8.17846        44.0787        1.38100        32.6913                 NaN
  1151.93        2500.00                 NaN            NaN            NaN   6.17414                 NaN   7.49525       0.588702E-004            NaN   8.17875        44.0781        1.38105        32.6926                 NaN
  1150.38        2500.00                 NaN            NaN            NaN   6.17810                 NaN   7.49020       0.543090E-004            NaN   8.17903        44.0776        1.38109        32.6940                 NaN
  1148.83        2500.00                 NaN            NaN            NaN   6.97225                 NaN  0.141574E-005            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1147.28        2500.00                 NaN            NaN            NaN   6.18600                 NaN   7.48031                 NaN            NaN   8.17981        44.0761        1.38114        32.6967                 NaN
  1145.73        2500.00                 NaN            NaN            NaN   6.18991                 NaN   7.47522                 NaN            NaN   8.17990        44.0757        1.38122        32.6980                 NaN
  1144.18        2500.00                 NaN            NaN            NaN   6.19380                 NaN   7.47026                 NaN            NaN   8.18018        44.0751        1.38127        32.6993                 NaN
  1142.63        2500.00                 NaN            NaN            NaN   6.19769                 NaN   7.46533                 NaN            NaN   8.18050        44.0745        1.38130        32.7007                 NaN
  1141.08        2500.00                 NaN            NaN            NaN   6.20155                 NaN   7.46047                 NaN            NaN   8.18075        44.0739        1.38134        32.7020                 NaN
  1139.53        2500.00                 NaN            NaN            NaN   6.20537                 NaN   7.45564                 NaN            NaN   8.18102        44.0733        1.38137        32.7033                 NaN
  1137.98        2500.00                 NaN            NaN            NaN   6.20917                 NaN   7.45077                 NaN            NaN   8.18121        44.0728        1.38143        32.7046                 NaN
  1136.43        2500.00                 NaN            NaN            NaN   6.21295                 NaN   7.44606                 NaN            NaN   8.18152        44.0721        1.38144        32.7060                 NaN
  1134.88        2500.00                 NaN            NaN            NaN   6.21686                 NaN   7.44110                 NaN            NaN   8.18199        44.0712        1.38148        32.7073                 NaN
  1133.33        2500.00                 NaN            NaN            NaN   6.22062                 NaN   7.43637                 NaN            NaN   8.18229        44.0706        1.38152        32.7086                 NaN
  1131.78        2500.00                 NaN            NaN            NaN   6.97225                 NaN  0.172476E-005            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1130.23        2500.00                 NaN            NaN            NaN   6.22816                 NaN   7.42686                 NaN            NaN   8.18292        44.0692        1.38158        32.7113                 NaN
  1128.68        2500.00                 NaN            NaN            NaN   6.23190                 NaN   7.42216                 NaN            NaN   8.18323        44.0685        1.38161        32.7126                 NaN
  1127.13        2500.00                 NaN            NaN            NaN   6.23564                 NaN   7.41748                 NaN            NaN   8.18354        44.0678        1.38164        32.7139                 NaN
  1125.58        2500.00                 NaN            NaN            NaN   6.23934                 NaN   7.41284                 NaN            NaN   8.18386        44.0671        1.38167        32.7152                 NaN
  1124.03        2500.00                 NaN            NaN            NaN   6.24303                 NaN   7.40821                 NaN            NaN   8.18418        44.0664        1.38169        32.7165                 NaN
  1122.48        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0236        2.07393                 NaN   8.80011        42.0801       0.885432        31.1368                 NaN
  1120.93        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0631        2.03876                 NaN   8.80656        42.0715       0.882372        31.1377                 NaN
  1119.38        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0655        2.04098                 NaN   8.80907        42.0645       0.881151        31.1388                 NaN
  1117.83        2500.00                 NaN            NaN            NaN            NaN            NaN   17.1397                 NaN            NaN   8.93944        41.9548       0.833791        31.1323                 NaN
  1116.28        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0796        2.03593                 NaN   8.81352        42.0525       0.878333        31.1402                 NaN
  1114.73        2500.00                 NaN            NaN            NaN   6.97225                 NaN  0.211412E-005            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1113.18        2500.00                 NaN            NaN            NaN            NaN            NaN   15.1048        2.02402                 NaN   8.82509        42.0294       0.873022        31.1436                 NaN
  1111.63        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0775        2.05323                 NaN   8.82763        42.0248       0.872381        31.1444                 NaN
  1110.07        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0519        2.07489                 NaN   8.83213        42.0318       0.868446        31.1409                 NaN
  1108.52        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0493        2.08346                 NaN   8.83516        42.0227       0.867022        31.1424                 NaN
  1106.97        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9119        2.22601                 NaN   8.83067        42.0150       0.870775        31.1457                 NaN
  1105.42        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0437        2.10154                 NaN   8.84168        42.0034       0.863964        31.1457                 NaN
  1103.87        2500.00                 NaN            NaN            NaN            NaN            NaN   15.1028        2.04819                 NaN   8.84223        41.9971       0.862866        31.1468                 NaN
  1102.32        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6404        1.56977       0.214712E-005   8.89001        41.9107       0.833870        31.1552                 NaN
  1100.77        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8091        3.38820                 NaN   8.88930        41.9196       0.841238        31.1526                 NaN
  1099.22        2500.00                 NaN            NaN            NaN   6.28647                 NaN   7.35497       0.241829E-003            NaN   8.18972        44.0536        1.38201        32.7330                 NaN
  1097.67        2500.00                 NaN            NaN            NaN   6.28892                 NaN   7.35204       0.217925E-003            NaN   8.19007        44.0528        1.38203        32.7339                 NaN
  1096.12        2500.00                 NaN            NaN            NaN   5.79094                 NaN   7.64020       0.498079                 NaN   8.21439        43.8679        1.36485        32.6236                 NaN
  1094.57        2500.00                 NaN            NaN            NaN   6.07385                 NaN   7.72100                 NaN            NaN   8.19171        43.9329        1.38185        32.6987                 NaN
  1093.02        2500.00                 NaN            NaN            NaN   6.07741                 NaN   7.71659                 NaN            NaN   8.19206        43.9321        1.38185        32.7000                 NaN
  1091.47        2500.00                 NaN            NaN            NaN   6.08095                 NaN   7.71220                 NaN            NaN   8.19241        43.9313        1.38185        32.7012                 NaN
  1089.92        2500.00                 NaN            NaN            NaN            NaN            NaN   3.00591        13.9476       0.429386E-005   8.86610        42.1771       0.888217        31.1150                 NaN
  1088.37        2500.00                 NaN            NaN            NaN   6.32389                 NaN   7.30848                 NaN            NaN   8.19215        44.0477        1.38204        32.7458                 NaN
  1086.82        2500.00                 NaN            NaN            NaN            NaN            NaN   13.7282        3.39528       0.933828E-003   8.96740        41.9533       0.827298        31.1276                 NaN
  1085.27        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8134        2.20237       0.185622E-005   8.93012        42.0765       0.859425        31.1182                 NaN
  1083.72        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8083        2.21036       0.171863E-005   8.93428        42.0703       0.858030        31.1187                 NaN
  1082.17        2500.00                 NaN            NaN            NaN            NaN            NaN   14.7572        2.26096       0.223423E-005   8.93560        42.0694       0.858105        31.1188                 NaN
  1080.62        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17027        14.8406                 NaN   8.94448        42.0759       0.853648        31.1151                 NaN
  1079.07        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17888        14.8349                 NaN   8.94861        42.0698       0.852249        31.1156                 NaN
  1077.52        2500.00                 NaN            NaN            NaN            NaN            NaN   2.18777        14.8288                 NaN   8.95274        42.0637       0.850852        31.1161                 NaN
  1075.97        2500.00                 NaN            NaN            NaN            NaN            NaN   2.19701        14.8224                 NaN   8.95684        42.0577       0.849460        31.1166                 NaN
  1074.42        2500.00                 NaN            NaN            NaN            NaN            NaN   2.20667        14.8156                 NaN   8.96091        42.0516       0.848076        31.1171                 NaN
  1072.87        2500.00                 NaN            NaN            NaN            NaN            NaN   2.21639        14.8087       0.158485E-005   8.96498        42.0456       0.846688        31.1176                 NaN
  1071.32        2500.00                 NaN            NaN            NaN   6.97225                 NaN  0.365615E-005            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1069.77        2500.00                 NaN            NaN            NaN            NaN            NaN   2.23688        14.7938                 NaN   8.97305        42.0337       0.843928        31.1186                 NaN
  1068.22        2500.00                 NaN            NaN            NaN            NaN            NaN   2.24754        14.7860       0.152836E-005   8.97706        42.0278       0.842553        31.1191                 NaN
  1066.67        2500.00                 NaN            NaN            NaN            NaN            NaN   2.25846        14.7778                 NaN   8.98105        42.0218       0.841184        31.1197                 NaN
  1065.11        2500.00                 NaN            NaN            NaN            NaN            NaN   2.26961        14.7694       0.150498E-005   8.98503        42.0159       0.839814        31.1202                 NaN
  1063.56        2500.00                 NaN            NaN            NaN            NaN            NaN   2.28097        14.7608       0.149770E-005   8.98899        42.0101       0.838447        31.1207                 NaN
  1062.01        2500.00                 NaN            NaN            NaN            NaN            NaN   2.29262        14.7519       0.149035E-005   8.99293        42.0042       0.837087        31.1212                 NaN
  1060.46        2500.00                 NaN            NaN            NaN            NaN            NaN   2.30444        14.7428       0.148308E-005   8.99687        41.9984       0.835728        31.1218                 NaN
  1058.91        2500.00                 NaN            NaN            NaN            NaN            NaN   2.31664        14.7334       0.147506E-005   9.00078        41.9926       0.834373        31.1223                 NaN
  1057.36        2500.00                 NaN            NaN            NaN            NaN            NaN   2.32894        14.7238       0.146754E-005   9.00467        41.9868       0.833022        31.1228                 NaN
  1055.81        2500.00                 NaN            NaN            NaN            NaN            NaN   2.34142        14.7140       0.146004E-005   9.00855        41.9810       0.831673        31.1233                 NaN
  1054.26        2500.00                 NaN            NaN            NaN            NaN            NaN   2.35408        14.7041       0.145263E-005   9.01242        41.9752       0.830327        31.1239                 NaN
  1052.71        2500.00                 NaN            NaN            NaN            NaN            NaN   2.36693        14.6939       0.144527E-005   9.01627        41.9695       0.828985        31.1244                 NaN
  1051.16        2500.00                 NaN            NaN            NaN            NaN            NaN   2.38003        14.6835       0.143748E-005   9.02011        41.9638       0.827651        31.1249                 NaN
  1049.61        2500.00                 NaN            NaN            NaN            NaN            NaN   2.39328        14.6729       0.142978E-005   9.02393        41.9581       0.826316        31.1255                 NaN
  1048.06        2500.00                 NaN            NaN            NaN            NaN            NaN   2.40664        14.6622       0.142238E-005   9.02775        41.9524       0.824980        31.1260                 NaN
  1046.51        2500.00                 NaN            NaN            NaN   6.97225                 NaN  0.510244E-005            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62012     
  1044.96        2500.00                 NaN            NaN            NaN   6.41234                 NaN   7.20367       0.141528E-005            NaN   8.20383        44.0186        1.38171        32.7799                 NaN
  1043.41        2500.00                 NaN            NaN            NaN   6.41534                 NaN   7.20019       0.142928E-005            NaN   8.20429        44.0174        1.38168        32.7811                 NaN
  1041.86        2500.00                 NaN            NaN            NaN   6.41830                 NaN   7.19679       0.144344E-005            NaN   8.20476        44.0162        1.38165        32.7822                 NaN
  1040.31        2500.00                 NaN            NaN            NaN   6.42125                 NaN   7.19341       0.145700E-005            NaN   8.20523        44.0151        1.38162        32.7834                 NaN
  1038.76        2500.00                 NaN            NaN            NaN   6.42417                 NaN   7.19005       0.147071E-005            NaN   8.20571        44.0139        1.38159        32.7846                 NaN
  1037.21        2500.00                 NaN            NaN            NaN   6.42709                 NaN   7.18672       0.148573E-005            NaN   8.20619        44.0126        1.38156        32.7858                 NaN
  1035.66        2500.00                 NaN            NaN            NaN   6.43000                 NaN   7.18341       0.150077E-005            NaN   8.20667        44.0114        1.38153        32.7870                 NaN
  1034.11        2500.00                 NaN            NaN            NaN   6.97225                 NaN  0.606503E-005            NaN            NaN   7.70658        45.5676        1.52402        32.6094        5.62011     
