|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.75/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1553.48        2500.00        99.3289                 NaN  0.608960       0.621203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.92        2500.00        99.3368                 NaN  0.603408       0.597778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.37        2500.00        99.3402                 NaN  0.601488       0.582796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.82        2500.00        99.3423                 NaN  0.601010       0.567048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.27        2500.00        99.3490                 NaN  0.595181       0.557856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.72        2500.00        99.3540                 NaN  0.589809       0.561710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.17        2500.00        99.3576                 NaN  0.588686       0.537427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.62        2500.00        99.3630                 NaN  0.583502       0.534785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.07        2500.00        99.3670                 NaN  0.580053       0.529775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.52        2500.00        99.3703                 NaN  0.579081       0.505763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        2500.00        99.3747                 NaN  0.575092       0.502335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.42        2500.00        99.4640                 NaN  0.494390       0.416098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.87        2500.00        99.2991                 NaN  0.645544       0.553590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        2500.00        98.8806                 NaN   1.02592       0.934411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.77        2500.00        99.9088                 NaN  0.843880E-001  0.678801E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.22        2500.00        99.3947                 NaN  0.560297       0.450375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.67        2500.00        99.9404                 NaN  0.595720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.12        2500.00        98.8613                 NaN   1.05185       0.868723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.57        2500.00        99.4062                 NaN  0.551392       0.423804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.02        2500.00        99.4095                 NaN  0.550180       0.403312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.47        2500.00        99.4114                 NaN  0.549480       0.390945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.92        2500.00        99.4153                 NaN  0.545251       0.394795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.37        2500.00        99.4201                 NaN  0.539340       0.405947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.82        2500.00        99.2769                 NaN  0.787558E-001  0.657167E-004            NaN  0.644320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.27        2500.00        99.2192                 NaN            NaN            NaN            NaN  0.780775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.72        2500.00        99.2190                 NaN            NaN            NaN            NaN  0.781013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.17        2500.00        99.2141                 NaN            NaN            NaN            NaN  0.785875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.62        2500.00        99.2076                 NaN            NaN            NaN            NaN  0.792389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.07        2500.00        99.2037                 NaN            NaN            NaN            NaN  0.796259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.52        2500.00        99.1936                 NaN            NaN            NaN            NaN  0.806363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.96        2500.00        99.1827                 NaN            NaN            NaN            NaN  0.817275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.41        2500.00        99.1148                 NaN            NaN            NaN            NaN  0.781439       0.103731                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.86        2500.00        98.6968                 NaN            NaN            NaN            NaN  0.828508       0.474684                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.31        2500.00        98.7077                 NaN            NaN            NaN            NaN  0.470081       0.822242                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.76        2500.00        98.7223                 NaN            NaN            NaN            NaN  0.464118       0.813605                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.21        2500.00        98.7332                 NaN            NaN            NaN            NaN  0.458044       0.808777                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.66        2500.00        98.7460                 NaN            NaN            NaN            NaN  0.798655       0.455377                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.11        2500.00        98.7583                 NaN            NaN            NaN            NaN  0.791789       0.449937                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.56        2500.00        98.7676                 NaN            NaN            NaN            NaN  0.787070       0.445357                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.01        2500.00        98.8249                 NaN            NaN  0.189020E-001            NaN  0.397053       0.759100                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.46        2500.00        98.7463                 NaN            NaN            NaN            NaN  0.452251       0.801441                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.91        2500.00        98.8052                 NaN            NaN            NaN            NaN  0.430539       0.764263                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.36        2500.00        98.8113                 NaN            NaN            NaN            NaN  0.427708       0.761016                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.81        2500.00        98.8238                 NaN            NaN            NaN            NaN  0.422841       0.753338                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.26        2500.00        98.8311                 NaN            NaN  0.100322E-005            NaN  0.749698       0.419197                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8455                 NaN            NaN  0.219615E-001            NaN  0.382584       0.749907                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.16        2500.00        98.8513                 NaN            NaN            NaN            NaN  0.738136       0.410551                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.61        2500.00        98.8613                 NaN            NaN  0.800308E-002            NaN  0.735093       0.395591                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.06        2500.00        98.8646                 NaN            NaN  0.226977E-001            NaN  0.369668       0.743059                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.51        2500.00        98.8901                 NaN            NaN  0.214068E-001            NaN  0.364220       0.724321                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.96        2500.00        98.8931                 NaN            NaN  0.201889E-001            NaN  0.721804       0.364901                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.41        2500.00        98.8984                 NaN            NaN  0.191415E-001            NaN  0.362700       0.719774                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.86        2500.00        98.9076                 NaN            NaN  0.180082E-001            NaN  0.713226       0.361161                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.31        2500.00        98.9146                 NaN            NaN  0.167925E-001            NaN  0.358871       0.709740                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        2500.00        98.9233                 NaN            NaN  0.159143E-001            NaN  0.702929       0.357844                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.21        2500.00        99.1208                 NaN            NaN  0.124704E-001            NaN  0.576730       0.290025                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.66        2500.00        99.8737                 NaN            NaN  0.139885E-002            NaN  0.846769E-001  0.402507E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1465.11        2500.00        97.8165                 NaN            NaN  0.270696E-001            NaN   1.42897       0.727487                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.55        2500.00        98.6013                 NaN            NaN  0.592488E-001            NaN  0.744085       0.443539                 NaN  0.151781                 NaN            NaN            NaN            NaN
  1462.00        2500.00        96.6306                 NaN            NaN  0.334475                 NaN   1.05497       0.961888                 NaN   1.01803                 NaN            NaN            NaN            NaN
  1460.45        2500.00        96.7141                 NaN            NaN  0.331967                 NaN   1.03261       0.927832                 NaN  0.993487                 NaN            NaN            NaN            NaN
  1458.90        2500.00        96.8023                 NaN            NaN  0.328099                 NaN   1.00844       0.893868                 NaN  0.967341                 NaN            NaN            NaN            NaN
  1457.35        2500.00        96.8803                 NaN            NaN  0.325266                 NaN  0.862158       0.988006                 NaN  0.944317                 NaN            NaN            NaN            NaN
  1455.80        2500.00        96.9508                 NaN            NaN  0.323413                 NaN  0.969020       0.832736                 NaN  0.924026                 NaN            NaN            NaN            NaN
  1454.25        2500.00        97.0281                 NaN            NaN  0.320370                 NaN  0.948025       0.802788                 NaN  0.900756                 NaN            NaN            NaN            NaN
  1452.70        2500.00        97.0932                 NaN            NaN  0.318186                 NaN  0.776477       0.930905                 NaN  0.881261                 NaN            NaN            NaN            NaN
  1451.15        2500.00        97.1527                 NaN            NaN  0.317640                 NaN  0.753340       0.911993                 NaN  0.864364                 NaN            NaN            NaN            NaN
  1449.60        2500.00        97.2259                 NaN            NaN  0.313075                 NaN  0.896355       0.722707                 NaN  0.841923                 NaN            NaN            NaN            NaN
  1448.05        2500.00        97.2857                 NaN            NaN  0.311836                 NaN  0.880278       0.698120                 NaN  0.824080                 NaN            NaN            NaN            NaN
  1446.50        2500.00        97.3400                 NaN            NaN  0.310296                 NaN  0.867548       0.673793                 NaN  0.808351                 NaN            NaN            NaN            NaN
  1444.95        2500.00        97.4022                 NaN            NaN  0.299975                 NaN  0.846404       0.663104                 NaN  0.788365                 NaN            NaN            NaN            NaN
  1443.40        2500.00        97.4477                 NaN            NaN  0.315408                 NaN  0.839465       0.620206                 NaN  0.777232                 NaN            NaN            NaN            NaN
  1441.85        2500.00        97.5034                 NaN            NaN  0.305202                 NaN  0.822416       0.609510                 NaN  0.759481                 NaN            NaN            NaN            NaN
  1440.30        2500.00        97.5516                 NaN            NaN  0.304191                 NaN  0.589935       0.808410                 NaN  0.745846                 NaN            NaN            NaN            NaN
  1438.75        2500.00        97.5935                 NaN            NaN  0.302073                 NaN  0.799067       0.572936                 NaN  0.732378                 NaN            NaN            NaN            NaN
  1437.20        2500.00        97.7329                 NaN            NaN  0.291038                 NaN  0.526535       0.758643                 NaN  0.690845                 NaN            NaN            NaN            NaN
  1435.65        2500.00        97.6120                 NaN            NaN  0.309819                 NaN  0.801583       0.549885                 NaN  0.726747                 NaN            NaN            NaN            NaN
  1434.10        2500.00        97.7408                 NaN            NaN  0.297676                 NaN  0.513888       0.759171                 NaN  0.688477                 NaN            NaN            NaN            NaN
  1432.55        2500.00        97.7757                 NaN            NaN  0.297520                 NaN  0.497733       0.750041                 NaN  0.679001                 NaN            NaN            NaN            NaN
  1431.00        2500.00        97.8245                 NaN            NaN  0.293470                 NaN  0.736883       0.481604                 NaN  0.663501                 NaN            NaN            NaN            NaN
  1429.45        2500.00        97.8707                 NaN            NaN  0.295061                 NaN  0.725309       0.459482                 NaN  0.649420                 NaN            NaN            NaN            NaN
  1427.90        2500.00        97.8982                 NaN            NaN  0.293811                 NaN  0.448677       0.717986                 NaN  0.641293                 NaN            NaN            NaN            NaN
  1426.35        2500.00        97.9361                 NaN            NaN  0.292495                 NaN  0.708511       0.432932                 NaN  0.629916                 NaN            NaN            NaN            NaN
  1424.80        2500.00        97.9696                 NaN            NaN  0.291938                 NaN  0.700272       0.418451                 NaN  0.619689                 NaN            NaN            NaN            NaN
  1423.25        2500.00        98.0042                 NaN            NaN  0.291008                 NaN  0.691658       0.403778                 NaN  0.609394                 NaN            NaN            NaN            NaN
  1421.70        2500.00        98.0385                 NaN            NaN  0.290024                 NaN  0.682594       0.389787                 NaN  0.599091                 NaN            NaN            NaN            NaN
  1420.15        2500.00        98.0655                 NaN            NaN  0.290418                 NaN  0.677887       0.375120                 NaN  0.591109                 NaN            NaN            NaN            NaN
  1418.59        2500.00        98.1063                 NaN            NaN  0.287551                 NaN  0.665070       0.362300                 NaN  0.578799                 NaN            NaN            NaN            NaN
  1417.04        2500.00        98.1179                 NaN            NaN  0.290377                 NaN  0.349713       0.667185                 NaN  0.574817                 NaN            NaN            NaN            NaN
  1415.49        2500.00        98.1095                 NaN            NaN  0.281433                 NaN  0.382134       0.646289                 NaN  0.580673                 NaN            NaN            NaN            NaN
  1413.94        2500.00        98.2676                 NaN            NaN  0.287736                 NaN  0.282143       0.634820                 NaN  0.527704                 NaN            NaN            NaN            NaN
  1412.39        2500.00        98.2226                 NaN            NaN  0.284064                 NaN  0.634825       0.315452                 NaN  0.543016                 NaN            NaN            NaN            NaN
  1410.84        2500.00        98.2475                 NaN            NaN  0.284250                 NaN  0.630334       0.302279                 NaN  0.535587                 NaN            NaN            NaN            NaN
  1409.29        2500.00        98.2733                 NaN            NaN  0.283627                 NaN  0.291240       0.624225                 NaN  0.527591                 NaN            NaN            NaN            NaN
  1407.74        2500.00        98.2995                 NaN            NaN  0.282924                 NaN  0.617666       0.280152                 NaN  0.519747                 NaN            NaN            NaN            NaN
  1406.19        2500.00        98.3273                 NaN            NaN  0.281778                 NaN  0.610426       0.269131                 NaN  0.511335                 NaN            NaN            NaN            NaN
  1404.64        2500.00        98.3502                 NaN            NaN  0.281130                 NaN  0.259048       0.605402                 NaN  0.504258                 NaN            NaN            NaN            NaN
  1403.09        2500.00        98.3736                 NaN            NaN  0.280333                 NaN  0.599675       0.249360                 NaN  0.497002                 NaN            NaN            NaN            NaN
  1401.54        2500.00        98.3964                 NaN            NaN  0.279576                 NaN  0.594201       0.239801                 NaN  0.490045                 NaN            NaN            NaN            NaN
  1399.99        2500.00        98.4194                 NaN            NaN  0.279416                 NaN  0.589572       0.228544                 NaN  0.483090                 NaN            NaN            NaN            NaN
  1398.44        2500.00        98.4429                 NaN            NaN  0.277138                 NaN  0.221425       0.583020                 NaN  0.475481                 NaN            NaN            NaN            NaN
  1396.89        2500.00        98.4637                 NaN            NaN  0.277087                 NaN  0.578460       0.211576                 NaN  0.469144                 NaN            NaN            NaN            NaN
  1395.34        2500.00        98.4847                 NaN            NaN  0.276298                 NaN  0.573188       0.203137                 NaN  0.462652                 NaN            NaN            NaN            NaN
  1393.79        2500.00        98.5038                 NaN            NaN  0.275363                 NaN  0.194305       0.569896                 NaN  0.456620                 NaN            NaN            NaN            NaN
  1392.24        2500.00        98.5253                 NaN            NaN  0.274389                 NaN  0.564177       0.186124                 NaN  0.450013                 NaN            NaN            NaN            NaN
  1390.69        2500.00        98.5434                 NaN            NaN  0.273511                 NaN  0.177535       0.561192                 NaN  0.444321                 NaN            NaN            NaN            NaN
  1389.14        2500.00        98.5643                 NaN            NaN  0.272198                 NaN  0.170629       0.555052                 NaN  0.437771                 NaN            NaN            NaN            NaN
  1387.59        2500.00        98.5833                 NaN            NaN  0.271248                 NaN  0.550111       0.163524                 NaN  0.431797                 NaN            NaN            NaN            NaN
  1386.04        2500.00        98.5989                 NaN            NaN  0.270581                 NaN  0.548214       0.155544                 NaN  0.426808                 NaN            NaN            NaN            NaN
  1384.49        2500.00        98.5789                 NaN            NaN  0.277750                 NaN  0.563701       0.143807                 NaN  0.435852                 NaN            NaN            NaN            NaN
  1382.94        2500.00        98.6843                 NaN            NaN  0.261007                 NaN  0.516208       0.140491                 NaN  0.398030                 NaN            NaN            NaN            NaN
  1381.39        2500.00        98.6550                 NaN            NaN  0.265881                 NaN  0.135908       0.534507                 NaN  0.408683                 NaN            NaN            NaN            NaN
  1379.84        2500.00        98.6699                 NaN            NaN  0.265618                 NaN  0.128862       0.531409                 NaN  0.404174                 NaN            NaN            NaN            NaN
  1378.29        2500.00        98.6865                 NaN            NaN  0.264058                 NaN  0.526845       0.123731                 NaN  0.398914                 NaN            NaN            NaN            NaN
  1376.74        2500.00        98.7006                 NaN            NaN  0.262478                 NaN  0.525136       0.117513                 NaN  0.394245                 NaN            NaN            NaN            NaN
  1375.18        2500.00        98.7170                 NaN            NaN  0.262421                 NaN  0.108737       0.522447                 NaN  0.389407                 NaN            NaN            NaN            NaN
  1373.63        2500.00        98.7350                 NaN            NaN  0.258697                 NaN  0.515233       0.108049                 NaN  0.383028                 NaN            NaN            NaN            NaN
  1372.08        2500.00        98.7476                 NaN            NaN  0.258194                 NaN  0.101588       0.513428                 NaN  0.379146                 NaN            NaN            NaN            NaN
  1370.53        2500.00        98.7627                 NaN            NaN  0.256451                 NaN  0.510085       0.966028E-001            NaN  0.374195                 NaN            NaN            NaN            NaN
  1368.98        2500.00        98.7764                 NaN            NaN  0.254754                 NaN  0.916630E-001  0.507457                 NaN  0.369680                 NaN            NaN            NaN            NaN
  1367.43        2500.00        98.7900                 NaN            NaN  0.253046                 NaN  0.504258       0.875114E-001            NaN  0.365215                 NaN            NaN            NaN            NaN
  1365.88        2500.00        98.8005                 NaN            NaN  0.254204                 NaN  0.504029       0.785110E-001            NaN  0.362751                 NaN            NaN            NaN            NaN
  1364.33        2500.00        98.8233                 NaN            NaN  0.245776                 NaN  0.830147E-001  0.494579                 NaN  0.353320                 NaN            NaN            NaN            NaN
  1362.78        2500.00        98.8249                 NaN            NaN  0.243333                 NaN  0.489652       0.892240E-001            NaN  0.352936                 NaN            NaN            NaN            NaN
  1361.23        2500.00        98.8493                 NaN            NaN  0.248606                 NaN  0.495958       0.601308E-001            NaN  0.345955                 NaN            NaN            NaN            NaN
  1359.68        2500.00        98.8569                 NaN            NaN  0.242735                 NaN  0.488077       0.694172E-001            NaN  0.342915                 NaN            NaN            NaN            NaN
  1358.13        2500.00        98.8693                 NaN            NaN  0.240508                 NaN  0.484450       0.668759E-001            NaN  0.338889                 NaN            NaN            NaN            NaN
  1356.58        2500.00        98.8829                 NaN            NaN  0.238755                 NaN  0.617179E-001  0.482304                 NaN  0.334303                 NaN            NaN            NaN            NaN
  1355.03        2500.00        98.8935                 NaN            NaN  0.235916                 NaN  0.479610       0.604341E-001            NaN  0.330534                 NaN            NaN            NaN            NaN
  1353.48        2500.00        98.9053                 NaN            NaN  0.233359                 NaN  0.475883       0.589745E-001            NaN  0.326511                 NaN            NaN            NaN            NaN
  1351.93        2500.00        98.9168                 NaN            NaN  0.231073                 NaN  0.560844E-001  0.473444                 NaN  0.322612                 NaN            NaN            NaN            NaN
  1350.38        2500.00        98.9280                 NaN            NaN  0.228259                 NaN  0.540748E-001  0.470959                 NaN  0.318677                 NaN            NaN            NaN            NaN
  1348.83        2500.00        98.9395                 NaN            NaN  0.225959                 NaN  0.525115E-001  0.467136                 NaN  0.314871                 NaN            NaN            NaN            NaN
  1347.28        2500.00        98.9482                 NaN            NaN  0.223243                 NaN  0.500947E-001  0.466876                 NaN  0.311609                 NaN            NaN            NaN            NaN
  1345.73        2500.00        98.9606                 NaN            NaN  0.219241                 NaN  0.461800       0.511246E-001            NaN  0.307238                 NaN            NaN            NaN            NaN
  1344.18        2500.00        98.9679                 NaN            NaN  0.218143                 NaN  0.485676E-001  0.460286                 NaN  0.305067                 NaN            NaN            NaN            NaN
  1342.63        2500.00        98.9796                 NaN            NaN  0.212761                 NaN  0.477946E-001  0.459831                 NaN  0.299993                 NaN            NaN            NaN            NaN
  1341.08        2500.00        98.9907                 NaN            NaN  0.209983                 NaN  0.452097       0.506620E-001            NaN  0.296546                 NaN            NaN            NaN            NaN
  1339.53        2500.00        99.0003                 NaN            NaN  0.207474                 NaN  0.451166       0.477753E-001            NaN  0.293262                 NaN            NaN            NaN            NaN
  1337.98        2500.00        99.0094                 NaN            NaN  0.204144                 NaN  0.486146E-001  0.447817                 NaN  0.290005                 NaN            NaN            NaN            NaN
  1336.43        2500.00        99.0191                 NaN            NaN  0.201326                 NaN  0.465878E-001  0.446360                 NaN  0.286666                 NaN            NaN            NaN            NaN
  1334.88        2500.00        99.0265                 NaN            NaN  0.197202                 NaN  0.487636E-001  0.443933                 NaN  0.283641                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0360                 NaN            NaN  0.193442                 NaN  0.503764E-001  0.439975                 NaN  0.280159                 NaN            NaN            NaN            NaN
  1331.78        2500.00        99.0443                 NaN            NaN  0.190446                 NaN  0.495240E-001  0.438469                 NaN  0.277227                 NaN            NaN            NaN            NaN
  1330.22        2500.00        99.0532                 NaN            NaN  0.186560                 NaN  0.506344E-001  0.435636                 NaN  0.273998                 NaN            NaN            NaN            NaN
  1328.67        2500.00        99.0613                 NaN            NaN  0.182666                 NaN  0.532983E-001  0.431802                 NaN  0.270974                 NaN            NaN            NaN            NaN
  1327.12        2500.00        99.0696                 NaN            NaN  0.179276                 NaN  0.428398       0.547115E-001            NaN  0.268038                 NaN            NaN            NaN            NaN
  1325.57        2500.00        99.0734                 NaN            NaN  0.171702                 NaN  0.660942E-001  0.422967                 NaN  0.265857                 NaN            NaN            NaN            NaN
  1324.02        2500.00        99.0880                 NaN            NaN  0.173442                 NaN  0.425791       0.512087E-001            NaN  0.261559                 NaN            NaN            NaN            NaN
