|6.6.6
Archiving\03_Data\eqLP/QFM_m5/WD94/WD94_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1791.67        500.000        81.8258       0.731952        2.93137        14.4757       0.351479E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        81.3046       0.732161        2.91961        14.9975       0.461577E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        80.7830       0.732369        2.90784        15.5196       0.571739E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        80.2613       0.732576        2.89606        16.0419       0.681964E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        79.7393       0.732781        2.88427        16.5644       0.792252E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        79.2170       0.732985        2.87246        17.0872       0.902603E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        78.6946       0.733188        2.86065        17.6103       0.101302                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        78.1719       0.733390        2.84883        18.1336       0.112349                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        77.6445       0.733564        2.83261        18.6665       0.122833                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        77.1170       0.733737        2.81638        19.1995       0.133322                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        76.5893       0.733909        2.80014        19.7328       0.143815                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        76.0614       0.734079        2.78389        20.2663       0.154314                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        75.5333       0.734248        2.76763        20.8000       0.164817                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        75.0051       0.734416        2.75135        21.3339       0.175325                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        74.4766       0.734582        2.73507        21.8679       0.185838                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        73.9480       0.734747        2.71877        22.4021       0.196355                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        73.4133       0.734889        2.69880        22.9465       0.206469                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        72.8785       0.735030        2.67882        23.4911       0.216587                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        72.3436       0.735169        2.65883        24.0357       0.226708                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        71.8085       0.735307        2.63882        24.5806       0.236833                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        71.2733       0.735443        2.61881        25.1255       0.246961                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        70.7379       0.735578        2.59879        25.6706       0.257093                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        70.2025       0.735711        2.57875        26.2158       0.267228                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        69.6669       0.735843        2.55870        26.7612       0.277366                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        69.1084       0.735942        2.53150        27.3371       0.287043                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        68.5499       0.736041        2.50428        27.9131       0.296721                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        67.9912       0.736137        2.47705        28.4892       0.306401                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        67.4325       0.736232        2.44981        29.0653       0.316084                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        66.8738       0.736325        2.42256        29.6415       0.325768                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        66.3150       0.736417        2.39531        30.2178       0.335455                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        65.7562       0.736507        2.36804        30.7941       0.345143                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        65.1973       0.736595        2.34076        31.3705       0.354833                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        64.6354       0.736660        2.30934        31.9544       0.364173                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        64.0736       0.736724        2.27791        32.5383       0.373514                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        63.5117       0.736785        2.24648        33.1222       0.382857                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        62.9498       0.736845        2.21503        33.7061       0.392200                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        62.3880       0.736904        2.18358        34.2900       0.401543                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        61.8261       0.736960        2.15212        34.8739       0.410888                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        61.2643       0.737015        2.12066        35.4578       0.420233                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        60.7025       0.737067        2.08919        36.0416       0.429578                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        60.1425       0.737093        2.05217        36.6296       0.438628                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        59.5825       0.737116        2.01515        37.2176       0.447678                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        59.0226       0.737138        1.97812        37.8054       0.456728                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        58.4628       0.737157        1.94109        38.3932       0.465777                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        57.9031       0.737175        1.90406        38.9809       0.474825                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        57.3434       0.737191        1.86702        39.5685       0.483873                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        56.7839       0.737205        1.82999        40.1560       0.492921                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        56.2244       0.737218        1.79295        40.7434       0.501967                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        55.6789       0.737211        1.75256        41.3204       0.510886                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        55.1336       0.737203        1.71218        41.8973       0.519804                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        54.5883       0.737192        1.67180        42.4740       0.528721                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        54.0432       0.737180        1.63142        43.0506       0.537636                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        53.5106       0.737164        1.59102        43.6146       0.546681                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        52.7907       0.737377        1.55364        44.0877       0.551877       0.278746                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        51.6251       0.738229        1.53556        44.2692       0.547806        1.28407                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        50.4570       0.739082        1.51744        44.4511       0.543723        2.29169                 NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        49.5038       0.739751        1.49686        44.6242       0.539810        3.09567                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        48.5489       0.740420        1.47624        44.7975       0.535888        3.90109                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        47.5924       0.741089        1.45558        44.9710       0.531959        4.70792                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        46.6343       0.741759        1.43489        45.1449       0.528022        5.51619                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        45.6745       0.742428        1.41416        45.3189       0.524077        6.32588                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        44.7132       0.743097        1.39339        45.4932       0.520124        7.13699                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        43.7502       0.743767        1.37259        45.6677       0.516164        7.94954                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        42.7856       0.744436        1.35174        45.8425       0.512196        8.76351                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        42.0667       0.744888        1.32676        46.0157       0.508603        9.33737                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        41.3470       0.745339        1.30175        46.1890       0.505006        9.91190                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        40.6265       0.745790        1.27671        46.3625       0.501405        10.4871                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        39.9052       0.746240        1.25164        46.5362       0.497798        11.0629                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        39.1831       0.746691        1.22654        46.7100       0.494187        11.6395                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        38.4602       0.747141        1.20141        46.8840       0.490571        12.2167                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        37.7366       0.747590        1.17626        47.0581       0.486950        12.7945                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        37.0122       0.748040        1.15107        47.2324       0.483325        13.3730                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        36.4519       0.748329        1.12116        47.4182       0.480548        13.7798                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        35.8913       0.748618        1.09123        47.6041       0.477768        14.1870                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        35.3303       0.748906        1.06128        47.7902       0.474987        14.5943                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        34.7690       0.749194        1.03131        47.9763       0.472202        15.0020                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        34.2073       0.749482        1.00132        48.1625       0.469416        15.4100                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        33.6452       0.749769       0.971309        48.3489       0.466627        15.8183                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        33.0827       0.750056       0.941275        48.5353       0.463836        16.2268                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        32.5199       0.750343       0.911220        48.7219       0.461042        16.6356                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        32.0651       0.750510       0.876041        48.9291       0.459071        16.9202                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        31.6102       0.750676       0.840850        49.1363       0.457099        17.2048                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        31.1551       0.750843       0.805645        49.3437       0.455126        17.4896                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        30.6999       0.751009       0.770428        49.5511       0.453151        17.7745                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        30.2445       0.751174       0.735198        49.7585       0.451176        18.0594                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        29.7889       0.751339       0.699954        49.9661       0.449200        18.3445                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        29.3333       0.751504       0.664698        50.1736       0.447223        18.6297                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        28.8774       0.751669       0.629430        50.3813       0.445245        18.9149                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        28.4995       0.751728       0.587905        50.6197       0.444593        19.0966                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        28.1215       0.751788       0.546378        50.8582       0.443941        19.2782                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        27.7434       0.751847       0.504848        51.0967       0.443289        19.4599                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        27.3654       0.751906       0.463314        51.3352       0.442636        19.6415                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        26.9874       0.751965       0.421777        51.5737       0.441984        19.8232                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        26.6093       0.752023       0.380237        51.8122       0.441332        20.0049                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        26.2312       0.752081       0.338694        52.0508       0.440679        20.1865                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        25.8532       0.752138       0.297148        52.2893       0.440027        20.3682                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        25.5199       0.752123       0.250235        52.5561       0.440675        20.4809                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        25.1868       0.752108       0.203327        52.8229       0.441323        20.5936                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        24.8536       0.752092       0.156425        53.0896       0.441972        20.7062                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        24.5206       0.752076       0.109529        53.3563       0.442620        20.8189                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        24.2017       0.752029       0.598575E-001   53.6393       0.443864        20.9032                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        23.8829       0.751983       0.101958E-001   53.9223       0.445107        20.9875                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        23.5375       0.752247                 NaN   53.9818       0.439649        21.2888                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        23.1684       0.752611                 NaN   53.9838       0.431732        21.6635                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        22.8199       0.752954                 NaN   53.9868       0.424026        22.0164                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        22.4710       0.753297                 NaN   53.9898       0.416313        22.3696                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        22.1219       0.753640                 NaN   53.9927       0.408593        22.7231                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        21.7725       0.753983                 NaN   53.9957       0.400867        23.0769                 NaN            NaN            NaN            NaN            NaN
  1445.51        500.000        21.3108       0.754460                 NaN   54.0081       0.397644        23.3221       0.206896                 NaN            NaN            NaN            NaN
  1442.31        500.000        20.7581       0.755039                 NaN   54.0249       0.399649        23.4696       0.592694                 NaN            NaN            NaN            NaN
  1439.10        500.000        20.2384       0.755588                 NaN   54.0375       0.402898        23.6078       0.957916                 NaN            NaN            NaN            NaN
  1435.90        500.000        19.7179       0.756138                 NaN   54.0500       0.406153        23.7461        1.32366                 NaN            NaN            NaN            NaN
  1432.69        500.000        19.2455       0.756645                 NaN   54.0551       0.411416        23.8709        1.66048                 NaN            NaN            NaN            NaN
  1429.49        500.000        18.7725       0.757153                 NaN   54.0601       0.416689        23.9958        1.99773                 NaN            NaN            NaN            NaN
  1426.28        500.000        18.2989       0.757660                 NaN   54.0651       0.421969        24.1209        2.33544                 NaN            NaN            NaN            NaN
  1423.08        500.000        17.8247       0.758168                 NaN   54.0701       0.427258        24.2462        2.67358                 NaN            NaN            NaN            NaN
  1419.87        500.000        17.3761       0.758657                 NaN   54.0687       0.434328        24.3661        2.99609                 NaN            NaN            NaN            NaN
  1416.67        500.000        16.9311       0.759140                 NaN   54.0551       0.446917        24.3264        3.28751       0.193923                 NaN            NaN            NaN
  1413.46        500.000        16.2059       0.759668                 NaN   54.1001       0.456091        24.1707        3.52884       0.575565       0.203060                 NaN            NaN
  1410.26        500.000        15.4896       0.760159                 NaN   54.1522       0.464313        24.0113        3.74050       0.952014       0.429920                 NaN            NaN
  1407.05        500.000        15.4891       0.760172                 NaN   54.1524       0.464330        24.0115        3.74052       0.952023       0.429949                 NaN            NaN
  1403.85        500.000        15.4886       0.760186                 NaN   54.1527       0.464346        24.0117        3.74054       0.952033       0.429978                 NaN            NaN
  1400.64        500.000        15.4880       0.760200                 NaN   54.1530       0.464363        24.0118        3.74056       0.952042       0.430006                 NaN            NaN
  1397.44        500.000        15.4875       0.760214                 NaN   54.1532       0.464379        24.0120        3.74058       0.952052       0.430035                 NaN            NaN
  1394.23        500.000        15.4870       0.760227                 NaN   54.1535       0.464396        24.0122        3.74060       0.952061       0.430064                 NaN            NaN
  1391.03        500.000        15.4864       0.760241                 NaN   54.1538       0.464412        24.0123        3.74062       0.952071       0.430093                 NaN            NaN
  1387.82        500.000        15.4859       0.760255                 NaN   54.1541       0.464428        24.0125        3.74064       0.952080       0.430121                 NaN            NaN
  1384.62        500.000        11.5082       0.762911                 NaN   54.4314       0.516977        23.0515        4.88609        3.09226        1.75060                 NaN            NaN
  1381.41        500.000        11.5079       0.762921                 NaN   54.4315       0.516994        23.0516        4.88610        3.09228        1.75071                 NaN            NaN
  1378.21        500.000        11.5076       0.762932                 NaN   54.4316       0.517010        23.0517        4.88611        3.09230        1.75082                 NaN            NaN
  1375.00        500.000        11.5073       0.762943                 NaN   54.4316       0.517026        23.0518        4.88612        3.09232        1.75093                 NaN            NaN
  1371.79        500.000        11.5069       0.762954                 NaN   54.4317       0.517042        23.0518        4.88613        3.09234        1.75104                 NaN            NaN
  1368.59        500.000        11.5066       0.762965                 NaN   54.4318       0.517059        23.0519        4.88613        3.09236        1.75115                 NaN            NaN
  1365.38        500.000        11.5063       0.762976                 NaN   54.4319       0.517075        23.0520        4.88614        3.09238        1.75126                 NaN            NaN
  1362.18        500.000        11.5060       0.762986                 NaN   54.4319       0.517091        23.0521        4.88615        3.09240        1.75137                 NaN            NaN
  1358.97        500.000        9.19626       0.764543                 NaN   54.5692       0.559263        22.4097        5.50124        4.40576        2.59408                 NaN            NaN
  1355.77        500.000        9.19605       0.764552                 NaN   54.5691       0.559280        22.4097        5.50124        4.40578        2.59424                 NaN            NaN
  1352.56        500.000        9.19585       0.764561                 NaN   54.5691       0.559296        22.4098        5.50124        4.40580        2.59440                 NaN            NaN
  1349.36        500.000        9.19565       0.764570                 NaN   54.5690       0.559312        22.4098        5.50124        4.40582        2.59456                 NaN            NaN
  1346.15        500.000        9.19545       0.764579                 NaN   54.5690       0.559329        22.4099        5.50124        4.40585        2.59471                 NaN            NaN
  1342.95        500.000        9.19524       0.764588                 NaN   54.5689       0.559345        22.4099        5.50124        4.40587        2.59487                 NaN            NaN
  1339.74        500.000        9.19504       0.764597                 NaN   54.5689       0.559361        22.4099        5.50124        4.40589        2.59503                 NaN            NaN
  1336.54        500.000        9.19483       0.764606                 NaN   54.5689       0.559378        22.4100        5.50125        4.40591        2.59519                 NaN            NaN
  1333.33        500.000        7.62952       0.765704                 NaN   54.6439       0.591918        21.9839        5.29116        5.87474        3.21922                 NaN            NaN
  1330.13        500.000        7.62939       0.765712                 NaN   54.6437       0.591934        21.9839        5.29118        5.87473        3.21941                 NaN            NaN
  1326.92        500.000        7.62926       0.765720                 NaN   54.6436       0.591951        21.9839        5.29120        5.87473        3.21960                 NaN            NaN
  1323.72        500.000        7.62914       0.765728                 NaN   54.6435       0.591967        21.9839        5.29122        5.87472        3.21979                 NaN            NaN
  1320.51        500.000        7.62901       0.765736                 NaN   54.6434       0.591984        21.9840        5.29124        5.87472        3.21998                 NaN            NaN
  1317.31        500.000        7.62888       0.765744                 NaN   54.6433       0.592000        21.9840        5.29126        5.87471        3.22017                 NaN            NaN
  1314.10        500.000        7.62874       0.765752                 NaN   54.6431       0.592016        21.9840        5.29128        5.87470        3.22037                 NaN            NaN
  1310.90        500.000        7.62861       0.765760                 NaN   54.6430       0.592033        21.9840        5.29131        5.87470        3.22056                 NaN            NaN
  1307.69        500.000        6.47599       0.766620                 NaN   54.6801       0.617968        21.7115        5.91730        6.11925        3.71131                 NaN            NaN
  1304.49        500.000        6.35253       0.766716                 NaN   54.6800       0.622563        21.6704        6.14311        5.99968        3.76498                 NaN            NaN
  1301.28        500.000        5.65325       0.767136                 NaN   54.7159       0.624041        21.6684        6.12170        6.20887        3.87474       0.366002                 NaN
  1298.08        500.000                 NaN  0.770180                 NaN   55.0131       0.628884        21.7083        6.62201        6.90330        4.45448        3.89980                 NaN
  1294.87        500.000                 NaN  0.770175                 NaN   55.0145       0.630947        21.7367        6.63012        6.85333        4.46165        3.90258                 NaN
  1291.67        500.000                 NaN  0.770181                 NaN   55.0142       0.630962        21.7367        6.63010        6.85334        4.46190        3.90265                 NaN
  1288.46        500.000                 NaN  0.770186                 NaN   55.0139       0.630978        21.7367        6.63008        6.85335        4.46215        3.90271                 NaN
  1285.26        500.000                 NaN  0.770192                 NaN   55.0136       0.630993        21.7366        6.63006        6.85336        4.46240        3.90278                 NaN
  1282.05        500.000                 NaN  0.770155                 NaN   55.0185       0.639786        21.8401        6.66897        6.65953        4.49111        3.91184                 NaN
