|6.6.6
Archiving\03_Data\frac/QFM_m0.5/LAR/LAR_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1461.15        2500.00        98.4061                 NaN            NaN            NaN  0.419574E-001            NaN   1.11496       0.436947                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4323                 NaN            NaN            NaN  0.164546                 NaN   1.16658       0.236571                 NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4463                 NaN            NaN            NaN  0.161227                 NaN  0.237620        1.15486                 NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4668                 NaN            NaN            NaN  0.154551                 NaN   1.12963       0.249003                 NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4795                 NaN            NaN            NaN  0.151479                 NaN  0.252892        1.11613                 NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4933                 NaN            NaN            NaN  0.147540                 NaN   1.09985       0.259302                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5108                 NaN            NaN            NaN  0.142671                 NaN   1.08106       0.265417                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5229                 NaN            NaN            NaN  0.139368                 NaN  0.268748        1.06901                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5378                 NaN            NaN            NaN  0.134795                 NaN   1.05321       0.274151                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5500                 NaN            NaN            NaN  0.131112                 NaN  0.277586        1.04129                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5604                 NaN            NaN            NaN  0.127902                 NaN  0.280011        1.03166                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5748                 NaN            NaN            NaN  0.123408                 NaN  0.287507        1.01428                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5850                 NaN            NaN            NaN  0.120364                 NaN  0.291425        1.00317                 NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5966                 NaN            NaN            NaN  0.116527                 NaN  0.295762       0.991119                 NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6067                 NaN            NaN            NaN  0.113238                 NaN  0.299170       0.980904                 NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6159                 NaN            NaN            NaN  0.109879                 NaN  0.303352       0.970914                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6269                 NaN            NaN            NaN  0.106050                 NaN  0.960065       0.307034                 NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6354                 NaN            NaN            NaN  0.102912                 NaN  0.312060       0.949638                 NaN            NaN            NaN            NaN
  1416.04        2500.00        98.6444                 NaN            NaN            NaN  0.998967E-001            NaN  0.316100       0.939639                 NaN            NaN            NaN            NaN
  1413.53        2500.00        98.6526                 NaN            NaN            NaN  0.961612E-001            NaN  0.933017       0.318257                 NaN            NaN            NaN            NaN
  1411.03        2500.00        98.6580                 NaN            NaN            NaN  0.935651E-001            NaN  0.324274       0.924191                 NaN            NaN            NaN            NaN
  1408.52        2500.00        98.6684                 NaN            NaN            NaN  0.899751E-001            NaN  0.915629       0.325993                 NaN            NaN            NaN            NaN
  1406.02        2500.00        98.6738                 NaN            NaN            NaN  0.869094E-001            NaN  0.908395       0.330873                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.6800                 NaN            NaN            NaN  0.841805E-001            NaN  0.902422       0.333350                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.6857                 NaN            NaN            NaN  0.804784E-001            NaN  0.339714       0.894064                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.6902                 NaN            NaN            NaN  0.772337E-001            NaN  0.890162       0.342363                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.6951                 NaN            NaN            NaN  0.743265E-001            NaN  0.346245       0.884347                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.4797                 NaN            NaN            NaN  0.154394                 NaN  0.897377       0.346858       0.121671                 NaN            NaN            NaN
  1390.98        2500.00        97.2621                 NaN            NaN            NaN  0.628735                 NaN  0.312856       0.992021       0.804330                 NaN            NaN            NaN
  1388.47        2500.00        97.3214                 NaN            NaN            NaN  0.628089                 NaN  0.975144       0.287887       0.787518                 NaN            NaN            NaN
  1385.96        2500.00        97.3634                 NaN            NaN            NaN  0.632095                 NaN  0.969656       0.261430       0.773446                 NaN            NaN            NaN
  1383.46        2500.00        97.4119                 NaN            NaN            NaN  0.632425                 NaN  0.238801       0.957607       0.759279                 NaN            NaN            NaN
  1380.95        2500.00        97.4569                 NaN            NaN            NaN  0.633611                 NaN  0.947645       0.216236       0.745618                 NaN            NaN            NaN
  1378.45        2500.00        97.4999                 NaN            NaN            NaN  0.634981                 NaN  0.936884       0.195547       0.732680                 NaN            NaN            NaN
  1375.94        2500.00        97.5415                 NaN            NaN            NaN  0.635416                 NaN  0.174680       0.928864       0.719540                 NaN            NaN            NaN
  1373.43        2500.00        97.5786                 NaN            NaN            NaN  0.635512                 NaN  0.157281       0.921087       0.707473                 NaN            NaN            NaN
  1370.93        2500.00        97.6255                 NaN            NaN            NaN  0.633857                 NaN  0.908781       0.138474       0.693397                 NaN            NaN            NaN
  1368.42        2500.00        97.6593                 NaN            NaN            NaN  0.634344                 NaN  0.121957       0.901701       0.682664                 NaN            NaN            NaN
  1365.91        2500.00        97.6964                 NaN            NaN            NaN  0.632661                 NaN  0.893567       0.106564       0.670787                 NaN            NaN            NaN
  1363.41        2500.00        97.7331                 NaN            NaN            NaN  0.631206                 NaN  0.885392       0.911061E-001  0.659238                 NaN            NaN            NaN
  1360.90        2500.00        97.7518                 NaN            NaN            NaN  0.631032                 NaN  0.966644E-001  0.866342       0.654152                 NaN            NaN            NaN
  1358.40        2500.00        97.8190                 NaN            NaN            NaN  0.626962                 NaN  0.866294       0.562260E-001  0.631567                 NaN            NaN            NaN
  1355.89        2500.00        97.8317                 NaN            NaN            NaN  0.622948                 NaN  0.863030       0.557345E-001  0.626609                 NaN            NaN            NaN
  1353.38        2500.00        97.8625                 NaN            NaN            NaN  0.619353                 NaN  0.460542E-001  0.855877       0.616221                 NaN            NaN            NaN
  1350.88        2500.00        97.8932                 NaN            NaN            NaN  0.614817                 NaN  0.387625E-001  0.847313       0.605870                 NaN            NaN            NaN
  1348.37        2500.00        97.9230                 NaN            NaN            NaN  0.610025                 NaN  0.311699E-001  0.839933       0.595827                 NaN            NaN            NaN
  1345.86        2500.00        97.9497                 NaN            NaN            NaN  0.604422                 NaN  0.835422       0.242358E-001  0.586226                 NaN            NaN            NaN
  1343.36        2500.00        97.9830                 NaN            NaN            NaN  0.598447                 NaN  0.822893       0.199985E-001  0.575694                 NaN            NaN            NaN
  1340.85        2500.00        97.8024                 NaN  0.144940                 NaN  0.416687                 NaN  0.866936       0.187383       0.581647                 NaN            NaN            NaN
  1338.35        2500.00        97.6202                 NaN  0.294070                 NaN  0.222592                 NaN  0.345002       0.933030       0.585152                 NaN            NaN            NaN
  1335.84        2500.00        97.5958                 NaN  0.332684                 NaN  0.160350                 NaN  0.950822       0.382281       0.578058                 NaN            NaN            NaN
  1333.33        2500.00        97.6027                 NaN  0.352510                 NaN  0.118335                 NaN  0.404381       0.953683       0.568400                 NaN            NaN            NaN
  1330.83        2500.00        97.6367                 NaN  0.358160                 NaN  0.940728E-001            NaN  0.413327       0.941007       0.556777                 NaN            NaN            NaN
  1328.32        2500.00        97.6794                 NaN  0.356921                 NaN  0.761901E-001            NaN  0.920569       0.422009       0.544916                 NaN            NaN            NaN
  1325.81        2500.00        97.7241                 NaN  0.354341                 NaN  0.602030E-001            NaN  0.899324       0.428979       0.533084                 NaN            NaN            NaN
  1323.31        2500.00        97.7721                 NaN  0.350003                 NaN  0.476497E-001            NaN  0.876224       0.432918       0.521114                 NaN            NaN            NaN
  1320.80        2500.00        97.8179                 NaN  0.344869                 NaN  0.343237E-001            NaN  0.852322       0.440874       0.509734                 NaN            NaN            NaN
  1318.30        2500.00        97.8652                 NaN  0.339139                 NaN  0.222137E-001            NaN  0.826667       0.448448       0.498345                 NaN            NaN            NaN
  1315.79        2500.00        97.9127                 NaN  0.333701                 NaN  0.130080E-001            NaN  0.804217       0.449211       0.487127                 NaN            NaN            NaN
  1313.28        2500.00        97.9572                 NaN  0.326901                 NaN  0.438881E-002            NaN  0.454276       0.780501       0.476709                 NaN            NaN            NaN
  1310.78        2500.00        98.0039                 NaN  0.319557                 NaN            NaN            NaN  0.757806       0.452089       0.466659                 NaN            NaN            NaN
  1308.27        2500.00        98.0492                 NaN  0.311500                 NaN            NaN            NaN  0.445382       0.736663       0.457283                 NaN            NaN            NaN
  1305.76        2500.00        98.1046                 NaN  0.293053                 NaN  0.523543E-001            NaN  0.734117       0.363679       0.452176                 NaN            NaN            NaN
  1303.26        2500.00        98.1374                 NaN  0.295361                 NaN            NaN            NaN  0.695891       0.432122       0.439193                 NaN            NaN            NaN
  1300.75        2500.00        98.1796                 NaN  0.287399                 NaN            NaN            NaN  0.426098       0.676525       0.430339                 NaN            NaN            NaN
  1298.25        2500.00        98.2213                 NaN  0.279581                 NaN            NaN            NaN  0.419591       0.657763       0.421730                 NaN            NaN            NaN
  1295.74        2500.00        98.2624                 NaN  0.271519                 NaN            NaN            NaN  0.414902       0.637907       0.413240                 NaN            NaN            NaN
  1293.23        2500.00        98.3016                 NaN  0.263803                 NaN            NaN            NaN  0.409962       0.619497       0.405111                 NaN            NaN            NaN
  1290.73        2500.00        83.3508                 NaN   1.35733                 NaN            NaN            NaN   2.57694        2.44280        2.19677        8.07534                 NaN            NaN
  1288.22        2500.00        74.6657                 NaN   1.86646                 NaN            NaN            NaN   3.47130        3.89651        3.23585        12.8642                 NaN            NaN
  1285.71        2500.00        79.5158                 NaN   1.45542                 NaN            NaN            NaN   2.70178        3.34126        2.64742        10.3383                 NaN            NaN
  1283.21        2500.00        82.8134                 NaN   1.18456                 NaN            NaN            NaN   2.18781        2.94133        2.24408        8.62886                 NaN            NaN
  1280.70        2500.00        85.1869                 NaN  0.994621                 NaN            NaN            NaN   2.64204        1.82147        1.95172        7.40329                 NaN            NaN
  1278.20        2500.00        86.9913                 NaN  0.856410                 NaN            NaN            NaN   1.54877        2.39937        1.72746        6.47667                 NaN            NaN
  1275.69        2500.00        88.3890                 NaN  0.749722                 NaN            NaN            NaN   1.33830        2.20852        1.55244        5.76197                 NaN            NaN
  1273.18        2500.00        89.4920                 NaN  0.668445                 NaN            NaN            NaN   2.05413        1.16955        1.41357        5.20229                 NaN            NaN
  1270.68        2500.00        89.9251                 NaN  0.897609                 NaN            NaN            NaN  0.956638        1.68499        1.36158        5.17408                 NaN            NaN
  1268.17        2500.00        84.6999                 NaN  0.516219                 NaN            NaN            NaN   3.09362        1.53861        2.27313        7.87851                 NaN            NaN
  1265.66        2500.00        96.8143                 NaN  0.423246                 NaN            NaN            NaN   1.84412                 NaN  0.169742       0.748636                 NaN            NaN
  1263.16        2500.00        93.5936                 NaN  0.318577                 NaN            NaN            NaN   1.92957                 NaN  0.917480        3.24078                 NaN            NaN
  1260.65        2500.00        92.2675                 NaN  0.405374                 NaN            NaN            NaN   2.46800                 NaN   1.11663        3.74248                 NaN            NaN
  1258.15        2500.00        94.9096                 NaN  0.386545                 NaN            NaN            NaN  0.808820       0.587934       0.655713        2.65137                 NaN            NaN
  1255.64        2500.00        93.8408                 NaN  0.424556                 NaN            NaN            NaN   1.38687       0.428991       0.849684        3.06912                 NaN            NaN
  1253.13        2500.00        92.6314                 NaN  0.406762                 NaN            NaN            NaN  0.360739        2.08356        1.06349        3.45404                 NaN            NaN
  1250.63        2500.00        96.0063                 NaN  0.194228                 NaN            NaN            NaN  0.771996       0.380813       0.486520        2.16018                 NaN            NaN
  1248.12        2500.00        94.8106                 NaN  0.319886                 NaN            NaN            NaN  0.461916        1.10925       0.710484        2.58790                 NaN            NaN
  1245.61        2500.00        94.1428                 NaN  0.511920                 NaN            NaN            NaN  0.579106        1.12307       0.842507        2.80064                 NaN            NaN
  1243.11        2500.00        95.9453                 NaN  0.112439                 NaN            NaN            NaN   1.29419                 NaN  0.514883        2.13321                 NaN            NaN
  1240.60        2500.00        95.6262                 NaN            NaN            NaN            NaN            NaN  0.350119E-002   1.43743       0.575679        2.24787       0.109287                 NaN
  1238.10        2500.00        94.1317                 NaN            NaN            NaN            NaN            NaN   1.63408       0.202841       0.790668        3.06989       0.170811                 NaN
  1235.59        2500.00        96.9049                 NaN            NaN            NaN            NaN            NaN  0.538987       0.600305       0.382693        1.45650       0.116619                 NaN
  1233.08        2500.00        96.0393                 NaN            NaN            NaN            NaN            NaN   1.30034                 NaN  0.535132        2.01709       0.108150                 NaN
  1230.58        2500.00        95.8492                 NaN            NaN            NaN            NaN            NaN   1.41278                 NaN  0.554627        2.07574       0.107628                 NaN
  1228.07        2500.00        96.2127                 NaN            NaN            NaN            NaN            NaN  0.342332       0.867668       0.510560        1.92754       0.139157                 NaN
  1225.56        2500.00        87.9449                 NaN            NaN            NaN            NaN            NaN   2.52037                 NaN   1.20403        5.24823       0.155487        2.92699     
  1223.06        2500.00                 NaN            NaN   3.20753                 NaN            NaN            NaN   8.88379        4.86335        8.72140        43.3179       0.215260        30.7907     
  1220.55        2500.00                 NaN            NaN  0.279050       0.174861E-005            NaN            NaN   3.08635        14.3755        8.85973        42.8629        1.09728        29.4393     
  1218.05        2500.00                 NaN            NaN  0.211411                 NaN            NaN            NaN   17.4847                 NaN   8.93860        42.9124        1.10022        29.3527     
  1215.54        2500.00                 NaN            NaN  0.268687E-001            NaN            NaN            NaN   17.7579                 NaN   8.93055        42.8873        1.12983        29.2676     
  1213.03        2500.00                 NaN            NaN  0.283276                 NaN            NaN            NaN   3.08832        14.3694        8.85974        42.8634        1.09516        29.4407     
  1210.53        2500.00                 NaN            NaN  0.793033E-004            NaN            NaN            NaN   2.86071        14.9824        8.87376        42.8171        1.16448        29.3015     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.86072        14.9826        8.87371        42.8170        1.16447        29.3015     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.86080        14.9826        8.87366        42.8170        1.16444        29.3015     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.86087        14.9826        8.87360        42.8170        1.16441        29.3015     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.40970        16.3181        9.01563        42.8474        1.15969        29.2495     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.45030        16.2825        9.02405        42.8359        1.15704        29.2502     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.46107        15.2972        8.88808        42.9416        1.14425        29.2678     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.56723        16.1527        9.04229        42.8311        1.15919        29.2475     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.69920        15.9468        9.09431        42.8799        1.15792        29.2219     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.51092        16.1656        9.12354        42.8328        1.14416        29.2230     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.68016        14.9105        9.01520        42.9725        1.19156        29.2301     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.66961        14.8898        9.03140        42.9696        1.20862        29.2310     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.59279        15.0147        9.02720        42.9397        1.19473        29.2308     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.45602        15.1562        9.02447        42.9549        1.18503        29.2233     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.9120        1.82196        9.10484        42.7643        1.14853        29.2484     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.13016        15.5033        9.12121        42.8635        1.16377        29.2180     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.82612        14.7885        9.05067        42.9080        1.19130        29.2354     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.6962        2.03774        9.12781        42.7424        1.14656        29.2493     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.06920        15.6643        9.13682        42.7349        1.14576        29.2490     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.85225        14.8981        9.08095        42.7713        1.13958        29.2578     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.89836        14.8705        9.09183        42.7423        1.13397        29.2630     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.35429        15.3629        9.15583        42.7290        1.14939        29.2486     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.00714        14.7427        9.10086        42.7506        1.13937        29.2593     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.88958        14.8598        9.12208        42.7344        1.13656        29.2575     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.91164        14.8249        9.13981        42.7289        1.13933        29.2554     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1881        2.53032        9.17551        42.7090        1.14674        29.2504     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.2280        2.49693        9.19001        42.6919        1.14297        29.2502     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51670        15.2177        9.20644        42.6678        1.13941        29.2520     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4112        3.31478        9.20109        42.6759        1.14086        29.2561     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.2054        2.53031        9.22506        42.6506        1.13703        29.2516     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.1545        2.57303        9.23185        42.6510        1.13906        29.2505     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.7263        1.97654        9.33499        42.5891        1.14475        29.2283     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.0287        2.68761        9.32326        42.5861        1.12681        29.2475     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.53006        15.2092        9.26145        42.6157        1.13199        29.2516     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.06091        13.5307        9.06711        42.9151        1.18479        29.2413     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.6089        3.11237        9.25193        42.6289        1.14064        29.2572     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5930        3.12852        9.25712        42.6222        1.14081        29.2583     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9750        2.75630        9.28813        42.5939        1.13277        29.2539     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9086        2.82149        9.29371        42.5886        1.13292        29.2547     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5100        3.21194        9.28304        42.5962        1.13839        29.2605     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5217        3.20397        9.28979        42.5888        1.13635        29.2594     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4057        3.31973        9.28590        42.5872        1.13804        29.2634     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5931        3.13628        9.31491        42.5636        1.13256        29.2595     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.04307        14.6870        9.32758        42.5531        1.13084        29.2584     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4660        3.26359        9.32354        42.5515        1.13243        29.2629     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4821        3.23809        9.33348        42.5514        1.13452        29.2605     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.09554        14.6394        9.35160        42.5257        1.12733        29.2605     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4315        3.28600        9.32610        42.5604        1.13505        29.2609     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.17897        14.5538        9.36432        42.5136        1.12739        29.2619     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4802        3.25398        9.37118        42.5050        1.12650        29.2632     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4471        3.28804        9.37598        42.4980        1.12627        29.2646     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4448        3.29283        9.38445        42.4877        1.12484        29.2654     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4064        3.34036        9.38943        42.4735        1.12181        29.2686     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4474        3.29743        9.40187        42.4650        1.12111        29.2672     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4868        3.24956        9.39012        42.4844        1.12421        29.2649     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5013        3.26111        9.42292        42.4319        1.11338        29.2694     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4273        3.31516        9.41077        42.4598        1.12007        29.2669     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4761        3.28644        9.43832        42.4169        1.11206        29.2701     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4819        3.28770        9.44813        42.4014        1.10905        29.2718     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3199        3.42968        9.44506        42.4159        1.11684        29.2726     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3376        3.40031        9.42339        42.4488        1.12007        29.2699     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3041        3.45069        9.46111        42.3956        1.11400        29.2745     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3973        3.37924        9.47687        42.3650        1.10522        29.2763     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2963        3.46758        9.47586        42.3739        1.10992        29.2764     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2989        3.45349        9.47342        42.3905        1.11076        29.2729     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2851        3.48503        9.49307        42.3515        1.10669        29.2787     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2580        3.51118        9.50117        42.3427        1.10679        29.2801     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2722        3.50396        9.50834        42.3309        1.10379        29.2808     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.63903        14.1180        9.50847        42.3433        1.11032        29.2809     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2486        3.53064        9.52634        42.3089        1.10183        29.2836     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2402        3.54210        9.53408        42.2984        1.10037        29.2848     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2371        3.54905        9.54253        42.2866        1.09857        29.2861     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3734        3.44440        9.51580        42.3011        1.08066        29.2846     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.67733        14.0932        9.54788        42.2900        1.10406        29.2875     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2185        3.57834        9.56710        42.2523        1.09370        29.2901     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2156        3.58536        9.57561        42.2401        1.09186        29.2915     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2129        3.59183        9.58450        42.2280        1.08994        29.2927     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3501        3.48828        9.55631        42.2440        1.06927        29.2920     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.71552        14.0768        9.58837        42.2302        1.09400        29.2951     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.72186        14.0718        9.59784        42.2178        1.09365        29.2970     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2031        3.61911        9.61781        42.1790        1.08243        29.2985     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0679        3.73298        9.60998        42.2011        1.08977        29.2982     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.1979        3.63335        9.63478        42.1538        1.07855        29.3016     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0676        3.74103        9.62605        42.1769        1.08749        29.3010     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2200        3.60925        9.65701        42.1331        1.07927        29.3013     
