|6.6.6
Archiving\03_Data\frac/QFM_m0.5/LAR/LAR_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1947.37        2500.00        99.2726       0.727363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.2726       0.727415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.2725       0.727468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.2725       0.727521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.2724       0.727574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.2724       0.727626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.2723       0.727679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.2723       0.727734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.2722       0.727785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.2722       0.727843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.2721       0.727890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.2721       0.727943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.2720       0.727996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.2720       0.728049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.2719       0.728102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.2718       0.728154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.2718       0.728207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.2717       0.728260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.2717       0.728313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.2716       0.728366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.2716       0.728419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.2715       0.728471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.2715       0.728524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.2714       0.728577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.2714       0.728630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.2713       0.728683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.2713       0.728736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.2712       0.728788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.2712       0.728841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.2711       0.728894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.2711       0.728947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.2710       0.729001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.2710       0.729049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.2709       0.729105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.2708       0.729158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.2708       0.729211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.2707       0.729264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.2707       0.729317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.2706       0.729370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.2706       0.729421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.2705       0.729475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.2705       0.729528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.2704       0.729581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.2704       0.729634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.2703       0.729686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.2703       0.729739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.2702       0.729792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.2702       0.729845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.2701       0.729898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.2700       0.729950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.2700       0.730003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.2699       0.730056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.2699       0.730109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.2698       0.730161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.2698       0.730214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.2697       0.730267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.2697       0.730320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.2696       0.730372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.2696       0.730425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.2695       0.730478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.2695       0.730531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.2694       0.730583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.2694       0.730636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.2693       0.730689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.2693       0.730741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.2692       0.730794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.2692       0.730847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.2691       0.730899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.2690       0.730952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.2690       0.731004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.2689       0.731061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.2689       0.731111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.2688       0.731162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.2688       0.731215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.2687       0.731285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.2687       0.731320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.2686       0.731372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2686       0.731425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.2685       0.731478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.2685       0.731530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.2684       0.731582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2684       0.731635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.2683       0.731687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2683       0.731730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.2682       0.731792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2682       0.731844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2681       0.731895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2681       0.731949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.2680       0.732001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2679       0.732054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2679       0.732106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2678       0.732158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2678       0.732210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2677       0.732262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2677       0.732315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2676       0.732367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2676       0.732419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2675       0.732472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2675       0.732523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2674       0.732575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2674       0.732627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2673       0.732679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2673       0.732731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2672       0.732783       0.353386E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2585       0.732847       0.863685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2585       0.732973       0.856962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2584       0.733098       0.851485E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2583       0.733223       0.844364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2583       0.733348       0.837982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2582       0.733472       0.830302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2582       0.733595       0.824596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2581       0.733717       0.816990E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2580       0.733839       0.811089E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2580       0.733961       0.806907E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2580       0.734082       0.794558E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2579       0.734201       0.790523E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2578       0.734321       0.783556E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2578       0.734440       0.776542E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2577       0.734558       0.769952E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2577       0.734676       0.765057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2576       0.734793       0.757764E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2576       0.734909       0.752206E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2575       0.735025       0.744717E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2575       0.735140       0.739692E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2574       0.735255       0.731673E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.2574       0.735369       0.724895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.2573       0.735482       0.721075E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.2639       0.735604       0.512886E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2643       0.735677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.2435       0.735719       0.207501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.2571       0.735931       0.694537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.2571       0.736041       0.689159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.2570       0.736151       0.683616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.8852       0.736397       0.698291E-002            NaN  0.371468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.4577                 NaN  0.706032E-002            NaN  0.535286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.0756                 NaN  0.119810E-001            NaN  0.912420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.8456                 NaN  0.201208E-002            NaN  0.152393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.4635                 NaN  0.696155E-002            NaN  0.529556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.4649                 NaN  0.693144E-002            NaN  0.528129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.2810                 NaN  0.930152E-002            NaN  0.709716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.6561                 NaN  0.444333E-002            NaN  0.339458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.4712                 NaN  0.681893E-002            NaN  0.522009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.4726                 NaN  0.679463E-002            NaN  0.520639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.4750                 NaN  0.675557E-002            NaN  0.518272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.4600                 NaN  0.694632E-002            NaN  0.533023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.8392                 NaN  0.205730E-002            NaN  0.158749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.1463                 NaN  0.109635E-001            NaN  0.842783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.4864                 NaN  0.659059E-002            NaN  0.506983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.4046                 NaN  0.762149E-002            NaN  0.587826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.5773                 NaN  0.541883E-002            NaN  0.417318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.4948                 NaN  0.646563E-002            NaN  0.498705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.4981                 NaN  0.642234E-002            NaN  0.495526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.5015                 NaN  0.637439E-002            NaN  0.492156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.5041                 NaN  0.633982E-002            NaN  0.489541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.5073                 NaN  0.629080E-002            NaN  0.486450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.5101                 NaN  0.625552E-002            NaN  0.483597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1945                 NaN  0.144880E-002            NaN  0.248153       0.555882                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0283                 NaN            NaN            NaN  0.118692       0.852993                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0438                 NaN            NaN            NaN  0.116196       0.839970                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0553                 NaN            NaN            NaN  0.114463       0.830259                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0661                 NaN            NaN            NaN  0.110770       0.823082                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0777                 NaN            NaN            NaN  0.111288       0.811000                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0917                 NaN            NaN            NaN  0.107614       0.800730                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1012                 NaN            NaN            NaN  0.104856       0.793956                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1117                 NaN            NaN            NaN  0.103924       0.784328                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.4940                 NaN            NaN            NaN  0.585787E-001  0.447468                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.7585                 NaN            NaN            NaN  0.138857        1.10265                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1429                 NaN            NaN            NaN  0.994379E-001  0.757654                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1509                 NaN            NaN            NaN  0.930818E-001  0.756016                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1608                 NaN            NaN            NaN  0.927421E-001  0.746481                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1710                 NaN            NaN            NaN  0.910437E-001  0.737960                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1779                 NaN            NaN            NaN  0.914417E-001  0.730665                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1903                 NaN            NaN            NaN  0.860920E-001  0.723603                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1951                 NaN            NaN            NaN  0.837977E-001  0.721086                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2052                 NaN            NaN            NaN  0.841429E-001  0.710631                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2129                 NaN            NaN            NaN  0.811823E-001  0.705912                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2184                 NaN            NaN            NaN  0.783008E-001  0.703289                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2258                 NaN            NaN            NaN  0.760528E-001  0.698180                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2349                 NaN            NaN            NaN  0.756056E-001  0.689504                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2422                 NaN            NaN            NaN  0.739954E-001  0.683841                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.9364                 NaN            NaN            NaN  0.827645E-001  0.919421       0.613895E-001            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.5449                 NaN            NaN            NaN  0.452488E-001  0.409862                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0652                 NaN            NaN            NaN  0.285542E-003  0.148184E-001  0.919672                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0382                 NaN            NaN            NaN            NaN            NaN  0.961833                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0338                 NaN            NaN            NaN            NaN            NaN  0.966218                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0283                 NaN            NaN            NaN            NaN            NaN  0.971669                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0222                 NaN            NaN            NaN  0.183119E-005            NaN  0.977817                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0069                 NaN            NaN            NaN            NaN            NaN  0.993108                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9930                 NaN            NaN            NaN            NaN            NaN   1.00699                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9778                 NaN            NaN            NaN            NaN            NaN   1.02216                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.8461                 NaN            NaN            NaN            NaN            NaN  0.913683       0.240204                 NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5535                 NaN            NaN            NaN            NaN            NaN  0.447699       0.998802                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5682                 NaN            NaN            NaN            NaN            NaN  0.986706       0.445132                 NaN            NaN            NaN            NaN
