|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1413.46        2500.00       0.166078E-001   90.4468        6.46343        2.81064                 NaN  0.262575                 NaN            NaN            NaN            NaN
  1412.42        2500.00       0.619843E-004   99.5806       0.285769       0.118753                 NaN  0.147908E-001            NaN            NaN            NaN            NaN
  1411.39        2500.00       0.552540E-004   99.5813       0.112310       0.287689                 NaN  0.186458E-001            NaN            NaN            NaN            NaN
  1410.35        2500.00       0.558323E-004   99.5826       0.281164       0.126257                 NaN  0.991066E-002            NaN            NaN            NaN            NaN
  1409.32        2500.00       0.409734E-004   99.5752       0.121473       0.289263                 NaN  0.140264E-001            NaN            NaN            NaN            NaN
  1408.28        2500.00                 NaN   99.1699       0.303983       0.163385                 NaN  0.108796       0.253906                 NaN            NaN            NaN
  1407.24        2500.00                 NaN   98.9958       0.319268       0.182179                 NaN  0.147781       0.354957                 NaN            NaN            NaN
  1406.21        2500.00                 NaN   99.0073       0.177865       0.316525                 NaN  0.147340       0.350978                 NaN            NaN            NaN
  1405.17        2500.00                 NaN   99.0048       0.176123       0.318130                 NaN  0.148898       0.352048                 NaN            NaN            NaN
  1404.13        2500.00                 NaN   99.0394       0.308105       0.167685                 NaN  0.144861       0.339994                 NaN            NaN            NaN
  1403.10        2500.00                 NaN   99.0383       0.309192       0.165825                 NaN  0.146219       0.340501                 NaN            NaN            NaN
  1402.06        2500.00                 NaN   99.0474       0.307303       0.161834                 NaN  0.145999       0.337472                 NaN            NaN            NaN
  1401.03        2500.00                 NaN   99.0578       0.158265       0.304678                 NaN  0.145380       0.333895                 NaN            NaN            NaN
  1399.99        2500.00                 NaN   99.0673       0.302223       0.154516                 NaN  0.145258       0.330745                 NaN            NaN            NaN
  1398.95        2500.00                 NaN   99.0767       0.299933       0.151372                 NaN  0.144603       0.327352                 NaN            NaN            NaN
  1397.92        2500.00                 NaN   99.0846       0.147105       0.298215                 NaN  0.145053       0.324987                 NaN            NaN            NaN
  1396.88        2500.00                 NaN   99.0984       0.294345       0.144330                 NaN  0.143200       0.319773                 NaN            NaN            NaN
  1395.84        2500.00                 NaN   99.1045       0.293077       0.140354                 NaN  0.143797       0.318254                 NaN            NaN            NaN
  1394.81        2500.00                 NaN   99.1141       0.291324       0.137053                 NaN  0.142943       0.314575                 NaN            NaN            NaN
  1393.77        2500.00                 NaN   99.1213       0.289547       0.133906                 NaN  0.142967       0.312231                 NaN            NaN            NaN
  1392.74        2500.00                 NaN   99.1100       0.294083       0.133853                 NaN  0.145785       0.316300                 NaN            NaN            NaN
  1391.70        2500.00                 NaN   99.1614       0.277673       0.124460                 NaN  0.138335       0.298089                 NaN            NaN            NaN
  1390.66        2500.00                 NaN   99.1478       0.124707       0.282794                 NaN  0.141614       0.303087                 NaN            NaN            NaN
  1389.63        2500.00                 NaN   99.1562       0.280914       0.121481                 NaN  0.141167       0.300246                 NaN            NaN            NaN
  1388.59        2500.00                 NaN   99.1645       0.118134       0.279140                 NaN  0.140836       0.297376                 NaN            NaN            NaN
  1387.55        2500.00                 NaN   99.1730       0.114905       0.276960                 NaN  0.140489       0.294642                 NaN            NaN            NaN
  1386.52        2500.00                 NaN   99.1811       0.274561       0.113354                 NaN  0.139453       0.291500                 NaN            NaN            NaN
  1385.48        2500.00                 NaN   99.1877       0.273822       0.109545                 NaN  0.139573       0.289326                 NaN            NaN            NaN
  1384.45        2500.00                 NaN   99.1957       0.107398       0.271420                 NaN  0.138985       0.286517                 NaN            NaN            NaN
  1383.41        2500.00                 NaN   99.2028       0.270158       0.104079                 NaN  0.138849       0.284113                 NaN            NaN            NaN
  1382.37        2500.00                 NaN   99.2109       0.268039       0.102226                 NaN  0.137763       0.281089                 NaN            NaN            NaN
  1381.34        2500.00                 NaN   99.2180       0.266368       0.991983E-001            NaN  0.137703       0.278764                 NaN            NaN            NaN
  1380.30        2500.00                 NaN   99.2246       0.968283E-001  0.264390                 NaN  0.137562       0.276618                 NaN            NaN            NaN
  1379.26        2500.00                 NaN   99.2334       0.949487E-001  0.261979                 NaN  0.136352       0.273281                 NaN            NaN            NaN
  1378.23        2500.00                 NaN   99.2399       0.260616       0.922789E-001            NaN  0.136121       0.271082                 NaN            NaN            NaN
  1377.19        2500.00                 NaN   99.2443       0.259256       0.892886E-001            NaN  0.136973       0.270201                 NaN            NaN            NaN
  1376.16        2500.00                 NaN   99.2570       0.255187       0.887759E-001            NaN  0.134135       0.264855                 NaN            NaN            NaN
  1375.12        2500.00                 NaN   99.2600       0.855299E-001  0.256155                 NaN  0.134498       0.263821                 NaN            NaN            NaN
  1374.08        2500.00                 NaN   99.2665       0.254369       0.832665E-001            NaN  0.134195       0.261634                 NaN            NaN            NaN
  1373.05        2500.00                 NaN   99.2721       0.811325E-001  0.253119                 NaN  0.133906       0.259703                 NaN            NaN            NaN
  1372.01        2500.00                 NaN   99.1990       0.877485E-001  0.279952                 NaN  0.147716       0.285555                 NaN            NaN            NaN
  1370.97        2500.00                 NaN   99.3658       0.685858E-001  0.221971                 NaN  0.117539       0.226111                 NaN            NaN            NaN
  1369.94        2500.00                 NaN   99.2921       0.752703E-001  0.248196                 NaN  0.131942       0.252491                 NaN            NaN            NaN
  1368.90        2500.00                 NaN   99.2980       0.246268       0.739039E-001            NaN  0.131446       0.250402                 NaN            NaN            NaN
