|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1413.46        2500.00       0.251278E-001   88.8420        7.49542        3.30570                 NaN  0.331787                 NaN            NaN            NaN            NaN
  1412.42        2500.00       0.953613E-004   99.5014       0.337275       0.142160                 NaN  0.190276E-001            NaN            NaN            NaN            NaN
  1411.39        2500.00       0.849578E-004   99.5017       0.134524       0.339692                 NaN  0.240022E-001            NaN            NaN            NaN            NaN
  1410.35        2500.00       0.858256E-004   99.5037       0.332142       0.151308                 NaN  0.127695E-001            NaN            NaN            NaN            NaN
  1409.32        2500.00       0.629780E-004   99.4944       0.145614       0.341847                 NaN  0.180904E-001            NaN            NaN            NaN            NaN
  1408.28        2500.00                 NaN   99.0594       0.359377       0.195991                 NaN  0.140415       0.244863                 NaN            NaN            NaN
  1407.24        2500.00                 NaN   98.8703       0.377634       0.218703                 NaN  0.190994       0.342416                 NaN            NaN            NaN
  1406.21        2500.00                 NaN   98.8821       0.213716       0.374744                 NaN  0.190686       0.338733                 NaN            NaN            NaN
  1405.17        2500.00                 NaN   98.8783       0.211806       0.376941                 NaN  0.193008       0.339919                 NaN            NaN            NaN
  1404.13        2500.00                 NaN   98.9163       0.365349       0.201845                 NaN  0.188054       0.328442                 NaN            NaN            NaN
  1403.10        2500.00                 NaN   98.9141       0.366920       0.199784                 NaN  0.190075       0.329082                 NaN            NaN            NaN
  1402.06        2500.00                 NaN   98.9235       0.364966       0.195146                 NaN  0.190083       0.326310                 NaN            NaN            NaN
  1401.03        2500.00                 NaN   98.9343       0.191012       0.362138                 NaN  0.189567       0.323007                 NaN            NaN            NaN
  1399.99        2500.00                 NaN   98.9441       0.359509       0.186656                 NaN  0.189663       0.320115                 NaN            NaN            NaN
