|6.6.6
Archiving\03_Data\frac/QFM_m4.25/TIS/TIS_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1536.34        2500.00        99.0004                 NaN            NaN            NaN  0.939878E-001  0.905589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2309                 NaN            NaN            NaN  0.745134E-001  0.694633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1254                 NaN            NaN            NaN  0.827005E-001  0.791889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9761                 NaN            NaN            NaN  0.268803E-002  0.281270       0.739987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8954                 NaN            NaN            NaN  0.461332E-002            NaN   1.09996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8931                 NaN            NaN            NaN  0.116048E-003            NaN   1.10680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8902                 NaN            NaN            NaN            NaN            NaN   1.10979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8885                 NaN            NaN            NaN            NaN            NaN   1.11151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8811                 NaN            NaN            NaN            NaN            NaN   1.11892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8773                 NaN            NaN            NaN            NaN            NaN   1.12267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8600                 NaN            NaN  0.165356E-002            NaN            NaN   1.13830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8424                 NaN            NaN  0.395102E-002            NaN            NaN   1.15368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8178                 NaN            NaN  0.746258E-002            NaN            NaN   1.17470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.7995                 NaN            NaN  0.731854E-002            NaN            NaN   1.19315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.7655                 NaN            NaN  0.711527E-002            NaN            NaN   1.22742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.7128                 NaN            NaN  0.686769E-002            NaN            NaN   1.28032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.5138                 NaN            NaN  0.568074E-002            NaN            NaN  0.480092        1.00046                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.2506                 NaN            NaN  0.365184E-002            NaN            NaN   1.44499       0.300762                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2830                 NaN            NaN  0.338887E-002            NaN            NaN  0.298371        1.41521                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3077                 NaN            NaN  0.322019E-002            NaN            NaN  0.303052        1.38599                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3338                 NaN            NaN  0.299993E-002            NaN            NaN   1.35849       0.304672                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3562                 NaN            NaN  0.281652E-002            NaN            NaN  0.305198        1.33583                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3812                 NaN            NaN  0.263355E-002            NaN            NaN  0.304010        1.31219                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4032                 NaN            NaN  0.245654E-002            NaN            NaN   1.28948       0.304870                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4240                 NaN            NaN  0.230295E-002            NaN            NaN  0.303790        1.26986                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4463                 NaN            NaN  0.213756E-002            NaN            NaN  0.306115        1.24542                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4663                 NaN            NaN  0.195567E-002            NaN            NaN   1.22570       0.306015                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4856                 NaN            NaN  0.181108E-002            NaN            NaN  0.305163        1.20738                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5040                 NaN            NaN  0.167192E-002            NaN            NaN  0.304358        1.19001                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5222                 NaN            NaN  0.151709E-002  0.298309E-002            NaN   1.17553       0.297733                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5585                 NaN            NaN  0.114783E-002  0.914368E-001            NaN   1.24538       0.103577                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5757                 NaN            NaN  0.102382E-002  0.882585E-001            NaN  0.110967        1.22406                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5909                 NaN            NaN  0.901921E-003  0.852921E-001            NaN   1.20612       0.116735                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6070                 NaN            NaN  0.775747E-003  0.824168E-001            NaN  0.122141        1.18766                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6203                 NaN            NaN  0.661229E-003  0.790038E-001            NaN  0.125789        1.17422                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6352                 NaN            NaN  0.554192E-003  0.770192E-001            NaN  0.130778        1.15646                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6473                 NaN            NaN  0.445730E-003  0.739702E-001            NaN   1.14242       0.135883                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6596                 NaN            NaN  0.343084E-003  0.711770E-001            NaN  0.140401        1.12845                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6721                 NaN            NaN  0.239751E-003  0.685113E-001            NaN  0.142949        1.11622                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6790                 NaN            NaN  0.137786E-003  0.656940E-001            NaN  0.142113        1.11303                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6964                 NaN            NaN  0.517291E-004  0.634918E-001            NaN   1.09047       0.149566                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7091                 NaN            NaN  0.470151E-002  0.571347E-001            NaN   1.04935       0.179672                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7140                 NaN            NaN            NaN  0.580344E-001            NaN   1.07545       0.152479                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7223                 NaN            NaN  0.141762E-002  0.554708E-001            NaN   1.05409       0.166752                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7327                 NaN            NaN            NaN  0.521145E-001            NaN   1.05595       0.159262                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7384                 NaN            NaN            NaN  0.504043E-001            NaN  0.157377        1.05378                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        97.2497                 NaN            NaN            NaN  0.396273                 NaN  0.154087        1.36137                 NaN  0.838538                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.6019                 NaN            NaN            NaN  0.561885                 NaN  0.103577        1.51071                 NaN   1.22197                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.6789                 NaN            NaN            NaN  0.561299                 NaN   1.51382       0.490406E-001            NaN   1.19695                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.7588                 NaN            NaN            NaN  0.550425                 NaN   1.48515       0.369345E-001            NaN   1.16864                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.8372                 NaN            NaN            NaN  0.546765                 NaN   1.47598                 NaN            NaN   1.14003                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.9055                 NaN            NaN            NaN  0.530721                 NaN   1.45029                 NaN            NaN   1.11348                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.9843                 NaN            NaN            NaN  0.542370                 NaN   1.38275                 NaN            NaN   1.09063                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.0489                 NaN            NaN            NaN  0.514817                 NaN   1.37542                 NaN            NaN   1.06088                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.1071                 NaN            NaN            NaN  0.498293                 NaN   1.35699                 NaN            NaN   1.03763                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.1730                 NaN            NaN            NaN  0.497317                 NaN   1.31487                 NaN            NaN   1.01482                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.2126                 NaN            NaN            NaN  0.489951                 NaN   1.29904                 NaN            NaN  0.998406                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.2946                 NaN            NaN            NaN  0.480034                 NaN   1.25753                 NaN            NaN  0.967808                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.3402                 NaN            NaN            NaN  0.464400                 NaN   1.24661                 NaN            NaN  0.948761                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.4063                 NaN            NaN            NaN  0.461394                 NaN   1.20767                 NaN            NaN  0.924649                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.4582                 NaN            NaN            NaN  0.461733                 NaN   1.17273                 NaN            NaN  0.907294                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.4992                 NaN            NaN            NaN  0.446326                 NaN   1.16596                 NaN            NaN  0.888476                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.5554                 NaN            NaN            NaN  0.440879                 NaN   1.13593                 NaN            NaN  0.867747                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.6018                 NaN            NaN            NaN  0.436456                 NaN   1.11152                 NaN            NaN  0.850191                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.6520                 NaN            NaN            NaN  0.437116                 NaN   1.07762                 NaN            NaN  0.833225                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.6932                 NaN            NaN            NaN  0.422958                 NaN   1.06854                 NaN            NaN  0.815261                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.7321                 NaN            NaN            NaN  0.409519                 NaN   1.06077                 NaN            NaN  0.797601                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.7739                 NaN            NaN            NaN  0.404392                 NaN   1.04036                 NaN            NaN  0.781366                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.7995                 NaN            NaN            NaN  0.399469                 NaN   1.02997                 NaN            NaN  0.771107                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.8568                 NaN            NaN            NaN  0.386317                 NaN   1.01025                 NaN            NaN  0.746629                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.8869                 NaN            NaN            NaN  0.377269                 NaN   1.00122                 NaN            NaN  0.734601                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.9196                 NaN            NaN            NaN  0.372466                 NaN  0.985989                 NaN            NaN  0.721895                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.9572                 NaN            NaN            NaN  0.361588                 NaN  0.975747                 NaN            NaN  0.705477                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.9934                 NaN            NaN            NaN  0.355032                 NaN  0.959594                 NaN            NaN  0.691951                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.8731                 NaN            NaN            NaN  0.339994                 NaN   1.01969                 NaN            NaN  0.720476       0.467818E-001            NaN            NaN            NaN
  1348.37        2500.00        97.7691                 NaN            NaN            NaN  0.326425                 NaN   1.06629                 NaN            NaN  0.746259       0.919248E-001            NaN            NaN            NaN
  1345.86        2500.00        97.8209                 NaN            NaN            NaN  0.319446                 NaN   1.04283                 NaN            NaN  0.728135       0.886391E-001            NaN            NaN            NaN
  1343.36        2500.00        97.8719                 NaN            NaN            NaN  0.313247                 NaN   1.01878                 NaN            NaN  0.710613       0.854709E-001            NaN            NaN            NaN
  1340.85        2500.00        97.9218                 NaN            NaN            NaN  0.305985                 NaN  0.996518                 NaN            NaN  0.693304       0.823728E-001            NaN            NaN            NaN
  1338.35        2500.00        97.9677                 NaN            NaN            NaN  0.298562                 NaN  0.977387                 NaN            NaN  0.676958       0.794141E-001            NaN            NaN            NaN
  1335.84        2500.00        98.0185                 NaN            NaN            NaN  0.289474                 NaN  0.954974                 NaN            NaN  0.660465       0.765573E-001            NaN            NaN            NaN
  1333.33        2500.00        98.0652                 NaN            NaN            NaN  0.282695                 NaN  0.936586                 NaN            NaN  0.642032       0.735277E-001            NaN            NaN            NaN
  1330.83        2500.00        98.1088                 NaN            NaN            NaN  0.275277                 NaN  0.917220                 NaN            NaN  0.627730       0.709698E-001            NaN            NaN            NaN
  1328.32        2500.00        98.1526                 NaN            NaN            NaN  0.267247                 NaN  0.899500                 NaN            NaN  0.612348       0.682789E-001            NaN            NaN            NaN
  1325.81        2500.00        98.1942                 NaN            NaN            NaN  0.259191                 NaN  0.883380                 NaN            NaN  0.597477       0.657262E-001            NaN            NaN            NaN
  1323.31        2500.00        98.2338                 NaN            NaN            NaN  0.251608                 NaN  0.868045                 NaN            NaN  0.583295       0.632346E-001            NaN            NaN            NaN
  1320.80        2500.00        98.2736                 NaN            NaN            NaN  0.242258                 NaN  0.854430                 NaN            NaN  0.568997       0.607597E-001            NaN            NaN            NaN
  1318.30        2500.00        98.3153                 NaN            NaN            NaN  0.233945                 NaN  0.837911                 NaN            NaN  0.554502       0.583528E-001            NaN            NaN            NaN
  1315.79        2500.00        98.3524                 NaN            NaN            NaN  0.226492                 NaN  0.823697                 NaN            NaN  0.541288       0.560857E-001            NaN            NaN            NaN
  1313.28        2500.00        98.3866                 NaN            NaN            NaN  0.217657                 NaN  0.813272                 NaN            NaN  0.528604       0.538284E-001            NaN            NaN            NaN
  1310.78        2500.00        98.4243                 NaN            NaN            NaN  0.208784                 NaN  0.799902                 NaN            NaN  0.515428       0.516166E-001            NaN            NaN            NaN
  1308.27        2500.00        98.4587                 NaN            NaN            NaN  0.202656                 NaN  0.785897                 NaN            NaN  0.503140       0.495716E-001            NaN            NaN            NaN
  1305.76        2500.00        98.4935                 NaN            NaN            NaN  0.193839                 NaN  0.774335                 NaN            NaN  0.490860       0.474730E-001            NaN            NaN            NaN
  1303.26        2500.00        98.5265                 NaN            NaN            NaN  0.186681                 NaN  0.762052                 NaN            NaN  0.479278       0.455143E-001            NaN            NaN            NaN
  1300.75        2500.00        98.5611                 NaN            NaN            NaN  0.179081                 NaN  0.749100                 NaN            NaN  0.467164       0.435363E-001            NaN            NaN            NaN
  1298.25        2500.00        76.1476                 NaN            NaN            NaN   1.05915                 NaN   5.21119                 NaN            NaN   3.48227       0.452646        13.6472                 NaN            NaN
  1295.74        2500.00        70.8870                 NaN            NaN            NaN   1.14676                 NaN   6.48125                 NaN            NaN   4.16664       0.525682        16.7926                 NaN            NaN
  1293.23        2500.00        77.0867                 NaN            NaN            NaN  0.806693                 NaN   5.35613                 NaN            NaN   3.30843       0.401400        13.0406                 NaN            NaN
  1290.73        2500.00        81.2161                 NaN            NaN            NaN  0.558921                 NaN   4.62006                 NaN            NaN   2.73272       0.318951        10.5532                 NaN            NaN
  1288.22        2500.00        84.1004                 NaN            NaN            NaN  0.355355                 NaN   4.13800                 NaN            NaN   2.32695       0.260340        8.81893                 NaN            NaN
  1285.71        2500.00        86.1557                 NaN            NaN            NaN  0.146837                 NaN   3.87315                 NaN            NaN   2.03414       0.215072        7.57507                 NaN            NaN
  1283.21        2500.00        87.6095                 NaN            NaN            NaN            NaN            NaN   3.70442                 NaN            NaN   1.82273       0.181822        6.68155                 NaN            NaN
  1280.70        2500.00        81.6114                 NaN            NaN            NaN            NaN            NaN   4.18818                 NaN            NaN   3.02319       0.312535        10.8647                 NaN            NaN
  1278.20        2500.00        98.5666                 NaN            NaN            NaN            NaN            NaN   1.42982                 NaN            NaN            NaN  0.352969E-002            NaN            NaN            NaN
  1275.69        2500.00        98.5286                 NaN            NaN            NaN            NaN            NaN  0.186568                 NaN            NaN  0.368392                 NaN  0.916431                 NaN            NaN
  1273.18        2500.00        91.2611                 NaN            NaN            NaN  0.224688                 NaN   2.38017                 NaN            NaN   1.01286       0.159092        4.96210                 NaN            NaN
  1270.68        2500.00        88.5209                 NaN            NaN            NaN            NaN            NaN   4.27189                 NaN            NaN   1.76798       0.102252        5.33701                 NaN            NaN
  1268.17        2500.00        89.0988                 NaN            NaN            NaN            NaN            NaN   3.10536                 NaN            NaN   1.57667       0.175640        6.04354                 NaN            NaN
  1265.66        2500.00        97.8794                 NaN            NaN            NaN            NaN            NaN  0.786107                 NaN            NaN  0.336772       0.300485E-001  0.967643                 NaN            NaN
  1263.16        2500.00        94.5962                 NaN            NaN            NaN            NaN            NaN   1.80344                 NaN            NaN  0.863328       0.360602E-001   2.70101                 NaN            NaN
  1260.65        2500.00        95.3263                 NaN            NaN            NaN            NaN            NaN  0.364974       0.136541                 NaN  0.923827       0.827057E-001   3.16570                 NaN            NaN
  1258.15        2500.00        94.8498                 NaN            NaN            NaN            NaN            NaN   2.47218                 NaN            NaN  0.564811       0.345327E-001   2.07866                 NaN            NaN
  1255.64        2500.00        94.3275                 NaN            NaN            NaN            NaN            NaN   1.21494                 NaN            NaN  0.908203       0.130827        3.41852                 NaN            NaN
  1253.13        2500.00        97.2970                 NaN            NaN            NaN            NaN            NaN   1.27651                 NaN            NaN  0.285005                 NaN   1.14152                 NaN            NaN
  1250.63        2500.00        65.6064                 NaN            NaN            NaN  0.369910                 NaN   3.80783       0.821662E-006            NaN   3.52250       0.294198        15.3055        11.0937                 NaN
  1248.12        2500.00        73.3721                 NaN            NaN            NaN            NaN            NaN   5.49688                 NaN            NaN   2.80237       0.103995        10.7289        7.49575                 NaN
  1245.61        2500.00        94.6156                 NaN            NaN            NaN            NaN            NaN   1.85120                 NaN            NaN  0.450862       0.192435E-001   1.81831        1.24475                 NaN
  1243.11        2500.00        79.0252                 NaN            NaN            NaN            NaN            NaN  0.350604       0.670206        1.99549        1.99145       0.152566        8.97168        6.84278                 NaN
  1240.60        2500.00        78.9268                 NaN            NaN            NaN            NaN            NaN   1.85755        1.41909                 NaN   2.15063       0.112619        8.71637        6.81692                 NaN
  1238.10        2500.00        78.7439                 NaN            NaN            NaN            NaN            NaN   3.23145                 NaN            NaN   2.01293       0.125948        9.20834        6.67746                 NaN
  1235.59        2500.00        83.8159                 NaN            NaN            NaN            NaN            NaN  0.997445       0.345429E-005  0.166166E-001   1.26968       0.174366        7.82097        5.90501                 NaN
  1233.08        2500.00        74.7034                 NaN            NaN            NaN            NaN            NaN   1.95921        2.89783                 NaN   2.57038       0.753019E-001   10.2858        7.50806                 NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.51872        6.03055       0.225120E-005   8.28705       0.621798        46.2868        33.2550                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.58046        5.97064       0.130124E-005   8.29281       0.621090        46.2781        33.2569                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.34874        3.12327       0.681576E-005   8.27268       0.637719        46.3673        33.2503                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.01221        6.55164                 NaN   8.30822       0.618155        46.2465        33.2632                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.02081        5.53285                 NaN   8.30971       0.619358        46.2555        33.2617                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.04775        5.50834                 NaN   8.31558       0.618544        46.2460        33.2638                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.13850        5.41923                 NaN   8.32155       0.617817        46.2373        33.2657                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.19060        5.36936       0.101992E-003   8.32755       0.617008        46.2277        33.2676                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.18899        3.28315                 NaN   8.23679       0.632653        46.4077        33.2508                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.35412        5.21492                 NaN   8.33730       0.615736        46.2050        33.2729                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.23261        5.34248       0.263159E-005   8.33430       0.613337        46.2011        33.2762                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.49275        5.08561                 NaN   8.35446       0.611740        46.1775        33.2779                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.59590        4.98509       0.858177E-006   8.36275       0.610478        46.1661        33.2797                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.46167        5.12805       0.246531E-005   8.37003       0.609478        46.1447        33.2861                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.70592        4.87911                 NaN   8.37274       0.609267        46.1492        33.2838                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.75609        4.83161                 NaN   8.37883       0.608381        46.1393        33.2858                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.80513        4.78523                 NaN   8.38492       0.607486        46.1293        33.2879                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85367        4.73947                 NaN   8.39103       0.606572        46.1193        33.2900                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.69446        6.90147                 NaN   8.39713       0.605653        46.1092        33.2921                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.94826        4.65055       0.110344E-005   8.40323       0.604714        46.0990        33.2942                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.99494        4.60680                 NaN   8.40937       0.603765        46.0888        33.2963                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.04031        4.56443                 NaN   8.41547       0.602803        46.0785        33.2985                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.83704        4.75844                 NaN   8.42427       0.606476        46.0765        33.2973                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.87464        4.72423       0.880853E-006   8.42987       0.605407        46.0663        33.2996                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.88936        4.71296       0.111637E-005   8.43539       0.604373        46.0560        33.3019                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.96246        4.64301       0.117993E-005   8.44110       0.603288        46.0460        33.3041                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.01070        4.59813       0.108272E-005   8.44675       0.602205        46.0358        33.3064                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.05512        4.55716       0.105398E-005   8.45243       0.601112        46.0254        33.3087                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.09128        4.52454       0.113963E-005   8.45811       0.600013        46.0150        33.3111                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.14309        4.47627                 NaN   8.46383       0.598896        46.0046        33.3134                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.19139        4.43155       0.869128E-006   8.46963       0.597760        45.9940        33.3157                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.22645        4.40028       0.103831E-005   8.47538       0.596624        45.9832        33.3181                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.25701        4.37253       0.941494E-003   8.48108       0.595485        45.9725        33.3205                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.30886        4.32443       0.905204E-003   8.48692       0.594322        45.9618        33.3228                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.33620        4.30094       0.924734E-003   8.49259       0.593175        45.9509        33.3252                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.38292        4.25813       0.907110E-003   8.49848       0.591985        45.9400        33.3276                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.41901        4.22690       0.368656E-005   8.50427       0.590804        45.9290        33.3300                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.66279        3.99809       0.114005E-005   8.51334       0.585700        45.9052        33.3349                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.44581        4.22422       0.377256E-004   8.51550       0.584140        45.8946        33.3357                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.47658        4.19899       0.173952E-005   8.52121       0.582948        45.8817        33.3386                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.47807        4.20409       0.351878E-004   8.52731       0.581576        45.8673        33.3416                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.48084        4.20385       0.318605E-004   8.53322       0.580734        45.8578        33.3436                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.57757        4.09437       0.386495E-004   8.53323       0.581360        45.8730        33.3404                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.61258        4.08419       0.390151E-004   8.54372       0.577870        45.8332        33.3484                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51940        9.04750                 NaN   8.50205       0.593563        46.0204        33.3171                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51990        9.05154                 NaN   8.50893       0.592251        46.0076        33.3197                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN   3.14636                 NaN  0.653618E-004   6.03493                 NaN   7.92601       0.813893        47.4922        34.5866                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.50868        9.07151                 NaN   8.52142       0.589728        45.9839        33.3247                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.50410        9.08050                 NaN   8.52759       0.588465        45.9721        33.3272                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.56896        9.03643                 NaN   8.52807       0.588543        45.9391        33.3389                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN   3.16156                 NaN  0.650678E-004   6.01373                 NaN   7.92738       0.813698        47.4819        34.6017                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN   3.16609                 NaN  0.649930E-004   6.00731                 NaN   7.92731       0.813761        47.4797        34.6057                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.19615        3.58423       0.467033E-003   8.55474       0.568608        45.6999        33.3958                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.28348        3.50740                 NaN   8.54555       0.570391        45.6922        33.4010                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.22757        3.56842       0.136631E-004   8.56572       0.565604        45.6680        33.4047                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN   3.65053                 NaN  0.194272E-001            NaN            NaN   7.49056       0.917566        49.0256        34.5185        4.37784     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.98897        3.80744       0.158545E-005   8.56364       0.566310        45.6669        33.4068                 NaN
