|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/TAY13/TAY13_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1535.33        500.000        99.4829       0.495464       0.216757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.93        500.000        99.8193       0.172905       0.779619E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.53        500.000        99.1593       0.804565       0.361590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.13        500.000        99.0240       0.944657       0.313918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.74        500.000        99.9585       0.397476E-001  0.177675E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.34        500.000        99.8500       0.144206       0.581067E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.94        500.000        99.1736       0.796999       0.294196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        500.000        99.1699       0.619775       0.210311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.14        500.000        99.9150                 NaN  0.849849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000        98.4629        1.53710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.35        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        500.000       100.0000                 NaN  0.531065E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.55        500.000        99.5940       0.405978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.16        500.000        99.7801       0.219875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.76        500.000        99.3050       0.695012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        500.000        99.5392       0.460815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.96        500.000        99.5348       0.465192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.57        500.000        99.7081       0.291859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.17        500.000        99.3830       0.617043       0.163634E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.5496       0.450435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.37        500.000        99.5522       0.447838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.97        500.000        99.5553       0.444687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.58        500.000        99.5594       0.440566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.18        500.000        99.5654       0.407806       0.268378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.78        500.000        99.5142       0.485777       0.338795E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.38        500.000        99.6894       0.231064       0.795096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.99        500.000        99.5260       0.474029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.59        500.000        99.5586       0.441420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.19        500.000        99.5785       0.421476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.79        500.000        99.5787       0.421305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.39        500.000        99.5816       0.418448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.00        500.000        99.5834       0.416583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.60        500.000        99.5874       0.404532       0.811451E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.20        500.000        99.5892       0.410817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.80        500.000        99.5892       0.410747       0.339232E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.41        500.000        99.5928       0.404253       0.291786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.01        500.000        99.5955       0.404546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.61        500.000        99.5992       0.400813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.21        500.000        99.6009       0.399091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.82        500.000        99.6022       0.397767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.42        500.000        99.6035       0.396531       0.363228E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.02        500.000        99.6558       0.344162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.62        500.000        99.5597       0.440332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.22        500.000        99.6122       0.387800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.83        500.000        99.6040       0.396038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.43        500.000        99.6264       0.373579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.03        500.000        99.6178       0.382206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.63        500.000        99.6211       0.378950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.24        500.000        99.6217       0.378257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.84        500.000        99.6285       0.371543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.44        500.000        99.6208       0.379230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.04        500.000        99.6281       0.371950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.65        500.000        99.6303       0.369665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        500.000        99.6325       0.367512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.85        500.000        99.6313       0.368650       0.815200E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.45        500.000        99.6359       0.364106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.05        500.000        99.6368       0.363236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.66        500.000        99.6380       0.362016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.26        500.000        99.6395       0.360538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.86        500.000        99.6412       0.358838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.46        500.000        99.6432       0.356822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.07        500.000        99.6440       0.355958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.67        500.000        99.6459       0.354059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.27        500.000        99.6484       0.351614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.87        500.000        99.6168       0.209253                 NaN  0.173898                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.47        500.000        99.5999                 NaN            NaN  0.400094                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.08        500.000        99.4921                 NaN            NaN  0.507901                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.68        500.000        99.5451                 NaN            NaN  0.454879                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.28        500.000        99.4534                 NaN            NaN  0.394507       0.152048                 NaN            NaN            NaN            NaN            NaN
  1438.88        500.000        99.2965                 NaN            NaN  0.276302       0.427226                 NaN            NaN            NaN            NaN            NaN
  1437.49        500.000        99.3021                 NaN            NaN  0.424182       0.273765                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.3089                 NaN            NaN  0.420063       0.271018                 NaN            NaN            NaN            NaN            NaN
  1434.69        500.000        99.3140                 NaN            NaN  0.417121       0.268909                 NaN            NaN            NaN            NaN            NaN
  1433.29        500.000        99.3202                 NaN            NaN  0.266458       0.413320                 NaN            NaN            NaN            NaN            NaN
  1431.90        500.000        99.3224       0.994283E-003            NaN  0.412236       0.264390                 NaN            NaN            NaN            NaN            NaN
  1430.50        500.000        99.3293                 NaN            NaN  0.260000       0.410653                 NaN            NaN            NaN            NaN            NaN
  1429.10        500.000        99.3348                 NaN            NaN  0.260940       0.404212                 NaN            NaN            NaN            NaN            NaN
  1427.70        500.000        99.3459                 NaN            NaN  0.256714       0.397409                 NaN            NaN            NaN            NaN            NaN
  1426.30        500.000        99.3535       0.621886E-001            NaN  0.181765       0.402551                 NaN            NaN            NaN            NaN            NaN
  1424.91        500.000        99.3542                 NaN            NaN  0.251686       0.394133                 NaN            NaN            NaN            NaN            NaN
  1423.51        500.000        99.3580                 NaN            NaN  0.249804       0.392173                 NaN            NaN            NaN            NaN            NaN
  1422.11        500.000        99.3642                 NaN            NaN  0.247189       0.388567                 NaN            NaN            NaN            NaN            NaN
  1420.71        500.000        99.3616                 NaN            NaN  0.257664       0.380745                 NaN            NaN            NaN            NaN            NaN
  1419.32        500.000        99.3815       0.654673E-002            NaN  0.223401       0.388584                 NaN            NaN            NaN            NaN            NaN
  1417.92        500.000        99.3791       0.189273E-002            NaN  0.380261       0.238741                 NaN            NaN            NaN            NaN            NaN
  1416.52        500.000        99.3844       0.229759E-001            NaN  0.213384       0.379232                 NaN            NaN            NaN            NaN            NaN
  1415.12        500.000        99.3885       0.219611E-001            NaN  0.212654       0.376836                 NaN            NaN            NaN            NaN            NaN
  1413.72        500.000        99.3925       0.211054E-001            NaN  0.374608       0.211758                 NaN            NaN            NaN            NaN            NaN
  1412.33        500.000        99.4002       0.237966E-001            NaN  0.205767       0.370257                 NaN            NaN            NaN            NaN            NaN
  1410.93        500.000        99.4016       0.195602E-001            NaN  0.369068       0.209795                 NaN            NaN            NaN            NaN            NaN
  1409.53        500.000        99.4081       0.199061E-001            NaN  0.206804       0.365194                 NaN            NaN            NaN            NaN            NaN
  1408.13        500.000        98.5766                 NaN            NaN  0.581876       0.418760       0.422748                 NaN            NaN            NaN            NaN
  1406.74        500.000        98.4417                 NaN            NaN  0.422154       0.639906       0.496263                 NaN            NaN            NaN            NaN
  1405.34        500.000        98.4701                 NaN            NaN  0.628246       0.414428       0.487218                 NaN            NaN            NaN            NaN
  1403.94        500.000        98.4959                 NaN            NaN  0.407420       0.617667       0.479029                 NaN            NaN            NaN            NaN
  1402.54        500.000        98.5218                 NaN            NaN  0.399901       0.607429       0.470917                 NaN            NaN            NaN            NaN
  1401.15        500.000        98.5464                 NaN            NaN  0.393617       0.596884       0.463095                 NaN            NaN            NaN            NaN
  1399.75        500.000        98.5715                 NaN            NaN  0.386146       0.587205       0.455127                 NaN            NaN            NaN            NaN
  1398.35        500.000        98.5908                 NaN            NaN  0.380165       0.579839       0.449241                 NaN            NaN            NaN            NaN
  1396.95        500.000        98.6226                 NaN            NaN  0.566776       0.371939       0.438683                 NaN            NaN            NaN            NaN
  1395.55        500.000        98.6397                 NaN            NaN  0.559900       0.366854       0.433519                 NaN            NaN            NaN            NaN
  1394.16        500.000        98.6606                 NaN            NaN  0.361411       0.551300       0.426693                 NaN            NaN            NaN            NaN
  1392.76        500.000        98.6861                 NaN            NaN  0.353782       0.541409       0.418752                 NaN            NaN            NaN            NaN
  1391.36        500.000        98.7036                 NaN            NaN  0.349039       0.534268       0.413127                 NaN            NaN            NaN            NaN
  1389.96        500.000        98.7241                 NaN            NaN  0.343125       0.526127       0.406654                 NaN            NaN            NaN            NaN
  1388.57        500.000        98.7438                 NaN            NaN  0.518406       0.337453       0.400295                 NaN            NaN            NaN            NaN
  1387.17        500.000        98.7605                 NaN            NaN  0.511507       0.333035       0.394950                 NaN            NaN            NaN            NaN
  1385.77        500.000        98.7820                 NaN            NaN  0.503313       0.326649       0.388057                 NaN            NaN            NaN            NaN
  1384.37        500.000        98.7980                 NaN            NaN  0.497280       0.321533       0.383167                 NaN            NaN            NaN            NaN
  1382.98        500.000        98.8169                 NaN            NaN  0.316488       0.489730       0.376922                 NaN            NaN            NaN            NaN
  1381.58        500.000        98.8343                 NaN            NaN  0.482618       0.311788       0.371325                 NaN            NaN            NaN            NaN
  1380.18        500.000        98.8504                 NaN            NaN  0.306849       0.476487       0.366220                 NaN            NaN            NaN            NaN
  1378.78        500.000        98.8668                 NaN            NaN  0.470009       0.302313       0.360866                 NaN            NaN            NaN            NaN
  1377.38        500.000        98.8836                 NaN  0.872377E-002  0.450414       0.300070       0.357171                 NaN            NaN            NaN            NaN
  1375.99        500.000        98.9076                 NaN  0.108117       0.291459       0.325859       0.366991                 NaN            NaN            NaN            NaN
  1374.59        500.000        98.8954                 NaN  0.113637       0.330531       0.287227       0.373217                 NaN            NaN            NaN            NaN
  1373.19        500.000        98.9759                 NaN  0.104652       0.268400       0.308335       0.342730                 NaN            NaN            NaN            NaN
  1371.79        500.000        98.9568                 NaN  0.109548       0.314598       0.267754       0.351308                 NaN            NaN            NaN            NaN
  1370.40        500.000        98.9714                 NaN  0.110089       0.260534       0.311253       0.346725                 NaN            NaN            NaN            NaN
  1369.00        500.000        98.9868                 NaN  0.110365       0.307068       0.254048       0.341767                 NaN            NaN            NaN            NaN
  1367.60        500.000        99.0011                 NaN  0.111011       0.247141       0.303519       0.337235                 NaN            NaN            NaN            NaN
  1366.20        500.000        99.0133                 NaN  0.111851       0.300587       0.240727       0.333496                 NaN            NaN            NaN            NaN
  1364.80        500.000        99.0311                 NaN  0.111492       0.295799       0.234069       0.327590                 NaN            NaN            NaN            NaN
  1363.41        500.000        99.0423                 NaN  0.112178       0.293344       0.228116       0.324105                 NaN            NaN            NaN            NaN
  1362.01        500.000        99.0558                 NaN  0.112429       0.222012       0.289988       0.319808                 NaN            NaN            NaN            NaN
  1360.61        500.000        99.0667                 NaN  0.113697       0.215495       0.287524       0.316588                 NaN            NaN            NaN            NaN
  1359.21        500.000        99.0832                 NaN  0.112505       0.282888       0.210512       0.310894                 NaN            NaN            NaN            NaN
  1357.82        500.000        99.0942                 NaN  0.113459       0.280435       0.204365       0.307587                 NaN            NaN            NaN            NaN
  1356.42        500.000        99.1057                 NaN  0.113851       0.198816       0.277742       0.303919                 NaN            NaN            NaN            NaN
  1355.02        500.000        99.1184                 NaN  0.114510       0.192038       0.275128       0.299892                 NaN            NaN            NaN            NaN
  1353.62        500.000        99.1304                 NaN  0.113834       0.271597       0.188409       0.295749                 NaN            NaN            NaN            NaN
  1352.23        500.000        99.1413                 NaN  0.114325       0.183127       0.268955       0.292340                 NaN            NaN            NaN            NaN
  1350.83        500.000        99.1531                 NaN  0.114982       0.177029       0.266194       0.288702                 NaN            NaN            NaN            NaN
  1349.43        500.000        99.1642                 NaN  0.114385       0.262988       0.173605       0.284861                 NaN            NaN            NaN            NaN
  1348.03        500.000        99.1749                 NaN  0.114869       0.260645       0.168148       0.281467                 NaN            NaN            NaN            NaN
  1346.63        500.000        99.1852                 NaN  0.115028       0.258150       0.163537       0.278087                 NaN            NaN            NaN            NaN
  1345.24        500.000        99.1960                 NaN  0.115013       0.255201       0.159161       0.274624                 NaN            NaN            NaN            NaN
  1343.84        500.000        99.2061                 NaN  0.115167       0.154618       0.252852       0.271256                 NaN            NaN            NaN            NaN
  1342.44        500.000        99.2164                 NaN  0.115171       0.150276       0.250263       0.267873                 NaN            NaN            NaN            NaN
  1341.04        500.000        99.2251                 NaN  0.116068       0.248715       0.144891       0.265264                 NaN            NaN            NaN            NaN
  1339.65        500.000        99.2368                 NaN  0.114107       0.244514       0.143679       0.260892                 NaN            NaN            NaN            NaN
  1338.25        500.000        99.2454                 NaN  0.115123       0.243047       0.138018       0.258378                 NaN            NaN            NaN            NaN
  1336.85        500.000        99.2549                 NaN  0.114749       0.134624       0.240521       0.255158                 NaN            NaN            NaN            NaN
  1335.45        500.000        99.1943                 NaN  0.298356E-001  0.183438       0.330681       0.261793                 NaN            NaN            NaN            NaN
  1334.05        500.000        99.3197                 NaN  0.166569       0.269899       0.277402E-002  0.241054                 NaN            NaN            NaN            NaN
  1332.66        500.000        99.3022                 NaN  0.149211       0.256768       0.459306E-001  0.245886                 NaN            NaN            NaN            NaN
  1331.26        500.000        99.2937                 NaN  0.113172       0.120682       0.230607       0.241869                 NaN            NaN            NaN            NaN
  1329.86        500.000        99.2998                 NaN  0.113722       0.117245       0.229068       0.240136                 NaN            NaN            NaN            NaN
  1328.46        500.000        99.3079                 NaN  0.113404       0.114314       0.226971       0.237448                 NaN            NaN            NaN            NaN
  1327.07        500.000        99.3084                 NaN  0.118274       0.105019       0.229945       0.238340                 NaN            NaN            NaN            NaN
  1325.67        500.000        99.3351                 NaN  0.108160       0.217135       0.112094       0.227546                 NaN            NaN            NaN            NaN
  1324.27        500.000        99.3325                 NaN  0.112341       0.220428       0.105625       0.229112                 NaN            NaN            NaN            NaN
  1322.87        500.000        99.3398                 NaN  0.111981       0.218571       0.103058       0.226631                 NaN            NaN            NaN            NaN
  1321.48        500.000        99.3475                 NaN  0.111224       0.216243       0.101113       0.223913                 NaN            NaN            NaN            NaN
  1320.08        500.000        99.3561                 NaN  0.110528       0.213814       0.986449E-001  0.220927                 NaN            NaN            NaN            NaN
  1318.68        500.000        99.3634                 NaN  0.110294       0.211971       0.958340E-001  0.218514                 NaN            NaN            NaN            NaN
  1317.28        500.000        99.3702                 NaN  0.109893       0.210290       0.934330E-001  0.216206                 NaN            NaN            NaN            NaN
  1315.88        500.000        99.3784                 NaN  0.108743       0.919418E-001  0.207726       0.213230                 NaN            NaN            NaN            NaN
  1314.49        500.000        99.3851                 NaN  0.108424       0.205607       0.898038E-001  0.211028                 NaN            NaN            NaN            NaN
  1313.09        500.000        99.3919                 NaN  0.107534       0.881110E-001  0.203895       0.208557                 NaN            NaN            NaN            NaN
  1311.69        500.000        99.3987                 NaN  0.106597       0.867681E-001  0.201831       0.206110                 NaN            NaN            NaN            NaN
  1310.29        500.000        99.4045                 NaN  0.107520       0.825290E-001  0.200995       0.204408                 NaN            NaN            NaN            NaN
  1308.90        500.000        99.4126                 NaN  0.103574       0.196630       0.862774E-001  0.200934                 NaN            NaN            NaN            NaN
  1307.50        500.000        99.4191                 NaN  0.104333       0.195834       0.817696E-001  0.198991                 NaN            NaN            NaN            NaN
  1306.10        500.000        99.4246                 NaN  0.103489       0.807927E-001  0.194079       0.197046                 NaN            NaN            NaN            NaN
  1304.70        500.000        99.4320                 NaN  0.102179       0.799194E-001  0.191598       0.194344                 NaN            NaN            NaN            NaN
  1303.31        500.000        99.4381                 NaN  0.101477       0.189915       0.783316E-001  0.192177                 NaN            NaN            NaN            NaN
  1301.91        500.000        99.4438                 NaN  0.100340       0.188123       0.776471E-001  0.190071                 NaN            NaN            NaN            NaN
  1300.51        500.000        99.4504                 NaN  0.995711E-001  0.762655E-001  0.185992       0.187808                 NaN            NaN            NaN            NaN
  1299.11        500.000        99.4560                 NaN  0.984059E-001  0.184118       0.757580E-001  0.185729                 NaN            NaN            NaN            NaN
  1297.71        500.000        99.4616                 NaN  0.972153E-001  0.182278       0.752672E-001  0.183631                 NaN            NaN            NaN            NaN
  1296.32        500.000        99.4675                 NaN  0.962855E-001  0.743440E-001  0.180318       0.181557                 NaN            NaN            NaN            NaN
  1294.92        500.000        99.4736                 NaN  0.952378E-001  0.734562E-001  0.178324       0.179400                 NaN            NaN            NaN            NaN
  1293.52        500.000        99.4784                 NaN  0.937557E-001  0.736454E-001  0.176740       0.177462                 NaN            NaN            NaN            NaN
  1292.12        500.000        99.4824                 NaN  0.939251E-001  0.176189       0.711147E-001  0.176411                 NaN            NaN            NaN            NaN
  1290.73        500.000        99.4915                 NaN  0.900737E-001  0.171654       0.744333E-001  0.172329                 NaN            NaN            NaN            NaN
  1289.33        500.000        99.4945                 NaN  0.898303E-001  0.733411E-001  0.170792       0.171530                 NaN            NaN            NaN            NaN
  1287.93        500.000        99.4996                 NaN  0.893393E-001  0.726933E-001  0.168415       0.170000                 NaN            NaN            NaN            NaN
  1286.53        500.000        99.6043                 NaN  0.680370E-001  0.615483E-001  0.131628       0.134523                 NaN            NaN            NaN            NaN
  1285.13        500.000        99.4103                 NaN  0.104844       0.199859       0.861398E-001  0.198815                 NaN            NaN            NaN            NaN
  1283.74        500.000        99.5152                 NaN  0.849157E-001  0.163181       0.728290E-001  0.163913                 NaN            NaN            NaN            NaN
  1282.34        500.000        99.5390                 NaN  0.115210       0.185095                 NaN  0.160704                 NaN            NaN            NaN            NaN
  1280.94        500.000        97.3702                 NaN  0.622948E-001  0.484317       0.284500       0.395144        1.40354                 NaN            NaN            NaN
  1279.54        500.000        90.4403                 NaN  0.107637        1.56162       0.773494        1.15155        5.96542                 NaN            NaN            NaN
  1278.15        500.000        91.1446                 NaN  0.982425E-001  0.719232        1.45798        1.07443        5.50551                 NaN            NaN            NaN
  1276.75        500.000        91.7478                 NaN  0.900160E-001   1.37068       0.671837        1.00837        5.11130                 NaN            NaN            NaN
  1275.35        500.000        92.2802                 NaN  0.824970E-001   1.29448       0.629548       0.949833        4.76347                 NaN            NaN            NaN
  1273.95        500.000        92.7534                 NaN  0.758071E-001   1.22731       0.591185       0.897554        4.45474                 NaN            NaN            NaN
  1272.56        500.000        93.1873                 NaN  0.710405E-001  0.556516        1.16300       0.849358        4.17279                 NaN            NaN            NaN
  1271.16        500.000        93.5762                 NaN  0.655625E-001  0.524671        1.10739       0.805895        3.92030                 NaN            NaN            NaN
  1269.76        500.000        93.9271                 NaN  0.620171E-001  0.496282        1.05509       0.766613        3.69290                 NaN            NaN            NaN
  1268.36        500.000        94.2433                 NaN  0.578113E-001  0.469254        1.01019       0.730940        3.48850                 NaN            NaN            NaN
  1266.96        500.000        94.5314                 NaN  0.541037E-001  0.444665       0.969394       0.698343        3.30213                 NaN            NaN            NaN
  1265.57        500.000        94.7961                 NaN  0.501456E-001  0.933150       0.421250       0.668275        3.13110                 NaN            NaN            NaN
  1264.17        500.000        95.0385                 NaN  0.463786E-001  0.399472       0.899978       0.640426        2.97526                 NaN            NaN            NaN
  1262.77        500.000        95.2613                 NaN  0.437210E-001  0.868769       0.379585       0.614935        2.83173                 NaN            NaN            NaN
  1261.37        500.000        95.4621                 NaN  0.395808E-001  0.359060       0.845524       0.591844        2.70187                 NaN            NaN            NaN
  1259.98        500.000        95.6518                 NaN  0.355560E-001  0.340331       0.822582       0.569587        2.58015                 NaN            NaN            NaN
  1258.58        500.000        95.8251                 NaN  0.316345E-001  0.322123       0.802975       0.549276        2.46889                 NaN            NaN            NaN
  1257.18        500.000        95.9827                 NaN  0.276592E-001  0.304424       0.787053       0.530934        2.36724                 NaN            NaN            NaN
  1255.78        500.000        96.1355                 NaN  0.236452E-001  0.287334       0.771292       0.512645        2.26958                 NaN            NaN            NaN
  1254.38        500.000        96.2733                 NaN  0.194024E-001  0.270264       0.760117       0.496395        2.18051                 NaN            NaN            NaN
  1252.99        500.000        96.4006                 NaN  0.147280E-001  0.252869       0.751976       0.481124        2.09867                 NaN            NaN            NaN
  1251.59        500.000        96.5201                 NaN  0.101653E-001  0.236435       0.744996       0.466850        2.02142                 NaN            NaN            NaN
  1250.19        500.000        96.6161                 NaN  0.319126E-002  0.222895       0.740955       0.455290        1.95863       0.297410E-002            NaN            NaN
  1248.79        500.000        96.0745                 NaN            NaN  0.481617       0.478597       0.530422        2.28964       0.145262                 NaN            NaN
  1247.40        500.000        96.2641                 NaN            NaN  0.455727       0.457002       0.505584        2.17908       0.138496                 NaN            NaN
  1246.00        500.000        96.4340                 NaN            NaN  0.435800       0.435292       0.483291        2.07965       0.131949                 NaN            NaN
  1244.60        500.000        96.5863                 NaN            NaN  0.417278       0.416949       0.463133        1.99034       0.125982                 NaN            NaN
  1243.20        500.000        96.7268                 NaN            NaN  0.399181       0.400765       0.444447        1.90840       0.120406                 NaN            NaN
  1241.81        500.000        96.8666                 NaN            NaN  0.382623       0.382141       0.425654        1.82768       0.115310                 NaN            NaN
  1240.41        500.000        96.9905                 NaN            NaN  0.367145       0.366788       0.408981        1.75615       0.110407                 NaN            NaN
  1239.01        500.000        97.1031                 NaN            NaN  0.356190       0.351432       0.393791        1.69014       0.105331                 NaN            NaN
  1237.61        500.000        97.2126                 NaN            NaN  0.338023       0.342199       0.378760        1.62721       0.101191                 NaN            NaN
  1236.21        500.000        97.3155                 NaN            NaN  0.324296       0.330373       0.364627        1.56823       0.969504E-001            NaN            NaN
  1234.82        500.000        97.4128                 NaN            NaN  0.319303       0.311526       0.351192        1.51226       0.928848E-001            NaN            NaN
  1233.42        500.000        97.5019                 NaN            NaN  0.307788       0.299829       0.338806        1.46228       0.893609E-001            NaN            NaN
  1232.02        500.000        97.5893                 NaN            NaN  0.300857       0.287311       0.326677        1.41063       0.852752E-001            NaN            NaN
  1230.62        500.000        97.6689                 NaN            NaN  0.292024       0.275887       0.315510        1.36581       0.818401E-001            NaN            NaN
  1229.23        500.000        95.7065                 NaN            NaN  0.367289       0.423513       0.641450        2.63781       0.223489                 NaN            NaN
  1227.83        500.000        98.4089                 NaN            NaN  0.137680       0.457748       0.174149       0.821549                 NaN            NaN            NaN
  1226.43        500.000        99.1327                 NaN            NaN  0.180499       0.125040       0.100391       0.456254       0.514424E-002            NaN            NaN
  1225.03        500.000        97.9301                 NaN            NaN  0.350408       0.109068       0.271750        1.24346       0.952331E-001            NaN            NaN
  1223.64        500.000        97.7847                 NaN            NaN  0.399240       0.165530       0.294728        1.32356                 NaN  0.322562E-001            NaN
