|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/TAY13/TAY13_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1447.27        500.000        99.5828       0.417194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.87        500.000        99.5463       0.248356                 NaN  0.205361                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.47        500.000        99.5272                 NaN            NaN  0.472792                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.08        500.000        99.3997                 NaN            NaN  0.600250                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.68        500.000        99.4621                 NaN            NaN  0.537920                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.28        500.000        99.3551                 NaN            NaN  0.466643       0.178288                 NaN            NaN            NaN            NaN            NaN
  1438.88        500.000        99.1719                 NaN            NaN  0.326961       0.501129                 NaN            NaN            NaN            NaN            NaN
  1437.49        500.000        99.1780                 NaN            NaN  0.497808       0.324191                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.1857                 NaN            NaN  0.493204       0.321116                 NaN            NaN            NaN            NaN            NaN
  1434.69        500.000        99.1911                 NaN            NaN  0.490041       0.318852                 NaN            NaN            NaN            NaN            NaN
  1433.29        500.000        99.1981                 NaN            NaN  0.316127       0.485802                 NaN            NaN            NaN            NaN            NaN
  1431.90        500.000        99.2001       0.118654E-002            NaN  0.484832       0.313914                 NaN            NaN            NaN            NaN            NaN
  1430.50        500.000        99.2077                 NaN            NaN  0.308954       0.483328                 NaN            NaN            NaN            NaN            NaN
  1429.10        500.000        99.2139                 NaN            NaN  0.310252       0.475825                 NaN            NaN            NaN            NaN            NaN
  1427.70        500.000        99.2266                 NaN            NaN  0.305338       0.468072                 NaN            NaN            NaN            NaN            NaN
  1426.30        500.000        99.2348       0.744131E-001            NaN  0.216363       0.474395                 NaN            NaN            NaN            NaN            NaN
  1424.91        500.000        99.2355                 NaN            NaN  0.299796       0.464738                 NaN            NaN            NaN            NaN            NaN
  1423.51        500.000        99.2395                 NaN            NaN  0.297785       0.462721                 NaN            NaN            NaN            NaN            NaN
  1422.11        500.000        99.2464                 NaN            NaN  0.294856       0.458709                 NaN            NaN            NaN            NaN            NaN
  1420.71        500.000        99.2428                 NaN            NaN  0.307540       0.449705                 NaN            NaN            NaN            NaN            NaN
  1419.32        500.000        99.2661       0.785957E-002            NaN  0.266803       0.459254                 NaN            NaN            NaN            NaN            NaN
  1417.92        500.000        99.2627       0.227396E-002            NaN  0.449678       0.285384                 NaN            NaN            NaN            NaN            NaN
  1416.52        500.000        99.2685       0.276235E-001            NaN  0.255223       0.448678                 NaN            NaN            NaN            NaN            NaN
  1415.12        500.000        99.2730       0.264209E-001            NaN  0.254517       0.446106                 NaN            NaN            NaN            NaN            NaN
  1413.72        500.000        99.2772       0.254113E-001            NaN  0.443709       0.253632                 NaN            NaN            NaN            NaN            NaN
  1412.33        500.000        99.2859       0.286718E-001            NaN  0.246634       0.438813                 NaN            NaN            NaN            NaN            NaN
  1410.93        500.000        99.2871       0.235858E-001            NaN  0.437667       0.251658                 NaN            NaN            NaN            NaN            NaN
  1409.53        500.000        99.2944       0.240184E-001            NaN  0.248231       0.433303                 NaN            NaN            NaN            NaN            NaN
  1408.13        500.000        98.3895                 NaN            NaN  0.698577       0.496889       0.415030                 NaN            NaN            NaN            NaN
  1406.74        500.000        98.2422                 NaN            NaN  0.501333       0.769040       0.487378                 NaN            NaN            NaN            NaN
  1405.34        500.000        98.2728                 NaN            NaN  0.755822       0.492590       0.478739                 NaN            NaN            NaN            NaN
  1403.94        500.000        98.3004                 NaN            NaN  0.484721       0.743944       0.470935                 NaN            NaN            NaN            NaN
  1402.54        500.000        98.3282                 NaN            NaN  0.476224       0.732422       0.463201                 NaN            NaN            NaN            NaN
  1401.15        500.000        98.3546                 NaN            NaN  0.469187       0.720514       0.455745                 NaN            NaN            NaN            NaN
  1399.75        500.000        98.3815                 NaN            NaN  0.460699       0.709619       0.448141                 NaN            NaN            NaN            NaN
  1398.35        500.000        98.4020                 NaN            NaN  0.453906       0.701486       0.442578                 NaN            NaN            NaN            NaN
  1396.95        500.000        98.4365                 NaN            NaN  0.686518       0.444603       0.432412                 NaN            NaN            NaN            NaN
  1395.55        500.000        98.4546                 NaN            NaN  0.678887       0.438929       0.427550                 NaN            NaN            NaN            NaN
  1394.16        500.000        98.4769                 NaN            NaN  0.432862       0.669208       0.421045                 NaN            NaN            NaN            NaN
  1392.76        500.000        98.5045                 NaN            NaN  0.424083       0.657957       0.413438                 NaN            NaN            NaN            NaN
  1391.36        500.000        98.5231                 NaN            NaN  0.418789       0.650009       0.408106                 NaN            NaN            NaN            NaN
  1389.96        500.000        98.5451                 NaN            NaN  0.412123       0.640839       0.401934                 NaN            NaN            NaN            NaN
  1388.57        500.000        98.5663                 NaN            NaN  0.632152       0.405671       0.395869                 NaN            NaN            NaN            NaN
  1387.17        500.000        98.5839                 NaN            NaN  0.624472       0.400818       0.390800                 NaN            NaN            NaN            NaN
  1385.77        500.000        98.6072                 NaN            NaN  0.615166       0.393462       0.384198                 NaN            NaN            NaN            NaN
  1384.37        500.000        98.6243                 NaN            NaN  0.608474       0.387676       0.379570                 NaN            NaN            NaN            NaN
  1382.98        500.000        98.6445                 NaN            NaN  0.381965       0.599949       0.373596                 NaN            NaN            NaN            NaN
  1381.58        500.000        98.6632                 NaN            NaN  0.591857       0.376658       0.368259                 NaN            NaN            NaN            NaN
  1380.18        500.000        98.6805                 NaN            NaN  0.371055       0.585029       0.363406                 NaN            NaN            NaN            NaN
  1378.78        500.000        98.6980                 NaN            NaN  0.577733       0.365929       0.358299                 NaN            NaN            NaN            NaN
  1377.38        500.000        98.7158                 NaN  0.115125E-001  0.554296       0.363584       0.354839                 NaN            NaN            NaN            NaN
  1375.99        500.000        98.7377                 NaN  0.143069       0.359176       0.395248       0.364848                 NaN            NaN            NaN            NaN
  1374.59        500.000        98.7227                 NaN  0.150585       0.401215       0.354180       0.371301                 NaN            NaN            NaN            NaN
  1373.19        500.000        98.8134                 NaN  0.138920       0.331562       0.374836       0.341246                 NaN            NaN            NaN            NaN
  1371.79        500.000        98.7902                 NaN  0.145702       0.382868       0.331180       0.350027                 NaN            NaN            NaN            NaN
  1370.40        500.000        98.8056                 NaN  0.146741       0.322653       0.379241       0.345716                 NaN            NaN            NaN            NaN
  1369.00        500.000        98.8220                 NaN  0.147355       0.374550       0.315043       0.341028                 NaN            NaN            NaN            NaN
  1367.60        500.000        98.8372                 NaN  0.148515       0.306852       0.370656       0.336759                 NaN            NaN            NaN            NaN
  1366.20        500.000        98.8500                 NaN  0.149916       0.367518       0.299296       0.333276                 NaN            NaN            NaN            NaN
  1364.80        500.000        98.8693                 NaN  0.149718       0.362007       0.291363       0.327624                 NaN            NaN            NaN            NaN
  1363.41        500.000        98.8809                 NaN  0.150959       0.359437       0.284349       0.324386                 NaN            NaN            NaN            NaN
  1362.01        500.000        98.8953                 NaN  0.151591       0.277085       0.355716       0.320331                 NaN            NaN            NaN            NaN
  1360.61        500.000        98.9066                 NaN  0.153615       0.269296       0.353089       0.317350                 NaN            NaN            NaN            NaN
  1359.21        500.000        98.9246                 NaN  0.152287       0.347809       0.263414       0.311887                 NaN            NaN            NaN            NaN
  1357.82        500.000        98.9361                 NaN  0.153864       0.345180       0.256045       0.308809                 NaN            NaN            NaN            NaN
  1356.42        500.000        98.9483                 NaN  0.154698       0.249412       0.342249       0.305365                 NaN            NaN            NaN            NaN
  1355.02        500.000        98.9619                 NaN  0.155897       0.241208       0.339406       0.301557                 NaN            NaN            NaN            NaN
  1353.62        500.000        98.9747                 NaN  0.155274       0.335452       0.236973       0.297626                 NaN            NaN            NaN            NaN
  1352.23        500.000        98.9861                 NaN  0.156274       0.230640       0.332562       0.294429                 NaN            NaN            NaN            NaN
  1350.83        500.000        98.9988                 NaN  0.157413       0.223230       0.329532       0.290997                 NaN            NaN            NaN            NaN
  1349.43        500.000        99.0106                 NaN  0.156932       0.325947       0.219198       0.287355                 NaN            NaN            NaN            NaN
  1348.03        500.000        99.0219                 NaN  0.157904       0.323427       0.212586       0.284158                 NaN            NaN            NaN            NaN
  1346.63        500.000        99.0328                 NaN  0.158441       0.320705       0.207043       0.280972                 NaN            NaN            NaN            NaN
  1345.24        500.000        99.0444                 NaN  0.158722       0.317397       0.201745       0.277698                 NaN            NaN            NaN            NaN
  1343.84        500.000        99.0552                 NaN  0.159233       0.196243       0.314835       0.274515                 NaN            NaN            NaN            NaN
  1342.44        500.000        99.0662                 NaN  0.159557       0.190986       0.311977       0.271312                 NaN            NaN            NaN            NaN
  1341.04        500.000        99.0752                 NaN  0.161115       0.310424       0.184385       0.268889                 NaN            NaN            NaN            NaN
  1339.65        500.000        99.0880                 NaN  0.158687       0.305522       0.183076       0.264675                 NaN            NaN            NaN            NaN
  1338.25        500.000        99.0971                 NaN  0.160391       0.304052       0.176089       0.262339                 NaN            NaN            NaN            NaN
  1336.85        500.000        99.1073                 NaN  0.160178       0.171978       0.301241       0.259283                 NaN            NaN            NaN            NaN
  1335.45        500.000        99.0391                 NaN  0.417795E-001  0.229980       0.422931       0.266208                 NaN            NaN            NaN            NaN
  1334.05        500.000        99.1787                 NaN  0.233465       0.338878       0.355276E-002  0.245363                 NaN            NaN            NaN            NaN
  1332.66        500.000        99.1585                 NaN  0.209391       0.322775       0.588900E-001  0.250486                 NaN            NaN            NaN            NaN
  1331.26        500.000        99.1490                 NaN  0.159191       0.154972       0.290194       0.246594                 NaN            NaN            NaN            NaN
  1329.86        500.000        99.1554                 NaN  0.160253       0.150743       0.288571       0.245030                 NaN            NaN            NaN            NaN
  1328.46        500.000        99.1640                 NaN  0.160113       0.147166       0.286277       0.242488                 NaN            NaN            NaN            NaN
  1327.07        500.000        99.1636                 NaN  0.167191       0.135323       0.290278       0.243601                 NaN            NaN            NaN            NaN
  1325.67        500.000        99.1948                 NaN  0.153271       0.274500       0.144675       0.232768                 NaN            NaN            NaN            NaN
  1324.27        500.000        99.1904                 NaN  0.159493       0.278994       0.136505       0.234560                 NaN            NaN            NaN            NaN
  1322.87        500.000        99.1981                 NaN  0.159289       0.276998       0.133364       0.232214                 NaN            NaN            NaN            NaN
  1321.48        500.000        99.2065                 NaN  0.158535       0.274331       0.131005       0.229621                 NaN            NaN            NaN            NaN
  1320.08        500.000        99.2159                 NaN  0.157808       0.271569       0.127971       0.226749                 NaN            NaN            NaN            NaN
  1318.68        500.000        99.2238                 NaN  0.157760       0.269530       0.124475       0.224459                 NaN            NaN            NaN            NaN
  1317.28        500.000        99.2310                 NaN  0.157470       0.267709       0.121514       0.222275                 NaN            NaN            NaN            NaN
  1315.88        500.000        99.2400                 NaN  0.156102       0.119723       0.264750       0.219399                 NaN            NaN            NaN            NaN
  1314.49        500.000        99.2473                 NaN  0.155919       0.262361       0.117093       0.217315                 NaN            NaN            NaN            NaN
  1313.09        500.000        99.2546                 NaN  0.154939       0.115028       0.260478       0.214950                 NaN            NaN            NaN            NaN
  1311.69        500.000        99.2619                 NaN  0.153877       0.113420       0.258157       0.212606                 NaN            NaN            NaN            NaN
  1310.29        500.000        99.2681                 NaN  0.155547       0.108009       0.257367       0.211027                 NaN            NaN            NaN            NaN
  1308.90        500.000        99.2772                 NaN  0.150035       0.252079       0.113060       0.207614                 NaN            NaN            NaN            NaN
  1307.50        500.000        99.2842                 NaN  0.151414       0.251335       0.107278       0.205778                 NaN            NaN            NaN            NaN
  1306.10        500.000        99.2900                 NaN  0.150488       0.106140       0.249392       0.203937                 NaN            NaN            NaN            NaN
  1304.70        500.000        99.2983                 NaN  0.148817       0.105110       0.246446       0.201308                 NaN            NaN            NaN            NaN
  1303.31        500.000        99.3050                 NaN  0.148044       0.244588       0.103152       0.199228                 NaN            NaN            NaN            NaN
  1301.91        500.000        99.3112                 NaN  0.146681       0.242550       0.102381       0.197209                 NaN            NaN            NaN            NaN
  1300.51        500.000        99.3185                 NaN  0.145780       0.100673       0.240062       0.195024                 NaN            NaN            NaN            NaN
  1299.11        500.000        99.3246                 NaN  0.144346       0.237921       0.100125       0.193024                 NaN            NaN            NaN            NaN
  1297.71        500.000        99.3307                 NaN  0.142837       0.235829       0.996042E-001  0.191001                 NaN            NaN            NaN            NaN
  1296.32        500.000        99.3372                 NaN  0.141710       0.984975E-001  0.233557       0.189000                 NaN            NaN            NaN            NaN
  1294.92        500.000        99.3441                 NaN  0.140405       0.974254E-001  0.231209       0.186909                 NaN            NaN            NaN            NaN
  1293.52        500.000        99.3492                 NaN  0.138484       0.978086E-001  0.229446       0.185042                 NaN            NaN            NaN            NaN
  1292.12        500.000        99.3535                 NaN  0.138936       0.228962       0.945516E-001  0.184096                 NaN            NaN            NaN            NaN
  1290.73        500.000        99.3641                 NaN  0.133487       0.223330       0.990818E-001  0.179985                 NaN            NaN            NaN            NaN
  1289.33        500.000        99.3671                 NaN  0.133365       0.977482E-001  0.222476       0.179296                 NaN            NaN            NaN            NaN
  1287.93        500.000        99.3727                 NaN  0.132798       0.970225E-001  0.219669       0.177841                 NaN            NaN            NaN            NaN
  1286.53        500.000        99.5036                 NaN  0.101473       0.821983E-001  0.171841       0.140853                 NaN            NaN            NaN            NaN
  1285.13        500.000        99.2590                 NaN  0.156389       0.261128       0.115177       0.208268                 NaN            NaN            NaN            NaN
  1283.74        500.000        99.3902                 NaN  0.126894       0.213494       0.975130E-001  0.171890                 NaN            NaN            NaN            NaN
  1282.34        500.000        99.4164                 NaN  0.172456       0.242464                 NaN  0.168668                 NaN            NaN            NaN            NaN
  1280.94        500.000        97.1038                 NaN  0.933276E-001  0.649153       0.372527       0.414302        1.36692                 NaN            NaN            NaN
  1279.54        500.000        89.7616                 NaN  0.161196        2.08718        1.00951        1.20111        5.77945                 NaN            NaN            NaN
  1278.15        500.000        90.5030                 NaN  0.147818       0.940601        1.95319        1.12083        5.33452                 NaN            NaN            NaN
  1276.75        500.000        91.1378                 NaN  0.136049        1.84045       0.880339        1.05209        4.95323                 NaN            NaN            NaN
  1275.35        500.000        91.6981                 NaN  0.125216        1.74204       0.826523       0.991196        4.61694                 NaN            NaN            NaN
  1273.95        500.000        92.1961                 NaN  0.115530        1.65527       0.777655       0.936855        4.31859                 NaN            NaN            NaN
  1272.56        500.000        92.6530                 NaN  0.108683       0.733415        1.57184       0.886795        4.04630                 NaN            NaN            NaN
  1271.16        500.000        93.0625                 NaN  0.100690       0.692765        1.49981       0.841681        3.80258                 NaN            NaN            NaN
  1269.76        500.000        93.4320                 NaN  0.955917E-001  0.656474        1.43180       0.800940        3.58322                 NaN            NaN            NaN
  1268.36        500.000        93.7650                 NaN  0.894182E-001  0.621835        1.37362       0.763969        3.38613                 NaN            NaN            NaN
  1266.96        500.000        94.0682                 NaN  0.839688E-001  0.590343        1.32071       0.730212        3.20654                 NaN            NaN            NaN
  1265.57        500.000        94.3469                 NaN  0.780833E-001   1.27379       0.560291       0.699099        3.04183                 NaN            NaN            NaN
  1264.17        500.000        94.6023                 NaN  0.724484E-001  0.532304        1.23085       0.670303        2.89183                 NaN            NaN            NaN
  1262.77        500.000        94.8368                 NaN  0.685075E-001   1.19030       0.506695       0.643969        2.75374                 NaN            NaN            NaN
  1261.37        500.000        95.0480                 NaN  0.622073E-001  0.480170        1.16058       0.620138        2.62890                 NaN            NaN            NaN
  1259.98        500.000        95.2477                 NaN  0.560451E-001  0.455941        1.13119       0.597176        2.51191                 NaN            NaN            NaN
  1258.58        500.000        95.4301                 NaN  0.500073E-001  0.432339        1.10622       0.576243        2.40506                 NaN            NaN            NaN
  1257.18        500.000        95.5958                 NaN  0.438447E-001  0.409307        1.08616       0.557365        2.30748                 NaN            NaN            NaN
  1255.78        500.000        95.7568                 NaN  0.375840E-001  0.387019        1.06629       0.538534        2.21378                 NaN            NaN            NaN
  1254.38        500.000        95.9016                 NaN  0.309242E-001  0.364664        1.05259       0.521832        2.12835                 NaN            NaN            NaN
  1252.99        500.000        96.0355                 NaN  0.235358E-001  0.341794        1.04308       0.506147        2.04993                 NaN            NaN            NaN
  1251.59        500.000        96.1611                 NaN  0.162851E-001  0.320147        1.03509       0.491500        1.97592                 NaN            NaN            NaN
  1250.19        500.000        96.2603                 NaN  0.512537E-002  0.302355        1.03121       0.479696        1.91597       0.538709E-002            NaN            NaN
  1248.79        500.000        95.6153                 NaN            NaN  0.671219       0.650051       0.559158        2.24091       0.263349                 NaN            NaN
  1247.40        500.000        95.8193                 NaN            NaN  0.636621       0.622145       0.533933        2.13648       0.251547                 NaN            NaN
  1246.00        500.000        96.0018                 NaN            NaN  0.594697       0.609567       0.511298        2.04257       0.240105                 NaN            NaN
  1244.60        500.000        96.1652                 NaN            NaN  0.570749       0.585308       0.490836        1.95824       0.229694                 NaN            NaN
  1243.20        500.000        96.3161                 NaN            NaN  0.547301       0.563970       0.471859        1.88085       0.219966                 NaN            NaN
  1241.81        500.000        96.4671                 NaN            NaN  0.525726       0.538979       0.452700        1.80443       0.211036                 NaN            NaN
  1240.41        500.000        96.6010                 NaN            NaN  0.518993       0.505102       0.435723        1.73676       0.202433                 NaN            NaN
  1239.01        500.000        96.7222                 NaN            NaN  0.504726       0.485067       0.420259        1.67431       0.193469                 NaN            NaN
  1237.61        500.000        96.8406                 NaN            NaN  0.467585       0.485979       0.404910        1.61468       0.186233                 NaN            NaN
  1236.21        500.000        96.9523                 NaN            NaN  0.449536       0.470232       0.390464        1.55876       0.178741                 NaN            NaN
  1234.82        500.000        97.0579                 NaN            NaN  0.455478       0.432739       0.376710        1.50563       0.171553                 NaN            NaN
  1233.42        500.000        97.1551                 NaN            NaN  0.439971       0.417340       0.364029        1.45826       0.165325                 NaN            NaN
  1232.02        500.000        97.2496                 NaN            NaN  0.431017       0.400752       0.351576        1.40903       0.158058                 NaN            NaN
  1230.62        500.000        97.3366                 NaN            NaN  0.419244       0.385612       0.340115        1.36646       0.151963                 NaN            NaN
  1229.23        500.000        95.1279                 NaN            NaN  0.529865       0.593476       0.691665        2.63963       0.417481                 NaN            NaN
  1227.83        500.000        98.1315                 NaN            NaN  0.192897       0.661089       0.188656       0.825880                 NaN            NaN            NaN
  1226.43        500.000        98.9867                 NaN            NaN  0.254194       0.180910       0.108971       0.459580       0.962012E-002            NaN            NaN
  1225.03        500.000        97.6229                 NaN            NaN  0.493719       0.157948       0.294944        1.25247       0.178015                 NaN            NaN
  1223.64        500.000        97.4737                 NaN            NaN  0.577767       0.233386       0.320301        1.33477                 NaN  0.601223E-001            NaN
  1222.24        500.000        97.6085                 NaN            NaN  0.201722       0.577122       0.302920        1.25037                 NaN  0.593473E-001            NaN
