|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/ALH/ALH_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1239.77        500.000                 NaN   97.3079       0.698902E-001            NaN  0.811847                 NaN            NaN  0.344817       0.718181E-001   1.39368                 NaN
  1238.45        500.000                 NaN   97.3814       0.441902E-001            NaN  0.821426                 NaN            NaN  0.333267       0.684327E-001   1.35125                 NaN
  1237.13        500.000                 NaN   97.4633       0.436399E-001            NaN  0.794659                 NaN            NaN  0.323351       0.651660E-001   1.30986                 NaN
  1235.81        500.000                 NaN   97.5400       0.550513E-001            NaN  0.757315                 NaN            NaN  0.312584       0.632859E-001   1.27174                 NaN
  1234.50        500.000                 NaN   97.6079       0.386642E-001            NaN  0.755271                 NaN            NaN  0.303619       0.597189E-001   1.23481                 NaN
  1233.18        500.000                 NaN   97.6738       0.314399E-001            NaN  0.743255                 NaN            NaN  0.294673       0.570578E-001   1.19978                 NaN
  1231.86        500.000                 NaN   97.7387       0.289949E-001            NaN  0.725329                 NaN            NaN  0.285784       0.546074E-001   1.16658                 NaN
  1230.54        500.000                 NaN   97.8325       0.350968E-001            NaN  0.679536                 NaN            NaN  0.274128       0.524404E-001   1.12634                 NaN
  1229.23        500.000                 NaN   97.8291       0.560782E-002            NaN  0.733187                 NaN            NaN  0.272350       0.493430E-001   1.11042                 NaN
  1227.91        500.000                 NaN   97.4220       0.332587                 NaN  0.271199                 NaN            NaN  0.366760       0.715631E-001   1.53592                 NaN
  1226.59        500.000                 NaN   98.5325                 NaN            NaN  0.703119                 NaN            NaN  0.153996       0.285783E-001  0.581791                 NaN
  1225.27        500.000                 NaN   98.0809                 NaN            NaN  0.634400                 NaN            NaN  0.229052       0.481479E-001   1.00754                 NaN
  1223.96        500.000                 NaN   98.1034                 NaN            NaN  0.635607                 NaN            NaN  0.230364       0.439169E-001  0.986721                 NaN
  1222.64        500.000                 NaN   96.9961                 NaN            NaN  0.869081       0.652251E-001            NaN  0.424862       0.822781E-001   1.56247                 NaN
  1221.32        500.000                 NaN   98.9154                 NaN            NaN  0.388177                 NaN            NaN  0.956934E-001  0.117875E-001  0.588950                 NaN
  1220.00        500.000                 NaN   98.2409                 NaN            NaN  0.650879                 NaN            NaN  0.208810       0.367044E-001  0.862670                 NaN
  1218.69        500.000                 NaN   97.7193                 NaN            NaN  0.656773       0.520202E-001            NaN  0.284753       0.284712E-001   1.25873                 NaN
  1217.37        500.000                 NaN   99.0877                 NaN            NaN  0.412158       0.205406E-002            NaN  0.106278       0.184588E-001  0.373324                 NaN
  1216.05        500.000                 NaN   98.3774                 NaN            NaN  0.550547                 NaN            NaN  0.193742       0.334304E-001  0.844870                 NaN
  1214.74        500.000                 NaN   98.1219       0.149100E-005            NaN  0.308068       0.350414                 NaN  0.224772       0.429211E-001  0.951896                 NaN
  1213.42        500.000                 NaN   92.4696                 NaN            NaN   1.48094       0.967207                 NaN  0.877530       0.152677        4.05208                 NaN
  1212.10        500.000                 NaN   99.9998                 NaN            NaN            NaN            NaN            NaN  0.165755E-004  0.196037E-003            NaN            NaN
  1210.78        500.000                 NaN   99.9943                 NaN            NaN  0.157174E-002            NaN            NaN  0.583351E-003            NaN  0.350581E-002            NaN
  1209.47        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1208.15        500.000                 NaN   99.7418                 NaN            NaN  0.690258E-001            NaN            NaN  0.263583E-001  0.862826E-002  0.154155                 NaN
  1206.83        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1205.51        500.000                 NaN   99.6604                 NaN            NaN  0.578876E-001            NaN            NaN  0.295133E-001  0.239401E-002  0.114605       0.135165     
  1204.20        500.000                 NaN   78.1869                 NaN            NaN   2.01520        1.66275                 NaN   1.90068       0.128090        8.02559        8.08078     
  1202.88        500.000                 NaN   83.2313                 NaN            NaN  0.732272        1.87711                 NaN   1.40174       0.123030        6.25479        6.37973     
  1201.56        500.000                 NaN   99.9990       0.115094E-003            NaN  0.520364E-004            NaN            NaN  0.985493E-004  0.567516E-005  0.374474E-003  0.392633E-003
  1200.24        500.000                 NaN   99.9985                 NaN            NaN  0.620588E-004  0.124065E-003            NaN  0.106691E-003  0.177615E-004  0.582639E-003  0.588934E-003
  1198.93        500.000                 NaN   77.7667                 NaN            NaN  0.445193E-001   3.53198                 NaN   1.87920       0.133843        8.21471        8.42902     
  1197.61        500.000                 NaN   84.6237                 NaN            NaN   2.46709                 NaN            NaN   1.31083       0.846762E-001   5.71510        5.79861     
  1196.29        500.000                 NaN   99.9999       0.860095E-005            NaN            NaN            NaN            NaN  0.521385E-005            NaN  0.198635E-004  0.227229E-004
  1194.97        500.000                 NaN   99.9996       0.107655E-004            NaN  0.423501E-004            NaN            NaN  0.324280E-004  0.296518E-005  0.147882E-003  0.149205E-003
  1193.66        500.000                 NaN   77.7858                 NaN            NaN   3.33494                 NaN            NaN   1.83339       0.127556        8.38772        8.53059     
  1192.34        500.000                 NaN   87.0532       0.847172E-001            NaN   1.71442       0.133897E-005            NaN   1.05288       0.724261E-001   4.99349        5.02883     
  1191.02        500.000                 NaN   92.0205                 NaN            NaN   1.08038                 NaN            NaN  0.591208       0.668279E-001   3.19247        3.04858     
  1189.70        500.000                 NaN   81.2814                 NaN            NaN   1.53688        1.02014                 NaN   1.47395       0.984905E-001   7.42088        7.16830     
  1188.39        500.000                 NaN            NaN            NaN            NaN   12.0384                 NaN            NaN   7.44835       0.583158        40.7318        39.1983     
  1187.07        500.000                 NaN            NaN   1.18850                 NaN  0.411704E-004   10.2958                 NaN   7.28027       0.672290        41.0452        39.5178     
  1185.75        500.000                 NaN            NaN            NaN            NaN  0.157969E-001   12.0359                 NaN   7.45929       0.575906        40.7145        39.1986     
  1184.44        500.000                 NaN            NaN            NaN            NaN   12.0363                 NaN            NaN   7.45153       0.581533        40.7342        39.1965     
  1183.12        500.000                 NaN            NaN            NaN            NaN   12.0298                 NaN            NaN   7.44559       0.583964        40.7452        39.1954     
  1181.80        500.000                 NaN            NaN   1.92241                 NaN  0.430051E-004   9.17297                 NaN   7.21881       0.729951        41.2414        39.7144     
  1180.48        500.000                 NaN            NaN   1.94920                 NaN  0.431241E-004   9.13506                 NaN   7.21412       0.730499        41.2519        39.7192     
  1179.17        500.000                 NaN            NaN   1.95379                 NaN  0.429736E-004   9.15322                 NaN   7.24351       0.717688        41.2030        39.7288     
  1177.85        500.000                 NaN            NaN            NaN            NaN   4.31289        7.73212                 NaN   7.45874       0.579860        40.7166        39.1997     
  1176.53        500.000                 NaN            NaN            NaN            NaN   4.37052        7.66463                 NaN   7.45575       0.583439        40.7273        39.1983     
  1175.21        500.000                 NaN            NaN  0.176034E-005            NaN   12.0583                 NaN            NaN   7.47242       0.573981        40.6946        39.2007     
  1173.90        500.000                 NaN            NaN            NaN            NaN   12.0597                 NaN            NaN   7.47409       0.573507        40.6919        39.2008     
  1172.58        500.000                 NaN            NaN            NaN            NaN  0.857045        11.1885                 NaN   7.46944       0.578588        40.7079        39.1985     
  1171.26        500.000                 NaN            NaN            NaN            NaN   1.55648        10.5083                 NaN   7.48017       0.571167        40.6827        39.2012     
  1169.94        500.000                 NaN            NaN            NaN            NaN  0.609463        11.4546                 NaN   7.48114       0.571245        40.6824        39.2012     
  1168.63        500.000                 NaN            NaN            NaN            NaN   4.49575        7.53558                 NaN   7.46060       0.579633        40.7329        39.1955     
  1167.31        500.000                 NaN            NaN            NaN            NaN   10.3498        1.76856       0.530741E-004   7.43213       0.576055        40.6517        39.2217     
  1165.99        500.000                 NaN            NaN            NaN            NaN   10.4008        1.72166       0.510295E-004   7.43560       0.573794        40.6459        39.2223     
  1164.67        500.000                 NaN            NaN   2.44916                 NaN  0.440698E-004   8.37062                 NaN   7.22631       0.768815        41.3314        39.8536     
  1163.36        500.000                 NaN            NaN   2.46684                 NaN  0.440778E-004   8.34554                 NaN   7.22527       0.769737        41.3340        39.8586     
  1162.04        500.000                 NaN            NaN            NaN            NaN   11.5170       0.553632                 NaN   7.49309       0.566539        40.6690        39.2008     
  1160.72        500.000                 NaN            NaN   2.49801                 NaN  0.440356E-004   8.30175                 NaN   7.22176       0.770858        41.3409        39.8667     
  1159.40        500.000                 NaN            NaN            NaN            NaN   9.15406        2.88505                 NaN   7.47441       0.579322        40.7059        39.2013     
  1158.09        500.000                 NaN            NaN            NaN            NaN   9.23400        2.80784                 NaN   7.47772       0.578130        40.7008        39.2015     
  1156.77        500.000                 NaN            NaN            NaN            NaN   7.12208        4.94315                 NaN   7.49373       0.569489        40.6683        39.2033     
  1155.45        500.000                 NaN            NaN            NaN            NaN   9.38214        2.66559                 NaN   7.48387       0.575626        40.6905        39.2022     
  1154.14        500.000                 NaN            NaN            NaN            NaN   6.48631       0.943234E-004   5.58425        7.50319       0.566007        40.6582        39.2019     
  1152.82        500.000                 NaN            NaN            NaN            NaN   7.84633        4.22892                 NaN   7.50030       0.566006        40.6540        39.2044     
  1151.50        500.000                 NaN            NaN   2.55485                 NaN  0.435815E-004   8.23627                 NaN   7.22616       0.768550        41.3289        39.8852     
  1150.18        500.000                 NaN            NaN   2.58009                 NaN  0.436026E-004   8.20089                 NaN   7.22696       0.769175        41.3303        39.8925     
  1148.87        500.000                 NaN            NaN  0.500057                 NaN  0.223212E-003   11.3259                 NaN   7.41829       0.614851        40.8006        39.3400     
  1147.55        500.000                 NaN            NaN   2.66913                 NaN  0.439499E-004   8.05143                 NaN   7.21973       0.779480        41.3649        39.9153     
  1146.23        500.000                 NaN            NaN   2.63601                 NaN  0.437142E-004   8.10817                 NaN   7.21594       0.776410        41.3575        39.9059     
  1144.91        500.000                 NaN            NaN            NaN            NaN   2.01423        10.0604                 NaN   7.51227       0.564572        40.6432        39.2054     
  1143.60        500.000                 NaN            NaN            NaN            NaN   10.2577        1.82264                 NaN   7.51713       0.561956        40.6349        39.2057     
  1142.28        500.000                 NaN            NaN            NaN            NaN   1.81541        10.2661                 NaN   7.51896       0.561506        40.6321        39.2059     
  1140.96        500.000                 NaN            NaN   2.72027                 NaN  0.578971E-003   7.99236                 NaN   7.22083       0.778011        41.3562        39.9317     
  1139.64        500.000                 NaN            NaN            NaN            NaN   1.59118        10.4983       0.298629E-005   7.52604       0.558011        40.6199        39.2065     
  1138.33        500.000                 NaN            NaN            NaN            NaN  0.111693        1.49120        10.4883        7.52782       0.556820        40.6177        39.2065     
  1137.01        500.000                 NaN            NaN            NaN            NaN  0.837437E-001   1.32524        10.6886        7.53292       0.554629        40.6078        39.2071     
  1135.69        500.000                 NaN            NaN            NaN            NaN   1.28757        10.8120                 NaN   7.53558       0.553364        40.6044        39.2071     
  1134.37        500.000                 NaN            NaN            NaN            NaN  0.991998        11.1163                 NaN   7.54042       0.550269        40.5931        39.2079     
  1133.06        500.000                 NaN            NaN            NaN            NaN  0.838354        11.2745                 NaN   7.54412       0.548439        40.5863        39.2083     
  1131.74        500.000                 NaN            NaN            NaN            NaN  0.817156        11.2981                 NaN   7.54727       0.547484        40.5813        39.2087     
  1130.42        500.000                 NaN            NaN            NaN            NaN  0.445051        11.6785                 NaN   7.55234       0.544176        40.5709        39.2090     
  1129.10        500.000                 NaN            NaN            NaN            NaN  0.371111        11.7559                 NaN   7.55569       0.542788        40.5650        39.2094     
  1127.79        500.000                 NaN            NaN  0.127181                 NaN   11.9468                 NaN            NaN   7.54824       0.548829        40.5850        39.2440     
  1126.47        500.000                 NaN            NaN   1.87652                 NaN   9.32980                 NaN            NaN   7.35669       0.687009        41.0352        39.7148     
  1125.15        500.000                 NaN            NaN   2.00209                 NaN   9.14097                 NaN            NaN   7.34305       0.697306        41.0676        39.7490     
  1123.83        500.000                 NaN            NaN   2.09684                 NaN   8.99861                 NaN            NaN   7.33297       0.705028        41.0917        39.7749     
  1122.52        500.000                 NaN            NaN   2.17314                 NaN   8.88412                 NaN            NaN   7.32504       0.711193        41.1107        39.7958     
  1121.20        500.000                 NaN            NaN   2.23951                 NaN   8.78460                 NaN            NaN   7.31824       0.716534        41.1271        39.8140     
  1119.88        500.000                 NaN            NaN   2.31103                 NaN   8.68320                 NaN            NaN   7.31791       0.721933        41.1315        39.8344     
  1118.57        500.000                 NaN            NaN   3.02996                 NaN   7.55295                 NaN            NaN   7.21627       0.793320        41.3825        40.0250     
  1117.25        500.000                 NaN            NaN   3.04040                 NaN   7.53853                 NaN            NaN   7.21607       0.793778        41.3830        40.0282     
  1115.93        500.000                 NaN            NaN   3.05129                 NaN   7.52325                 NaN            NaN   7.21582       0.794320        41.3838        40.0315     
  1114.61        500.000                 NaN            NaN   3.06186                 NaN   7.50851                 NaN            NaN   7.21560       0.794815        41.3845        40.0348     
  1113.30        500.000                 NaN            NaN   3.07256                 NaN   7.49344                 NaN            NaN   7.21535       0.795358        41.3853        40.0380     
  1111.98        500.000                 NaN            NaN   3.08301                 NaN   7.47880                 NaN            NaN   7.21510       0.795870        41.3860        40.0412     
  1110.66        500.000                 NaN            NaN   3.09337                 NaN   7.46428                 NaN            NaN   7.21491       0.796368        41.3867        40.0443     
  1109.34        500.000                 NaN            NaN   3.10364                 NaN   7.44993                 NaN            NaN   7.21471       0.796864        41.3874        40.0475     
  1108.03        500.000                 NaN            NaN   3.11382                 NaN   7.43570                 NaN            NaN   7.21450       0.797359        41.3880        40.0506     
  1106.71        500.000                 NaN            NaN   3.11654                 NaN   7.43184                 NaN            NaN   7.21536       0.797726        41.3875        40.0510     
  1105.39        500.000                 NaN            NaN   3.13379                 NaN   7.40782                 NaN            NaN   7.21415       0.798310        41.3892        40.0567     
  1104.07        500.000                 NaN            NaN   3.14366                 NaN   7.39404                 NaN            NaN   7.21397       0.798783        41.3898        40.0597     
  1102.76        500.000                 NaN            NaN   3.02377                 NaN   7.55623                 NaN            NaN   7.21406       0.797054        41.3845        40.0244     
  1101.44        500.000                 NaN            NaN   3.10241                 NaN   7.44560                 NaN            NaN   7.21368       0.799689        41.3908        40.0479     
  1100.12        500.000                 NaN            NaN   3.11209                 NaN   7.43214                 NaN            NaN   7.21354       0.800141        41.3912        40.0508     
  1098.80        500.000                 NaN            NaN   3.12166                 NaN   7.41883                 NaN            NaN   7.21340       0.800586        41.3917        40.0538     
  1097.49        500.000                 NaN            NaN   3.13115                 NaN   7.40564                 NaN            NaN   7.21327       0.801027        41.3922        40.0568     
  1096.17        500.000                 NaN            NaN   3.14055                 NaN   7.39259                 NaN            NaN   7.21314       0.801461        41.3926        40.0597     
  1094.85        500.000                 NaN            NaN   3.14986                 NaN   7.37968                 NaN            NaN   7.21303       0.801889        41.3930        40.0626     
  1093.53        500.000                 NaN            NaN   3.15907                 NaN   7.36691                 NaN            NaN   7.21293       0.802311        41.3933        40.0654     
  1092.22        500.000                 NaN            NaN   3.16821                 NaN   7.35425                 NaN            NaN   7.21283       0.802729        41.3937        40.0683     
  1090.90        500.000                 NaN            NaN   3.17724                 NaN   7.34175                 NaN            NaN   7.21275       0.803137        41.3940        40.0711     
  1089.58        500.000                 NaN            NaN   3.18622                 NaN   7.32934                 NaN            NaN   7.21266       0.803545        41.3943        40.0739     
  1088.27        500.000                 NaN            NaN   3.19509                 NaN   7.31707                 NaN            NaN   7.21258       0.803945        41.3946        40.0767     
  1086.95        500.000                 NaN            NaN   3.20358                 NaN   7.30585                 NaN            NaN   7.21275       0.804226        41.3941        40.0795     
  1085.63        500.000                 NaN            NaN   3.21230                 NaN   7.29381                 NaN            NaN   7.21270       0.804616        41.3943        40.0822     
  1084.31        500.000                 NaN            NaN   3.22094                 NaN   7.28190                 NaN            NaN   7.21265       0.805000        41.3946        40.0850     
  1083.00        500.000                 NaN            NaN   3.22950                 NaN   7.27011                 NaN            NaN   7.21260       0.805379        41.3947        40.0877     
  1081.68        500.000                 NaN            NaN   3.23798                 NaN   7.25843                 NaN            NaN   7.21257       0.805753        41.3949        40.0904     
  1080.36        500.000                 NaN            NaN   3.24639                 NaN   7.24686                 NaN            NaN   7.21254       0.806122        41.3951        40.0930     
  1079.04        500.000                 NaN            NaN   3.25499                 NaN   7.23455                 NaN            NaN   7.21229       0.806595        41.3959        40.0957     
  1077.73        500.000                 NaN            NaN   3.26325                 NaN   7.22322                 NaN            NaN   7.21228       0.806953        41.3960        40.0983     
  1076.41        500.000                 NaN            NaN   3.27142                 NaN   7.21201                 NaN            NaN   7.21228       0.807306        41.3961        40.1009     
  1075.09        500.000                 NaN            NaN   3.27953                 NaN   7.20090                 NaN            NaN   7.21229       0.807654        41.3961        40.1035     
  1073.77        500.000                 NaN            NaN   3.28756                 NaN   7.18990                 NaN            NaN   7.21230       0.807996        41.3962        40.1061     
  1072.46        500.000                 NaN            NaN   3.29553                 NaN   7.17901                 NaN            NaN   7.21232       0.808334        41.3962        40.1086     
  1071.14        500.000                 NaN            NaN   3.30342                 NaN   7.16822                 NaN            NaN   7.21235       0.808668        41.3962        40.1112     
  1069.82        500.000                 NaN            NaN   3.31125                 NaN   7.15754                 NaN            NaN   7.21239       0.808996        41.3961        40.1137     
  1068.50        500.000                 NaN            NaN   3.31900                 NaN   7.14696                 NaN            NaN   7.21243       0.809320        41.3961        40.1162     
  1067.19        500.000                 NaN            NaN   3.32669                 NaN   7.13648                 NaN            NaN   7.21248       0.809639        41.3960        40.1187     
  1065.87        500.000                 NaN            NaN   3.33432                 NaN   7.12610                 NaN            NaN   7.21254       0.809953        41.3959        40.1212     
  1064.55        500.000                 NaN            NaN   3.34188                 NaN   7.11581                 NaN            NaN   7.21261       0.810263        41.3958        40.1236     
  1063.23        500.000                 NaN            NaN   3.93211                 NaN   5.87742       0.896699E-001            NaN   7.04348       0.910280        41.9237        40.2234     
  1061.92        500.000                 NaN            NaN   3.93889                 NaN   5.95335       0.678877E-005            NaN   7.04129       0.911568        41.9305        40.2244     
  1060.60        500.000                 NaN            NaN   3.93889                 NaN   5.95335       0.678877E-005            NaN   7.04129       0.911568        41.9305        40.2244     
  1059.28        500.000                 NaN            NaN   3.93889                 NaN   5.95335       0.678874E-005            NaN   7.04129       0.911568        41.9305        40.2244     
  1057.97        500.000                 NaN            NaN   3.93889                 NaN   5.95335       0.678876E-005            NaN   7.04129       0.911568        41.9305        40.2244     
  1056.65        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.110542E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1055.33        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.110619E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1054.01        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.110692E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1052.70        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.110765E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1051.38        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.110836E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1050.06        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.110911E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1048.74        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.110983E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1047.43        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.111052E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1046.11        500.000                 NaN            NaN   3.48051                 NaN   6.93806                 NaN            NaN   7.21740       0.811754        41.3834        40.1688     
  1044.79        500.000                 NaN            NaN   3.47964                 NaN   6.94197                 NaN            NaN   7.21897       0.811011        41.3792        40.1692     
  1043.47        500.000                 NaN            NaN   3.48679                 NaN   6.93228                 NaN            NaN   7.21908       0.811314        41.3789        40.1716     
  1042.16        500.000                 NaN            NaN   3.49373                 NaN   6.92291                 NaN            NaN   7.21922       0.811594        41.3786        40.1739     
  1040.84        500.000                 NaN            NaN   3.50425                 NaN   6.90743                 NaN            NaN   7.21862       0.812345        41.3803        40.1771     
  1039.52        500.000                 NaN            NaN   3.50625                 NaN   6.90650                 NaN            NaN   7.21973       0.811980        41.3773        40.1782     
  1038.20        500.000                 NaN            NaN   3.41638                 NaN   7.06286                 NaN            NaN   7.23734       0.799084        41.3278        40.1566     
  1036.89        500.000                 NaN            NaN   3.42622                 NaN   7.04872                 NaN            NaN   7.23696       0.799741        41.3287        40.1597     
  1035.57        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.183674E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1034.25        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.183600E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1032.93        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.183517E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1031.62        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.183434E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1030.30        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.183344E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1028.98        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.183247E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1027.67        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.183154E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1026.35        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.183052E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1025.03        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.182944E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1023.71        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.182837E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1022.40        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.182722E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1021.08        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.182601E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1019.76        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.182477E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1018.44        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.182351E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1017.13        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.182219E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1015.81        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.182083E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1014.49        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.181943E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1013.17        500.000                 NaN            NaN   3.93889                 NaN   5.95334       0.181799E-004            NaN   7.04129       0.911568        41.9305        40.2244     
  1011.86        500.000                 NaN            NaN   3.96756                 NaN   5.91665       0.181656E-004            NaN   7.04439       0.911767        41.9251        40.2345     
  1010.54        500.000                 NaN            NaN   3.96756                 NaN   5.91665       0.181505E-004            NaN   7.04439       0.911767        41.9251        40.2345     
  1009.22        500.000                 NaN            NaN   3.96756                 NaN   5.91665       0.181307E-004            NaN   7.04439       0.911767        41.9251        40.2345     
  1007.90        500.000                 NaN            NaN   3.96756                 NaN   5.91665       0.181107E-004            NaN   7.04439       0.911767        41.9251        40.2345     
  1006.59        500.000                 NaN            NaN   3.96756                 NaN   5.91665       0.180905E-004            NaN   7.04439       0.911767        41.9251        40.2345     
  1005.27        500.000                 NaN            NaN   3.96756                 NaN   5.91665       0.209451E-004            NaN   7.04439       0.911767        41.9251        40.2345     
  1003.95        500.000                 NaN            NaN   3.96756                 NaN   5.91665       0.209553E-004            NaN   7.04439       0.911767        41.9251        40.2345     
  1002.63        500.000                 NaN            NaN   3.96756                 NaN   5.91665       0.209660E-004            NaN   7.04439       0.911767        41.9251        40.2345     
  1001.32        500.000                 NaN            NaN   3.96756                 NaN   5.91665       0.209747E-004            NaN   7.04439       0.911767        41.9251        40.2345     
  1000.00        500.000                 NaN            NaN   4.01274                 NaN   5.85962       0.209837E-004            NaN   7.04999       0.911930        41.9149        40.2509     
