|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/EETA/EETA_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1461.54        2500.00       0.396333E-002   99.9214       0.746640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00       0.321805E-003   99.4272       0.774632E-001  0.495014                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.23        2500.00       0.548400E-003   99.3985       0.174013       0.426973                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.522932E-003   99.4020       0.424602       0.172894                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.528526E-003   99.3931       0.175243       0.431085                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.76        2500.00       0.468380E-003   99.4200       0.411963       0.167591                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.60        2500.00       0.454139E-003   99.4113       0.417985       0.170250                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00       0.447997E-003   99.4148       0.168790       0.415947                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.29        2500.00       0.438907E-003   99.3921       0.435495       0.168470                 NaN  0.349967E-002            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.382249E-003   99.4499       0.390440       0.159285                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.97        2500.00       0.370573E-003   99.4250       0.411557       0.159391                 NaN  0.371510E-002            NaN            NaN            NaN            NaN
  1448.82        2500.00       0.357636E-003   99.4282       0.165402       0.406053                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.66        2500.00       0.335904E-003   99.3892       0.176008       0.434487                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.50        2500.00       0.294559E-003   99.4750       0.372391       0.152328                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.35        2500.00       0.289750E-003   99.4386       0.405480       0.147890                 NaN  0.773765E-002            NaN            NaN            NaN            NaN
  1444.19        2500.00       0.222382E-003   99.4478       0.414203       0.109677                 NaN  0.281026E-001            NaN            NaN            NaN            NaN
  1443.03        2500.00       0.241900E-003   99.4465       0.403088       0.137758                 NaN  0.124445E-001            NaN            NaN            NaN            NaN
  1441.88        2500.00       0.261866E-003   99.4453       0.159785       0.394697                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.72        2500.00       0.236630E-003   99.4461       0.396598       0.155355                 NaN  0.166323E-002            NaN            NaN            NaN            NaN
  1439.56        2500.00       0.266232E-003   99.2029       0.587671       0.185113                 NaN  0.240680E-001            NaN            NaN            NaN            NaN
  1438.41        2500.00       0.100294E-003   99.7158       0.208434       0.671280E-001            NaN  0.849988E-002            NaN            NaN            NaN            NaN
  1437.25        2500.00       0.148911E-003   99.5207       0.353265       0.110949                 NaN  0.148927E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00       0.171840E-003   99.4025       0.439793       0.139297                 NaN  0.182322E-001            NaN            NaN            NaN            NaN
  1434.93        2500.00       0.154594E-003   99.4641       0.135213       0.390308                 NaN  0.102071E-001            NaN            NaN            NaN            NaN
  1433.78        2500.00       0.118337E-003   99.4696       0.114080       0.395102                 NaN  0.211359E-001            NaN            NaN            NaN            NaN
  1432.62        2500.00       0.445940E-002   98.6923       0.455966       0.272107                 NaN  0.147417       0.427728                 NaN            NaN            NaN
  1431.46        2500.00                 NaN   98.4908       0.496704       0.284691                 NaN  0.186814       0.541026                 NaN            NaN            NaN
  1430.31        2500.00                 NaN   98.5124       0.491838       0.275411                 NaN  0.186455       0.533882                 NaN            NaN            NaN
  1429.15        2500.00                 NaN   98.5328       0.266395       0.488122                 NaN  0.185712       0.526982                 NaN            NaN            NaN
  1427.99        2500.00                 NaN   99.4264       0.100328       0.192859                 NaN  0.738967E-001  0.206544                 NaN            NaN            NaN
  1426.84        2500.00                 NaN   97.7005       0.772521       0.405497                 NaN  0.295310       0.826171                 NaN            NaN            NaN
  1425.68        2500.00                 NaN   98.5950       0.473960       0.241981                 NaN  0.183356       0.505696                 NaN            NaN            NaN
  1424.52        2500.00                 NaN   98.6143       0.470348       0.233259                 NaN  0.182904       0.499215                 NaN            NaN            NaN
  1423.37        2500.00                 NaN   98.6506       0.423462       0.339407                 NaN  0.114210       0.472334                 NaN            NaN            NaN
  1422.21        2500.00                 NaN   98.6361       0.102521       0.505290                 NaN  0.249995       0.506062                 NaN            NaN            NaN
  1421.05        2500.00                 NaN   98.6704       0.458065       0.211054                 NaN  0.180559       0.479914                 NaN            NaN            NaN
  1419.90        2500.00                 NaN   98.6877       0.203290       0.455228                 NaN  0.179786       0.474000                 NaN            NaN            NaN
  1418.74        2500.00                 NaN   98.7060       0.451077       0.196050                 NaN  0.179110       0.467755                 NaN            NaN            NaN
  1417.58        2500.00                 NaN   98.7231       0.447610       0.189161                 NaN  0.178368       0.461754                 NaN            NaN            NaN
  1416.43        2500.00                 NaN   98.7396       0.443993       0.182358                 NaN  0.177971       0.456112                 NaN            NaN            NaN
  1415.27        2500.00                 NaN   98.7560       0.441321       0.175470                 NaN  0.176888       0.450314                 NaN            NaN            NaN
  1414.11        2500.00                 NaN   98.7720       0.168919       0.437496                 NaN  0.176551       0.445070                 NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.7876       0.162513       0.434705                 NaN  0.175722       0.439439                 NaN            NaN            NaN
  1411.80        2500.00                 NaN   98.8040       0.156498       0.430862                 NaN  0.174808       0.433795                 NaN            NaN            NaN
  1410.64        2500.00                 NaN   98.8174       0.428465       0.150684                 NaN  0.174318       0.429165                 NaN            NaN            NaN
  1409.49        2500.00                 NaN   98.8337       0.143841       0.425580                 NaN  0.173522       0.423373                 NaN            NaN            NaN
  1408.33        2500.00                 NaN   98.8480       0.423363       0.136878                 NaN  0.173122       0.418651                 NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.8550       0.423369       0.128580                 NaN  0.175214       0.417885                 NaN            NaN            NaN
  1406.02        2500.00                 NaN   98.8898       0.413146       0.126229                 NaN  0.168517       0.402335                 NaN            NaN            NaN
  1404.86        2500.00                 NaN   98.8892       0.121297       0.414755                 NaN  0.170719       0.404013                 NaN            NaN            NaN
  1403.70        2500.00                 NaN   98.9018       0.412911       0.115032                 NaN  0.170462       0.399790                 NaN            NaN            NaN
  1402.55        2500.00                 NaN   98.9146       0.108117       0.411921                 NaN  0.170311       0.395019                 NaN            NaN            NaN
  1401.39        2500.00                 NaN   98.7973       0.111726       0.463142                 NaN  0.189866       0.438015                 NaN            NaN            NaN
  1400.23        2500.00                 NaN   99.0755       0.881009E-001  0.353432                 NaN  0.146318       0.336641                 NaN            NaN            NaN
  1399.08        2500.00                 NaN   98.9540       0.402811       0.954084E-001            NaN  0.166711       0.381058                 NaN            NaN            NaN
  1397.92        2500.00                 NaN   98.9485       0.372399       0.145004                 NaN  0.152995       0.381084                 NaN            NaN            NaN
  1396.76        2500.00                 NaN   98.9973       0.422221       0.380669E-001            NaN  0.175123       0.367290                 NaN            NaN            NaN
  1395.61        2500.00                 NaN   98.9907       0.702974E-001  0.399604                 NaN  0.169978       0.369453                 NaN            NaN            NaN
  1394.45        2500.00                 NaN   99.0023       0.394724       0.754828E-001            NaN  0.163683       0.363850                 NaN            NaN            NaN
  1393.29        2500.00                 NaN   99.0127       0.392802       0.694727E-001            NaN  0.164241       0.360832                 NaN            NaN            NaN
  1392.14        2500.00                 NaN   99.0255       0.389947       0.669403E-001            NaN  0.161949       0.355628                 NaN            NaN            NaN
  1390.98        2500.00                 NaN   99.0364       0.388640       0.614794E-001            NaN  0.161706       0.351785                 NaN            NaN            NaN
  1389.82        2500.00                 NaN   99.0462       0.387582       0.571229E-001            NaN  0.160859       0.348269                 NaN            NaN            NaN
  1388.67        2500.00                 NaN   99.0564       0.530865E-001  0.385595                 NaN  0.160274       0.344671                 NaN            NaN            NaN
  1387.51        2500.00                 NaN   99.0677       0.490264E-001  0.383725                 NaN  0.159099       0.340496                 NaN            NaN            NaN
