|6.6.6
Archiving\03_Data\eqLP/QFM_m2.25/Y98/Y98_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.2199       0.771772       0.830774E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.2198       0.771845       0.830775E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.2198       0.771918       0.830777E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.2197       0.771991       0.830778E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.2196       0.772064       0.830780E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.2196       0.772137       0.830782E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2195       0.772210       0.830784E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2194       0.772283       0.830787E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2193       0.772356       0.830789E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.2193       0.772429       0.830792E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.2192       0.772502       0.830795E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.2191       0.772576       0.830798E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.2190       0.772649       0.830801E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.2190       0.772722       0.830805E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.2189       0.772796       0.830808E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.2188       0.772869       0.830812E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2187       0.772943       0.830816E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2187       0.773017       0.830820E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2186       0.773090       0.830824E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2185       0.773164       0.830829E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2185       0.773238       0.830834E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.2184       0.773312       0.830838E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.2183       0.773385       0.830843E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.2182       0.773459       0.830849E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.2182       0.773533       0.830854E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.2181       0.773607       0.830859E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.2180       0.773681       0.830865E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.2179       0.773755       0.830871E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.2179       0.773830       0.830877E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.2178       0.773904       0.830883E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.2177       0.773978       0.830890E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.2176       0.774052       0.830896E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.2176       0.774127       0.830903E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.2175       0.774201       0.830910E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.2174       0.774276       0.830917E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.2173       0.774350       0.830924E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.2173       0.774424       0.830931E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.2172       0.774499       0.830939E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.2171       0.774574       0.830946E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.2170       0.774648       0.830954E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.2170       0.774723       0.830962E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.2169       0.774798       0.830970E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.2168       0.774873       0.830979E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.2167       0.774947       0.830987E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.2167       0.775022       0.830996E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.2166       0.775097       0.831005E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.2165       0.775172       0.831014E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.2164       0.775247       0.831023E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.2164       0.775322       0.831032E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.2163       0.775397       0.831042E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.2162       0.775473       0.831051E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.2161       0.775548       0.831061E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.2161       0.775623       0.831071E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.2160       0.775698       0.831081E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.2159       0.775774       0.831091E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.2158       0.775849       0.831102E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.2158       0.775925       0.831112E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.2157       0.776000       0.831123E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.2156       0.776075       0.831134E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.2155       0.776151       0.831145E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.2155       0.776226       0.831156E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.2154       0.776302       0.831167E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.2153       0.776378       0.831178E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.2152       0.776453       0.831190E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.2152       0.776529       0.831202E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.2151       0.776605       0.831214E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.2150       0.776681       0.831226E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.2149       0.776757       0.831238E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.2149       0.776832       0.831250E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.2148       0.776908       0.831263E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.2147       0.776984       0.831275E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.2146       0.777060       0.831288E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.2146       0.777137       0.831301E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.2145       0.777213       0.831314E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.2144       0.777289       0.831327E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.2143       0.777365       0.831341E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        99.2142       0.777441       0.831354E-002            NaN            NaN            NaN            NaN            NaN            NaN
