|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             Sp(TH)         ilm            San(TH)        q             
  1363.25        500.000        99.1562       0.910778E-001  0.326059                 NaN  0.134248       0.292393                 NaN            NaN            NaN            NaN
  1362.18        500.000        99.1653       0.323006       0.889907E-001            NaN  0.133521       0.289198                 NaN            NaN            NaN            NaN
  1361.11        500.000        99.1727       0.321769       0.849668E-001            NaN  0.133738       0.286814                 NaN            NaN            NaN            NaN
  1360.04        500.000        99.1810       0.320027       0.809853E-001            NaN  0.133830       0.284143                 NaN            NaN            NaN            NaN
  1358.97        500.000        99.1903       0.317809       0.766645E-001            NaN  0.134024       0.281182                 NaN            NaN            NaN            NaN
  1357.90        500.000        99.1978       0.746497E-001  0.316043                 NaN  0.133059       0.278401                 NaN            NaN            NaN            NaN
  1356.84        500.000        99.2049       0.691097E-001  0.314986                 NaN  0.134509       0.276488                 NaN            NaN            NaN            NaN
  1355.77        500.000        99.2137       0.676905E-001  0.312102                 NaN  0.133310       0.273214                 NaN            NaN            NaN            NaN
  1354.70        500.000        99.2206       0.635601E-001  0.311365                 NaN  0.133499       0.270995                 NaN            NaN            NaN            NaN
  1353.63        500.000        99.2284       0.607076E-001  0.309341                 NaN  0.133158       0.268374                 NaN            NaN            NaN            NaN
  1352.56        500.000        99.2355       0.576121E-001  0.308002                 NaN  0.132931       0.265960                 NaN            NaN            NaN            NaN
  1351.49        500.000        99.2422       0.306469       0.547781E-001            NaN  0.132845       0.263739                 NaN            NaN            NaN            NaN
  1350.43        500.000        99.2508       0.520620E-001  0.304157                 NaN  0.132238       0.260714                 NaN            NaN            NaN            NaN
  1349.36        500.000        99.2567       0.492997E-001  0.303225                 NaN  0.131986       0.258747                 NaN            NaN            NaN            NaN
  1348.29        500.000        99.2639       0.458014E-001  0.300999                 NaN  0.132520       0.256746                 NaN            NaN            NaN            NaN
  1347.22        500.000        99.2721       0.427963E-001  0.300263                 NaN  0.131427       0.253391                 NaN            NaN            NaN            NaN
  1346.15        500.000        99.2784       0.411735E-001  0.297894                 NaN  0.131121       0.251400                 NaN            NaN            NaN            NaN
  1345.08        500.000        99.2833       0.377519E-001  0.298215                 NaN  0.131080       0.249690                 NaN            NaN            NaN            NaN
  1344.02        500.000        99.2931       0.369977E-001  0.293600                 NaN  0.129955       0.246334                 NaN            NaN            NaN            NaN
  1342.95        500.000        99.2961       0.294159       0.343852E-001            NaN  0.130139       0.245206                 NaN            NaN            NaN            NaN
  1341.88        500.000        99.3047       0.290592       0.353053E-001            NaN  0.127659       0.241713                 NaN            NaN            NaN            NaN
  1340.81        500.000        99.3108       0.317969E-001  0.289654                 NaN  0.127922       0.239868                 NaN            NaN            NaN            NaN
  1339.74        500.000        99.3163       0.288841       0.291079E-001            NaN  0.127738       0.238005                 NaN            NaN            NaN            NaN
  1338.67        500.000        99.3228       0.286584       0.278162E-001            NaN  0.127102       0.235727                 NaN            NaN            NaN            NaN
  1337.61        500.000        99.3283       0.261782E-001  0.285688                 NaN  0.126188       0.233620                 NaN            NaN            NaN            NaN
  1336.54        500.000        99.3345       0.284249       0.240429E-001            NaN  0.125694       0.231485                 NaN            NaN            NaN            NaN
  1335.47        500.000        99.3390       0.282748       0.237989E-001            NaN  0.124746       0.229751                 NaN            NaN            NaN            NaN
  1334.40        500.000        99.3465       0.220289E-001  0.280675                 NaN  0.123735       0.227033                 NaN            NaN            NaN            NaN
  1333.33        500.000        99.3520       0.280353       0.179765E-001            NaN  0.124240       0.225437                 NaN            NaN            NaN            NaN
  1332.26        500.000        99.3577       0.183845E-001  0.278055                 NaN  0.122756       0.223118                 NaN            NaN            NaN            NaN
  1331.19        500.000        99.3638       0.188962E-001  0.275673                 NaN  0.120987       0.220674                 NaN            NaN            NaN            NaN
  1330.13        500.000        99.3678       0.164930E-001  0.275436                 NaN  0.120898       0.219359                 NaN            NaN            NaN            NaN
  1329.06        500.000        99.3738       0.169445E-001  0.272932                 NaN  0.119311       0.216964                 NaN            NaN            NaN            NaN
  1327.99        500.000        99.3786       0.159251E-001  0.271757                 NaN  0.118524       0.215188                 NaN            NaN            NaN            NaN
  1326.92        500.000        99.3836       0.269311       0.170315E-001            NaN  0.116872       0.213220                 NaN            NaN            NaN            NaN
  1325.85        500.000        99.3897       0.269049       0.127082E-001            NaN  0.117307       0.211225                 NaN            NaN            NaN            NaN
  1324.78        500.000        99.3946       0.135044E-001  0.267007                 NaN  0.115601       0.209295                 NaN            NaN            NaN            NaN
  1323.72        500.000        99.3995       0.129599E-001  0.265610                 NaN  0.114547       0.207407                 NaN            NaN            NaN            NaN
  1322.65        500.000        99.4039       0.106343E-001  0.265104                 NaN  0.114398       0.205993                 NaN            NaN            NaN            NaN
  1321.58        500.000        99.4106       0.262418       0.112360E-001            NaN  0.112440       0.203342                 NaN            NaN            NaN            NaN
  1320.51        500.000        99.4144       0.260904       0.120332E-001            NaN  0.111015       0.201626                 NaN            NaN            NaN            NaN
  1319.44        500.000        99.4186       0.259083       0.125648E-001            NaN  0.109731       0.199998                 NaN            NaN            NaN            NaN
  1318.37        500.000        99.4236       0.257993       0.113117E-001            NaN  0.108889       0.198195                 NaN            NaN            NaN            NaN
  1317.31        500.000        99.4280       0.255699       0.123371E-001            NaN  0.107493       0.196436                 NaN            NaN            NaN            NaN
  1316.24        500.000        99.4327       0.254326       0.121431E-001            NaN  0.106223       0.194615                 NaN            NaN            NaN            NaN
  1315.17        500.000        99.4369       0.252704       0.125470E-001            NaN  0.104881       0.192932                 NaN            NaN            NaN            NaN
  1314.10        500.000        99.4412       0.130701E-001  0.251052                 NaN  0.103468       0.191220                 NaN            NaN            NaN            NaN
  1313.03        500.000        99.4448       0.249269       0.147581E-001            NaN  0.101562       0.189639                 NaN            NaN            NaN            NaN
  1311.96        500.000        99.4497       0.134312E-001  0.248081                 NaN  0.100933       0.187848                 NaN            NaN            NaN            NaN
  1310.90        500.000        99.4537       0.245748       0.150605E-001            NaN  0.992183E-001  0.186294                 NaN            NaN            NaN            NaN
  1309.83        500.000        99.4576       0.245645       0.138921E-001            NaN  0.982164E-001  0.184657                 NaN            NaN            NaN            NaN
  1308.76        500.000        99.4625       0.152896E-001  0.242847                 NaN  0.966124E-001  0.182769                 NaN            NaN            NaN            NaN
  1307.69        500.000        99.4667       0.240623       0.165975E-001            NaN  0.950307E-001  0.181089                 NaN            NaN            NaN            NaN
  1306.62        500.000        99.4699       0.183691E-001  0.238865                 NaN  0.932385E-001  0.179632                 NaN            NaN            NaN            NaN
  1305.55        500.000        99.4738       0.237378       0.187509E-001            NaN  0.919466E-001  0.178103                 NaN            NaN            NaN            NaN
  1304.49        500.000        99.4764       0.236318       0.205551E-001            NaN  0.899481E-001  0.176774                 NaN            NaN            NaN            NaN
  1303.42        500.000        99.4813       0.209868E-001  0.233719                 NaN  0.889151E-001  0.175046                 NaN            NaN            NaN            NaN
  1302.35        500.000        99.4852       0.216816E-001  0.232110                 NaN  0.875214E-001  0.173530                 NaN            NaN            NaN            NaN
  1301.28        500.000        99.4876       0.230907       0.239842E-001            NaN  0.853189E-001  0.172167                 NaN            NaN            NaN            NaN
  1300.21        500.000        99.4911       0.227751       0.268766E-001            NaN  0.835153E-001  0.170799                 NaN            NaN            NaN            NaN
  1299.14        500.000        99.4931       0.274378E-001  0.227770                 NaN  0.820242E-001  0.169692                 NaN            NaN            NaN            NaN
  1298.08        500.000        99.4986       0.223179       0.313226E-001            NaN  0.794654E-001  0.167468                 NaN            NaN            NaN            NaN
  1297.01        500.000        99.5007       0.222915       0.306280E-001            NaN  0.789623E-001  0.166825                 NaN            NaN            NaN            NaN
  1295.94        500.000        99.5054       0.220736       0.322789E-001            NaN  0.768240E-001  0.164713                 NaN            NaN            NaN            NaN
  1294.87        500.000        99.5077       0.218594       0.346259E-001            NaN  0.753034E-001  0.163820                 NaN            NaN            NaN            NaN
  1293.80        500.000        99.5116       0.362653E-001  0.216486                 NaN  0.734738E-001  0.162166                 NaN            NaN            NaN            NaN
  1292.73        500.000        99.5140       0.214665       0.379483E-001            NaN  0.721725E-001  0.161231                 NaN            NaN            NaN            NaN
  1291.67        500.000        99.5176       0.211791       0.414470E-001            NaN  0.696227E-001  0.159525                 NaN            NaN            NaN            NaN
  1290.60        500.000        99.5200       0.210409       0.423542E-001            NaN  0.686403E-001  0.158613                 NaN            NaN            NaN            NaN
  1289.53        500.000        99.5220       0.482540E-001  0.206904                 NaN  0.654397E-001  0.157451                 NaN            NaN            NaN            NaN
  1288.46        500.000        99.5254       0.205234       0.493381E-001            NaN  0.640207E-001  0.156011                 NaN            NaN            NaN            NaN
  1287.39        500.000        99.5216       0.220154       0.252699E-001            NaN  0.695940E-001  0.158607                 NaN  0.482026E-002            NaN            NaN
  1286.32        500.000        99.4925       0.250227                 NaN            NaN  0.696517E-001  0.165640                 NaN  0.219984E-001            NaN            NaN
  1285.26        500.000        99.4979       0.246615                 NaN            NaN  0.689948E-001  0.164701                 NaN  0.217432E-001            NaN            NaN
  1284.19        500.000        99.5033       0.243409                 NaN            NaN  0.688464E-001  0.162980                 NaN  0.214455E-001            NaN            NaN
  1283.12        500.000        99.5081       0.242518                 NaN            NaN  0.670235E-001  0.161255                 NaN  0.210960E-001            NaN            NaN
  1282.05        500.000        99.5134       0.239064                 NaN            NaN  0.671289E-001  0.159560                 NaN  0.208093E-001            NaN            NaN
  1280.98        500.000        99.5184       0.236438                 NaN            NaN  0.667566E-001  0.157874                 NaN  0.205306E-001            NaN            NaN
  1279.91        500.000        99.5232       0.234251                 NaN            NaN  0.659898E-001  0.156279                 NaN  0.202313E-001            NaN            NaN
  1278.84        500.000        99.5276       0.232093                 NaN            NaN  0.655338E-001  0.154823                 NaN  0.199618E-001            NaN            NaN
  1277.78        500.000        99.5331       0.230377                 NaN            NaN  0.639664E-001  0.152995                 NaN  0.196016E-001            NaN            NaN
  1276.71        500.000        99.5373       0.228460                 NaN            NaN  0.634855E-001  0.151453                 NaN  0.193336E-001            NaN            NaN
  1275.64        500.000        99.5419       0.226334                 NaN            NaN  0.627769E-001  0.149916                 NaN  0.190576E-001            NaN            NaN
  1274.57        500.000        99.5467       0.224550                 NaN            NaN  0.616758E-001  0.148281                 NaN  0.187478E-001            NaN            NaN
  1273.50        500.000        95.8183       0.877954                 NaN            NaN  0.186481       0.583137                 NaN  0.951710E-001   2.43894                 NaN
  1272.43        500.000        93.2429        1.34021                 NaN            NaN  0.261938       0.880657                 NaN  0.146040        4.12831                 NaN
  1271.37        500.000        93.7382        1.26392                 NaN            NaN  0.232306       0.819897                 NaN  0.133989        3.81171                 NaN
  1270.30        500.000        94.1615        1.21177                 NaN            NaN  0.197070       0.767728                 NaN  0.123050        3.53891                 NaN
  1269.23        500.000        94.5397        1.14597                 NaN            NaN  0.179440       0.721001                 NaN  0.114165        3.29973                 NaN
  1268.16        500.000        94.8604        1.10775                 NaN            NaN  0.151435       0.681285                 NaN  0.105747        3.09342                 NaN
  1267.09        500.000        95.1561        1.05648                 NaN            NaN  0.137119       0.644332                 NaN  0.988008E-001   2.90718                 NaN
  1266.02        500.000        95.4191        1.01029                 NaN            NaN  0.124367       0.611376                 NaN  0.925968E-001   2.74227                 NaN
  1264.96        500.000        95.6530       0.965126                 NaN            NaN  0.116106       0.581876                 NaN  0.873004E-001   2.59659                 NaN
  1263.89        500.000        95.8698       0.937759                 NaN            NaN  0.972451E-001  0.554578                 NaN  0.816282E-001   2.45902                 NaN
  1262.82        500.000        96.0685       0.892837                 NaN            NaN  0.944537E-001  0.529234                 NaN  0.774391E-001   2.33754                 NaN
  1261.75        500.000        96.2497       0.858610                 NaN            NaN  0.867275E-001  0.506058                 NaN  0.732565E-001   2.22567                 NaN
  1260.68        500.000        96.4151       0.823811                 NaN            NaN  0.824028E-001  0.484795                 NaN  0.696106E-001   2.12424                 NaN
  1259.61        500.000        96.5702       0.783409                 NaN            NaN  0.837989E-001  0.464651                 NaN  0.665430E-001   2.03143                 NaN
  1258.55        500.000        96.7079       0.760349                 NaN            NaN  0.758396E-001  0.446793                 NaN  0.632165E-001   1.94591                 NaN
  1257.48        500.000        96.8490       0.725625                 NaN            NaN  0.742703E-001  0.428429                 NaN  0.602919E-001   1.86238                 NaN
  1256.41        500.000        96.9538       0.708259                 NaN            NaN  0.699484E-001  0.414263                 NaN  0.577871E-001   1.79592                 NaN
  1255.34        500.000        97.0756       0.677829                 NaN            NaN  0.688029E-001  0.398331                 NaN  0.552434E-001   1.72422                 NaN
  1254.27        500.000        97.1824       0.647038                 NaN            NaN  0.718964E-001  0.384053                 NaN  0.532422E-001   1.66140                 NaN
  1253.20        500.000        97.2806       0.631580                 NaN            NaN  0.649015E-001  0.370968                 NaN  0.507641E-001   1.60118                 NaN
  1252.14        500.000        97.3743       0.608025                 NaN            NaN  0.648473E-001  0.358254                 NaN  0.488214E-001   1.54572                 NaN
  1251.07        500.000        97.4620       0.589576                 NaN            NaN  0.620015E-001  0.346467                 NaN  0.468204E-001   1.49315                 NaN
  1250.00        500.000        97.5448       0.570714                 NaN            NaN  0.603321E-001  0.335134                 NaN  0.449857E-001   1.44408                 NaN
  1248.93        500.000        97.6224       0.553605                 NaN            NaN  0.584935E-001  0.324497                 NaN  0.432535E-001   1.39771                 NaN
  1247.86        500.000        97.6968       0.538514                 NaN            NaN  0.553655E-001  0.314299                 NaN  0.415008E-001   1.35354                 NaN
  1246.79        500.000        97.7661       0.523575                 NaN            NaN  0.534001E-001  0.304640                 NaN  0.399268E-001   1.31232                 NaN
  1245.73        500.000        97.8333       0.504422                 NaN            NaN  0.549747E-001  0.295226                 NaN  0.386172E-001   1.27345                 NaN
  1244.66        500.000        97.8962       0.492091                 NaN            NaN  0.520423E-001  0.286484                 NaN  0.370679E-001   1.23614                 NaN
  1243.59        500.000        97.9478       0.468837                 NaN            NaN  0.600729E-001  0.279000                 NaN  0.364168E-001   1.20786                 NaN
  1242.52        500.000        98.0214       0.464665                 NaN            NaN  0.486613E-001  0.268812                 NaN  0.342543E-001   1.16225                 NaN
  1241.45        500.000        98.0684       0.453561                 NaN            NaN  0.477437E-001  0.261988                 NaN  0.331894E-001   1.13512                 NaN
  1240.38        500.000        98.1191       0.450986                 NaN            NaN  0.395818E-001  0.255139                 NaN  0.315959E-001   1.10363                 NaN
  1239.32        500.000        98.1713       0.434655                 NaN            NaN  0.417328E-001  0.247404                 NaN  0.306093E-001   1.07428                 NaN
  1238.25        500.000        98.2182       0.428016                 NaN            NaN  0.375685E-001  0.240799                 NaN  0.293902E-001   1.04601                 NaN
  1237.18        500.000        98.2656       0.409561                 NaN            NaN  0.423864E-001  0.233749                 NaN  0.286385E-001   1.02007                 NaN
  1236.11        500.000        98.3083       0.402265                 NaN            NaN  0.395204E-001  0.227725                 NaN  0.275686E-001  0.994607                 NaN
  1235.04        500.000        98.3519       0.395031                 NaN            NaN  0.361292E-001  0.221278                 NaN  0.264478E-001  0.969239                 NaN
  1233.97        500.000        98.3889       0.391486                 NaN            NaN  0.319252E-001  0.215978                 NaN  0.253631E-001  0.946384                 NaN
  1232.90        500.000        98.4297       0.379908                 NaN            NaN  0.325800E-001  0.209890                 NaN  0.245538E-001  0.923382                 NaN
  1231.84        500.000        98.4664       0.374678                 NaN            NaN  0.292388E-001  0.204599                 NaN  0.235677E-001  0.901468                 NaN
  1230.77        500.000        98.5011       0.372575                 NaN            NaN  0.240770E-001  0.199521                 NaN  0.225108E-001  0.880222                 NaN
  1229.70        500.000        98.5369       0.361072                 NaN            NaN  0.256573E-001  0.194184                 NaN  0.218528E-001  0.860292                 NaN
  1228.63        500.000        98.5660       0.371637                 NaN            NaN  0.119876E-001  0.190132                 NaN  0.204107E-001  0.839874                 NaN
  1227.56        500.000        98.5967       0.361772                 NaN            NaN  0.139824E-001  0.185394                 NaN  0.198380E-001  0.822353                 NaN
  1226.49        500.000        98.6267       0.360506                 NaN            NaN  0.898051E-002  0.181069                 NaN  0.189255E-001  0.803823                 NaN
  1225.43        500.000        98.6552       0.357694                 NaN            NaN  0.567464E-002  0.176632                 NaN  0.181121E-001  0.786714                 NaN
  1224.36        500.000        98.6813       0.357957                 NaN            NaN  0.594311E-003  0.172906                 NaN  0.172271E-001  0.770040                 NaN
  1223.29        500.000        98.7096       0.351192                 NaN            NaN            NaN  0.169182                 NaN  0.164758E-001  0.753565                 NaN
  1222.22        500.000        98.7360       0.344614                 NaN            NaN            NaN  0.165696                 NaN  0.157403E-001  0.737907                 NaN
  1221.15        500.000        98.7665       0.335923                 NaN            NaN            NaN  0.160575                 NaN  0.153735E-001  0.721661                 NaN
  1220.08        500.000        98.7916       0.329208                 NaN            NaN            NaN  0.157589                 NaN  0.146217E-001  0.706945                 NaN
  1219.02        500.000        98.8171       0.322649                 NaN            NaN  0.687280E-006  0.153681                 NaN  0.141324E-001  0.692434                 NaN
  1217.95        500.000        98.8428       0.315750                 NaN            NaN            NaN  0.148974                 NaN  0.138140E-001  0.678654                 NaN
  1216.88        500.000        98.8676       0.308686                 NaN            NaN            NaN  0.146332                 NaN  0.131273E-001  0.664267                 NaN
  1215.81        500.000        98.8948       0.300613                 NaN            NaN            NaN  0.142252                 NaN  0.126632E-001  0.649685                 NaN
  1214.74        500.000        95.5988       0.662633                 NaN            NaN            NaN  0.409575                 NaN  0.259410E-001   1.89609        1.40699     
  1213.67        500.000        82.4875        1.86269                 NaN            NaN  0.180850        1.47482                 NaN  0.848136E-001   6.87453        7.03480     
  1212.61        500.000        83.2274        1.67678                 NaN            NaN  0.257876        1.41003                 NaN  0.828750E-001   6.58271        6.76237     
  1211.54        500.000        84.9399        1.50847                 NaN            NaN  0.215555        1.25971                 NaN  0.744304E-001   5.91259        6.08931     
  1210.47        500.000        85.5577        1.39636                 NaN            NaN  0.271706        1.20806                 NaN  0.719870E-001   5.66462        5.82957     
  1209.40        500.000        84.4170       0.882902       0.656430                 NaN  0.240102        1.31257                 NaN  0.728642E-001   6.08907        6.32904     
  1208.33        500.000        90.3107       0.969692                 NaN            NaN  0.171050       0.809896                 NaN  0.473057E-001   3.81431        3.87709     
  1207.26        500.000        88.8838        1.15695                 NaN            NaN  0.148338       0.928269                 NaN  0.516844E-001   4.36495        4.46596     
  1206.20        500.000        86.3661        1.37072                 NaN            NaN  0.202631        1.13639                 NaN  0.621251E-001   5.31903        5.54298     
  1205.13        500.000        72.3332        2.65190                 NaN            NaN  0.386474        2.29386                 NaN  0.121340        10.7448        11.4684     
  1204.06        500.000        95.9150       0.471965                 NaN            NaN  0.550913E-001  0.344813                 NaN  0.191275E-001   1.64131        1.55271     
  1202.99        500.000        95.8118       0.492380                 NaN            NaN  0.464032E-001  0.353301                 NaN  0.188081E-001   1.67925        1.59802     
  1201.92        500.000        99.6584       0.739139E-005  0.785753E-001            NaN  0.220472E-001  0.364575E-001            NaN  0.387243E-002  0.200673                 NaN
  1200.85        500.000        99.8327       0.661861E-001  0.254353E-001            NaN            NaN  0.770720E-002            NaN  0.292010E-003  0.676454E-001            NaN
  1199.79        500.000        94.7328       0.110785       0.620340                 NaN            NaN  0.453976                 NaN  0.214085E-001   2.14010        1.92060     
  1198.72        500.000        87.2767       0.518322E-002   1.44564                 NaN            NaN   1.06058                 NaN  0.430559E-001   4.95731        5.21155     
  1197.65        500.000        95.0239       0.891738E-001  0.535148                 NaN            NaN  0.416240                 NaN  0.178351E-001   1.98192        1.93579     
  1196.58        500.000        94.7877       0.119014       0.522608                 NaN            NaN  0.433395                 NaN  0.185172E-001   2.07930        2.03944     
  1195.51        500.000        94.4907       0.143695       0.520621                 NaN            NaN  0.454972                 NaN  0.194005E-001   2.20251        2.16806     
  1194.44        500.000        82.9698       0.418919E-003   1.02277                 NaN  0.409829        1.35512                 NaN  0.808800E-001   6.92789        7.23329     
  1193.38        500.000       100.0000       0.103655E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.300264E-005  0.304422E-005
  1192.31        500.000        99.9997       0.790273E-004            NaN            NaN  0.147615E-004  0.304693E-004            NaN            NaN  0.129711E-003  0.700107E-004
  1191.24        500.000        99.9991       0.214238E-005            NaN            NaN  0.500234E-005  0.550519E-004            NaN  0.533266E-005  0.381235E-003  0.412310E-003
  1190.17        500.000        77.6413        1.34336        1.30698                 NaN            NaN   1.72263                 NaN  0.791467E-001   9.25737        8.64926     
  1189.10        500.000        84.3288        1.59306                 NaN            NaN            NaN   1.19968                 NaN  0.469913E-001   6.58711        6.24435     
  1188.03        500.000        17.8640        5.05965       0.453351E-005            NaN   1.27958        5.78492                 NaN  0.359282        35.7512        33.9014     
