|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             Sp(TH)         ilm            San(TH)        q             
  1183.76        500.000                 NaN   8.62695       0.152066                 NaN   2.38563        7.21102                 NaN  0.745830        41.2445        39.6340     
  1182.69        500.000                 NaN   1.79456        10.5546                 NaN            NaN   7.43853                 NaN  0.570427        40.6475        38.9944     
  1181.62        500.000                 NaN   8.70421                 NaN            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1180.55        500.000                 NaN   2.86713        9.44164                 NaN            NaN   7.42770                 NaN  0.576417        40.7022        38.9849     
  1179.49        500.000                 NaN   8.47453       0.598688E-004            NaN   2.57098        7.21700                 NaN  0.766017        41.2946        39.6768     
  1178.42        500.000                 NaN   2.76482        9.54984                 NaN            NaN   7.43274                 NaN  0.574347        40.6917        38.9865     
  1177.35        500.000                 NaN   1.55466        10.8063                 NaN            NaN   7.46219                 NaN  0.555330        40.6320        38.9894     
  1176.28        500.000                 NaN   3.93320        8.42394                 NaN            NaN   7.44458                 NaN  0.562658        40.6451        38.9905     
  1175.21        500.000                 NaN   8.60206                 NaN            NaN   2.45361        7.16898                 NaN  0.771981        41.3664        39.6370     
  1174.14        500.000                 NaN   2.44114        9.88438                 NaN            NaN   7.42163                 NaN  0.575742        40.6898        38.9873     
  1173.08        500.000                 NaN   8.60201       0.116352E-004            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1172.01        500.000                 NaN   8.26340       0.304659E-003            NaN   2.71730        7.21001                 NaN  0.774278        41.3140        39.7207     
  1170.94        500.000                 NaN   2.29652        10.0287                 NaN            NaN   7.43084                 NaN  0.572492        40.6855        38.9859     
  1169.87        500.000                 NaN   2.21712        10.1107                 NaN            NaN   7.43148                 NaN  0.571495        40.6833        38.9859     
  1168.80        500.000                 NaN   2.35376        9.98595                 NaN            NaN   7.44590                 NaN  0.566430        40.6588        38.9891     
  1167.73        500.000                 NaN   8.70420       0.902084E-005  0.857141E-005   2.40122        7.16570                 NaN  0.765682        41.3329        39.6303     
  1166.67        500.000                 NaN   8.70421                 NaN            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1165.60        500.000                 NaN   8.70421                 NaN            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1164.53        500.000                 NaN   8.70420       0.212744E-004            NaN   2.40122        7.16570                 NaN  0.765682        41.3329        39.6303     
  1163.46        500.000                 NaN   8.08676                 NaN            NaN   2.83870        7.20025                 NaN  0.782019        41.3374        39.7549     
  1162.39        500.000                 NaN   8.70421                 NaN            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1161.32        500.000                 NaN   8.70420       0.159681E-004            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1160.26        500.000                 NaN   8.70420       0.157091E-004            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1159.19        500.000                 NaN   8.70420       0.154141E-004            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1158.12        500.000                 NaN   8.70420       0.150603E-004            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1157.05        500.000                 NaN   8.70420       0.146880E-004            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1155.98        500.000                 NaN   8.70420       0.200890E-004            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1154.91        500.000                 NaN   7.45863       0.857652                 NaN   2.68963        7.21811                 NaN  0.768502        41.2905        39.7170     
  1153.85        500.000                 NaN   8.60202       0.222584E-005            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1152.78        500.000                 NaN   8.60202       0.205709E-005            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1151.71        500.000                 NaN   8.60202       0.223018E-005            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1150.64        500.000                 NaN   8.60201       0.243018E-005            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1149.57        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1148.50        500.000                 NaN   8.70421                 NaN            NaN   2.40122        7.16570                 NaN  0.765683        41.3329        39.6303     
  1147.44        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1146.37        500.000                 NaN   7.87477       0.893786E-003            NaN   2.99085        7.19630                 NaN  0.788125        41.3482        39.8009     
  1145.30        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1144.23        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1143.16        500.000                 NaN   8.60205                 NaN            NaN   2.45361        7.16898                 NaN  0.771981        41.3664        39.6370     
  1142.09        500.000                 NaN   8.60206                 NaN            NaN   2.45361        7.16898                 NaN  0.771981        41.3664        39.6370     
  1141.02        500.000                 NaN   8.60206                 NaN            NaN   2.45361        7.16898                 NaN  0.771981        41.3664        39.6370     
  1139.96        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1138.89        500.000                 NaN   8.60206                 NaN            NaN   2.45361        7.16898                 NaN  0.771981        41.3664        39.6370     
  1137.82        500.000                 NaN   7.81969                 NaN            NaN   3.02938        7.18563                 NaN  0.793112        41.3590        39.8132     
  1136.75        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1135.68        500.000                 NaN   8.60206                 NaN            NaN   2.45361        7.16898                 NaN  0.771981        41.3664        39.6370     
  1134.61        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1133.55        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1132.48        500.000                 NaN   7.73925       0.856494E-004            NaN   3.09147        7.18997                 NaN  0.792587        41.3558        39.8308     
  1131.41        500.000                 NaN   7.72745       0.644950E-004            NaN   3.09952        7.18968                 NaN  0.793102        41.3569        39.8333     
  1130.34        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1129.27        500.000                 NaN   7.69891       0.562491E-004            NaN   3.11876        7.18674                 NaN  0.794806        41.3623        39.8384     
  1128.20        500.000                 NaN   8.64272                 NaN            NaN   2.52329        7.27524                 NaN  0.730527        41.1459        39.6823     
  1127.14        500.000                 NaN   8.59939                 NaN            NaN   2.56031        7.27185                 NaN  0.732554        41.1406        39.6953     
  1126.07        500.000                 NaN   8.60206                 NaN            NaN   2.45361        7.16898                 NaN  0.771981        41.3664        39.6370     
  1125.00        500.000                 NaN   8.60206                 NaN            NaN   2.45361        7.16898                 NaN  0.771981        41.3664        39.6370     
  1123.93        500.000                 NaN   7.70115                 NaN            NaN   3.12188        7.18874                 NaN  0.793713        41.3540        39.8405     
  1122.86        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1121.79        500.000                 NaN   8.60206                 NaN            NaN   2.45361        7.16898                 NaN  0.771981        41.3664        39.6370     
  1120.73        500.000                 NaN   7.60984                 NaN            NaN   3.18215        7.18161                 NaN  0.798888        41.3702        39.8573     
  1119.66        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1118.59        500.000                 NaN   7.59265                 NaN            NaN   3.19491        7.18137                 NaN  0.799393        41.3704        39.8613     
  1117.52        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1116.45        500.000                 NaN   8.18585                 NaN            NaN   2.83343        7.24172                 NaN  0.754174        41.2150        39.7698     
  1115.38        500.000                 NaN   8.15421                 NaN            NaN   2.85472        7.24010                 NaN  0.755772        41.2193        39.7759     
  1114.32        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1113.25        500.000                 NaN   8.09329                 NaN            NaN   2.89579        7.23705                 NaN  0.758836        41.2274        39.7877     
  1112.18        500.000                 NaN   7.51309                 NaN            NaN   3.24661        7.18489                 NaN  0.799943        41.3801        39.8754     
  1111.11        500.000                 NaN   8.03807                 NaN            NaN   2.93314        7.23442                 NaN  0.761567        41.2344        39.7984     
  1110.04        500.000                 NaN   8.01510                 NaN            NaN   2.94888        7.23349                 NaN  0.762634        41.2369        39.8030     
  1108.97        500.000                 NaN   7.48717                 NaN            NaN   3.27642        7.18683                 NaN  0.800117        41.3604        39.8891     
  1107.91        500.000                 NaN   7.47671                 NaN            NaN   3.28409        7.18668                 NaN  0.800420        41.3606        39.8915     
  1106.84        500.000                 NaN   7.46626                 NaN            NaN   3.29174        7.18652                 NaN  0.800728        41.3608        39.8939     
  1105.77        500.000                 NaN   7.45575                 NaN            NaN   3.29942        7.18632                 NaN  0.801048        41.3612        39.8963     
  1104.70        500.000                 NaN   7.44573                 NaN            NaN   3.30678        7.18615                 NaN  0.801342        41.3614        39.8986     
  1103.63        500.000                 NaN   7.38992                 NaN            NaN   3.34100        7.17840                 NaN  0.805161        41.3791        39.9064     
  1102.56        500.000                 NaN   7.42373                 NaN            NaN   3.32249        7.18536                 NaN  0.802124        41.3629        39.9034     
  1101.50        500.000                 NaN   7.41305                 NaN            NaN   3.33022        7.18500                 NaN  0.802501        41.3634        39.9058     
  1100.43        500.000                 NaN   7.45225                 NaN            NaN   3.30727        7.19012                 NaN  0.799299        41.3508        39.9002     
  1099.36        500.000                 NaN   7.42387                 NaN            NaN   3.32603        7.18781                 NaN  0.800959        41.3558        39.9055     
  1098.29        500.000                 NaN   7.41011                 NaN            NaN   3.33588        7.18712                 NaN  0.801559        41.3568        39.9085     
  1097.22        500.000                 NaN   7.38282                 NaN            NaN   3.35403        7.18485                 NaN  0.803154        41.3615        39.9136     
  1096.15        500.000                 NaN   7.37451                 NaN            NaN   3.36048        7.18472                 NaN  0.803359        41.3613        39.9157     
  1095.09        500.000                 NaN   7.36384                 NaN            NaN   3.36830        7.18424                 NaN  0.803724        41.3619        39.9180     
  1094.02        500.000                 NaN   7.36027                 NaN            NaN   3.37181        7.18473                 NaN  0.803579        41.3603        39.9193     
  1092.95        500.000                 NaN   8.70414       0.596263E-004            NaN   2.40123        7.16570                 NaN  0.765683        41.3329        39.6303     
  1091.88        500.000                 NaN   8.70412       0.734152E-004            NaN   2.40123        7.16570                 NaN  0.765683        41.3329        39.6303     
  1090.81        500.000                 NaN   8.70414       0.612296E-004            NaN   2.40123        7.16570                 NaN  0.765683        41.3329        39.6303     
  1089.74        500.000                 NaN   7.32364                 NaN            NaN   3.39860        7.18386                 NaN  0.804433        41.3624        39.9271     
  1088.67        500.000                 NaN   8.70169       0.215498E-002            NaN   2.40149        7.16571                 NaN  0.765692        41.3329        39.6304     
  1087.61        500.000                 NaN   7.58898                 NaN            NaN   3.23998        7.21683                 NaN  0.782786        41.2825        39.8889     
  1086.54        500.000                 NaN   7.30647                 NaN            NaN   3.41259        7.18415                 NaN  0.804870        41.3599        39.9321     
  1085.47        500.000                 NaN   7.29818                 NaN            NaN   3.41888        7.18431                 NaN  0.805062        41.3594        39.9341     
  1084.40        500.000                 NaN   7.29074                 NaN            NaN   3.42450        7.18450                 NaN  0.805226        41.3590        39.9360     
  1083.33        500.000                 NaN   7.28218                 NaN            NaN   3.43067        7.18448                 NaN  0.805345        41.3595        39.9378     
  1082.26        500.000                 NaN   7.27335                 NaN            NaN   3.43699        7.18440                 NaN  0.805481        41.3602        39.9396     
  1081.20        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1080.13        500.000                 NaN   7.26900                 NaN            NaN   3.44534        7.19297                 NaN  0.798981        41.3531        39.9406     
  1079.06        500.000                 NaN   7.26174                 NaN            NaN   3.45104        7.19328                 NaN  0.798988        41.3525        39.9425     
  1077.99        500.000                 NaN   7.22722                 NaN            NaN   3.47432        7.19250                 NaN  0.799558        41.3580        39.9484     
  1076.92        500.000                 NaN   7.24760                 NaN            NaN   3.46215        7.19378                 NaN  0.799074        41.3512        39.9462     
  1075.85        500.000                 NaN   7.24093                 NaN            NaN   3.46749        7.19397                 NaN  0.799160        41.3505        39.9480     
  1074.79        500.000                 NaN   7.23701                 NaN            NaN   3.47109        7.19411                 NaN  0.799261        41.3491        39.9495     
  1073.72        500.000                 NaN   7.22812                 NaN            NaN   3.47769        7.19394                 NaN  0.799563        41.3491        39.9516     
  1072.65        500.000                 NaN   7.22181                 NaN            NaN   3.48257        7.19357                 NaN  0.799956        41.3488        39.9533     
  1071.58        500.000                 NaN   7.21534                 NaN            NaN   3.48734        7.19281                 NaN  0.800541        41.3490        39.9550     
  1070.51        500.000                 NaN   7.20842                 NaN            NaN   3.49207        7.19153                 NaN  0.801374        41.3501        39.9565     
  1069.44        500.000                 NaN   7.28485                 NaN            NaN   3.43167        7.18820                 NaN  0.802715        41.3547        39.9379     
  1068.38        500.000                 NaN   7.19142                 NaN            NaN   3.50211        7.18715                 NaN  0.803882        41.3563        39.9592     
  1067.31        500.000                 NaN   7.18080                 NaN            NaN   3.50736        7.18376                 NaN  0.805646        41.3624        39.9600     
  1066.24        500.000                 NaN   7.16830                 NaN            NaN   3.51305        7.17975                 NaN  0.807650        41.3706        39.9606     
  1065.17        500.000                 NaN   7.12181                 NaN            NaN   3.53927        7.17300                 NaN  0.814213        41.3827        39.9690     
  1064.10        500.000                 NaN   7.06583                 NaN            NaN   3.56726        7.17947                 NaN  0.819845        41.3862        39.9814     
  1063.03        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1061.97        500.000                 NaN   7.05389                 NaN            NaN   3.57658        7.18024                 NaN  0.819921        41.3847        39.9847     
  1060.90        500.000                 NaN   7.13719                 NaN            NaN   3.52918        7.19097                 NaN  0.811906        41.3579        39.9728     
  1059.83        500.000                 NaN   8.60202                 NaN            NaN   2.45363        7.16898                 NaN  0.771983        41.3664        39.6370     
  1058.76        500.000                 NaN   7.17045                 NaN            NaN   3.51302        7.18627                 NaN  0.803129        41.3684        39.9587     
  1057.69        500.000                 NaN   7.03546                 NaN            NaN   3.60621        7.19085                 NaN  0.812777        41.3584        39.9963     
  1056.62        500.000                 NaN   7.06267                 NaN            NaN   3.57792        7.18699                 NaN  0.816127        41.3692        39.9871     
  1055.56        500.000                 NaN   7.05398                 NaN            NaN   3.58432        7.18694                 NaN  0.816455        41.3691        39.9892     
  1054.49        500.000                 NaN   7.05385                 NaN            NaN   3.58544        7.18777                 NaN  0.815969        41.3672        39.9898     
  1053.42        500.000                 NaN   7.04593                 NaN            NaN   3.59081        7.18761                 NaN  0.816373        41.3678        39.9915     
  1052.35        500.000                 NaN   6.99728                 NaN            NaN   3.63434        7.19185                 NaN  0.814056        41.3568        40.0056     
  1051.28        500.000                 NaN   7.04011                 NaN            NaN   3.59642        7.18964                 NaN  0.816166        41.3636        39.9940     
  1050.21        500.000                 NaN   7.02997                 NaN            NaN   3.60347        7.18955                 NaN  0.816602        41.3641        39.9963     
  1049.15        500.000                 NaN   7.01995                 NaN            NaN   3.61046        7.18947                 NaN  0.817032        41.3646        39.9985     
  1048.08        500.000                 NaN   7.01005                 NaN            NaN   3.61736        7.18939                 NaN  0.817455        41.3650        40.0007     
  1047.01        500.000                 NaN   7.00026                 NaN            NaN   3.62419        7.18933                 NaN  0.817872        41.3654        40.0029     
  1045.94        500.000                 NaN   6.99059                 NaN            NaN   3.63095        7.18927                 NaN  0.818283        41.3658        40.0051     
  1044.87        500.000                 NaN   6.98102                 NaN            NaN   3.63763        7.18923                 NaN  0.818688        41.3662        40.0073     
  1043.80        500.000                 NaN   6.96714                 NaN            NaN   3.64547        7.18715                 NaN  0.820071        41.3708        40.0093     
  1042.73        500.000                 NaN   6.96356                 NaN            NaN   3.65002        7.18930                 NaN  0.819373        41.3664        40.0113     
  1041.67        500.000                 NaN   7.00381                 NaN            NaN   3.63095        7.18887                 NaN  0.812488        41.3621        40.0018     
  1040.60        500.000                 NaN   6.95621                 NaN            NaN   3.65659        7.19039                 NaN  0.819267        41.3636        40.0140     
  1039.53        500.000                 NaN   6.94655                 NaN            NaN   3.66329        7.19033                 NaN  0.819689        41.3640        40.0162     
  1038.46        500.000                 NaN   6.94093                 NaN            NaN   3.66769        7.19067                 NaN  0.819792        41.3632        40.0178     
  1037.39        500.000                 NaN   6.93533                 NaN            NaN   3.67207        7.19102                 NaN  0.819895        41.3623        40.0194     
  1036.32        500.000                 NaN   6.92975                 NaN            NaN   3.67643        7.19138                 NaN  0.819997        41.3615        40.0209     
  1035.26        500.000                 NaN   7.03588                 NaN            NaN   3.63133        7.21081                 NaN  0.805153        41.3036        40.0133     
  1034.19        500.000                 NaN   6.91868                 NaN            NaN   3.68511        7.19209                 NaN  0.820198        41.3598        40.0241     
  1033.12        500.000                 NaN   6.88226                 NaN            NaN   3.70662        7.18906                 NaN  0.822836        41.3695        40.0297     
  1032.05        500.000                 NaN   6.90769                 NaN            NaN   3.69373        7.19281                 NaN  0.820397        41.3581        40.0273     
  1030.98        500.000                 NaN   6.90223                 NaN            NaN   3.69802        7.19318                 NaN  0.820495        41.3572        40.0289     
  1029.91        500.000                 NaN   6.89679                 NaN            NaN   3.70229        7.19355                 NaN  0.820593        41.3563        40.0305     
  1028.85        500.000                 NaN   6.88210                 NaN            NaN   3.71178        7.19295                 NaN  0.821444        41.3585        40.0333     
  1027.78        500.000                 NaN   6.87654                 NaN            NaN   3.71611        7.19330                 NaN  0.821555        41.3576        40.0349     
  1026.71        500.000                 NaN   6.97566                 NaN            NaN   3.67612        7.21227                 NaN  0.807030        41.3001        40.0288     
  1025.64        500.000                 NaN   6.86555                 NaN            NaN   3.72469        7.19403                 NaN  0.821770        41.3559        40.0380     
  1024.57        500.000                 NaN   6.86013                 NaN            NaN   3.72893        7.19439                 NaN  0.821873        41.3551        40.0396     
  1023.50        500.000                 NaN   6.85475                 NaN            NaN   3.73315        7.19477                 NaN  0.821974        41.3542        40.0412     
  1022.44        500.000                 NaN   6.84942                 NaN            NaN   3.73734        7.19515                 NaN  0.822072        41.3533        40.0427     
  1021.37        500.000                 NaN   6.84413                 NaN            NaN   3.74150        7.19553                 NaN  0.822167        41.3524        40.0443     
  1020.30        500.000                 NaN   6.83889                 NaN            NaN   3.74564        7.19592                 NaN  0.822260        41.3515        40.0458     
  1019.23        500.000                 NaN   6.83369                 NaN            NaN   3.74974        7.19632                 NaN  0.822351        41.3505        40.0474     
  1018.16        500.000                 NaN   6.91917                 NaN            NaN   3.71839        7.21424                 NaN  0.808701        41.2959        40.0436     
  1017.09        500.000                 NaN   6.82341                 NaN            NaN   3.75789        7.19712                 NaN  0.822524        41.3486        40.0504     
  1016.03        500.000                 NaN   6.81913                 NaN            NaN   3.76148        7.19762                 NaN  0.822541        41.3474        40.0519     
  1014.96        500.000                 NaN   6.81409                 NaN            NaN   3.76549        7.19803                 NaN  0.822622        41.3464        40.0534     
  1013.89        500.000                 NaN   6.80907                 NaN            NaN   3.76949        7.19845                 NaN  0.822702        41.3454        40.0549     
  1012.82        500.000                 NaN   6.80396                 NaN            NaN   3.77353        7.19886                 NaN  0.822791        41.3444        40.0564     
  1011.75        500.000                 NaN   6.79907                 NaN            NaN   3.77745        7.19929                 NaN  0.822862        41.3434        40.0579     
  1010.68        500.000                 NaN   6.73517                 NaN            NaN   3.82978        7.20113                 NaN  0.821829        41.3379        40.0742     
  1009.62        500.000                 NaN   6.71663                 NaN            NaN   3.84118        7.20003                 NaN  0.823077        41.3417        40.0774     
  1008.55        500.000                 NaN   6.69409                 NaN            NaN   3.83873        7.19345                 NaN  0.830514        41.3678        40.0754     
  1007.48        500.000                 NaN   6.78843                 NaN            NaN   3.78822        7.20202                 NaN  0.822396        41.3361        40.0628     
  1006.41        500.000                 NaN   6.78353                 NaN            NaN   3.79215        7.20246                 NaN  0.822472        41.3350        40.0644     
  1005.34        500.000                 NaN   6.74419                 NaN            NaN   3.82275        7.20298                 NaN  0.822435        41.3336        40.0740     
  1004.27        500.000                 NaN   6.77382                 NaN            NaN   3.79994        7.20334                 NaN  0.822618        41.3329        40.0674     
  1003.21        500.000                 NaN   6.70176                 NaN            NaN   3.85701        7.20289                 NaN  0.822371        41.3310        40.0849     
  1002.14        500.000                 NaN   6.75591                 NaN            NaN   3.81219        7.20331                 NaN  0.823476        41.3337        40.0714     
  1001.07        500.000                 NaN   6.75125                 NaN            NaN   3.81597        7.20377                 NaN  0.823538        41.3326        40.0729     
