|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/LAR/LAR_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1291.07        500.000                 NaN   99.6000       0.135679       0.669313E-001  0.132258       0.650901E-001            NaN            NaN            NaN
  1290.09        500.000                 NaN   99.5923       0.105938       0.121679       0.132042       0.480528E-001            NaN            NaN            NaN
  1289.11        500.000                 NaN   99.6147       0.145646       0.308143E-001  0.129884       0.789199E-001            NaN            NaN            NaN
  1288.13        500.000                 NaN   99.6066       0.132185       0.694735E-001  0.129673       0.620550E-001            NaN            NaN            NaN
  1287.15        500.000                 NaN   99.6090       0.131074       0.699941E-001  0.128742       0.611586E-001            NaN            NaN            NaN
  1286.17        500.000                 NaN   99.6116       0.701732E-001  0.130034       0.127794       0.603941E-001            NaN            NaN            NaN
  1285.19        500.000                 NaN   99.6126       0.721775E-001  0.128934       0.127327       0.590104E-001            NaN            NaN            NaN
  1284.21        500.000                 NaN   99.6164       0.711807E-001  0.127958       0.125834       0.586522E-001            NaN            NaN            NaN
  1283.23        500.000                 NaN   99.6184       0.718744E-001  0.126755       0.125204       0.577779E-001            NaN            NaN            NaN
  1282.25        500.000                 NaN   99.6206       0.126071       0.721495E-001  0.124301       0.569265E-001            NaN            NaN            NaN
  1281.27        500.000                 NaN   99.6228       0.124693       0.731842E-001  0.123458       0.558872E-001            NaN            NaN            NaN
  1280.29        500.000                 NaN   99.6248       0.738057E-001  0.123691       0.122678       0.550141E-001            NaN            NaN            NaN
  1279.31        500.000                 NaN   99.6266       0.751094E-001  0.122469       0.121905       0.538868E-001            NaN            NaN            NaN
  1278.33        500.000                 NaN   99.6291       0.121148       0.756150E-001  0.121057       0.531200E-001            NaN            NaN            NaN
  1277.35        500.000                 NaN   99.6310       0.120383       0.764694E-001  0.120195       0.519957E-001            NaN            NaN            NaN
  1276.37        500.000                 NaN   99.6327       0.774332E-001  0.119268       0.119515       0.510554E-001            NaN            NaN            NaN
  1275.39        500.000                 NaN   99.6351       0.117987       0.781431E-001  0.118634       0.501442E-001            NaN            NaN            NaN
  1274.41        500.000                 NaN   96.5717       0.526795       0.336354       0.453945       0.875780E-001   2.02364                 NaN            NaN
  1273.43        500.000                 NaN   94.6118       0.471078       0.827688       0.668573       0.105460        3.31541                 NaN            NaN
  1272.45        500.000                 NaN   94.8000       0.808948       0.454255       0.648125       0.992755E-001   3.18935                 NaN            NaN
  1271.47        500.000                 NaN   94.9798       0.787738       0.438990       0.628531       0.947151E-001   3.07018                 NaN            NaN
  1270.49        500.000                 NaN   95.1549       0.773060       0.421517       0.609299       0.880962E-001   2.95315                 NaN            NaN
  1269.51        500.000                 NaN   95.3085       0.407145       0.758040       0.592541       0.831275E-001   2.85061                 NaN            NaN
  1268.53        500.000                 NaN   95.4556       0.745586       0.392102       0.576477       0.779495E-001   2.75225                 NaN            NaN
  1267.55        500.000       0.124526        94.3196       0.854910       0.560051       0.715732                 NaN   3.42514                 NaN            NaN
  1266.57        500.000       0.266069        93.1382       0.769434       0.817635       0.868145                 NaN   4.14053                 NaN            NaN
  1265.59        500.000       0.251152        93.5533       0.719537       0.774902       0.818907                 NaN   3.88217                 NaN            NaN
  1264.61        500.000       0.235770        93.9566       0.674484       0.729497       0.770781       0.141805E-005   3.63289                 NaN            NaN
  1263.63        500.000       0.221249        94.3233       0.686786       0.634795       0.726828       0.964052E-006   3.40703                 NaN            NaN
  1262.65        500.000       0.208236        94.6551       0.648462       0.598420       0.686910                 NaN   3.20283                 NaN            NaN
  1261.67        500.000       0.197418        94.9272       0.616291       0.568088       0.654160                 NaN   3.03685                 NaN            NaN
  1260.69        500.000       0.184356        95.2629       0.575017       0.533376       0.612929                 NaN   2.83146                 NaN            NaN
  1259.71        500.000       0.175748        95.4753       0.549837       0.509978       0.587435                 NaN   2.70165                 NaN            NaN
  1258.73        500.000       0.166976        95.7032       0.522531       0.484117       0.559391                 NaN   2.56380                 NaN            NaN
  1257.75        500.000       0.158991        95.9025       0.498360       0.462817       0.535079                 NaN   2.44229                 NaN            NaN
  1256.77        500.000       0.151746        96.0929       0.475574       0.441139       0.511470                 NaN   2.32715                 NaN            NaN
  1255.79        500.000       0.145273        96.2606       0.422133       0.455554       0.490771                 NaN   2.22571                 NaN            NaN
  1254.81        500.000       0.139238        96.4183       0.436654       0.403783       0.471120                 NaN   2.13089                 NaN            NaN
  1253.83        500.000       0.133753        96.5648       0.419197       0.386578       0.452806                 NaN   2.04290                 NaN            NaN
  1252.85        500.000       0.128610        96.6990       0.403570       0.370698       0.435978                 NaN   1.96212                 NaN            NaN
  1251.87        500.000       0.123818        96.8227       0.356680       0.388441       0.420381                 NaN   1.88796                 NaN            NaN
  1250.89        500.000       0.119481        96.9387       0.375111       0.342274       0.405690                 NaN   1.81872                 NaN            NaN
  1249.91        500.000       0.283587        97.3313                 NaN            NaN  0.334176                 NaN   2.05099                 NaN            NaN
  1248.93        500.000                 NaN   96.5696       0.836844       0.554397       0.476747                 NaN   1.56243                 NaN            NaN
  1247.95        500.000       0.502635E-001   97.5375       0.230258       0.398139       0.327577                 NaN   1.45623                 NaN            NaN
  1246.97        500.000       0.104551        97.3375       0.293656       0.327839       0.354645                 NaN   1.58176                 NaN            NaN
  1245.99        500.000       0.101413        97.4223       0.318302       0.282547       0.343644                 NaN   1.53184                 NaN            NaN
  1245.01        500.000       0.530185E-001   97.4506       0.279872       0.337945       0.337427                 NaN   1.51497       0.261881E-001            NaN
  1244.03        500.000       0.724362E-001   97.5008       0.292473       0.299168       0.332128                 NaN   1.48560       0.173739E-001            NaN
  1243.05        500.000       0.644410E-002   97.5949       0.225322       0.384974       0.316978                 NaN   1.42673       0.446612E-001            NaN
  1242.07        500.000       0.375085E-001   97.6500       0.247237       0.328941       0.311340                 NaN   1.39535       0.296008E-001            NaN
  1241.09        500.000       0.355680E-001   97.7144       0.238821       0.322391       0.303127                 NaN   1.35665       0.290057E-001            NaN
  1240.11        500.000       0.335850E-001   97.7734       0.316743       0.230787       0.295366                 NaN   1.32162       0.284785E-001            NaN
  1239.13        500.000       0.317543E-001   97.8324       0.311160       0.222732       0.287771                 NaN   1.28619       0.279504E-001            NaN
  1238.15        500.000       0.295951E-001   97.8860       0.215143       0.306625       0.280682                 NaN   1.25438       0.275813E-001            NaN
  1237.17        500.000       0.279097E-001   97.9384       0.301910       0.207736       0.273747                 NaN   1.22315       0.271284E-001            NaN
  1236.19        500.000       0.264731E-001   97.9897       0.200928       0.296748       0.267119                 NaN   1.19255       0.265195E-001            NaN
  1235.21        500.000       0.243355E-001   98.0360       0.193823       0.293391       0.260840                 NaN   1.16528       0.263391E-001            NaN
  1234.23        500.000       0.229874E-001   98.0838       0.187243       0.288738       0.254525                 NaN   1.13693       0.258225E-001            NaN
  1233.25        500.000       0.206246E-001   98.1273       0.179933       0.286989       0.248717                 NaN   1.11075       0.257345E-001            NaN
  1232.27        500.000       0.190431E-001   98.1695       0.173776       0.283439       0.243028                 NaN   1.08575       0.254325E-001            NaN
  1231.29        500.000       0.174011E-001   98.2106       0.166985       0.280712       0.237414                 NaN   1.06175       0.251065E-001            NaN
  1230.31        500.000       0.154478E-001   98.2496       0.160992       0.278469       0.232255                 NaN   1.03827       0.249902E-001            NaN
  1229.33        500.000       0.137758E-001   98.2873       0.154786       0.276308       0.227097                 NaN   1.01598       0.247540E-001            NaN
  1228.35        500.000       0.117455E-001   98.3233       0.148061       0.275488       0.222287                 NaN  0.994369       0.247276E-001            NaN
  1227.37        500.000       0.101781E-001   98.3586       0.142310       0.273331       0.217330                 NaN  0.973727       0.245044E-001            NaN
  1226.39        500.000       0.770320E-002   98.3910       0.273802       0.135435       0.212949                 NaN  0.954352       0.247467E-001            NaN
  1225.41        500.000       0.622406E-002   98.4245       0.130220       0.271979       0.208446                 NaN  0.934212       0.244496E-001            NaN
  1224.43        500.000       0.413771E-002   98.4553       0.123547       0.272322       0.204128                 NaN  0.916001       0.245552E-001            NaN
  1223.45        500.000       0.205227E-002   98.4840       0.118365       0.271669       0.199977                 NaN  0.899188       0.247416E-001            NaN
  1222.47        500.000       0.463659E-003   98.5143       0.272126       0.111925       0.195914                 NaN  0.880755       0.245389E-001            NaN
  1221.49        500.000       0.844143E-001   97.9256       0.492835                 NaN  0.266828                 NaN   1.21824       0.120483E-001            NaN
  1220.51        500.000       0.107624        98.3380       0.263615       0.555170E-005  0.193191                 NaN   1.09754                 NaN            NaN
  1219.53        500.000                 NaN   97.9618       0.556100E-001  0.426695       0.317834                 NaN   1.23806                 NaN            NaN
  1218.55        500.000                 NaN   99.8805       0.110915                 NaN            NaN            NaN  0.585169E-002  0.273767E-002            NaN
  1217.57        500.000                 NaN   98.9386       0.261912                 NaN  0.126774                 NaN  0.638319       0.344420E-001            NaN
  1216.59        500.000                 NaN   98.0353       0.235555       0.167080       0.239559                 NaN   1.30231       0.202393E-001            NaN
  1215.61        500.000       0.329273E-001   99.5580       0.999592E-001  0.685807E-001  0.575003E-001            NaN  0.183023                 NaN            NaN
  1214.63        500.000                 NaN   97.0742       0.245937       0.329223       0.387553                 NaN   1.91693       0.461412E-001            NaN
  1213.65        500.000       0.823985E-001   99.7183                 NaN            NaN  0.776998E-001  0.332909E-001  0.883260E-001            NaN            NaN
  1212.67        500.000       0.300518E-001   99.3779       0.149822                 NaN  0.682543E-001            NaN  0.368358       0.564751E-002            NaN
  1211.69        500.000       0.196329        93.7918        1.14194                 NaN  0.804629       0.322337        3.74296                 NaN            NaN
  1210.71        500.000                 NaN   99.9680       0.320348E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1209.73        500.000                 NaN   99.8653       0.577902E-001            NaN            NaN            NaN  0.768866E-001            NaN            NaN
  1208.75        500.000                 NaN   96.8936       0.238056       0.221166       0.448691                 NaN   2.16060       0.379321E-001            NaN
  1207.77        500.000                 NaN   99.8045       0.575617E-001  0.117769E-002  0.246244E-001            NaN  0.108395       0.378280E-002            NaN
  1206.79        500.000                 NaN   99.1012       0.496918                 NaN  0.488679E-001            NaN  0.346189       0.682188E-002            NaN
  1205.81        500.000                 NaN   99.1966                 NaN            NaN  0.269045E-001            NaN  0.743656       0.328680E-001            NaN
  1204.83        500.000                 NaN   99.8972                 NaN            NaN  0.293363E-002            NaN  0.981220E-001  0.172087E-002            NaN
  1203.85        500.000                 NaN   99.9464                 NaN            NaN  0.431360E-003            NaN  0.495808E-001  0.361418E-002            NaN
  1202.87        500.000                 NaN   97.9739       0.455833       0.298771       0.319019                 NaN  0.942010       0.104868E-001            NaN
  1201.89        500.000                 NaN   99.6396       0.479850E-001            NaN  0.267269E-001  0.267684E-001  0.256876       0.201291E-002            NaN
  1200.91        500.000                 NaN   99.6478       0.753205E-001  0.846393E-002  0.312821E-001            NaN  0.235626       0.155384E-002            NaN
  1199.93        500.000                 NaN   99.6085       0.131889                 NaN  0.836426E-001            NaN  0.166915       0.906057E-002            NaN
  1198.95        500.000                 NaN   99.8567       0.677442E-001            NaN  0.143302E-001            NaN  0.605765E-001  0.621310E-003            NaN
  1197.97        500.000                 NaN   99.5943       0.302970E-001  0.377886E-001  0.497129E-001            NaN  0.282264       0.568466E-002            NaN
  1196.99        500.000                 NaN   96.7721       0.820902       0.192866E-001  0.412385                 NaN   1.93939       0.359105E-001            NaN
  1196.01        500.000                 NaN   99.6811       0.689030E-001            NaN  0.425989E-001            NaN  0.202402       0.494976E-002            NaN
  1195.02        500.000                 NaN   99.9185                 NaN            NaN  0.441166E-002            NaN  0.770813E-001            NaN            NaN
  1194.04        500.000                 NaN   99.9591       0.417034E-002            NaN            NaN            NaN  0.669462E-002            NaN  0.300191E-001
  1193.06        500.000                 NaN   99.8561       0.111827E-001            NaN            NaN            NaN  0.378241E-001  0.102253E-002  0.938496E-001
  1192.08        500.000                 NaN   99.4825       0.120355                 NaN  0.713387E-001            NaN  0.264509       0.246791E-002  0.587890E-001
  1191.10        500.000                 NaN   95.8475       0.580149       0.203013       0.433851                 NaN   2.21302       0.379066E-001  0.684599     
  1190.12        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.14        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1188.16        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1187.18        500.000                 NaN   81.4176       0.472133        1.53337        1.48940                 NaN   7.69499       0.733746E-001   7.31911     
  1186.20        500.000                 NaN   83.6229        1.28755       0.408248        1.28071                 NaN   6.87864       0.624614E-001   6.45951     
  1185.22        500.000                 NaN   99.9997       0.167988E-004            NaN  0.211179E-004  0.725237E-005  0.122845E-003  0.143075E-005  0.114889E-003
  1184.24        500.000                 NaN            NaN   5.33070                 NaN   7.24476        2.46288        43.6690       0.504166        40.7885     
  1183.26        500.000                 NaN            NaN   5.31068                 NaN   7.24408        2.47436        43.6716       0.504888        40.7944     
  1182.28        500.000                 NaN            NaN   5.29808                 NaN   7.24437        2.48195        43.6716       0.505308        40.7986     
  1181.30        500.000                 NaN            NaN   5.27532                 NaN   7.24371        2.49519        43.6740       0.506261        40.8055     
  1180.32        500.000                 NaN            NaN   5.26274                 NaN   7.24345        2.50213        43.6759       0.506636        40.8091     
  1179.34        500.000                 NaN            NaN   5.24739                 NaN   7.24330        2.51155        43.6762       0.507209        40.8144     
  1178.36        500.000                 NaN            NaN   5.15052                 NaN   7.23765        2.56103        43.7017       0.511575        40.8376     
  1177.38        500.000                 NaN            NaN   5.20621                 NaN   7.24211        2.53451        43.6815       0.509173        40.8265     
  1176.40        500.000                 NaN            NaN   5.19010                 NaN   7.24207        2.54488        43.6821       0.509136        40.8318     
  1175.42        500.000                 NaN            NaN   5.18993                 NaN   7.24261        2.54512        43.6802       0.509284        40.8328     
  1174.44        500.000                 NaN            NaN   5.17731                 NaN   7.24257        2.55252        43.6808       0.509741        40.8371     
  1173.46        500.000                 NaN            NaN   5.16612                 NaN   7.24261        2.55922        43.6810       0.510102        40.8409     
  1172.48        500.000                 NaN            NaN   5.15195                 NaN   7.24248        2.56743        43.6819       0.510656        40.8456     
  1171.50        500.000                 NaN            NaN   5.13998                 NaN   7.24246        2.57459        43.6823       0.511049        40.8496     
  1170.52        500.000                 NaN            NaN   5.13015                 NaN   7.24268        2.58049        43.6820       0.511397        40.8533     
  1169.54        500.000                 NaN            NaN   5.11520                 NaN   7.24217        2.58901        43.6840       0.511909        40.8577     
  1168.56        500.000                 NaN            NaN   5.10643                 NaN   7.24236        2.59432        43.6837       0.512161        40.8610     
  1167.58        500.000                 NaN            NaN   5.09316                 NaN   7.24222        2.60212        43.6845       0.512673        40.8654     
  1166.60        500.000                 NaN            NaN   5.08620                 NaN   7.24282        2.60771        43.6817       0.512885        40.8686     
  1165.62        500.000                 NaN            NaN   5.07773                 NaN   7.24314        2.61203        43.6819       0.513207        40.8720     
  1164.64        500.000                 NaN            NaN   5.06533                 NaN   7.24291        2.62007        43.6821       0.513600        40.8760     
  1163.66        500.000                 NaN            NaN   5.05523                 NaN   7.24297        2.62606        43.6822       0.513944        40.8796     
  1162.68        500.000                 NaN            NaN   5.04536                 NaN   7.24304        2.63192        43.6823       0.514278        40.8831     
  1161.70        500.000                 NaN            NaN   5.03563                 NaN   7.24311        2.63770        43.6823       0.514607        40.8866     
  1160.72        500.000                 NaN            NaN   5.02609                 NaN   7.24321        2.64337        43.6823       0.514929        40.8901     
  1159.74        500.000                 NaN            NaN   5.01675                 NaN   7.24323        2.64893        43.6823       0.515242        40.8935     
  1158.76        500.000                 NaN            NaN   4.99776                 NaN   7.24569        2.65779        43.6849       0.516047        40.8978     
  1157.78        500.000                 NaN            NaN   4.99319                 NaN   7.24277        2.66130        43.6857       0.516051        40.9010     
