|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/LAR/LAR_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1311.65        500.000                 NaN   99.4378       0.896440E-001  0.200253       0.157629       0.114631                 NaN            NaN            NaN
  1310.67        500.000                 NaN   99.4406       0.199085       0.880030E-001  0.157124       0.115238                 NaN            NaN            NaN
  1309.69        500.000                 NaN   99.4450       0.913420E-001  0.197522       0.154889       0.111260                 NaN            NaN            NaN
  1308.71        500.000                 NaN   99.4484       0.196441       0.882798E-001  0.154307       0.112542                 NaN            NaN            NaN
  1307.73        500.000                 NaN   99.4519       0.195047       0.877853E-001  0.153270       0.111972                 NaN            NaN            NaN
  1306.75        500.000                 NaN   99.4539       0.194898       0.874845E-001  0.152518       0.111217                 NaN            NaN            NaN
  1305.77        500.000                 NaN   99.4586       0.192577       0.882991E-001  0.150910       0.109584                 NaN            NaN            NaN
  1304.79        500.000                 NaN   99.4607       0.192740       0.844779E-001  0.150765       0.111344                 NaN            NaN            NaN
  1303.81        500.000                 NaN   99.4631       0.104729       0.186284       0.148130       0.977982E-001            NaN            NaN            NaN
  1302.83        500.000                 NaN   99.4685       0.193145       0.718192E-001  0.149025       0.117517                 NaN            NaN            NaN
  1301.85        500.000                 NaN   99.4717       0.187831       0.873684E-001  0.146798       0.106308                 NaN            NaN            NaN
  1300.87        500.000                 NaN   99.2723       0.258271       0.121229       0.202051       0.146107                 NaN            NaN            NaN
  1299.89        500.000                 NaN   99.6802       0.113731       0.536031E-001  0.885783E-001  0.639297E-001            NaN            NaN            NaN
  1298.91        500.000                 NaN   99.7155       0.181969E-001  0.157386       0.973499E-001  0.115661E-001            NaN            NaN            NaN
  1297.93        500.000                 NaN   99.2475       0.350244       0.138681E-001  0.190546       0.197804                 NaN            NaN            NaN
  1296.95        500.000                 NaN   99.4845       0.181811       0.884947E-001  0.142780       0.102372                 NaN            NaN            NaN
  1295.97        500.000                 NaN   99.4906       0.896759E-001  0.180137       0.140305       0.992374E-001            NaN            NaN            NaN
  1294.99        500.000                 NaN   99.4914       0.883468E-001  0.179592       0.140401       0.100237                 NaN            NaN            NaN
  1294.01        500.000                 NaN   99.4935       0.892619E-001  0.178254       0.139820       0.992088E-001            NaN            NaN            NaN
  1293.03        500.000                 NaN   99.4974       0.893584E-001  0.177712       0.138093       0.974239E-001            NaN            NaN            NaN
  1292.05        500.000                 NaN   99.4997       0.900127E-001  0.176080       0.137644       0.965591E-001            NaN            NaN            NaN
  1291.07        500.000                 NaN   99.5034       0.175156       0.884627E-001  0.136480       0.965013E-001            NaN            NaN            NaN
  1290.09        500.000                 NaN   99.4950       0.140117       0.157210       0.136333       0.713020E-001            NaN            NaN            NaN
  1289.11        500.000                 NaN   99.5194       0.188334       0.407956E-001  0.134187       0.117308                 NaN            NaN            NaN
  1288.13        500.000                 NaN   99.5105       0.171068       0.920532E-001  0.134046       0.923555E-001            NaN            NaN            NaN
  1287.15        500.000                 NaN   99.5131       0.169762       0.928164E-001  0.133161       0.911303E-001            NaN            NaN            NaN
  1286.17        500.000                 NaN   99.5160       0.931320E-001  0.168548       0.132257       0.900914E-001            NaN            NaN            NaN
  1285.19        500.000                 NaN   99.5168       0.958893E-001  0.167294       0.131851       0.881306E-001            NaN            NaN            NaN
  1284.21        500.000                 NaN   99.5211       0.946224E-001  0.166136       0.130380       0.877137E-001            NaN            NaN            NaN
  1283.23        500.000                 NaN   99.5234       0.956168E-001  0.164700       0.129802       0.864936E-001            NaN            NaN            NaN
  1282.25        500.000                 NaN   99.5257       0.163943       0.960569E-001  0.128941       0.853235E-001            NaN            NaN            NaN
  1281.27        500.000                 NaN   99.5282       0.162281       0.975142E-001  0.128140       0.838741E-001            NaN            NaN            NaN
  1280.29        500.000                 NaN   99.5304       0.984223E-001  0.161108       0.127403       0.826627E-001            NaN            NaN            NaN
  1279.31        500.000                 NaN   99.5324       0.100247       0.159654       0.126673       0.810742E-001            NaN            NaN            NaN
  1278.33        500.000                 NaN   99.5351       0.158050       0.100996       0.125865       0.799978E-001            NaN            NaN            NaN
  1277.35        500.000                 NaN   99.5372       0.157174       0.102215       0.125039       0.784121E-001            NaN            NaN            NaN
  1276.37        500.000                 NaN   99.5391       0.103591       0.155852       0.124403       0.770846E-001            NaN            NaN            NaN
  1275.39        500.000                 NaN   99.5417       0.154293       0.104615       0.123557       0.757928E-001            NaN            NaN            NaN
  1274.41        500.000                 NaN   96.2985       0.704475       0.439335       0.471856       0.132351        1.95349                 NaN            NaN
  1273.43        500.000                 NaN   94.2304       0.614925        1.10627       0.693781       0.159549        3.19502                 NaN            NaN
  1272.45        500.000                 NaN   94.4291        1.08215       0.593427       0.672337       0.150537        3.07244                 NaN            NaN
  1271.47        500.000                 NaN   94.6192        1.05450       0.573857       0.651809       0.143937        2.95666                 NaN            NaN
  1270.49        500.000                 NaN   94.8039        1.03574       0.551461       0.631680       0.134166        2.84307                 NaN            NaN
  1269.51        500.000                 NaN   94.9661       0.533036        1.01635       0.614134       0.126858        2.74352                 NaN            NaN
  1268.53        500.000                 NaN   95.1213        1.00038       0.513722       0.597329       0.119196        2.64810                 NaN            NaN
  1267.55        500.000       0.219924        93.8673        1.14684       0.733586       0.740752                 NaN   3.29157                 NaN            NaN
  1266.57        500.000       0.469692        92.5526        1.03233        1.07109       0.897926                 NaN   3.97634                 NaN            NaN
  1265.59        500.000       0.443983        92.9910       0.967401        1.01708       0.848015                 NaN   3.73252                 NaN            NaN
  1264.61        500.000       0.417454        93.4184       0.908651       0.959356       0.799168       0.218707E-005   3.49701                 NaN            NaN
  1263.63        500.000       0.392327        93.8078       0.904948       0.856883       0.754537       0.149127E-005   3.28353                 NaN            NaN
  1262.65        500.000       0.369816        94.1603       0.856076       0.809333       0.713987                 NaN   3.09044                 NaN            NaN
  1261.67        500.000       0.351098        94.4496       0.815022       0.769811       0.680779                 NaN   2.93374                 NaN            NaN
  1260.69        500.000       0.328359        94.8082       0.761901       0.724108       0.638697                 NaN   2.73873                 NaN            NaN
  1259.71        500.000       0.313497        95.0339       0.729889       0.693642       0.612867                 NaN   2.61620                 NaN            NaN
  1258.73        500.000       0.298227        95.2774       0.694794       0.659619       0.584331                 NaN   2.48567                 NaN            NaN
  1257.75        500.000       0.284379        95.4897       0.663889       0.631802       0.559618                 NaN   2.37065                 NaN            NaN
  1256.77        500.000       0.271805        95.6932       0.634598       0.603249       0.535582                 NaN   2.26155                 NaN            NaN
  1255.79        500.000       0.260579        95.8722       0.578271       0.608922       0.514533                 NaN   2.16551                 NaN            NaN
  1254.81        500.000       0.250084        96.0410       0.584641       0.554080       0.494532                 NaN   2.07568                 NaN            NaN
  1253.83        500.000       0.240558        96.1977       0.562173       0.531362       0.475885                 NaN   1.99230                 NaN            NaN
  1252.85        500.000       0.231624        96.3413       0.542134       0.510397       0.458754                 NaN   1.91575                 NaN            NaN
  1251.87        500.000       0.223294        96.4737       0.491942       0.522689       0.442875                 NaN   1.84549                 NaN            NaN
  1250.89        500.000       0.215756        96.5981       0.505536       0.472832       0.427914                 NaN   1.77987                 NaN            NaN
  1249.91        500.000       0.514334        97.1213                 NaN            NaN  0.353211                 NaN   2.01113                 NaN            NaN
  1248.93        500.000                 NaN   96.0695        1.12960       0.767159       0.503352                 NaN   1.53040                 NaN            NaN
  1247.95        500.000       0.911749E-001   97.2661       0.311965       0.552925       0.346956                 NaN   1.43084                 NaN            NaN
  1246.97        500.000       0.189791        97.0262       0.408287       0.444641       0.375889                 NaN   1.55523                 NaN            NaN
  1245.99        500.000       0.184333        97.1173       0.432376       0.393458       0.364663                 NaN   1.50787                 NaN            NaN
  1245.01        500.000       0.964965E-001   97.1524       0.380756       0.471356       0.358454                 NaN   1.49281       0.477003E-001            NaN
  1244.03        500.000       0.132005        97.2011       0.398582       0.418030       0.353208                 NaN   1.46541       0.316805E-001            NaN
  1243.05        500.000       0.117603E-001   97.3143       0.307468       0.538659       0.337463                 NaN   1.40880       0.815270E-001            NaN
  1242.07        500.000       0.685370E-001   97.3677       0.337854       0.460939       0.331784                 NaN   1.37910       0.540883E-001            NaN
  1241.09        500.000       0.650760E-001   97.4370       0.326832       0.452457       0.323369                 NaN   1.34219       0.530571E-001            NaN
  1240.11        500.000       0.615272E-001   97.5006       0.445213       0.316299       0.315418                 NaN   1.30884       0.521476E-001            NaN
  1239.13        500.000       0.582487E-001   97.5641       0.438037       0.305702       0.307626                 NaN   1.27502       0.512345E-001            NaN
  1238.15        500.000       0.543576E-001   97.6219       0.295712       0.432310       0.300358                 NaN   1.24471       0.506107E-001            NaN
  1237.17        500.000       0.513272E-001   97.6785       0.426300       0.285935       0.293239                 NaN   1.21492       0.498315E-001            NaN
  1236.19        500.000       0.487471E-001   97.7338       0.276941       0.419615       0.286433                 NaN   1.18569       0.487638E-001            NaN
  1235.21        500.000       0.448673E-001   97.7839       0.267530       0.415498       0.279986                 NaN   1.15971       0.484822E-001            NaN
  1234.23        500.000       0.424350E-001   97.8356       0.258796       0.409494       0.273486                 NaN   1.13260       0.475803E-001            NaN
  1233.25        500.000       0.381209E-001   97.8826       0.249048       0.407635       0.267515                 NaN   1.10759       0.474668E-001            NaN
  1232.27        500.000       0.352412E-001   97.9284       0.240845       0.403164       0.261660                 NaN   1.08371       0.469575E-001            NaN
  1231.29        500.000       0.322422E-001   97.9731       0.231744       0.399857       0.255871                 NaN   1.06076       0.464028E-001            NaN
  1230.31        500.000       0.286579E-001   98.0153       0.223727       0.397227       0.250560                 NaN   1.03829       0.462344E-001            NaN
  1229.33        500.000       0.255872E-001   98.0563       0.215385       0.394711       0.245239                 NaN   1.01696       0.458433E-001            NaN
  1228.35        500.000       0.218422E-001   98.0954       0.206298       0.394081       0.240280                 NaN  0.996263       0.458401E-001            NaN
  1227.37        500.000       0.189502E-001   98.1339       0.198531       0.391538       0.235153                 NaN  0.976494       0.454714E-001            NaN
  1226.39        500.000       0.143593E-001   98.1692       0.392742       0.189174       0.230635                 NaN  0.957953       0.459662E-001            NaN
  1225.41        500.000       0.116159E-001   98.2056       0.182128       0.390677       0.225977                 NaN  0.938593       0.454587E-001            NaN
  1224.43        500.000       0.773118E-002   98.2392       0.173005       0.391690       0.221508                 NaN  0.921135       0.456994E-001            NaN
  1223.45        500.000       0.383892E-002   98.2705       0.165971       0.391332       0.217209                 NaN  0.905046       0.460905E-001            NaN
  1222.47        500.000       0.868343E-003   98.3035       0.392467       0.157117       0.212997                 NaN  0.887288       0.457567E-001            NaN
  1221.49        500.000       0.158323        97.6111       0.690108                 NaN  0.290237                 NaN   1.22780       0.224772E-001            NaN
  1220.51        500.000       0.202074        98.0968       0.382197       0.816157E-005  0.210563                 NaN   1.10837                 NaN            NaN
  1219.53        500.000                 NaN   97.6930       0.806982E-001  0.628497       0.346765                 NaN   1.25101                 NaN            NaN
  1218.55        500.000                 NaN   99.8325       0.156440                 NaN            NaN            NaN  0.592929E-002  0.513624E-002            NaN
  1217.57        500.000                 NaN   98.7833       0.366985                 NaN  0.138608                 NaN  0.646544       0.645907E-001            NaN
  1216.59        500.000                 NaN   97.8031       0.341948       0.235898       0.261939                 NaN   1.31920       0.379585E-001            NaN
  1215.61        500.000       0.623115E-001   99.4458       0.145817       0.972726E-001  0.629969E-001            NaN  0.185780                 NaN            NaN
  1214.63        500.000                 NaN   96.7219       0.358143       0.466291       0.424127                 NaN   1.94296       0.866146E-001            NaN
  1213.65        500.000       0.156812        99.6106                 NaN            NaN  0.853323E-001  0.574466E-001  0.898408E-001            NaN            NaN
  1212.67        500.000       0.569509E-001   99.2694       0.213134                 NaN  0.750040E-001            NaN  0.374903       0.106453E-001            NaN
  1211.69        500.000       0.370603        92.7772        1.61893                 NaN  0.881147       0.554655        3.79747                 NaN            NaN
  1210.71        500.000                 NaN   99.9541       0.459130E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1209.73        500.000                 NaN   99.8360       0.851799E-001            NaN            NaN            NaN  0.787860E-001            NaN            NaN
  1208.75        500.000                 NaN   96.5531       0.340523       0.327315       0.495745                 NaN   2.21144       0.718936E-001            NaN
  1207.77        500.000                 NaN   99.7698       0.826148E-001  0.174741E-002  0.272977E-001            NaN  0.111351       0.719370E-002            NaN
  1206.79        500.000                 NaN   98.8403       0.737203                 NaN  0.541430E-001            NaN  0.355354       0.129660E-001            NaN
  1205.81        500.000                 NaN   99.1434                 NaN            NaN  0.298715E-001            NaN  0.764156       0.626027E-001            NaN
  1204.83        500.000                 NaN   99.8926                 NaN            NaN  0.325866E-002            NaN  0.100856       0.327926E-002            NaN
  1203.85        500.000                 NaN   99.9417                 NaN            NaN  0.479152E-003            NaN  0.509638E-001  0.688721E-002            NaN
  1202.87        500.000                 NaN   97.5626       0.654456       0.442579       0.353745                 NaN  0.966715       0.199490E-001            NaN
  1201.89        500.000                 NaN   99.5840       0.712432E-001            NaN  0.297531E-001  0.463827E-001  0.264803       0.384432E-002            NaN
  1200.91        500.000                 NaN   99.5982       0.108598       0.125910E-001  0.348329E-001            NaN  0.242779       0.296836E-002            NaN
  1199.93        500.000                 NaN   99.5220       0.195470                 NaN  0.931543E-001            NaN  0.172024       0.173122E-001            NaN
  1198.95        500.000                 NaN   99.8226       0.977663E-001            NaN  0.159712E-001            NaN  0.624806E-001  0.118801E-002            NaN
  1197.97        500.000                 NaN   99.5421       0.437262E-001  0.565488E-001  0.554079E-001            NaN  0.291310       0.108703E-001            NaN
  1196.99        500.000                 NaN   96.2303        1.21830       0.277791E-001  0.458689                 NaN   1.99643       0.685292E-001            NaN
  1196.01        500.000                 NaN   99.6309       0.102767                 NaN  0.476372E-001            NaN  0.209188       0.949678E-002            NaN
  1195.02        500.000                 NaN   99.9152                 NaN            NaN  0.493566E-002            NaN  0.798171E-001            NaN            NaN
  1194.04        500.000                 NaN   99.9557       0.604189E-002            NaN            NaN            NaN  0.693248E-002            NaN  0.313349E-001
  1193.06        500.000                 NaN   99.8442       0.166916E-001            NaN            NaN            NaN  0.391547E-001  0.196249E-002  0.979473E-001
  1192.08        500.000                 NaN   99.4008       0.179591                 NaN  0.797730E-001            NaN  0.273765       0.473508E-002  0.613349E-001
  1191.10        500.000                 NaN   95.2901       0.864302       0.293189       0.483809                 NaN   2.28379       0.725304E-001  0.712265     
  1190.12        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.14        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1188.16        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1187.18        500.000                 NaN   79.9327       0.672870        2.25724        1.64148                 NaN   7.83176       0.138760        7.52521     
  1186.20        500.000                 NaN   82.3052        1.90074       0.583061        1.41577                 NaN   7.01530       0.118482        6.66145     
  1185.22        500.000                 NaN   99.9997       0.243764E-004            NaN  0.237184E-004  0.127960E-004  0.127114E-003  0.275744E-005  0.120374E-003
  1184.24        500.000                 NaN            NaN   7.07748                 NaN   7.46281        3.98630        41.3876       0.891176        39.1946     
  1183.26        500.000                 NaN            NaN   7.04927                 NaN   7.46221        4.00514        41.3910       0.892475        39.2000     
  1182.28        500.000                 NaN            NaN   7.03119                 NaN   7.46260        4.01754        41.3917       0.893238        39.2037     
  1181.30        500.000                 NaN            NaN   6.99907                 NaN   7.46204        4.03874        41.3950       0.894950        39.2102     
  1180.32        500.000                 NaN            NaN   6.98106                 NaN   7.46184        4.05075        41.3975       0.895633        39.2133     
  1179.34        500.000                 NaN            NaN   6.95921                 NaN   7.46179        4.06580        41.3986       0.896669        39.2180     
  1178.36        500.000                 NaN            NaN   6.83099                 NaN   7.45608        4.14511        41.4233       0.904413        39.2401     
  1177.38        500.000                 NaN            NaN   6.90127                 NaN   7.46077        4.10322        41.4053       0.900190        39.2292     
  1176.40        500.000                 NaN            NaN   6.87874                 NaN   7.46080        4.11986        41.4066       0.900145        39.2338     
  1175.42        500.000                 NaN            NaN   6.87779                 NaN   7.46141        4.12060        41.4054       0.900424        39.2343     
  1174.44        500.000                 NaN            NaN   6.86003                 NaN   7.46145        4.13256        41.4067       0.901253        39.2380     
  1173.46        500.000                 NaN            NaN   6.84396                 NaN   7.46156        4.14359        41.4077       0.901912        39.2413     
  1172.48        500.000                 NaN            NaN   6.82408                 NaN   7.46151        4.15683        41.4092       0.902913        39.2454     
  1171.50        500.000                 NaN            NaN   6.80690                 NaN   7.46157        4.16856        41.4104       0.903631        39.2490     
  1170.52        500.000                 NaN            NaN   6.79307                 NaN   7.46187        4.17797        41.4108       0.904264        39.2521     
  1169.54        500.000                 NaN            NaN   6.77168                 NaN   7.46142        4.19234        41.4134       0.905192        39.2559     
  1168.56        500.000                 NaN            NaN   6.75924                 NaN   7.46167        4.20104        41.4137       0.905657        39.2587     
  1167.58        500.000                 NaN            NaN   6.74027                 NaN   7.46163        4.21371        41.4153       0.906585        39.2625     
  1166.60        500.000                 NaN            NaN   6.72813                 NaN   7.46240        4.22287        41.4140       0.906990        39.2657     
  1165.62        500.000                 NaN            NaN   6.71801                 NaN   7.46273        4.22926        41.4143       0.907571        39.2681     
  1164.64        500.000                 NaN            NaN   6.69846                 NaN   7.46263        4.24305        41.4157       0.908294        39.2719     
  1163.66        500.000                 NaN            NaN   6.68409                 NaN   7.46276        4.25284        41.4165       0.908923        39.2749     
  1162.68        500.000                 NaN            NaN   6.67004                 NaN   7.46290        4.26242        41.4172       0.909533        39.2779     
  1161.70        500.000                 NaN            NaN   6.65619                 NaN   7.46304        4.27188        41.4179       0.910135        39.2808     
  1160.72        500.000                 NaN            NaN   6.64261                 NaN   7.46322        4.28114        41.4186       0.910724        39.2837     
  1159.74        500.000                 NaN            NaN   6.62930                 NaN   7.46330        4.29024        41.4193       0.911299        39.2866     
  1158.76        500.000                 NaN            NaN   6.60458                 NaN   7.46585        4.30490        41.4220       0.912735        39.2900     
  1157.78        500.000                 NaN            NaN   6.59821                 NaN   7.46287        4.31050        41.4232       0.912758        39.2925     
  1156.80        500.000                 NaN            NaN   6.58947                 NaN   7.46310        4.31663        41.4234       0.913061        39.2943     
  1155.82        500.000                 NaN            NaN   6.57693                 NaN   7.46328        4.32525        41.4240       0.913586        39.2970     
  1154.84        500.000                 NaN            NaN   6.56332                 NaN   7.46335        4.33443        41.4249       0.914200        39.2998     
  1153.86        500.000                 NaN            NaN   6.55127                 NaN   7.46354        4.34270        41.4254       0.914708        39.3024     
  1152.88        500.000                 NaN            NaN   6.53949                 NaN   7.46375        4.35080        41.4258       0.915200        39.3050     
