|6.6.6
Archiving\03_Data\Deqfrac/QFM/K22/K22_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1621.79        2500.00       0.152086E-001   99.0723       0.820556       0.919272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.23        2500.00                 NaN   98.9715        1.02849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.67        2500.00                 NaN   98.9696       0.986175       0.441885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.11        2500.00                 NaN   98.9676       0.926600       0.105803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.56        2500.00                 NaN   98.9597       0.931482       0.108785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.00        2500.00                 NaN   99.0141       0.884763       0.101112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.44        2500.00                 NaN   98.9943       0.900996       0.104716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.88        2500.00                 NaN   99.0219       0.878249       0.998538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.32        2500.00                 NaN   98.9686       0.925309       0.106124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.76        2500.00                 NaN   99.0877       0.820048       0.922502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.21        2500.00                 NaN   99.0270       0.876775       0.962539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.65        2500.00                 NaN   99.0642       0.839991       0.957604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1603.09        2500.00                 NaN   99.0603       0.846664       0.930575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.53        2500.00                 NaN   99.0694       0.838790       0.918452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.97        2500.00                 NaN   99.0782       0.830883       0.908858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.41        2500.00                 NaN   98.9304       0.961425       0.108177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.86        2500.00                 NaN   99.2148       0.710009       0.752231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.30        2500.00                 NaN   99.1436       0.773592       0.828488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.74        2500.00                 NaN   99.1156       0.798765       0.856587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.18        2500.00                 NaN   99.1212       0.794517       0.842820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.62        2500.00                 NaN   99.1255       0.790759       0.837497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1589.06        2500.00                 NaN   99.1409       0.778178       0.809634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.51        2500.00                 NaN   99.1447       0.775427       0.798762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        2500.00                 NaN   99.1522       0.767800       0.799694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.39        2500.00                 NaN   99.1613       0.761395       0.773347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.83        2500.00                 NaN   99.1665       0.757467       0.760408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.27        2500.00                 NaN   99.1756       0.749300       0.751064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        2500.00                 NaN   99.1810       0.745238       0.738013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.16        2500.00                 NaN   99.1898       0.737237       0.730031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.60        2500.00                 NaN   99.6970       0.275760       0.272757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.04        2500.00                 NaN   98.7004        1.18491       0.114659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.48        2500.00                 NaN   99.2135       0.717930       0.685290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.92        2500.00                 NaN   99.2162       0.714839       0.689112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.36        2500.00                 NaN   99.2228       0.709991       0.671714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.81        2500.00                 NaN   99.2309       0.702361       0.667049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.25        2500.00                 NaN   98.4616        1.40570       0.132745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.69        2500.00                 NaN   99.9950       0.501482E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.13        2500.00                 NaN   99.2771       0.663164       0.597115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.57        2500.00                 NaN   99.2528       0.685781       0.613996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.01        2500.00                 NaN   99.2600       0.680011       0.599625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.46        2500.00                 NaN   99.2641       0.677065       0.587866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.90        2500.00                 NaN   99.2714       0.650891       0.776625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.34        2500.00                 NaN   99.2694       0.697659       0.329196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.78        2500.00                 NaN   99.2882       0.652877       0.589497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.22        2500.00                 NaN   99.2886       0.656535       0.548231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.66        2500.00                 NaN   99.2908       0.654917       0.542939E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.10        2500.00                 NaN   99.2991       0.648736       0.521808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.55        2500.00                 NaN   98.7559        1.16082       0.832535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.99        2500.00                 NaN   99.7755       0.209753       0.147143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.43        2500.00                 NaN   99.3879       0.569030       0.430795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.87        2500.00                 NaN   99.3171       0.634814       0.481113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.31        2500.00                 NaN   99.3231       0.629690       0.472587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.75        2500.00                 NaN   99.3195       0.634518       0.459823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.20        2500.00                 NaN   99.3374       0.618249       0.443879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.64        2500.00                 NaN   99.3334       0.621348       0.452852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        2500.00                 NaN   99.3399       0.619423       0.406661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.52        2500.00                 NaN   99.1616       0.785841       0.525841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.96        2500.00                 NaN   99.7424       0.240788       0.167697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.40        2500.00                 NaN   99.2187       0.731776       0.495080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.85        2500.00                 NaN   99.2771       0.677225       0.456836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.29        2500.00                 NaN   99.1537       0.797028       0.492329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.73        2500.00                 NaN   99.5716       0.403332       0.250221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.17        2500.00                 NaN   99.3686       0.504818       0.126618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.61        2500.00                 NaN   99.3721       0.627921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.05        2500.00                 NaN   99.1034       0.893143       0.348690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.50        2500.00                 NaN   99.7934       0.198334       0.828920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.94        2500.00                 NaN   99.2379       0.727179       0.348780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.38        2500.00                 NaN   99.3863       0.583439       0.302232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.82        2500.00                 NaN   99.3867       0.583502       0.297763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.26        2500.00                 NaN   99.3893       0.583033       0.276586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.70        2500.00                 NaN   99.3928       0.579767       0.274758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.15        2500.00                 NaN   99.3896       0.583884       0.265086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.59        2500.00                 NaN   99.4063       0.567805       0.258727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.03        2500.00                 NaN   99.4012       0.575318       0.234737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.47        2500.00                 NaN   99.3879       0.572591       0.234766E-001  0.160257E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1504.91        2500.00                 NaN   98.7659       0.359553       0.804404E-001  0.794088                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.35        2500.00                 NaN   98.7492       0.344100       0.827724E-001  0.823891                 NaN            NaN            NaN            NaN            NaN            NaN
