|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4/K22/K22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1566.53        2500.00        99.4135       0.543079       0.434296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.95        2500.00        99.3701       0.584103       0.458450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.36        2500.00        99.3807       0.574342       0.449923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.78        2500.00        99.3824       0.573618       0.439859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        2500.00        99.3889       0.567604       0.435152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.62        2500.00        99.3935       0.563718       0.427608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.03        2500.00        99.3977       0.560999       0.413010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.45        2500.00        99.4004       0.559715       0.399137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        2500.00        99.4088       0.550795       0.404371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.29        2500.00        99.4077       0.554889       0.374060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.70        2500.00        99.4167       0.545587       0.377137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.12        2500.00        99.2323       0.721911       0.458372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        2500.00        99.6117       0.363916       0.244256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.96        2500.00        99.9934                 NaN  0.662720E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        2500.00        98.8658        1.07378       0.604115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.79        2500.00        99.4328       0.534817       0.324255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.21        2500.00        99.4484       0.517932       0.336814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.63        2500.00        99.3426       0.607045       0.503312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00        99.5562       0.428195       0.156549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00        99.4540       0.515286       0.307155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00        99.4568       0.514106       0.291031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00        99.4609       0.510581       0.285313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00        99.3758       0.223010       0.960823E-002            NaN  0.391593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00        99.3095                 NaN  0.855392E-002            NaN  0.681915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00        99.3012                 NaN  0.111592E-004            NaN  0.698779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00        99.3021                 NaN            NaN            NaN  0.697913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00        99.3019                 NaN  0.138080E-005            NaN  0.698086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00        99.3018                 NaN            NaN            NaN  0.698234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00        99.2989                 NaN            NaN            NaN  0.701084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00        99.2973                 NaN            NaN            NaN  0.702746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00        99.2938                 NaN            NaN            NaN  0.706233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00        99.2923                 NaN            NaN            NaN  0.707711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00        99.2853                 NaN            NaN            NaN  0.714692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00        99.2771                 NaN            NaN            NaN  0.722929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00        99.2802                 NaN            NaN            NaN  0.719766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00        98.4991       0.164876                 NaN            NaN  0.655725       0.680302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00        99.6659                 NaN            NaN            NaN  0.128542       0.205587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00        98.6833                 NaN            NaN            NaN  0.507009       0.809668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00        98.8885                 NaN            NaN            NaN  0.428762       0.682705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00        98.9016                 NaN            NaN            NaN  0.422883       0.675511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00        98.9136                 NaN            NaN            NaN  0.667730       0.418627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00        98.9221                 NaN            NaN            NaN  0.414834       0.663087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00        98.9411                 NaN            NaN            NaN  0.651412       0.407503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00        98.9463                 NaN            NaN            NaN  0.649290       0.404445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00        98.9598                 NaN            NaN            NaN  0.398962       0.641193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00        98.9685                 NaN            NaN            NaN  0.635939       0.395582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.9794                 NaN            NaN            NaN  0.390838       0.629759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00        98.9901                 NaN            NaN            NaN  0.387416       0.622448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00        99.0003                 NaN            NaN            NaN  0.382977       0.616746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00        99.0106                 NaN            NaN            NaN  0.378248       0.611140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00        99.0205                 NaN  0.887163E-004            NaN  0.374568       0.604801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00        99.0294                 NaN            NaN            NaN  0.600584       0.370001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00        99.0397                 NaN            NaN            NaN  0.594143       0.366197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00        99.0461                 NaN            NaN            NaN  0.363414       0.590531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00        99.0581                 NaN            NaN            NaN  0.359363       0.582527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00        99.0634                 NaN            NaN            NaN  0.580088       0.356546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00        99.0774                 NaN            NaN            NaN  0.571745       0.350903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00        99.0807                 NaN            NaN            NaN  0.348373       0.570963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00        99.0917                 NaN            NaN            NaN  0.343011       0.565275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00        99.0987                 NaN            NaN            NaN  0.560117       0.341216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00        99.1078                 NaN            NaN            NaN  0.556002       0.336215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00        99.1151                 NaN            NaN            NaN  0.551736       0.333126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00        99.1232                 NaN            NaN            NaN  0.546542       0.330302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00        99.1296                 NaN            NaN            NaN  0.543100       0.327303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00        99.1369                 NaN  0.181898E-004            NaN  0.540082       0.322973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00        99.1432                 NaN            NaN            NaN  0.535668       0.321112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00        99.1525                 NaN            NaN            NaN  0.317340       0.530157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00        99.1606                 NaN            NaN            NaN  0.313307       0.526074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00        99.1649                 NaN            NaN            NaN  0.310999       0.524051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00        98.7750                 NaN            NaN            NaN  0.559369       0.472666                 NaN  0.192919                 NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00        97.5134                 NaN  0.335003E-001            NaN  0.681542       0.950500                 NaN  0.821066                 NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00        97.5099                 NaN  0.211303                 NaN  0.698267       0.721319                 NaN  0.859186                 NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00        97.5705                 NaN  0.208879                 NaN  0.705365       0.676078                 NaN  0.839143                 NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00        97.6338                 NaN  0.205952                 NaN  0.687989       0.654235                 NaN  0.818035                 NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00        97.6899                 NaN  0.203440                 NaN  0.633941       0.673199                 NaN  0.799530                 NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00        97.7458                 NaN  0.200773                 NaN  0.659222       0.613223                 NaN  0.780969                 NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00        97.7989                 NaN  0.198949                 NaN  0.645257       0.593726                 NaN  0.763197                 NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00        97.8113                 NaN  0.201259                 NaN  0.580490       0.645306                 NaN  0.761608                 NaN            NaN            NaN            NaN            NaN
  1443.09        2500.00        97.9378                 NaN  0.189088                 NaN  0.606103       0.552427                 NaN  0.714562                 NaN            NaN            NaN            NaN            NaN
  1441.51        2500.00        97.9446                 NaN  0.192237                 NaN  0.542363       0.606147                 NaN  0.714671                 NaN            NaN            NaN            NaN            NaN
  1439.93        2500.00        97.9885                 NaN  0.190530                 NaN  0.594920       0.525932                 NaN  0.700122                 NaN            NaN            NaN            NaN            NaN
  1438.35        2500.00        98.0342                 NaN  0.187993                 NaN  0.510837       0.582456                 NaN  0.684473                 NaN            NaN            NaN            NaN            NaN
  1436.76        2500.00        98.0756                 NaN  0.186365                 NaN  0.571446       0.495907                 NaN  0.670709                 NaN            NaN            NaN            NaN            NaN
  1435.18        2500.00        98.1165                 NaN  0.184430                 NaN  0.560352       0.481655                 NaN  0.657013                 NaN            NaN            NaN            NaN            NaN
  1433.60        2500.00        98.1552                 NaN  0.182679                 NaN  0.550071       0.468020                 NaN  0.644034                 NaN            NaN            NaN            NaN            NaN
  1432.02        2500.00        98.1904                 NaN  0.181662                 NaN  0.455286       0.540247                 NaN  0.632442                 NaN            NaN            NaN            NaN            NaN
  1430.43        2500.00        98.2337                 NaN  0.178391                 NaN  0.441689       0.529128                 NaN  0.617115                 NaN            NaN            NaN            NaN            NaN
  1428.85        2500.00        98.2635                 NaN  0.177689                 NaN  0.520997       0.430021                 NaN  0.607829                 NaN            NaN            NaN            NaN            NaN
  1427.27        2500.00        98.3044                 NaN  0.175345                 NaN  0.510645       0.416322                 NaN  0.593311                 NaN            NaN            NaN            NaN            NaN
  1425.69        2500.00        98.3331                 NaN  0.174230                 NaN  0.502676       0.406121                 NaN  0.583847                 NaN            NaN            NaN            NaN            NaN
  1424.10        2500.00        98.3640                 NaN  0.172974                 NaN  0.495920       0.393771                 NaN  0.573365                 NaN            NaN            NaN            NaN            NaN
  1422.52        2500.00        98.3948                 NaN  0.171387                 NaN  0.384720       0.485905                 NaN  0.563199                 NaN            NaN            NaN            NaN            NaN
  1420.94        2500.00        98.4249                 NaN  0.170826                 NaN  0.477674       0.373511                 NaN  0.553134                 NaN            NaN            NaN            NaN            NaN
  1419.36        2500.00        98.7108                 NaN  0.142668                 NaN  0.392658       0.298713                 NaN  0.455114                 NaN            NaN            NaN            NaN            NaN
  1417.78        2500.00        98.2406                 NaN  0.189544                 NaN  0.536736       0.417477                 NaN  0.615655                 NaN            NaN            NaN            NaN            NaN
  1416.19        2500.00        98.5121                 NaN  0.165295                 NaN  0.454858       0.344681                 NaN  0.523099                 NaN            NaN            NaN            NaN            NaN
  1414.61        2500.00        98.5387                 NaN  0.163575                 NaN  0.336583       0.447311                 NaN  0.513790                 NaN            NaN            NaN            NaN            NaN
  1413.03        2500.00        98.5653                 NaN  0.162413                 NaN  0.327186       0.440439                 NaN  0.504689                 NaN            NaN            NaN            NaN            NaN
  1411.45        2500.00        98.5896                 NaN  0.161056                 NaN  0.433532       0.319311                 NaN  0.496543                 NaN            NaN            NaN            NaN            NaN
  1409.86        2500.00        98.6154                 NaN  0.159523                 NaN  0.426806       0.310806                 NaN  0.487440                 NaN            NaN            NaN            NaN            NaN
  1408.28        2500.00        98.6377                 NaN  0.158366                 NaN  0.302575       0.421712                 NaN  0.479660                 NaN            NaN            NaN            NaN            NaN
  1406.70        2500.00        98.6607                 NaN  0.157372                 NaN  0.414127       0.295515                 NaN  0.472310                 NaN            NaN            NaN            NaN            NaN
  1405.12        2500.00        98.6858                 NaN  0.155152                 NaN  0.288039       0.408244                 NaN  0.462809                 NaN            NaN            NaN            NaN            NaN
  1403.53        2500.00        98.7056                 NaN  0.155414                 NaN  0.402393       0.280032                 NaN  0.456532                 NaN            NaN            NaN            NaN            NaN
  1401.95        2500.00        98.7311                 NaN  0.152060                 NaN  0.274150       0.395728                 NaN  0.446954                 NaN            NaN            NaN            NaN            NaN
  1400.37        2500.00        98.7491                 NaN  0.151463                 NaN  0.267065       0.391276                 NaN  0.441090                 NaN            NaN            NaN            NaN            NaN
  1398.79        2500.00        98.7691                 NaN  0.150355                 NaN  0.260736       0.385656                 NaN  0.434170                 NaN            NaN            NaN            NaN            NaN
  1397.20        2500.00        98.7887                 NaN  0.171415                 NaN  0.390725       0.217074                 NaN  0.432129                 NaN            NaN            NaN            NaN            NaN
  1395.62        2500.00        98.8089                 NaN  0.125381                 NaN  0.364178       0.285692                 NaN  0.415858                 NaN            NaN            NaN            NaN            NaN
  1394.04        2500.00        98.8277                 NaN  0.146294                 NaN  0.370148       0.242211                 NaN  0.413672                 NaN            NaN            NaN            NaN            NaN
  1392.46        2500.00        98.8452                 NaN  0.145011                 NaN  0.365463       0.236896                 NaN  0.407434                 NaN            NaN            NaN            NaN            NaN
  1390.87        2500.00        98.8637                 NaN  0.143951                 NaN  0.231443       0.359876                 NaN  0.400989                 NaN            NaN            NaN            NaN            NaN
  1389.29        2500.00        98.8804                 NaN  0.142744                 NaN  0.355722       0.225827                 NaN  0.395289                 NaN            NaN            NaN            NaN            NaN
  1387.71        2500.00        98.8979                 NaN  0.130593                 NaN  0.239272       0.345658                 NaN  0.386617                 NaN            NaN            NaN            NaN            NaN
  1386.13        2500.00        98.9145                 NaN  0.150260                 NaN  0.351708       0.198430                 NaN  0.385082                 NaN            NaN            NaN            NaN            NaN
  1384.54        2500.00        98.9313                 NaN  0.138496                 NaN  0.341620       0.211544                 NaN  0.377023                 NaN            NaN            NaN            NaN            NaN
  1382.96        2500.00        98.9468                 NaN  0.137259                 NaN  0.337542       0.206918                 NaN  0.371457                 NaN            NaN            NaN            NaN            NaN
  1381.38        2500.00        98.9617                 NaN  0.135961                 NaN  0.333750       0.202502                 NaN  0.366075                 NaN            NaN            NaN            NaN            NaN
  1379.80        2500.00        98.9768                 NaN  0.134701                 NaN  0.329190       0.198492                 NaN  0.360773                 NaN            NaN            NaN            NaN            NaN
  1378.21        2500.00        98.9925                 NaN  0.132924                 NaN  0.194865       0.324727                 NaN  0.355024                 NaN            NaN            NaN            NaN            NaN
  1376.63        2500.00        99.0065                 NaN  0.132011                 NaN  0.190531       0.320853                 NaN  0.350123                 NaN            NaN            NaN            NaN            NaN
  1375.05        2500.00        99.0203                 NaN  0.130291                 NaN  0.317173       0.187284                 NaN  0.344910                 NaN            NaN            NaN            NaN            NaN
  1373.47        2500.00        99.0346                 NaN  0.128911                 NaN  0.312785       0.183811                 NaN  0.339854                 NaN            NaN            NaN            NaN            NaN
  1371.88        2500.00        99.0477                 NaN  0.127631                 NaN  0.179753       0.309864                 NaN  0.335098                 NaN            NaN            NaN            NaN            NaN
  1370.30        2500.00        99.0614                 NaN  0.126100                 NaN  0.305203       0.177179                 NaN  0.330155                 NaN            NaN            NaN            NaN            NaN
  1368.72        2500.00        99.0740                 NaN  0.124719                 NaN  0.301597       0.174063                 NaN  0.325640                 NaN            NaN            NaN            NaN            NaN
  1367.14        2500.00        99.0870                 NaN  0.123105                 NaN  0.297897       0.171281                 NaN  0.320722                 NaN            NaN            NaN            NaN            NaN
  1365.55        2500.00        99.0986                 NaN  0.121821                 NaN  0.168627       0.294361                 NaN  0.316577                 NaN            NaN            NaN            NaN            NaN
  1363.97        2500.00        99.1109                 NaN  0.119985                 NaN  0.291091       0.166173                 NaN  0.311846                 NaN            NaN            NaN            NaN            NaN
  1362.39        2500.00        99.1223                 NaN  0.118649                 NaN  0.287790       0.163586                 NaN  0.307691                 NaN            NaN            NaN            NaN            NaN
  1360.81        2500.00        99.1340                 NaN  0.117349                 NaN  0.284523       0.160668                 NaN  0.303467                 NaN            NaN            NaN            NaN            NaN
  1359.22        2500.00        99.1456                 NaN  0.115506                 NaN  0.159571       0.280300                 NaN  0.299067                 NaN            NaN            NaN            NaN            NaN
  1357.64        2500.00        99.1569                 NaN  0.113822                 NaN  0.157530       0.276940                 NaN  0.294833                 NaN            NaN            NaN            NaN            NaN
  1356.06        2500.00        99.1667                 NaN  0.112277                 NaN  0.156181       0.273641                 NaN  0.291174                 NaN            NaN            NaN            NaN            NaN
  1354.48        2500.00        99.1779                 NaN  0.110642                 NaN  0.270483       0.154025                 NaN  0.286978                 NaN            NaN            NaN            NaN            NaN
  1352.89        2500.00        99.1881                 NaN  0.109107                 NaN  0.266910       0.152772                 NaN  0.283156                 NaN            NaN            NaN            NaN            NaN
  1351.31        2500.00        99.1969                 NaN  0.107140                 NaN  0.263923       0.152303                 NaN  0.279753                 NaN            NaN            NaN            NaN            NaN
  1349.73        2500.00        99.2084                 NaN  0.105723                 NaN  0.260630       0.149916                 NaN  0.275366                 NaN            NaN            NaN            NaN            NaN
  1348.15        2500.00        99.2182                 NaN  0.104033                 NaN  0.257029       0.148987                 NaN  0.271770                 NaN            NaN            NaN            NaN            NaN
  1346.56        2500.00        99.2270                 NaN  0.102534                 NaN  0.254153       0.147745                 NaN  0.268565                 NaN            NaN            NaN            NaN            NaN
  1344.98        2500.00        99.2369                 NaN  0.100311                 NaN  0.147186       0.251241                 NaN  0.264347                 NaN            NaN            NaN            NaN            NaN
  1343.40        2500.00        99.2446                 NaN  0.996317E-001            NaN  0.145371       0.248512                 NaN  0.261910                 NaN            NaN            NaN            NaN            NaN
  1341.82        2500.00        99.2546                 NaN  0.964979E-001            NaN  0.244604       0.146672                 NaN  0.257601                 NaN            NaN            NaN            NaN            NaN
  1340.23        2500.00        99.2641                 NaN  0.953255E-001            NaN  0.144989       0.241402                 NaN  0.254227                 NaN            NaN            NaN            NaN            NaN
  1338.65        2500.00        99.2716                 NaN  0.927208E-001            NaN  0.237726       0.146931                 NaN  0.250999                 NaN            NaN            NaN            NaN            NaN
  1337.07        2500.00        99.2797                 NaN  0.914570E-001            NaN  0.235254       0.145571                 NaN  0.248022                 NaN            NaN            NaN            NaN            NaN
  1335.49        2500.00        99.2876                 NaN  0.902079E-001            NaN  0.232590       0.144499                 NaN  0.245092                 NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00        99.2961                 NaN  0.871558E-001            NaN  0.228520       0.146743                 NaN  0.241433                 NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00        99.3039                 NaN  0.856742E-001            NaN  0.225410       0.146456                 NaN  0.238589                 NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00        99.3112                 NaN  0.837859E-001            NaN  0.222512       0.146868                 NaN  0.235633                 NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00        99.3174                 NaN  0.818734E-001            NaN  0.220605       0.146809                 NaN  0.233343                 NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00        99.3151                 NaN  0.826987E-001            NaN  0.215051       0.151545                 NaN  0.235624                 NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00        99.3444                 NaN  0.733245E-001            NaN  0.207085       0.154096                 NaN  0.221122                 NaN            NaN            NaN            NaN            NaN
