|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1556.39        500.000        98.9215                 NaN            NaN            NaN  0.552866E-002            NaN   1.07297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9404                 NaN            NaN            NaN  0.353077E-001            NaN   1.02425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9459                 NaN            NaN            NaN  0.368955E-001            NaN   1.01721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9742                 NaN            NaN            NaN  0.175315E-005            NaN   1.02584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7220                 NaN            NaN            NaN  0.320057                 NaN  0.957954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3250                 NaN            NaN            NaN            NaN            NaN  0.675012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0105                 NaN            NaN            NaN            NaN            NaN  0.989460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0210                 NaN            NaN            NaN            NaN            NaN  0.979000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0393                 NaN            NaN            NaN            NaN            NaN  0.960685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0523                 NaN            NaN            NaN            NaN            NaN  0.947692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0585                 NaN            NaN            NaN            NaN            NaN  0.941493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0745                 NaN            NaN            NaN            NaN            NaN  0.925469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0847                 NaN            NaN            NaN            NaN            NaN  0.915337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0999                 NaN            NaN            NaN            NaN            NaN  0.900118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1108                 NaN            NaN            NaN            NaN            NaN  0.889177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1216                 NaN            NaN            NaN            NaN            NaN  0.878386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1289                 NaN            NaN            NaN            NaN            NaN  0.871148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1421                 NaN            NaN            NaN            NaN            NaN  0.857903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1523                 NaN            NaN            NaN            NaN            NaN  0.847720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0862                 NaN            NaN            NaN            NaN            NaN  0.472015       0.441767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9966                 NaN            NaN            NaN            NaN            NaN  0.108926E-001  0.992532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0208                 NaN            NaN            NaN            NaN            NaN  0.595112E-001  0.919683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9873                 NaN            NaN            NaN            NaN            NaN            NaN   1.01268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0227                 NaN            NaN            NaN            NaN            NaN  0.408620E-001  0.936457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0323                 NaN            NaN            NaN            NaN            NaN  0.157522       0.810167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0275                 NaN            NaN            NaN            NaN            NaN  0.360294E-001  0.936466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0267                 NaN            NaN            NaN            NaN            NaN            NaN  0.973283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0336                 NaN            NaN            NaN            NaN            NaN            NaN  0.966427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0315                 NaN            NaN            NaN            NaN            NaN            NaN  0.968477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0327                 NaN            NaN            NaN            NaN            NaN            NaN  0.967264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0318                 NaN            NaN            NaN            NaN            NaN            NaN  0.968232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0257                 NaN            NaN            NaN            NaN            NaN            NaN  0.974262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.8670                 NaN            NaN            NaN            NaN            NaN            NaN   1.13298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1243                 NaN            NaN            NaN            NaN            NaN            NaN  0.480992E-001  0.827617                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.4126                 NaN            NaN            NaN            NaN            NaN            NaN  0.591422       0.995976                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.4448                 NaN            NaN            NaN            NaN            NaN            NaN  0.974301       0.580865                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.4710                 NaN            NaN            NaN            NaN            NaN            NaN  0.960954       0.568091                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.5037                 NaN            NaN            NaN            NaN            NaN            NaN  0.941273       0.555015                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.5292                 NaN            NaN            NaN            NaN            NaN            NaN  0.926678       0.544129                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.5563                 NaN            NaN            NaN            NaN            NaN            NaN  0.912364       0.531359                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.5830                 NaN            NaN            NaN            NaN            NaN            NaN  0.521271       0.895779                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.6078                 NaN            NaN            NaN            NaN            NaN            NaN  0.879873       0.512348                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.6331                 NaN            NaN            NaN            NaN            NaN            NaN  0.501092       0.865771                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.6576                 NaN            NaN            NaN            NaN            NaN            NaN  0.490223       0.852215                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6790                 NaN            NaN            NaN            NaN            NaN            NaN  0.481357       0.839640                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.7029                 NaN            NaN            NaN            NaN            NaN            NaN  0.826338       0.470779                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.7224                 NaN            NaN            NaN            NaN            NaN            NaN  0.461910       0.815721                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.7467                 NaN            NaN            NaN            NaN            NaN            NaN  0.800462       0.452884                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        95.8884                 NaN            NaN            NaN            NaN            NaN            NaN   1.60742        1.17191                 NaN            NaN   1.33224                 NaN            NaN            NaN
  1433.58        500.000        95.9558                 NaN            NaN            NaN            NaN            NaN            NaN   1.13696        1.57971                 NaN            NaN   1.32754                 NaN            NaN            NaN
  1431.08        500.000        96.1243                 NaN            NaN            NaN            NaN            NaN            NaN   1.09044        1.51119                 NaN            NaN   1.27410                 NaN            NaN            NaN
  1428.57        500.000        96.2854                 NaN            NaN            NaN            NaN            NaN            NaN   1.04578        1.44572                 NaN            NaN   1.22306                 NaN            NaN            NaN
  1426.07        500.000        96.4323                 NaN            NaN            NaN            NaN            NaN            NaN   1.00514        1.38620                 NaN            NaN   1.17634                 NaN            NaN            NaN
  1423.56        500.000        96.5714                 NaN            NaN            NaN            NaN            NaN            NaN   1.32945       0.967317                 NaN            NaN   1.13185                 NaN            NaN            NaN
  1421.05        500.000        96.7003                 NaN            NaN            NaN            NaN            NaN            NaN  0.930996        1.27806                 NaN            NaN   1.09068                 NaN            NaN            NaN
  1418.55        500.000        96.8213                 NaN            NaN            NaN            NaN            NaN            NaN  0.896683        1.23015                 NaN            NaN   1.05189                 NaN            NaN            NaN
  1416.04        500.000        96.9370                 NaN            NaN            NaN            NaN            NaN            NaN  0.864996        1.18341                 NaN            NaN   1.01462                 NaN            NaN            NaN
  1413.53        500.000        97.0441                 NaN            NaN            NaN            NaN            NaN            NaN   1.14035       0.835532                 NaN            NaN  0.980065                 NaN            NaN            NaN
  1411.03        500.000        97.1465                 NaN            NaN            NaN            NaN            NaN            NaN  0.806531        1.09997                 NaN            NaN  0.946960                 NaN            NaN            NaN
  1408.52        500.000        97.2433                 NaN            NaN            NaN            NaN            NaN            NaN   1.06301       0.778068                 NaN            NaN  0.915588                 NaN            NaN            NaN
  1406.02        500.000        97.3342                 NaN            NaN            NaN            NaN            NaN            NaN  0.753354        1.02634                 NaN            NaN  0.886096                 NaN            NaN            NaN
  1403.51        500.000        97.4206                 NaN            NaN            NaN            NaN            NaN            NaN  0.728473       0.992859                 NaN            NaN  0.858041                 NaN            NaN            NaN
  1401.00        500.000        97.5030                 NaN            NaN            NaN            NaN            NaN            NaN  0.704636       0.961200                 NaN            NaN  0.831117                 NaN            NaN            NaN
  1398.50        500.000        97.5755                 NaN            NaN            NaN            NaN            NaN            NaN  0.932404       0.684888                 NaN            NaN  0.807249                 NaN            NaN            NaN
  1395.99        500.000        97.6575                 NaN            NaN            NaN            NaN            NaN            NaN  0.902480       0.659435                 NaN            NaN  0.780537                 NaN            NaN            NaN
  1393.48        500.000        97.7222                 NaN            NaN            NaN            NaN            NaN            NaN  0.876825       0.642116                 NaN            NaN  0.758836                 NaN            NaN            NaN
  1390.98        500.000        97.7945                 NaN            NaN            NaN            NaN            NaN            NaN  0.620997       0.849207                 NaN            NaN  0.735329                 NaN            NaN            NaN
  1388.47        500.000        97.8562                 NaN            NaN            NaN            NaN            NaN            NaN  0.826148       0.602732                 NaN            NaN  0.714911                 NaN            NaN            NaN
  1385.96        500.000        97.9186                 NaN            NaN            NaN            NaN            NaN            NaN  0.584908       0.802128                 NaN            NaN  0.694395                 NaN            NaN            NaN
  1383.46        500.000        97.9750                 NaN            NaN            NaN            NaN            NaN            NaN  0.568695       0.780871                 NaN            NaN  0.675450                 NaN            NaN            NaN
  1380.95        500.000        98.0322                 NaN            NaN            NaN            NaN            NaN            NaN  0.551726       0.759554                 NaN            NaN  0.656563                 NaN            NaN            NaN
  1378.45        500.000        98.0853                 NaN            NaN            NaN            NaN            NaN            NaN  0.535890       0.740048                 NaN            NaN  0.638781                 NaN            NaN            NaN
  1375.94        500.000        98.1363                 NaN            NaN            NaN            NaN            NaN            NaN  0.721377       0.520625                 NaN            NaN  0.621685                 NaN            NaN            NaN
  1373.43        500.000        98.1851                 NaN            NaN            NaN            NaN            NaN            NaN  0.506433       0.702966                 NaN            NaN  0.605518                 NaN            NaN            NaN
  1370.93        500.000        98.2329                 NaN            NaN            NaN            NaN            NaN            NaN  0.492082       0.685660                 NaN            NaN  0.589403                 NaN            NaN            NaN
  1368.42        500.000        98.2789                 NaN            NaN            NaN            NaN            NaN            NaN  0.668841       0.478022                 NaN            NaN  0.574273                 NaN            NaN            NaN
  1365.91        500.000        98.3209                 NaN            NaN            NaN            NaN            NaN            NaN  0.653896       0.465455                 NaN            NaN  0.559749                 NaN            NaN            NaN
  1363.41        500.000       0.195396        98.1146                 NaN            NaN            NaN            NaN            NaN  0.659021       0.467551                 NaN            NaN  0.563415                 NaN            NaN            NaN
  1360.90        500.000        24.2073        67.7184       0.147993                 NaN            NaN            NaN            NaN   2.67456        2.38940                 NaN            NaN   2.86228                 NaN            NaN            NaN
  1358.40        500.000        36.7015        59.5665       0.740366E-001            NaN            NaN            NaN            NaN   1.08330        1.24580                 NaN            NaN   1.32880                 NaN            NaN            NaN
  1355.89        500.000        43.9960        53.7154       0.443230E-001            NaN            NaN            NaN            NaN  0.756553       0.674660                 NaN            NaN  0.813138                 NaN            NaN            NaN
  1353.38        500.000        48.8106        49.5758       0.301102E-001            NaN            NaN            NaN            NaN  0.485632       0.526455                 NaN            NaN  0.571356                 NaN            NaN            NaN
  1350.88        500.000        52.2299        46.5348       0.219879E-001            NaN            NaN            NaN            NaN  0.380545       0.397311                 NaN            NaN  0.435433                 NaN            NaN            NaN
  1348.37        500.000        54.8209        44.1701       0.170838E-001            NaN            NaN            NaN            NaN  0.317254       0.320677                 NaN            NaN  0.353985                 NaN            NaN            NaN
  1345.86        500.000        56.8277        42.3231       0.135272E-001            NaN            NaN            NaN            NaN  0.265864       0.273577                 NaN            NaN  0.296235                 NaN            NaN            NaN
  1343.36        500.000        64.0069        33.6331       0.403590E-001            NaN            NaN            NaN            NaN  0.663758       0.854639                 NaN            NaN  0.801182                 NaN            NaN            NaN
  1340.85        500.000        98.4845                 NaN  0.247568E-001            NaN            NaN            NaN            NaN  0.551157       0.426419                 NaN            NaN  0.513183                 NaN            NaN            NaN
  1338.35        500.000        98.7197                 NaN  0.160624E-001            NaN            NaN            NaN            NaN  0.402155       0.434749                 NaN            NaN  0.427305                 NaN            NaN            NaN
  1335.84        500.000        99.1399                 NaN  0.950339E-002            NaN            NaN            NaN            NaN  0.261241       0.303582                 NaN            NaN  0.285807                 NaN            NaN            NaN
  1333.33        500.000        99.3723                 NaN  0.618933E-002            NaN            NaN            NaN            NaN  0.226370       0.187230                 NaN            NaN  0.207884                 NaN            NaN            NaN
  1330.83        500.000        99.5073                 NaN  0.428880E-002            NaN            NaN            NaN            NaN  0.144770       0.181062                 NaN            NaN  0.162578                 NaN            NaN            NaN
  1328.32        500.000        99.5912                 NaN  0.311740E-002            NaN            NaN            NaN            NaN  0.152584       0.118680                 NaN            NaN  0.134368                 NaN            NaN            NaN
  1325.81        500.000        99.6487                 NaN  0.230543E-002            NaN            NaN            NaN            NaN  0.100174       0.133647                 NaN            NaN  0.115160                 NaN            NaN            NaN
  1323.31        500.000        99.6893                 NaN  0.173339E-002            NaN            NaN            NaN            NaN  0.875880E-001  0.119813                 NaN            NaN  0.101523                 NaN            NaN            NaN
  1320.80        500.000        99.7191                 NaN  0.130448E-002            NaN            NaN            NaN            NaN  0.782891E-001  0.109765                 NaN            NaN  0.915545E-001            NaN            NaN            NaN
  1318.30        500.000        83.6849        16.0562       0.973945E-003            NaN            NaN            NaN            NaN  0.714528E-001  0.102274                 NaN            NaN  0.841463E-001            NaN            NaN            NaN
  1315.79        500.000        83.9496        15.8105       0.591152E-003            NaN            NaN            NaN            NaN  0.100977       0.598077E-001            NaN            NaN  0.784980E-001            NaN            NaN            NaN
  1313.28        500.000        84.1039        15.6632       0.620616E-003            NaN            NaN            NaN            NaN  0.685904E-001  0.890438E-001            NaN            NaN  0.747400E-001            NaN            NaN            NaN
  1310.78        500.000        84.1975        15.5805       0.323924E-003            NaN            NaN            NaN            NaN  0.602417E-001  0.897050E-001            NaN            NaN  0.717476E-001            NaN            NaN            NaN
  1308.27        500.000        84.2137        15.5695       0.170660E-003            NaN            NaN            NaN            NaN  0.879777E-001  0.587227E-001            NaN            NaN  0.699692E-001            NaN            NaN            NaN
  1305.76        500.000        84.1543        15.6311       0.369263E-004            NaN            NaN            NaN            NaN  0.581628E-001  0.872310E-001            NaN            NaN  0.691727E-001            NaN            NaN            NaN
  1303.26        500.000        84.0166        15.7687                 NaN            NaN            NaN            NaN            NaN  0.583926E-001  0.870304E-001            NaN            NaN  0.693137E-001            NaN            NaN            NaN
  1300.75        500.000        83.7856        15.9948                 NaN            NaN            NaN            NaN            NaN  0.878271E-001  0.609245E-001            NaN            NaN  0.708738E-001            NaN            NaN            NaN
  1298.25        500.000        83.4495        16.3229                 NaN            NaN            NaN            NaN            NaN  0.643308E-001  0.898076E-001            NaN            NaN  0.735396E-001            NaN            NaN            NaN
  1295.74        500.000        99.7587                 NaN            NaN            NaN            NaN            NaN            NaN  0.942416E-001  0.689672E-001            NaN            NaN  0.780442E-001            NaN            NaN            NaN
  1293.23        500.000        99.7391                 NaN            NaN            NaN            NaN            NaN            NaN  0.101067       0.752101E-001            NaN            NaN  0.845835E-001            NaN            NaN            NaN
  1290.73        500.000        99.7066                 NaN            NaN            NaN            NaN            NaN            NaN  0.110331       0.880062E-001            NaN            NaN  0.950602E-001            NaN            NaN            NaN
  1288.22        500.000        99.6596                 NaN            NaN            NaN            NaN            NaN            NaN  0.102591       0.127097                 NaN            NaN  0.110663                 NaN            NaN            NaN
  1285.71        500.000        99.5758                 NaN            NaN            NaN            NaN            NaN            NaN  0.133084       0.153313                 NaN            NaN  0.137774                 NaN            NaN            NaN
  1283.21        500.000        99.4198                 NaN            NaN            NaN            NaN            NaN            NaN  0.184891       0.206665                 NaN            NaN  0.188616                 NaN            NaN            NaN
  1280.70        500.000        99.0651                 NaN            NaN            NaN            NaN            NaN            NaN  0.327639       0.303199                 NaN            NaN  0.304071                 NaN            NaN            NaN
  1278.20        500.000        99.6282                 NaN            NaN            NaN            NaN            NaN            NaN  0.170770       0.802905E-001            NaN            NaN  0.120734                 NaN            NaN            NaN
  1275.69        500.000        99.6728                 NaN            NaN            NaN            NaN            NaN            NaN  0.532605E-001  0.168047                 NaN            NaN  0.105914                 NaN            NaN            NaN
  1273.18        500.000        99.6193                 NaN            NaN            NaN            NaN            NaN            NaN  0.564793E-001  0.201240                 NaN            NaN  0.123008                 NaN            NaN            NaN
  1270.68        500.000        99.5355                 NaN            NaN            NaN            NaN            NaN            NaN  0.610409E-001  0.253579                 NaN            NaN  0.149879                 NaN            NaN            NaN
  1268.17        500.000        99.3936                 NaN            NaN            NaN            NaN            NaN            NaN  0.341453       0.692975E-001            NaN            NaN  0.195668                 NaN            NaN            NaN
  1265.66        500.000        98.5182                 NaN            NaN            NaN            NaN            NaN            NaN  0.594285       0.122296                 NaN            NaN  0.346462       0.418764                 NaN            NaN
  1263.16        500.000        93.0921                 NaN            NaN            NaN            NaN            NaN            NaN  0.416112        1.94758                 NaN            NaN   1.16907        3.37511                 NaN            NaN
  1260.65        500.000        85.0768                 NaN            NaN            NaN            NaN            NaN            NaN  0.992896        3.82968                 NaN            NaN   2.39703        7.70360                 NaN            NaN
  1258.15        500.000        93.0334                 NaN            NaN            NaN            NaN            NaN            NaN  0.368987        1.23901                 NaN            NaN  0.828116        4.53047                 NaN            NaN
  1255.64        500.000        93.7571                 NaN            NaN            NaN            NaN            NaN            NaN   1.42101                 NaN            NaN            NaN  0.739620        4.08228                 NaN            NaN
  1253.13        500.000        93.6920                 NaN            NaN            NaN            NaN            NaN            NaN   1.46204                 NaN            NaN            NaN  0.749991        4.09594                 NaN            NaN
  1250.63        500.000        94.3587                 NaN            NaN            NaN            NaN            NaN            NaN   1.28642                 NaN            NaN            NaN  0.669610        3.68529                 NaN            NaN
  1248.12        500.000        94.7280                 NaN            NaN            NaN            NaN            NaN            NaN   1.19807                 NaN            NaN            NaN  0.624211        3.44967                 NaN            NaN
  1245.61        500.000        95.0828                 NaN            NaN            NaN            NaN            NaN            NaN   1.11311                 NaN            NaN            NaN  0.580456        3.22359                 NaN            NaN
  1243.11        500.000        95.3917                 NaN            NaN            NaN            NaN            NaN            NaN   1.04056                 NaN            NaN            NaN  0.543481        3.02428                 NaN            NaN
  1240.60        500.000        95.6933                 NaN            NaN            NaN            NaN            NaN            NaN  0.969593                 NaN            NaN            NaN  0.508607        2.82848                 NaN            NaN
  1238.10        500.000        95.9596                 NaN            NaN            NaN            NaN            NaN            NaN  0.907390                 NaN            NaN            NaN  0.475671        2.65732                 NaN            NaN
  1235.59        500.000        96.1935                 NaN            NaN            NaN            NaN            NaN            NaN  0.855348                 NaN            NaN            NaN  0.443820        2.50729                 NaN            NaN
  1233.08        500.000        96.4248                 NaN            NaN            NaN            NaN            NaN            NaN  0.799525                 NaN            NaN            NaN  0.420705        2.35496                 NaN            NaN
  1230.58        500.000        96.6267                 NaN            NaN            NaN            NaN            NaN            NaN  0.753467                 NaN            NaN            NaN  0.395109        2.22475                 NaN            NaN
  1228.07        500.000        96.8081                 NaN            NaN            NaN            NaN            NaN            NaN  0.711762                 NaN            NaN            NaN  0.372984        2.10714                 NaN            NaN
  1225.56        500.000        96.9803                 NaN            NaN            NaN            NaN            NaN            NaN  0.672888                 NaN            NaN            NaN  0.351012        1.99581                 NaN            NaN
  1223.06        500.000        97.1336                 NaN            NaN            NaN            NaN            NaN            NaN  0.637291                 NaN            NaN            NaN  0.332869        1.89626                 NaN            NaN
  1220.55        500.000        97.2226                 NaN            NaN            NaN            NaN            NaN            NaN  0.606017                 NaN            NaN            NaN  0.320841        1.84359       0.698709E-002            NaN
  1218.05        500.000        97.0382                 NaN            NaN            NaN            NaN            NaN            NaN  0.580952                 NaN            NaN            NaN  0.338477        1.99322       0.491744E-001            NaN
  1215.54        500.000        97.1977                 NaN            NaN            NaN            NaN            NaN            NaN  0.548176                 NaN            NaN            NaN  0.316980        1.89139       0.457586E-001            NaN
  1213.03        500.000        97.3441                 NaN            NaN            NaN            NaN            NaN            NaN  0.517551                 NaN            NaN            NaN  0.294689        1.80037       0.433159E-001            NaN
  1210.53        500.000        97.4816                 NaN            NaN            NaN            NaN            NaN            NaN  0.489631                 NaN            NaN            NaN  0.276768        1.71184       0.401552E-001            NaN
  1208.02        500.000        98.0432                 NaN            NaN            NaN            NaN            NaN            NaN  0.238524                 NaN            NaN            NaN  0.230598        1.42888       0.588062E-001            NaN
  1205.51        500.000        98.2660                 NaN            NaN            NaN            NaN            NaN            NaN  0.612044                 NaN            NaN            NaN  0.246344       0.859656       0.159320E-001            NaN
  1203.01        500.000        97.0848                 NaN            NaN            NaN            NaN            NaN            NaN  0.292066                 NaN            NaN            NaN  0.204041        2.38010       0.390035E-001            NaN
  1200.50        500.000        97.9818                 NaN            NaN            NaN            NaN            NaN            NaN  0.520020                 NaN            NaN            NaN  0.239483        1.22727       0.314539E-001            NaN
  1197.99        500.000        97.9450                 NaN            NaN            NaN            NaN            NaN            NaN  0.326566                 NaN            NaN            NaN  0.172601        1.51982       0.359993E-001            NaN
  1195.49        500.000        98.2308                 NaN            NaN            NaN            NaN            NaN            NaN  0.130682       0.190594                 NaN            NaN  0.202965        1.21888       0.261173E-001            NaN
  1192.98        500.000        85.6807                 NaN            NaN            NaN            NaN            NaN            NaN  0.946539E-001            NaN            NaN            NaN  0.740979        7.32548       0.135476        6.02273     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.74219        5.46210                 NaN            NaN   7.23506        42.8055       0.299580        40.4555     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.92345        4.23309                 NaN            NaN   7.19710        42.8893       0.310667        40.4464     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.26894        3.89005                 NaN            NaN   7.20259        42.8792       0.310022        40.4492     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.31464        3.84714                 NaN            NaN   7.20641        42.8713       0.309161        40.4514     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.35916        3.80544                 NaN            NaN   7.21025        42.8632       0.308289        40.4536     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.40326        3.76422                 NaN            NaN   7.21410        42.8551       0.307406        40.4559     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.44767        3.72273                 NaN            NaN   7.21797        42.8469       0.306512        40.4582     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.163859E-004  0.335214        5.99286        2.82148        7.21228        42.8785       0.307613        40.4520     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.53408        3.64206                 NaN            NaN   7.22571        42.8307       0.304706        40.4628     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.57590        3.60331                 NaN            NaN   7.22962        42.8224       0.303778        40.4650     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.61683        3.56550                 NaN            NaN   7.23354        42.8140       0.302839        40.4673     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.65775        3.52773                 NaN            NaN   7.23748        42.8055       0.301890        40.4696     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.69747        3.49122                 NaN            NaN   7.24144        42.7970       0.300927        40.4720     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.73618        3.45576                 NaN            NaN   7.24540        42.7884       0.299957        40.4743     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.77418        3.42104                 NaN            NaN   7.24937        42.7798       0.298975        40.4766     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.81224        3.38634                 NaN            NaN   7.25338        42.7711       0.297981        40.4790     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.84790        3.35405                 NaN            NaN   7.25737        42.7624       0.296978        40.4813     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.87537        3.33004                 NaN            NaN   7.26133        42.7535       0.296009        40.4837     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.90000        3.30890                 NaN            NaN   7.26529        42.7446       0.295036        40.4862     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.92399        3.28846                 NaN            NaN   7.26926        42.7356       0.294054        40.4886     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.94678        3.26931                 NaN            NaN   7.27324        42.7266       0.293061        40.4910     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.96811        3.25155                 NaN            NaN   7.27720        42.7176       0.292066        40.4935     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.98942        3.23390                 NaN            NaN   7.28120        42.7085       0.291058        40.4960     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.07408        3.15270                 NaN            NaN   7.28577        42.6998       0.289666        40.4980     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.10160        3.12890                 NaN            NaN   7.28987        42.6907       0.288583        40.5004     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.12696        3.10727                 NaN            NaN   7.29397        42.6815       0.287493        40.5028     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.15183        3.08618                 NaN            NaN   7.29810        42.6723       0.286394        40.5052     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.17559        3.06624                 NaN            NaN   7.30223        42.6630       0.285285        40.5077     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.19633        3.04935                 NaN            NaN   7.30635        42.6537       0.284171        40.5101     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.21582        3.03378       0.189042E-005            NaN   7.31050        42.6443       0.283046        40.5125     
