|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.82511        9.75281                 NaN            NaN   7.60753        40.3766       0.467942        38.9700     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.45555        7.07885                 NaN            NaN   7.57794        40.4382       0.485817        38.9636     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.76244        9.82698                 NaN            NaN   7.61733        40.3579       0.463356        38.9720     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58211        6.96158                 NaN            NaN   7.58634        40.4230       0.481835        38.9651     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.48687        7.06294                 NaN            NaN   7.59149        40.4133       0.479322        38.9661     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.87508        7.69273                 NaN            NaN   7.59534        40.3943       0.474126        38.9685     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.61150        6.94772                 NaN            NaN   7.59987        40.3980       0.475307        38.9676     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.66620        6.89778                 NaN            NaN   7.60408        40.3903       0.473279        38.9684     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.71932        6.84946                 NaN            NaN   7.60830        40.3825       0.471243        38.9691     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.76829        6.80532                 NaN            NaN   7.61253        40.3747       0.469198        38.9699     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.81185        6.76661                 NaN            NaN   7.61675        40.3669       0.467144        38.9707     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.85266        6.73068                 NaN            NaN   7.62098        40.3591       0.465086        38.9715     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.88937        6.69888                 NaN            NaN   7.62521        40.3512       0.463024        38.9723     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.92383        6.66933                 NaN            NaN   7.62943        40.3433       0.460962        38.9732     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.95664        6.64144                 NaN            NaN   7.63363        40.3354       0.458900        38.9740     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.98744        6.61557                 NaN            NaN   7.63783        40.3275       0.456841        38.9748     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.01576        6.59217                 NaN            NaN   7.64202        40.3196       0.454787        38.9756     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.04330        6.56955                 NaN            NaN   7.64618        40.3118       0.452739        38.9765     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.06791        6.54985                 NaN            NaN   7.65032        40.3039       0.450700        38.9773     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.09321        6.52944                 NaN            NaN   7.65444        40.2961       0.448671        38.9781     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.11777        6.50976                 NaN            NaN   7.65853        40.2883       0.446653        38.9790     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.14127        6.49112                 NaN            NaN   7.66260        40.2805       0.444647        38.9798     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.16591        6.47131                 NaN            NaN   7.66665        40.2728       0.442654        38.9807     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.19073        6.45130                 NaN            NaN   7.67066        40.2651       0.440676        38.9815     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.21626        6.43057                 NaN            NaN   7.67465        40.2575       0.438709        38.9824     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.23998        6.41159                 NaN            NaN   7.67860        40.2499       0.436763        38.9832     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.26563        6.39068                 NaN            NaN   7.68253        40.2423       0.434826        38.9840     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.29113        6.36988                 NaN            NaN   7.68644        40.2348       0.432905        38.9849     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.33347        6.32839                 NaN            NaN   7.68857        40.2325       0.431931        38.9851     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.49200        6.19911                 NaN            NaN   7.70850        40.1895       0.421133        38.9898     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.56649        7.16756                 NaN            NaN   7.73755        40.1254       0.405444        38.9975     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.02557        4.60583                 NaN            NaN   7.67747        40.2708       0.439810        38.9806     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.99170        4.64461       0.500577E-005            NaN   7.68139        40.2628       0.437944        38.9815     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.95874        4.68249       0.449304E-005            NaN   7.68531        40.2549       0.436078        38.9825     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.73132        7.03376                 NaN            NaN   7.76083        40.0774       0.393395        39.0033     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.50890        6.20431                 NaN            NaN   7.72722        40.1533       0.412039        38.9942     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.04749        5.72630                 NaN            NaN   7.76786        40.0633       0.390036        39.0050     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.43091        5.30288                 NaN            NaN   7.74340        40.1198       0.404564        38.9984     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.69146        6.03100                 NaN            NaN   7.73176        40.1374       0.410916        38.9974     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.83018        5.89235                 NaN            NaN   7.73562        40.1377       0.408109        38.9960     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.16234        4.61493                 NaN            NaN   7.77731        40.0547       0.386016        39.0047     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.60195        6.13442                 NaN            NaN   7.74530        40.1147       0.404159        38.9994     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.87390        4.93104                 NaN            NaN   7.79002        40.0154       0.378674        39.0110     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.12582        5.68092                 NaN            NaN   7.79413        40.0100       0.377462        39.0117     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.13696        5.67468                 NaN            NaN   7.79801        40.0020       0.375603        39.0127     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.14889        5.66774                 NaN            NaN   7.80195        39.9940       0.373700        39.0137     
