|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.5/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1238.43        2500.00        4.91521                 NaN            NaN            NaN   8.47334        9.97270        11.6432        64.9956                 NaN
  1236.87        2500.00        4.91387                 NaN            NaN            NaN   9.95201        8.49323        11.6577        64.9832                 NaN
  1235.31        2500.00        4.91231                 NaN            NaN  0.645720E-005   9.93043        8.51418        11.6729        64.9702                 NaN
  1233.76        2500.00        4.91105                 NaN            NaN            NaN   9.91134        8.53253        11.6871        64.9580                 NaN
  1232.20        2500.00        4.90911                 NaN            NaN            NaN   9.88775        8.55540        11.7036        64.9441                 NaN
  1230.64        2500.00        4.90734                 NaN            NaN            NaN   8.57785        9.86632        11.7186        64.9299                 NaN
  1229.08        2500.00        4.90573                 NaN            NaN            NaN   9.84652        8.59689        11.7340        64.9169                 NaN
  1227.52        2500.00        4.90422                 NaN            NaN            NaN   9.82603        8.61724        11.7486        64.9039                 NaN
  1225.96        2500.00        4.90221                 NaN            NaN            NaN   9.80508        8.63841        11.7648        64.8895                 NaN
  1224.41        2500.00        4.90057                 NaN            NaN            NaN   9.78516        8.65856        11.7798        64.8759                 NaN
  1222.85        2500.00        4.89864                 NaN            NaN            NaN   9.76437        8.67990        11.7955        64.8616                 NaN
  1221.29        2500.00        4.89695                 NaN            NaN            NaN   9.74400        8.70078        11.8104        64.8479                 NaN
  1219.73        2500.00        4.89520                 NaN            NaN            NaN   9.72696        8.71790        11.8259        64.8341                 NaN
  1218.17        2500.00        4.89313                 NaN            NaN            NaN   9.70467        8.74096        11.8418        64.8194                 NaN
  1216.61        2500.00        4.89132                 NaN            NaN            NaN   8.76122        9.68491        11.8571        64.8054                 NaN
  1215.06        2500.00        4.88921                 NaN            NaN            NaN   8.78289        9.66430        11.8733        64.7903                 NaN
  1213.50        2500.00        4.88713                 NaN            NaN            NaN   9.64422        8.80453        11.8887        64.7754                 NaN
  1211.94        2500.00        4.88527                 NaN            NaN            NaN   8.82353        9.62595        11.9041        64.7612                 NaN
  1210.38        2500.00        4.88323                 NaN            NaN            NaN   9.60681        8.84383        11.9198        64.7463                 NaN
  1208.82        2500.00        4.88107                 NaN            NaN            NaN   9.58704        8.86543        11.9355        64.7309                 NaN
  1207.26        2500.00        4.87850                 NaN            NaN            NaN   9.56047        8.89419        11.9520        64.7149                 NaN
  1205.70        2500.00        4.87685                 NaN            NaN            NaN   9.54905        8.90651        11.9670        64.7006                 NaN
  1204.15        2500.00        4.87366                 NaN            NaN  0.419104E-002   8.92350        9.52903        11.9832        64.6865                 NaN
  1202.59        2500.00        4.86843                 NaN            NaN  0.164029E-001   9.51171        8.92886        12.0006        64.6740                 NaN
  1201.03        2500.00        4.86361                 NaN            NaN  0.266102E-001   8.93727        9.49372        12.0179        64.6609                 NaN
  1199.47        2500.00        4.85751                 NaN            NaN  0.425953E-001   9.47835        8.93682        12.0353        64.6495                 NaN
  1197.91        2500.00        4.85282                 NaN            NaN  0.520080E-001   9.46046        8.94633        12.0525        64.6358                 NaN
  1196.35        2500.00        4.84853                 NaN            NaN  0.592367E-001   8.95767        9.44330        12.0700        64.6213                 NaN
  1194.80        2500.00        4.84281                 NaN            NaN  0.734385E-001   8.96190        9.42561        12.0870        64.6092                 NaN
  1193.24        2500.00        4.83779                 NaN            NaN  0.839199E-001   9.40800        8.97044        12.1043        64.5956                 NaN
  1191.68        2500.00        4.83244                 NaN            NaN  0.952734E-001   9.39202        8.97672        12.1219        64.5817                 NaN
  1190.12        2500.00        4.82748                 NaN            NaN  0.105680        9.37409        8.98574        12.1389        64.5681                 NaN
  1188.56        2500.00        4.82177                 NaN            NaN  0.118298        8.99014        9.35901        12.1565        64.5543                 NaN
  1187.00        2500.00        4.81674                 NaN            NaN  0.128495        9.34167        8.99928        12.1736        64.5402                 NaN
  1185.45        2500.00        4.81211                 NaN            NaN  0.136754        9.32413        9.01088        12.1908        64.5253                 NaN
  1183.89        2500.00        4.80844                 NaN            NaN  0.140937        9.02810        9.30581        12.2076        64.5092                 NaN
  1182.33        2500.00        4.80189                 NaN            NaN  0.157466        9.02813        9.29081        12.2250        64.4967                 NaN
  1180.77        2500.00        4.79777                 NaN            NaN  0.163146        9.04482        9.27139        12.2422        64.4807                 NaN
  1179.21        2500.00        4.79283                 NaN            NaN  0.171423        9.05615        9.25518        12.2597        64.4647                 NaN
  1177.65        2500.00        4.79351                 NaN            NaN  0.157845        9.22809        9.10083        12.2756        64.4441                 NaN
  1176.10        2500.00        4.78387                 NaN            NaN  0.184751        9.08481        9.22014        12.2942        64.4322                 NaN
  1174.54        2500.00        4.77856                 NaN            NaN  0.194030        9.09521        9.20417        12.3121        64.4159                 NaN
  1172.98        2500.00        4.77409                 NaN            NaN  0.200986        9.18645        9.10959        12.3291        64.3998                 NaN
  1171.42        2500.00        4.76833                 NaN            NaN  0.212806        9.17142        9.11612        12.3466        64.3847                 NaN
  1169.86        2500.00        4.76462                 NaN            NaN  0.215150        9.15213        9.13811        12.3638        64.3662                 NaN
  1168.30        2500.00        4.76042                 NaN            NaN  0.220003        9.15523        9.13445        12.3812        64.3487                 NaN
  1166.75        2500.00        4.75632                 NaN            NaN  0.224149        9.17358        9.11660        12.3987        64.3306                 NaN
  1165.19        2500.00        4.75128                 NaN            NaN  0.232631        9.18626        9.09984        12.4158        64.3142                 NaN
  1163.63        2500.00        4.74650                 NaN            NaN  0.239112        9.08275        9.20194        12.4334        64.2963                 NaN
  1162.07        2500.00        4.74274                 NaN            NaN  0.240875        9.06414        9.22436        12.4511        64.2768                 NaN
  1160.51        2500.00        4.78256                 NaN            NaN  0.570214E-001   9.02010        9.51142        12.4428        64.1861                 NaN
  1158.95        2500.00        4.73401                 NaN            NaN  0.249811        9.26138        9.02921        12.4863        64.2393                 NaN
  1157.40        2500.00        4.73003                 NaN            NaN  0.252389        9.01134        9.28253        12.5040        64.2197                 NaN
  1155.84        2500.00        4.72546                 NaN            NaN  0.257642        9.30093        8.99351        12.5216        64.2009                 NaN
  1154.28        2500.00        4.72141                 NaN            NaN  0.259833        9.32328        8.97548        12.5394        64.1806                 NaN
  1152.72        2500.00        2.37553                 NaN            NaN   6.39159        11.3564                 NaN   12.6396        66.2994       0.937603     
  1151.16        2500.00        4.71347                 NaN            NaN  0.264047        8.93925        9.36823        12.5751        64.1399                 NaN
  1149.60        2500.00        4.70981                 NaN            NaN  0.263447        8.92033        9.39523        12.5934        64.1178                 NaN
  1148.05        2500.00        4.70501                 NaN            NaN  0.269060        8.90360        9.41296        12.6111        64.0983                 NaN
  1146.49        2500.00        2.24395                 NaN            NaN   6.60269        11.1577                 NaN   12.6723        66.3173        1.00605     
  1144.93        2500.00        2.21831                 NaN            NaN   6.63887        11.1248                 NaN   12.6764        66.3209        1.02069     
  1143.37        2500.00        2.18285                 NaN            NaN   6.69915        11.0716                 NaN   12.6882        66.3210        1.03716     
  1141.81        2500.00        2.17011                 NaN            NaN   6.70873        11.0580                 NaN   12.6981        66.3179        1.04709     
  1140.25        2500.00        2.12622                 NaN            NaN   6.78655        10.9952                 NaN   12.7044        66.3216        1.06607     
  1138.70        2500.00        2.10264                 NaN            NaN   6.82025        10.9651                 NaN   12.7128        66.3204        1.07885     
  1137.14        2500.00        2.07588                 NaN            NaN   6.86089        10.9309                 NaN   12.7208        66.3192        1.09237     
  1135.58        2500.00        2.08333                 NaN            NaN   6.82908        10.9280                 NaN   12.7250        66.3344        1.10016     
  1134.02        2500.00        4.67066                 NaN            NaN  0.268452        9.65433        8.73609        12.7762        63.8943                 NaN
  1132.46        2500.00        4.66710                 NaN            NaN  0.265808        9.68555        8.71717        12.7951        63.8693                 NaN
  1130.90        2500.00        4.66355                 NaN            NaN  0.263438        8.69797        9.71648        12.8141        63.8445                 NaN
  1129.34        2500.00        4.65979                 NaN            NaN  0.261456        9.74739        8.67883        12.8331        63.8194                 NaN
  1127.79        2500.00        4.65653                 NaN            NaN  0.257026        9.78160        8.65933        12.8523        63.7932                 NaN
  1126.23        2500.00        4.65278                 NaN            NaN  0.254838        9.81339        8.63974        12.8715        63.7677                 NaN
  1124.67        2500.00        4.64978                 NaN            NaN  0.249315        8.61917        9.84996        12.8909        63.7409                 NaN
  1123.11        2500.00        4.64603                 NaN            NaN  0.246499        8.60006        9.88263        12.9103        63.7145                 NaN
  1121.55        2500.00        4.64298                 NaN            NaN  0.240610        8.57951        9.91999        12.9299        63.6870                 NaN
  1119.99        2500.00        2.53497                 NaN            NaN   5.51947        2.33831        10.1931        12.8323        65.6750       0.906904     
  1118.44        2500.00        2.56802                 NaN            NaN   5.41811        2.49983        10.1496        12.8419        65.6270       0.895460     
  1116.88        2500.00        4.63297                 NaN            NaN  0.224981        8.51896        10.0304        12.9894        63.6032                 NaN
  1115.32        2500.00        4.63060                 NaN            NaN  0.215774        8.49760        10.0732        13.0091        63.5738                 NaN
  1113.76        2500.00        4.62675                 NaN            NaN  0.211662        8.47782        10.1089        13.0296        63.5452                 NaN
  1112.20        2500.00        4.62379                 NaN            NaN  0.203866        10.1503        8.45675        13.0500        63.5153                 NaN
  1110.64        2500.00        4.62007                 NaN            NaN  0.199767        10.1863        8.43711        13.0700        63.4867                 NaN
  1109.09        2500.00        4.61854                 NaN            NaN  0.185019        8.41338        10.2381        13.0912        63.4537                 NaN
  1107.53        2500.00        3.70732                 NaN            NaN   2.40209        9.06013        6.78214        12.8832        64.6654       0.499756     
  1105.97        2500.00        4.49823                 NaN            NaN  0.447490        8.45184        9.92461        13.1224        63.5035       0.519844E-001
  1104.41        2500.00        3.53463                 NaN            NaN   2.79292        9.11342        6.61811        13.0537        64.4045       0.482734     
  1102.85        2500.00        2.59470                 NaN            NaN   5.09127        9.76411        3.39122        12.9836        65.2784       0.896739     
  1101.29        2500.00        1.65417                 NaN            NaN   7.40236        10.4209       0.160379        12.9101        66.1476        1.30448     
  1099.74        2500.00        1.58910                 NaN            NaN   7.54419        10.4390                 NaN   12.9137        66.1817        1.33233     
  1098.18        2500.00        1.63226                 NaN            NaN   7.43430        10.4754                 NaN   12.9171        66.2074        1.33366     
  1096.62        2500.00        1.55384                 NaN            NaN   7.59321        10.4123                 NaN   12.9296        66.1632        1.34788     
  1095.06        2500.00        1.53855                 NaN            NaN   7.61251        10.4012                 NaN   12.9379        66.1546        1.35526     
  1093.50        2500.00        1.52443                 NaN            NaN   7.62936        10.3913                 NaN   12.9464        66.1462        1.36236     
  1091.94        2500.00        1.50735                 NaN            NaN   7.65342        10.3795                 NaN   12.9541        66.1361        1.36956     
  1090.39        2500.00        1.49102                 NaN            NaN   7.67516        10.3682                 NaN   12.9625        66.1263        1.37684     
  1088.83        2500.00        1.47536                 NaN            NaN   7.69624        10.3580                 NaN   12.9704        66.1164        1.38367     
  1087.27        2500.00        1.45967                 NaN            NaN   7.71720        10.3478                 NaN   12.9786        66.1063        1.39051     
  1085.71        2500.00        1.44426                 NaN            NaN   7.73782        10.3381                 NaN   12.9866        66.0960        1.39717     
  1084.15        2500.00        1.42841                 NaN            NaN   7.75902        10.3281                 NaN   12.9950        66.0855        1.40396     
  1082.59        2500.00        1.41350                 NaN            NaN   7.77899        10.3194                 NaN   13.0030        66.0749        1.41027     
  1081.04        2500.00        1.39876                 NaN            NaN   7.79835        10.3108                 NaN   13.0112        66.0642        1.41660     
  1079.48        2500.00        1.38390                 NaN            NaN   7.81763        10.3021                 NaN   13.0198        66.0536        1.42302     
  1077.92        2500.00        1.37001                 NaN            NaN   7.83576        10.2947                 NaN   13.0278        66.0428        1.42892     
  1076.36        2500.00        1.35670                 NaN            NaN   7.85223        10.2875                 NaN   13.0362        66.0325        1.43485     
  1074.80        2500.00        1.34323                 NaN            NaN   7.86875        10.2801                 NaN   13.0449        66.0222        1.44089     
  1073.24        2500.00        1.33020                 NaN            NaN   7.88529        10.2738                 NaN   13.0529        66.0114        1.44645     
  1071.69        2500.00        1.31718                 NaN            NaN   7.90221        10.2675                 NaN   13.0607        66.0005        1.45185     
  1070.13        2500.00        1.30863                 NaN            NaN   7.90822        10.2636                 NaN   13.0695        65.9929        1.45720     
  1068.57        2500.00        1.29505                 NaN            NaN   7.92515        10.2566                 NaN   13.0784        65.9818        1.46300     
  1067.01        2500.00        1.27474                 NaN            NaN   7.95893        10.2483                 NaN   13.0857        65.9640        1.46837     
  1065.45        2500.00        1.25905                 NaN            NaN   7.98112        10.2406                 NaN   13.0946        65.9507        1.47406     
  1063.89        2500.00        1.24958                 NaN            NaN   7.98989        10.2365                 NaN   13.1031        65.9418        1.47910     
  1062.33        2500.00        1.24041                 NaN            NaN   8.00779        10.2195                 NaN   13.1039        65.9451        1.48337     
  1060.78        2500.00        1.22285                 NaN            NaN   8.02533        10.2257                 NaN   13.1200        65.9169        1.48926     
  1059.22        2500.00        1.20779                 NaN            NaN   8.04700        10.2201                 NaN   13.1284        65.9025        1.49424     
  1057.66        2500.00        1.21634                 NaN            NaN   8.01760        10.2265                 NaN   13.1346        65.9077        1.49726     
  1056.10        2500.00        1.19663                 NaN            NaN   8.04985        10.2160                 NaN   13.1435        65.8912        1.50284     
  1054.54        2500.00        1.16822                 NaN            NaN   8.10008        10.2063                 NaN   13.1540        65.8629        1.50850     
  1052.98        2500.00        1.14938                 NaN            NaN   8.13071        10.2000                 NaN   13.1625        65.8441        1.51325     
  1051.43        2500.00        1.14273                 NaN            NaN   8.13378        10.1983                 NaN   13.1713        65.8363        1.51761     
  1049.87        2500.00        1.13468                 NaN            NaN   8.14047        10.1955                 NaN   13.1797        65.8277        1.52194     
  1048.31        2500.00        1.11418                 NaN            NaN   8.17459        10.1908                 NaN   13.1888        65.8052        1.52639     
  1046.75        2500.00        1.10636                 NaN            NaN   8.18114        10.1883                 NaN   13.1971        65.7965        1.53054     
  1045.19        2500.00        1.09325                 NaN            NaN   8.20004        10.1847                 NaN   13.2052        65.7822        1.53457     
  1043.63        2500.00        1.07485                 NaN            NaN   8.22919        10.1825                 NaN   13.2150        65.7598        1.53866     
  1042.08        2500.00        1.06931                 NaN            NaN   8.23070        10.1796                 NaN   13.2235        65.7541        1.54283     
  1040.52        2500.00        1.05711                 NaN            NaN   8.24705        10.1772                 NaN   13.2323        65.7396        1.54676     
  1038.96        2500.00        1.04476                 NaN            NaN   8.26384        10.1750                 NaN   13.2411        65.7247        1.55061     
  1037.40        2500.00        1.03494                 NaN            NaN   8.27524        10.1731                 NaN   13.2496        65.7128        1.55437     
  1035.84        2500.00        1.02048                 NaN            NaN   8.29669        10.1711                 NaN   13.2589        65.6947        1.55808     
  1034.28        2500.00        1.00922                 NaN            NaN   8.31133        10.1694                 NaN   13.2678        65.6805        1.56171     
  1032.73        2500.00       0.997553                 NaN            NaN   8.32690        10.1679                 NaN   13.2767        65.6656        1.56528     
  1031.17        2500.00       0.985368                 NaN            NaN   8.34362        10.1667                 NaN   13.2858        65.6498        1.56877     
  1029.61        2500.00       0.974769                 NaN            NaN   8.35722        10.1656                 NaN   13.2945        65.6357        1.57215     
  1028.05        2500.00       0.964741                 NaN            NaN   8.36938        10.1643                 NaN   13.3034        65.6226        1.57558     
  1026.49        2500.00       0.951377                 NaN            NaN   8.38881        10.1637                 NaN   13.3129        65.6044        1.57885     
  1024.93        2500.00       0.939710                 NaN            NaN   8.40489        10.1634                 NaN   13.3219        65.5882        1.58199     
  1023.38        2500.00       0.928984                 NaN            NaN   8.41877        10.1627                 NaN   13.3309        65.5734        1.58520     
  1021.82        2500.00       0.916509                 NaN            NaN   8.43651        10.1627                 NaN   13.3404        65.5556        1.58825     
  1020.26        2500.00       0.905180                 NaN            NaN   8.45187        10.1627                 NaN   13.3496        65.5394        1.59127     
  1018.70        2500.00       0.894779                 NaN            NaN   8.46536        10.1626                 NaN   13.3587        65.5244        1.59425     
  1017.14        2500.00       0.881670                 NaN            NaN   8.48459        10.1635                 NaN   13.3684        65.5048        1.59706     
  1015.58        2500.00       0.871483                 NaN            NaN   8.49773        10.1636                 NaN   13.3775        65.4897        1.59993     
  1014.03        2500.00       0.859870                 NaN            NaN   8.51391        10.1644                 NaN   13.3870        65.4721        1.60268     
  1012.47        2500.00       0.848203                 NaN            NaN   8.53025        10.1655                 NaN   13.3966        65.4541        1.60536     
  1010.91        2500.00       0.837773                 NaN            NaN   8.54415        10.1662                 NaN   13.4058        65.4381        1.60801     
  1009.35        2500.00       0.826776                 NaN            NaN   8.55903        10.1672                 NaN   13.4154        65.4209        1.61066     
  1007.79        2500.00       0.816356                 NaN            NaN   8.57302        10.1684                 NaN   13.4246        65.4044        1.61318     
  1006.23        2500.00       0.804653                 NaN            NaN   8.58962        10.1702                 NaN   13.4344        65.3854        1.61561     
  1004.68        2500.00       0.793342                 NaN            NaN   8.60536        10.1719                 NaN   13.4443        65.3671        1.61804     
  1003.12        2500.00       0.785034                 NaN            NaN   8.61640        10.1696                 NaN   13.4522        65.3562        1.62057     
  1001.56        2500.00       0.771287                 NaN            NaN   8.63592        10.1758                 NaN   13.4637        65.3305        1.62270     
  1000.00        2500.00       0.760426                 NaN            NaN   8.65089        10.1779                 NaN   13.4735        65.3123        1.62497     
