|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1236.87        2500.00        8.24238                 NaN            NaN            NaN   11.8977        10.4011        11.3065        58.1523                 NaN
  1235.31        2500.00        8.24071                 NaN            NaN  0.906120E-005   11.8706        10.4264        11.3211        58.1412                 NaN
  1233.76        2500.00        8.23934                 NaN            NaN            NaN   11.8466        10.4484        11.3349        58.1307                 NaN
  1232.20        2500.00        8.23736                 NaN            NaN            NaN   11.8170        10.4758        11.3509        58.1189                 NaN
  1230.64        2500.00        8.23508                 NaN            NaN            NaN   10.5029        11.7901        11.3653        58.1066                 NaN
  1229.08        2500.00        8.23342                 NaN            NaN            NaN   11.7654        10.5255        11.3802        58.0955                 NaN
  1227.52        2500.00        8.23170                 NaN            NaN            NaN   11.7396        10.5500        11.3943        58.0844                 NaN
  1225.96        2500.00        8.22942                 NaN            NaN            NaN   11.7134        10.5751        11.4100        58.0720                 NaN
  1224.41        2500.00        8.22750                 NaN            NaN            NaN   11.6883        10.5994        11.4245        58.0604                 NaN
  1222.85        2500.00        8.22523                 NaN            NaN            NaN   11.6623        10.6248        11.4397        58.0480                 NaN
  1221.29        2500.00        8.22321                 NaN            NaN            NaN   11.6365        10.6501        11.4540        58.0362                 NaN
  1219.73        2500.00        8.22121                 NaN            NaN            NaN   11.6154        10.6700        11.4690        58.0244                 NaN
  1218.17        2500.00        8.21881                 NaN            NaN            NaN   11.5874        10.6977        11.4844        58.0118                 NaN
  1216.61        2500.00        8.21669                 NaN            NaN            NaN   10.7219        11.5625        11.4992        57.9997                 NaN
  1215.06        2500.00        8.21414                 NaN            NaN            NaN   10.7478        11.5366        11.5147        57.9867                 NaN
  1213.50        2500.00        8.21154                 NaN            NaN            NaN   11.5115        10.7735        11.5297        57.9737                 NaN
  1211.94        2500.00        8.20933                 NaN            NaN            NaN   10.7960        11.4887        11.5445        57.9615                 NaN
  1210.38        2500.00        8.20685                 NaN            NaN            NaN   11.4647        10.8201        11.5597        57.9487                 NaN
  1208.82        2500.00        8.20411                 NaN            NaN            NaN   11.4398        10.8459        11.5749        57.9353                 NaN
  1207.26        2500.00        8.20098                 NaN            NaN            NaN   11.4066        10.8803        11.5908        57.9214                 NaN
  1205.70        2500.00        8.19886                 NaN            NaN            NaN   11.3922        10.8946        11.6053        57.9090                 NaN
  1204.15        2500.00        8.19442                 NaN            NaN  0.588642E-002   10.9149        11.3669        11.6209        57.8970                 NaN
  1202.59        2500.00        8.18641                 NaN            NaN  0.230428E-001   11.3453        10.9208        11.6378        57.8867                 NaN
  1201.03        2500.00        8.17918                 NaN            NaN  0.373810E-001   10.9304        11.3227        11.6546        57.8757                 NaN
  1199.47        2500.00        8.16952                 NaN            NaN  0.598353E-001   11.3035        10.9292        11.6715        57.8664                 NaN
  1197.91        2500.00        8.16251                 NaN            NaN  0.730475E-001   11.2811        10.9401        11.6882        57.8550                 NaN
  1196.35        2500.00        8.15627                 NaN            NaN  0.832393E-001   10.9528        11.2600        11.7051        57.8426                 NaN
  1194.80        2500.00        8.14729                 NaN            NaN  0.103164        10.9578        11.2374        11.7217        57.8327                 NaN
  1193.24        2500.00        8.13966                 NaN            NaN  0.117957        11.2153        10.9676        11.7384        57.8212                 NaN
  1191.68        2500.00        8.13144                 NaN            NaN  0.133899        11.1956        10.9741        11.7554        57.8095                 NaN
  1190.12        2500.00        8.12387                 NaN            NaN  0.148572        11.1729        10.9847        11.7720        57.7981                 NaN
  1188.56        2500.00        8.11498                 NaN            NaN  0.166315        10.9888        11.1544        11.7890        57.7865                 NaN
  1187.00        2500.00        8.10728                 NaN            NaN  0.180699        11.1325        10.9993        11.8056        57.7746                 NaN
  1185.45        2500.00        8.10033                 NaN            NaN  0.192297        11.1105        11.0127        11.8222        57.7619                 NaN
  1183.89        2500.00        8.09502                 NaN            NaN  0.198237        11.0328        11.0876        11.8384        57.7479                 NaN
  1182.33        2500.00        8.08458                 NaN            NaN  0.221464        11.0321        11.0688        11.8553        57.7377                 NaN
  1180.77        2500.00        8.07860                 NaN            NaN  0.229450        11.0521        11.0440        11.8719        57.7239                 NaN
  1179.21        2500.00        8.07111                 NaN            NaN  0.241148        11.0646        11.0240        11.8889        57.7102                 NaN
  1177.65        2500.00        8.07381                 NaN            NaN  0.221797        10.9889        11.1196        11.9042        57.6918                 NaN
  1176.10        2500.00        8.05774                 NaN            NaN  0.259951        11.0977        10.9802        11.9223        57.6822                 NaN
  1174.54        2500.00        8.04960                 NaN            NaN  0.273038        11.1089        10.9607        11.9396        57.6682                 NaN
  1172.98        2500.00        8.04285                 NaN            NaN  0.282816        10.9382        11.1258        11.9560        57.6543                 NaN
  1171.42        2500.00        8.03379                 NaN            NaN  0.299365        10.9200        11.1323        11.9730        57.6415                 NaN
  1169.86        2500.00        8.02853                 NaN            NaN  0.302917        10.8952        11.1585        11.9896        57.6253                 NaN
  1168.30        2500.00        8.02235                 NaN            NaN  0.309655        11.1784        10.8731        12.0064        57.6101                 NaN
  1166.75        2500.00        8.01635                 NaN            NaN  0.315424        11.1997        10.8509        12.0233        57.5944                 NaN
  1165.19        2500.00        8.00857                 NaN            NaN  0.327472        11.2144        10.8296        12.0398        57.5801                 NaN
  1163.63        2500.00        8.00131                 NaN            NaN  0.336669        10.8083        11.2323        12.0568        57.5646                 NaN
  1162.07        2500.00        7.99598                 NaN            NaN  0.339183        10.7851        11.2584        12.0738        57.5475                 NaN
  1160.51        2500.00        8.06400                 NaN            NaN  0.806034E-001   10.7293        11.6044        12.0638        57.4578                 NaN
  1158.95        2500.00        7.98299                 NaN            NaN  0.351798        11.3012        10.7415        12.1078        57.5147                 NaN
  1157.40        2500.00        7.97720                 NaN            NaN  0.355444        10.7192        11.3256        12.1249        57.4975                 NaN
  1155.84        2500.00        7.97029                 NaN            NaN  0.362893        11.3472        10.6967        12.1418        57.4811                 NaN
  1154.28        2500.00        7.96440                 NaN            NaN  0.366060        11.3731        10.6742        12.1590        57.4633                 NaN
  1152.72        2500.00        4.00220                 NaN            NaN   9.06463        13.5879                 NaN   12.2849        59.4976        1.56281     
  1151.16        2500.00        7.95281                 NaN            NaN  0.371922        10.6290        11.4253        12.1934        57.4275                 NaN
  1149.60        2500.00        7.94771                 NaN            NaN  0.371197        10.6055        11.4567        12.2111        57.4078                 NaN
  1148.05        2500.00        7.94033                 NaN            NaN  0.379139        10.5845        11.4771        12.2281        57.3908                 NaN
  1146.49        2500.00        3.78482                 NaN            NaN   9.36675        13.3392                 NaN   12.3165        59.5157        1.67701     
  1144.93        2500.00        3.74259                 NaN            NaN   9.42095        13.2956                 NaN   12.3204        59.5190        1.70142     
  1143.37        2500.00        3.68374                 NaN            NaN   9.50597        13.2300                 NaN   12.3318        59.5196        1.72891     
  1141.81        2500.00        3.66407                 NaN            NaN   9.51407        13.2176                 NaN   12.3414        59.5175        1.74548     
  1140.25        2500.00        3.59015                 NaN            NaN   9.63172        13.1331                 NaN   12.3473        59.5207        1.77714     
  1138.70        2500.00        3.55149                 NaN            NaN   9.67885        13.0961                 NaN   12.3553        59.5198        1.79846     
  1137.14        2500.00        3.50726                 NaN            NaN   9.73754        13.0523                 NaN   12.3630        59.5189        1.82101     
  1135.58        2500.00        3.52269                 NaN            NaN   9.68092        13.0602                 NaN   12.3674        59.5347        1.83408     
  1134.02        2500.00        7.89085                 NaN            NaN  0.378485        11.7584        10.3753        12.3870        57.2099                 NaN
  1132.46        2500.00        7.88583                 NaN            NaN  0.374840        11.7946        10.3520        12.4052        57.1876                 NaN
  1130.90        2500.00        7.88084                 NaN            NaN  0.371452        10.3281        11.8306        12.4234        57.1656                 NaN
  1129.34        2500.00        7.87549                 NaN            NaN  0.368756        11.8666        10.3043        12.4417        57.1432                 NaN
  1127.79        2500.00        7.87103                 NaN            NaN  0.362524        11.9063        10.2802        12.4602        57.1197                 NaN
  1126.23        2500.00        7.86570                 NaN            NaN  0.359462        11.9435        10.2557        12.4786        57.0970                 NaN
  1124.67        2500.00        7.86172                 NaN            NaN  0.351682        10.2299        11.9865        12.4972        57.0730                 NaN
  1123.11        2500.00        7.85634                 NaN            NaN  0.347779        10.2063        12.0243        12.5158        57.0495                 NaN
  1121.55        2500.00        7.85230                 NaN            NaN  0.339469        10.1807        12.0681        12.5346        57.0248                 NaN
  1119.99        2500.00        4.29297                 NaN            NaN   7.82794        2.85858        12.1357        12.4629        58.9107        1.51115     
  1118.44        2500.00        4.34965                 NaN            NaN   7.68144        3.05676        12.0828        12.4717        58.8656        1.49203     
  1116.88        2500.00        7.83855                 NaN            NaN  0.317513        10.1056        12.1968        12.5918        56.9497                 NaN
  1115.32        2500.00        7.83562                 NaN            NaN  0.304518        10.0788        12.2472        12.6106        56.9232                 NaN
  1113.76        2500.00        7.83021                 NaN            NaN  0.298730        10.0546        12.2884        12.6304        56.8977                 NaN
  1112.20        2500.00        7.82636                 NaN            NaN  0.287770        12.3367        10.0284        12.6500        56.8707                 NaN
  1110.64        2500.00        7.82097                 NaN            NaN  0.281988        12.3788        10.0040        12.6691        56.8451                 NaN
  1109.09        2500.00        7.81986                 NaN            NaN  0.261093        9.97454        12.4397        12.6895        56.8154                 NaN
  1107.53        2500.00        6.29349                 NaN            NaN   3.36160        10.7037        8.35801        12.4992        57.9519       0.831986     
  1105.97        2500.00        7.61950                 NaN            NaN  0.631751        10.0196        12.0575        12.7204        56.8648       0.864704E-001
  1104.41        2500.00        5.99545                 NaN            NaN   3.95344        10.8163        8.05272        12.6635        57.7150       0.803606     
  1102.85        2500.00        4.40703                 NaN            NaN   7.21952        11.6017        4.13265        12.6048        58.5404        1.49393     
  1101.29        2500.00        2.81332                 NaN            NaN   10.5152        12.3961       0.195746        12.5425        59.3623        2.17482     
  1099.74        2500.00        2.70336                 NaN            NaN   10.7196        12.4148                 NaN   12.5462        59.3946        2.22134     
  1098.18        2500.00        2.78059                 NaN            NaN   10.5601        12.4646                 NaN   12.5500        59.4210        2.22369     
  1096.62        2500.00        2.64472                 NaN            NaN   10.7917        12.3776                 NaN   12.5612        59.3775        2.24727     
  1095.06        2500.00        2.61958                 NaN            NaN   10.8187        12.3633                 NaN   12.5691        59.3697        2.25958     
  1093.50        2500.00        2.59647                 NaN            NaN   10.8416        12.3512                 NaN   12.5771        59.3622        2.27144     
  1091.94        2500.00        2.56791                 NaN            NaN   10.8772        12.3342                 NaN   12.5844        59.3528        2.28345     
  1090.39        2500.00        2.54093                 NaN            NaN   10.9088        12.3185                 NaN   12.5923        59.3439        2.29559     
  1088.83        2500.00        2.51486                 NaN            NaN   10.9394        12.3043                 NaN   12.5998        59.3347        2.30698     
  1087.27        2500.00        2.48883                 NaN            NaN   10.9698        12.2901                 NaN   12.6075        59.3254        2.31839     
  1085.71        2500.00        2.46320                 NaN            NaN   10.9997        12.2765                 NaN   12.6151        59.3159        2.32949     
  1084.15        2500.00        2.43695                 NaN            NaN   11.0307        12.2622                 NaN   12.6231        59.3063        2.34082     
  1082.59        2500.00        2.41209                 NaN            NaN   11.0596        12.2498                 NaN   12.6306        59.2965        2.35135     
  1081.04        2500.00        2.38761                 NaN            NaN   11.0876        12.2378                 NaN   12.6384        59.2868        2.36191     
  1079.48        2500.00        2.36307                 NaN            NaN   11.1153        12.2255                 NaN   12.6465        59.2770        2.37262     
  1077.92        2500.00        2.33992                 NaN            NaN   11.1412        12.2152                 NaN   12.6540        59.2672        2.38245     
  1076.36        2500.00        2.31796                 NaN            NaN   11.1642        12.2057                 NaN   12.6619        59.2578        2.39236     
  1074.80        2500.00        2.29583                 NaN            NaN   11.1873        12.1958                 NaN   12.6702        59.2484        2.40244     
  1073.24        2500.00        2.27414                 NaN            NaN   11.2106        12.1872                 NaN   12.6778        59.2386        2.41172     
  1071.69        2500.00        2.25240                 NaN            NaN   11.2347        12.1784                 NaN   12.6852        59.2286        2.42073     
  1070.13        2500.00        2.23891                 NaN            NaN   11.2393        12.1763                 NaN   12.6936        59.2222        2.42967     
  1068.57        2500.00        2.21661                 NaN            NaN   11.2633        12.1665                 NaN   12.7020        59.2122        2.43936     
  1067.01        2500.00        2.18168                 NaN            NaN   11.3182        12.1482                 NaN   12.7086        59.1950        2.44827     
  1065.45        2500.00        2.15538                 NaN            NaN   11.3509        12.1363                 NaN   12.7170        59.1827        2.45775     
  1063.89        2500.00        2.14011                 NaN            NaN   11.3605        12.1330                 NaN   12.7252        59.1750        2.46618     
  1062.33        2500.00        2.12457                 NaN            NaN   11.3899        12.1083                 NaN   12.7258        59.1781        2.47334     
  1060.78        2500.00        2.09548                 NaN            NaN   11.4119        12.1162                 NaN   12.7411        59.1521        2.48312     
  1059.22        2500.00        2.07010                 NaN            NaN   11.4448        12.1060                 NaN   12.7490        59.1387        2.49143     
  1057.66        2500.00        2.08667                 NaN            NaN   11.3898        12.1265                 NaN   12.7552        59.1452        2.49655     
  1056.10        2500.00        2.05306                 NaN            NaN   11.4403        12.1077                 NaN   12.7636        59.1296        2.50583     
  1054.54        2500.00        2.00385                 NaN            NaN   11.5222        12.0833                 NaN   12.7731        59.1023        2.51520     
  1052.98        2500.00        1.97162                 NaN            NaN   11.5714        12.0684                 NaN   12.7810        59.0844        2.52309     
  1051.43        2500.00        1.96126                 NaN            NaN   11.5710        12.0700                 NaN   12.7894        59.0779        2.53040     
  1049.87        2500.00        1.94834                 NaN            NaN   11.5772        12.0688                 NaN   12.7975        59.0705        2.53765     
  1048.31        2500.00        1.91310                 NaN            NaN   11.6329        12.0541                 NaN   12.8059        59.0490        2.54503     
  1046.75        2500.00        1.90049                 NaN            NaN   11.6388        12.0533                 NaN   12.8138        59.0416        2.55197     
  1045.19        2500.00        1.87832                 NaN            NaN   11.6676        12.0457                 NaN   12.8214        59.0283        2.55870     
  1043.63        2500.00        1.84679                 NaN            NaN   11.7142        12.0360                 NaN   12.8304        59.0071        2.56547     
  1042.08        2500.00        1.83833                 NaN            NaN   11.7107        12.0372                 NaN   12.8387        59.0027        2.57247     
  1040.52        2500.00        1.81786                 NaN            NaN   11.7344        12.0323                 NaN   12.8470        58.9894        2.57902     
  1038.96        2500.00        1.79708                 NaN            NaN   11.7590        12.0275                 NaN   12.8553        58.9757        2.58543     
  1037.40        2500.00        1.78081                 NaN            NaN   11.7740        12.0251                 NaN   12.8634        58.9650        2.59172     
  1035.84        2500.00        1.75623                 NaN            NaN   11.8069        12.0187                 NaN   12.8721        58.9481        2.59789     
  1034.28        2500.00        1.73736                 NaN            NaN   11.8277        12.0153                 NaN   12.8805        58.9352        2.60396     
  1032.73        2500.00        1.71775                 NaN            NaN   11.8501        12.0117                 NaN   12.8889        58.9216        2.60991     
  1031.17        2500.00        1.69720                 NaN            NaN   11.8747        12.0079                 NaN   12.8975        58.9070        2.61573     
  1029.61        2500.00        1.67940                 NaN            NaN   11.8936        12.0056                 NaN   12.9057        58.8943        2.62136     
  1028.05        2500.00        1.66272                 NaN            NaN   11.9100        12.0036                 NaN   12.9141        58.8825        2.62710     
  1026.49        2500.00        1.64002                 NaN            NaN   11.9395        11.9994                 NaN   12.9230        58.8656        2.63253     
  1024.93        2500.00        1.62028                 NaN            NaN   11.9632        11.9966                 NaN   12.9315        58.8507        2.63776     
  1023.38        2500.00        1.60227                 NaN            NaN   11.9825        11.9948                 NaN   12.9401        58.8373        2.64313     
  1021.82        2500.00        1.58111                 NaN            NaN   12.0091        11.9918                 NaN   12.9489        58.8209        2.64820     
  1020.26        2500.00        1.56197                 NaN            NaN   12.0313        11.9898                 NaN   12.9576        58.8060        2.65324     
  1018.70        2500.00        1.54447                 NaN            NaN   12.0501        11.9886                 NaN   12.9662        58.7924        2.65821     
  1017.14        2500.00        1.52212                 NaN            NaN   12.0795        11.9860                 NaN   12.9753        58.7742        2.66288     
  1015.58        2500.00        1.50498                 NaN            NaN   12.0977        11.9851                 NaN   12.9839        58.7606        2.66768     
  1014.03        2500.00        1.48528                 NaN            NaN   12.1214        11.9837                 NaN   12.9929        58.7444        2.67226     
  1012.47        2500.00        1.46547                 NaN            NaN   12.1455        11.9824                 NaN   13.0019        58.7279        2.67672     
  1010.91        2500.00        1.44785                 NaN            NaN   12.1653        11.9818                 NaN   13.0106        58.7133        2.68115     
  1009.35        2500.00        1.42924                 NaN            NaN   12.1866        11.9813                 NaN   13.0197        58.6976        2.68556     
  1007.79        2500.00        1.41158                 NaN            NaN   12.2064        11.9813                 NaN   13.0284        58.6826        2.68977     
  1006.23        2500.00        1.39164                 NaN            NaN   12.2310        11.9808                 NaN   13.0376        58.6652        2.69381     
  1004.68        2500.00        1.37244                 NaN            NaN   12.2540        11.9805                 NaN   13.0469        58.6483        2.69785     
  1003.12        2500.00        1.35848                 NaN            NaN   12.2687        11.9775                 NaN   13.0544        58.6388        2.70210     
  1001.56        2500.00        1.33494                 NaN            NaN   12.2983        11.9809                 NaN   13.0653        58.6149        2.70562     
  1000.00        2500.00        1.31648                 NaN            NaN   12.3200        11.9814                 NaN   13.0745        58.5983        2.70940     
