|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1564.13        2500.00                 NaN   99.2594       0.679739       0.609088E-001            NaN            NaN            NaN            NaN            NaN
  1562.57        2500.00                 NaN   99.2680       0.673437       0.585630E-001            NaN            NaN            NaN            NaN            NaN
  1561.01        2500.00                 NaN   99.2719       0.670099       0.579901E-001            NaN            NaN            NaN            NaN            NaN
  1559.46        2500.00                 NaN   99.2769       0.659081       0.639817E-001            NaN            NaN            NaN            NaN            NaN
  1557.90        2500.00                 NaN   97.0039        2.77630       0.219806                 NaN            NaN            NaN            NaN            NaN
  1556.34        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.78        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.22        2500.00                 NaN   99.9912       0.880905E-002  0.464260E-005            NaN            NaN            NaN            NaN            NaN
  1551.66        2500.00                 NaN   99.6200       0.351410       0.286389E-001            NaN            NaN            NaN            NaN            NaN
  1550.10        2500.00                 NaN   99.1331       0.745776       0.121085                 NaN            NaN            NaN            NaN            NaN
  1548.55        2500.00                 NaN   99.3664       0.633636                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.99        2500.00                 NaN   99.3203       0.639875       0.398159E-001            NaN            NaN            NaN            NaN            NaN
  1545.43        2500.00                 NaN   99.3249       0.653259       0.218657E-001            NaN            NaN            NaN            NaN            NaN
  1543.87        2500.00                 NaN   99.3288       0.597755       0.734727E-001            NaN            NaN            NaN            NaN            NaN
  1542.31        2500.00                 NaN   99.3343       0.620136       0.456014E-001            NaN            NaN            NaN            NaN            NaN
  1540.75        2500.00                 NaN   99.1185       0.821833       0.596579E-001            NaN            NaN            NaN            NaN            NaN
  1539.20        2500.00                 NaN   99.5616       0.413596       0.248531E-001            NaN            NaN            NaN            NaN            NaN
  1537.64        2500.00                 NaN   99.3459       0.611901       0.421880E-001            NaN            NaN            NaN            NaN            NaN
  1536.08        2500.00                 NaN   99.3511       0.608007       0.408695E-001            NaN            NaN            NaN            NaN            NaN
  1534.52        2500.00                 NaN   99.3550       0.604750       0.402213E-001            NaN            NaN            NaN            NaN            NaN
  1532.96        2500.00                 NaN   99.3588       0.601907       0.392702E-001            NaN            NaN            NaN            NaN            NaN
  1531.40        2500.00                 NaN   99.3642       0.596795       0.389895E-001            NaN            NaN            NaN            NaN            NaN
  1529.85        2500.00                 NaN   99.3672       0.595578       0.372116E-001            NaN            NaN            NaN            NaN            NaN
  1528.29        2500.00                 NaN   99.3697       0.594728       0.355850E-001            NaN            NaN            NaN            NaN            NaN
  1526.73        2500.00                 NaN   99.5925       0.383947       0.235708E-001            NaN            NaN            NaN            NaN            NaN
  1525.17        2500.00                 NaN   99.1558       0.802240       0.420002E-001            NaN            NaN            NaN            NaN            NaN
  1523.61        2500.00                 NaN   99.3818       0.584843       0.333398E-001            NaN            NaN            NaN            NaN            NaN
  1522.05        2500.00                 NaN   99.3527       0.614636       0.326290E-001            NaN            NaN            NaN            NaN            NaN
  1520.50        2500.00                 NaN   99.4197       0.550563       0.296895E-001            NaN            NaN            NaN            NaN            NaN
  1518.94        2500.00                 NaN   99.3913       0.579265       0.294788E-001            NaN            NaN            NaN            NaN            NaN
  1517.38        2500.00                 NaN   99.3959       0.574625       0.295114E-001            NaN            NaN            NaN            NaN            NaN
  1515.82        2500.00                 NaN   99.3976       0.574546       0.278422E-001            NaN            NaN            NaN            NaN            NaN
  1514.26        2500.00                 NaN   99.4869       0.489799       0.233383E-001            NaN            NaN            NaN            NaN            NaN
  1512.70        2500.00                 NaN   99.3168       0.654379       0.288083E-001            NaN            NaN            NaN            NaN            NaN
  1511.15        2500.00                 NaN   99.4062       0.569278       0.245269E-001            NaN            NaN            NaN            NaN            NaN
  1509.59        2500.00                 NaN   99.4055       0.572247       0.222465E-001            NaN            NaN            NaN            NaN            NaN
  1508.03        2500.00                 NaN   98.9492       0.398524       0.648431E-001  0.587455                 NaN            NaN            NaN            NaN
  1506.47        2500.00                 NaN   98.7491       0.318321       0.831891E-001  0.849356                 NaN            NaN            NaN            NaN
  1504.91        2500.00                 NaN   98.7601       0.317996       0.792740E-001  0.842673                 NaN            NaN            NaN            NaN
  1503.35        2500.00                 NaN   98.7760       0.311338       0.793304E-001  0.833373                 NaN            NaN            NaN            NaN
  1501.80        2500.00                 NaN   98.7711       0.202220       0.684976E-001  0.802962       0.155191                 NaN            NaN            NaN
  1500.24        2500.00                 NaN   98.7532       0.286433E-001  0.504880E-001  0.410698       0.757003                 NaN            NaN            NaN
  1498.68        2500.00                 NaN   98.7639       0.228407E-001  0.484819E-001  0.749402       0.415409                 NaN            NaN            NaN
  1497.12        2500.00                 NaN   98.7751       0.186147E-001  0.468439E-001  0.417551       0.741908                 NaN            NaN            NaN
  1495.56        2500.00                 NaN   98.7865       0.193549E-001  0.452110E-001  0.735677       0.413291                 NaN            NaN            NaN
  1494.00        2500.00                 NaN   98.7997       0.829396E-002  0.435252E-001  0.725376       0.423086                 NaN            NaN            NaN
  1492.45        2500.00                 NaN   98.8058       0.501076E-002  0.422142E-001  0.425637       0.721336                 NaN            NaN            NaN
  1490.89        2500.00                 NaN   98.8232       0.383602E-002  0.401762E-001  0.422735       0.710003                 NaN            NaN            NaN
  1489.33        2500.00                 NaN   98.8291                 NaN  0.389198E-001  0.425541       0.706395                 NaN            NaN            NaN
  1487.77        2500.00                 NaN   98.8318                 NaN  0.367302E-001  0.425804       0.705651                 NaN            NaN            NaN
  1486.21        2500.00                 NaN   98.8567                 NaN  0.373094E-001  0.690382       0.415584                 NaN            NaN            NaN
  1484.65        2500.00                 NaN   98.8605       0.638142E-002  0.337215E-001  0.412167       0.687258                 NaN            NaN            NaN
  1483.09        2500.00                 NaN   98.8711       0.559561E-001  0.305797E-001  0.684945       0.357397                 NaN            NaN            NaN
  1481.54        2500.00                 NaN   98.8781                 NaN  0.311374E-001  0.675967       0.414778                 NaN            NaN            NaN
  1479.98        2500.00                 NaN   98.8860                 NaN  0.299583E-001  0.411551       0.672524                 NaN            NaN            NaN
  1478.42        2500.00                 NaN   98.8990                 NaN  0.280271E-001  0.409879       0.663104                 NaN            NaN            NaN
  1476.86        2500.00                 NaN   98.9041                 NaN  0.271069E-001  0.407853       0.660938                 NaN            NaN            NaN
  1475.30        2500.00                 NaN   98.9145                 NaN  0.253786E-001  0.406117       0.653963                 NaN            NaN            NaN
  1473.74        2500.00                 NaN   98.9228       0.377385E-001  0.223497E-001  0.651062       0.366079                 NaN            NaN            NaN
  1472.19        2500.00                 NaN   98.9326       0.393950E-001  0.211356E-001  0.646286       0.360572                 NaN            NaN            NaN
  1470.63        2500.00                 NaN   98.9392                 NaN  0.213596E-001  0.400181       0.639295                 NaN            NaN            NaN
  1469.07        2500.00                 NaN   98.9456                 NaN  0.199650E-001  0.399158       0.635232                 NaN            NaN            NaN
  1467.51        2500.00                 NaN   98.9516                 NaN  0.190250E-001  0.632125       0.397271                 NaN            NaN            NaN
  1465.95        2500.00                 NaN   98.9657                 NaN  0.175025E-001  0.393486       0.623270                 NaN            NaN            NaN
  1464.39        2500.00                 NaN   98.9694                 NaN  0.164549E-001  0.621159       0.393003                 NaN            NaN            NaN
  1462.84        2500.00                 NaN   98.9766                 NaN  0.438993E-001  0.353759       0.625699                 NaN            NaN            NaN
  1461.28        2500.00                 NaN   98.9866                 NaN  0.113070E-005  0.607180       0.406244                 NaN            NaN            NaN
  1459.72        2500.00                 NaN   98.9876                 NaN  0.238686E-002  0.402615       0.607351                 NaN            NaN            NaN
  1458.16        2500.00                 NaN   98.9964                 NaN  0.683184E-002  0.604264       0.392468                 NaN            NaN            NaN
  1456.60        2500.00                 NaN   99.0035                 NaN  0.106292E-001  0.601605       0.384310                 NaN            NaN            NaN
  1455.04        2500.00                 NaN   99.0098                 NaN  0.957729E-002  0.598229       0.382421                 NaN            NaN            NaN
  1453.49        2500.00                 NaN   99.0160                 NaN  0.852885E-002  0.594645       0.380787                 NaN            NaN            NaN
  1451.93        2500.00                 NaN   99.0439                 NaN  0.710223E-002  0.578140       0.370855                 NaN            NaN            NaN
  1450.37        2500.00                 NaN   99.0063                 NaN  0.636962E-002  0.386177       0.601166                 NaN            NaN            NaN
  1448.81        2500.00                 NaN   99.0335                 NaN  0.526745E-002  0.376220       0.584991                 NaN            NaN            NaN
  1447.25        2500.00                 NaN   99.0390                 NaN  0.424868E-002  0.582346       0.374381                 NaN            NaN            NaN
  1445.69        2500.00                 NaN   99.0571                 NaN  0.326891E-002  0.368042       0.571623                 NaN            NaN            NaN
  1444.14        2500.00                 NaN   98.4667                 NaN  0.100166       0.514201       0.644847       0.274080                 NaN            NaN
  1442.58        2500.00                 NaN   97.6230                 NaN  0.252778       0.720313       0.708747       0.695207                 NaN            NaN
  1441.02        2500.00                 NaN   97.6653                 NaN  0.252418       0.708530       0.690118       0.683633                 NaN            NaN
  1439.46        2500.00                 NaN   97.7211                 NaN  0.248914       0.671213       0.692490       0.666288                 NaN            NaN
  1437.90        2500.00                 NaN   97.7614                 NaN  0.248202       0.681637       0.653795       0.654992                 NaN            NaN
  1436.34        2500.00                 NaN   97.8024                 NaN  0.247707       0.635236       0.671716       0.642967                 NaN            NaN
  1434.79        2500.00                 NaN   97.8459                 NaN  0.245732       0.658125       0.619972       0.630269                 NaN            NaN
  1433.23        2500.00                 NaN   97.8864                 NaN  0.244490       0.603867       0.646309       0.618949                 NaN            NaN
  1431.67        2500.00                 NaN   97.9154                 NaN  0.245295       0.592730       0.635601       0.611007                 NaN            NaN
  1430.11        2500.00                 NaN   97.9743                 NaN  0.239632       0.571729       0.621839       0.592463                 NaN            NaN
  1428.55        2500.00                 NaN   97.9978                 NaN  0.241351       0.559181       0.614995       0.586632                 NaN            NaN
  1426.99        2500.00                 NaN   97.9926                 NaN  0.248439       0.544093       0.623172       0.591734                 NaN            NaN
  1425.44        2500.00                 NaN   98.1135                 NaN  0.229948       0.579200       0.526968       0.550422                 NaN            NaN
  1423.88        2500.00                 NaN   98.1007                 NaN  0.238215       0.585556       0.519019       0.556542                 NaN            NaN
  1422.32        2500.00                 NaN   98.1341                 NaN  0.236916       0.576254       0.506040       0.546658                 NaN            NaN
  1420.76        2500.00                 NaN   98.1657                 NaN  0.236193       0.566649       0.493857       0.537613                 NaN            NaN
  1419.20        2500.00                 NaN   98.1965                 NaN  0.235242       0.558630       0.480725       0.528899                 NaN            NaN
  1417.64        2500.00                 NaN   98.2272                 NaN  0.233531       0.549569       0.470283       0.519445                 NaN            NaN
  1416.09        2500.00                 NaN   98.2534                 NaN  0.233771       0.542211       0.458945       0.511706                 NaN            NaN
  1414.53        2500.00                 NaN   98.2807                 NaN  0.232999       0.534209       0.448219       0.503842                 NaN            NaN
  1412.97        2500.00                 NaN   98.3051                 NaN  0.233647       0.527869       0.436402       0.497009                 NaN            NaN
  1411.41        2500.00                 NaN   98.3379                 NaN  0.229277       0.517422       0.429026       0.486374                 NaN            NaN
  1409.85        2500.00                 NaN   98.3585                 NaN  0.230863       0.417037       0.512638       0.480932                 NaN            NaN
  1408.29        2500.00                 NaN   98.3835                 NaN  0.230122       0.505478       0.407449       0.473480                 NaN            NaN
  1406.73        2500.00                 NaN   98.4078                 NaN  0.229462       0.397640       0.498585       0.466496                 NaN            NaN
  1405.18        2500.00                 NaN   98.4322                 NaN  0.228601       0.388479       0.491309       0.459398                 NaN            NaN
  1403.62        2500.00                 NaN   98.4526                 NaN  0.228322       0.486171       0.379872       0.452989                 NaN            NaN
  1402.06        2500.00                 NaN   98.4760                 NaN  0.227650       0.371200       0.478997       0.446179                 NaN            NaN
  1400.50        2500.00                 NaN   98.4974                 NaN  0.227108       0.472903       0.362666       0.439941                 NaN            NaN
  1398.94        2500.00                 NaN   98.5171                 NaN  0.226793       0.467513       0.354588       0.434006                 NaN            NaN
  1397.38        2500.00                 NaN   98.5381                 NaN  0.225880       0.346625       0.461584       0.427841                 NaN            NaN
  1395.83        2500.00                 NaN   98.5589                 NaN  0.225420       0.455795       0.338180       0.421676                 NaN            NaN
  1394.27        2500.00                 NaN   98.5785                 NaN  0.224911       0.330769       0.450100       0.415673                 NaN            NaN
  1392.71        2500.00                 NaN   98.5976                 NaN  0.224643       0.444591       0.322900       0.410285                 NaN            NaN
  1391.15        2500.00                 NaN   98.6166                 NaN  0.223331       0.316944       0.438851       0.404318                 NaN            NaN
  1389.59        2500.00                 NaN   98.6334                 NaN  0.223453       0.434662       0.309103       0.399379                 NaN            NaN
  1388.03        2500.00                 NaN   98.9662                 NaN  0.174328       0.321523       0.232417       0.305504                 NaN            NaN
  1386.48        2500.00                 NaN   98.3539                 NaN  0.270883       0.531057       0.366725       0.477454                 NaN            NaN
  1384.92        2500.00                 NaN   98.6863                 NaN  0.221549       0.419021       0.289635       0.383475                 NaN            NaN
  1383.36        2500.00                 NaN   98.7011                 NaN  0.221469       0.415200       0.283086       0.379133                 NaN            NaN
  1381.80        2500.00                 NaN   98.7186                 NaN  0.220516       0.277157       0.410067       0.373706                 NaN            NaN
  1380.24        2500.00                 NaN   98.7328                 NaN  0.220482       0.406248       0.271052       0.369447                 NaN            NaN
  1378.68        2500.00                 NaN   98.7494                 NaN  0.219249       0.265932       0.401103       0.364333                 NaN            NaN
  1377.13        2500.00                 NaN   98.7637                 NaN  0.218874       0.259977       0.397412       0.360036                 NaN            NaN
  1375.57        2500.00                 NaN   98.7783                 NaN  0.218451       0.254761       0.392873       0.355616                 NaN            NaN
  1374.01        2500.00                 NaN   98.7930                 NaN  0.217839       0.249132       0.388838       0.351147                 NaN            NaN
  1372.45        2500.00                 NaN   98.8068                 NaN  0.217357       0.385177       0.243707       0.346915                 NaN            NaN
  1370.89        2500.00                 NaN   98.8205                 NaN  0.216271       0.239672       0.380879       0.342646                 NaN            NaN
  1369.33        2500.00                 NaN   98.8287                 NaN  0.217308       0.379454       0.234582       0.339943                 NaN            NaN
  1367.78        2500.00                 NaN   98.8490                 NaN  0.213925       0.230912       0.372494       0.333689                 NaN            NaN
  1366.22        2500.00                 NaN   98.8570                 NaN  0.215808       0.371101       0.224556       0.331531                 NaN            NaN
  1364.66        2500.00                 NaN   98.8736                 NaN  0.212483       0.365229       0.222744       0.325960                 NaN            NaN
  1363.10        2500.00                 NaN   98.8845                 NaN  0.212823       0.362631       0.217127       0.322928                 NaN            NaN
  1361.54        2500.00                 NaN   98.8966                 NaN  0.212137       0.212440       0.359659       0.319177                 NaN            NaN
  1359.98        2500.00                 NaN   98.9091                 NaN  0.211192       0.355455       0.209010       0.315246                 NaN            NaN
  1358.43        2500.00                 NaN   98.9200                 NaN  0.210362       0.352316       0.205573       0.311766                 NaN            NaN
  1356.87        2500.00                 NaN   98.9294                 NaN  0.209934       0.201916       0.350029       0.308738                 NaN            NaN
  1355.31        2500.00                 NaN   98.9431                 NaN  0.208038       0.345374       0.199195       0.304340                 NaN            NaN
  1353.75        2500.00                 NaN   98.9534                 NaN  0.207542       0.342616       0.195186       0.301238                 NaN            NaN
  1352.19        2500.00                 NaN   98.9641                 NaN  0.206538       0.339456       0.191995       0.297900                 NaN            NaN
  1350.63        2500.00                 NaN   98.9739                 NaN  0.205281       0.336726       0.189404       0.294653                 NaN            NaN
  1349.08        2500.00                 NaN   98.9847                 NaN  0.204356       0.333193       0.186444       0.291297                 NaN            NaN
  1347.52        2500.00                 NaN   98.9942                 NaN  0.203253       0.330579       0.183813       0.288204                 NaN            NaN
  1345.96        2500.00                 NaN   99.0051                 NaN  0.201963       0.327150       0.181004       0.284796                 NaN            NaN
  1344.40        2500.00                 NaN   99.0145                 NaN  0.200911       0.178386       0.324346       0.281844                 NaN            NaN
  1342.84        2500.00                 NaN   99.0234                 NaN  0.199214       0.321535       0.177159       0.278719                 NaN            NaN
  1341.28        2500.00                 NaN   99.0327                 NaN  0.198140       0.318693       0.174668       0.275783                 NaN            NaN
  1339.72        2500.00                 NaN   99.0415                 NaN  0.196518       0.173073       0.316143       0.272814                 NaN            NaN
  1338.17        2500.00                 NaN   99.0512                 NaN  0.195246       0.312990       0.170815       0.269795                 NaN            NaN
  1336.61        2500.00                 NaN   99.0597                 NaN  0.193921       0.169279       0.310091       0.267012                 NaN            NaN
  1335.05        2500.00                 NaN   99.0678                 NaN  0.192103       0.307748       0.168158       0.264185                 NaN            NaN
  1333.49        2500.00                 NaN   99.0756                 NaN  0.191046       0.305529       0.166257       0.261601                 NaN            NaN
  1331.93        2500.00                 NaN   99.0843                 NaN  0.188495       0.166458       0.302217       0.258573                 NaN            NaN
  1330.37        2500.00                 NaN   99.0924                 NaN  0.187279       0.299859       0.164535       0.255963                 NaN            NaN
  1328.82        2500.00                 NaN   99.1008                 NaN  0.185313       0.163798       0.296967       0.253162                 NaN            NaN
  1327.26        2500.00                 NaN   99.1086                 NaN  0.184072       0.294659       0.161983       0.250654                 NaN            NaN
  1325.70        2500.00                 NaN   99.1160                 NaN  0.181593       0.291596       0.162822       0.248029                 NaN            NaN
  1324.14        2500.00                 NaN   99.1243                 NaN  0.180139       0.161056       0.289068       0.245457                 NaN            NaN
  1322.58        2500.00                 NaN   99.1306                 NaN  0.177877       0.161789       0.286726       0.242971                 NaN            NaN
  1321.02        2500.00                 NaN   99.1382                 NaN  0.176161       0.161024       0.284066       0.240575                 NaN            NaN
  1319.47        2500.00                 NaN   99.1447                 NaN  0.173658       0.281279       0.162210       0.238154                 NaN            NaN
  1317.91        2500.00                 NaN   99.1521                 NaN  0.171748       0.161684       0.278754       0.235737                 NaN            NaN
  1316.35        2500.00                 NaN   99.1588                 NaN  0.169853       0.276716       0.161256       0.233418                 NaN            NaN
  1314.79        2500.00                 NaN   99.1653                 NaN  0.167411       0.273833       0.162360       0.231111                 NaN            NaN
  1313.23        2500.00                 NaN   99.1716                 NaN  0.164920       0.163107       0.271519       0.228814                 NaN            NaN
  1311.67        2500.00                 NaN   99.1782                 NaN  0.162794       0.268758       0.163667       0.226623                 NaN            NaN
  1310.12        2500.00                 NaN   99.1845                 NaN  0.160480       0.266250       0.164302       0.224422                 NaN            NaN
  1308.56        2500.00                 NaN   99.1909                 NaN  0.157956       0.263953       0.165017       0.222132                 NaN            NaN
  1307.00        2500.00                 NaN   99.1960                 NaN  0.155425       0.261348       0.166994       0.220220                 NaN            NaN
  1305.44        2500.00                 NaN   99.2024                 NaN  0.152691       0.258581       0.168342       0.217994                 NaN            NaN
  1303.88        2500.00                 NaN   99.2086                 NaN  0.151118       0.256323       0.167832       0.216092                 NaN            NaN
  1302.32        2500.00                 NaN   99.2127                 NaN  0.147660       0.171824       0.253546       0.214281                 NaN            NaN
  1300.77        2500.00                 NaN   99.2200                 NaN  0.144575       0.250995       0.172785       0.211646                 NaN            NaN
  1299.21        2500.00                 NaN   99.2243                 NaN  0.142345       0.248670       0.174595       0.210083                 NaN            NaN
  1297.65        2500.00                 NaN   99.2304                 NaN  0.139814       0.246071       0.175633       0.208095                 NaN            NaN
  1296.09        2500.00                 NaN   99.2349                 NaN  0.135509       0.243227       0.180250       0.206159                 NaN            NaN
  1294.53        2500.00                 NaN   99.2406                 NaN  0.135550       0.177672       0.241645       0.204529                 NaN            NaN
  1292.97        2500.00                 NaN   99.2457                 NaN  0.131715       0.238634       0.181308       0.202671                 NaN            NaN
  1291.42        2500.00                 NaN   99.2501                 NaN  0.128205       0.235961       0.184944       0.200780                 NaN            NaN
  1289.86        2500.00                 NaN   99.2550                 NaN  0.125552       0.233256       0.187045       0.199113                 NaN            NaN
  1288.30        2500.00                 NaN   99.2602                 NaN  0.122960       0.189059       0.230447       0.197373                 NaN            NaN
  1286.74        2500.00                 NaN   99.2646                 NaN  0.119959       0.191638       0.227935       0.195825                 NaN            NaN
  1285.18        2500.00                 NaN   99.2691                 NaN  0.116813       0.194682       0.225378       0.194006                 NaN            NaN
  1283.62        2500.00                 NaN   99.2737                 NaN  0.114066       0.222979       0.196819       0.192468                 NaN            NaN
  1282.07        2500.00                 NaN   92.6269                 NaN  0.977742        1.05981       0.148336       0.966486        4.22077                 NaN
  1280.51        2500.00                 NaN   90.4002                 NaN   1.27138       0.110836        1.35472        1.22403        5.63881                 NaN
  1278.95        2500.00        5.38414        34.4653                 NaN  0.107834E-004   8.55985        6.48904        7.23858        37.8630                 NaN
  1277.39        2500.00        8.26991                 NaN            NaN  0.317480E-005   12.6790        9.71112        10.9301        58.4098                 NaN
  1275.83        2500.00        8.26929                 NaN            NaN  0.328519E-005   9.74129        12.6442        10.9446        58.4006                 NaN
  1274.27        2500.00        8.26901                 NaN            NaN  0.339452E-005   12.6150        9.76558        10.9582        58.3922                 NaN
  1272.71        2500.00        8.26835                 NaN            NaN  0.330890E-005   12.5744        9.80084        10.9734        58.3830                 NaN
  1271.16        2500.00        8.26742                 NaN            NaN  0.365675E-005   12.5486        9.82327        10.9872        58.3735                 NaN
  1269.60        2500.00        8.26686                 NaN            NaN  0.368953E-005   12.5135        9.85321        11.0020        58.3644                 NaN
  1268.04        2500.00        8.26603                 NaN            NaN  0.380774E-005   12.4798        9.88226        11.0169        58.3549                 NaN
  1266.48        2500.00        8.26531                 NaN            NaN  0.388876E-005   9.90929        12.4489        11.0308        58.3457                 NaN
  1264.92        2500.00        8.26425                 NaN            NaN  0.411073E-005   9.93960        12.4156        11.0446        58.3359                 NaN
  1263.36        2500.00        8.25050                 NaN            NaN  0.523429E-001   10.1061        12.0224        11.4551        58.1136                 NaN
  1261.81        2500.00        8.26318                 NaN            NaN  0.438452E-005   12.3592        9.98669        11.0728        58.3181                 NaN
  1260.25        2500.00        8.26175                 NaN            NaN  0.468011E-005   12.3254        10.0170        11.0885        58.3074                 NaN
  1258.69        2500.00        8.26081                 NaN            NaN  0.459943E-005   12.2937        10.0444        11.1033        58.2977                 NaN
  1257.13        2500.00        8.25961                 NaN            NaN  0.552994E-005   12.2717        10.0637        11.1175        58.2874                 NaN
  1255.57        2500.00        8.25874                 NaN            NaN  0.495403E-005   12.2341        10.0970        11.1321        58.2781                 NaN
  1254.01        2500.00        8.25787                 NaN            NaN  0.524249E-005   10.1205        12.2073        11.1457        58.2686                 NaN
  1252.46        2500.00        8.25676                 NaN            NaN  0.548502E-005   12.1769        10.1471        11.1606        58.2586                 NaN
  1250.90        2500.00        8.25534                 NaN            NaN  0.570638E-005   12.1486        10.1729        11.1752        58.2480                 NaN
  1249.34        2500.00        8.25449                 NaN            NaN  0.599231E-005   12.1225        10.1956        11.1890        58.2384                 NaN
  1247.78        2500.00        8.25265                 NaN            NaN  0.604581E-005   12.0888        10.2270        11.2044        58.2271                 NaN
  1246.22        2500.00        8.25243                 NaN            NaN  0.632791E-005   10.2474        12.0635        11.2177        58.2189                 NaN
  1244.66        2500.00        8.24991                 NaN            NaN            NaN   12.0344        10.2759        11.2337        58.2061                 NaN
  1243.11        2500.00        8.24865                 NaN            NaN            NaN   12.0074        10.3003        11.2478        58.1959                 NaN
  1241.55        2500.00        8.24716                 NaN            NaN            NaN   10.3253        11.9800        11.2625        58.1851                 NaN
  1239.99        2500.00        8.24576                 NaN            NaN            NaN   10.3515        11.9513        11.2769        58.1745                 NaN
  1238.43        2500.00        8.24383                 NaN            NaN            NaN   10.3772        11.9237        11.2924        58.1629                 NaN
