|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1203.58        500.000        98.6009       0.261981                 NaN  0.118407                 NaN  0.222528       0.781701       0.144639E-001            NaN
  1202.17        500.000        98.6613                 NaN            NaN  0.309376                 NaN  0.154802       0.848531       0.260302E-001            NaN
  1200.76        500.000        97.5192       0.626016E-001            NaN  0.230705                 NaN  0.282689        1.41830       0.381030E-001  0.448414     
  1199.34        500.000        99.0712       0.852397E-001            NaN  0.418471E-001  0.203124       0.954569E-001  0.503116                 NaN            NaN
  1197.93        500.000        97.3702                 NaN            NaN  0.514262E-001  0.442883       0.254578        1.12666       0.150655E-001  0.739187     
  1196.52        500.000        91.8857                 NaN            NaN  0.632417       0.360546       0.682128        3.22789       0.355964E-001   3.17573     
  1195.10        500.000        85.6925       0.364068                 NaN   1.07129                 NaN   1.16001        5.80356       0.850080E-001   5.82360     
  1193.69        500.000        98.8717       0.375744E-001            NaN  0.965557E-001            NaN  0.958750E-001  0.451292       0.552579E-002  0.441486     
  1192.27        500.000        90.7914       0.161641                 NaN  0.855769                 NaN  0.814289        3.71044       0.311876E-001   3.63531     
  1190.86        500.000        89.7697                 NaN            NaN  0.409180       0.790612       0.813989        4.10700       0.468335E-001   4.06273     
  1189.45        500.000        91.3506                 NaN            NaN  0.808441       0.205469       0.709713        3.51725       0.318491E-001   3.37668     
  1188.03        500.000        88.3066       0.265199                 NaN  0.859804                 NaN  0.914164        4.87252       0.584652E-001   4.72323     
  1186.62        500.000        81.6207       0.421479                 NaN   1.17069                 NaN   1.38991        7.83675       0.913261E-001   7.46917     
  1185.21        500.000                 NaN            NaN            NaN   1.09420        8.38021        7.44280        42.8306       0.335592        39.9166     
  1183.79        500.000                 NaN   1.47869                 NaN   2.61826        4.32505        7.28852        43.3027       0.432957        40.5539     
  1182.38        500.000                 NaN            NaN            NaN   8.26819        1.20826        7.44750        42.8215       0.335013        39.9195     
  1180.96        500.000                 NaN   2.20878                 NaN   5.69915                 NaN   7.21444        43.5260       0.479592        40.8720     
  1179.55        500.000                 NaN   1.56952                 NaN   2.52732        4.26673        7.28576        43.3159       0.437156        40.5976     
  1178.14        500.000                 NaN   2.24073                 NaN   5.64478                 NaN   7.21088        43.5333       0.481633        40.8887     
  1176.72        500.000                 NaN   2.26440                 NaN   5.60372                 NaN   7.21097        43.5374       0.483211        40.9003     
  1175.31        500.000                 NaN   2.28091                 NaN   5.57543                 NaN   7.21004        43.5405       0.484269        40.9089     
  1173.90        500.000                 NaN   2.47220                 NaN   5.22450                 NaN   7.18497        43.6241       0.500666        40.9935     
  1172.48        500.000                 NaN   2.47214                 NaN   5.22432                 NaN   7.18493        43.6235       0.500655        40.9945     
  1171.07        500.000                 NaN   2.47208                 NaN   5.22415                 NaN   7.18489        43.6228       0.500644        40.9955     
  1169.65        500.000                 NaN   2.47201                 NaN   5.22400                 NaN   7.18485        43.6221       0.500632        40.9964     
  1168.24        500.000                 NaN   2.47194                 NaN   5.22384                 NaN   7.18481        43.6214       0.500620        40.9974     
  1166.83        500.000                 NaN   2.47188                 NaN   5.22368                 NaN   7.18477        43.6207       0.500608        40.9984     
  1165.41        500.000                 NaN   2.47181                 NaN   5.22353                 NaN   7.18473        43.6200       0.500596        40.9993     
  1164.00        500.000                 NaN   2.47174                 NaN   5.22337                 NaN   7.18469        43.6193       0.500584        41.0003     
  1162.59        500.000                 NaN   2.47167                 NaN   5.22322                 NaN   7.18465        43.6186       0.500572        41.0013     
  1161.17        500.000                 NaN   2.47160                 NaN   5.22306                 NaN   7.18461        43.6179       0.500560        41.0022     
  1159.76        500.000                 NaN   2.47153                 NaN   5.22291                 NaN   7.18457        43.6172       0.500548        41.0032     
  1158.34        500.000                 NaN   2.48820                 NaN   5.19523                 NaN   7.18438        43.6185       0.501486        41.0122     
  1156.93        500.000                 NaN   2.48813                 NaN   5.19507                 NaN   7.18434        43.6178       0.501474        41.0131     
  1155.52        500.000                 NaN   2.48806                 NaN   5.19492                 NaN   7.18430        43.6172       0.501462        41.0141     
  1154.10        500.000                 NaN   2.48799                 NaN   5.19477                 NaN   7.18426        43.6165       0.501450        41.0151     
  1152.69        500.000                 NaN   2.50338                 NaN   5.16938                 NaN   7.18423        43.6172       0.502294        41.0235     
  1151.27        500.000                 NaN   2.50331                 NaN   5.16923                 NaN   7.18419        43.6165       0.502282        41.0245     
  1149.86        500.000                 NaN   2.50324                 NaN   5.16908                 NaN   7.18415        43.6158       0.502270        41.0255     
  1148.45        500.000                 NaN   2.50317                 NaN   5.16893                 NaN   7.18411        43.6151       0.502258        41.0264     
  1147.03        500.000                 NaN   2.50310                 NaN   5.16877                 NaN   7.18407        43.6144       0.502246        41.0274     
  1145.62        500.000                 NaN   2.50303                 NaN   5.16862                 NaN   7.18404        43.6137       0.502234        41.0283     
  1144.21        500.000                 NaN   2.50296                 NaN   5.16847                 NaN   7.18400        43.6131       0.502222        41.0293     
  1142.79        500.000                 NaN   2.50289                 NaN   5.16832                 NaN   7.18396        43.6124       0.502210        41.0303     
  1141.38        500.000                 NaN   2.50282                 NaN   5.16816                 NaN   7.18392        43.6117       0.502198        41.0312     
  1139.96        500.000                 NaN   2.50275                 NaN   5.16801                 NaN   7.18388        43.6110       0.502186        41.0322     
  1138.55        500.000                 NaN   2.50268                 NaN   5.16786                 NaN   7.18384        43.6103       0.502174        41.0331     
  1137.14        500.000                 NaN   2.50261                 NaN   5.16771                 NaN   7.18380        43.6096       0.502162        41.0341     
  1135.72        500.000                 NaN   2.50254                 NaN   5.16755                 NaN   7.18377        43.6089       0.502150        41.0351     
  1134.31        500.000                 NaN   2.50247                 NaN   5.16740                 NaN   7.18373        43.6082       0.502138        41.0360     
  1132.90        500.000                 NaN   2.50240                 NaN   5.16724                 NaN   7.18369        43.6075       0.502126        41.0370     
  1131.48        500.000                 NaN   2.59165                 NaN   5.04923                 NaN   7.20162        43.5672       0.502880        41.0875     
  1130.07        500.000                 NaN   2.59650                 NaN   5.04080                 NaN   7.20095        43.5685       0.502962        41.0902     
  1128.65        500.000                 NaN   2.60478                 NaN   5.02739                 NaN   7.20178        43.5664       0.503599        41.0961     
  1127.24        500.000                 NaN   2.60967                 NaN   5.01822                 NaN   7.20446        43.5645       0.503960        41.0992     
  1125.83        500.000                 NaN   2.61750                 NaN   5.00622                 NaN   7.20199        43.5655       0.504288        41.1045     
  1124.41        500.000                 NaN   2.62294                 NaN   4.99651                 NaN   7.20148        43.5663       0.504612        41.1082     
  1123.00        500.000                 NaN   2.62836                 NaN   4.98817                 NaN   7.20594        43.5616       0.504721        41.1112     
  1121.59        500.000                 NaN   2.63104                 NaN   4.98345                 NaN   7.20387        43.5619       0.505324        41.1144     
  1120.17        500.000                 NaN   2.63861                 NaN   4.96967                 NaN   7.20675        43.5619       0.505146        41.1180     
  1118.76        500.000                 NaN   2.64352                 NaN   4.96140                 NaN   7.20518        43.5627       0.505557        41.1216     
  1117.34        500.000                 NaN   2.65499                 NaN   4.94295                 NaN   7.20236        43.5643       0.506382        41.1290     
  1115.93        500.000                 NaN   2.65387                 NaN   4.94777                 NaN   7.20465        43.5561       0.505742        41.1318     
  1114.52        500.000                 NaN   2.65201                 NaN   4.95246                 NaN   7.20519        43.5537       0.505536        41.1311     
  1113.10        500.000                 NaN   2.66546                 NaN   4.92675                 NaN   7.20683        43.5568       0.506591        41.1376     
  1111.69        500.000                 NaN   2.67720                 NaN   4.90568                 NaN   7.20303        43.5620       0.507614        41.1444     
  1110.28        500.000                 NaN   2.68146                 NaN   4.89945                 NaN   7.20546        43.5583       0.507659        41.1476     
  1108.86        500.000                 NaN   2.68940                 NaN   4.88470                 NaN   7.20180        43.5636       0.508399        41.1521     
  1107.45        500.000                 NaN   2.69063                 NaN   4.88319                 NaN   7.20267        43.5608       0.508405        41.1543     
  1106.03        500.000                 NaN   2.68462                 NaN   4.89760                 NaN   7.20598        43.5507       0.507292        41.1538     
  1104.62        500.000                 NaN   2.70552                 NaN   4.85930                 NaN   7.20457        43.5572       0.508998        41.1644     
  1103.21        500.000                 NaN   2.69182                 NaN   4.88829                 NaN   7.20757        43.5446       0.507419        41.1603     
  1101.79        500.000                 NaN   2.69654                 NaN   4.88074                 NaN   7.20792        43.5433       0.507630        41.1638     
  1100.38        500.000                 NaN   2.71551                 NaN   4.84521                 NaN   7.20595        43.5506       0.509334        41.1734     
  1098.96        500.000                 NaN   2.70462                 NaN   4.86804                 NaN   7.20876        43.5403       0.507946        41.1704     
  1097.55        500.000                 NaN   2.71039                 NaN   4.85834                 NaN   7.20886        43.5398       0.508285        41.1743     
  1096.14        500.000                 NaN   2.71479                 NaN   4.85143                 NaN   7.20926        43.5383       0.508476        41.1777     
  1094.72        500.000                 NaN   2.71927                 NaN   4.84418                 NaN   7.20959        43.5371       0.508685        41.1812     
  1093.31        500.000                 NaN   2.72361                 NaN   4.83738                 NaN   7.20999        43.5356       0.508874        41.1846     
  1091.90        500.000                 NaN   2.72771                 NaN   4.83097                 NaN   7.21042        43.5340       0.509041        41.1878     
  1090.48        500.000                 NaN   2.74828                 NaN   4.79302                 NaN   7.20894        43.5409       0.510791        41.1981     
  1089.07        500.000                 NaN   2.73605                 NaN   4.81781                 NaN   7.21123        43.5310       0.509399        41.1945     
  1087.65        500.000                 NaN   2.66043                 NaN   4.91765                 NaN   7.19627        43.5626       0.508867        41.1542     
  1086.24        500.000                 NaN   2.66164                 NaN   4.91567                 NaN   7.19643        43.5615       0.508888        41.1558     
  1084.83        500.000                 NaN   2.74809                 NaN   4.79895                 NaN   7.21253        43.5263       0.509899        41.2043     
  1083.41        500.000                 NaN   2.75182                 NaN   4.79324                 NaN   7.21302        43.5245       0.510037        41.2074     
  1082.00        500.000                 NaN   2.75573                 NaN   4.78710                 NaN   7.21341        43.5229       0.510221        41.2106     
  1080.59        500.000                 NaN   2.76017                 NaN   4.78024                 NaN   7.21530        43.5200       0.510361        41.2139     
  1079.17        500.000                 NaN   2.76477                 NaN   4.77266                 NaN   7.21503        43.5198       0.510581        41.2172     
  1077.76        500.000                 NaN   2.76764                 NaN   4.76866                 NaN   7.21571        43.5171       0.510687        41.2202     
  1076.34        500.000                 NaN   2.77160                 NaN   4.76245                 NaN   7.21623        43.5153       0.510857        41.2235     
  1074.93        500.000                 NaN   2.77471                 NaN   4.75696                 NaN   7.21649        43.5148       0.511003        41.2260     
  1073.52        500.000                 NaN   2.77879                 NaN   4.75084                 NaN   7.21718        43.5127       0.511087        41.2294     
  1072.10        500.000                 NaN   2.78106                 NaN   4.74843                 NaN   7.21708        43.5098       0.511135        41.2325     
  1070.69        500.000                 NaN   2.78452                 NaN   4.74322                 NaN   7.21763        43.5078       0.511256        41.2356     
  1069.28        500.000                 NaN   2.78794                 NaN   4.73797                 NaN   7.21816        43.5059       0.511380        41.2386     
  1067.86        500.000                 NaN   2.79129                 NaN   4.73301                 NaN   7.21875        43.5038       0.511489        41.2416     
  1066.45        500.000                 NaN   2.79247                 NaN   4.73236                 NaN   7.21970        43.5003       0.511358        41.2438     
  1065.03        500.000                 NaN   2.79791                 NaN   4.72299                 NaN   7.21987        43.4999       0.511716        41.2477     
  1063.62        500.000                 NaN   2.80111                 NaN   4.71842                 NaN   7.22051        43.4975       0.511809        41.2506     
  1062.21        500.000                 NaN   2.80431                 NaN   4.71368                 NaN   7.22111        43.4954       0.511910        41.2536     
  1060.79        500.000                 NaN   2.80747                 NaN   4.70903                 NaN   7.22171        43.4932       0.512008        41.2565     
  1059.38        500.000                 NaN   2.81059                 NaN   4.70444                 NaN   7.22233        43.4911       0.512102        41.2595     
  1057.97        500.000                 NaN   2.81161                 NaN   4.70406                 NaN   7.22328        43.4876       0.511959        41.2615     
  1056.55        500.000                 NaN   2.81672                 NaN   4.69541                 NaN   7.22357        43.4867       0.512290        41.2653     
  1055.14        500.000                 NaN   2.81987                 NaN   4.69074                 NaN   7.22510        43.4837       0.512363        41.2682     
  1053.72        500.000                 NaN   2.82272                 NaN   4.68671                 NaN   7.22484        43.4822       0.512458        41.2711     
  1052.31        500.000                 NaN   2.82566                 NaN   4.68241                 NaN   7.22548        43.4799       0.512541        41.2740     
  1050.90        500.000                 NaN   2.82857                 NaN   4.67824                 NaN   7.22613        43.4776       0.512618        41.2768     
  1049.48        500.000                 NaN   2.83145                 NaN   4.67410                 NaN   7.22680        43.4753       0.512695        41.2797     
  1048.07        500.000                 NaN   2.83429                 NaN   4.67005                 NaN   7.22747        43.4729       0.512767        41.2825     
  1046.65        500.000                 NaN   2.83711                 NaN   4.66604                 NaN   7.22815        43.4705       0.512838        41.2853     
  1045.24        500.000                 NaN   2.83989                 NaN   4.66210                 NaN   7.22884        43.4681       0.512906        41.2881     
  1043.83        500.000                 NaN   2.84265                 NaN   4.65822                 NaN   7.22953        43.4657       0.512972        41.2909     
  1042.41        500.000                 NaN   2.84537                 NaN   4.65438                 NaN   7.23023        43.4632       0.513035        41.2937     
  1041.00        500.000                 NaN   2.84807                 NaN   4.65061                 NaN   7.23094        43.4608       0.513096        41.2965     
  1039.59        500.000                 NaN   2.85073                 NaN   4.64690                 NaN   7.23165        43.4583       0.513155        41.2993     
  1038.17        500.000                 NaN   2.85337                 NaN   4.64323                 NaN   7.23237        43.4558       0.513211        41.3021     
  1036.76        500.000                 NaN   2.85598                 NaN   4.63963                 NaN   7.23310        43.4532       0.513266        41.3048     
  1035.34        500.000                 NaN   2.85855                 NaN   4.63611                 NaN   7.23384        43.4506       0.513315        41.3075     
  1033.93        500.000                 NaN   2.86110                 NaN   4.63261                 NaN   7.23458        43.4481       0.513364        41.3103     
  1032.52        500.000                 NaN   2.88709                 NaN   4.57736                 NaN   7.22946        43.4684       0.516483        41.3212     
  1031.10        500.000                 NaN   2.86464                 NaN   4.62912                 NaN   7.23654        43.4412       0.513254        41.3153     
  1029.69        500.000                 NaN   2.86716                 NaN   4.62573                 NaN   7.23732        43.4385       0.513299        41.3180     
  1028.28        500.000                 NaN   2.87114                 NaN   4.61903                 NaN   7.23776        43.4373       0.513544        41.3212     
  1026.86        500.000                 NaN   2.87362                 NaN   4.61572                 NaN   7.23848        43.4346       0.513587        41.3240     
  1025.45        500.000                 NaN   2.87003                 NaN   4.60182                 NaN   7.23299        43.4578       0.516901        41.3205     
  1024.03        500.000                 NaN   2.87263                 NaN   4.59807                 NaN   7.23369        43.4554       0.516977        41.3232     
  1022.62        500.000                 NaN   2.90311                 NaN   4.55664                 NaN   7.23585        43.4479       0.516582        41.3399     
  1021.21        500.000                 NaN   2.87776                 NaN   4.59070                 NaN   7.23511        43.4507       0.517123        41.3286     
  1019.79        500.000                 NaN   2.88029                 NaN   4.58709                 NaN   7.23584        43.4483       0.517194        41.3313     
  1018.38        500.000                 NaN   2.88279                 NaN   4.58353                 NaN   7.23657        43.4458       0.517262        41.3340     
  1016.97        500.000                 NaN   2.88527                 NaN   4.58001                 NaN   7.23730        43.4434       0.517328        41.3367     
  1015.55        500.000                 NaN   2.88773                 NaN   4.57654                 NaN   7.23805        43.4409       0.517393        41.3394     
  1014.14        500.000                 NaN   2.88976                 NaN   4.57441                 NaN   7.23926        43.4374       0.517255        41.3419     
  1012.72        500.000                 NaN   2.89182                 NaN   4.57151                 NaN   7.23981        43.4350       0.517409        41.3445     
  1011.31        500.000                 NaN   2.89373                 NaN   4.56931                 NaN   7.24074        43.4318       0.517399        41.3470     
  1009.90        500.000                 NaN   2.89563                 NaN   4.56713                 NaN   7.24168        43.4286       0.517388        41.3496     
  1008.48        500.000                 NaN   2.89752                 NaN   4.56498                 NaN   7.24263        43.4254       0.517376        41.3521     
  1007.07        500.000                 NaN   2.89939                 NaN   4.56286                 NaN   7.24358        43.4222       0.517362        41.3546     
  1005.66        500.000                 NaN   2.90126                 NaN   4.56077                 NaN   7.24454        43.4190       0.517348        41.3571     
  1004.24        500.000                 NaN   2.90309                 NaN   4.55875                 NaN   7.24551        43.4157       0.517330        41.3596     
  1002.83        500.000                 NaN   2.90491                 NaN   4.55675                 NaN   7.24649        43.4124       0.517311        41.3621     
  1001.41        500.000                 NaN   2.93668                 NaN   4.51155                 NaN   7.24734        43.4083       0.517281        41.3789     
  1000.00        500.000                 NaN   2.93846                 NaN   4.50963                 NaN   7.24834        43.4049       0.517259        41.3814     
