|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.75/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1301.93        500.000        99.1569                 NaN            NaN            NaN  0.181681                 NaN  0.422045                 NaN            NaN  0.239353                 NaN            NaN            NaN
  1300.43        500.000        99.1696                 NaN            NaN            NaN  0.181096                 NaN  0.414211                 NaN            NaN  0.235105                 NaN            NaN            NaN
  1298.93        500.000        99.1782                 NaN            NaN            NaN  0.181065                 NaN  0.408082                 NaN            NaN  0.232638                 NaN            NaN            NaN
  1297.43        500.000        98.9849                 NaN            NaN            NaN  0.383869                 NaN  0.264671                 NaN            NaN  0.366589                 NaN            NaN            NaN
  1295.92        500.000        99.4003                 NaN            NaN            NaN            NaN            NaN  0.508549                 NaN            NaN  0.911572E-001            NaN            NaN            NaN
  1294.42        500.000        99.2134                 NaN            NaN            NaN  0.157953                 NaN  0.409021                 NaN            NaN  0.219644                 NaN            NaN            NaN
  1292.92        500.000        99.2131                 NaN            NaN            NaN  0.168698                 NaN  0.397544                 NaN            NaN  0.220695                 NaN            NaN            NaN
  1291.42        500.000        1.90276        92.2242       0.455556E-004            NaN  0.252407       0.242257E-005   4.05652                 NaN            NaN   1.56405                 NaN            NaN            NaN
  1289.92        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1288.41        500.000       100.0000                 NaN            NaN            NaN  0.223015E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1286.91        500.000       100.0000                 NaN            NaN            NaN  0.399653E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1285.41        500.000        99.9584                 NaN            NaN            NaN            NaN            NaN  0.416494E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1283.91        500.000        99.7665                 NaN            NaN            NaN            NaN            NaN  0.195157                 NaN            NaN  0.383016E-001            NaN            NaN            NaN
  1282.41        500.000        99.3139                 NaN            NaN            NaN  0.766469E-001            NaN  0.425899                 NaN            NaN  0.183532                 NaN            NaN            NaN
  1280.90        500.000        99.2867                 NaN            NaN            NaN  0.142559                 NaN  0.372693                 NaN            NaN  0.198000                 NaN            NaN            NaN
  1279.40        500.000        99.2961                 NaN            NaN            NaN  0.131867                 NaN  0.377821                 NaN            NaN  0.194167                 NaN            NaN            NaN
  1277.90        500.000        99.3033                 NaN            NaN            NaN  0.129313                 NaN  0.375572                 NaN            NaN  0.191780                 NaN            NaN            NaN
  1276.40        500.000        99.3094                 NaN            NaN            NaN  0.124084                 NaN  0.376853                 NaN            NaN  0.189665                 NaN            NaN            NaN
  1274.89        500.000        99.3174                 NaN            NaN            NaN  0.124716                 NaN  0.370673                 NaN            NaN  0.187181                 NaN            NaN            NaN
  1273.39        500.000        99.3237                 NaN            NaN            NaN  0.118981                 NaN  0.372557                 NaN            NaN  0.184757                 NaN            NaN            NaN
  1271.89        500.000        98.3739                 NaN            NaN            NaN  0.149578                 NaN  0.592912                 NaN            NaN  0.282393       0.601244                 NaN            NaN
  1270.39        500.000        94.5149                 NaN            NaN            NaN  0.180949E-001            NaN   1.19920       0.610189                 NaN  0.686917        2.97075                 NaN            NaN
  1268.89        500.000        94.6988                 NaN            NaN            NaN            NaN            NaN   1.66566       0.117630                 NaN  0.672046        2.84590                 NaN            NaN
  1267.38        500.000        94.9780                 NaN            NaN            NaN  0.423592E-003            NaN   1.69596                 NaN            NaN  0.638505        2.68716                 NaN            NaN
  1265.88        500.000        95.2232                 NaN            NaN            NaN            NaN            NaN   1.62079                 NaN            NaN  0.609278        2.54671                 NaN            NaN
  1264.38        500.000        95.4341                 NaN            NaN            NaN            NaN            NaN   1.55707                 NaN            NaN  0.584241        2.42464                 NaN            NaN
  1262.88        500.000        95.6444                 NaN            NaN            NaN  0.530206E-005            NaN   1.49224                 NaN            NaN  0.558470        2.30490                 NaN            NaN
  1261.38        500.000        95.8366                 NaN            NaN            NaN  0.148200E-005            NaN   1.43169                 NaN            NaN  0.535080        2.19666                 NaN            NaN
  1259.87        500.000        96.0085                 NaN            NaN            NaN            NaN            NaN   1.37777                 NaN            NaN  0.514909        2.09886                 NaN            NaN
  1258.37        500.000        96.1625                 NaN            NaN            NaN            NaN            NaN   1.33097                 NaN            NaN  0.496258        2.01025                 NaN            NaN
  1256.87        500.000        96.3176                 NaN            NaN            NaN            NaN            NaN   1.28146                 NaN            NaN  0.476488        1.92446                 NaN            NaN
  1255.37        500.000        96.4516                 NaN            NaN            NaN            NaN            NaN   1.23923                 NaN            NaN  0.461331        1.84782                 NaN            NaN
  1253.86        500.000        96.1921                 NaN            NaN            NaN            NaN            NaN   1.26403                 NaN            NaN  0.492828        1.98749       0.635156E-001            NaN
  1252.36        500.000        96.0351                 NaN            NaN            NaN            NaN            NaN   1.27117                 NaN            NaN  0.510169        2.07285       0.110679                 NaN
  1250.86        500.000        96.2136                 NaN            NaN            NaN            NaN            NaN   1.21408                 NaN            NaN  0.485933        1.98077       0.105652                 NaN
  1249.36        500.000        96.3559                 NaN            NaN            NaN            NaN            NaN   1.17329                 NaN            NaN  0.464312        1.90443       0.102055                 NaN
  1247.86        500.000        96.4914                 NaN            NaN            NaN            NaN            NaN   1.13403                 NaN            NaN  0.448010        1.83031       0.962423E-001            NaN
  1246.35        500.000        96.6322                 NaN            NaN            NaN            NaN            NaN   1.08980                 NaN            NaN  0.428677        1.75742       0.919400E-001            NaN
  1244.85        500.000        96.7597                 NaN            NaN            NaN            NaN            NaN   1.05071                 NaN            NaN  0.411505        1.69046       0.876699E-001            NaN
  1243.35        500.000        96.8677                 NaN            NaN            NaN            NaN            NaN   1.02076                 NaN            NaN  0.398978        1.63017       0.823551E-001            NaN
  1241.85        500.000        96.9785                 NaN            NaN            NaN            NaN            NaN  0.986745                 NaN            NaN  0.383764        1.57230       0.786826E-001            NaN
  1240.34        500.000        97.0802                 NaN            NaN            NaN            NaN            NaN  0.954244                 NaN            NaN  0.367457        1.52172       0.764105E-001            NaN
  1238.84        500.000        97.1910                 NaN            NaN            NaN            NaN            NaN  0.920902                 NaN            NaN  0.356939        1.46082       0.703383E-001            NaN
  1237.34        500.000        97.2765                 NaN            NaN            NaN  0.128819E-003            NaN  0.895550                 NaN            NaN  0.345375        1.41542       0.669859E-001            NaN
  1235.84        500.000        97.3622                 NaN            NaN            NaN            NaN            NaN  0.869323                 NaN            NaN  0.332658        1.37143       0.644134E-001            NaN
  1234.34        500.000        97.4477                 NaN            NaN            NaN            NaN            NaN  0.842557                 NaN            NaN  0.321323        1.32716       0.612066E-001            NaN
  1232.83        500.000        97.5267                 NaN            NaN            NaN            NaN            NaN  0.818534                 NaN            NaN  0.310762        1.28583       0.581477E-001            NaN
  1231.33        500.000        97.6043                 NaN            NaN            NaN            NaN            NaN  0.793873                 NaN            NaN  0.299255        1.24679       0.558244E-001            NaN
  1229.83        500.000        97.6766                 NaN            NaN            NaN            NaN            NaN  0.771538                 NaN            NaN  0.289847        1.20906       0.529756E-001            NaN
  1228.33        500.000        97.7481                 NaN            NaN            NaN            NaN            NaN  0.748701                 NaN            NaN  0.281283        1.17200       0.498731E-001            NaN
  1226.83        500.000        97.8174                 NaN            NaN            NaN            NaN            NaN  0.726131                 NaN            NaN  0.270030        1.13814       0.483188E-001            NaN
  1225.32        500.000        97.8772                 NaN            NaN            NaN            NaN            NaN  0.708126                 NaN            NaN  0.262538        1.10645       0.456682E-001            NaN
  1223.82        500.000        97.9387                 NaN            NaN            NaN            NaN            NaN  0.688836                 NaN            NaN  0.254449        1.07472       0.432844E-001            NaN
  1222.32        500.000        97.9981                 NaN            NaN            NaN            NaN            NaN  0.669559                 NaN            NaN  0.245914        1.04504       0.414190E-001            NaN
  1220.82        500.000        98.0559                 NaN            NaN            NaN            NaN            NaN  0.650961                 NaN            NaN  0.238299        1.01560       0.392364E-001            NaN
  1219.31        500.000        98.1122                 NaN            NaN            NaN            NaN            NaN  0.631855                 NaN            NaN  0.229653       0.988448       0.378562E-001            NaN
  1217.81        500.000        98.1669                 NaN            NaN            NaN            NaN            NaN  0.613498                 NaN            NaN  0.222334       0.961273       0.359796E-001            NaN
  1216.31        500.000        98.2174                 NaN            NaN            NaN            NaN            NaN  0.596668                 NaN            NaN  0.215852       0.935889       0.341601E-001            NaN
  1214.81        500.000        98.2632                 NaN            NaN            NaN            NaN            NaN  0.583180                 NaN            NaN  0.209006       0.912026       0.325486E-001            NaN
  1213.31        500.000        39.2505                 NaN            NaN            NaN            NaN            NaN   6.33102        4.28107                 NaN   5.34731        22.9838       0.438630        21.3677     
  1211.80        500.000        99.8589                 NaN            NaN            NaN            NaN            NaN  0.161579E-001            NaN            NaN            NaN            NaN  0.155888E-001  0.109330     
  1210.30        500.000        99.6680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.770692E-001            NaN  0.271663E-001  0.227725     
  1208.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1207.30        500.000        99.7299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.196688E-001            NaN            NaN  0.250467     
  1205.80        500.000        96.2522                 NaN            NaN            NaN  0.128521                 NaN  0.239382       0.299916                 NaN  0.259945        1.66576                 NaN   1.15425     
  1204.29        500.000        99.8163                 NaN            NaN            NaN  0.165993E-004            NaN  0.480364E-001            NaN            NaN  0.567027E-002  0.603987E-001            NaN  0.695813E-001
  1202.79        500.000        99.4027                 NaN            NaN            NaN            NaN            NaN  0.118898                 NaN            NaN  0.673793E-001  0.254439       0.299034E-002  0.153606     
  1201.29        500.000        99.9092                 NaN            NaN            NaN            NaN            NaN  0.127878E-001            NaN            NaN  0.559471E-002            NaN  0.748430E-003  0.716984E-001
  1199.79        500.000        99.5840                 NaN            NaN            NaN  0.914700E-002            NaN  0.492461E-001            NaN            NaN  0.354141E-001  0.187872       0.243424E-002  0.131868     
  1198.28        500.000        99.7904                 NaN            NaN            NaN            NaN            NaN  0.193990E-001            NaN            NaN  0.153035E-001  0.925169E-001  0.318474E-002  0.791489E-001
  1196.78        500.000        78.7987                 NaN            NaN            NaN            NaN            NaN  0.749405        2.44297                 NaN   1.72653        7.97069       0.140794        8.17091     
  1195.28        500.000        85.8970                 NaN            NaN            NaN  0.202104                 NaN   1.83814                 NaN            NaN   1.15043        5.40003       0.946753E-001   5.41762     
  1193.78        500.000        95.1218                 NaN            NaN            NaN            NaN            NaN  0.711585                 NaN            NaN  0.404161        1.86794       0.264870E-001   1.86802     
  1192.28        500.000        99.8181                 NaN            NaN            NaN            NaN            NaN  0.227389E-001  0.217398E-002            NaN  0.146081E-001  0.708382E-001  0.925305E-003  0.705953E-001
  1190.77        500.000        64.2612                 NaN            NaN            NaN            NaN            NaN   3.77175       0.944249                 NaN   2.76981        14.1264       0.214139        13.9125     
  1189.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.14072        6.76037                 NaN   7.39117        40.7781       0.591343        39.3383     
  1187.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.9264                 NaN            NaN   7.40985        40.7410       0.581065        39.3416     
  1186.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.33779        9.59353                 NaN   7.41304        40.7340       0.579077        39.3425     
  1184.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.25199        9.68153                 NaN   7.41575        40.7298       0.578113        39.3428     
  1183.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.67513        10.2644                 NaN   7.42041        40.7208       0.575692        39.3435     
  1181.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.52530        10.4157                 NaN   7.42355        40.7169       0.574869        39.3437     
  1180.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.9402                 NaN            NaN   7.42441        40.7168       0.575138        39.3435     
  1178.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.48853        6.43014                 NaN   7.41284        40.7440       0.583513        39.3410     
  1177.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.9391                 NaN            NaN   7.43278        40.7109       0.574460        39.3428     
  1175.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.9474                 NaN            NaN   7.43268        40.7035       0.571944        39.3444     
  1174.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.60366        4.32694                 NaN   7.42243        40.7260       0.578353        39.3426     
  1172.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.87425        4.06582                 NaN   7.42847        40.7127       0.574692        39.3440     
  1171.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.41157        4.52249                 NaN   7.42851        40.7176       0.576763        39.3431     
  1169.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.82219        4.12161                 NaN   7.43340        40.7053       0.572946        39.3445     
  1168.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.74618        6.18823                 NaN   7.43279        40.7134       0.576069        39.3433     
  1166.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.58351        8.22340        1.12460        7.43448        40.7121       0.576686        39.3452     
  1165.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.59029        8.32022        1.01998        7.43621        40.7122       0.576564        39.3445     
  1163.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.79656        7.83257        2.31293        7.43872        40.7026       0.571285        39.3454     
  1162.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.02228        5.92035                 NaN   7.44154        40.6989       0.572393        39.3445     
  1160.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.97247        7.82559        2.14557        7.44294        40.6951       0.571842        39.3464     
  1159.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.96791        7.91370        2.06382        7.44542        40.6914       0.571026        39.3467     
  1157.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.91049        7.95266        2.08204        7.44908        40.6891       0.570273        39.3464     
  1156.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.19342        5.76256                 NaN   7.44881        40.6805       0.567949        39.3468     
  1154.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.55759        8.73372       0.658714        7.45530        40.6778       0.568946        39.3479     
  1153.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.56300        8.77741       0.610193        7.45533        40.6777       0.568582        39.3478     
  1151.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.59936        8.24362        2.11756        7.45919        40.6676       0.564634        39.3481     
  1150.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.93312        8.34299        1.68273        7.45964        40.6684       0.564803        39.3483     
  1148.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.9877                 NaN            NaN   7.47634        40.6318       0.554319        39.3498     
  1147.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.12881        2.85020                 NaN   7.47484        40.6398       0.557346        39.3490     
  1145.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.932070        9.60482        1.42678        7.48517        40.6445       0.561321        39.3454     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.12458        2.85374                 NaN   7.48861        40.6301       0.555840        39.3471     
  1142.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.06700        4.91292                 NaN   7.47583        40.6370       0.557269        39.3500     
  1141.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.53777        4.45167                 NaN   7.48316        40.6219       0.554061        39.3514     
  1139.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.68652        9.28387       0.496860E-005   7.47679        40.6433       0.559280        39.3502     
  1138.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.46565        9.41790       0.891496E-001   7.48177        40.6377       0.557399        39.3505     
  1136.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.9976                 NaN            NaN   7.49487        40.6071       0.549352        39.3511     
  1135.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.73926        4.25521                 NaN   7.49071        40.6117       0.551057        39.3521     
  1133.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   12.0187                 NaN            NaN   7.50865        40.5774       0.541014        39.3542     
  1132.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.35879        9.50059       0.126882        7.49070        40.6184       0.552640        39.3520     
  1130.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.61063        2.37834                 NaN   7.49354        40.6137       0.551424        39.3524     
  1129.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.245967        11.7757       0.116143E-002   7.51378        40.5689       0.539332        39.3551     
  1127.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   12.0285                 NaN            NaN   7.51865        40.5604       0.536809        39.3556     
  1126.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.52797        3.48532                 NaN   7.50955        40.5796       0.542868        39.3547     
  1124.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69813        3.31855                 NaN   7.51280        40.5740       0.541414        39.3551     
  1123.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.47936        3.54172                 NaN   7.51583        40.5673       0.540101        39.3557     
  1121.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   12.0299                 NaN            NaN   7.52419        40.5543       0.535811        39.3558     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.13135        9.93440       0.955654        7.52024        40.5639       0.538462        39.3560     
  1118.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   12.0461                 NaN            NaN   7.53595        40.5308       0.529195        39.3580     
  1117.17        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   12.0358                 NaN            NaN   7.53099        40.5434       0.533194        39.3566     
  1115.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.42098        10.6026       0.542476E-002   7.52859        40.5507       0.534856        39.3568     
  1114.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   12.0428                 NaN            NaN   7.53726        40.5321       0.530245        39.3576     
  1112.66        500.000                 NaN            NaN            NaN            NaN  0.187224                 NaN   11.7630                 NaN            NaN   7.51663        40.5811       0.544878        39.4072     
  1111.16        500.000                 NaN            NaN            NaN            NaN  0.139769                 NaN   11.8361                 NaN            NaN   7.52443        40.5646       0.540185        39.3949     
  1109.66        500.000                 NaN            NaN            NaN            NaN   1.65855                 NaN   5.84997        3.65494                 NaN   7.31471        41.0483       0.679744        39.7938     
  1108.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.9036       0.162717                 NaN   7.55546        40.4967       0.520541        39.3610     
  1106.65        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   12.0686                 NaN            NaN   7.55718        40.4927       0.519840        39.3616     
  1105.15        500.000                 NaN            NaN            NaN            NaN  0.264403                 NaN   3.95115        7.72106                 NaN   7.52575        40.5641       0.541191        39.4324     
  1103.65        500.000                 NaN            NaN            NaN            NaN  0.758595                 NaN   5.48498        5.44984                 NaN   7.46870        40.6935       0.579802        39.5646     
  1102.15        500.000                 NaN            NaN            NaN            NaN   1.74967                 NaN   9.45099                 NaN            NaN   7.34958        40.9611       0.659486        39.8291     
  1100.64        500.000                 NaN            NaN            NaN            NaN   1.62748                 NaN   9.63974                 NaN            NaN   7.36809        40.9201       0.647457        39.7972     
  1099.14        500.000                 NaN            NaN            NaN            NaN   1.77284                 NaN   9.42121                 NaN            NaN   7.35087        40.9594       0.659455        39.8363     
  1097.64        500.000                 NaN            NaN            NaN            NaN   1.95843                 NaN   9.13955                 NaN            NaN   7.32652        41.0136       0.675939        39.8860     
  1096.14        500.000                 NaN            NaN            NaN            NaN   1.98502                 NaN   9.10181                 NaN            NaN   7.32482        41.0173       0.677392        39.8936     
  1094.64        500.000                 NaN            NaN            NaN            NaN   2.12800                 NaN   8.88426                 NaN            NaN   7.30633        41.0593       0.690187        39.9319     
  1093.13        500.000                 NaN            NaN            NaN            NaN   2.19096                 NaN   8.78975                 NaN            NaN   7.29912        41.0757       0.695373        39.9491     
  1091.63        500.000                 NaN            NaN            NaN            NaN   2.43686                 NaN   8.34382                 NaN            NaN   7.22690        41.2492       0.740067        40.0031     
  1090.13        500.000                 NaN            NaN            NaN            NaN   2.30985                 NaN   8.61090                 NaN            NaN   7.28539        41.1069       0.705305        39.9816     
  1088.63        500.000                 NaN            NaN            NaN            NaN   2.31976                 NaN   8.59886                 NaN            NaN   7.28550        41.1060       0.705166        39.9847     
  1087.13        500.000                 NaN            NaN            NaN            NaN   2.47713                 NaN   8.28487                 NaN            NaN   7.22187        41.2586       0.743302        40.0142     
  1085.62        500.000                 NaN            NaN            NaN            NaN   2.43483                 NaN   8.41118                 NaN            NaN   7.26427        41.1566       0.719455        40.0137     
  1084.12        500.000                 NaN            NaN            NaN            NaN   2.49317                 NaN   8.25134                 NaN            NaN   7.21469        41.2767       0.747410        40.0167     
  1082.62        500.000                 NaN            NaN            NaN            NaN   2.46633                 NaN   8.38093                 NaN            NaN   7.27168        41.1395       0.716191        40.0253     
  1081.12        500.000                 NaN            NaN            NaN            NaN   2.48390                 NaN   8.35606                 NaN            NaN   7.27002        41.1419       0.717560        40.0306     
  1079.61        500.000                 NaN            NaN            NaN            NaN   2.50802                 NaN   8.22659                 NaN            NaN   7.21160        41.2840       0.749417        40.0204     
  1078.11        500.000                 NaN            NaN            NaN            NaN   2.58647                 NaN   8.19884                 NaN            NaN   7.25722        41.1719       0.727028        40.0586     
  1076.61        500.000                 NaN            NaN            NaN            NaN   2.58112                 NaN   8.17637                 NaN            NaN   7.23932        41.2155       0.736383        40.0513     
  1075.11        500.000                 NaN            NaN            NaN            NaN   2.64363                 NaN   8.11536                 NaN            NaN   7.25196        41.1832       0.731117        40.0747     
  1073.61        500.000                 NaN            NaN            NaN            NaN   2.63280                 NaN   8.10867                 NaN            NaN   7.23971        41.2139       0.737473        40.0674     
  1072.10        500.000                 NaN            NaN            NaN            NaN   2.66939                 NaN   8.06382                 NaN            NaN   7.24180        41.2083       0.737260        40.0794     
  1070.60        500.000                 NaN            NaN            NaN            NaN   2.68384                 NaN   8.03942                 NaN            NaN   7.23863        41.2158       0.739325        40.0830     
  1069.10        500.000                 NaN            NaN            NaN            NaN   2.69542                 NaN   8.04457                 NaN            NaN   7.25073        41.1858       0.733140        40.0904     
  1067.60        500.000                 NaN            NaN            NaN            NaN   2.76676                 NaN   7.93357                 NaN            NaN   7.24087        41.2090       0.740251        40.1095     
  1066.09        500.000                 NaN            NaN            NaN            NaN   2.74273                 NaN   7.97503                 NaN            NaN   7.24656        41.1952       0.736606        40.1038     
  1064.59        500.000                 NaN            NaN            NaN            NaN   2.76447                 NaN   7.94301                 NaN            NaN   7.24474        41.1995       0.738207        40.1100     
  1063.09        500.000                 NaN            NaN            NaN            NaN   2.82639                 NaN   7.84692                 NaN            NaN   7.23630        41.2194       0.744318        40.1266     
  1061.59        500.000                 NaN            NaN            NaN            NaN   2.89392                 NaN   7.74588                 NaN            NaN   7.23009        41.2345       0.749727        40.1459     
  1060.09        500.000                 NaN            NaN            NaN            NaN   2.85841                 NaN   7.80127                 NaN            NaN   7.23461        41.2234       0.746217        40.1361     
  1058.58        500.000                 NaN            NaN            NaN            NaN   2.83376                 NaN   7.84349                 NaN            NaN   7.23997        41.2099       0.742583        40.1303     
  1057.08        500.000                 NaN            NaN            NaN            NaN   2.88232                 NaN   7.76848                 NaN            NaN   7.23320        41.2255       0.747290        40.1432     
  1055.58        500.000                 NaN            NaN            NaN            NaN   2.89563                 NaN   7.74935                 NaN            NaN   7.23299        41.2266       0.748060        40.1474     
  1054.08        500.000                 NaN            NaN            NaN            NaN   2.91745                 NaN   7.71688                 NaN            NaN   7.23091        41.2314       0.749812        40.1536     
  1052.58        500.000                 NaN            NaN            NaN            NaN   2.93251                 NaN   7.69539                 NaN            NaN   7.23002        41.2333       0.750726        40.1581     
  1051.07        500.000                 NaN            NaN            NaN            NaN   2.94620                 NaN   7.67610                 NaN            NaN   7.22938        41.2346       0.751488        40.1622     
  1049.57        500.000                 NaN            NaN            NaN            NaN   2.95994                 NaN   7.65672                 NaN            NaN   7.22870        41.2360       0.752264        40.1663     
  1048.07        500.000                 NaN            NaN            NaN            NaN   2.97289                 NaN   7.63857                 NaN            NaN   7.22814        41.2372       0.752957        40.1703     
  1046.57        500.000                 NaN            NaN            NaN            NaN   3.31976                 NaN   7.11686                 NaN            NaN   7.19598        41.3163       0.781624        40.2695     
  1045.06        500.000                 NaN            NaN            NaN            NaN   3.00032                 NaN   7.59935                 NaN            NaN   7.22692        41.2403       0.754626        40.1785     
  1043.56        500.000                 NaN            NaN            NaN            NaN   3.01253                 NaN   7.58260                 NaN            NaN   7.22624        41.2412       0.755209        40.1823     
  1042.06        500.000                 NaN            NaN            NaN            NaN   3.02506                 NaN   7.56506                 NaN            NaN   7.22573        41.2422       0.755882        40.1861     
  1040.56        500.000                 NaN            NaN            NaN            NaN   3.03745                 NaN   7.54792                 NaN            NaN   7.22554        41.2426       0.756471        40.1900     
  1039.06        500.000                 NaN            NaN            NaN            NaN   3.04940                 NaN   7.53120                 NaN            NaN   7.22483        41.2438       0.757147        40.1936     
  1037.55        500.000                 NaN            NaN            NaN            NaN   3.06140                 NaN   7.51447                 NaN            NaN   7.22441        41.2447       0.757770        40.1973     
  1036.05        500.000                 NaN            NaN            NaN            NaN   3.07324                 NaN   7.49800                 NaN            NaN   7.22399        41.2455       0.758386        40.2009     
  1034.55        500.000                 NaN            NaN            NaN            NaN   3.08481                 NaN   7.48198                 NaN            NaN   7.22363        41.2461       0.758967        40.2045     
  1033.05        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1031.55        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1030.04        500.000                 NaN            NaN            NaN            NaN   3.32320                 NaN   7.11165                 NaN            NaN   7.19564        41.3171       0.781920        40.2705     
  1028.54        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1027.04        500.000                 NaN            NaN            NaN            NaN   3.32322                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1025.54        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1024.03        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1022.53        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1021.03        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1019.53        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1018.03        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1016.52        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
  1015.02        500.000                 NaN            NaN            NaN            NaN   3.32323                 NaN   7.11161                 NaN            NaN   7.19564        41.3171       0.781923        40.2705     
