|6.6.6
Archiving\03_Data\eq/QFM_m0.5/ALH/ALH_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5454       0.454604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5454       0.454602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5454       0.454600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5454       0.454598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5454       0.454596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5454       0.454593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5454       0.454591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5454       0.454589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5454       0.454587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5454       0.454585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5454       0.454582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5454       0.454580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5454       0.454578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5454       0.454575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5454       0.454573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5454       0.454571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5454       0.454568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5454       0.454566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5454       0.454563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5454       0.454561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5454       0.454558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5454       0.454556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5454       0.454553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.5454       0.454551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.5455       0.454548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.5455       0.454545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.5455       0.454543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.5455       0.454540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.5455       0.454537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.5455       0.454534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.5455       0.454532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.5455       0.454529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.5455       0.454526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.5455       0.454523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.5455       0.454520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.5455       0.454517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.5455       0.454515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        98.7854       0.454522       0.760098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        98.0090       0.454530        1.53643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        97.2412       0.454538        2.30425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        96.4734       0.454546        3.07210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        95.7185       0.454554        3.82691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        94.9637       0.454563        4.58174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        94.2161       0.454571        5.32931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        93.3352       0.419675        6.18068                 NaN  0.644682E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        91.1957       0.763029E-001   8.01680       0.125166E-001  0.698698                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        90.1529                 NaN   8.97305       0.343701E-001  0.839645                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        89.4268                 NaN   9.68366       0.499137E-001  0.839661                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        88.7006                 NaN   10.3943       0.654579E-001  0.839676                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        87.9973                 NaN   11.0827       0.802998E-001  0.839692                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        87.2941                 NaN   11.7711       0.951422E-001  0.839707                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        86.5908                 NaN   12.4595       0.109985       0.839723                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        85.8875                 NaN   13.1480       0.124829       0.839739                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        85.1841                 NaN   13.8364       0.139673       0.839755                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        84.4808                 NaN   14.5250       0.154517       0.839770                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        83.7774                 NaN   15.2135       0.169363       0.839786                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        83.0739                 NaN   15.9020       0.184208       0.839802                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        82.3996                 NaN   16.5627       0.197910       0.839819                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        81.7252                 NaN   17.2234       0.211612       0.839835                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        81.0508                 NaN   17.8840       0.225315       0.839852                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        80.3764                 NaN   18.5448       0.239018       0.839869                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        79.7019                 NaN   19.2055       0.252721       0.839885                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        79.0274                 NaN   19.8663       0.266426       0.839902                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        78.3529                 NaN   20.5271       0.280130       0.839919                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        77.6783                 NaN   21.1879       0.293836       0.839935                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        77.0287                 NaN   21.8249       0.306470       0.839953                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        76.3790                 NaN   22.4619       0.319105       0.839970                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        75.7293                 NaN   23.0990       0.331741       0.839987                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        75.0795                 NaN   23.7361       0.344377       0.840005                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        74.4298                 NaN   24.3732       0.357014       0.840022                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        73.7800                 NaN   25.0103       0.369651       0.840040                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        73.1302                 NaN   25.6475       0.382288       0.840057                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        72.4803                 NaN   26.2847       0.394927       0.840074                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        71.8514                 NaN   26.9019       0.406571       0.840092                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        71.2225                 NaN   27.5192       0.418217       0.840110                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        70.5935                 NaN   28.1365       0.429862       0.840128                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        69.9645                 NaN   28.7539       0.441509       0.840146                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        69.3355                 NaN   29.3712       0.453155       0.840164                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        68.7064                 NaN   29.9886       0.464803       0.840182                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        68.0773                 NaN   30.6060       0.476451       0.840200                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        67.4482                 NaN   31.2235       0.488099       0.840218                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        66.8453                 NaN   31.8157       0.498805       0.840237                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        66.2423                 NaN   32.4079       0.509513       0.840255                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        65.6393                 NaN   33.0002       0.520220       0.840273                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        65.0363                 NaN   33.5925       0.530928       0.840291                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        64.4332                 NaN   34.1848       0.541636       0.840309                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        63.8301                 NaN   34.7772       0.552345       0.840327                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        63.2270                 NaN   35.3696       0.563055       0.840345                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        62.6239                 NaN   35.9620       0.573765       0.840363                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        62.0542                 NaN   36.5219       0.583488       0.840381                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        61.4845                 NaN   37.0819       0.593212       0.840399                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        60.9148                 NaN   37.6419       0.602936       0.840416                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        60.3450                 NaN   38.2019       0.612661       0.840434                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        59.7752                 NaN   38.7620       0.622386       0.840452                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        59.2054                 NaN   39.3220       0.632112       0.840470                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        58.6356                 NaN   39.8821       0.641838       0.840487                 NaN            NaN            NaN            NaN            NaN            NaN
