|6.6.6
Archiving\03_Data\DfracLP/QFM_m5/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1501.25        500.000        98.9418                 NaN            NaN            NaN            NaN  0.254367E-001   1.03277                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9464                 NaN            NaN            NaN            NaN  0.826010E-002   1.04535                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9485                 NaN            NaN            NaN            NaN  0.149737E-001   1.03652                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.9742                 NaN            NaN            NaN            NaN            NaN   1.02579                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.9207                 NaN            NaN            NaN            NaN            NaN   1.07926                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2866                 NaN            NaN            NaN            NaN  0.713386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.4305                 NaN            NaN            NaN            NaN            NaN   1.27954       0.289993                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.1934                 NaN            NaN            NaN            NaN            NaN   1.03351       0.773086                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.2297                 NaN            NaN            NaN            NaN            NaN  0.754514        1.01575                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.2667                 NaN            NaN            NaN            NaN            NaN  0.997826       0.735470                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.3034                 NaN            NaN            NaN            NaN            NaN  0.979012       0.717571                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.3379                 NaN            NaN            NaN            NaN            NaN  0.961504       0.700605                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.3718                 NaN            NaN            NaN            NaN            NaN  0.682692       0.945507                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.4047                 NaN            NaN            NaN            NaN            NaN  0.666801       0.928474                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.4347                 NaN            NaN            NaN            NaN            NaN  0.651062       0.914192                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.4675                 NaN            NaN            NaN            NaN            NaN  0.897342       0.635130                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.4822                 NaN            NaN            NaN            NaN            NaN  0.885581       0.626267                 NaN  0.595850E-002            NaN            NaN            NaN
  1458.65        500.000        93.8182                 NaN            NaN            NaN            NaN            NaN   2.51889        1.67272                 NaN   1.99020                 NaN            NaN            NaN
  1456.14        500.000        94.1825                 NaN            NaN            NaN            NaN            NaN   1.57514        2.36437                 NaN   1.87795                 NaN            NaN            NaN
  1453.63        500.000        94.4749                 NaN            NaN            NaN            NaN            NaN   2.24115        1.49276                 NaN   1.79124                 NaN            NaN            NaN
  1451.13        500.000        94.8583                 NaN            NaN            NaN            NaN            NaN   2.07973        1.39431                 NaN   1.66768                 NaN            NaN            NaN
  1448.62        500.000        95.0904                 NaN            NaN            NaN            NaN            NaN   1.98004        1.33303                 NaN   1.59648                 NaN            NaN            NaN
  1446.12        500.000        95.3369                 NaN            NaN            NaN            NaN            NaN   1.87600        1.26747                 NaN   1.51960                 NaN            NaN            NaN
  1443.61        500.000        95.5592                 NaN            NaN            NaN            NaN            NaN   1.20691        1.78251                 NaN   1.45134                 NaN            NaN            NaN
  1441.10        500.000        95.7861                 NaN            NaN            NaN            NaN            NaN   1.14645        1.68856                 NaN   1.37887                 NaN            NaN            NaN
  1438.60        500.000        95.9736                 NaN            NaN            NaN            NaN            NaN   1.60987        1.09627                 NaN   1.32024                 NaN            NaN            NaN
  1436.09        500.000        96.1540                 NaN            NaN            NaN            NaN            NaN   1.53437        1.04846                 NaN   1.26317                 NaN            NaN            NaN
  1433.58        500.000        96.3206                 NaN            NaN            NaN            NaN            NaN   1.00395        1.46492                 NaN   1.21049                 NaN            NaN            NaN
  1431.08        500.000        96.4770                 NaN            NaN            NaN            NaN            NaN   1.40064       0.961283                 NaN   1.16107                 NaN            NaN            NaN
  1428.57        500.000        96.6201                 NaN            NaN            NaN            NaN            NaN  0.921348        1.34277                 NaN   1.11574                 NaN            NaN            NaN
  1426.07        500.000        96.7593                 NaN            NaN            NaN            NaN            NaN   1.28432       0.885260                 NaN   1.07110                 NaN            NaN            NaN
  1423.56        500.000        96.8845                 NaN            NaN            NaN            NaN            NaN  0.850925        1.23316                 NaN   1.03144                 NaN            NaN            NaN
  1421.05        500.000        97.0063                 NaN            NaN            NaN            NaN            NaN   1.18319       0.818264                 NaN  0.992282                 NaN            NaN            NaN
  1418.55        500.000        97.1172                 NaN            NaN            NaN            NaN            NaN  0.786918        1.13877                 NaN  0.957120                 NaN            NaN            NaN
  1416.04        500.000        97.2215                 NaN            NaN            NaN            NaN            NaN  0.759250        1.09579                 NaN  0.923418                 NaN            NaN            NaN
  1413.53        500.000        97.3221                 NaN            NaN            NaN            NaN            NaN  0.731842        1.05513                 NaN  0.890929                 NaN            NaN            NaN
  1411.03        500.000        97.3354       0.130906E-001            NaN            NaN            NaN            NaN  0.990787       0.757550                 NaN  0.903185                 NaN            NaN            NaN
  1408.52        500.000        97.3100       0.344358E-001            NaN            NaN            NaN            NaN  0.814014       0.903850                 NaN  0.937723                 NaN            NaN            NaN
  1406.02        500.000        97.4246       0.325114E-001            NaN            NaN            NaN            NaN  0.778793       0.865961                 NaN  0.898152                 NaN            NaN            NaN
  1403.51        500.000        97.5315       0.306669E-001            NaN            NaN            NaN            NaN  0.745790       0.830901                 NaN  0.861138                 NaN            NaN            NaN
  1401.00        500.000        97.6281       0.292360E-001            NaN            NaN            NaN            NaN  0.797948       0.716480                 NaN  0.828192                 NaN            NaN            NaN
  1398.50        500.000        97.7289       0.273518E-001            NaN            NaN            NaN            NaN  0.766618       0.684661                 NaN  0.792478                 NaN            NaN            NaN
  1395.99        500.000        97.8141       0.258386E-001            NaN            NaN            NaN            NaN  0.657944       0.739274                 NaN  0.762805                 NaN            NaN            NaN
  1393.48        500.000        97.8959       0.244847E-001            NaN            NaN            NaN            NaN  0.632613       0.712684                 NaN  0.734307                 NaN            NaN            NaN
  1390.98        500.000        97.9737       0.231979E-001            NaN            NaN            NaN            NaN  0.687653       0.608403                 NaN  0.707087                 NaN            NaN            NaN
  1388.47        500.000        98.0471       0.218535E-001            NaN            NaN            NaN            NaN  0.664570       0.584922                 NaN  0.681555                 NaN            NaN            NaN
  1385.96        500.000        98.1161       0.206577E-001            NaN            NaN            NaN            NaN  0.563135       0.642978                 NaN  0.657143                 NaN            NaN            NaN
  1383.46        500.000        98.1817       0.195786E-001            NaN            NaN            NaN            NaN  0.542858       0.621770                 NaN  0.634081                 NaN            NaN            NaN
  1380.95        500.000        98.2433       0.185268E-001            NaN            NaN            NaN            NaN  0.602371       0.523431                 NaN  0.612400                 NaN            NaN            NaN
  1378.45        500.000        98.3020       0.174823E-001            NaN            NaN            NaN            NaN  0.583529       0.505485                 NaN  0.591465                 NaN            NaN            NaN
  1375.94        500.000        98.3584       0.164494E-001            NaN            NaN            NaN            NaN  0.566652       0.486900                 NaN  0.571648                 NaN            NaN            NaN
  1373.43        500.000        98.4106       0.155209E-001            NaN            NaN            NaN            NaN  0.470197       0.550553                 NaN  0.553088                 NaN            NaN            NaN
  1370.93        500.000        98.4608       0.146411E-001            NaN            NaN            NaN            NaN  0.454785       0.534391                 NaN  0.535374                 NaN            NaN            NaN
  1368.42        500.000        98.5098       0.137401E-001            NaN            NaN            NaN            NaN  0.438415       0.520236                 NaN  0.517760                 NaN            NaN            NaN
  1365.91        500.000        98.5547       0.130135E-001            NaN            NaN            NaN            NaN  0.424454       0.505918                 NaN  0.501866                 NaN            NaN            NaN
  1363.41        500.000        98.5982       0.123083E-001            NaN            NaN            NaN            NaN  0.411175       0.491894                 NaN  0.486413                 NaN            NaN            NaN
  1360.90        500.000        98.6420       0.113698E-001            NaN            NaN            NaN            NaN  0.480153       0.395958                 NaN  0.470556                 NaN            NaN            NaN
  1358.40        500.000        98.6804       0.106854E-001            NaN            NaN            NaN            NaN  0.468508       0.383517                 NaN  0.456909                 NaN            NaN            NaN
  1355.89        500.000        98.7186       0.997047E-002            NaN            NaN            NaN            NaN  0.371112       0.457165                 NaN  0.443192                 NaN            NaN            NaN
  1353.38        500.000        98.7547       0.930803E-002            NaN            NaN            NaN            NaN  0.446536       0.359244                 NaN  0.430259                 NaN            NaN            NaN
  1350.88        500.000        98.7905       0.860612E-002            NaN            NaN            NaN            NaN  0.436280       0.347342                 NaN  0.417284                 NaN            NaN            NaN
  1348.37        500.000        98.8234       0.800725E-002            NaN            NaN            NaN            NaN  0.336592       0.426537                 NaN  0.405428                 NaN            NaN            NaN
  1345.86        500.000        98.8557       0.734953E-002            NaN            NaN            NaN            NaN  0.417448       0.325748                 NaN  0.393769                 NaN            NaN            NaN
  1343.36        500.000        98.8864       0.671793E-002            NaN            NaN            NaN            NaN  0.315310       0.408917                 NaN  0.382633                 NaN            NaN            NaN
  1340.85        500.000        98.9159       0.615531E-002            NaN            NaN            NaN            NaN  0.400354       0.305680                 NaN  0.371907                 NaN            NaN            NaN
  1338.35        500.000        98.9444       0.558474E-002            NaN            NaN            NaN            NaN  0.295971       0.392435                 NaN  0.361596                 NaN            NaN            NaN
  1335.84        500.000        98.9717       0.502646E-002            NaN            NaN            NaN            NaN  0.286279       0.385222                 NaN  0.351797                 NaN            NaN            NaN
  1333.33        500.000        98.9982       0.450062E-002            NaN            NaN            NaN            NaN  0.377601       0.277683                 NaN  0.342064                 NaN            NaN            NaN
  1330.83        500.000        99.0231       0.395797E-002            NaN            NaN            NaN            NaN  0.370925       0.269013                 NaN  0.332963                 NaN            NaN            NaN
  1328.32        500.000        99.0475       0.344370E-002            NaN            NaN            NaN            NaN  0.364414       0.260606                 NaN  0.324070                 NaN            NaN            NaN
  1325.81        500.000        99.0705       0.286788E-002            NaN            NaN            NaN            NaN  0.358951       0.252039                 NaN  0.315634                 NaN            NaN            NaN
  1323.31        500.000        99.0930       0.236945E-002            NaN            NaN            NaN            NaN  0.244107       0.353101                 NaN  0.307429                 NaN            NaN            NaN
  1320.80        500.000        99.1152       0.197056E-002            NaN            NaN            NaN            NaN  0.346691       0.236779                 NaN  0.299345                 NaN            NaN            NaN
  1318.30        500.000        99.1357       0.149034E-002            NaN            NaN            NaN            NaN  0.341430       0.229565                 NaN  0.291788                 NaN            NaN            NaN
  1315.79        500.000        99.1557       0.104665E-002            NaN            NaN            NaN            NaN  0.222379       0.336421                 NaN  0.284489                 NaN            NaN            NaN
  1313.28        500.000        99.1746       0.554406E-003            NaN            NaN            NaN            NaN  0.215661       0.331720                 NaN  0.277501                 NaN            NaN            NaN
  1310.78        500.000        99.1942       0.755099E-004            NaN            NaN            NaN            NaN  0.207947       0.327539                 NaN  0.270249                 NaN            NaN            NaN
  1308.27        500.000        99.2120                 NaN            NaN            NaN            NaN            NaN  0.202860       0.321045                 NaN  0.264130                 NaN            NaN            NaN
  1305.76        500.000        99.2290                 NaN            NaN            NaN            NaN            NaN  0.197865       0.314813                 NaN  0.258322                 NaN            NaN            NaN
  1303.26        500.000        99.2461                 NaN            NaN            NaN            NaN            NaN  0.308432       0.193017                 NaN  0.252483                 NaN            NaN            NaN
  1300.75        500.000        99.2625                 NaN            NaN            NaN            NaN            NaN  0.188504       0.302197                 NaN  0.246799                 NaN            NaN            NaN
  1298.25        500.000        99.2783                 NaN            NaN            NaN            NaN            NaN  0.183574       0.296597                 NaN  0.241479                 NaN            NaN            NaN
  1295.74        500.000        99.2935                 NaN            NaN            NaN            NaN            NaN  0.179079       0.291126                 NaN  0.236307                 NaN            NaN            NaN
  1293.23        500.000        99.3086                 NaN            NaN            NaN            NaN            NaN  0.285616       0.174626                 NaN  0.231186                 NaN            NaN            NaN
  1290.73        500.000        99.3232                 NaN            NaN            NaN            NaN            NaN  0.279964       0.170687                 NaN  0.226142                 NaN            NaN            NaN
  1288.22        500.000        96.2966                 NaN            NaN            NaN            NaN            NaN  0.391092       0.672876                 NaN  0.530239        2.10918                 NaN            NaN
  1285.71        500.000        89.5428                 NaN            NaN            NaN            NaN            NaN  0.883338        1.52016                 NaN   1.20134        6.85234                 NaN            NaN
  1283.21        500.000        90.9437                 NaN            NaN            NaN            NaN            NaN   1.29702       0.776960                 NaN   1.04458        5.93773                 NaN            NaN
  1280.70        500.000        92.0375                 NaN            NaN            NaN            NaN            NaN   1.12384       0.690950                 NaN  0.921280        5.22639                 NaN            NaN
  1278.20        500.000        92.9013                 NaN            NaN            NaN            NaN            NaN  0.624019       0.985951                 NaN  0.823040        4.66574                 NaN            NaN
  1275.69        500.000        93.6084                 NaN            NaN            NaN            NaN            NaN  0.873761       0.568063                 NaN  0.741972        4.20785                 NaN            NaN
  1273.18        500.000        94.1982                 NaN            NaN            NaN            NaN            NaN  0.521532       0.779549                 NaN  0.673757        3.82698                 NaN            NaN
  1270.68        500.000        94.6924                 NaN            NaN            NaN            NaN            NaN  0.481037       0.702480                 NaN  0.616322        3.50773                 NaN            NaN
  1268.17        500.000        95.1209                 NaN            NaN            NaN            NaN            NaN  0.446779       0.634201                 NaN  0.565934        3.23214                 NaN            NaN
  1265.66        500.000        95.4918                 NaN            NaN            NaN            NaN            NaN  0.576058       0.416153                 NaN  0.522090        2.99394                 NaN            NaN
  1263.16        500.000        95.8081                 NaN            NaN            NaN            NaN            NaN  0.391171       0.525980                 NaN  0.484500        2.79028                 NaN            NaN
  1260.65        500.000        96.1001                 NaN            NaN            NaN            NaN            NaN  0.366422       0.481156                 NaN  0.449666        2.60267                 NaN            NaN
  1258.15        500.000        96.3510                 NaN            NaN            NaN            NaN            NaN  0.344967       0.442394                 NaN  0.419569        2.44209                 NaN            NaN
  1255.64        500.000        96.5811                 NaN            NaN            NaN            NaN            NaN  0.325669       0.406965                 NaN  0.391707        2.29460                 NaN            NaN
  1253.13        500.000        96.7838                 NaN            NaN            NaN            NaN            NaN  0.376321       0.308374                 NaN  0.367247        2.16428                 NaN            NaN
  1250.63        500.000        96.9689                 NaN            NaN            NaN            NaN            NaN  0.348549       0.292319                 NaN  0.344682        2.04553                 NaN            NaN
  1248.12        500.000        97.1371                 NaN            NaN            NaN            NaN            NaN  0.323364       0.277724                 NaN  0.324224        1.93756                 NaN            NaN
  1245.61        500.000        97.2899                 NaN            NaN            NaN            NaN            NaN  0.264926       0.300379                 NaN  0.305484        1.83930                 NaN            NaN
  1243.11        500.000        97.4294                 NaN            NaN            NaN            NaN            NaN  0.280033       0.252640                 NaN  0.288449        1.74951                 NaN            NaN
  1240.60        500.000        97.5574                 NaN            NaN            NaN            NaN            NaN  0.261572       0.241360                 NaN  0.272749        1.66692                 NaN            NaN
  1238.10        500.000        97.6755                 NaN            NaN            NaN            NaN            NaN  0.231118       0.244449                 NaN  0.258219        1.59070                 NaN            NaN
  1235.59        500.000        97.7849                 NaN            NaN            NaN            NaN            NaN  0.228641       0.221586                 NaN  0.244739        1.52012                 NaN            NaN
  1233.08        500.000        97.8842                 NaN            NaN            NaN            NaN            NaN  0.213253       0.214476                 NaN  0.232557        1.45554                 NaN            NaN
  1230.58        500.000        97.9786                 NaN            NaN            NaN            NaN            NaN  0.201141       0.204920                 NaN  0.220928        1.39445                 NaN            NaN
  1228.07        500.000        98.0653                 NaN            NaN            NaN            NaN            NaN  0.188876       0.197659                 NaN  0.210288        1.33789                 NaN            NaN
  1225.56        500.000        98.1459                 NaN            NaN            NaN            NaN            NaN  0.190917       0.177500                 NaN  0.200362        1.28534                 NaN            NaN
  1223.06        500.000        98.2229                 NaN            NaN            NaN            NaN            NaN  0.166532       0.184222                 NaN  0.190746        1.23558                 NaN            NaN
  1220.55        500.000        98.1113                 NaN            NaN            NaN            NaN            NaN  0.160389       0.186757                 NaN  0.194746        1.26040       0.863739E-001            NaN
  1218.05        500.000        87.4448                 NaN            NaN            NaN            NaN            NaN  0.260203       0.741545                 NaN  0.922320        5.34992        5.28125                 NaN
  1215.54        500.000        88.2096                 NaN            NaN            NaN            NaN            NaN  0.965946                 NaN            NaN  0.877019        4.99299        4.95447                 NaN
  1213.03        500.000        85.4238                 NaN            NaN            NaN            NaN            NaN   1.11160                 NaN            NaN   1.09589        6.22904        6.02761       0.112043     
  1210.53        500.000        86.3241                 NaN            NaN            NaN            NaN            NaN   1.06002                 NaN            NaN   1.02571        5.82909        5.65683       0.104286     
  1208.02        500.000        86.1896       0.367942E-001            NaN            NaN            NaN            NaN  0.970580                 NaN            NaN   1.04802        5.85218        5.80766       0.951537E-001
  1205.51        500.000        86.7402       0.378335E-001            NaN            NaN            NaN            NaN  0.925689                 NaN            NaN  0.995676        5.62265        5.58852       0.893872E-001
  1203.01        500.000        87.0473       0.363730E-001            NaN            NaN            NaN            NaN  0.902879                 NaN            NaN  0.960480        5.50409        5.46346       0.854560E-001
  1200.50        500.000        86.9431       0.407871E-001            NaN            NaN            NaN            NaN  0.857929                 NaN            NaN  0.950139        5.57987        5.54308       0.851045E-001
  1197.99        500.000        85.2410       0.419021E-001            NaN            NaN            NaN            NaN  0.978834                 NaN            NaN   1.05837        6.34139        6.24727       0.911844E-001
  1195.49        500.000        80.5534       0.569613E-001            NaN            NaN            NaN            NaN   1.24182                 NaN            NaN   1.35116        8.46839        8.21395       0.114359     
  1192.98        500.000        29.1928       0.201376                 NaN            NaN            NaN            NaN   4.14164                 NaN            NaN   4.65745        31.4127        30.0179       0.376131     
  1190.48        500.000                 NaN  0.267616                 NaN            NaN            NaN            NaN   5.86048                 NaN            NaN   6.43771        44.3835        42.5379       0.512771     
  1187.97        500.000                 NaN  0.318068                 NaN            NaN            NaN            NaN   3.62120        1.89661                 NaN   6.38667        44.5641        42.6814       0.531980     
  1185.46        500.000                 NaN  0.275617                 NaN            NaN            NaN            NaN   5.79776                 NaN            NaN   6.42591        44.4210        42.5624       0.517274     
  1182.96        500.000                 NaN  0.264901                 NaN            NaN            NaN            NaN   5.85903                 NaN            NaN   6.43277        44.3980        42.5306       0.514707     
  1180.45        500.000                 NaN  0.252906                 NaN            NaN            NaN            NaN   5.92753                 NaN            NaN   6.44052        44.3727        42.4946       0.511798     
  1177.94        500.000                 NaN  0.239340                 NaN            NaN            NaN            NaN   6.00490                 NaN            NaN   6.44937        44.3444        42.4536       0.508474     
  1175.44        500.000                 NaN  0.161117                 NaN            NaN            NaN            NaN   6.46455                 NaN            NaN   6.50572        44.1686        42.2124       0.487585     
  1172.93        500.000                 NaN  0.110354                 NaN            NaN            NaN            NaN   6.76548                 NaN            NaN   6.54516        44.0492        42.0568       0.472958     
  1170.43        500.000                 NaN  0.650412E-001            NaN            NaN            NaN            NaN   7.02236                 NaN            NaN   6.57535        43.9607        41.9149       0.461690     
  1167.92        500.000                 NaN  0.157459E-001            NaN            NaN            NaN            NaN   1.44186        5.85079                 NaN   6.60373        43.8791        41.7578       0.450930     
  1165.41        500.000                 NaN  0.125827E-001            NaN            NaN            NaN            NaN   7.30303                 NaN            NaN   6.60103        43.8833        41.7480       0.452091     
  1162.91        500.000                 NaN  0.563925E-001            NaN            NaN            NaN            NaN   7.03688       0.380030E-005            NaN   6.56652        43.9924        41.8829       0.464888     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.08591       0.274556                 NaN   6.60785        43.8757        41.7064       0.449568     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.05052        2.30522                 NaN   6.60622        43.8810        41.7070       0.450076     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.07355        3.27842                 NaN   6.60422        43.8852        41.7079       0.450678     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.18145        3.17364                 NaN   6.60712        43.8776        41.7103       0.449863     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.29306        3.06521                 NaN   6.61004        43.8699        41.7127       0.449037     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.40810        2.95341                 NaN   6.61297        43.8622        41.7152       0.448200     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.53259        2.83200       0.234972E-003   6.61595        43.8543        41.7176       0.447347     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.65632        2.71168       0.194436E-003   6.61892        43.8463        41.7200       0.446489     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.78167        2.58979       0.162440E-003   6.62191        43.8383        41.7225       0.445620     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.84356        2.53262       0.635289E-004   6.62530        43.8285        41.7254       0.444626     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.97917        2.40057       0.524077E-004   6.62831        43.8203        41.7278       0.443740     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.11344        2.26989       0.436893E-004   6.63133        43.8121        41.7303       0.442848     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.25263        2.13434       0.366923E-004   6.63436        43.8038        41.7329       0.441948     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.40502        1.98563       0.309490E-004   6.63740        43.7955        41.7354       0.441040     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.56843        1.82596       0.262360E-004   6.64044        43.7871        41.7379       0.440125     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.72449        1.67366       0.224726E-004   6.64349        43.7787        41.7404       0.439205     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.88189        1.52007       0.193815E-004   6.64654        43.7702        41.7430       0.438280     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.05760        1.34821       0.167608E-004   6.64959        43.7617        41.7455       0.437350     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.22515        1.18454       0.146374E-004   6.65264        43.7531        41.7481       0.436415     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.39211        1.02150       0.128615E-004   6.65570        43.7445        41.7507       0.435475     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.57006       0.847513       0.113366E-004   6.65875        43.7359        41.7532       0.434531     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.75230       0.669257       0.100533E-004   6.66180        43.7272        41.7558       0.433584     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.94661       0.478965       0.893885E-005   6.66485        43.7185        41.7584       0.432635     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.13180       0.297829       0.800890E-005   6.66790        43.7098        41.7610       0.431680     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.31486       0.118884                 NaN   6.67097        43.7009        41.7636       0.430718     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.43412       0.117340E-004            NaN   6.67138        43.6984        41.7654       0.430665     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.28842       0.151363       0.147227E-003   6.67538        43.6869        41.7685       0.429288     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.18574       0.256743       0.137756E-003   6.67730        43.6805        41.7709       0.428667     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.08029       0.364825       0.133448E-003   6.67918        43.6742        41.7733       0.428057     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.97872       0.469078       0.126358E-003   6.68116        43.6678        41.7757       0.427430     
  1085.21        500.000                 NaN            NaN            NaN  0.129494                 NaN            NaN   7.22033       0.719365E-004            NaN   6.65211        43.7307        41.8298       0.437480     
  1082.71        500.000                 NaN            NaN            NaN  0.155740                 NaN            NaN   7.17759       0.678841E-004            NaN   6.64854        43.7364        41.8430       0.438728     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.05150        3.41170                 NaN   6.69407        43.6338        41.7850       0.423968     
  1077.69        500.000                 NaN            NaN            NaN  0.203976                 NaN            NaN   7.09948       0.602878E-004            NaN   6.64225        43.7457        41.8676       0.440932     
  1075.19        500.000                 NaN            NaN            NaN  0.228143                 NaN            NaN   7.06024       0.561204E-004            NaN   6.63901        43.7506        41.8799       0.442063     
  1072.68        500.000                 NaN            NaN            NaN  0.251244                 NaN            NaN   7.02284       0.527335E-004            NaN   6.63598        43.7550        41.8917       0.443123     
  1070.18        500.000                 NaN            NaN            NaN  0.275334                 NaN            NaN   6.98363       0.493736E-004            NaN   6.63263        43.7601        41.9040       0.444281     
  1067.67        500.000                 NaN            NaN            NaN  0.296335                 NaN            NaN   6.94989       0.463767E-004            NaN   6.63002        43.7635        41.9150       0.445194     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.23909        1.23556       0.740162E-004   6.70200        43.6048        41.7974       0.421036     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.17822        1.29978       0.675046E-004   6.70464        43.5972        41.7999       0.420235     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.10878        1.37240       0.610339E-004   6.70720        43.5898        41.8023       0.419467     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09550        1.38454       0.557397E-004   6.70660        43.5897        41.8038       0.419778     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.04218        1.44142       0.509726E-004   6.70941        43.5817        41.8063       0.418929     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.41866       0.106440       0.161653E-005   6.73948        43.5095        41.8166       0.409269     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.92250        1.56811       0.423367E-004   6.71502        43.5658        41.8113       0.417234     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.86995        1.62426       0.387201E-004   6.71789        43.5576        41.8138       0.416369     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.82057        1.67729       0.354807E-004   6.72079        43.5495        41.8164       0.415496     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.79016        1.71061       0.574670E-005   6.72303        43.5426        41.8187       0.414823     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.74512        1.75930       0.526010E-005   6.72594        43.5344        41.8213       0.413948     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.70217        1.80595       0.482635E-005   6.72887        43.5262        41.8238       0.413063     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.66150        1.85032       0.443734E-005   6.73182        43.5179        41.8263       0.412179     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.62213        1.89344                 NaN   6.73478        43.5095        41.8289       0.411287     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.58466        1.93467       0.376816E-005   6.73777        43.5011        41.8314       0.410391     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.54917        1.97395       0.348449E-005   6.74077        43.4927        41.8339       0.409489     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.51746        2.00951       0.324019E-005   6.74379        43.4842        41.8365       0.408581     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.48439        2.04644       0.299434E-005   6.74672        43.4757        41.8390       0.407683     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.45412        2.08057       0.279452E-005   6.74983        43.4671        41.8416       0.406758     
