|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/Y98/Y98_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             ilm            San(TH)        San(TH)        q             
  1054.08        2500.00                 NaN            NaN            NaN            NaN   2.83754        8.59574                 NaN            NaN            NaN   8.58440       0.514227        45.6919                 NaN   33.7762     
  1052.85        2500.00                 NaN            NaN            NaN            NaN   2.81105        8.62521                 NaN            NaN            NaN   8.58737       0.513426        45.6853                 NaN   33.7777     
  1051.62        2500.00                 NaN            NaN            NaN            NaN   2.78691        8.65231                 NaN            NaN            NaN   8.59033       0.512629        45.6787                 NaN   33.7791     
  1050.39        2500.00                 NaN            NaN            NaN            NaN   2.76592        8.67624                 NaN            NaN            NaN   8.59326       0.511838        45.6722                 NaN   33.7805     
  1049.16        2500.00                 NaN            NaN            NaN            NaN   2.74729        8.69780                 NaN            NaN            NaN   8.59617       0.511053        45.6657                 NaN   33.7819     
  1047.93        2500.00                 NaN            NaN            NaN            NaN   2.73154        8.71646                 NaN            NaN            NaN   8.59906       0.510275        45.6593                 NaN   33.7834     
  1046.70        2500.00                 NaN            NaN            NaN            NaN   2.71799        8.73290                 NaN            NaN            NaN   8.60192       0.509501        45.6529                 NaN   33.7848     
  1045.47        2500.00                 NaN            NaN            NaN            NaN   2.70762        8.74614                 NaN            NaN            NaN   8.60475       0.508736        45.6466                 NaN   33.7862     
  1044.24        2500.00                 NaN            NaN            NaN            NaN   2.70004        8.75657                 NaN            NaN            NaN   8.60755       0.507979        45.6403                 NaN   33.7876     
  1043.02        2500.00                 NaN            NaN            NaN            NaN   2.69719        8.76222                 NaN            NaN            NaN   8.61032       0.507231        45.6341                 NaN   33.7890     
  1041.79        2500.00                 NaN            NaN            NaN            NaN   2.69121        8.77102                 NaN            NaN            NaN   8.61308       0.506482        45.6278                 NaN   33.7904     
  1040.56        2500.00                 NaN            NaN            NaN            NaN  0.587774E-001   6.18251        5.09519                 NaN            NaN   8.50286       0.536730        45.8567                 NaN   33.7672     
  1039.33        2500.00                 NaN            NaN            NaN            NaN  0.588243E-001   6.23833        5.03920                 NaN            NaN   8.50265       0.536764        45.8562                 NaN   33.7681     
  1038.10        2500.00                 NaN            NaN            NaN            NaN   2.18291        9.29108       0.939824E-006            NaN            NaN   8.62591       0.502851        45.6007                 NaN   33.7966     
  1036.87        2500.00                 NaN            NaN            NaN            NaN   2.64718        8.82817                 NaN            NaN            NaN   8.62438       0.503350        45.6012                 NaN   33.7957     
  1035.64        2500.00                 NaN            NaN            NaN            NaN   2.70686        8.77114                 NaN            NaN            NaN   8.62677       0.502660        45.5956                 NaN   33.7970     
  1034.41        2500.00                 NaN            NaN            NaN            NaN   2.36160        9.11989       0.326468E-004            NaN            NaN   8.63282       0.500976        45.5842                 NaN   33.8005     
  1033.18        2500.00                 NaN            NaN            NaN            NaN   1.20512        10.2652                 NaN            NaN            NaN   8.59815       0.507903        45.6287                 NaN   33.7949     
  1031.95        2500.00                 NaN            NaN            NaN            NaN   6.10392        5.25095                 NaN            NaN            NaN   8.51354       0.532860        45.8251                 NaN   33.7737     
  1030.73        2500.00                 NaN            NaN            NaN            NaN   6.27924        5.07414                 NaN            NaN            NaN   8.51194       0.533035        45.8272                 NaN   33.7745     
  1029.50        2500.00                 NaN            NaN            NaN            NaN   6.26818        5.08151                 NaN            NaN            NaN   8.50947       0.533435        45.8339                 NaN   33.7735     
  1028.27        2500.00                 NaN            NaN            NaN            NaN   6.58364        4.76782                 NaN            NaN            NaN   8.50908       0.533479        45.8298                 NaN   33.7762     
  1027.04        2500.00                 NaN            NaN            NaN            NaN   6.36376        4.99160                 NaN            NaN            NaN   8.51247       0.532053        45.8232                 NaN   33.7769     
  1025.81        2500.00                 NaN            NaN            NaN            NaN   6.39881        4.95670                 NaN            NaN            NaN   8.51242       0.531990        45.8223                 NaN   33.7778     
  1024.58        2500.00                 NaN            NaN            NaN            NaN   6.31844        5.03674                 NaN            NaN            NaN   8.51531       0.531749        45.8180                 NaN   33.7797     
  1023.35        2500.00                 NaN            NaN            NaN            NaN   1.42792        10.0784                 NaN            NaN            NaN   8.61503       0.499484        45.5658                 NaN   33.8133     
  1022.12        2500.00                 NaN            NaN            NaN            NaN   4.38983        6.94837                 NaN            NaN            NaN   8.49771       0.537689        45.8481                 NaN   33.7783     
  1020.89        2500.00                 NaN            NaN            NaN            NaN  0.589289        10.9474                 NaN            NaN            NaN   8.65168       0.489005        45.5014                 NaN   33.8212     
  1019.66        2500.00                 NaN            NaN            NaN            NaN   4.32435        7.01366                 NaN            NaN            NaN   8.49752       0.537701        45.8467                 NaN   33.7800     
  1018.44        2500.00                 NaN            NaN            NaN            NaN   1.30334        10.2290                 NaN            NaN            NaN   8.64817       0.486998        45.5118                 NaN   33.8207     
  1017.21        2500.00                 NaN            NaN            NaN            NaN   4.26228        7.07557                 NaN            NaN            NaN   8.49735       0.537708        45.8453                 NaN   33.7818     
  1015.98        2500.00                 NaN            NaN            NaN            NaN   4.23245        7.10533                 NaN            NaN            NaN   8.49728       0.537709        45.8445                 NaN   33.7827     
  1014.75        2500.00                 NaN            NaN            NaN            NaN   4.20324        7.13450                 NaN            NaN            NaN   8.49722       0.537706        45.8438                 NaN   33.7836     
  1013.52        2500.00                 NaN            NaN            NaN            NaN   4.17496        7.16271                 NaN            NaN            NaN   8.49714       0.537709        45.8430                 NaN   33.7845     
  1012.29        2500.00                 NaN            NaN            NaN            NaN   4.14727        7.19035                 NaN            NaN            NaN   8.49708       0.537707        45.8422                 NaN   33.7854     
  1011.06        2500.00                 NaN            NaN            NaN            NaN   4.11888        7.21879                 NaN            NaN            NaN   8.49709       0.537678        45.8413                 NaN   33.7863     
  1009.83        2500.00                 NaN            NaN            NaN            NaN   4.09389        7.24366                 NaN            NaN            NaN   8.49698       0.537699        45.8406                 NaN   33.7871     
  1008.60        2500.00                 NaN            NaN            NaN            NaN   3.04932        8.48346                 NaN            NaN            NaN   8.67945       0.488566        45.4724                 NaN   33.8268     
  1007.37        2500.00                 NaN            NaN            NaN            NaN   4.04298        7.29451                 NaN            NaN            NaN   8.49690       0.537686        45.8390                 NaN   33.7889     
  1006.15        2500.00                 NaN            NaN            NaN            NaN   4.01830        7.31919                 NaN            NaN            NaN   8.49688       0.537673        45.8381                 NaN   33.7898     
  1004.92        2500.00                 NaN            NaN            NaN            NaN   8.15010        3.41027                 NaN            NaN            NaN   8.70223       0.481366        45.4200                 NaN   33.8360     
  1003.69        2500.00                 NaN            NaN            NaN            NaN   3.97096        7.36651                 NaN            NaN            NaN   8.49682       0.537656        45.8364                 NaN   33.7916     
  1002.46        2500.00                 NaN            NaN            NaN            NaN   3.94807        7.38941                 NaN            NaN            NaN   8.49680       0.537645        45.8356                 NaN   33.7925     
  1001.23        2500.00                 NaN            NaN            NaN            NaN   3.92562        7.41186                 NaN            NaN            NaN   8.49680       0.537630        45.8347                 NaN   33.7934     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   3.90374        7.43376                 NaN            NaN            NaN   8.49678       0.537617        45.8338                 NaN   33.7943     
