|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             ilm            San(TH)        San(TH)        q             
  1052.85        2500.00                 NaN            NaN            NaN            NaN   3.73547        11.6116                 NaN            NaN            NaN   8.75241       0.898552        42.9415                 NaN   32.0605     
  1051.62        2500.00                 NaN            NaN            NaN            NaN   3.70249        11.6480                 NaN            NaN            NaN   8.75544       0.897173        42.9357                 NaN   32.0611     
  1050.39        2500.00                 NaN            NaN            NaN            NaN   3.67370        11.6803                 NaN            NaN            NaN   8.75844       0.895803        42.9301                 NaN   32.0617     
  1049.16        2500.00                 NaN            NaN            NaN            NaN   3.64805        11.7094                 NaN            NaN            NaN   8.76141       0.894445        42.9244                 NaN   32.0623     
  1047.93        2500.00                 NaN            NaN            NaN            NaN   3.62623        11.7346                 NaN            NaN            NaN   8.76436       0.893097        42.9188                 NaN   32.0630     
  1046.70        2500.00                 NaN            NaN            NaN            NaN   3.60734        11.7568                 NaN            NaN            NaN   8.76729       0.891757        42.9132                 NaN   32.0636     
  1045.47        2500.00                 NaN            NaN            NaN            NaN   3.59267        11.7749                 NaN            NaN            NaN   8.77019       0.890433        42.9077                 NaN   32.0642     
  1044.24        2500.00                 NaN            NaN            NaN            NaN   3.58170        11.7891                 NaN            NaN            NaN   8.77306       0.889123        42.9022                 NaN   32.0648     
  1043.02        2500.00                 NaN            NaN            NaN            NaN   3.57706        11.7971                 NaN            NaN            NaN   8.77588       0.887829        42.8968                 NaN   32.0654     
  1041.79        2500.00                 NaN            NaN            NaN            NaN   3.56819        11.8092                 NaN            NaN            NaN   8.77871       0.886533        42.8914                 NaN   32.0660     
  1040.56        2500.00                 NaN            NaN            NaN            NaN  0.792237E-001   8.40262        6.76061                 NaN            NaN   8.66658       0.939516        43.1074                 NaN   32.0440     
  1039.33        2500.00                 NaN            NaN            NaN            NaN  0.792887E-001   8.47870        6.68453                 NaN            NaN   8.66638       0.939591        43.1074                 NaN   32.0441     
  1038.10        2500.00                 NaN            NaN            NaN            NaN   2.88667        12.5066       0.125558E-005            NaN            NaN   8.79162       0.880201        42.8660                 NaN   32.0690     
  1036.87        2500.00                 NaN            NaN            NaN            NaN   3.50471        11.8868                 NaN            NaN            NaN   8.79036       0.881118        42.8686                 NaN   32.0684     
  1035.64        2500.00                 NaN            NaN            NaN            NaN   3.58342        11.8111                 NaN            NaN            NaN   8.79281       0.879925        42.8638                 NaN   32.0689     
  1034.41        2500.00                 NaN            NaN            NaN            NaN   3.12085        12.2808       0.435221E-004            NaN            NaN   8.79873       0.876965        42.8520                 NaN   32.0706     
  1033.18        2500.00                 NaN            NaN            NaN            NaN   1.63803        13.7506                 NaN            NaN            NaN   8.76337       0.889104        42.8944                 NaN   32.0645     
  1031.95        2500.00                 NaN            NaN            NaN            NaN   8.29666        6.96505                 NaN            NaN            NaN   8.67773       0.932870        43.0819                 NaN   32.0457     
  1030.73        2500.00                 NaN            NaN            NaN            NaN   8.53554        6.72554                 NaN            NaN            NaN   8.67606       0.933187        43.0841                 NaN   32.0456     
  1029.50        2500.00                 NaN            NaN            NaN            NaN   8.52107        6.73597                 NaN            NaN            NaN   8.67363       0.933910        43.0912                 NaN   32.0442     
  1028.27        2500.00                 NaN            NaN            NaN            NaN   8.95006        6.30970                 NaN            NaN            NaN   8.67316       0.933995        43.0873                 NaN   32.0457     
  1027.04        2500.00                 NaN            NaN            NaN            NaN   8.65138        6.61286                 NaN            NaN            NaN   8.67666       0.931516        43.0817                 NaN   32.0459     
  1025.81        2500.00                 NaN            NaN            NaN            NaN   8.69923        6.56550                 NaN            NaN            NaN   8.67661       0.931421        43.0813                 NaN   32.0459     
  1024.58        2500.00                 NaN            NaN            NaN            NaN   8.59001        6.67643                 NaN            NaN            NaN   8.67940       0.930996        43.0767                 NaN   32.0465     
  1023.35        2500.00                 NaN            NaN            NaN            NaN   1.94113        13.4939                 NaN            NaN            NaN   8.78018       0.874434        42.8360                 NaN   32.0744     
  1022.12        2500.00                 NaN            NaN            NaN            NaN   5.79591        9.44730                 NaN            NaN            NaN   8.66190       0.941473        43.1083                 NaN   32.0451     
  1020.89        2500.00                 NaN            NaN            NaN            NaN  0.801103        14.6706                 NaN            NaN            NaN   8.81734       0.856096        42.7751                 NaN   32.0797     
  1019.66        2500.00                 NaN            NaN            NaN            NaN   5.70706        9.53651                 NaN            NaN            NaN   8.66172       0.941525        43.1078                 NaN   32.0454     
  1018.44        2500.00                 NaN            NaN            NaN            NaN   1.77188        13.6991                 NaN            NaN            NaN   8.81372       0.852605        42.7852                 NaN   32.0775     
  1017.21        2500.00                 NaN            NaN            NaN            NaN   5.62282        9.62115                 NaN            NaN            NaN   8.66157       0.941569        43.1073                 NaN   32.0456     
  1015.98        2500.00                 NaN            NaN            NaN            NaN   5.58233        9.66185                 NaN            NaN            NaN   8.66151       0.941585        43.1070                 NaN   32.0457     
  1014.75        2500.00                 NaN            NaN            NaN            NaN   5.54267        9.70174                 NaN            NaN            NaN   8.66146       0.941596        43.1067                 NaN   32.0458     
  1013.52        2500.00                 NaN            NaN            NaN            NaN   5.50427        9.74034                 NaN            NaN            NaN   8.66139       0.941616        43.1064                 NaN   32.0460     
  1012.29        2500.00                 NaN            NaN            NaN            NaN   5.46669        9.77815                 NaN            NaN            NaN   8.66134       0.941628        43.1061                 NaN   32.0461     
  1011.06        2500.00                 NaN            NaN            NaN            NaN   5.42812        9.81706                 NaN            NaN            NaN   8.66136       0.941594        43.1056                 NaN   32.0462     
  1009.83        2500.00                 NaN            NaN            NaN            NaN   5.39422        9.85110                 NaN            NaN            NaN   8.66125       0.941645        43.1054                 NaN   32.0463     
  1008.60        2500.00                 NaN            NaN            NaN            NaN   4.01608        11.4419                 NaN            NaN            NaN   8.84681       0.855572        42.7580                 NaN   32.0816     
  1007.37        2500.00                 NaN            NaN            NaN            NaN   5.32509        9.92073                 NaN            NaN            NaN   8.66119       0.941654        43.1048                 NaN   32.0466     
  1006.15        2500.00                 NaN            NaN            NaN            NaN   5.29158        9.95452                 NaN            NaN            NaN   8.66118       0.941646        43.1044                 NaN   32.0467     
  1004.92        2500.00                 NaN            NaN            NaN            NaN   10.9891        4.50238                 NaN            NaN            NaN   8.86978       0.842980        42.7086                 NaN   32.0872     
  1003.69        2500.00                 NaN            NaN            NaN            NaN   5.22726        10.0194                 NaN            NaN            NaN   8.66113       0.941648        43.1036                 NaN   32.0470     
  1002.46        2500.00                 NaN            NaN            NaN            NaN   5.19617        10.0507                 NaN            NaN            NaN   8.66112       0.941644        43.1032                 NaN   32.0471     
  1001.23        2500.00                 NaN            NaN            NaN            NaN   5.16567        10.0815                 NaN            NaN            NaN   8.66113       0.941632        43.1028                 NaN   32.0472     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   5.13594        10.1115                 NaN            NaN            NaN   8.66112       0.941626        43.1024                 NaN   32.0474     
