|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1461.54        2500.00       0.306000E-001   99.9303       0.831471E-002  0.307428E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00       0.570539E-003   99.3075       0.113479       0.578500                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.23        2500.00       0.857055E-003   99.2791       0.208368       0.511650                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.151864E-002   98.5887       0.337887        1.02777                 NaN  0.440933E-001            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.264399E-004   99.9699       0.213499E-001  0.872016E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1455.76        2500.00       0.710515E-003   99.3125       0.197195       0.487889                 NaN  0.173584E-002            NaN            NaN            NaN            NaN
  1454.60        2500.00       0.704307E-003   99.2939       0.501092       0.204321                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00       0.682329E-003   99.2983       0.203167       0.497837                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.29        2500.00       0.669516E-003   99.2750       0.210185       0.514189                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.589021E-003   99.3307       0.474894       0.193856                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.97        2500.00       0.534409E-003   99.3108       0.172178       0.500243                 NaN  0.162905E-001            NaN            NaN            NaN            NaN
  1448.82        2500.00       0.917881E-003   98.6224       0.310989        1.01321                 NaN  0.524379E-001            NaN            NaN            NaN            NaN
  1447.66        2500.00       0.169469E-004   99.9701       0.227959E-001  0.458992E-002            NaN  0.250087E-002            NaN            NaN            NaN            NaN
  1446.50        2500.00       0.397183E-003   99.3700       0.461596       0.146197                 NaN  0.218010E-001            NaN            NaN            NaN            NaN
  1445.35        2500.00       0.359757E-003   99.3272       0.137209       0.500932                 NaN  0.342980E-001            NaN            NaN            NaN            NaN
  1444.19        2500.00       0.394877E-003   99.3262       0.171855       0.487757                 NaN  0.137929E-001            NaN            NaN            NaN            NaN
  1443.03        2500.00       0.342221E-003   99.3253       0.495014       0.155945                 NaN  0.233919E-001            NaN            NaN            NaN            NaN
  1441.88        2500.00       0.768412E-004   99.8569       0.327612E-001  0.105109                 NaN  0.518230E-002            NaN            NaN            NaN            NaN
