|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1461.54        2500.00       0.200234E-001   99.9462       0.713616E-002  0.266772E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00       0.373789E-003   99.4000       0.974249E-001  0.502205                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.23        2500.00       0.561769E-003   99.3766       0.178811       0.444025                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.997443E-003   98.7812       0.290027       0.892273                 NaN  0.354760E-001            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.173201E-004   99.9740       0.184933E-001  0.746627E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1455.76        2500.00       0.466398E-003   99.4062       0.168977       0.422927                 NaN  0.139258E-002            NaN            NaN            NaN            NaN
  1454.60        2500.00       0.462457E-003   99.3904       0.434157       0.174987                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00       0.448262E-003   99.3945       0.173915       0.431181                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.29        2500.00       0.439966E-003   99.3746       0.179830       0.445179                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.387317E-003   99.4229       0.410979       0.165770                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.97        2500.00       0.351574E-003   99.4067       0.147160       0.432734                 NaN  0.130191E-001            NaN            NaN            NaN            NaN
  1448.82        2500.00       0.604569E-003   98.8150       0.265804       0.876643                 NaN  0.419141E-001            NaN            NaN            NaN            NaN
  1447.66        2500.00       0.111485E-004   99.9744       0.196842E-001  0.391514E-002            NaN  0.199309E-002            NaN            NaN            NaN            NaN
  1446.50        2500.00       0.261649E-003   99.4588       0.398775       0.124751                 NaN  0.173805E-001            NaN            NaN            NaN            NaN
  1445.35        2500.00       0.237108E-003   99.4228       0.117022       0.432578                 NaN  0.273210E-001            NaN            NaN            NaN            NaN
  1444.19        2500.00       0.260375E-003   99.4212       0.146496       0.421022                 NaN  0.109785E-001            NaN            NaN            NaN            NaN
  1443.03        2500.00       0.225768E-003   99.4212       0.427102       0.132863                 NaN  0.186055E-001            NaN            NaN            NaN            NaN
  1441.88        2500.00       0.507698E-004   99.8773       0.278906E-001  0.906337E-001            NaN  0.411421E-002            NaN            NaN            NaN            NaN
  1440.72        2500.00       0.375600E-003   98.9854       0.748682       0.234380                 NaN  0.311715E-001            NaN            NaN            NaN            NaN
  1439.56        2500.00       0.179437E-003   99.4343       0.131672       0.416806                 NaN  0.169982E-001            NaN            NaN            NaN            NaN
  1438.41        2500.00       0.293634E-003   99.3647       0.149642       0.466605                 NaN  0.187856E-001            NaN            NaN            NaN            NaN
  1437.25        2500.00       0.134475E-003   99.5121       0.114640       0.358860                 NaN  0.143042E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00       0.134902E-003   99.4406       0.131551       0.412251                 NaN  0.154572E-001            NaN            NaN            NaN            NaN
  1434.93        2500.00       0.125196E-003   99.4433       0.131381       0.409999                 NaN  0.151942E-001            NaN            NaN            NaN            NaN
  1433.78        2500.00       0.106495E-003   99.3562       0.475352       0.151428                 NaN  0.168788E-001            NaN            NaN            NaN            NaN
  1432.62        2500.00                 NaN   98.7581       0.441546       0.218840                 NaN  0.154516       0.426982                 NaN            NaN            NaN
  1431.46        2500.00                 NaN   98.4329       0.537013       0.266911                 NaN  0.202940       0.560255                 NaN            NaN            NaN
  1430.31        2500.00                 NaN   98.4548       0.532103       0.257474                 NaN  0.202447       0.553190                 NaN            NaN            NaN
  1429.15        2500.00                 NaN   98.4780       0.527029       0.249088                 NaN  0.201089       0.544776                 NaN            NaN            NaN
  1427.99        2500.00                 NaN   98.4973       0.239303       0.523920                 NaN  0.200851       0.538656                 NaN            NaN            NaN
  1426.84        2500.00                 NaN   98.5169       0.231912       0.519380                 NaN  0.200047       0.531756                 NaN            NaN            NaN
  1425.68        2500.00                 NaN   98.5390       0.515526       0.221869                 NaN  0.199246       0.524365                 NaN            NaN            NaN
  1424.52        2500.00                 NaN   98.5592       0.214143       0.510766                 NaN  0.198532       0.517352                 NaN            NaN            NaN
  1423.37        2500.00                 NaN   98.5779       0.507438       0.205701                 NaN  0.197943       0.510995                 NaN            NaN            NaN
